0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31622 13512	1	 * 	271.11	DCR|4VULN|1DMG|1TLV|1DUR|1ASPD	1LHND|2468VULN|3DMG|5DUR|7ASPD|9RCR|aTLV
333	35323 51445	1	   	243.75	DCR|4VULN|1DMG|1TLV	1LHND|2FEWX|3DMG|479aVULN|5MBVNT|6TLV|8RCR
334	16161 63233	9	   	243.65	DCR|4VULN|1DMG|1TLV	1MLV|2489VULN|3TLV|57DUST|6RCR|aDMG
335	31623 62261	1	   	243.65	DCR|4VULN|1DMG|1TLV	1LHND|2469VULN|3DMG|5TBNT|7RCR|8TLV|aERES
336	31623 62262	1	   	243.65	DCR|4VULN|1DMG|1TLV	1LHND|2469VULN|3DMG|5TBNT|7RCR|8TLV|aDUST
337	34323 51445	1	   	243.65	DCR|4VULN|1DMG|1TLV	1LHND|2DUST|3DMG|479aVULN|5MBVNT|6TLV|8RCR
338	31623 62263	1	   	243.51	DCR|4VULN|1DMG|1TLV|1SELL	1LHND|2469VULN|3DMG|5TBNT|7RCR|8TLV|aSELL
339	25331 51623	2	   	243.30	DCR|2VULN|2DUR|1DMG|1TLV|1AART	1CGEN|2aDUR|3LIT|4DMG|5aLWND|6AART|7RCR|8TLV|9aVULN|aBPWR
340	16421 33136	3	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1MLV|245VULN|3LWND|6DMG|7LIT|8RCR|9TLV|aCDMG
341	25363 21122	2	   	243.17	DCR|3VULN|1DMG|1DUR|1CDMG	1CGEN|2DUR|3LIT|4RPLT|5CDMG|67aVULN|8RCR|9DMG
342	26421 33136	3	   	243.17	DCR|3VULN|1DMG|1TLV|1CDMG	1CGEN|245VULN|3LWND|6DMG|7LIT|8RCR|9TLV|aCDMG
343	16123 31583	3	   	243.13	DCR|5VULN|1TLV	1MLV|24679VULN|3TLV|5TBNT|8MBVNT|aRCR
344	31323 62232	1	   	243.00	DCR|4VULN|1TLV|1ASPD	1LHND|246aVULN|3ASPD|5TBNT|7RCR|8TLV|9LIT
345	31323 64132	1	   	243.00	DCR|4VULN|1TLV|1ASPD	1LHND|246aVULN|3ASPD|5TBNT|7LIT|8TLV|9RCR
346	15211 32562	4	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|23DUR|458VULN|6ASPD|7RCR|9LWND|aTLV
347	15221 32562	3	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|23DUR|458VULN|6ASPD|7RCR|9LWND|aTLV
348	26133 23332	10	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	15CGEN|279VULN|3TLV|4ASPD|6RCR|8aDUR
349	26133 23335	9	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	15CGEN|279VULN|3TLV|4ASPD|6RCR|8aDUR
350	26134 23332	10	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1CGEN|279VULN|3TLV|4ASPD|5RCVC|6RCR|8aDUR
351	26134 23335	9	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1CGEN|279VULN|3TLV|4ASPD|5RCVC|6RCR|8aDUR
352	26523 33133	3	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1CGEN|249VULN|3ZMB|5TLV|6ASPD|7aDUR|8RCR
353	31421 33126	1	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1LHND|245VULN|3ZMB|6ASPD|7aDUR|8RCR|9TLV
354	31421 33162	1	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1LHND|245VULN|3ZMB|6ASPD|79DUR|8RCR|aTLV
355	31422 13126	1	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1LHND|246VULN|3ZMB|5aDUR|7ASPD|8RCR|9TLV
356	31422 13162	1	   	242.98	DCR|3VULN|2DUR|1TLV|1ASPD	1LHND|246VULN|3ZMB|59DUR|7ASPD|8RCR|aTLV
357	15121 32462	3	   	242.88	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|29DUR|345VULN|6ASPD|7RCR|8DUST|aTLV
358	15211 32522	4	   	242.88	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|23DUR|458VULN|6ASPD|7RCR|9DUST|aTLV
359	15221 32522	3	   	242.88	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|23DUR|458VULN|6ASPD|7RCR|9DUST|aTLV
360	13251 12462	4	   	242.88	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|24DUST|34DUR|4BPWR|568VULN|7RCR|9ASPD|aTLV
361	15212 12462	5	   	242.88	DCR|3VULN|2DUR|1TLV|1ASPD	1MLV|23DUR|468VULN|5DUST|7RCR|9ASPD|aTLV
362	16136 52332	7	   	242.86	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD	1MLV|29VULN|3aTLV|4ASPD|56DMG|7RCR|8DUR
363	16136 63132	5	   	242.86	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD	1MLV|29VULN|3aTLV|4ASPD|57DMG|6DUR|8RCR
364	26136 52332	7	   	242.86	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD	1CGEN|29VULN|3aTLV|4ASPD|56DMG|7RCR|8DUR
365	26136 63132	5	   	242.86	DCR|2VULN|2DMG|2TLV|1DUR|1ASPD	1CGEN|29VULN|3aTLV|4ASPD|57DMG|6DUR|8RCR
366	15114 62233	7	   	242.81	DCR|3VULN|3DUR|1CDMG	17MLV|25aDUR|379VULN|47CGEN|6RCR|7BPWR|8CDMG
367	15213 62233	7	   	242.81	DCR|3VULN|3DUR|1CDMG	17MLV|23aDUR|479VULN|57CGEN|6RCR|7BPWR|8CDMG
368	15213 62243	8	   	242.81	DCR|3VULN|3DUR|1CDMG	17MLV|23aDUR|478VULN|57CGEN|6RCR|7BPWR|9CDMG
369	16113 25613	4	   	242.61	DCR|3VULN|2DMG|2TLV	1aMLV|269VULN|3aTLV|4BELT|5aDMG|7RCR|8BBNT|aBPWR
370	16123 35213	3	   	242.61	DCR|3VULN|2DMG|2TLV	1aMLV|246VULN|3aTLV|5TBNT|7BELT|8aDMG|9RCR|aBPWR
371	16163 35213	4	   	242.61	DCR|3VULN|2DMG|2TLV	1aMLV|246VULN|3aTLV|5TBNT|7BELT|8aDMG|9RCR|aBPWR
372	15213 66233	7	   	242.61	DCR|3VULN|3DUR|1CDMG	1MLV|23aDUR|479VULN|5CGEN|6RCR|8CDMG
373	16136 62231	10	   	242.42	DCR|3VULN|2ASPD|1DMG|1TLV	1MLV|268VULN|3TLV|4aASPD|5DMG|7RCR|9LHND
374	16233 23653	8	   	242.42	DCR|3VULN|2ASPD|1DMG|1TLV	1MLV|278VULN|34ASPD|5CGEN|6RCR|9TLV|aDMG
375	26136 62231	10	   	242.42	DCR|3VULN|2ASPD|1DMG|1TLV	1CGEN|268VULN|3TLV|4aASPD|5DMG|7RCR|9LWND
376	31621 32413	1	   	242.42	DCR|3VULN|2ASPD|1DMG|1DUR	1LHND|245VULN|3DMG|67ASPD|8BEXP|9RCR|aDUR
377	21324 23241	1	   	242.38	DCR|2VULN|3DUR|3LIT|1DMG	178CGEN|28VULN|347LIT|5RCVC|678DUR|78BPWR|9RCR|aDMG
378	26324 23241	2	   	242.38	DCR|2VULN|3DUR|3LIT|1DMG	178CGEN|28VULN|347LIT|5RCVC|678DUR|78BPWR|9RCR|aDMG
379	25231 53232	9	   	242.32	DCR|3VULN|2ASPD|1DMG|1DUR	1CGEN|2DUR|34ASPD|5DUST|6DMG|789VULN|aRCR
380	13121 31662	3	   	242.32	DCR|3VULN|2ASPD|1DMG|1DUR	1MLV|2DUST|345VULN|69ASPD|7DMG|8DUR|aRCR
381	31351 37724	1	   	242.32	DCR|3VULN|2ASPD|1DMG|1TLV	1LHND|26aVULN|37ASPD|4DMG|5MBVNT|8RCR|9TLV
382	16136 52223	9	   	242.26	DCR|2VULN|3DMG|2TLV|1ASPD	1MLV|28VULN|39TLV|4ASPD|56aDMG|7RCR
383	15321 51241	2	   	242.18	DCR|2VULN|3DUR|3LIT|1DMG	18MLV|258DUR|346LIT|78VULN|8BPWR|9RCR|aDMG
384	25321 51241	2	   	242.18	DCR|2VULN|3DUR|3LIT|1DMG	18CGEN|258DUR|346LIT|78VULN|8BPWR|9RCR|aDMG
385	15121 32261	3	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1MLV|2DUR|345VULN|6ASPD|7RCR|8CDMG|9CGEN|aTLV
386	16225 32261	3	   	242.05	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1MLV|245VULN|3ASPD|6DUR|7RCR|8CDMG|9CGEN|aTLV
387	31323 62216	1	   	241.95	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1LHND|246VULN|3ASPD|5TBNT|7RCR|8TLV|9CDMG|aDUR
388	26136 62221	10	   	241.88	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1CGEN|268VULN|3TLV|4ASPD|5DMG|7RCR|9MLV|aAART
389	33362 13512	1	   	241.81	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1SELL	1LHND|2CDMG|368VULN|4SELL|5DUR|7ASPD|9RCR|aTLV
390	33361 33512	1	   	241.81	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1SELL	1LHND|2CDMG|358VULN|4SELL|6ASPD|7DUR|9RCR|aTLV
391	31323 62244	1	   	241.78	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1LHND|246VULN|3ASPD|5TBNT|7RCR|8TLV|9DMG|aAART
392	15211 41242	4	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1MLV|23DUR|459VULN|6AART|7TLV|8BELT|aRCR
393	15221 41242	3	   	241.64	DCR|3VULN|2DUR|1TLV|1AART	1MLV|23DUR|459VULN|6AART|7TLV|8BELT|aRCR
394	16163 23631	8	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1MLV|247VULN|3TLV|5ERES|6RCR|8AART|9aDUR
395	16163 25231	10	   	241.54	DCR|3VULN|2DUR|1TLV|1AART	1MLV|248VULN|3TLV|5ERES|6RCR|79DUR|aAART
396	16214 35121	6	 * 	241.39	DCR|2VULN|3ASPD|1DMG|1TLV|1DUR	1MLV|25VULN|359ASPD|4BELT|5BPWR|6DMG|7RCR|8DUR|aTLV
397	26214 35121	6	   	241.39	DCR|2VULN|3ASPD|1DMG|1TLV|1DUR	1CGEN|25VULN|359ASPD|4BELT|5BPWR|6DMG|7RCR|8DUR|aTLV
