0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12124 16126	8	 * 	261.89	DCR|3VULN|2DMG|2DUR	1BELT|2aZMB|3aDMG|4LIT|57DUR|68aVULN|9RCR|aBPWR
340	53434 33131	10	   	233.93	DCR|3VULN|1DMG|1ASPD|1AART	1FEWX|2AART|3ASPD|4DMG|58aVULN|6RCR|7LIT|9RCVC
341	53211 22331	10	   	233.90	DCR|3VULN|2DUR|1AART	18FEWX|2AART|36RCVC|4LIT|58DUR|78aVULN|8BPWR|9RCR
342	53216 12331	10	   	233.90	DCR|3VULN|2DUR|1AART	18FEWX|2AART|35RCVC|4LIT|68DUR|78aVULN|8BPWR|9RCR
343	53611 22331	10	   	233.90	DCR|3VULN|2DUR|1AART	18FEWX|2AART|3DMSP|4LIT|58DUR|6RCVC|78aVULN|8BPWR|9RCR
344	53616 12331	10	   	233.90	DCR|3VULN|2DUR|1AART	18FEWX|2AART|3DMSP|4LIT|5RCVC|68DUR|78aVULN|8BPWR|9RCR
345	44111 53333	3	   	233.86	DCR|3VULN|1TLV|1CDMG|1ASPD|1SELL	1TLV|2LIT|3SELL|479VULN|5FEWX|6ASPD|8CDMG|aRCR
346	44121 53333	2	   	233.86	DCR|3VULN|1TLV|1CDMG|1ASPD|1SELL	1TLV|2LIT|379VULN|4SELL|5FEWX|6ASPD|8CDMG|aRCR
347	42323 21432	8	   	233.81	DCR|2VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	1TLV|2ASPD|34LIT|5CDMG|6DMG|78VULN|9RCR|aBEXP
348	42321 31523	10	   	233.81	DCR|2VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	1TLV|2ASPD|34LIT|5BELT|6CDMG|7DMG|8RCR|9aVULN
349	42323 21316	10	   	233.81	DCR|2VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	1TLV|2ASPD|34LIT|5CDMG|6DMG|7aVULN|8RMIN|9RCR
350	33163 16431	5	   	233.76	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1DUST|2AART|3CDMG|46VULN|5LHND|7TLV|8DUR|9DMG|aRCR
351	33163 31621	9	   	233.76	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1DUST|2AART|3CDMG|48VULN|5LHND|6DMG|7TLV|9DUR|aRCR
352	33163 31641	8	   	233.76	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1DUST|2AART|3CDMG|48VULN|5LHND|6DMG|7TLV|9DUR|aRCR
353	25363 23621	8	   	233.75	DCR|3VULN|2DMG|1ASPD	12DMSP|3RMIN|49aVULN|5ASPD|6RCR|7aLHND|8aDMG|aBPWR
354	14363 11331	9	   	233.75	DCR|2VULN|2DMG|1DUR|1CDMG	1BELT|2DLOT|3LIT|49DMG|5DUR|6CDMG|7aVULN|8RCR
355	14362 11523	9	   	233.75	DCR|2VULN|2DMG|1TLV|1CDMG	1BELT|2DLOT|3LIT|49DMG|57VULN|6CDMG|8RCR|aTLV
356	14362 16331	9	   	233.75	DCR|2VULN|2DMG|1DUR|1CDMG	1BELT|2DLOT|3LIT|49DMG|5aVULN|6CDMG|7DUR|8RCR
357	42323 21433	8	   	233.71	DCR|2VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD	1TLV|2ASPD|34LIT|5CDMG|6DMG|78VULN|9RCR|aDUST
358	25124 15331	10	   	233.70	DCR|3VULN|2DUR|1AART	12DMSP|3AART|48aVULN|5LIT|68DUR|78DUST|8BPWR|9RCR
359	33211 22331	10	   	233.70	DCR|3VULN|2DUR|1AART	18DUST|2AART|36RCVC|4LIT|58DUR|78aVULN|8BPWR|9RCR
360	33216 12331	10	   	233.70	DCR|3VULN|2DUR|1AART	18DUST|2AART|35RCVC|4LIT|68DUR|78aVULN|8BPWR|9RCR
361	33611 22331	10	   	233.70	DCR|3VULN|2DUR|1AART	18DUST|2AART|3DMSP|4LIT|58DUR|6RCVC|78aVULN|8BPWR|9RCR
362	33616 12331	10	   	233.70	DCR|3VULN|2DUR|1AART	18DUST|2AART|3DMSP|4LIT|5RCVC|68DUR|78aVULN|8BPWR|9RCR
363	53424 12331	2	   	233.70	DCR|3VULN|2DUR|1AART	18FEWX|2AART|3TBNT|4BBNT|5LIT|68DUR|78aVULN|8BPWR|9RCR
364	53613 32362	2	   	233.65	DCR|4VULN|1DUR|1AART	18FEWX|2AART|38LWND|4LHND|5DUR|6RCR|789aVULN|8BPWR
365	53214 12333	9	   	233.60	DCR|2VULN|2DUR|1DMG|2LIT|1AART	18FEWX|2AART|3RCVC|45LIT|68DUR|78VULN|8BPWR|9RCR|aDMG
366	53614 12333	9	   	233.60	DCR|2VULN|2DUR|1DMG|2LIT|1AART	18FEWX|2AART|3DMSP|45LIT|68DUR|78VULN|8BPWR|9RCR|aDMG
367	42323 21431	8	   	233.57	DCR|2VULN|1DMG|1TLV|2LIT|1CDMG|1ASPD|1SELL	1TLV|2ASPD|34LIT|5CDMG|6DMG|78VULN|9RCR|aSELL
368	31178 14463	3	   	233.50	DCR|3VULN|2DUR|1AART	1DUST|2MBVNT|3LIT|4AART|57DUR|6RCR|89aVULN
369	31378 14463	2	   	233.50	DCR|3VULN|2DUR|1AART	1DUST|2MBVNT|3LIT|4AART|57DUR|6RCR|89aVULN
370	31172 14762	3	   	233.50	DCR|3VULN|2DUR|1AART	1DUST|2MBVNT|3LIT|4AART|589VULN|6RCR|7aDUR
371	31372 14762	2	   	233.50	DCR|3VULN|2DUR|1AART	1DUST|2MBVNT|3LIT|4AART|589VULN|6RCR|7aDUR
372	33424 12331	2	   	233.50	DCR|3VULN|2DUR|1AART	18DUST|2AART|3TBNT|4BBNT|5LIT|68DUR|78aVULN|8BPWR|9RCR
373	33613 32362	2	   	233.45	DCR|4VULN|1DUR|1AART	18DUST|2AART|38LWND|4LHND|5DUR|6RCR|789aVULN|8BPWR
374	45223 32162	4	   	233.45	DCR|4VULN|1TLV|1AART	1TLV|2FEWX|3689VULN|4BEXP|5AART|7RCR|aLHND
375	45223 32163	4	   	233.45	DCR|4VULN|1TLV|1AART	1TLV|2FEWX|3689VULN|4BEXP|5AART|7RCR|aMLV
376	33214 12333	9	   	233.40	DCR|2VULN|2DUR|1DMG|2LIT|1AART	18DUST|2AART|3RCVC|45LIT|68DUR|78VULN|8BPWR|9RCR|aDMG
377	33614 12333	9	   	233.40	DCR|2VULN|2DUR|1DMG|2LIT|1AART	18DUST|2AART|3DMSP|45LIT|68DUR|78VULN|8BPWR|9RCR|aDMG
378	14342 22334	4	   	233.37	DCR|3VULN|1DMG|2LIT|1CDMG	1BELT|2DLOT|35LIT|4CDMG|689VULN|7DMG|aRCR
379	31272 16253	8	   	233.35	DCR|3VULN|2DMG|1ASPD	1DUST|2MBVNT|3BEXP|49DMG|57aVULN|6ASPD|8RCR
380	31272 16263	9	   	233.35	DCR|3VULN|2DMG|1ASPD	1DUST|2MBVNT|3BEXP|49DMG|57aVULN|6ASPD|8RCR
381	33225 32161	2	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2AART|3MLV|4DUR|568aVULN|7RCR|9ZMB
382	33525 32161	2	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9ZMB
383	33525 32161	3	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9ZMB
384	36623 32134	1	   	233.35	DCR|4VULN|1TLV|1AART	19aDUST|2TLV|368aVULN|4aBEXP|5AART|7RCR|aBPWR
385	36623 32162	1	   	233.35	DCR|4VULN|1TLV|1AART	1DUST|2TLV|3689VULN|4BEXP|5AART|7RCR|aLHND
386	36623 32163	1	   	233.35	DCR|4VULN|1TLV|1AART	1DUST|2TLV|3689VULN|4BEXP|5AART|7RCR|aMLV
387	32623 32166	1	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2CGEN|3689VULN|4BEXP|5AART|7RCR|aDUR
388	33635 32136	2	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2AART|3LWND|4RMIN|5689VULN|7RCR|aDUR
389	36223 32166	3	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2MLV|3689VULN|4BEXP|5AART|7RCR|aDUR
390	36223 32166	4	   	233.35	DCR|4VULN|1DUR|1AART	1DUST|2MLV|3689VULN|4BEXP|5AART|7RCR|aDUR
391	45223 32141	4	   	233.35	DCR|4VULN|1TLV|1AART	1TLV|2FEWX|368aVULN|4BEXP|5AART|7RCR|9ERES
392	45223 32161	4	   	233.35	DCR|4VULN|1TLV|1AART	1TLV|2FEWX|3689VULN|4BEXP|5AART|7RCR|aERES
393	22511 32662	1	   	233.32	DCR|2VULN|3DUR|1DMG|1ASPD	1DMSP|29BEXP|389DUR|4ASPD|5DMG|69VULN|7RMIN|9BPWR|aRCR
394	22511 32662	2	   	233.32	DCR|2VULN|3DUR|1DMG|1ASPD	1DMSP|29BEXP|389DUR|4ASPD|5DMG|69VULN|7RMIN|9BPWR|aRCR
395	22511 32662	3	   	233.32	DCR|2VULN|3DUR|1DMG|1ASPD	1DMSP|29BEXP|389DUR|4ASPD|5DMG|69VULN|7RMIN|9BPWR|aRCR
396	33225 32141	2	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2AART|3MLV|4DUR|568aVULN|7RCR|9ERES
397	33525 32125	2	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9LEGI
398	33525 32125	3	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9LEGI
399	33525 32141	2	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9ERES
400	33525 32141	3	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2AART|3CGEN|4DUR|568aVULN|7RCR|9ERES
401	31288 23122	3	   	233.25	DCR|4VULN|1DUR|1AART	1DUST|2MBVNT|3BEXP|457aVULN|6DUR|8RCR|9AART
402	36623 32141	1	   	233.25	DCR|4VULN|1TLV|1AART	1DUST|2TLV|368aVULN|4BEXP|5AART|7RCR|9ERES
403	36623 32161	1	   	233.25	DCR|4VULN|1TLV|1AART	1DUST|2TLV|3689VULN|4BEXP|5AART|7RCR|aERES
404	21332 45232	1	   	233.23	DCR|3VULN|2TLV|1DMG	1DMSP|2LIT|3DMG|47TLV|59aVULN|6ZMB|8RCR
405	21363 45232	1	   	233.23	DCR|3VULN|2TLV|1DMG	1DMSP|2LIT|3DMG|49aVULN|57TLV|6ZMB|8RCR
406	36612 41213	1	   	233.13	DCR|3VULN|2TLV|1DMG	1DUST|27TLV|368VULN|4LIT|5BELT|9DMG|aRCR
407	46225 23121	8	 * 	233.06	ACR|4VULN|2DMG|2TLV	1aTLV|2RCR|379aVULN|4BEXP|5ZMB|6aDMG|8DMSP|aBPWR
408	24311 22333	1	   	233.06	ACR|4VULN|2DMG|2TLV	1DMSP|2RCR|3RPLT|478aVULN|5FEWX|6aDMG|9aTLV|aBPWR
409	24312 22333	1	   	233.06	ACR|4VULN|2DMG|2TLV	1DMSP|2RCR|3RPLT|478aVULN|5BEXP|6aDMG|9aTLV|aBPWR
410	42111 33642	4	   	233.00	DCR|2VULN|2DMG|2ASPD|1TLV	1TLV|27ASPD|3CGEN|48VULN|59DMG|6BBNT|aRCR
411	42112 13642	4	   	233.00	DCR|2VULN|2DMG|2ASPD|1TLV	1TLV|27ASPD|3CGEN|48VULN|5TBNT|69DMG|aRCR
412	31272 63483	7	   	233.00	DCR|2VULN|2DMG|2ASPD|1TLV	19DUST|2MBVNT|3BEXP|49DMG|5aVULN|6RCR|7TLV|89ASPD|9BPWR
413	42111 11662	4	   	233.00	DCR|2VULN|2DMG|2ASPD|1TLV	1TLV|29ASPD|3CGEN|48VULN|56DMG|7TBNT|aRCR
414	25533 42231	9	 * 	232.71	DCR|2VULN|3DMG|2ASPD	12DMSP|38aDMG|4aLHND|58ASPD|6RCR|78ERES|8aBPWR|9aVULN
415	31172 14735	3	   	232.57	DCR|3VULN|1DUR|1CDMG|1AART	1DUST|2MBVNT|3LIT|4AART|58aVULN|6RCR|7DUR|9CDMG
416	31372 14735	2	   	232.57	DCR|3VULN|1DUR|1CDMG|1AART	1DUST|2MBVNT|3LIT|4AART|58aVULN|6RCR|7DUR|9CDMG
417	16324 32131	6	   	232.51	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1BELT|2CDMG|3BEXP|4TLV|57VULN|6DUR|8RCR|9LIT|aDMG
418	25523 42231	9	   	232.51	DCR|2VULN|3DMG|2ASPD	12DMSP|38aDMG|4LEGI|58ASPD|6RCR|78aERES|8aBPWR|9aVULN
419	32141 11626	7	   	232.46	ACR|3VULN|2DMG|1DUR|2LIT|1ASPD	1DUST|2RCR|39LIT|4DUR|5FEWX|69aVULN|7ASPD|89DMG|9BPWR
420	53431 11382	4	   	232.45	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|48DMG|5MBVNT|6aVULN|7DUR|9RCR
421	53431 42382	4	   	232.45	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|48DMG|5MBVNT|6DUR|7aVULN|9RCR
422	53434 31322	6	   	232.45	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|48DMG|5aVULN|6RCR|7DUR|9DUST
423	53434 31333	6	   	232.45	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1FEWX|2AART|3ASPD|48DMG|59VULN|6RCR|7DUR|aERES
424	16524 32131	6	   	232.41	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG	1BELT|2CDMG|3DUST|4TLV|57VULN|6DUR|8RCR|9LIT|aDMG
425	33431 11382	4	   	232.35	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1DUST|2AART|3ASPD|48DMG|5MBVNT|6aVULN|7DUR|9RCR
426	33431 42382	4	   	232.35	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	1DUST|2AART|3ASPD|48DMG|5MBVNT|6DUR|7aVULN|9RCR
427	32438 23421	7	   	232.34	ACR|5VULN|2DMG	1aDUST|2RCR|3RCVC|4MBVNT|5789aVULN|6aDMG|aBPWR
428	32438 23821	8	   	232.34	ACR|5VULN|2DMG	1aDUST|2RCR|3RCVC|4MBVNT|5789aVULN|6aDMG|aBPWR
429	32662 23321	8	   	232.34	ACR|5VULN|2DMG	16aDUST|2RCR|3LHND|4aDMG|5789aVULN|aBPWR
430	23215 63211	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1aDMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR
431	23215 63212	10	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aCGEN
432	23215 63212	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aFEWX
433	23215 63214	10	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aMLV
434	23215 63214	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aCGEN
435	23215 63216	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aRCVC
436	23215 63216	10	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aFEWX
437	23515 63211	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1aDMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUR
438	23515 63212	10	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUR|aCGEN
439	23515 63212	9	   	232.28	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUR|aBEXP
440	44232 32153	4	   	232.25	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|23LIT|4RMIN|569VULN|7DUR|8BELT|aRCR
441	11351 52421	7	   	232.22	DCR|3VULN|2ASPD|1DUR|1AART	1BELT|238MLV|48aVULN|5AART|68ASPD|7RCR|8BPWR|9DUR
442	23363 44122	10	   	232.21	DCR|3VULN|1DMG|1DUR|1ASPD	1DMSP|2ASPD|3MLV|4CGEN|5DMG|6RCR|7DUR|89aVULN
443	41143 24122	9	   	232.21	DCR|3VULN|2TLV|1DUR|1ASPD	1aTLV|2ERES|3aCGEN|4RCVC|5ASPD|6RCR|7DUR|89aVULN|aBPWR
444	41163 24122	9	   	232.21	DCR|3VULN|2TLV|1DUR|1ASPD	1aTLV|2ERES|34aCGEN|5ASPD|6RCR|7DUR|89aVULN|aBPWR
445	41263 24122	9	   	232.21	DCR|3VULN|2TLV|1DUR|1ASPD	1aTLV|2ERES|3RCVC|4aCGEN|5ASPD|6RCR|7DUR|89aVULN|aBPWR
446	42143 43122	10	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3CGEN|4RCVC|5DMG|6RCR|7LHND|89aVULN
447	42163 43122	10	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3CGEN|4DMSP|5DMG|6RCR|7LHND|89aVULN
448	42263 43122	10	   	232.21	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2ASPD|3RCVC|4CGEN|5DMG|6RCR|7LHND|89aVULN
449	43262 14123	7	   	232.21	DCR|3VULN|2TLV|1DUR|1ASPD	19TLV|2LHND|359VULN|4DUR|6ERES|7RCR|89ZMB|9BPWR|aASPD
450	43262 14223	8	   	232.21	DCR|3VULN|2TLV|1DUR|1ASPD	19TLV|2LHND|359VULN|4DUR|6ERES|7RCR|89ZMB|9BPWR|aASPD
451	23215 63213	10	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUR|aERES
452	23215 63221	8	   	232.18	DCR|3VULN|3ASPD|1TLV	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DLOT|aTLV
453	23215 63233	9	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUST|aDUR
454	23215 63233	8	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9DUST|aDUR
455	23215 63253	8	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378BEXP|478VULN|5BELT|6RCR|78BPWR|9MBVNT|aDUR
456	23515 63213	10	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUR|aERES
457	23515 63221	8	   	232.18	DCR|3VULN|3ASPD|1TLV	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DLOT|aTLV
458	23515 63233	8	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUST|aDUR
459	23515 63233	9	   	232.18	DCR|3VULN|3ASPD|1DUR	1DMSP|278ASPD|378FEWX|478VULN|5BELT|6RCR|78BPWR|9DUST|aDUR
460	12161 36622	8	   	232.16	DCR|2VULN|3DMG|1ASPD|1AART	1BELT|27ZMB|367DMG|4RCVC|57VULN|7BPWR|8AART|9RCR|aASPD
461	41321 21333	8	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|5FEWX|679VULN|8DUR|aRCR
462	41321 22333	6	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|5FEWX|689VULN|7DUR|aRCR
463	41321 26333	7	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|5FEWX|689VULN|7DUR|aRCR
464	41321 32333	5	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|5FEWX|689VULN|7DUR|aRCR
465	41321 51333	7	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|5FEWX|6DUR|789VULN|aRCR
466	41322 22333	4	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|2ERES|34LIT|589VULN|6BEXP|7DUR|aRCR
467	41322 32133	4	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|2ERES|34LIT|569VULN|7DUR|8FEWX|aRCR
468	41326 22333	6	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|2ERES|34LIT|5BEXP|689VULN|7DUR|aRCR
469	41326 26333	7	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|2ERES|34LIT|5BEXP|689VULN|7DUR|aRCR
470	41326 32333	5	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|2ERES|34LIT|5BEXP|689VULN|7DUR|aRCR
471	41345 32333	4	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|2ERES|35LIT|4BEXP|689VULN|7DUR|aRCR
472	44214 21333	8	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|23LIT|4FEWX|5ERES|679VULN|8DUR|aRCR
473	44214 22333	6	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|23LIT|4FEWX|5ERES|689VULN|7DUR|aRCR
474	44214 32333	5	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|23LIT|4FEWX|5ERES|689VULN|7DUR|aRCR
475	44224 22333	6	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|23LIT|4BEXP|5ERES|689VULN|7DUR|aRCR
476	44224 32333	5	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|23LIT|4BEXP|5ERES|689VULN|7DUR|aRCR
477	44262 22333	3	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|23LIT|4ERES|589VULN|6BEXP|7DUR|aRCR
478	44262 32133	3	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|23LIT|4ERES|569VULN|7DUR|8FEWX|aRCR
479	44421 21333	8	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|24LIT|3ERES|5FEWX|679VULN|8DUR|aRCR
480	44421 22333	6	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|24LIT|3ERES|5FEWX|689VULN|7DUR|aRCR
481	44421 32333	5	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|24LIT|3ERES|5FEWX|689VULN|7DUR|aRCR
482	44422 22333	4	   	232.15	DCR|3VULN|1TLV|1DUR|2LIT	1TLV|24LIT|3ERES|589VULN|6BEXP|7DUR|aRCR
483	44422 32133	4	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	1TLV|24LIT|3ERES|569VULN|7DUR|8FEWX|aRCR
484	31151 13724	8	   	232.15	DCR|3VULN|1DUR|1TLV|2LIT	19DUST|2MBVNT|39LIT|4DUR|5FEWX|679VULN|8RCR|9BPWR|aTLV
485	36122 15143	7	   	232.11	DCR|3VULN|1DMG|1DUR|1ASPD	1DUST|2MLV|3DUR|4BEXP|57aVULN|6ASPD|8RCR|9DMG
486	36225 23362	10	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1DUST|2MLV|378VULN|4BEXP|5TLV|6DMG|9RCR|aASPD
487	41113 24122	9	 * 	232.11	DCR|3VULN|3TLV|1DUR|1ASPD	14aTLV|2ERES|3aCGEN|5ASPD|6RCR|7DUR|89aVULN|aBPWR
488	43122 15163	7	   	232.11	DCR|3VULN|2TLV|1DUR|1ASPD	19TLV|2LHND|3DUR|4BEXP|57aVULN|6ASPD|8RCR
489	43221 35163	7	   	232.11	DCR|3VULN|2TLV|1DUR|1ASPD	19TLV|2LHND|37aVULN|4BEXP|5ASPD|6DUR|8RCR
490	43222 13662	10	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2LHND|357VULN|4BEXP|6ERES|8DMG|9RCR|aASPD
491	43222 14612	10	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2LHND|359VULN|4BEXP|6ERES|7RCR|8DMG|aASPD
492	43223 15143	7	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2LHND|37aVULN|4BEXP|5LEGI|6ASPD|8RCR|9DMG
493	43316 12533	6	   	232.11	DCR|3VULN|2TLV|1DUR|1ASPD	13TLV|2LHND|45aVULN|6FEWX|7RCR|8ASPD|9DUR
494	43316 32533	5	   	232.11	DCR|3VULN|2TLV|1DUR|1ASPD	13TLV|2LHND|45aVULN|6LWND|7RCR|8ASPD|9DUR
495	43622 46223	9	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2LHND|3MBVNT|4BEXP|57aVULN|6DMG|8RCR|9ASPD
496	43622 53432	7	   	232.11	DCR|3VULN|2TLV|1DUR|1ASPD	16TLV|2LHND|3MBVNT|4BEXP|567VULN|6BPWR|8ASPD|9DUR|aRCR
497	45622 44223	9	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2FEWX|3MBVNT|4BEXP|57aVULN|6DMG|8RCR|9ASPD
498	45622 44233	8	   	232.11	DCR|3VULN|1DMG|1TLV|1ASPD	1TLV|2FEWX|3MBVNT|4BEXP|57aVULN|6DMG|8RCR|9ASPD
499	33163 34261	6	   	232.10	DCR|2VULN|2DUR|1DMG|1CDMG|1AART	1DUST|2AART|3CDMG|4aVULN|5LHND|6DMG|7RCR|89DUR
500	43122 42236	7	   	232.08	DCR|3VULN|2DUR|1TLV	1TLV|26LHND|38DUR|4BEXP|56aVULN|6BPWR|7RPLT|9RCR
501	43233 34621	8	   	232.05	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|2LHND|39VULN|4aCGEN|5DMSP|6DUR|7RCR|89DMG|9BPWR
502	43233 34623	8	   	232.05	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|2LHND|39VULN|4CGEN|5DMSP|6DUR|7RCR|89DMG|9BPWR|aLWND
503	31772 16233	8	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1DUST|2MBVNT|3LHND|4DMG|57aVULN|6ASPD|8RCR|9TLV
504	31772 61233	8	   	232.01	DCR|3VULN|1DMG|1TLV|1ASPD	1DUST|2MBVNT|3LHND|4DMG|57aVULN|6RCR|8ASPD|9TLV
505	34122 15143	7	   	232.01	DCR|3VULN|1DMG|1DUR|1ASPD	1DUST|2ERES|3DUR|4BEXP|57aVULN|6ASPD|8RCR|9DMG
506	41113 24121	10	   	232.01	DCR|3VULN|2TLV|1DUR|1ASPD	14TLV|2ERES|3CGEN|5ASPD|6RCR|7DUR|89aVULN
507	43262 22236	7	   	231.98	DCR|3VULN|2DUR|1TLV	1TLV|2LHND|35aVULN|48DUR|6BEXP|7RPLT|9RCR
508	41223 32663	10	   	231.95	DCR|2VULN|2DMG|2TLV|1DUR	1aTLV|2ERES|37RCVC|4aVULN|5LHND|6DUR|8aDMG|9RCR|aBPWR
509	41223 34621	8	   	231.95	DCR|2VULN|2DMG|2TLV|1DUR	19TLV|2ERES|3RCVC|49VULN|5LHND|6DUR|7RCR|89DMG|9BPWR|aCGEN
