0	Index      	 *	Score 	Summary	Detail	
1	34323 42632	 * 	190.51	ACR|3ZMB|1AART|1DMG|2CDMG|1VULN|2ASPD|1SELL	1aCDMG|2aASPD|3SELL|4RCR|5AART|6VULN|7DMG|89aZMB|aBPWR
330	22132 21222	   	161.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4MLV|6RCR|7CGEN|8DMG|9ZMB|aDUR
331	23451 33253	   	161.70	ACR|3DMG|1AART|1VULN	1DUST|28aDMG|3BELT|4RCR|5AART|6BASHEA|7FEWX|9VULN
332	12111 13113	 * 	161.69	DCR|3VULN|1AART|1DMG|2CDMG|1DUR|1SELL|1MSE	1MSE|2AART|367VULN|4SELL|56CDMG|6BPWR|8DUR|9RCR|aDMG
333	53411 32621	   	161.69	DCR|3DMG|1AART|2DUR|1ASPD	1BASICY|2RPLT|348DMG|59DUR|6RCR|7AART|aASPD
334	34232 14521	   	161.68	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1CDMG|24ASPD|3ERES|5DUR|6AART|7RCR|8RCVC|9DMG|aVULN
335	52261 43113	   	161.65	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	1BASICY|23CDMG|4DMG|5VULN|6RCR|7FEWX|8aASPD|9AART
336	22122 22122	   	161.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8TLV|9ZMB|aDUR
337	22122 22221	   	161.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8NUKE|9ZMB|aDUR
338	22122 22622	   	161.63	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUST|25AART|3VULN|4CGEN|6RCR|7DMG|8ERES|9ZMB|aDUR
339	22162 45111	   	161.54	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14DUST|25AART|36VULN|7ASPD|8DUR|9RCR|aCDMG
340	22142 31342	   	161.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DUR|9ZMB|aCDMG
341	22142 32342	   	161.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LWND|6RCR|7FEWX|8DUR|9ZMB|aCDMG
342	22142 33442	   	161.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LWND|6RCR|7DUR|8BEXP|9ZMB|aCDMG
343	22163 43112	   	161.45	DCR|3VULN|1AART|2DUR|1ZMB	14DUST|2AART|367VULN|5ZMB|8aDUR|9RCR
344	34326 23223	 * 	161.43	ACR|1AART|1VULN|3ASPD|2CDMG|2ZMB|1SELL	17CDMG|267ASPD|3SELL|4RCR|57ZMB|7BPWR|8AART|9BELT|aVULN
345	22634 33162	   	161.40	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2AART|3RPLT|4DMG|5ASPD|68VULN|7RCR|9MGNLIT|aDUR
346	22634 33362	   	161.40	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2AART|3RPLT|48DMG|5ASPD|6VULN|7RCR|9MGNLIT|aDUR
347	22122 22344	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8RMIN|9LIT
348	22122 22511	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LIT|aFEWX
349	22122 22512	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LIT|aLHND
350	22122 22514	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4aCGEN|6RCR|78DMG|9LIT
351	22122 22515	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LIT|aRPLT
352	22122 22516	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LIT|aBEXP
353	22122 22522	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|49CGEN|6RCR|78DMG|aLWND
354	22122 22532	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RCVC|aLWND
355	22122 22541	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RPLT|aLWND
356	22122 22542	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RPLT|aBEXP
357	22122 22543	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RPLT|aRCVC
358	22122 22551	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aRCVC
359	22122 22553	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aFEWX
360	22122 22555	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aBEXP
361	22122 22556	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aDMSP
362	22122 22563	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9BEXP|aFEWX
363	22122 22565	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9aBEXP
364	22132 21244	   	161.37	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4MLV|6RCR|7CGEN|8aDMG|9LIT
365	22132 22111	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LIT|aFEWX
366	22132 22112	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LIT|aLHND
367	22132 22114	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LIT|aCGEN
368	22132 22123	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9CGEN|aRMIN
369	22132 22131	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9RPLT|aLWND
370	22132 22132	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9RPLT|aBEXP
371	22132 22133	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9RPLT|aRCVC
372	22132 22151	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aRCVC
373	22132 22153	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aFEWX
374	22132 22155	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aBEXP
375	22132 22156	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aDMSP
376	22132 22163	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9BEXP|aFEWX
377	22132 22165	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9aBEXP
378	22132 22344	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8BEXP|9LIT|aDMG
379	22142 31623	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|2aAART|35VULN|4LWND|6RCR|7LHND|8DMG|9RCVC
380	22142 31643	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|2aAART|35VULN|4LWND|6RCR|79LHND|8DMG
381	22142 35533	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|2aAART|35VULN|47LWND|6RCR|8DMG|9LHND
382	22122 23544	   	161.37	DCR|2AART|2VULN|1DMG	1DUST|25AART|38VULN|4CGEN|6RCR|7FEWX|9LIT|aDMG
383	22142 34631	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2AART|35VULN|4LWND|6RCR|7ERES|8ASPD|9ZMB|aCDMG
384	22152 31342	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DUR|9ZMB|aCDMG
385	22152 32342	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7FEWX|8DUR|9ZMB|aCDMG
386	22152 33442	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2AART|35VULN|4LEGI|6RCR|7DUR|8BEXP|9ZMB|aCDMG
387	22152 36351	   	161.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1DUST|2AART|35VULN|4LEGI|6RCR|7ASPD|8ZMB|9MLV|aCDMG
388	52363 14123	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BASICY|2CDMG|3LIT|46VULN|5RCR|6BPWR|7DMG|8DUR|9RPLT|aAART
389	52363 53123	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BASICY|2CDMG|3LIT|47VULN|5RCR|6DMG|8DUR|9RPLT|aAART
390	22122 22144	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8TLV|9LIT
391	22122 22244	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8NUKE|9LIT
392	22122 22338	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8RMIN|9MBVNT
393	22122 22521	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|49CGEN|6RCR|78DMG|aERES
394	22122 22523	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|49CGEN|6RCR|78DMG|aLEGI
395	22122 22531	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RCVC|aERES
396	22122 22533	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RCVC|aLEGI
397	22122 22545	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RPLT|aERES
398	22122 22554	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9LHND|aTLV
399	22122 22562	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9BEXP|aTLV
400	22122 22616	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|3aVULN|49CGEN|6RCR|7DMG|8ERES
401	22122 22644	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8ERES|9LIT
402	22132 21238	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4MLV|6RCR|7CGEN|8aDMG|9MBVNT
403	22132 22124	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9CGEN|aERES
404	22132 22125	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9CGEN|aBASHEA
405	22132 22135	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9RPLT|aERES
406	22132 22154	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9LHND|aTLV
407	22132 22162	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9BEXP|aTLV
408	22132 22365	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|37VULN|4MLV|6RCR|8BEXP|9TLV|aDMG
409	22132 23155	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|38VULN|4MLV|6RCR|7TLV|9LHND|aDMG
410	22132 23165	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|25AART|38VULN|4MLV|6RCR|7TLV|9BEXP|aDMG
411	22132 23515	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4MLV|6RCR|7TLV|8aDMG|9CGEN
412	22132 23544	   	161.27	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4MLV|6RCR|7TLV|8aDMG|9LIT
413	22132 26231	 * 	161.27	DCR|2AART|2VULN|2CDMG	1DUST|25AART|3aVULN|4MLV|6RCR|79CDMG|8DMSP
414	22132 26531	   	161.27	DCR|2AART|2VULN|2CDMG	1DUST|25AART|3aVULN|4MLV|6RCR|79CDMG|8RCVC
415	22142 31613	   	161.27	DCR|2AART|2VULN|1DMG	19DUST|2aAART|35VULN|4LWND|6RCR|7LHND|8DMG
416	22152 31623	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|2aAART|35VULN|4LEGI|6RCR|7LWND|8DMG|9RCVC
417	22152 31663	   	161.27	DCR|2AART|2VULN|1DMG	1DUST|2aAART|35VULN|4LEGI|6RCR|79LWND|8DMG
418	32531 63113	   	161.27	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2SELL|3MLV|4ERES|5AART|67VULN|8DUR|9RCR|aDMG
419	34323 42312	   	161.23	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8aDUR|9CGEN
420	34323 42341	   	161.23	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8aDUR|9LIT
421	34323 42521	   	161.23	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD|1SELL	1CDMG|2ASPD|3SELL|4RCR|5AART|6VULN|7DMG|8LIT|9aDUR
422	22632 33161	 * 	161.18	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aLWND
423	22632 33162	   	161.18	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aRCVC
424	22632 33164	   	161.18	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aCGEN
425	22632 33165	   	161.18	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aFEWX
426	22632 33361	 * 	161.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aLWND
427	22632 33362	   	161.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aRCVC
428	22632 33364	   	161.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aCGEN
429	22632 33365	   	161.18	DCR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aFEWX
430	22122 22238	   	161.17	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8NUKE|9MBVNT
431	22122 22638	   	161.17	DCR|2AART|2DMG|1VULN	1DUST|25AART|3VULN|4CGEN|6RCR|7aDMG|8ERES|9MBVNT
432	22132 26131	   	161.17	DCR|2AART|2VULN|2CDMG	18DUST|25AART|3aVULN|4MLV|6RCR|79CDMG
433	22152 31613	   	161.17	DCR|2AART|2VULN|1DMG	19DUST|2aAART|35VULN|4LEGI|6RCR|7LWND|8DMG
434	22161 22113	   	161.17	DCR|2AART|2VULN|1DMG	14DUST|2aAART|37VULN|5ERES|6RCR|8DMG|9LIT
435	32131 63113	   	161.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2SELL|34DUST|5AART|67VULN|8DUR|9RCR|aDMG
436	22122 22544	   	161.13	DCR|2AART|2DMG|1VULN|1SELL	1DUST|25AART|3VULN|4CGEN|6RCR|78DMG|9RPLT|aSELL
437	22132 22134	   	161.13	DCR|2AART|2VULN|1DMG|1SELL	1DUST|25AART|37VULN|4MLV|6RCR|8DMG|9RPLT|aSELL
438	62133 41112	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|23AART|4LWND|58DMG|6VULN|7CGEN|9RCR|aDUR
439	62133 41312	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|23AART|4LWND|5DMG|68VULN|7CGEN|9RCR|aDUR
440	62133 42212	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|23AART|4LWND|57DMG|6VULN|8CGEN|9RCR|aDUR
441	62133 43212	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|23AART|4LWND|5DMG|67VULN|8CGEN|9RCR|aDUR
442	62163 41112	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|23AART|4BEXP|58DMG|6VULN|7CGEN|9RCR|aDUR
443	62163 41312	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|23AART|4BEXP|5DMG|68VULN|7CGEN|9RCR|aDUR
444	62163 42212	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|23AART|4BEXP|57DMG|6VULN|8CGEN|9RCR|aDUR
445	62163 43212	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|23AART|4BEXP|5DMG|67VULN|8CGEN|9RCR|aDUR
446	62232 42112	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|25AART|3RMIN|4LHND|6VULN|78DMG|9RCR|aDUR
447	62232 42312	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|25AART|3RMIN|4LHND|68VULN|7DMG|9RCR|aDUR
448	62412 42112	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|25AART|3LWND|4RMIN|6VULN|78DMG|9RCR|aDUR
449	62412 42312	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|25AART|3LWND|4RMIN|68VULN|7DMG|9RCR|aDUR
450	62611 62112	   	161.11	DCR|2AART|2DMG|1VULN|1DUR	1ERES|26AART|3BEXP|4RMIN|5VULN|78DMG|9RCR|aDUR
451	62611 62312	   	161.11	DCR|2AART|2VULN|1DMG|1DUR	1ERES|26AART|3BEXP|4RMIN|58VULN|7DMG|9RCR|aDUR
452	64631 32133	   	161.10	ACR|3VULN|1AART|1DMG	1ERES|2LIT|3RCR|458VULN|6RMIN|7LEGI|9DMG|aAART
453	23453 24221	   	161.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|27DMG|3BELT|4RCR|5VULN|6ZMB|8LHND|9DUR|aAART
454	23453 24321	   	161.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|27DMG|3BELT|4RCR|5VULN|6ZMB|8FEWX|9DUR|aAART
455	22632 33166	   	161.08	DCR|2VULN|1AART|1DMG|1FLTHEA	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aMBVNT
456	22632 33366	   	161.08	DCR|2DMG|1AART|1VULN|1FLTHEA	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aMBVNT
457	22162 32115	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6DUR|78DMG|9RCR|aMLV
458	22162 32116	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6DUR|78DMG|9RCR|aRPLT
459	22162 32315	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	14DUST|25AART|38VULN|6DUR|7DMG|9RCR|aMLV
460	22162 32316	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	14DUST|25AART|38VULN|6DUR|7DMG|9RCR|aRPLT
461	62215 32115	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14ERES|2aAART|3RMIN|5VULN|6DUR|78DMG|9RCR
462	62215 32315	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	14ERES|2aAART|3RMIN|58VULN|6DUR|7DMG|9RCR
463	22162 12112	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6BEXP|78DMG|9RCR|aDUR
464	22162 12312	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	14DUST|25AART|38VULN|6BEXP|7DMG|9RCR|aDUR
465	22162 52112	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6FEWX|78DMG|9RCR|aDUR
466	22166 62112	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	14DUST|26AART|3VULN|5BEXP|78DMG|9RCR|aDUR
467	22166 62312	   	161.01	DCR|2AART|2VULN|1DMG|1DUR	14DUST|26AART|38VULN|5BEXP|7DMG|9RCR|aDUR
468	34326 13135	 * 	160.98	ACR|2AART|1DMG|2ZMB|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3SELL|4RCR|59ZMB|6DUR|7aAART|8DMG
469	34236 14221	 * 	160.95	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG	1CDMG|24aASPD|3ERES|5DUST|6AART|7RCR|8VULN|9DMG
470	34236 14223	   	160.95	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	1aCDMG|24ASPD|3ERES|5DUST|6AART|7RCR|8VULN|9DMG
471	34236 14233	   	160.95	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	19CDMG|24ASPD|3ERES|5DUST|6AART|7RCR|8VULN|aDMG
472	22632 33163	   	160.93	DCR|2VULN|1AART|1DMG|1FLTHEA|1SELL	1DUST|2AART|3RPLT|4DMG|5MLV|68VULN|7RCR|9FLTHEA|aSELL
473	22632 33363	   	160.93	DCR|2DMG|1AART|1VULN|1FLTHEA|1SELL	1DUST|2AART|3RPLT|48DMG|5MLV|6VULN|7RCR|9FLTHEA|aSELL
474	22142 31625	   	160.93	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|9RCVC|aZMB
475	33312 13334	 * 	160.92	DCR|2VULN|2DMG|2ZMB|1CDMG	1CDMG|2BEXP|34ZMB|58VULN|6LHND|7aDMG|9RCR
476	22162 32113	   	160.91	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6DUR|78DMG|9RCR|aLEGI
477	22162 32114	   	160.91	DCR|2AART|2DMG|1VULN|1DUR	14DUST|25AART|3VULN|6DUR|78DMG|9RCR|aERES
478	22162 32313	   	160.91	DCR|2AART|2VULN|1DMG|1DUR	14DUST|25AART|38VULN|6DUR|7DMG|9RCR|aLEGI
479	22162 32314	   	160.91	DCR|2AART|2VULN|1DMG|1DUR	14DUST|25AART|38VULN|6DUR|7DMG|9RCR|aERES
480	22636 23124	   	160.90	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1DUST|2AART|3RPLT|4DMG|59CDMG|6FEWX|7RCR|8ZMB|aVULN
481	62133 22623	   	160.85	DCR|3AART|2VULN|1DMG	1ERES|236AART|4LWND|5DMG|7LHND|8RCR|9aVULN
482	22142 31615	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	19DUST|2AART|35VULN|4LWND|6RCR|7LHND|8DMG|aZMB
483	22152 31625	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9RCVC|aZMB
484	22152 31651	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9ZMB|aLHND
485	22152 31652	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9ZMB|aRCVC
486	22152 31653	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|9ZMB|aFEWX
487	52231 45114	 * 	160.73	DCR|1AART|1VULN|2CDMG|1FLTHEA|1ZMB|1DUR	1BASICY|23CDMG|4ZMB|5VULN|6RCR|7AART|8MBVNT|9DUR|aFLTHEA
488	22152 31615	   	160.73	DCR|2VULN|1AART|1DMG|1ZMB	19DUST|2AART|35VULN|4LEGI|6RCR|7LWND|8DMG|aZMB
489	22122 53316	   	160.67	DCR|3VULN|2AART|1ZMB	1DUST|25AART|37aVULN|4CGEN|6ERES|8ZMB|9RCR
490	35223 33245	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1CDMG|29VULN|3BELT|4LWND|5MLV|6RCR|7AART|8DLOT|aDMG
491	22433 12635	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1DUST|2AART|3TLV|4LWND|5ASPD|6ZMB|7VULN|8aDMG|9RCR
492	53411 32421	   	160.56	DCR|2DMG|1AART|1VULN|1DUR|1ASPD|1SELL	1BASICY|2RPLT|34DMG|5DUR|6RCR|7AART|8SELL|9ASPD|aVULN
