0	Index      	 *	Score 	Summary	Detail	
1	42124 32363	 * 	200.25	ACR|3DMG|2VULN|1AART|2CDMG	149DMG|29CGEN|3RCR|5LHND|6aVULN|79CDMG|8AART|9BPWR
341	42121 26233	   	172.34	ACR|3DMG|2VULN|1CDMG	149DMG|29CGEN|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aMLV
342	42121 26235	   	172.34	ACR|3DMG|2VULN|1CDMG	149DMG|29CGEN|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aLHND
343	42122 52252	   	172.30	ACR|3DMG|1AART|1VULN|1ZMB	145DMG|2CGEN|3RCR|6ZMB|7MLV|8LIT|9VULN|aAART
344	42122 53262	   	172.30	ACR|3DMG|1AART|1VULN|1ZMB	145DMG|2CGEN|3RCR|6ZMB|7LIT|8RPLT|9VULN|aAART
345	41123 13111	   	172.30	ACR|3DMG|1AART|1VULN|1ZMB	147DMG|27ERES|3RCR|5BELT|67LHND|7BPWR|8VULN|9ZMB|aAART
346	41124 63111	   	172.30	ACR|3DMG|1AART|1VULN|1ZMB	147DMG|27ERES|3RCR|57LHND|6BELT|7BPWR|8VULN|9ZMB|aAART
347	21122 44621	 * 	172.28	ACR|2VULN|2DMG|2AART	14FEWX|28VULN|3LHND|5RCR|67AART|9aDMG
348	42121 26236	   	172.24	ACR|3DMG|2VULN|1CDMG	149DMG|29CGEN|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aERES
349	42112 23112	   	172.23	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	19DMG|2CGEN|3RCR|4AIRHEA|5ASPD|6ZMB|7AART|8DUR|aVULN
350	44212 53111	   	172.22	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9BELT|aRCVC
351	46212 53111	   	172.22	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9BELT|aRCVC
352	41122 52252	   	172.20	ACR|3DMG|1AART|1VULN|1ZMB	145DMG|2ERES|3RCR|6ZMB|7MLV|8LIT|9VULN|aAART
353	41122 53262	   	172.20	ACR|3DMG|1AART|1VULN|1ZMB	145DMG|2ERES|3RCR|6ZMB|7LIT|8RPLT|9VULN|aAART
354	42125 23632	   	172.20	ACR|3DMG|1AART|1VULN|1ZMB	147DMG|2CGEN|3RCR|5ERES|6VULN|8ZMB|9LIT|aAART
355	41121 26231	   	172.14	ACR|3DMG|2VULN|1CDMG	149DMG|29ERES|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aFEWX
356	41121 26233	   	172.14	ACR|3DMG|2VULN|1CDMG	149DMG|29ERES|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aMLV
357	41121 26235	   	172.14	ACR|3DMG|2VULN|1CDMG	149DMG|29ERES|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR|aLHND
358	41112 23112	   	172.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	19DMG|2ERES|3RCR|4AIRHEA|5ASPD|6ZMB|7AART|8DUR|aVULN
359	41126 23632	   	172.10	ACR|3DMG|1AART|1VULN|1ZMB	147DMG|2ERES|3RCR|5TLV|6VULN|8ZMB|9LIT|aAART
360	15126 34223	   	172.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2ZMB|3RCR|45DMG|6CGEN|7AART|8CDMG|9VULN|aFEWX
361	41121 26236	   	172.04	ACR|3DMG|2VULN|1CDMG	149DMG|29aERES|3RCR|5RCVC|6LIT|7CDMG|89VULN|9BPWR
362	41136 34223	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2ERES|3RCR|4ZMB|6CGEN|7AART|8CDMG|9VULN|aFEWX
363	15126 24223	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2ZMB|3RCR|45DMG|6ERES|7AART|8CDMG|9VULN|aFEWX
364	15126 34221	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2ZMB|3RCR|45DMG|6CGEN|7AART|8CDMG|9VULN|aNUKE
365	35126 34223	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45DMG|6CGEN|7AART|8CDMG|9VULN|aFEWX
366	41123 33143	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5BELT|6RMIN|7AART|8ZMB|9CDMG|aVULN
367	41123 33353	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5BELT|6RMIN|7AART|8CDMG|9ZMB|aVULN
368	21422 51125	 * 	171.92	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	13FEWX|25aVULN|4DMG|6RCR|7DUR|8FLTHEA|9CDMG
369	22612 51125	   	171.92	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	12FEWX|3DMG|45aVULN|6RCR|7DUR|8FLTHEA|9CDMG
370	41136 26232	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2ERES|3RCR|4ZMB|6VULN|7AART|8CGEN|9DUST|aCDMG
371	35125 26232	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCR|4DMG|56VULN|7AART|8CGEN|9DUST|aCDMG
372	35126 26232	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45DMG|6VULN|7AART|8CGEN|9DUST|aCDMG
373	41135 26232	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2ERES|3RCR|4ZMB|56VULN|7AART|8CGEN|9DUST|aCDMG
374	41136 34221	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2ERES|3RCR|4ZMB|6CGEN|7AART|8CDMG|9VULN|aNUKE
375	15126 24221	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2ZMB|3RCR|45DMG|6ERES|7AART|8CDMG|9VULN|aNUKE
376	35126 34221	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45DMG|6CGEN|7AART|8CDMG|9VULN|aNUKE
377	42322 53632	   	171.88	DCR|3DMG|1AART|1VULN|1ZMB	137DMG|23CGEN|3BPWR|4ERES|5VULN|6RCR|8ZMB|9LIT|aAART
378	41166 21121	   	171.83	ACR|3DMG|2VULN|3DUR	158DMG|2ERES|3RCR|4RMIN|68VULN|789DUR|8BPWR|aCGEN
379	42166 21121	   	171.83	ACR|3DMG|2VULN|3DUR	158DMG|2CGEN|3RCR|4RMIN|68VULN|789DUR|8BPWR|aERES
380	42166 21122	   	171.83	ACR|3DMG|2VULN|3DUR	158DMG|2CGEN|3RCR|4RMIN|68VULN|789DUR|8BPWR|aDUST
381	42166 21123	   	171.83	ACR|3DMG|2VULN|3DUR	158DMG|2CGEN|3RCR|4RMIN|68VULN|789DUR|8BPWR|aLEGI
382	42131 21146	   	171.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	18DMG|28CGEN|3RCR|4ZMB|57FEWX|68VULN|8BPWR|9CDMG|aASPD
383	36315 13236	 * 	171.74	ACR|4VULN|1AART|1ZMB	1ERES|2RCVC|3RCR|459aVULN|6LIT|7AART|8ZMB
384	41166 21122	   	171.73	ACR|3DMG|2VULN|3DUR	158DMG|2ERES|3RCR|4RMIN|68VULN|789DUR|8BPWR|aDUST
385	41166 21123	   	171.73	ACR|3DMG|2VULN|3DUR	158DMG|2ERES|3RCR|4RMIN|68VULN|789DUR|8BPWR|aLEGI
386	42121 51343	   	171.71	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2CGEN|3RCR|57RCVC|6VULN|8CDMG|9AART|aASPD
387	15113 35111	   	171.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	19MLV|2ZMB|3RCR|49AIRHEA|5CDMG|67DMG|89VULN|9BPWR|aASPD
388	41121 51433	   	171.61	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2ERES|3RCR|57RCVC|6VULN|8ASPD|9AART|aCDMG
389	32221 54326	   	171.59	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2FEWX|349DMG|5RCVC|6VULN|7AART|8RCR|aZMB
390	32221 54331	   	171.59	DCR|3DMG|1AART|1VULN|1ZMB	1ERES|2FEWX|34aDMG|5RCVC|6VULN|7AART|8RCR|9ZMB
391	21422 56223	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	13FEWX|25VULN|49DMG|6RCR|7AART|8CGEN|aDUR
392	22612 56223	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	12FEWX|39DMG|45VULN|6RCR|7AART|8CGEN|aDUR
393	22312 56121	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	12FEWX|3ASPD|45VULN|6RCR|7AART|8RMIN|9aDMG
394	22312 56221	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	12FEWX|3ASPD|45VULN|6RCR|7AART|8CGEN|9aDMG
395	42161 21116	   	171.54	ACR|3VULN|3DMG	189DMG|2CGEN|3RCR|4RMIN|578FEWX|68aVULN|8BPWR
396	42161 23143	   	171.54	ACR|3VULN|3DMG	178DMG|2CGEN|3RCR|49RMIN|58FEWX|68aVULN|8BPWR
397	42161 23161	   	171.54	ACR|3VULN|3DMG	178DMG|2aCGEN|3RCR|4RMIN|58FEWX|689VULN|8BPWR
398	42161 23162	   	171.54	ACR|3VULN|3DMG	178DMG|2CGEN|3RCR|4RMIN|58FEWX|689VULN|8BPWR|aRPLT
399	11432 51115	 * 	171.51	DCR|3DMG|2VULN|3DUR	138MLV|238ERES|38aBPWR|49aDMG|5aVULN|6RCR|78aDUR
400	43212 12212	   	171.47	DCR|3DMG|2VULN|1AART	137DMG|26LHND|47VULN|57LIT|7BPWR|8RPLT|9RCR|aAART
401	43214 12212	   	171.47	DCR|3DMG|2VULN|1AART	137DMG|25LHND|47VULN|67LIT|7BPWR|8RPLT|9RCR|aAART
402	31326 36142	   	171.44	ACR|3VULN|3DMG	128ERES|3RCR|49BEXP|589DMG|689VULN|7RMIN|89BPWR|aMLV
403	31336 36142	   	171.44	ACR|3VULN|3DMG	128ERES|3RCR|49LWND|589DMG|689VULN|7RMIN|89BPWR|aMLV
404	41161 21116	   	171.44	ACR|3VULN|3DMG	189DMG|2ERES|3RCR|4RMIN|578FEWX|68aVULN|8BPWR
405	41161 23161	   	171.44	ACR|3VULN|3DMG	178DMG|2ERES|3RCR|4RMIN|58FEWX|689VULN|8BPWR|aCGEN
406	41161 23163	   	171.44	ACR|3VULN|3DMG	178DMG|2ERES|3RCR|4RMIN|58FEWX|689VULN|8BPWR|aRPLT
407	35113 35111	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	19ERES|2ZMB|3RCR|49AIRHEA|5CDMG|67DMG|89VULN|9BPWR|aASPD
408	41113 31631	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|78VULN|9ZMB|aASPD
409	42135 22152	   	171.42	ACR|2VULN|3ZMB|1DMG|1CDMG|1DUR	1DMG|2CGEN|3RCR|479ZMB|56VULN|8DUR|aCDMG
410	42136 22152	   	171.42	ACR|2DMG|3ZMB|1VULN|1CDMG|1DUR	15DMG|2CGEN|3RCR|479ZMB|6VULN|8DUR|aCDMG
411	44322 51121	   	171.41	DCR|3DMG|2VULN|3DUR	128DMG|28BPWR|3RMIN|4ERES|58VULN|6RCR|789DUR|aCGEN
412	46322 51121	   	171.41	DCR|3DMG|2VULN|3DUR	128DMG|3RMIN|4ERES|58VULN|6RCR|789DUR|8BPWR|aCGEN
413	42113 31423	   	171.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2CGEN|3RCR|4AIRHEA|5CDMG|7VULN|8AART|9LWND|aZMB
414	42113 33453	   	171.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2CGEN|3RCR|4AIRHEA|5CDMG|7LWND|8AART|9VULN|aZMB
415	42124 32321	   	171.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2CGEN|3RCR|5LHND|6VULN|7CDMG|8AART|9TLV|aZMB
416	44322 12212	   	171.37	DCR|3DMG|2VULN|1AART	127DMG|27BPWR|3RMIN|4ERES|57VULN|67LIT|8RPLT|9RCR|aAART
417	46322 12212	   	171.37	DCR|3DMG|2VULN|1AART	127DMG|3RMIN|4ERES|57VULN|67LIT|7BPWR|8RPLT|9RCR|aAART
418	42166 23113	   	171.34	ACR|3VULN|3DMG	157DMG|2CGEN|3RCR|4RMIN|68aVULN|9FEWX
419	41161 23162	   	171.34	ACR|3VULN|3DMG	178DMG|2aERES|3RCR|4RMIN|58FEWX|689VULN|8BPWR
420	42124 23163	   	171.34	ACR|3VULN|3DMG	147DMG|2CGEN|3RCR|5LHND|6RMIN|89aVULN
421	44322 51122	   	171.31	DCR|3DMG|2VULN|3DUR	128DMG|28BPWR|3RMIN|4ERES|58VULN|6RCR|789DUR|aDUST
422	44322 51123	   	171.31	DCR|3DMG|2VULN|3DUR	128DMG|28BPWR|3RMIN|4ERES|58VULN|6RCR|789DUR|aLEGI
423	46322 51122	   	171.31	DCR|3DMG|2VULN|3DUR	128DMG|3RMIN|4ERES|58VULN|6RCR|789DUR|8BPWR|aDUST
424	46322 51123	   	171.31	DCR|3DMG|2VULN|3DUR	128DMG|3RMIN|4ERES|58VULN|6RCR|789DUR|8BPWR|aLEGI
425	41113 31423	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|7VULN|8AART|9LWND|aZMB
426	42113 31463	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2CGEN|3RCR|4AIRHEA|5CDMG|7VULN|8AART|9MBVNT|aZMB
427	41113 33453	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|7LWND|8AART|9VULN|aZMB
428	41124 32521	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5LHND|6VULN|7CDMG|8AART|9TLV|aZMB
429	42113 32433	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2CGEN|3RCR|4AIRHEA|5CDMG|7DUST|8AART|9VULN|aZMB
430	42113 34533	   	171.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2CGEN|3RCR|4AIRHEA|5CDMG|7MBVNT|8AART|9VULN|aZMB
431	43212 53352	   	171.26	DCR|2VULN|2DMG|2AART	13DMG|2LHND|46VULN|5LIT|79AART|8RCR|aRPLT
432	42125 23113	   	171.24	ACR|3VULN|3DMG	147DMG|2CGEN|3RCR|5ERES|68aVULN|9FEWX
433	42146 23113	   	171.24	ACR|3VULN|3DMG	157DMG|2CGEN|3RCR|4TLV|68aVULN|9FEWX
434	44212 52212	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3FEWX|45VULN|6RCR|7ZMB|8DUR|9LWND|aCDMG
435	44212 52332	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12DMG|2BPWR|3FEWX|45VULN|6RCR|7ZMB|8LHND|9DUR|aCDMG
436	46212 52212	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12DMG|3FEWX|45VULN|6RCR|7ZMB|8DUR|9LWND|aCDMG
437	46212 52332	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12DMG|3FEWX|45VULN|6RCR|7ZMB|8LHND|9DUR|aCDMG
438	41113 31463	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|7VULN|8AART|9MBVNT|aZMB
439	41113 25433	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	17DMG|2ERES|3RCR|4AIRHEA|5CDMG|6DUST|8AART|9VULN|aZMB
440	41113 32433	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|7DUST|8AART|9VULN|aZMB
441	41113 34533	   	171.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|2ERES|3RCR|4AIRHEA|5CDMG|7MBVNT|8AART|9VULN|aZMB
442	31326 36141	   	171.19	ACR|3VULN|3DMG|1SELL	128ERES|3RCR|49BEXP|589DMG|689VULN|7RMIN|89BPWR|aSELL
443	31336 36141	   	171.19	ACR|3VULN|3DMG|1SELL	128ERES|3RCR|49LWND|589DMG|689VULN|7RMIN|89BPWR|aSELL
444	65211 23421	   	171.16	DCR|2VULN|2DMG|1AART|1CDMG	19LHND|2CDMG|3AART|49VULN|5MBVNT|6CGEN|7MLV|89DMG|9BPWR|aRCR
445	32262 26341	   	171.16	DCR|2VULN|2DMG|2AART	1ERES|2FEWX|3aDMG|4RMIN|56VULN|79AART|8RCR
446	41126 23115	   	171.14	ACR|3VULN|3DMG	147DMG|2ERES|3RCR|5TLV|68aVULN|9FEWX
447	41332 13256	   	171.06	DCR|2VULN|2DMG|2AART	13DMG|23ERES|3BPWR|4NUKE|5aVULN|6LIT|79AART|8RCR
448	41126 23142	   	171.04	ACR|3VULN|3DMG	147DMG|2ERES|3RCR|5aTLV|689VULN
449	42114 23114	   	171.00	ACR|2AART|2VULN|1DMG|1ZMB	1DMG|2CGEN|3RCR|4AIRHEA|5aAART|6ZMB|7MGNLIT|89VULN
450	43214 51311	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	13DMG|25LHND|4aVULN|6RCR|7DUR|8AART|9BELT
451	43214 51322	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	13DMG|25LHND|49VULN|6RCR|7DUR|8AART|aFEWX
452	43214 51323	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	13DMG|25LHND|49VULN|6RCR|7DUR|8AART|aRMIN
453	61124 51321	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	135LHND|29VULN|4aDMG|6RCR|7DUR|8AART
454	63314 51321	   	170.95	DCR|2VULN|2DMG|1AART|1DUR	125LHND|3aDMG|49VULN|6RCR|7DUR|8AART
455	42322 53113	   	170.92	DCR|3VULN|3DMG	137DMG|23CGEN|3BPWR|4ERES|58aVULN|6RCR|9FEWX
456	44212 53112	   	170.92	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9BELT|aRMIN
457	44212 53113	   	170.92	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9BELT|aLSRICY
458	44212 53122	   	170.92	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9CGEN|aRPLT
459	44212 53131	   	170.92	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9LHND|aCGEN
460	46212 53112	   	170.92	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9BELT|aRMIN
461	46212 53113	   	170.92	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9BELT|aLSRICY
462	46212 53122	   	170.92	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9CGEN|aRPLT
463	46212 53131	   	170.92	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9LHND|aCGEN
464	42114 31214	   	170.90	ACR|2AART|2VULN|1DMG|1ZMB	1DMG|2CGEN|3RCR|4AIRHEA|5aAART|69VULN|7ZMB|8CANSTR
465	42121 34223	   	170.84	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2CGEN|3RCR|5RCVC|6LWND|7AART|8CDMG|9VULN|aDUR
466	42121 54213	   	170.84	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14DMG|2CGEN|3RCR|5RCVC|6VULN|7AART|8CDMG|9MLV|aASPD
467	41352 53113	   	170.82	DCR|3VULN|3DMG	137DMG|23ERES|3BPWR|48aVULN|5CGEN|6RCR|9FEWX
468	44212 53121	   	170.82	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9CGEN|aDUST
469	44212 53123	   	170.82	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9CGEN|aERES
470	44212 53132	   	170.82	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9LHND|aERES
471	44212 53133	   	170.82	DCR|3VULN|3DMG	127DMG|2BPWR|3FEWX|458VULN|6RCR|9LHND|aDUST
472	46212 53121	   	170.82	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9CGEN|aDUST
473	46212 53123	   	170.82	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9CGEN|aERES
474	46212 53132	   	170.82	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9LHND|aERES
475	46212 53133	   	170.82	DCR|3VULN|3DMG	127DMG|3FEWX|458VULN|6RCR|9LHND|aDUST
476	21422 34331	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	13FEWX|25VULN|4aDMG|6CGEN|7AART|8RCR|9ZMB
477	22112 34321	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3ZMB|45VULN|6CGEN|7AART|8RCR|9aDMG
478	22612 34331	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3aDMG|45VULN|6CGEN|7AART|8RCR|9ZMB
479	43212 53331	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	13DMG|29LHND|46VULN|5LIT|7AART|8RCR|aZMB
480	44212 34332	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3aFEWX|45VULN|6CGEN|7AART|8RCR|9ZMB
481	44212 34333	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3FEWX|45VULN|6CGEN|7AART|8RCR|9ZMB|aBEXP
482	46212 34332	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3aFEWX|45VULN|6CGEN|7AART|8RCR|9ZMB
483	46212 34333	   	170.82	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3FEWX|45VULN|6CGEN|7AART|8RCR|9ZMB|aBEXP
484	41124 32232	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5LHND|6VULN|7CDMG|8ZMB|9AART|aCGEN
485	41124 32233	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5LHND|6VULN|7CDMG|8ZMB|9AART|aLIT
486	41124 32235	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5aLHND|6VULN|7CDMG|8ZMB|9AART
487	41124 32236	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|2ERES|3RCR|5LHND|6VULN|7CDMG|8ZMB|9AART|aRPLT
488	41114 23214	   	170.80	ACR|2AART|2VULN|1DMG|1ZMB	1DMG|2ERES|3RCR|4AIRHEA|5aAART|6ZMB|79VULN|8CANSTR
489	41114 31214	   	170.80	ACR|2AART|2VULN|1DMG|1ZMB	1DMG|2ERES|3RCR|4AIRHEA|5aAART|69VULN|7ZMB|8CANSTR
490	53161 11362	   	170.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DMG|3LSRICY|4RCR|59VULN|6ASPD|7DUR|8CGEN|aAART
491	53161 11512	   	170.77	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|28DMG|3LSRICY|4RCR|5VULN|6ASPD|7DUR|9CGEN|aAART
492	42124 12432	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	14DMG|2CGEN|3RCR|5LHND|6BEXP|7aVULN|8DUR|9AART
493	42121 64222	   	170.74	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2CGEN|3RCR|5RCVC|6DUST|7AART|8CDMG|9VULN|aDUR
494	52661 33222	   	170.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1CDMG|2SELL|3CANHEL|48DMG|5BEXP|6aVULN|7AART|9RCR
495	21422 24331	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	13FEWX|25VULN|4aDMG|6ERES|7AART|8RCR|9ZMB
496	21426 34331	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	13FEWX|26VULN|4aDMG|5TLV|7AART|8RCR|9ZMB
497	22112 24321	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3ZMB|45VULN|6ERES|7AART|8RCR|9aDMG
498	22116 34321	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3ZMB|46VULN|5TLV|7AART|8RCR|9aDMG
499	22612 24331	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3aDMG|45VULN|6ERES|7AART|8RCR|9ZMB
500	22616 34331	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12FEWX|3aDMG|46VULN|5TLV|7AART|8RCR|9ZMB
501	32262 26326	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2FEWX|3aDMG|4RMIN|56VULN|7AART|8RCR|9ZMB
502	44212 24332	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3aFEWX|45VULN|6ERES|7AART|8RCR|9ZMB
503	44212 24333	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|2BPWR|3FEWX|45VULN|6ERES|7AART|8RCR|9ZMB|aBEXP
504	46212 24332	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3aFEWX|45VULN|6ERES|7AART|8RCR|9ZMB
505	46212 24333	   	170.72	DCR|2VULN|2DMG|1AART|1ZMB	12DMG|3FEWX|45VULN|6ERES|7AART|8RCR|9ZMB|aBEXP
506	22312 52266	   	170.71	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12FEWX|3ASPD|45VULN|6RCR|7ZMB|8DUR|9AART|aDMG
507	15345 32111	 * 	170.70	DCR|3VULN|3ZMB|1DMG|1DUR	18MLV|268ZMB|3DUR|4TLV|58aVULN|7RCR|8BPWR|9DMG
508	42112 31663	   	170.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1aDMG|2CGEN|3RCR|4AIRHEA|57ASPD|6VULN|8ZMB|9AART
509	41124 12432	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	14DMG|2ERES|3RCR|5LHND|6BEXP|7aVULN|8DUR|9AART
510	42124 33332	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	14DMG|2CGEN|3RCR|5LHND|6aVULN|7DUR|8DUST|9AART
511	53161 12352	   	170.65	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1CDMG|29DMG|3LSRICY|4RCR|5VULN|69ASPD|7FEWX|89CGEN|9BPWR|aAART
512	41121 64222	   	170.64	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2ERES|3RCR|5RCVC|6DUST|7AART|8CDMG|9VULN|aDUR
513	35332 13266	   	170.63	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ERES|23ZMB|3BPWR|4DMG|5aVULN|6LIT|7AART|8RCR|9CDMG
514	31325 23266	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	12ERES|3RCR|4BEXP|56VULN|7aDMG|8DUR|9AART
