0	Index      	 *	Score 	Summary	Detail	
1	41226 33522	 * 	199.16	ACR|4VULN|1AART|1DMG|2CDMG	167aVULN|278LWND|3RCR|4AART|57CDMG|7BPWR|9DMG
355	41212 15134	   	170.64	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aLIT
356	41212 15135	   	170.64	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aBEXP
357	41212 15142	   	170.64	ACR|3VULN|2DMG|2ZMB	17aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|89LHND
358	41212 15162	   	170.64	ACR|3VULN|2DMG|2ZMB	17aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|9LIT
359	41212 15513	   	170.64	ACR|3VULN|2DMG|2ZMB	178VULN|2aLWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9LHND
360	41212 15521	   	170.64	ACR|3VULN|2DMG|2ZMB	178VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aBEXP
361	41212 15522	   	170.64	ACR|3VULN|2DMG|2ZMB	178VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aLIT
362	41242 25111	   	170.62	ACR|3VULN|3ZMB|1AART	17aVULN|2aLWND|3RCR|457ZMB|67aLHND|7aBPWR|8BELT|9AART
363	41223 31343	   	170.62	ACR|3VULN|1AART|1CDMG|2DUR	168VULN|2LWND|3RCR|4AART|57DUR|9DUST|aCDMG
364	41212 15136	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aMBVNT
365	41212 15341	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|aBEXP
366	41212 15342	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|aLIT
367	41212 15362	   	170.54	ACR|3VULN|2DMG|2ZMB	17aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9CGEN
368	41212 15422	   	170.54	ACR|3VULN|2DMG|2ZMB	17aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LIT|9DUST
369	41212 15523	   	170.54	ACR|3VULN|2DMG|2ZMB	178VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aERES
370	43212 15133	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aLWND
371	43212 15134	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aLIT
372	43212 15135	   	170.54	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aBEXP
373	43212 15142	   	170.54	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|89LHND
374	43212 15162	   	170.54	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|9LIT
375	43212 15432	   	170.54	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LIT|9LWND
376	43212 15513	   	170.54	ACR|3VULN|2DMG|2ZMB	178VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9LHND|aLWND
377	43212 15521	   	170.54	ACR|3VULN|2DMG|2ZMB	178VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aBEXP
378	43212 15522	   	170.54	ACR|3VULN|2DMG|2ZMB	178VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aLIT
379	41254 21312	   	170.47	ACR|5VULN|1AART	1589aVULN|2LWND|3RCR|4ERES|6AART|7MLV
380	41254 23312	   	170.47	ACR|5VULN|1AART	1589aVULN|2LWND|3RCR|4ERES|6AART|7RMIN
381	41212 15314	   	170.44	ACR|3VULN|2DMG|2ZMB	17aVULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUST
382	41212 15343	   	170.44	ACR|3VULN|2DMG|2ZMB	179VULN|2LWND|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8aERES
383	43212 15136	   	170.44	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LHND|aMBVNT
384	43212 15332	 * 	170.44	ACR|3DMG|2VULN|2ZMB	17VULN|2LEGI|3RCR|4NUKE|57ZMB|67aDMG|7BPWR|8ERES|9LWND
385	43212 15333	   	170.44	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9LWND
386	43212 15341	   	170.44	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|aBEXP
387	43212 15342	   	170.44	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|aLIT
388	43212 15362	   	170.44	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9CGEN
389	43212 15422	   	170.44	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8LIT|9DUST
390	43212 15523	   	170.44	ACR|3VULN|2DMG|2ZMB	178VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|9RMIN|aERES
391	43242 15111	   	170.42	ACR|3VULN|3ZMB|1AART	17aVULN|2LEGI|3RCR|457ZMB|67aLWND|7aBPWR|8BELT|9AART
392	43243 26323	   	170.40	ACR|2VULN|2AART|1DMG|1ZMB	18VULN|2LEGI|3RCR|4ZMB|5DMSP|69AART|7DMG|aRPLT
393	41224 13322	   	170.38	ACR|4VULN|2AART	178aVULN|26LWND|3RCR|49AART|5LHND
394	41224 16312	   	170.38	ACR|4VULN|2AART	189aVULN|26LWND|3RCR|47AART|5LHND
395	41224 33323	   	170.38	ACR|4VULN|2AART	1678VULN|2LWND|3RCR|49AART|5LHND|aRPLT
396	41224 33335	   	170.38	ACR|4VULN|2AART	1678VULN|2LWND|3RCR|4aAART|5LHND|9CGEN
397	41224 33422	   	170.38	ACR|4VULN|2AART	167aVULN|2LWND|3RCR|49AART|58LHND
398	41224 36313	   	170.38	ACR|4VULN|2AART	1689VULN|2LWND|3RCR|47AART|5LHND|aRPLT
399	41224 36331	   	170.38	ACR|4VULN|2AART	168aVULN|2LWND|3RCR|47AART|5LHND|9CGEN
400	41224 53322	   	170.38	ACR|4VULN|2AART	178aVULN|2LWND|3RCR|49AART|56LHND
401	33116 62232	   	170.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|7VULN|8DUR|9ASPD|aZMB
402	41254 22312	   	170.37	ACR|5VULN|1AART	1589aVULN|2LWND|3RCR|4ERES|6AART|7TLV
403	43214 22612	   	170.37	ACR|5VULN|1AART	1579aVULN|2LEGI|3RCR|4NUKE|6AART|8CGEN
404	43254 21312	   	170.37	ACR|5VULN|1AART	1589aVULN|2LEGI|3RCR|4ERES|6AART|7MLV
405	43254 23312	   	170.37	ACR|5VULN|1AART	1589aVULN|2LEGI|3RCR|4ERES|6AART|7RMIN
406	43212 15314	   	170.34	ACR|3VULN|2DMG|2ZMB	17aVULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8ERES|9DUST
407	43212 15343	   	170.34	ACR|3VULN|2DMG|2ZMB	179VULN|2LEGI|3RCR|4NUKE|57ZMB|67DMG|7BPWR|8aERES
408	41242 25221	   	170.32	ACR|3VULN|3ZMB|1AART	178VULN|2LWND|3RCR|457ZMB|67LHND|7BPWR|9AART|aERES
409	41224 33324	   	170.28	ACR|4VULN|2AART	1678VULN|2LWND|3RCR|49AART|5LHND|aLEGI
410	43224 53322	   	170.28	ACR|4VULN|2AART	178aVULN|2LEGI|3RCR|49AART|56LHND
411	43214 21312	   	170.27	ACR|5VULN|1AART	1589aVULN|2LEGI|3RCR|4NUKE|6AART|7TLV
412	43214 22512	   	170.27	ACR|5VULN|1AART	1579aVULN|2LEGI|3RCR|4NUKE|6AART|8TLV
413	43254 22312	   	170.27	ACR|5VULN|1AART	1589aVULN|2LEGI|3RCR|4ERES|6AART|7TLV
414	43242 15221	   	170.22	ACR|3VULN|3ZMB|1AART	178VULN|2LEGI|3RCR|457ZMB|67LWND|7BPWR|9AART|aERES
415	41212 16413	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LWND|3RCR|4NUKE|5ZMB|6DMG|8LIT|9CDMG|aAART
416	41226 13411	   	170.19	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7DUR|8CGEN|9DMG|aASPD
417	41226 13513	   	170.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2aLWND|3RCR|4AART|5CDMG|6ZMB|7DUR|8ASPD|9DMG
418	33116 61226	 * 	170.19	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1DMSP|2LIT|3aAART|4DMG|57CDMG|6RCR|8VULN|9ASPD
419	43226 13411	   	170.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUR|8CGEN|9DMG|aASPD
420	43226 13513	   	170.09	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUR|8ASPD|9DMG|aLWND
421	41226 13512	   	170.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7DUR|8ASPD|9DMG|aERES
422	41212 16532	   	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	178aVULN|2LWND|3RCR|4NUKE|5ZMB|6DMG|9DUR
423	43223 31323	   	170.02	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6CGEN|7LHND|89ZMB|9BPWR|aCDMG
424	43223 33324	   	170.02	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6CGEN|7BEXP|89ZMB|9BPWR|aCDMG
425	33116 62421	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|79VULN|8LWND|aDUR
426	33116 62222	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|79VULN|8DUR|aCGEN
427	33116 62225	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2LIT|3AART|4DMG|5CDMG|6RCR|79VULN|8DUR|aFEWX
428	43226 13512	   	169.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7DUR|8ASPD|9DMG|aERES
429	41233 15522	   	169.98	ACR|4VULN|2DMG	178aVULN|24LWND|3RCR|57LHND|67DMG|7BPWR|9FEWX
430	43212 16532	   	169.94	ACR|4VULN|1DMG|1ZMB|1DUR	178aVULN|2LEGI|3RCR|4NUKE|5ZMB|6DMG|9DUR
431	43223 16324	   	169.92	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	19VULN|2LEGI|3RCR|4AART|59DUR|6LWND|7ERES|89ZMB|9BPWR|aCDMG
432	41213 15132	   	169.88	ACR|4VULN|2DMG	179aVULN|2LWND|3RCR|4NUKE|57CGEN|67DMG|7BPWR|8LHND
433	41213 15512	   	169.88	ACR|4VULN|2DMG	178aVULN|2LWND|3RCR|4NUKE|57CGEN|67DMG|7BPWR|9LHND
434	41213 25232	   	169.88	ACR|4VULN|2DMG	189aVULN|28LWND|3RCR|4NUKE|5CGEN|6FEWX|78DMG|8BPWR
435	23164 63232	 * 	169.86	DCR|4VULN|1AART|2ASPD|1DUR|1SELL	1SELL|2458VULN|35ASPD|5BPWR|6LIT|7AART|9RCR|aDUR
436	41226 11511	   	169.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1VULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7BEXP|8aASPD|9DMG
437	41226 12511	   	169.86	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|2LWND|3RCR|4AART|5CDMG|6ZMB|7LHND|8aASPD|9DMG
438	43242 22622	   	169.84	ACR|3VULN|2AART|2ZMB	17aVULN|2LEGI|3RCR|45ZMB|69AART|8CGEN
439	41223 33146	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8LIT|9DMG|aCDMG
440	41223 33331	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8DMSP|9DMG|aCDMG
441	41223 33415	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aMLV
442	41223 33416	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aLHND
443	43226 31423	   	169.83	ACR|3VULN|2AART|1CDMG	168VULN|2LEGI|3RCR|49AART|5CDMG|7aCGEN
444	43226 36123	   	169.83	ACR|3VULN|2AART|1CDMG	167VULN|2LEGI|3RCR|49AART|5CDMG|8aCGEN
445	41224 33263	   	169.83	ACR|3VULN|2AART|1CDMG	167VULN|2LWND|3RCR|49AART|5LHND|8DUST|aCDMG
446	43213 15132	   	169.78	ACR|4VULN|2DMG	179aVULN|2LEGI|3RCR|4NUKE|57CGEN|67DMG|7BPWR|8LHND
447	43213 15512	   	169.78	ACR|4VULN|2DMG	178aVULN|2LEGI|3RCR|4NUKE|57CGEN|67DMG|7BPWR|9LHND
448	43213 25232	   	169.78	ACR|4VULN|2DMG	189aVULN|2LEGI|3RCR|4NUKE|5CGEN|68FEWX|78DMG|8BPWR
449	43226 11511	   	169.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7BEXP|8aASPD|9DMG
450	43226 12511	   	169.76	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|2LEGI|3RCR|4AART|5CDMG|6ZMB|7LHND|8aASPD|9DMG
451	43242 21322	   	169.74	ACR|3VULN|2AART|2ZMB	18aVULN|2LEGI|3RCR|45ZMB|69AART|7TLV
452	43242 22131	   	169.74	ACR|3VULN|2AART|2ZMB	17aVULN|2LEGI|3RCR|45ZMB|69AART|8DUST
453	43242 22522	   	169.74	ACR|3VULN|2AART|2ZMB	17aVULN|2LEGI|3RCR|45ZMB|69AART|8TLV
454	43226 35311	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2LEGI|3RCR|4AART|5CDMG|7BEXP|8LWND|9DMG|aASPD
455	41223 32146	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8LIT|9DMG|aCDMG
456	41223 32331	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8DMSP|9DMG|aCDMG
457	41223 32415	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aMLV
458	41223 32416	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aLHND
459	41223 33412	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aTLV
460	41223 33414	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7BEXP|8CDMG|9DMG|aERES
461	41224 31412	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5LHND|7DUR|8CDMG|9DMG|aTLV
462	41226 31363	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2LWND|3RCR|4AART|5CDMG|7CGEN|8ERES|9DMG|aASPD
463	43226 31421	   	169.73	ACR|3VULN|2AART|1CDMG	168VULN|2LEGI|3RCR|49AART|5CDMG|7CGEN|aDUST
464	43226 31422	   	169.73	ACR|3VULN|2AART|1CDMG	168VULN|2LEGI|3RCR|49AART|5CDMG|7CGEN|aERES
465	43226 36121	   	169.73	ACR|3VULN|2AART|1CDMG	167VULN|2LEGI|3RCR|49AART|5CDMG|8CGEN|aDUST
466	43226 36122	   	169.73	ACR|3VULN|2AART|1CDMG	167VULN|2LEGI|3RCR|49AART|5CDMG|8CGEN|aERES
467	33116 42143	   	169.72	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|2LIT|39AART|4DMG|5CDMG|6LHND|7aVULN|8RCR
468	41232 25531	 * 	169.69	ACR|4VULN|1AART|2ASPD	178aVULN|24LWND|3RCR|57ASPD|67LHND|7BPWR|9AART
469	43221 36132	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9BELT|aASPD
470	43221 36136	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9BELT|aDUR
471	43221 36161	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9ASPD|aLWND
472	43221 36162	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9ASPD|aRMIN
473	43221 36163	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	17VULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|8DMG|9ASPD|aBEXP
474	43226 31363	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2LEGI|3RCR|4AART|5CDMG|7CGEN|8ERES|9DMG|aASPD
475	41223 32412	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aTLV
476	41223 32414	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2LWND|3RCR|4AART|5DUR|7DUST|8CDMG|9DMG|aERES
477	43221 31343	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2LEGI|3RCR|4AART|5CANSTR|6CDMG|7LIT|8DMG|9DUR
478	33116 52143	   	169.62	DCR|2AART|2VULN|1DMG|1CDMG	1DMSP|2LIT|39AART|4DMG|5CDMG|6DUST|7aVULN|8RCR
479	41226 32213	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	16aVULN|2LWND|3RCR|4AART|5CDMG|7ZMB|89LIT
480	41226 32225	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	169VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|8LIT|aFEWX
481	41226 32226	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	169VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|8LIT|aCGEN
482	41226 32253	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	16aVULN|29LWND|3RCR|4AART|5CDMG|7ZMB|8LIT
483	41226 32413	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|29LWND|3RCR|4AART|5CDMG|7ZMB|aCGEN
484	41226 32421	   	169.49	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|9BEXP|aCGEN
485	46111 34333	 * 	169.44	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|29DMG|3BEXP|48AART|5RCR|6LEGI|7MLV|aCDMG
486	43226 22335	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LEGI|3RCR|4AART|5CDMG|6BELT|8LIT|9ZMB
487	43226 32213	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	16aVULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|89LIT
488	43226 32225	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	169VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|8LIT|aFEWX
489	43226 32226	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	169VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|8LIT|aCGEN
490	43226 32411	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9LWND|aCGEN
491	43226 32423	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9DMSP|aCGEN
492	41221 42521	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LWND|3RCR|4AART|5CANSTR|6BEXP|7ZMB|8CDMG
493	41221 52521	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LWND|3RCR|4AART|5CANSTR|6FEWX|7ZMB|8CDMG
494	41226 32411	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|29LWND|3RCR|4AART|5CDMG|7ZMB|aDUST
495	41226 32412	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|29LWND|3RCR|4AART|5CDMG|7ZMB|aERES
496	41226 32423	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|9BEXP|aDUST
497	41226 32432	   	169.39	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LWND|3RCR|4AART|5CDMG|7ZMB|9RPLT|aERES
498	33116 61243	   	169.39	DCR|2VULN|1AART|1DMG|2CDMG	1DMSP|2LIT|3AART|4DMG|57CDMG|6RCR|8aVULN|9BEXP
499	66111 41313	   	169.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3BEXP|4AART|5RCR|6aVULN|7LHND|8ZMB|9ASPD
500	66211 41313	   	169.33	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3LWND|4AART|5RCR|6aVULN|7LHND|8ZMB|9ASPD
501	66211 43313	   	169.33	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3LWND|4AART|5RCR|6aVULN|7BEXP|8ZMB|9ASPD
502	32151 15522	   	169.30	DCR|4VULN|2DMG|1DUR	1DMSP|278aVULN|37FEWX|4BEXP|5DUR|67DMG|7BPWR|9RCR
503	32351 15522	   	169.30	DCR|4VULN|2DMG|1DUR	1DMSP|278aVULN|37BEXP|4FEWX|5DUR|67DMG|7BPWR|9RCR
504	41321 15522	   	169.30	DCR|4VULN|2DMG|1DUR	178aVULN|27LWND|3DMSP|4FEWX|5DUR|67DMG|7BPWR|9RCR
505	43221 42521	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LEGI|3RCR|4AART|5CANSTR|6BEXP|7ZMB|8CDMG
506	43221 52521	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2LEGI|3RCR|4AART|5CANSTR|6FEWX|7ZMB|8CDMG
507	43226 32413	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9LWND|aDUST
508	43226 32421	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9DMSP|aDUST
509	43226 32422	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	168VULN|2LEGI|3RCR|4AART|5CDMG|7ZMB|9DMSP|aERES
510	33116 61213	   	169.29	DCR|2VULN|1AART|1DMG|2CDMG	1DMSP|2LIT|3AART|4DMG|57CDMG|6RCR|8aVULN|9DUST
511	41214 63312	   	169.27	ACR|5VULN|1AART	1569aVULN|2LWND|3RCR|4NUKE|7MLV|8AART
512	66611 31313	   	169.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2DMG|3aVULN|4AART|5RCR|6LEGI|7LHND|8ZMB|9ASPD
513	66611 33313	   	169.23	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3aVULN|4AART|5RCR|6LEGI|7BEXP|8ZMB|9ASPD
514	33116 62241	   	169.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1DMSP|2LIT|39AART|4DMG|5CDMG|6RCR|7VULN|8aDUR
515	41214 61312	   	169.17	ACR|5VULN|1AART	1569aVULN|2LWND|3RCR|4NUKE|7ERES|8AART
516	43214 33312	   	169.17	ACR|5VULN|1AART	1569aVULN|2LEGI|3RCR|4NUKE|7MLV|8AART
517	43214 36312	   	169.17	ACR|5VULN|1AART	1569aVULN|2LEGI|3RCR|4NUKE|7RMIN|8AART
