0	Index      	 *	Score 	Summary	Detail	
1	11123 63123	 * 	216.73	ACR|4VULN|3DMG|1CDMG|2DUR	1349VULN|2RCR|5RCVC|679DMG|89DUR|9BPWR|aCDMG
361	14134 42722	   	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	16aVULN|2ZMB|3RCR|4MBVNT|5DMG|7LWND|8AART|9CDMG
362	14134 46117	   	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	169VULN|2ZMB|3RCR|4MBVNT|5DMG|7RPLT|8AART|aCDMG
363	14134 21821	   	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3RCR|4MBVNT|5DMG|6CDMG|7LIT|8AART
364	14134 26112	   	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3RCR|4MBVNT|5DMG|6CDMG|7FEWX|8AART
365	14322 62363	   	186.98	ACR|3VULN|3DMG|1ZMB	178VULN|2ZMB|37FEWX|4RCR|579DMG|6NUKE|7BPWR|aASPD
366	14133 52211	 * 	186.97	ACR|3VULN|3ZMB|1AART|3DUR	179VULN|267ZMB|3RCR|4MBVNT|57aDUR|7BPWR|8AART
367	11334 26252	 * 	186.96	ACR|3VULN|1AART|3ASPD|1DMG	19aVULN|2RCR|3BEXP|49aASPD|5AART|6FEWX|7DMG|89aLIT|9aBPWR
368	11334 41152	   	186.96	ACR|3VULN|1AART|3ASPD|1DMG	19aVULN|2RCR|3BEXP|49aASPD|5AART|6DMG|7LIT|89aLWND|9aBPWR
369	14134 27112	   	186.95	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	19aVULN|2ZMB|3RCR|4MBVNT|5DMG|6CDMG|7DUST|8AART
370	11352 31152	   	186.91	ACR|2VULN|2DMG|1AART|2DUR	17VULN|2RCR|3BEXP|4RPLT|57DUR|67DMG|7BPWR|8RCVC|9ASPD|aAART
371	11452 31152	   	186.91	ACR|2VULN|2DMG|1AART|2DUR	17VULN|2RCR|3FEWX|4RPLT|57DUR|67DMG|7BPWR|8RCVC|9ASPD|aAART
372	16211 16326	   	186.87	DCR|3VULN|2DMG|1AART	15aVULN|2AART|3RCVC|4FEWX|6RCR|7aDMG|89aLHND|aBPWR
373	14133 52153	   	186.87	ACR|2VULN|3ZMB|1AART|1DMG|2DUR	17VULN|267ZMB|3RCR|4MBVNT|57DUR|7BPWR|8ERES|9AART|aDMG
374	11314 41622	 * 	186.86	ACR|3VULN|1AART|1DMG|2CDMG	19aVULN|2RCR|3BEXP|4aCGEN|5AART|6DMG|7LIT|8aCDMG|aBPWR
375	11126 34113	   	186.82	ACR|3VULN|2DMG|2ZMB	134VULN|2RCR|57ZMB|69DMG|8DUR|aASPD
376	11126 63113	   	186.82	ACR|3VULN|2DMG|2ZMB	134VULN|2RCR|56ZMB|79DMG|8DUR|aASPD
377	11264 23352	   	186.77	ACR|2VULN|2DMG|1AART|1ZMB	19VULN|2RCR|3ASPD|479LHND|5AART|69DMG|8RPLT|9BPWR|aZMB
