0	Index      	 *	Score 	Summary	Detail	
1	16223 22358	 * 	203.75	ACR|3VULN|2DMG|1AART|2CDMG	1RCR|27LIT|38CDMG|479VULN|5MBVNT|67DMG|7BPWR|aAART
329	14452 13141	   	175.10	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6FEWX|7ASPD|89VULN|9BPWR|aLIT
330	14452 13143	   	175.10	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6FEWX|7ASPD|89VULN|9BPWR|aCGEN
331	14452 43141	   	175.10	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6LHND|7ASPD|89VULN|9BPWR|aLIT
332	14452 43143	   	175.10	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6LHND|7ASPD|89VULN|9BPWR|aCGEN
333	33363 15123	 * 	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1RMIN|245VULN|34ERES|4BPWR|6RCR|7DMG|8LWND|9AART|aCDMG
334	53114 32253	 * 	175.02	DCR|3VULN|1AART|3DUR|1CDMG	189LHND|289VULN|3AART|4DUST|5LWND|6RCR|789DUR|89BPWR|aCDMG
335	14452 13142	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6FEWX|7ASPD|89VULN|9BPWR|aERES
336	14452 13144	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6FEWX|7ASPD|89VULN|9BPWR|aDUST
337	14452 33141	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6DUST|7ASPD|89VULN|9BPWR|aLIT
338	14452 33143	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6DUST|7ASPD|89VULN|9BPWR|aCGEN
339	14452 43142	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6LHND|7ASPD|89VULN|9BPWR|aERES
340	14452 43144	   	175.00	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6LHND|7ASPD|89VULN|9BPWR|aDUST
341	51512 26233	   	174.97	DCR|3VULN|2DMG|1AART	1LHND|24DMG|3AART|567VULN|8RCVC|9BEXP|aRCR
342	13411 63112	   	174.94	ACR|4VULN|1DMG|1ZMB|1ASPD	1RCR|2LHND|3ZMB|489aVULN|5FEWX|6DMG|7ASPD
343	15412 53112	   	174.94	ACR|4VULN|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489aVULN|5DMG|6LHND|7ASPD
344	14452 33142	   	174.90	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1RCR|29DUR|3ZMB|4MBVNT|59DMG|6DUST|7ASPD|89VULN|9BPWR|aERES
345	42224 12361	   	174.90	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	127DUST|37VULN|4CGEN|5CDMG|67DMG|7BPWR|8AART|9DUR|aRCR
346	13122 23352	   	174.89	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|26LHND|3AART|4LIT|5ZMB|79aVULN|8CDMG
347	16223 48262	   	174.89	ACR|4VULN|1AART|1CDMG	1RCR|2LIT|3CDMG|479aVULN|5MBVNT|6CGEN|8AART
348	14411 62112	   	174.84	ACR|4VULN|1DMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|489aVULN|5FEWX|6DMG|7TLV
349	15412 23112	   	174.84	ACR|4VULN|1DMG|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|489aVULN|5DMG|6DUST|7ASPD
350	16221 11534	   	174.83	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2LIT|3CDMG|4VULN|56AART|7DUR|8RPLT|9ASPD|aDMG
351	16225 32163	   	174.81	ACR|1AART|1DMG|2CDMG|1VULN|1FLTHEA|1ASPD	1RCR|27LIT|37CDMG|4VULN|5DMG|67LWND|7BPWR|8AART|9FLTHEA|aASPD
352	42254 12331	   	174.80	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	127DUST|37VULN|4ERES|5CDMG|67DMG|7BPWR|8AART|9DUR|aRCR
353	12235 32221	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|5DMG|68VULN|7BEXP|9CDMG|aDUR
354	12235 33322	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|5DMG|68VULN|7DUR|9CDMG|aLIT
355	12235 33325	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|5DMG|68VULN|7DUR|9CDMG|aFEWX
356	12235 33326	   	174.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|5DMG|68VULN|7DUR|9CDMG|aCGEN
357	12235 52421	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7VULN|8FEWX|9CDMG|aDUR
358	12235 52521	   	174.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7VULN|8LWND|9CDMG|aDUR
359	16221 41163	   	174.56	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR|1ASPD	1RCR|2LIT|3CDMG|46VULN|5AART|7DUR|8RMIN|9FLTHEA|aASPD
360	12235 36621	   	174.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|5DMG|69VULN|7AIRHEA|8CDMG|aDUR
361	12235 52321	   	174.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7VULN|8DUST|9CDMG|aDUR
362	23643 12623	   	174.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5RCVC|6RCR|7LHND|8DMG|9AART|aCDMG
363	23643 15123	   	174.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	14DUR|23VULN|5RCVC|6RCR|7DMG|8LWND|9AART|aCDMG
364	14652 33211	 * 	174.39	ACR|3VULN|1DMG|1FLTHEA|1ZMB|1DUR	1RCR|2DUR|379VULN|4DMG|5ERES|6FLTHEA|8LIT|aZMB
365	16225 25122	   	174.39	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2LIT|3CDMG|478VULN|5DMG|6VENICY|9ZMB|aASPD
366	12235 33235	   	174.34	ACR|2AART|2DMG|1VULN|1DUR	1RCR|2RMIN|3RPLT|49AART|5aDMG|6VULN|7DUR|8RCVC
367	16223 22737	   	174.33	ACR|3VULN|2DMG|1CDMG	1RCR|27aLIT|3CDMG|47aVULN|5MBVNT|67DMG|7aBPWR|8DUST|9aFEWX
368	14124 11112	   	174.26	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1RCR|2DUR|3DMSP|4ASPD|5CDMG|67DMG|8RCVC|9aVULN
369	16223 22152	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8DMSP|aMLV
370	16223 22153	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|27aLIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8DMSP
371	16223 22154	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8DMSP|aFEWX
372	16223 22816	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8MLV|9LHND
373	16223 22861	   	174.23	ACR|3DMG|2VULN|1CDMG	1RCR|279LIT|3CDMG|47VULN|5MBVNT|67aDMG|7BPWR|8MLV
374	16223 22862	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|279LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8MLV
375	14434 12132	 * 	174.21	ACR|2VULN|1DMG|2CDMG|3DUR|1ZMB|1SELL	1RCR|24aDUR|3ZMB|5aCDMG|6DMG|7MGNSTR|8aVULN|9SELL|aBPWR
376	12231 32156	   	174.19	ACR|3VULN|1AART|1CDMG|1ZMB	1RCR|2RMIN|3RPLT|4AART|5CDMG|6ZMB|7ERES|89aVULN
377	14411 62131	   	174.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2aDUR|3ZMB|48VULN|5FEWX|6DMG|7TLV|9AART
378	16231 21223	   	174.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1RCR|2LIT|3CDMG|4FEWX|5AART|6FLTHEA|7ZMB|8BELT|9DMG|aVULN
379	16222 26423	   	174.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|48VULN|5DUR|6DMG|7AART|9MLV|aRCVC
380	16222 62252	   	174.14	ACR|3VULN|1AART|2CDMG|1DUR	1RCR|2LIT|36CDMG|49aVULN|5DUR|7CGEN|8AART
381	13135 31266	   	174.14	ACR|2VULN|2DMG|1AART	1RCR|247LHND|3AART|47BPWR|57DMG|67DUST|8RCVC|9aVULN
382	16221 14152	   	174.13	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|49aVULN|56AART|7LHND|8RMIN
383	16221 14331	   	174.13	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LHND|aBEXP
384	16221 14332	   	174.13	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LHND|aLWND
385	16221 14334	   	174.13	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LHND|aDMSP
386	16221 14352	   	174.13	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|48aVULN|56AART|7LHND|9CGEN
387	16223 22157	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8DMSP|aTLV
388	16223 22222	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8LEGI|9BELT
389	16223 22227	   	174.13	ACR|3DMG|2VULN|1CDMG	1RCR|27LIT|3CDMG|47VULN|5MBVNT|67aDMG|7BPWR|8LEGI|9BELT
390	16223 22236	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8LEGI|9MLV
391	16223 22256	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8LEGI|9RMIN
392	16223 22266	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8LEGI|9CGEN
393	16223 22416	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8ERES|9LHND
394	16223 22441	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES|aRMIN
395	16223 22442	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES|aLHND
396	16223 22445	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES|aLWND
397	16223 22446	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES|aFEWX
398	16223 22447	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|27aLIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES
399	16223 22461	   	174.13	ACR|3DMG|2VULN|1CDMG	1RCR|279LIT|3CDMG|47VULN|5MBVNT|67aDMG|7BPWR|8ERES
400	16222 22416	   	174.04	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|27aLIT|37CDMG|4aVULN|5DUR|67DMG|7aBPWR|8RCVC|9aLWND
401	16221 41114	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|46VULN|5AART|7DUR|8RMIN|9RPLT|aDMG
402	16221 42134	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3CDMG|46VULN|5AART|7RPLT|8LWND|9ASPD|aDMG
403	16211 41235	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4LWND|5AART|6aVULN|7LHND|8DUR|9DMG
404	16211 42235	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4LWND|5AART|6aVULN|7FEWX|8DUR|9DMG
405	16211 43235	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4LWND|5AART|6aVULN|7BEXP|8DUR|9DMG
406	16221 62335	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4aVULN|5AART|6DUR|7FEWX|8LHND|9DMG
407	16221 63335	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4aVULN|5AART|6DUR|7BEXP|8LHND|9DMG
408	16231 41235	   	174.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2LIT|3CDMG|4FEWX|5AART|6aVULN|7LHND|8DUR|9DMG
409	16221 13152	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|49aVULN|56AART|7LEGI|8RMIN
410	16221 13331	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LEGI|aBEXP
411	16221 13332	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LEGI|aLWND
412	16221 13334	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LEGI|aDMSP
413	16221 13352	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|48aVULN|56AART|7LEGI|9CGEN
414	16221 13452	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|49aVULN|56AART|7LEGI|8MLV
415	16221 14335	   	174.03	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LHND|aTLV
416	16223 22246	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|47aVULN|5MBVNT|67DMG|7BPWR|8LEGI|9ERES
417	16223 22448	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|27LIT|3CDMG|479VULN|5MBVNT|67DMG|7BPWR|8ERES|aAIRHEL
418	31434 14212	   	174.03	ACR|3DMG|1AART|1CDMG|1ZMB|1ASPD	1RMIN|267DMG|3RCR|4MLV|5CDMG|8AART|9ASPD|aZMB
419	12235 32224	   	174.01	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2RMIN|3RPLT|4AART|5DMG|68VULN|7BEXP|9aCDMG
420	12231 55224	   	174.01	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2RMIN|3RPLT|4AART|57CDMG|6aVULN|8DMG|9BELT
421	16221 42345	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3CDMG|46VULN|5AART|7RPLT|8MBVNT|9ASPD|aDMG
422	16221 45312	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|29LIT|3CDMG|46VULN|5AART|7ASPD|8DLOT|aDMG
423	16221 45322	   	173.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2LIT|3CDMG|46VULN|5AART|7ASPD|8DLOT|9DMSP|aDMG
424	11323 22235	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2BELT|3FEWX|4TLV|5AART|6ASPD|7aDMG|8VULN|9CDMG
425	11343 22235	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2BELT|3FEWX|4ERES|5AART|6ASPD|7aDMG|8VULN|9CDMG
426	11623 62235	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2BELT|3ERES|4DUR|5AART|6RMIN|7aDMG|8VULN|9CDMG
427	11663 22235	   	173.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2BELT|3ERES|4FEWX|5AART|6ASPD|7aDMG|8VULN|9CDMG
428	16221 13335	   	173.93	ACR|3VULN|2AART|1CDMG	1RCR|2LIT|3CDMG|489VULN|56AART|7LEGI|aTLV
429	12235 52324	   	173.91	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|2RMIN|3RPLT|4AART|56DMG|6BPWR|7VULN|8DUST|9aCDMG
430	23162 63363	 * 	173.87	DCR|3VULN|2AART|1DMG|1DUR	1DUR|268VULN|34AART|5LSRICY|7MLV|9DMG|aRCR
431	16222 22442	   	173.84	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|27LIT|37CDMG|49VULN|5DUR|67DMG|7BPWR|8RCVC|aMLV
432	16222 22443	   	173.84	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|27aLIT|37CDMG|49VULN|5DUR|67DMG|7BPWR|8RCVC
433	11223 22235	   	173.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2BELT|3DUST|4TLV|5AART|6ASPD|7aDMG|8VULN|9CDMG
434	11243 22235	   	173.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2BELT|3DUST|4ERES|5AART|6ASPD|7aDMG|8VULN|9CDMG
435	11623 32235	   	173.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2BELT|3ERES|4DUR|5AART|6TLV|7aDMG|8VULN|9CDMG
436	31423 45133	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2DMG|3RCR|4ASPD|5DUR|68VULN|7LHND|9AART|aCDMG
437	31441 53133	   	173.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2DMG|3RCR|4DUR|58VULN|6LHND|7ASPD|9AART|aCDMG
438	33522 32643	   	173.77	DCR|3VULN|2AART|1DMG|1DUR	1RMIN|258VULN|39AART|45ERES|5BPWR|6DMG|7DUR|aRCR
