0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
335	32621 21235	   	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD|aFEWX
336	32621 21251	   	157.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9DUR|aLHND
337	32621 21636	   	157.43	ACR|3AART|1VULN|1DMG|1CDMG	1LIT|23aAART|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV
338	63541 31333	   	157.40	ACR|2VULN|1AART|2CDMG|2ZMB	1NUKE|2aCDMG|3aZMB|4RPLT|5RCR|6DUST|7AART|8LIT|9aVULN|aBPWR
339	32621 21232	   	157.35	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD|aLEGI
340	32621 21236	   	157.35	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9ASPD|aDUST
341	32621 21242	   	157.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9MBVNT|aDUR
342	32621 21255	   	157.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9DUR|aTLV
343	32621 12143	   	157.29	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aFEWX|7BEXP|8LWND|9aDMG|aBPWR
344	32621 12243	   	157.29	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aFEWX|7BEXP|8LHND|9aDMG|aBPWR
345	32621 21162	   	157.29	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|68RPLT|7aDMG|9aLWND|aBPWR
346	32621 31143	   	157.29	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aLHND|7FEWX|8LWND|9aDMG|aBPWR
347	32621 31443	   	157.29	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aLHND|7FEWX|8BEXP|9aDMG|aBPWR
348	32621 12116	   	157.29	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6FEWX|7BEXP|89LWND|9BPWR|aDMG
349	32621 12216	   	157.29	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6FEWX|7BEXP|89LHND|9BPWR|aDMG
350	32621 31116	   	157.29	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6LHND|7FEWX|89LWND|9BPWR|aDMG
351	32621 31416	   	157.29	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6LHND|7FEWX|89BEXP|9BPWR|aDMG
352	21315 63711	 * 	157.28	DCR|3DMG|1AART|2CDMG	128FEWX|3RMIN|4AART|58aDMG|6MBVNT|78CDMG|8BPWR|9RCR
353	32621 12543	   	157.19	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aFEWX|7BEXP|8DUST|9aDMG|aBPWR
354	32621 33143	   	157.19	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aLHND|7DUST|8LWND|9aDMG|aBPWR
355	32621 33443	   	157.19	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aLHND|7DUST|8BEXP|9aDMG|aBPWR
356	32621 33516	   	157.19	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6LHND|7DUST|89FEWX|9BPWR|aDMG
357	32621 33543	   	157.19	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aLHND|7DUST|8FEWX|9aDMG|aBPWR
358	32621 41116	   	157.19	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6DUST|7FEWX|89LWND|9BPWR|aDMG
359	32621 41216	   	157.19	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6DUST|7FEWX|89LHND|9BPWR|aDMG
360	33423 62151	   	157.12	ACR|3VULN|1AART|1CDMG|1ASPD	16LIT|2LWND|3CGEN|467VULN|5RCR|6BPWR|8ASPD|9CDMG|aAART
361	31632 15351	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9AART|aFEWX
362	31632 15352	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9AART|aBEXP
363	31632 15353	   	157.11	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2DUST|357VULN|4CDMG|6DUR|8RCR|9AART|aRPLT
364	32621 12516	   	157.09	ACR|2AART|2VULN|1DMG	19LIT|23AART|49VULN|5RCR|6FEWX|7BEXP|89DUST|9BPWR|aDMG
365	32621 21311	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND|aLWND
366	32621 21312	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND|aDMSP
367	32621 21313	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND|aCGEN
368	32621 21314	   	157.09	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND
369	32621 21315	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND|aFEWX
370	32621 21316	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LHND|aRMIN
371	32621 21321	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9BEXP|aLWND
372	32621 21323	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9aBEXP
373	32621 21324	   	157.09	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6RPLT|78DMG|9BEXP
374	32621 21325	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9BEXP|aFEWX
375	32621 21326	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9BEXP|aRMIN
376	32621 21361	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9aLWND
377	32621 21363	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LWND|aCGEN
378	32621 21364	   	157.09	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LWND
379	32621 21365	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LWND|aFEWX
380	32621 21366	   	157.09	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9LWND|aRMIN
381	32621 41143	   	157.09	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aDUST|7FEWX|8LWND|9aDMG|aBPWR
382	32621 41243	   	157.09	ACR|2AART|2DMG|1VULN	1aLIT|23AART|4VULN|5RCR|6aDUST|7FEWX|8LHND|9aDMG|aBPWR
383	32621 51226	   	157.09	ACR|2AART|2VULN|1DMG	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8BEXP|9FEWX|aDMG
384	32262 54332	   	157.06	DCR|2VULN|1AART|2CDMG|1DUR	1aLIT|2AART|3aVULN|49BELT|5DUR|6RCR|7BEXP|8aCDMG|aBPWR
385	33423 22151	   	157.02	ACR|3VULN|1AART|1CDMG|1ASPD	1LIT|2LWND|3CGEN|467VULN|5RCR|8ASPD|9CDMG|aAART
386	32621 21322	   	156.99	ACR|2AART|2DMG|1VULN	1LIT|23AART|4VULN|5RCR|6RPLT|78DMG|9BEXP|aLEGI
387	32621 21526	   	156.99	ACR|2AART|2VULN|1DMG	1LIT|23AART|4aVULN|5RCR|6RPLT|7DMG|8TLV|9LHND
388	32621 26363	   	156.99	ACR|2AART|2VULN|1DMG	1LIT|23AART|4aVULN|5RCR|6RPLT|7CGEN|8DMG|9LEGI
389	32631 21553	   	156.99	ACR|2AART|2VULN|1DMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7DMG|8aVULN|9CGEN
390	63122 22162	 * 	156.98	DCR|2DMG|2AART|2CDMG	1NUKE|2aCDMG|3RCVC|4BASICY|5aDMG|6aLWND|79AART|8RCR|aBPWR
391	12126 31112	   	156.97	DCR|2DMG|1AART|2ZMB|1CDMG	1DMSP|2BELT|39DMG|4RCVC|5CDMG|6RCR|79BEXP|89ZMB|9BPWR|aAART
392	32261 53123	   	156.96	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5LHND|6RCR|8BEXP|9DUR|aDMG
393	32261 53343	   	156.96	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2AART|37VULN|4BELT|5LHND|6RCR|8CGEN|9ASPD|aDMG
394	32262 53153	   	156.96	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8BEXP|9LWND|aDMG
395	32262 53163	   	156.96	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8BEXP|9LHND|aDMG
396	32262 53233	   	156.96	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8LWND|9FEWX|aDMG
397	32262 53433	   	156.96	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8LHND|9FEWX|aDMG
398	32621 21563	   	156.89	ACR|2AART|2VULN|1DMG	1LIT|23AART|4aVULN|5RCR|6RPLT|7DMG|8TLV|9LEGI
399	32631 21523	   	156.89	ACR|2AART|2VULN|1DMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7DMG|8aVULN|9ERES
400	32631 24334	 * 	156.89	ACR|2AART|2VULN|2CDMG	1LIT|23AART|4LEGI|5RCR|6RPLT|79VULN|8aCDMG
401	32631 24523	   	156.89	ACR|2AART|2VULN|1DMG	1LIT|23AART|4LEGI|5RCR|6RPLT|7aVULN|8DMG|9ERES
402	32262 51223	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LIT|2AART|3VULN|4BELT|5DUR|6RCR|7DUST|8BEXP|9aDMG
403	32262 51224	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4BELT|5DUR|6RCR|7DUST|8BEXP|9DMG
404	32262 53113	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8BEXP|9MBVNT|aDMG
405	32262 53143	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8BEXP|9DUST|aDMG
406	32262 53213	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8LWND|9MBVNT|aDMG
407	32262 53243	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8LWND|9DUST|aDMG
408	32262 53413	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8LHND|9MBVNT|aDMG
409	32262 56113	   	156.86	DCR|2DMG|1AART|1VULN|1DUR	1LIT|2AART|3VULN|4BELT|5DUR|6RCR|7aDMG|8BEXP|9MBVNT
410	32262 56114	   	156.86	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3aVULN|4BELT|5DUR|6RCR|7DMG|8BEXP|9MBVNT
411	12136 33532	   	156.75	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|7DUR|8FEWX|9ZMB|aAART
412	12332 63616	   	156.71	DCR|2VULN|2DMG|1AART	1DMSP|2BELT|3RMIN|45DMG|6aVULN|7VENICY|8AART|9RCR
413	12136 33126	   	156.65	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|7DUR|8ZMB|9DUST|aAART
414	34131 21316	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12LIT|2BPWR|3BASHEA|4ZMB|57VULN|6RCR|8DUR|9CDMG|aAART
415	34431 21316	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	12LIT|2BPWR|3AIRHEL|4ZMB|57VULN|6RCR|8DUR|9CDMG|aAART
416	32261 53423	   	156.62	DCR|3VULN|1AART|1ZMB	1LIT|2AART|379VULN|4BELT|58LHND|6RCR|aZMB
417	22123 66232	   	156.60	ACR|3VULN|1AART|1DMG	16FEWX|2CGEN|3LIT|469VULN|5RCR|6BPWR|7DMG|8MLV|aAART
418	32121 21223	   	156.56	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8aZMB|9CDMG
419	22123 26232	   	156.50	ACR|3VULN|1AART|1DMG	1FEWX|2CGEN|3LIT|469VULN|5RCR|7DMG|8MLV|aAART
420	22363 26232	   	156.50	ACR|3VULN|1AART|1DMG	1FEWX|2CGEN|369VULN|4LIT|5RCR|7DMG|8MLV|aAART
421	25423 26232	   	156.50	ACR|3VULN|1AART|1DMG	1FEWX|2LIT|3CGEN|469VULN|5RCR|7DMG|8MLV|aAART
422	32244 62321	   	156.41	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2AART|359VULN|457ERES|5BPWR|6DUR|8CDMG|aRCR
423	32214 21815	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2AART|36VULN|47FEWX|5MBVNT|8DMG|9RCR|aCDMG
424	53523 16331	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3BELT|45VULN|6DMG|7RCR|8LHND|9NUKE|aAART
425	12126 32522	   	156.36	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|39DMG|4RCVC|5CDMG|6RCR|7aVULN|8FEWX
426	32214 13417	   	156.33	DCR|2VULN|1AART|1DMG|1ZMB	19LIT|2AART|39VULN|4FEWX|5MBVNT|6ZMB|79MLV|8RCR|9BPWR|aDMG
427	32214 18417	   	156.33	DCR|2VULN|1AART|1DMG|1ZMB	19LIT|2AART|39VULN|4FEWX|5MBVNT|6ZMB|79CGEN|8RCR|9BPWR|aDMG
428	53214 13226	   	156.29	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3LHND|4DMSP|5RCR|6aVULN|7AART|8DMG|9FEWX
429	31225 23335	   	156.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8CDMG|9FEWX|aAART
430	12126 32418	   	156.26	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|3aDMG|4RCVC|5CDMG|6RCR|79VULN|8MBVNT
431	12126 32422	   	156.26	DCR|2VULN|2DMG|1CDMG	1DMSP|2BELT|39DMG|4RCVC|5CDMG|6RCR|7aVULN|8MBVNT
432	62215 23412	   	156.19	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8DUR|9ASPD|aLWND
433	62215 23511	   	156.19	DCR|2DMG|1AART|1CDMG|1DUR|1ASPD	1NUKE|25DMG|38CGEN|4AART|6RCR|7CDMG|9ASPD|aDUR
434	63122 31322	 * 	156.14	DCR|3DMG|1VULN|2CDMG	1NUKE|27CDMG|3RCVC|47BASICY|567DMG|7BPWR|8RCR|9LWND|aVULN
435	63122 31342	   	156.14	DCR|3DMG|1VULN|2CDMG	1NUKE|27CDMG|3RCVC|47BASICY|567DMG|7BPWR|8RCR|9FEWX|aVULN
436	53133 83113	   	156.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6VULN|7AART|8RCR|9DUR|aZMB
437	32214 11454	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3aVULN|4FEWX|5MBVNT|6ZMB|7RMIN|8RCR|9DMG
438	32214 13454	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3aVULN|4FEWX|5MBVNT|6ZMB|7MLV|8RCR|9DMG
439	32224 11454	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3aVULN|4BEXP|5MBVNT|6ZMB|7RMIN|8RCR|9DMG
440	32224 13454	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3aVULN|4BEXP|5MBVNT|6ZMB|7MLV|8RCR|9DMG
441	32262 56311	 * 	156.12	DCR|2AART|1VULN|1DMG|2DUR	1LIT|28AART|3VULN|4BELT|59DUR|6RCR|7DMG|aFEWX
442	32262 56312	   	156.12	DCR|2AART|1VULN|1DMG|2DUR	1LIT|28AART|3VULN|4BELT|59DUR|6RCR|7DMG|aLWND
443	32262 56313	   	156.12	DCR|2AART|1VULN|1DMG|2DUR	1LIT|28AART|3VULN|4BELT|59DUR|6RCR|7DMG|aCGEN
444	32262 56331	   	156.12	DCR|2AART|1VULN|1DMG|2DUR	1LIT|28AART|3VULN|4BELT|5aDUR|6RCR|7DMG|9CGEN
445	62215 23411	   	156.09	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8DUR|9ASPD|aERES
446	12116 21125	   	156.08	DCR|3DMG|1AART|1VULN	17DMSP|2BELT|369DMG|4VULN|5CGEN|8RCR|aAART
447	12332 61145	   	156.08	DCR|3DMG|1AART|1VULN	17DMSP|2BELT|3RMIN|459DMG|6VULN|8RCR|aAART
448	12114 24315	   	156.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMSP|2BELT|3DMG|4aVULN|5DUST|6ASPD|7AART|8RCR|9DUR
449	12111 21145	   	155.98	DCR|3DMG|1AART|1VULN	17DMSP|2BELT|369DMG|4VULN|5ERES|8RCR|aAART
450	12133 61145	   	155.98	DCR|3DMG|1AART|1VULN	17DMSP|2BELT|349DMG|5ERES|6VULN|8RCR|aAART
451	61123 32123	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2FEWX|3LIT|47VULN|5ZMB|6ASPD|8DMG|9RCR|aAART
452	61363 32123	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2FEWX|37VULN|4LIT|5ZMB|6ASPD|8DMG|9RCR|aAART
453	61125 62123	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1NUKE|2FEWX|3LIT|47VULN|5DMG|6ZMB|8ASPD|9RCR|aAART
454	22123 26453	   	155.82	ACR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2CGEN|3LIT|46VULN|5RCR|78DMG|9CDMG|aDUR
455	53133 83148	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6aVULN|7AART|8RCR|9MLV
456	34131 21633	   	155.77	DCR|3VULN|1AART|2ZMB	128LIT|28BPWR|3BASHEA|48ZMB|578VULN|6RCR|9BEXP|aAART
457	34131 21653	   	155.77	DCR|3VULN|1AART|2ZMB	128LIT|28BPWR|3BASHEA|48ZMB|578VULN|6RCR|9FEWX|aAART
458	34431 21633	   	155.77	DCR|3VULN|1AART|2ZMB	128LIT|28BPWR|3AIRHEL|48ZMB|578VULN|6RCR|9BEXP|aAART
459	12141 31653	   	155.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|2BELT|3DMG|4LIT|5AART|6VULN|7RCR|8DUR|9CDMG|aASPD
460	53131 23163	   	155.70	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2CDMG|3DMG|4LWND|5LHND|6RCR|7AART|8ZMB|9RCVC|aVULN
461	11311 56353	   	155.67	DCR|3VULN|1AART|1CDMG	1DMSP|25BEXP|3RMIN|4AART|6CDMG|7RCR|89aVULN
462	32621 21215	   	155.66	ACR|2AART|1VULN|1DMG|2ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|89ZMB|aRCVC
463	11413 13632	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1DMSP|2BEXP|3ASPD|4AART|5BASICY|6RCR|7aVULN|8BELT|9DMG
464	62215 24113	   	155.66	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|37CGEN|4AART|6RCR|8RPLT|9ASPD|aVULN
465	62215 26121	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1NUKE|25DMG|39CGEN|4AART|6RCR|7DUR|8VULN|aFEWX
466	62215 26123	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1NUKE|25DMG|39CGEN|4AART|6RCR|7DUR|8VULN|aBEXP
467	62215 26132	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7DUR|8VULN|9FEWX|aBEXP
468	62215 21316	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7ERES|8MGNSTR|9DUR|aVULN
469	62215 21532	   	155.56	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|39CGEN|4AART|6RCR|7ERES|8VULN|aASPD
470	62215 26131	   	155.56	DCR|2DMG|1AART|1VULN|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7DUR|8VULN|9FEWX|aDUST
471	53124 13163	   	155.49	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CDMG|3DMG|4ERES|5RCR|6aVULN|7LIT|8AART|9LEGI
472	62215 21511	   	155.46	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7ERES|8VULN|9AIRHEA|aASPD
473	34241 21362	   	155.45	ACR|2DMG|1AART|1VULN|1ZMB	12LIT|2BPWR|3BEXP|4AART|5RCR|6RPLT|78DMG|9ZMB|aVULN
474	53131 23416	 * 	155.32	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1BEXP|2CDMG|3DMG|4LWND|5LHND|6RCR|7AART|89DUR|aVULN
475	11212 11356	   	155.32	DCR|3VULN|1AART|1ZMB	1DMSP|2BEXP|3CGEN|4AART|5BASICY|6RCR|7ZMB|89aVULN
476	11313 11356	   	155.32	DCR|3VULN|1AART|1ZMB	1DMSP|2BEXP|3RMIN|4AART|5BASICY|6RCR|7ZMB|89aVULN
477	12163 45713	   	155.26	DCR|3DMG|2VULN	1DMSP|2BELT|378DMG|4MBVNT|58LIT|6RCR|8BPWR|9aVULN
478	22123 66224	   	155.19	ACR|2VULN|1AART|1DMG|1CDMG	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|7DMG|8MLV|9AART|aCDMG
479	66215 32111	 * 	155.17	DCR|3DMG|1AART|3DUR	1NUKE|237DUR|4AART|57aDMG|6RPLT|7BPWR|8RCVC|9RCR
480	12163 45113	   	155.16	DCR|3DMG|2VULN	1DMSP|2BELT|378DMG|4MBVNT|5LIT|6RCR|9aVULN
481	63643 33111	   	155.13	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1NUKE|25CDMG|3aVULN|4ZMB|6RCVC|7DMG|8ASPD|9RCR
482	22123 26224	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|3LIT|46VULN|5RCR|7DMG|8MLV|9AART|aCDMG
483	22363 26224	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|36VULN|4LIT|5RCR|7DMG|8MLV|9AART|aCDMG
484	53324 14311	   	155.09	ACR|2VULN|1AART|1DMG|1CDMG	178BEXP|2CDMG|3RMIN|48ERES|5RCR|68VULN|8BPWR|9AART|aDMG
485	22123 62221	   	155.08	ACR|3VULN|1AART|1ZMB|1DUR	16FEWX|2CGEN|3LIT|467VULN|5RCR|6BPWR|8DUR|9AART|aZMB
486	25423 62221	   	155.08	ACR|3VULN|1AART|1ZMB|1DUR	16FEWX|2LIT|3CGEN|467VULN|5RCR|6BPWR|8DUR|9AART|aZMB
487	32621 22253	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8BEXP|9DUR|aZMB
488	32621 22353	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8LHND|9DUR|aZMB
489	32621 22411	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB|aLWND
490	32621 22413	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB|aBEXP
491	32621 22414	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17aLIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB
492	32621 22415	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB|aFEWX
493	32621 22416	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB|aRMIN
494	32621 22553	   	155.07	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8FEWX|9DUR|aZMB
495	22123 26624	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2CGEN|3LIT|46VULN|5RCR|7DMG|8NUKE|9AART|aCDMG
496	21315 35531	   	154.98	DCR|3DMG|1AART|1VULN	126FEWX|3RMIN|4AART|568DMG|6BPWR|7BELT|9VULN|aRCR
497	22123 22221	   	154.98	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|2CGEN|3LIT|467VULN|5RCR|8DUR|9AART|aZMB
498	22363 22221	   	154.98	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|2CGEN|367VULN|4LIT|5RCR|8DUR|9AART|aZMB
499	25423 22221	   	154.98	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|2LIT|3CGEN|467VULN|5RCR|8DUR|9AART|aZMB
500	32621 22412	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9ZMB|aLEGI
501	32621 22443	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	17LIT|23AART|47VULN|5RCR|6RPLT|7BPWR|8DUR|9MBVNT|aZMB
502	32621 24253	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|47VULN|5RCR|6RPLT|8BEXP|9DUR|aZMB
503	32621 24353	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|47VULN|5RCR|6RPLT|8LHND|9DUR|aZMB
504	32621 24411	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LIT|23AART|47VULN|5RCR|6RPLT|8DUR|9ZMB|aLWND
