0	Index      	 *	Score 	Summary	Detail	
1	24631 61312	 * 	206.19	ACR|2VULN|3AART|2BEXP|1ASPD	1DUST|29BEXP|368AART|4RCR|5ASPD|7aVULN
305	24631 12223	   	177.92	ACR|2AART|1ASPD|1DMG|1BEXP|1CDMG	168DUST|2BEXP|3aAART|4RCR|5ASPD|7DMG|9CDMG
306	64213 11333	   	177.92	ACR|2BEXP|1ASPD|1DMG|1VULN|1CDMG	1FEWX|29BEXP|3DMG|4ERES|5RCR|6TLV|7CDMG|8ASPD|aVULN
307	24631 26233	   	177.90	ACR|2BEXP|1ASPD|1VULN|1AART|1CDMG	1DUST|29BEXP|3AART|4RCR|5ASPD|6LHND|7RPLT|8CDMG|aVULN
308	24631 36233	   	177.90	ACR|2BEXP|1ASPD|1VULN|1CDMG|1AART	1DUST|29BEXP|3AART|4RCR|5ASPD|6LWND|7RPLT|8CDMG|aVULN
309	24633 22142	   	177.90	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG	1DUST|29BEXP|3AART|4RCR|5BELT|6ASPD|7LIT|8VULN|aCDMG
310	15338 13512	 * 	177.88	ACR|1BASARM|2VULN|1ASPD	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7aVULN|8ASPD|9DUR
311	15338 13522	   	177.88	ACR|1BASARM|2VULN|1ASPD	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7aVULN|8ASPD|9LHND
312	15331 16372	   	177.80	ACR|2BEXP|1DMG|1VULN|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMG|67BEXP|8AART|9CDMG|aVULN
313	15338 11272	   	177.78	ACR|1BASARM|2VULN|1DMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7DMG|8SPLARM|9aVULN
314	12331 14372	   	177.70	ACR|2BEXP|1DMG|1VULN|1CDMG|1AART	1MDPS|2AME|3MBVNT|4RCR|5DMG|67BEXP|8AART|9CDMG|aVULN
315	12331 14686	   	177.70	ACR|2BEXP|1DMG|1VULN|1CDMG|1AART	1MDPS|2AME|3MBVNT|4RCR|5DMG|67BEXP|8CDMG|9VULN|aAART
316	24631 23531	   	177.68	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1AAC	17DUST|2BEXP|3AART|4RCR|5ASPD|6LHND|8VULN|9AAC|aDMG
317	24631 33531	   	177.68	ACR|1VULN|1ASPD|1DMG|1BEXP|1AART|1AAC	17DUST|2BEXP|3AART|4RCR|5ASPD|6LWND|8VULN|9AAC|aDMG
318	24633 22152	   	177.65	ACR|2VULN|1ASPD|1BEXP|1AART|1CDMG	1DUST|2BEXP|3AART|4RCR|5BELT|6ASPD|7LIT|89VULN|aCDMG
319	12371 25354	   	177.61	ACR|1BASARM|1ASPD|1VULN|1AART	1MDPS|2AME|3MBVNT|4ASPD|5RCR|6ERES|7CGEN|8AART|9BASARM|aVULN
320	15125 34724	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|3aBEXP|4MBVNT|5RCR|6TLV|7BASARM|8DMG|9CGEN
321	15125 34742	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6TLV|7BASARM|8DMG|aRPLT
322	15125 34743	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6TLV|7BASARM|8DMG|aDUR
323	15125 44724	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|3aBEXP|4MBVNT|5RCR|6AME|7BASARM|8DMG|9CGEN
324	15125 44742	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6AME|7BASARM|8DMG|aRPLT
325	15125 44743	   	177.59	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6AME|7BASARM|8DMG|aDUR
326	31213 13336	   	177.59	ACR|1BASARM|2BEXP|1DMG	1DUR|2LWND|3DMG|4ERES|5RCR|6TLV|78BEXP|9AME|aBASARM
327	34213 13436	   	177.59	ACR|1BASARM|2BEXP|1DMG	1DUR|28BEXP|3DMG|4ERES|5RCR|6TLV|7FEWX|9AME|aBASARM
328	34213 43235	   	177.59	ACR|1BASARM|2BEXP|1DMG	16DUR|28BEXP|3DMG|4ERES|5RCR|79AME|aBASARM
329	61213 13436	   	177.59	ACR|1BASARM|2BEXP|1DMG	1FEWX|2LWND|3DMG|4ERES|5RCR|6TLV|78BEXP|9AME|aBASARM
330	24631 12331	   	177.58	ACR|1ASPD|1DMG|1VULN|1BEXP|1AART|1AAC	16DUST|2BEXP|3AART|4RCR|5ASPD|7DMG|8TLV|9AAC|aVULN
331	24633 23431	   	177.55	ACR|2VULN|2AART|1ASPD|1BEXP	1DUST|2BEXP|39AART|4RCR|5BELT|6ASPD|7RMIN|8aVULN
332	24633 24131	   	177.55	ACR|2VULN|2AART|1ASPD|1BEXP	1DUST|2BEXP|37AART|4RCR|5BELT|6ASPD|8CGEN|9aVULN
333	63613 31434	 * 	177.55	ACR|3DMG|2BEXP|1VULN	19FEWX|2AAC|39BEXP|4ERES|5RCR|6VULN|7MBVNT|89aDMG|9BPWR
334	64313 31434	   	177.55	ACR|3DMG|2BEXP|1VULN	19FEWX|29BEXP|3AAC|4ERES|5RCR|6VULN|7MBVNT|89aDMG|9BPWR
335	15125 34473	   	177.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6TLV|7BASARM|8aCDMG
336	15125 34744	   	177.49	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6aTLV|7BASARM|8DMG
337	15125 44443	   	177.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6AME|7BASARM|8aCDMG
338	15125 44744	   	177.49	ACR|1BASARM|2BEXP|1DMG	1MDPS|2ZMB|39BEXP|4MBVNT|5RCR|6AME|7BASARM|8DMG|aTLV
339	16525 44443	   	177.49	ACR|1BASARM|2BEXP|2CDMG	1MDPS|29BEXP|3ZMB|4MBVNT|5RCR|6AME|7BASARM|8aCDMG
340	34213 63235	   	177.49	ACR|1BASARM|2BEXP|1DMG	1DUR|28BEXP|3DMG|46ERES|5RCR|79AME|aBASARM
341	12338 14458	 * 	177.49	ACR|1BASARM|2AAC|1BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|6BEXP|7BASARM|8CDMG|9aAAC
342	15333 14458	   	177.49	ACR|1BASARM|2AAC|1BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|6BEXP|7BASARM|8CDMG|9aAAC
343	12125 24443	   	177.39	ACR|1BASARM|2BEXP|2CDMG	1MDPS|2AME|39BEXP|4MBVNT|5RCR|6AAC|7BASARM|8aCDMG
344	12125 24731	   	177.39	ACR|1BASARM|2BEXP|1DMG	1MDPS|29AME|3aBEXP|4MBVNT|5RCR|6AAC|7BASARM|8DMG
345	12125 24471	   	177.06	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8CDMG|9RCVC|aDMG
346	12331 26684	 * 	177.05	ACR|2ASPD|2DMG|1VULN	1MDPS|2AME|3MBVNT|4RCR|57DMG|6ERES|8aASPD|9VULN
347	15125 34412	   	176.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9VULN|aAAC
348	15125 44412	   	176.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9VULN|aAAC
349	16525 34412	   	176.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9VULN|aAAC
350	16525 44412	   	176.98	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9VULN|aAAC
351	24633 22162	   	176.86	ACR|2AART|1VULN|1ASPD|1BEXP|1CDMG	1DUST|2BEXP|39AART|4RCR|5BELT|6ASPD|7LIT|8VULN|aCDMG
352	24633 22163	   	176.78	ACR|2BEXP|2AART|1VULN|1ASPD	1DUST|2aBEXP|39AART|4RCR|5BELT|6ASPD|7LIT|8VULN
353	24631 63221	   	176.76	ACR|2AART|1VULN|1ASPD|1BEXP|1CDMG	1DUST|2BEXP|36AART|4RCR|5ASPD|7LIT|8MDPS|9CDMG|aVULN
354	24636 13212	   	176.76	ACR|3BEXP|2DMG|1AART	1DUST|26aBEXP|3AART|4RCR|5MSLTOX|78DMG|9RMIN
355	24636 13232	   	176.76	ACR|3BEXP|2DMG|1AART	1DUST|26aBEXP|3AART|4RCR|5MSLTOX|78DMG|9ZMB
356	24636 23212	   	176.74	ACR|2DMG|2BEXP|2AART	1DUST|2aBEXP|36AART|4RCR|5MSLTOX|78DMG|9RMIN
357	24636 23232	   	176.74	ACR|2DMG|2BEXP|2AART	1DUST|2aBEXP|36AART|4RCR|5MSLTOX|78DMG|9ZMB
358	15338 13362	   	176.73	ACR|1BASARM|1VULN|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8AART|9CDMG|aRCVC
359	64213 11342	   	176.62	ACR|2VULN|1ASPD|1DMG|1BEXP|1CDMG	1FEWX|2BEXP|3DMG|4ERES|5RCR|6TLV|7CDMG|8ASPD|9aVULN
360	24632 32163	   	176.58	ACR|2BEXP|2AART|1ASPD|1VULN	1DUST|28BEXP|39AART|4RCR|56ERES|7ASPD|aVULN
361	12338 14446	   	176.51	ACR|1BASARM|2BEXP|1CDMG	1MDPS|2AME|3MBVNT|4RCR|5ZMB|69BEXP|7BASARM|8CDMG|aRCVC
362	15333 14446	   	176.51	ACR|1BASARM|2BEXP|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5AME|69BEXP|7BASARM|8CDMG|aRCVC
363	61213 31637	   	176.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1FEWX|2LWND|3DMG|4ERES|5RCR|6VULN|7MBVNT|8CDMG|9LHND|aBASARM
364	31643 13315	 * 	176.50	DCR|1BASARM|2BEXP|1VULN|1DMG|1AART	1DUR|2LWND|3AART|4BASARM|56BEXP|7DMG|8VULN|9LHND|aRCR
365	24633 22153	   	176.49	ACR|2VULN|2BEXP|1ASPD|1AART	1DUST|2aBEXP|3AART|4RCR|5BELT|6ASPD|7LIT|89VULN
366	12125 24412	   	176.42	ACR|1BASARM|1VULN|1BEXP|1CDMG|2AAC	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6aAAC|7BASARM|8CDMG|9VULN
367	15125 34223	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8LHND|9AART|aDMG
368	15125 34323	   	176.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8LWND|9AART|aDMG
369	15125 34461	   	176.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9DMG|aLWND
370	15125 34464	   	176.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9DMG|aRPLT
371	15125 44223	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8LHND|9AART|aDMG
372	15125 44323	   	176.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8LWND|9AART|aDMG
373	15125 44461	   	176.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9DMG|aLWND
374	15125 44464	   	176.41	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9DMG|aRPLT
375	15345 34823	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4LHND|5RCR|6TLV|7BASARM|8BEXP|9AART|aDMG
376	15345 44823	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2ZMB|3MBVNT|4LHND|5RCR|6AME|7BASARM|8BEXP|9AART|aDMG
377	16525 34223	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6TLV|7BASARM|8LHND|9AART|aDMG
378	16525 34323	   	176.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6TLV|7BASARM|8LWND|9AART|aDMG
379	16525 44223	   	176.41	ACR|1BASARM|1DMG|1BEXP|1AART	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6AME|7BASARM|8LHND|9AART|aDMG
380	16525 44323	   	176.41	ACR|1BASARM|1DMG|1AART|1BEXP	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|6AME|7BASARM|8LWND|9AART|aDMG
381	21643 13315	   	176.40	DCR|1BASARM|2BEXP|1VULN|1DMG|1AART	1DUST|2LWND|3AART|4BASARM|56BEXP|7DMG|8VULN|9LHND|aRCR
382	21643 13335	   	176.40	DCR|1BASARM|2BEXP|1VULN|1DMG|1AART	1DUST|2LWND|3AART|4BASARM|56BEXP|7DMG|8VULN|9FEWX|aRCR
383	15338 13361	   	176.40	ACR|1BASARM|1VULN|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8AART|9CDMG|aLWND
384	15338 13364	   	176.40	ACR|1BASARM|1VULN|1AART|1CDMG	1MDPS|2ZMB|3MBVNT|4RCR|5DMSP|6BASARM|7VULN|8AART|9CDMG|aDUR
385	12125 24771	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8DMG|9CDMG|aLWND
386	12125 24774	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8DMG|9CDMG|aRPLT
387	15125 34421	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|69TLV|7BASARM|8CDMG|aDMG
388	15125 34462	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9DMG|aAIRHEL
389	15125 34463	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6TLV|7BASARM|8CDMG|9DMG|aAEFBLL
390	15125 44462	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9DMG|aAIRHEL
391	15125 44463	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2ZMB|3BEXP|4MBVNT|5RCR|6AME|7BASARM|8CDMG|9DMG|aAEFBLL
392	16525 34421	   	176.31	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2BEXP|3ZMB|4MBVNT|5RCR|69TLV|7BASARM|8CDMG|aDMG
393	24632 32151	   	176.29	ACR|2VULN|2BEXP|1ASPD|1AART	1DUST|28BEXP|3AART|4RCR|56ERES|7ASPD|9aVULN
394	24631 12152	   	176.27	ACR|2BEXP|1ASPD|1DMG|1AART|1AAC	16DUST|28BEXP|3AART|4RCR|5ASPD|7DMG|9RPLT|aAAC
395	12125 24772	   	176.21	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8DMG|9CDMG|aAIRHEL
396	12125 24773	   	176.21	ACR|1BASARM|1DMG|1BEXP|1CDMG	1MDPS|2AME|3BEXP|4MBVNT|5RCR|6AAC|7BASARM|8DMG|9CDMG|aAEFBLL
