0	Index      	 *	Score 	Summary	Detail	
1	12212 45162	 * 	214.10	ACR|1BASARM|2AART|1VULN|1BASICY|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|68AART|7BASARM|9VULN|aBASICY
312	16261 22325	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8RMIN|9ASPD|aERES
313	16261 22332	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8RMIN|9DMG|aTLV
314	16261 22335	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8RMIN|9DMG|aERES
315	16261 31112	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9DUR|aCDMG
316	16261 31132	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9FEWX|aCDMG
317	16261 32126	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9ASPD|aCGEN
318	16261 32136	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9DMG|aCGEN
319	16261 32161	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9BELT|aASPD
320	16261 32226	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8RPLT|9AME|aDMG
321	16261 34122	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7DMG|8ZMB|9CDMG|aTLV
322	16261 34222	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7DMG|8CGEN|9CDMG|aAME
323	16261 34311	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7DMG|8RPLT|9MDPS|aCDMG
324	16261 42113	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|69MLV|7CDMG|8ERES|aDMG
325	16261 42331	   	186.51	ACR|1BASARM|1VULN|2CDMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6MLV|7aCDMG|8RMIN|9BEXP
326	12212 45322	   	186.51	ACR|1BASARM|1BASICY|1AART|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6AART|7BASARM|8CGEN|9ERES|aBASICY
327	12212 45432	   	186.51	ACR|1BASARM|1BASICY|1AART|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6AART|7BASARM|8ERES|9CGEN|aBASICY
328	56261 21133	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2VULN|3RCR|4LIT|5BASARM|6ZMB|7SPLARM|8ASPD|9CDMG|aDUST
329	56261 22122	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9ASPD|aAME
330	56261 22132	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1LWND|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9DMG|aAME
331	56261 32122	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9ASPD|aAME
332	56261 32132	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1LWND|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9DMG|aAME
333	62221 26613	   	186.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	15FEWX|2LHND|3RCR|4MDPS|6ERES|7ASPD|8BASARM|9BEXP|aCDMG
334	66261 21133	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1FEWX|2VULN|3RCR|4LIT|5BASARM|6ZMB|7SPLARM|8ASPD|9CDMG|aDUST
335	66261 22122	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1FEWX|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9ASPD|aAME
336	66261 22132	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1FEWX|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9DMG|aAME
337	66261 32122	   	186.51	ACR|1BASARM|1VULN|1ASPD|1CDMG	1FEWX|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9ASPD|aAME
338	66261 32132	   	186.51	ACR|1BASARM|1VULN|1DMG|1CDMG	1FEWX|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9DMG|aAME
339	16212 43336	   	186.49	ACR|2VULN|2ASPD|1AART|1BEXP	1DUST|27VULN|3RCR|4LHND|5BEXP|6AART|8MDPS|9aASPD
340	16261 61211	   	186.47	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|67BELT|8RCVC|9BEXP|aASPD
341	52232 43361	   	186.44	ACR|2VULN|3BEXP|1AART|1CDMG	1LWND|2LHND|3RCR|47VULN|589BEXP|6AART|aCDMG
342	16261 21133	   	186.41	ACR|1BASARM|1VULN|1ASPD|1CDMG	1aDUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7SPLARM|8ASPD|9CDMG
343	16261 22122	   	186.41	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9ASPD|aAME
344	16261 22125	   	186.41	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8aERES|9ASPD
345	16261 22132	   	186.41	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8ERES|9DMG|aAME
346	16261 22135	   	186.41	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|8aERES|9DMG
347	16261 32122	   	186.41	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9ASPD|aAME
348	16261 32125	   	186.41	ACR|1BASARM|1VULN|1ASPD|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8aERES|9ASPD
349	16261 32132	   	186.41	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8ERES|9DMG|aAME
350	16261 32135	   	186.41	ACR|1BASARM|1VULN|1DMG|1CDMG	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|8aERES|9DMG
351	16261 42131	   	186.41	ACR|1BASARM|1VULN|2CDMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6MLV|7aCDMG|8ERES|9BEXP
352	12252 23633	   	186.41	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DUST|24LHND|3RCR|5MDPS|6ERES|7ASPD|8BASARM|9BEXP|aCDMG
353	16261 62211	   	186.37	ACR|1BASARM|1VULN|1ASPD|1BEXP	17DUST|2VULN|3RCR|4LIT|5BASARM|6BELT|8RCVC|9BEXP|aASPD
354	16212 43161	   	186.34	ACR|2VULN|3BEXP|1AART|1CDMG	1DUST|27VULN|3RCR|4LHND|589BEXP|6AART|aCDMG
355	56222 33432	   	186.31	ACR|1BASARM|1VULN|2CDMG|1BEXP	1LWND|2VULN|3RCR|4MDPS|5SNITOX|6BEXP|7aCDMG|8MULARM|9BASARM
356	12224 23633	   	186.31	ACR|1BASARM|1ASPD|1BEXP|1CDMG	15DUST|2LHND|3RCR|4MDPS|6ERES|7ASPD|8BASARM|9BEXP|aCDMG
357	16222 33432	   	186.21	ACR|1BASARM|1VULN|2CDMG|1BEXP	1DUST|2VULN|3RCR|4MDPS|5SNITOX|6BEXP|7aCDMG|8MULARM|9BASARM
358	16243 33432	   	186.21	ACR|1BASARM|1VULN|2CDMG|1BEXP	1DUST|2VULN|3RCR|4MULARM|5MDPS|6BEXP|7aCDMG|8SPLARM|9BASARM
359	12223 61236	   	186.14	ACR|3ASPD|2BEXP|1AART	17aDUST|2LHND|3RCR|4MDPS|5AART|69aASPD|8aBEXP|aBPWR
360	12212 45118	   	186.00	ACR|1BASARM|2AART|1BEXP|1AAC	1DUST|2LHND|3RCR|4LWND|5BEXP|68AART|7BASARM|9MBVNT|aAAC
361	25633 23124	 * 	185.98	ACR|2ASPD|1DMG|2CDMG|1AART|1BEXP	1RPLT|2MDPS|39ASPD|4DMG|5RCR|69CDMG|7AART|89MLV|9BPWR|aBEXP
362	25633 53213	 * 	185.90	ACR|2ASPD|2DMG|1VULN|1BEXP	1RPLT|2MDPS|37ASPD|47DMG|5RCR|67FLTARM|7BPWR|8BEXP|9TLV|aVULN
363	62226 23124	   	185.84	ACR|2DMG|3CDMG|1VULN|1BEXP	18FEWX|2LHND|3RCR|4MDPS|568CDMG|78DMG|8BPWR|9VULN|aBEXP
364	16212 41336	 * 	185.70	ACR|2ASPD|1VULN|2AART|1BEXP	1DUST|2VULN|3RCR|4LHND|5BEXP|67AART|8MDPS|9aASPD
365	25611 13613	   	185.65	ACR|2ASPD|2BEXP|1DMG|1CDMG	1RPLT|2MDPS|37ASPD|4RCR|57ERES|67BEXP|7BPWR|8LHND|9DMG|aCDMG
366	52232 32526	 * 	185.62	ACR|2VULN|2BEXP|1ASPD|1DMG	1LWND|2LHND|3RCR|47VULN|5aBEXP|6DUR|8DMG|9ASPD
367	16261 22533	   	185.31	ACR|2VULN|1BASARM|2CDMG	1DUST|28VULN|3RCR|4LIT|5BASARM|69ZMB|7aCDMG
368	16261 32234	   	185.31	ACR|1BASARM|2VULN|2CDMG	1aDUST|2aVULN|3RCR|4LIT|5BASARM|6RMIN|7aCDMG|8RPLT|9LEGI|aBPWR
369	16261 32533	   	185.31	ACR|2VULN|1BASARM|2CDMG	1DUST|28VULN|3RCR|4LIT|5BASARM|6RMIN|7aCDMG|9ZMB
370	25633 12263	   	185.31	ACR|3ASPD|2DMG|1BEXP	1RPLT|2MDPS|38aASPD|4aDMG|5RCR|6BEXP|7ERES|9aDUST|aBPWR
371	16261 24111	   	185.29	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|68ZMB|7DMG|9BEXP|aRPLT
372	16261 24112	   	185.29	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|68ZMB|7DMG|9BEXP|aLWND
373	16261 53313	   	185.29	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6BEXP|7LHND|8DMG|9CGEN|aRMIN
374	16261 53331	   	185.29	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6BEXP|7LHND|8DMG|9DUR|aFEWX
375	12211 43461	   	185.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2LHND|3RCR|4LWND|5ZMB|6BEXP|7ASPD|8VULN|9BELT|aBASARM
376	12212 32453	   	185.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6DUR|7VULN|8LIT|9ASPD|aBASARM
377	56261 31113	   	185.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1LWND|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9DUR|aBEXP
378	56261 31133	   	185.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1LWND|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9FEWX|aBEXP
379	62212 26631	   	185.29	ACR|1BASARM|1ASPD|1VULN|1BEXP	1FEWX|2aLHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN
380	62212 26632	   	185.29	ACR|1BASARM|1ASPD|1VULN|1BEXP	1aFEWX|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN
381	62212 26633	   	185.29	ACR|1BASARM|1ASPD|1VULN|1BEXP	1FEWX|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN|aRPLT
382	66261 31113	   	185.29	ACR|1BASARM|1VULN|1ASPD|1BEXP	1FEWX|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9DUR|aBEXP
383	52263 35214	   	185.28	ACR|1BASARM|2AART|1DMG	1LWND|2LHND|3RCR|4MDPS|56AART|7BASARM|8RCVC|9MBVNT|aDMG
384	25633 26121	 * 	185.25	ACR|3ASPD|1DMG|1VULN|1CDMG	1RPLT|2MDPS|379ASPD|4DMG|5RCR|6CDMG|8AEMAG|aVULN
385	25633 26321	   	185.25	ACR|3ASPD|1DMG|1VULN|1CDMG	1RPLT|2MDPS|379ASPD|4DMG|5RCR|6CDMG|8AEFBLL|aVULN
386	16261 24113	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|68ZMB|7DMG|9BEXP|aAME
387	16261 31113	   	185.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9DUR|aBEXP
388	16261 31133	   	185.19	ACR|1BASARM|1VULN|1ASPD|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7SPLARM|8ASPD|9FEWX|aBEXP
389	16261 34321	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6RMIN|7DMG|8RPLT|9FLTFST|aBEXP
390	16261 53311	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6BEXP|7LHND|8DMG|9CGEN|aERES
391	16261 53312	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1aDUST|2VULN|3RCR|4LIT|5BASARM|6BEXP|7LHND|8DMG|9CGEN
392	16261 53333	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|6BEXP|7LHND|8DMG|9DUR|aMDPS
393	16261 61132	   	185.19	ACR|1BASARM|1VULN|1DMG|1BEXP	1DUST|2VULN|3RCR|4LIT|5BASARM|67BELT|8AME|9DMG|aBEXP
394	12212 23631	   	185.19	ACR|1BASARM|1ASPD|1VULN|1BEXP	1DUST|2aLHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN
395	12212 23632	   	185.19	ACR|1BASARM|1ASPD|1VULN|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN|aFEWX
396	12212 23633	   	185.19	ACR|1BASARM|1ASPD|1VULN|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN|aDUR
397	12212 23634	   	185.19	ACR|1BASARM|1ASPD|1VULN|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN|aLIT
398	12212 23635	   	185.19	ACR|1BASARM|1ASPD|1VULN|1BEXP	1DUST|2LHND|3RCR|4LWND|5BEXP|6ERES|7ASPD|8BASARM|9VULN|aDMSP
399	56261 11313	   	185.12	ACR|2VULN|1BASARM|1ASPD	19LWND|28VULN|3RCR|47LIT|5BASARM|6RCVC|aASPD
400	56261 12313	   	185.12	ACR|2VULN|1BASARM|1ASPD	19LWND|28VULN|3RCR|4LIT|5BASARM|6RCVC|7DMSP|aASPD
401	16261 62132	   	185.09	ACR|1BASARM|1VULN|1DMG|1BEXP	17DUST|2VULN|3RCR|4LIT|5BASARM|6BELT|8AME|9DMG|aBEXP
402	26135 11113	   	185.03	ACR|1BASARM|2VULN|1AART|1CDMG	14RPLT|29VULN|3DMSP|5RCR|6CDMG|7BASARM|8DUST|aAART
403	26135 11613	   	185.03	ACR|1BASARM|2VULN|1AART|1CDMG	14RPLT|29VULN|3DMSP|5RCR|6CDMG|7BASARM|8MBVNT|aAART
404	26155 11113	   	185.03	ACR|1BASARM|2VULN|1AART|1CDMG	1RPLT|29VULN|34DMSP|5RCR|6CDMG|7BASARM|8DUST|aAART
405	16261 32522	   	184.88	ACR|2VULN|1BASARM|1CDMG|1AAC	1DUST|28VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|9AAC|aDUR
406	25124 13163	   	184.86	ACR|1BASARM|1VULN|2CDMG|1AART	1RPLT|2MDPS|35CDMG|4RCR|5BPWR|6VULN|7AART|8BASARM|9RCVC|aVENTOX
407	16261 22523	   	184.78	ACR|2VULN|1BASARM|1CDMG|1AAC	1DUST|28VULN|3RCR|4LIT|5BASARM|6ZMB|7CDMG|9MDPS|aAAC
408	16261 32521	   	184.78	ACR|2VULN|1BASARM|1CDMG|1AAC	1DUST|28VULN|3RCR|4LIT|5BASARM|6RMIN|7CDMG|9AAC|aAME
409	66261 11332	   	184.54	ACR|2VULN|1BASARM|1BEXP|1AAC	1FEWX|28VULN|3RCR|47LIT|5BASARM|6RCVC|9AAC|aBEXP
410	62215 23411	 * 	184.43	ACR|3BEXP|1ASPD|1DMG|1CDMG	1FEWX|2LHND|3RCR|4LWND|5CDMG|689BEXP|7DMG|aASPD
411	12215 23411	   	184.33	ACR|3BEXP|1ASPD|1DMG|1CDMG	1DUST|2LHND|3RCR|4LWND|5CDMG|689BEXP|7DMG|aASPD
412	16226 32124	   	184.21	ACR|3VULN|3BEXP|1AART	19DUST|289VULN|3RCR|4MDPS|5RCVC|6AART|79aBEXP|9BPWR
413	16222 26432	   	184.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	18DUST|28VULN|3RCR|4MDPS|5SNITOX|6CDMG|78ASPD|8BPWR|9BEXP|aRMIN
414	16222 26433	   	184.14	ACR|2VULN|2ASPD|1BEXP|1CDMG	18DUST|28VULN|3RCR|4MDPS|5SNITOX|6CDMG|78ASPD|8BPWR|9BEXP|aCGEN
415	25124 13111	   	184.11	ACR|1BASARM|1VULN|2CDMG|1AART	1RPLT|2MDPS|35CDMG|4RCR|5BPWR|6VULN|7AART|8BASARM|9FEWX|aZMB
416	25124 13114	   	184.11	ACR|1BASARM|1VULN|2CDMG|1AART	1aRPLT|2MDPS|35CDMG|4RCR|5BPWR|6VULN|7AART|8BASARM|9FEWX
