0	Index      	 *	Score 	Summary	Detail	
1	21152 62336	 * 	234.56	DCR|4VULN|3DMG|2CDMG	179aVULN|2RPLT|357ERES|47aDMG|6RCR|7aBPWR|8aCDMG
315	33116 82644	   	207.83	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1MBVNT|2ASPD|349VULN|5DUR|6CDMG|7RCR|8AART|aMSE
316	32446 17832	   	207.80	DCR|3VULN|2ASPD|1AART|1AAC|1DUR	1MBVNT|23aVULN|3aBPWR|4AAC|5DUR|6RCR|7aASPD|8AART|9aERES
317	33437 11537	   	207.76	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6ZMB|79BEXP|8RCR|9BPWR|aDMG
318	33437 12533	   	207.76	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5SPLREG|6ZMB|79LWND|8RCR|9BPWR|aDMG
319	32483 74445	   	207.71	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB|1SELL	1MBVNT|239VULN|3BPWR|4SELL|5ASPD|6CDMG|7ZMB|8RCR|aAART
320	23221 61161	 * 	207.70	ACR|3VULN|2DMG|3CDMG|1AART	169VULN|249CDMG|3RCR|5LWND|7LIT|89DMG|9BPWR|aAART
321	32434 62671	   	207.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|69DMG|7RCR|8AART|aBEXP
322	32434 62672	   	207.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|69DMG|7RCR|8AART|aFEWX
323	32434 62673	   	207.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|69DMG|7RCR|8AART|aLIT
324	33436 81532	   	207.66	DCR|2VULN|2ASPD|1AART|1CDMG|2ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5BASFIG|6FEWX|79ZMB|8RCR|9BPWR|aAART
325	32434 62674	   	207.58	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1MBVNT|23VULN|3BPWR|4DUR|5CDMG|69DMG|7RCR|8AART|aMSE
326	32276 31544	   	207.57	DCR|2VULN|2ASPD|1AART|1DMG|2ZMB	1MBVNT|28VULN|3RPLT|4CGEN|58ZMB|68ASPD|7AART|8BPWR|9DMG|aRCR
327	33436 31532	   	207.56	DCR|2VULN|2ASPD|1AART|1CDMG|2ZMB	1MBVNT|29ASPD|3CDMG|49VULN|5BASFIG|6DUST|79ZMB|8RCR|9BPWR|aAART
328	23123 52561	   	207.54	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1VULN|2aCDMG|3ERES|4ZMB|5ASPD|6DUR|7RCR|8AART|9DMG
329	23124 52511	   	207.54	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB|1DUR	1VULN|2aCDMG|3ERES|4ZMB|5DUR|6DMG|7RCR|8AART|9ASPD
330	16115 14111	   	207.53	DCR|3VULN|2ASPD|1DMG|2DUR	18ASPD|25DUR|34aVULN|6DMG|7RCR|9BELT
331	26631 34111	   	207.53	DCR|3VULN|2ASPD|1DMG|2DUR	13aVULN|24DUR|5DMG|68ASPD|7RCR|9BELT
332	32256 31544	   	207.47	DCR|2VULN|2ASPD|1AART|1DMG|2ZMB	1MBVNT|28VULN|3RPLT|4ERES|58ZMB|68ASPD|7AART|8BPWR|9DMG|aRCR
333	33217 82544	   	207.47	DCR|2VULN|2ASPD|1AART|1DMG|2ZMB	1MBVNT|28ASPD|3AART|4ERES|58VULN|6RPLT|78ZMB|8BPWR|9DMG|aRCR
334	16627 34432	 * 	207.30	DCR|2ASPD|3CDMG|1VULN|1DMG|3DUR	17ASPD|257DUR|3MBVNT|457CDMG|57BPWR|6RCR|8FEWX|9DMG|aVULN
335	24215 14111	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	14VULN|2MLV|35DUR|69DMG|7RCR|8aASPD
336	26115 14111	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	14VULN|25DUR|3CGEN|69DMG|7RCR|8aASPD
337	26633 14111	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	13VULN|24DUR|5CGEN|69DMG|7RCR|8aASPD
338	53215 14111	   	207.28	DCR|2VULN|2DMG|2ASPD|2DUR	1RMIN|24VULN|35DUR|69DMG|7RCR|8aASPD
339	33463 23751	   	207.28	DCR|2VULN|1AART|2CDMG|1ASPD|1DMG	1MBVNT|2ASPD|3aCDMG|4BEXP|5AART|6DMG|79VULN|8RCR
340	32514 12636	   	207.25	DCR|3VULN|1AART|2CDMG|1ASPD	1MBVNT|249VULN|39LHND|59CDMG|6RMIN|7RCR|8AART|9BPWR|aASPD
341	61433 74224	 * 	207.20	DCR|2AART|2DMG|2ASPD|1VULN	1LHND|2RPLT|3MBVNT|46ASPD|56DMG|6BPWR|7VULN|89AART|aRCR
342	61442 74224	   	207.20	DCR|2AART|2DMG|2ASPD|1VULN	1LHND|2RPLT|3MBVNT|46DMG|56ASPD|6BPWR|7VULN|89AART|aRCR
343	32816 82111	   	207.18	DCR|3VULN|2DMG|1CDMG|2DUR	1MBVNT|24aVULN|3AME|5aDUR|6CDMG|7RCR|8LWND|9aDMG|aBPWR
344	32334 22872	 * 	207.15	ACR|3VULN|2DMG|2ASPD|1AART	1MBVNT|27aVULN|3aASPD|47LHND|5RCR|67DMG|7aBPWR|8AART|9aTLV
345	32616 82111	   	207.08	DCR|3VULN|2DMG|1CDMG|2DUR	1MBVNT|24aVULN|3TLV|5aDUR|6CDMG|7RCR|8LWND|9aDMG|aBPWR
346	32384 32177	 * 	206.92	DCR|2VULN|2ASPD|3CDMG|3ZMB	1MBVNT|27VULN|38ASPD|479ZMB|567CDMG|7BPWR|aRCR
347	33184 32317	   	206.92	DCR|2VULN|2ASPD|3CDMG|3ZMB	1MBVNT|27ASPD|39VULN|478ZMB|567CDMG|7BPWR|aRCR
348	22115 14161	   	206.90	DCR|3VULN|3ASPD|1DMG	145VULN|2LWND|3CGEN|6DMG|7RCR|89aASPD
349	33437 54623	   	206.79	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2ASPD|3CDMG|4aVULN|5SPLREG|6CGEN|7AART|8RCR|9DMG
350	33431 82782	   	206.78	DCR|3DMG|2ASPD|1VULN|2CDMG	1MBVNT|27ASPD|37CDMG|4VULN|5BEXP|678DMG|7BPWR|9CGEN|aRCR
351	33885 31312	   	206.76	DCR|3ASPD|2VULN|2DMG	1MBVNT|26aASPD|3aDMG|4FEWX|5RPLT|7RCR|8BEXP|9aVULN|aBPWR
352	33431 82547	   	206.68	DCR|2DMG|2ASPD|1VULN|2CDMG|2DUR	1MBVNT|27ASPD|37CDMG|4VULN|5BEXP|67DMG|7BPWR|8aDUR|9RCR
353	33535 31212	   	206.66	DCR|3ASPD|2VULN|2DMG	1MBVNT|26aASPD|3FEWX|4aDMG|5RPLT|7RCR|8LEGI|9aVULN|aBPWR
354	33713 31212	   	206.66	DCR|3ASPD|2VULN|2DMG	1MBVNT|26aASPD|3RPLT|4FEWX|5aDMG|7RCR|8LEGI|9aVULN|aBPWR
355	33885 31112	   	206.66	DCR|3ASPD|2VULN|2DMG	1MBVNT|26aASPD|3aDMG|4FEWX|5RPLT|7RCR|8DUST|9aVULN|aBPWR
356	32335 22246	   	206.37	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1MBVNT|27VULN|37ASPD|4LHND|5DUR|67DMG|7BPWR|8BASFIG|9ZMB|aRCR
357	33135 22246	   	206.37	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1MBVNT|27ASPD|37VULN|4LHND|5DUR|67DMG|7BPWR|8BASFIG|9ZMB|aRCR
358	32311 14368	   	206.32	DCR|5VULN|2ASPD	1MBVNT|2478aVULN|37ASPD|57aLWND|6RCR|7aBPWR|9aCGEN
359	32316 17434	   	206.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1MBVNT|24VULN|37ASPD|5DUR|6RCR|8LIT|9AART|aCDMG
360	33116 17434	   	206.31	DCR|2VULN|2ASPD|1AART|1CDMG|1DUR	1MBVNT|27ASPD|34VULN|5DUR|6RCR|8LIT|9AART|aCDMG
361	33417 32371	   	206.28	DCR|2DMG|2ASPD|3CDMG|1VULN	1MBVNT|29ASPD|359CDMG|45LWND|59BPWR|6RCR|7CGEN|89DMG|aVULN
362	53161 61311	   	206.22	DCR|5VULN|2ASPD	1RMIN|2379aVULN|489LIT|59ASPD|6RCR|9BPWR
363	53361 61311	   	206.22	DCR|5VULN|2ASPD	1RMIN|2379aVULN|39BPWR|489LIT|59ASPD|6RCR
364	32311 17318	   	206.21	DCR|3VULN|2ASPD|1DMG|1ZMB	1MBVNT|248VULN|37ASPD|5LWND|6RCR|9DMG|aZMB
365	33111 17318	   	206.21	DCR|3VULN|2ASPD|1DMG|1ZMB	1MBVNT|27ASPD|348VULN|5LWND|6RCR|9DMG|aZMB
366	23531 53211	   	206.11	DCR|3VULN|2DMG|1MDPS|3CDMG	16aVULN|27aCDMG|3BEXP|4MDPS|5CGEN|8RCR|9aDMG|aBPWR
367	23535 53211	   	206.11	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3BEXP|4MDPS|5AME|8RCR|9aDMG|aBPWR
368	32318 17318	   	206.11	DCR|3VULN|2ASPD|1DMG|1ZMB	1MBVNT|248VULN|37ASPD|5LEGI|6RCR|9DMG|aZMB
369	33118 17318	   	206.11	DCR|3VULN|2ASPD|1DMG|1ZMB	1MBVNT|27ASPD|348VULN|5LEGI|6RCR|9DMG|aZMB
370	33433 84741	   	206.08	DCR|2VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5RMIN|6CGEN|7BEXP|8aDMG|9RCR|aBPWR
371	12535 11511	   	206.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3aVULN|4DUR|5TLV|6RCR|7aFEWX|8CDMG|9aDMG|aBPWR
372	12535 12511	   	206.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3aVULN|4DUR|5TLV|6RCR|7aLHND|8CDMG|9aDMG|aBPWR
373	12535 13511	   	206.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3aVULN|4DUR|5TLV|6RCR|7aLWND|8CDMG|9aDMG|aBPWR
374	23533 53211	   	206.01	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3BEXP|4MDPS|5ERES|8RCR|9aDMG|aBPWR
375	23536 63211	   	206.01	DCR|3VULN|1MDPS|2DMG|3CDMG	15aVULN|27aCDMG|3BEXP|4MDPS|6TLV|8RCR|9aDMG|aBPWR
376	23631 53211	   	206.01	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3DUST|4MDPS|5CGEN|8RCR|9aDMG|aBPWR
377	23635 53211	   	206.01	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3DUST|4MDPS|5AME|8RCR|9aDMG|aBPWR
378	23643 53211	   	206.01	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3DUST|4MLV|5MDPS|8RCR|9aDMG|aBPWR
379	33238 27213	   	205.98	DCR|2VULN|2ASPD|1AART|2CDMG|1AAC	1MBVNT|2aASPD|3AART|47RCVC|5aVULN|6AAC|8RCR|9aCDMG|aBPWR
380	14231 12624	   	205.97	DCR|2DMG|2ASPD|1VULN|2CDMG	14ASPD|2RMIN|35CDMG|6RCR|7aDMG|8SPLREG|9VULN
381	14231 12651	   	205.97	DCR|2DMG|2ASPD|1VULN|2CDMG	14ASPD|2RMIN|35CDMG|6RCR|79DMG|8SPLREG|aVULN
382	14231 12653	 * 	205.97	DCR|2DMG|2ASPD|1AART|2CDMG	14ASPD|2RMIN|35CDMG|6RCR|79DMG|8SPLREG|aAART
383	23613 53211	   	205.91	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3DUST|4ERES|5MDPS|8RCR|9aDMG|aBPWR
384	23633 53211	   	205.91	DCR|3VULN|1MDPS|2DMG|3CDMG	16aVULN|27aCDMG|3DUST|4MDPS|5ERES|8RCR|9aDMG|aBPWR
385	23636 63211	   	205.91	DCR|3VULN|1MDPS|2DMG|3CDMG	15aVULN|27aCDMG|3DUST|4MDPS|6TLV|8RCR|9aDMG|aBPWR
386	31333 72311	   	205.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	1MBVNT|2MDPS|3CDMG|46ASPD|56DMG|6BPWR|7MULFIG|8aVULN|9RCR
387	31342 72311	   	205.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG	1MBVNT|2MDPS|3CDMG|46DMG|56ASPD|6BPWR|7MULFIG|8aVULN|9RCR
388	33432 84741	   	205.88	DCR|2VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aASPD|3CDMG|4aVULN|5TLV|6CGEN|7LEGI|8aDMG|9RCR|aBPWR
389	33536 36341	   	205.82	DCR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1MBVNT|2aASPD|3FEWX|4aDMG|5TLV|6RCR|7ZMB|8SELL|9aVULN|aBPWR
390	14231 12543	   	205.76	DCR|3ASPD|2DMG|3CDMG|1ZMB	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9CGEN|aZMB
391	14231 12563	   	205.76	DCR|3ASPD|2DMG|3CDMG|1ZMB	148ASPD|2RMIN|358CDMG|6RCR|78DMG|8BPWR|9AME|aZMB
392	21413 31154	   	205.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	149VULN|2RPLT|3MBVNT|5DUR|6ASPD|7AART|8DMG|aRCR
393	26224 31154	   	205.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	159VULN|2DUR|3MBVNT|4RPLT|6ASPD|7AART|8DMG|aRCR
394	32213 31154	   	205.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	1MBVNT|249VULN|3RPLT|5DUR|6ASPD|7AART|8DMG|aRCR
395	53116 13221	   	205.66	DCR|3VULN|2DMG|2ASPD	1RMIN|237VULN|4CGEN|57ASPD|67DMG|7BPWR|8TLV|9LIT|aRCR
396	53316 13221	   	205.66	DCR|3VULN|2DMG|2ASPD	1RMIN|237VULN|37BPWR|4CGEN|57ASPD|67DMG|8TLV|9LIT|aRCR
397	53111 33221	   	205.66	DCR|3VULN|2DMG|2ASPD	1RMIN|237VULN|4CGEN|57DMG|67ASPD|7BPWR|8TLV|9LIT|aRCR
398	53311 33221	   	205.66	DCR|3VULN|2DMG|2ASPD	1RMIN|237VULN|37BPWR|4CGEN|57DMG|67ASPD|8TLV|9LIT|aRCR
399	22115 14114	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	145VULN|2LWND|3CGEN|69DMG|7RCR|8ASPD|aDUR
400	24111 34224	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	138VULN|2MLV|4CGEN|5aDMG|6ASPD|7RCR|9DUR
401	53111 34224	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1RMIN|238VULN|4CGEN|5aDMG|6ASPD|7RCR|9DUR
402	53311 34224	   	205.65	DCR|3VULN|2DMG|1ASPD|1DUR	1RMIN|238VULN|3BPWR|4CGEN|5aDMG|6ASPD|7RCR|9DUR
403	22243 22877	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	17VULN|27LWND|3MBVNT|4DUR|5ASPD|67DMG|7BPWR|8AART|9TLV|aRCR
404	32321 22844	   	205.56	DCR|3VULN|2DMG|2ASPD	1MBVNT|278VULN|37ASPD|4DUST|5LWND|67DMG|7BPWR|9BEXP|aRCR
405	32321 22884	   	205.56	DCR|3VULN|2DMG|2ASPD	1MBVNT|278VULN|37ASPD|4DUST|5LWND|67DMG|7BPWR|9FEWX|aRCR
406	33121 22844	   	205.56	DCR|3VULN|2DMG|2ASPD	1MBVNT|27ASPD|378VULN|4DUST|5LWND|67DMG|7BPWR|9BEXP|aRCR
407	33121 22884	   	205.56	DCR|3VULN|2DMG|2ASPD	1MBVNT|27ASPD|378VULN|4DUST|5LWND|67DMG|7BPWR|9FEWX|aRCR
408	32242 63872	   	205.54	DCR|2VULN|2ASPD|1AART|2CDMG	1MBVNT|2aVULN|3RPLT|4DMSP|5ERES|6RCR|7aCDMG|8AART|9aASPD|aBPWR
409	33437 11538	   	205.53	DCR|3VULN|2ASPD|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49aVULN|5SPLREG|6ZMB|79BEXP|8RCR|9BPWR
410	33437 12524	   	205.53	DCR|3VULN|2ASPD|1CDMG|1ZMB	1MBVNT|2aASPD|3CDMG|49aVULN|5SPLREG|6ZMB|7aLWND|8RCR|aBPWR
411	33437 12538	   	205.53	DCR|3VULN|2ASPD|1CDMG|1ZMB	1MBVNT|29ASPD|3CDMG|49aVULN|5SPLREG|6ZMB|79LWND|8RCR|9BPWR
412	24111 44112	   	205.50	DCR|3DMG|2VULN|1ASPD|1ZMB	13VULN|2MLV|4CGEN|59aDMG|6ZMB|7RCR|8ASPD
413	53111 44112	   	205.50	DCR|3DMG|2VULN|1ASPD|1ZMB	1RMIN|23VULN|4CGEN|59aDMG|6ZMB|7RCR|8ASPD
414	53311 44112	   	205.50	DCR|3DMG|2VULN|1ASPD|1ZMB	1RMIN|23VULN|3BPWR|4CGEN|59aDMG|6ZMB|7RCR|8ASPD
415	31311 83218	 * 	205.43	DCR|3VULN|1MDPS|2CDMG|1ASPD|1DMG	1MBVNT|2MDPS|38CDMG|478VULN|58CGEN|6RCR|8BPWR|9DMG|aASPD
416	32116 17411	   	205.41	DCR|4VULN|2ASPD|2DUR	1MBVNT|249aVULN|3CGEN|5aDUR|6RCR|7aASPD|8RPLT|aBPWR
417	32816 17411	   	205.41	DCR|4VULN|2ASPD|2DUR	1MBVNT|249aVULN|3AME|5aDUR|6RCR|7aASPD|8RPLT|aBPWR
418	33174 62541	   	205.31	DCR|2VULN|2DMG|1ASPD|1CDMG|2DUR	1MBVNT|2ASPD|3aVULN|4ERES|5CDMG|6aDMG|7CGEN|8aDUR|9RCR|aBPWR
419	31313 83218	   	205.23	DCR|3VULN|1MDPS|2CDMG|1ASPD|1DMG	1MBVNT|2MDPS|38CDMG|478VULN|58ERES|6RCR|8BPWR|9DMG|aASPD
420	31314 88412	   	205.23	DCR|3VULN|1MDPS|2CDMG|1ASPD|1DMG|1AAC	1MBVNT|2MDPS|37CDMG|478VULN|5AAC|6RCR|7BPWR|9DMG|aASPD
421	36311 14281	   	205.19	DCR|3VULN|3ASPD|1CDMG	1MBVNT|257LWND|379ASPD|47aVULN|6RCR|7BPWR|8CDMG
422	11611 65233	 * 	205.16	ACR|2AART|2DMG|2ASPD|1VULN|1CDMG	18ASPD|2LIT|3RCR|4VULN|5CDMG|69DMG|7aAART
423	33431 63672	 * 	205.12	DCR|2ASPD|1VULN|1AART|2CDMG|1DMG	1MBVNT|2aASPD|37CDMG|4VULN|5BEXP|6RCR|8AART|9DMG
424	23123 32621	   	205.12	DCR|3ASPD|2VULN|2CDMG|1ZMB	1aVULN|2aCDMG|3ERES|4ZMB|589ASPD|6RCR|7aCGEN|aBPWR
425	32318 16844	   	205.07	DCR|4VULN|2ASPD|2DUR|1SELL	1MBVNT|249aVULN|39ASPD|5LEGI|6RCR|7SELL|89DUR|9BPWR
426	33118 16844	   	205.07	DCR|4VULN|2ASPD|2DUR|1SELL	1MBVNT|29ASPD|349aVULN|5LEGI|6RCR|7SELL|89DUR|9BPWR
427	32415 63246	   	204.99	DCR|3VULN|2DMG|1ASPD|2DUR	1MBVNT|239VULN|39BPWR|4SNIFST|59DUR|6ASPD|7LIT|89DMG|aRCR
428	33111 14368	   	204.98	DCR|4VULN|3ASPD	1MBVNT|27aASPD|3478VULN|57aLWND|6RCR|7aBPWR|9aCGEN
429	23324 43135	 * 	204.98	DCR|2MDPS|2VULN|2ASPD|2CDMG|2SPLREG	19VULN|23CDMG|49SPLREG|5aMDPS|6RCR|7RMIN|89ASPD|9BPWR
430	32311 14132	   	204.78	DCR|4VULN|3ASPD	1MBVNT|247aVULN|379ASPD|57LWND|6RCR|7BPWR|8LHND
431	32311 14332	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aCGEN
432	32311 14333	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aFEWX
433	32311 14335	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aLHND
434	32311 14336	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aRMIN
435	32311 14341	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|37aASPD|57LWND|6RCR|7BPWR|9AELBLL
436	32311 14351	   	204.78	DCR|4VULN|3ASPD	1MBVNT|2478VULN|37aASPD|57LWND|6RCR|7BPWR|9DMSP
437	32311 14832	   	204.78	DCR|4VULN|3ASPD	1MBVNT|247aVULN|379ASPD|57LWND|6RCR|7BPWR|8FEWX
438	33111 14132	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|347aVULN|57LWND|6RCR|7BPWR|8LHND
439	33111 14332	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aCGEN
440	33111 14333	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aFEWX
441	33111 14335	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aLHND
442	33111 14336	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aRMIN
443	33111 14341	   	204.78	DCR|4VULN|3ASPD	1MBVNT|27aASPD|3478VULN|57LWND|6RCR|7BPWR|9AELBLL
444	33111 14351	   	204.78	DCR|4VULN|3ASPD	1MBVNT|27aASPD|3478VULN|57LWND|6RCR|7BPWR|9DMSP
445	33111 14832	   	204.78	DCR|4VULN|3ASPD	1MBVNT|279ASPD|347aVULN|57LWND|6RCR|7BPWR|8FEWX
446	53161 61212	   	204.78	DCR|4VULN|3ASPD	1RMIN|2379VULN|49LIT|589ASPD|6RCR|9BPWR|aTSLARM
447	53361 61212	   	204.78	DCR|4VULN|3ASPD	1RMIN|2379VULN|39BPWR|49LIT|589ASPD|6RCR|aTSLARM
448	23336 11136	   	204.76	DCR|3VULN|1AART|2CDMG|1ASPD	18aVULN|23CDMG|4ASPD|5LIT|6AART|7RCVC|9RCR
449	32311 14334	   	204.68	DCR|4VULN|3ASPD|1MSE	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aMSE
450	32311 14338	   	204.68	DCR|4VULN|3ASPD|1SELL	1MBVNT|2478VULN|379ASPD|57LWND|6RCR|7BPWR|aSELL
451	33111 14334	   	204.68	DCR|4VULN|3ASPD|1MSE	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aMSE
452	33111 14338	   	204.68	DCR|4VULN|3ASPD|1SELL	1MBVNT|279ASPD|3478VULN|57LWND|6RCR|7BPWR|aSELL
453	32311 17331	   	204.58	DCR|4VULN|3ASPD	1MBVNT|248aVULN|379ASPD|5LWND|6RCR
454	33111 17331	   	204.58	DCR|4VULN|3ASPD	1MBVNT|279ASPD|348aVULN|5LWND|6RCR
