0	Index      	 *	Score 	Summary	Detail	
1	13416 53222	 * 	228.12	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|23aVULN|3BPWR|4ASPD|5DMG|6CDMG|7RMIN|8RCR|9ZMB
325	13224 36315	   	199.30	DCR|2VULN|2AART|1MDPS|2DMG	19AART|2aVULN|36AELBLL|4MDPS|56DMG|6BPWR|7RCR|8SPLJET
326	11311 62213	 * 	199.30	DCR|2VULN|2AART|1NUKE|1CDMG|1AAC	15AART|2CGEN|36VULN|4CDMG|7DMSP|8RCR|9AAC|aNUKE
327	13441 42212	 * 	199.29	DCR|2VULN|2AART|2AAC|1DMG|1ZMB|1DUR	14AART|23VULN|3BPWR|5ZMB|6DMG|7aAAC|8DUR|9RCR
328	14231 35523	   	199.28	DCR|3VULN|2DMG|1AART	1AART|2LHND|356VULN|47DMG|8RCR|9TLV|aRCVC
329	13414 12351	   	199.23	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|236VULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9DUST|aCDMG
330	13311 62213	   	199.20	DCR|2VULN|2AART|1NUKE|1CDMG|1AAC	15AART|26VULN|3ERES|4CDMG|7DMSP|8RCR|9AAC|aNUKE
331	12212 46521	   	199.15	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2DUR	1AART|25DUR|34VULN|6MDPS|7RCR|8ASPD|9DMG|aCGEN
332	12212 46522	   	199.15	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2DUR	1AART|25DUR|34VULN|6MDPS|7RCR|8ASPD|9DMG|aLWND
333	12211 13125	   	199.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1AART|2aDUR|34VULN|5TSLFST|6FEWX|7RCR|8DMG|9ASPD
334	13414 12312	   	199.15	DCR|3VULN|2AART|1ASPD	1aAART|236VULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9AME
335	14231 35531	   	199.06	DCR|3VULN|2DMG|1AART	1AART|2LHND|356VULN|47DMG|8RCR|9RMIN|aCGEN
336	12212 46523	   	199.05	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2DUR	1AART|25DUR|34VULN|6MDPS|7RCR|8ASPD|9DMG|aERES
337	13413 32536	 * 	199.02	DCR|3ASPD|2VULN|1AART|1ZMB	1AART|23VULN|3BPWR|48aASPD|5ERES|6DMSP|7ZMB|9RCR
338	14231 35521	   	198.96	DCR|3VULN|2DMG|1AART	1AART|2LHND|356VULN|47DMG|8RCR|9TLV|aCGEN
339	13414 12315	 * 	198.92	DCR|4VULN|1AART|1ASPD	1AART|236aVULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9AME
340	13414 12335	   	198.92	DCR|4VULN|1AART|1ASPD	1AART|236aVULN|3BPWR|4ASPD|5LIT|7RCVC|8RCR|9RPLT
341	62223 32453	 * 	198.92	DCR|2SPLARM|3VULN|2DMG|1SELL	19SPLARM|2ERES|39DMG|4TLV|5DUST|6RCR|7SELL|89aVULN|9BPWR
342	21221 45332	   	198.91	DCR|3DMG|2AART|1VULN|1ZMB	1MLV|236DMG|47AART|5ZMB|8VULN|9RPLT|aRCR
343	41221 45332	   	198.91	DCR|3DMG|2AART|1VULN|1ZMB	1AME|236DMG|47AART|5ZMB|8VULN|9RPLT|aRCR
344	31221 45332	   	198.81	DCR|3DMG|2AART|1VULN|1ZMB	1ERES|236DMG|47AART|5ZMB|8VULN|9RPLT|aRCR
345	13411 15312	   	198.59	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	1AART|23VULN|3BPWR|4ASPD|56DUR|7DMG|8CGEN|9RCR|aAAC
346	13411 15512	   	198.59	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	1AART|23VULN|3BPWR|4ASPD|56DUR|7DMG|8AME|9RCR|aAAC
347	12212 55433	 * 	198.49	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1AART|257DUR|34VULN|6CDMG|8RCR|9LIT|aDMG
348	14611 42212	   	198.43	DCR|3AART|2DMG|1VULN|1CDMG	15aAART|2LHND|37DMG|4CDMG|6BEXP|8RCR|9VULN
349	14611 52212	   	198.43	DCR|3AART|2DMG|1VULN|1CDMG	15aAART|2LHND|37DMG|4CDMG|6FEWX|8RCR|9VULN
350	14611 62223	   	198.43	DCR|3AART|2DMG|1VULN|1CDMG	15aAART|2LHND|37DMG|4CDMG|6VULN|8RCR|9RPLT
351	13415 52231	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4ASPD|5TLV|6CDMG|7ZMB|8RCR|9DUR|aLHND
352	13415 52232	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4ASPD|5TLV|6CDMG|7ZMB|8RCR|9DUR|aCGEN
353	13415 52233	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4ASPD|5TLV|6CDMG|7ZMB|8RCR|9DUR|aBEXP
354	13215 52213	   	198.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AART|29VULN|3AELBLL|4ASPD|5TLV|6CDMG|7ZMB|8RCR|aDUR
355	14611 32212	   	198.33	DCR|3AART|2DMG|1VULN|1CDMG	15aAART|2LHND|37DMG|4CDMG|6DUST|8RCR|9VULN
356	13414 22312	   	198.28	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|23VULN|3BPWR|4ASPD|5LIT|6CDMG|7LWND|8DMG|9RCR|aRCVC
357	13411 35224	 * 	198.24	DCR|2VULN|2AART|2ASPD|1DUR	17AART|23VULN|3BPWR|49ASPD|5DUR|6BEXP|8MLV|aRCR
358	64212 33361	 * 	198.22	DCR|2SPLARM|3DMG|2VULN	1aSPLARM|2CGEN|36aDMG|4LWND|5DMSP|7SPLREG|8aVULN|9RCR|aBPWR
359	64213 33361	   	198.22	DCR|2SPLARM|3DMG|2VULN	1aSPLARM|25CGEN|36aDMG|4LWND|7SPLREG|8aVULN|9RCR|aBPWR
360	21225 62431	 * 	198.15	DCR|3AART|2DMG|2CDMG|1ASPD	1MLV|23DMG|468AART|57CDMG|9ASPD|aRCR
361	13412 15224	   	198.14	DCR|2VULN|2AART|2ASPD|1DUR	17AART|23VULN|3BPWR|49ASPD|5DUST|6DUR|8MLV|aRCR
