0	Index      	 *	Score 	Summary	Detail	
1	52616 21132	 * 	209.56	ACR|3VULN|2AART|1ASPD|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aASPD
321	52126 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aNUKE
322	52216 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aMLV
323	52216 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aCGEN
324	52216 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4aFEWX|5ASPD|6RPLT|7RCR|9DMG
325	52216 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aDMG
326	52216 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aNUKE
327	52226 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aMLV
328	52226 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aCGEN
329	52226 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aFEWX
330	52226 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aDMG
331	52226 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aNUKE
332	52626 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7RCR|9DMG|aMSLREG
333	52331 64211	   	185.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|26VULN|3RCVC|4BEXP|5ZMB|7CGEN|8RCR|9DUR|aDMG
334	52632 11341	   	185.56	DCR|2AART|1VULN|1ASPD|1DMG	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aDMG
335	52632 11342	   	185.56	DCR|2AART|1VULN|1ASPD|1NUKE	14AART|2VULN|3FEWX|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
336	52136 36211	   	185.55	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|36ERES|4DUST|57ASPD|8RCR|9DUR|aDMG
337	52126 11236	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3aERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG
338	52136 11231	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9DMG|aMLV
339	52136 11233	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9DMG|aCGEN
340	52136 11235	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9DMG|aFEWX
341	52136 11241	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9LHND|aDMG
342	52136 11242	   	185.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9LHND|aNUKE
343	52226 11236	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aERES
344	52236 11231	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aMLV
345	52236 11233	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aCGEN
346	52236 11235	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aFEWX
347	52236 11241	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9LHND|aDMG
348	52236 11242	   	185.50	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9LHND|aNUKE
349	52331 65213	   	185.49	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|26VULN|3RCVC|4BEXP|5ZMB|7ASPD|8RCR|9DUR|aAIRARM
350	52531 13112	   	185.47	DCR|3VULN|1AART|1ASPD	1AART|27aVULN|38BELT|47LIT|57ERES|6RCR|7BPWR|9ASPD
351	54531 13112	   	185.47	DCR|3VULN|1AART|1ASPD	1AART|28BELT|37aVULN|47LIT|57ERES|6RCR|7BPWR|9ASPD
352	21633 23132	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	1FEWX|2BEXP|34AART|57DUR|6CDMG|89VULN|aRCR
353	52432 21632	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|29VULN|37DUR|5LHND|6CDMG|8FEWX|aRCR
354	52633 23142	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|3FEWX|57DUR|6CDMG|9BEXP|aRCR
355	56633 23132	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|2LWND|3FEWX|57DUR|6CDMG|89VULN|aRCR
356	15514 13122	   	185.43	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR|1SELL	1LWND|2SELL|3MDPS|467VULN|5ASPD|8AART|9DUR|aRCR
357	52416 21323	   	185.41	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9aRMIN
358	52136 11236	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3aERES|4DUST|5ASPD|6RPLT|7RCR|9DMG
359	52236 11236	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aERES
360	53348 82331	 * 	185.40	DCR|2AART|2AAC|1VULN|1ASPD|1DMG|1DUR	16AART|24AAC|3MBVNT|5DUR|7VULN|8ASPD|9RCR|aDMG
361	52531 13331	   	185.37	DCR|3VULN|1AART|1ASPD	1AART|27aVULN|3BELT|47LIT|57ERES|6RCR|7BPWR|8TLV|9ASPD
362	52531 13411	   	185.37	DCR|3VULN|1AART|1ASPD	1AART|278VULN|3BELT|47LIT|57ERES|6RCR|7BPWR|9ASPD|aDUST
363	52531 13522	   	185.37	DCR|3VULN|1AART|1ASPD	1AART|27aVULN|3BELT|47LIT|57ERES|6RCR|7BPWR|8ASPD|9DUST
364	52531 14112	   	185.37	DCR|3VULN|1AART|1ASPD	1AART|27aVULN|38BELT|4LIT|5ERES|6RCR|9ASPD
365	54531 13331	   	185.37	DCR|3VULN|1AART|1ASPD	1AART|2BELT|37aVULN|47LIT|57ERES|6RCR|7BPWR|8TLV|9ASPD
366	52633 23632	   	185.35	DCR|2VULN|2AART|1CDMG|2DUR	14AART|29VULN|3FEWX|57DUR|6CDMG|8DUST|aRCR
367	22666 12133	 * 	185.27	DCR|3VULN|2CDMG|1DMG|1AAC	15FEWX|2DUST|37aVULN|45CDMG|5BPWR|6RCR|8AAC|9DMG
368	22666 12233	 * 	185.27	DCR|3VULN|2CDMG|1DMG|1NUKE	15FEWX|2DUST|37aVULN|45CDMG|5BPWR|6RCR|8NUKE|9DMG
369	52531 14331	   	185.27	DCR|3VULN|1AART|1ASPD	1AART|27aVULN|3BELT|4LIT|5ERES|6RCR|8TLV|9ASPD
370	52116 11212	   	185.23	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
371	52126 11212	   	185.23	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
372	52216 11212	   	185.23	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
373	52226 11212	   	185.23	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
374	51461 21312	   	185.22	DCR|2AART|1VULN|1ASPD|2DUR|1ZMB	19AART|2RPLT|3aDUR|4VULN|5ZMB|6MLV|7RCR|8ASPD
375	52332 11351	   	185.20	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3RCVC|4BEXP|5LHND|6RPLT|7RCR|8ASPD|9CDMG
376	52352 11351	   	185.20	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|2aVULN|3RCVC|4LWND|5LHND|6RPLT|7RCR|8ASPD|9CDMG
377	52616 21322	 * 	185.20	ACR|2VULN|2AART|1MDPS|1DMG|1CDMG	17AART|25VULN|3FEWX|4RCR|6CDMG|8DMG|9RMIN|aMDPS
378	52136 11212	   	185.13	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
379	52236 11212	   	185.13	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9ZMB|aMDPS
380	52432 21353	   	185.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2VULN|37DUR|5LHND|6CDMG|8DMG|9LIT|aRCR
381	52633 23332	   	185.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2VULN|3FEWX|57DUR|6CDMG|8DMG|9CGEN|aRCR
382	52633 23353	   	185.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2VULN|3FEWX|57DUR|6CDMG|8DMG|9LIT|aRCR
383	52632 11234	   	185.05	DCR|2VULN|2AART|1DMG|1AAC	14AART|28VULN|3FEWX|5LHND|6RPLT|7RCR|9DMG|aAAC
384	55333 12511	   	185.01	DCR|3VULN|1AART|1ASPD	1AART|2RCVC|3BASARM|479VULN|5ASPD|6ERES|8RCR|aBEXP
385	55333 12512	   	185.01	DCR|3VULN|1AART|1ASPD	1AART|2RCVC|3BASARM|479VULN|5ASPD|6ERES|8RCR|aMLV
386	55333 12513	   	185.01	DCR|3VULN|1AART|1ASPD	1AART|2RCVC|3BASARM|479VULN|5ASPD|6ERES|8RCR|aLHND
387	55333 52311	   	184.93	DCR|2VULN|1AART|1ASPD|2DUR	1AART|2RCVC|39BASARM|49VULN|5ASPD|6RCR|7LHND|89DUR|9BPWR|aCGEN
388	55333 52312	   	184.93	DCR|2VULN|1AART|1ASPD|2DUR	1AART|2RCVC|39BASARM|49VULN|5ASPD|6RCR|7LHND|89DUR|9BPWR|aLWND
389	55333 52313	   	184.93	DCR|2VULN|1AART|1ASPD|2DUR	1AART|2RCVC|39BASARM|49VULN|5ASPD|6RCR|7LHND|89DUR|9BPWR|aBEXP
390	22666 12313	   	184.90	DCR|2VULN|1AART|2CDMG|2DUR	15aFEWX|2aDUST|37VULN|45CDMG|5aBPWR|6RCR|8aDUR|9AART
391	31334 22611	   	184.49	DCR|2AART|2ASPD|1VULN|1RMIN	124BEXP|39AART|5RMIN|6RCR|78ASPD|8BPWR|aVULN
392	52116 11226	 * 	184.48	DCR|2MDPS|2VULN|1AART|1ASPD	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9aMDPS
393	52216 11226	   	184.48	DCR|2MDPS|2VULN|1AART|1ASPD	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9aMDPS
394	52633 11216	   	184.45	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9ZMB|aRMIN
395	52633 24332	   	184.37	DCR|2VULN|2AART|1CDMG|1DUR	14AART|29VULN|3FEWX|5DUR|6CDMG|7MLV|8RMIN|aRCR
396	51461 21221	   	184.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RPLT|3DUR|48VULN|5ZMB|6MLV|7RCR|9LHND|aDMG
397	51461 21222	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|2RPLT|3DUR|48VULN|5ZMB|6MLV|7RCR|9LHND|aASPD
398	51161 21252	   	184.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RPLT|3FEWX|48VULN|5ZMB|6MLV|7RCR|9DMG|aDUR
399	51361 21252	   	184.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RPLT|3BEXP|48VULN|5ZMB|6MLV|7RCR|9DMG|aDUR
400	51561 21313	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|2RPLT|3LWND|4aVULN|5ZMB|6MLV|7RCR|8ASPD|9DUR
401	52426 11211	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3DUR|4aMLV|5ASPD|6RPLT|7RCR|9ZMB
402	52626 11212	   	184.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7RCR|9ZMB|aDUR
403	53114 61132	   	184.27	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5DUR|6RMIN|7FEWX|89VULN|aRCR
404	52166 11211	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aMLV
405	52166 11213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aCGEN
406	52266 11211	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aMLV
407	52266 11213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7RCR|9ZMB|aCGEN
408	52426 11213	   	184.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|28VULN|3DUR|4MLV|5ASPD|6RPLT|7RCR|9ZMB|aDUST
409	52416 21321	   	184.14	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9RMIN|aFEWX
410	52416 21322	   	184.14	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9RMIN|aLHND
411	52416 21333	   	184.14	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9CGEN|aRMIN
412	55223 12352	   	184.12	DCR|1SPLARM|2VULN|2AART|1DUR	14AART|2RCVC|3DUR|5BELT|6SPLARM|7aVULN|8ERES|9RCR
413	51613 63211	   	184.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	15AART|2RPLT|3AAC|4LHND|6CDMG|7aVULN|8RCR|9DUR
414	52116 11332	   	184.07	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3ERES|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aMDPS
415	52126 11332	   	184.07	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3ERES|4BEXP|58ASPD|6RPLT|7RCR|9DMG|aMDPS
416	52216 11332	   	184.07	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3TLV|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aMDPS
417	52226 11332	   	184.07	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3TLV|4BEXP|58ASPD|6RPLT|7RCR|9DMG|aMDPS
418	52432 26231	   	184.05	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3DUR|5LHND|6CDMG|7SPLJET|8RMIN|9ASPD|aRCR
419	52633 26231	   	184.05	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7SPLJET|8RMIN|9ASPD|aRCR
420	52136 11332	   	183.97	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3ERES|4DUST|58ASPD|6RPLT|7RCR|9DMG|aMDPS
421	52236 11332	   	183.97	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3TLV|4DUST|58ASPD|6RPLT|7RCR|9DMG|aMDPS
422	52531 13113	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|27VULN|38BELT|47LIT|57ERES|6RCR|7BPWR|9ASPD|aCDMG
423	54531 13113	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|28BELT|37VULN|47LIT|57ERES|6RCR|7BPWR|9ASPD|aCDMG
424	51461 21321	   	183.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1AART|2RPLT|3DUR|4VULN|5ZMB|6MLV|7RCR|8ASPD|9ERES|aDMG
425	51461 21322	   	183.86	DCR|1AART|1VULN|1ASPD|1NUKE|1ZMB|1DUR	1AART|2RPLT|3DUR|4VULN|5ZMB|6MLV|7RCR|8ASPD|9ERES|aNUKE
426	52426 12321	   	183.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3DUR|4MLV|58ASPD|6RPLT|7LHND|9RCR|aDMG
427	52426 12322	 * 	183.85	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3DUR|4MLV|58ASPD|6RPLT|7LHND|9RCR|aNUKE
428	52426 13321	   	183.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3DUR|4MLV|58ASPD|6RPLT|7FEWX|9RCR|aDMG
429	52426 13322	   	183.85	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3DUR|4MLV|58ASPD|6RPLT|7FEWX|9RCR|aNUKE
430	52531 13523	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|27VULN|3BELT|47LIT|57ERES|6RCR|7BPWR|8ASPD|9DUST|aCDMG
431	52531 14113	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1AART|27VULN|38BELT|4LIT|5ERES|6RCR|9ASPD|aCDMG
432	52312 11651	   	183.78	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2aVULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8ZMB|9CDMG
433	52333 11651	   	183.78	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2aVULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8ZMB|9CDMG
434	52116 14321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4FEWX|58ASPD|6RPLT|7DUR|9RCR|aDMG
435	52116 14322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3ERES|4FEWX|58ASPD|6RPLT|7DUR|9RCR|aNUKE
436	52126 14321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4BEXP|58ASPD|6RPLT|7DUR|9RCR|aDMG
437	52126 14322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3ERES|4BEXP|58ASPD|6RPLT|7DUR|9RCR|aNUKE
438	52166 12321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7LHND|9RCR|aDMG
439	52166 12322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7LHND|9RCR|aNUKE
440	52166 13321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7FEWX|9RCR|aDMG
441	52166 13322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7FEWX|9RCR|aNUKE
442	52216 14321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4FEWX|58ASPD|6RPLT|7DUR|9RCR|aDMG
443	52216 14322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3TLV|4FEWX|58ASPD|6RPLT|7DUR|9RCR|aNUKE
444	52226 14321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4BEXP|58ASPD|6RPLT|7DUR|9RCR|aDMG
445	52226 14322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3TLV|4BEXP|58ASPD|6RPLT|7DUR|9RCR|aNUKE
446	52266 12321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7LHND|9RCR|aDMG
447	52266 12322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7LHND|9RCR|aNUKE
448	52266 13321	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7FEWX|9RCR|aDMG
449	52266 13322	   	183.75	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7FEWX|9RCR|aNUKE
450	21633 41261	 * 	183.69	DCR|3VULN|2AART|1MDPS|1DUR	1FEWX|2BEXP|34AART|5DUR|68aVULN|7MDPS|9RCR
451	52136 14321	   	183.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUST|58ASPD|6RPLT|7DUR|9RCR|aDMG
452	52136 14322	   	183.65	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3ERES|4DUST|58ASPD|6RPLT|7DUR|9RCR|aNUKE
453	52236 14321	   	183.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUST|58ASPD|6RPLT|7DUR|9RCR|aDMG
454	52236 14322	   	183.65	DCR|2ASPD|1VULN|1AART|1NUKE|1DUR	1AART|2VULN|3TLV|4DUST|58ASPD|6RPLT|7DUR|9RCR|aNUKE
455	52432 11214	   	183.63	DCR|2VULN|2AART|1AAC|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aAAC
456	52633 11214	   	183.63	DCR|2VULN|2AART|1AAC|1ZMB|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9ZMB|aAAC
457	52116 11336	   	183.60	DCR|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3ERES|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aRMIN
458	52216 11336	   	183.60	DCR|2ASPD|1VULN|1AART|1DMG	1AART|2VULN|3TLV|4FEWX|58ASPD|6RPLT|7RCR|9DMG|aRMIN
459	55341 33331	   	183.60	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1AART|2RCVC|3BASARM|4DMG|5RPLT|6VULN|7ZMB|8DUR|9RCR|aASPD
460	52311 16352	   	183.59	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|27VULN|3RCVC|4DUR|5ZMB|6LWND|8FEWX|9RCR|aASPD
461	52316 22151	   	183.59	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|26VULN|3RCVC|4DUR|5LIT|7ASPD|8ZMB|9RCR|aCGEN
462	52331 16252	   	183.59	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|27VULN|3RCVC|4BEXP|5ZMB|6LWND|8DUR|9RCR|aASPD
463	52312 42353	   	183.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|26VULN|3RCVC|4DUR|5LHND|7DMG|8FEWX|9RCR|aZMB
464	52332 42253	   	183.59	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|26VULN|3RCVC|4BEXP|5LHND|7DMG|8DUR|9RCR|aZMB
465	52315 21142	   	183.52	DCR|2VULN|2AART|1CDMG|1DUR	17AART|28VULN|3RCVC|4DUR|5BEXP|6CDMG|9FEWX|aRCR
466	52333 21142	   	183.52	DCR|2VULN|2AART|1CDMG|1DUR	17AART|28VULN|3RCVC|4BEXP|5DUR|6CDMG|9FEWX|aRCR
467	53113 53252	   	183.49	DCR|2VULN|2AART|2CDMG|1AAC	14AART|2AAC|37CDMG|57CGEN|67VULN|7BPWR|8ERES|9RMIN|aRCR
468	52316 22152	   	183.49	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|26VULN|3RCVC|4DUR|5LIT|7ASPD|8ZMB|9RCR|aTSLFST
469	12615 23113	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aCGEN
470	12615 23116	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DUST|3VULN|4LIT|5CDMG|6RCR|7AART|8ASPD|9DMG|aDMSP
471	12615 23134	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LWND|2DUST|3VULN|49LIT|5CDMG|6RCR|7AART|8ASPD|aDMG
472	52113 46311	   	183.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3ERES|4FEWX|5RCR|8ASPD|9DUR|aDMG
473	52123 46311	   	183.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3ERES|4BEXP|5RCR|8ASPD|9DUR|aDMG
474	52213 46311	   	183.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3TLV|4FEWX|5RCR|8ASPD|9DUR|aDMG
475	52223 46311	   	183.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1AART|267VULN|3TLV|4BEXP|5RCR|8ASPD|9DUR|aDMG
476	53324 34212	   	183.41	DCR|2VULN|2AART|1ASPD|1AAC	17AART|2AAC|3MBVNT|4DUST|58VULN|6RCR|9LHND|aASPD
477	53324 34222	   	183.41	DCR|2VULN|2AART|1ASPD|1AAC	17AART|2AAC|3MBVNT|4DUST|58VULN|6RCR|9FEWX|aASPD
478	53324 34282	   	183.41	DCR|2VULN|2AART|1ASPD|1AAC	17AART|2AAC|3MBVNT|4DUST|58VULN|6RCR|9BEXP|aASPD
479	52124 11236	   	183.37	DCR|3VULN|1AART|1DMG	1AART|28aVULN|3ERES|4BEXP|5CGEN|6RPLT|7RCR|9DMG
480	52152 11236	   	183.37	DCR|3VULN|1AART|1DMG	1AART|28aVULN|3ERES|4CGEN|5LHND|6RPLT|7RCR|9DMG
