0	Index      	 *	Score 	Summary	Detail	
1	22153 42432	 * 	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|28aDMG|39VULN|4ASPD|5RMIN|6RCR|7ZMB
318	34133 42152	 * 	182.07	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|89AART|aDUR
319	32133 42152	   	181.97	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|89AART|aDUR
320	31611 31153	   	181.96	DCR|2VULN|2ASPD|2CDMG|1DUR	1RMIN|236DUST|48CDMG|58ASPD|78VULN|8BPWR|9DUR|aRCR
321	43111 25252	 * 	181.93	DCR|1MDPS|2ASPD|1VULN|1AART|1CDMG	1VULN|2CGEN|3AELBLL|4CDMG|58ASPD|6LIT|7RCR|9AART|aMDPS
322	43112 33321	   	181.87	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5aRCVC|7ASPD|8AART|9RCR
323	31611 31143	 * 	181.87	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|236DUST|48CDMG|58ASPD|78VULN|8BPWR|9RCR|aMDPS
324	26213 56332	   	181.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LEGI|2CGEN|3AART|4DUR|5ZMB|6MLV|7DMG|8RCR|9VULN|aASPD
325	16126 31245	   	181.76	DCR|2VULN|2ASPD|1AART	1AME|2LWND|35VULN|4CGEN|6RCR|79ASPD|8MBVNT|aAART
326	31126 31144	   	181.76	DCR|2VULN|2ASPD|1AART	1RMIN|2DUST|35VULN|4CGEN|6RCR|79ASPD|8LHND|aAART
327	32543 31622	   	181.76	DCR|2VULN|2ASPD|1AART	15RMIN|2TLV|39VULN|4FEWX|6RCR|78ASPD|aAART
328	23513 63331	 * 	181.68	DCR|1SPLARM|2VULN|1ASPD|1DMG|1DUR	1LEGI|2RPLT|3ASPD|4ERES|5DMG|6RCR|7DUR|8SPLARM|9aVULN
329	21126 31344	   	181.66	DCR|2VULN|2ASPD|1AART	1LEGI|2ERES|35VULN|4CGEN|6RCR|79ASPD|8FEWX|aAART
330	42526 31311	 * 	181.66	DCR|3VULN|1ASPD|1NUKE	158VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|9NUKE|aDUST
331	42526 31312	 * 	181.66	DCR|3VULN|1ASPD|1DMG|1NUKE	158VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|9NUKE|aDMG
332	42526 31313	   	181.66	DCR|3VULN|1ASPD|1NUKE	158VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|9NUKE|aERES
333	43333 61143	   	181.66	DCR|3VULN|1MDPS|1ASPD|1DMG	189VULN|2CGEN|3BEXP|4DMG|5RMIN|6RCR|7MDPS|aASPD
334	22151 32341	   	181.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6LHND|7CDMG|9RCR|aZMB
335	22152 15341	   	181.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LEGI|28DMG|3VULN|4ASPD|5LHND|6CDMG|7CGEN|9RCR|aZMB
336	22153 41126	   	181.61	DCR|2VULN|2DMG|1ASPD	1LEGI|2aDMG|3aVULN|4ASPD|57RMIN|6RCR|8LHND|9aCGEN|aBPWR
337	43111 63321	   	181.57	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6aRCVC|8AART|9RCR
338	22123 61144	   	181.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1LEGI|2DMG|389VULN|4CGEN|5RMIN|6RCR|7MDPS|aASPD
339	22151 43142	   	181.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1LEGI|2DMG|389VULN|4ASPD|5CGEN|6RCR|7MDPS|aBEXP
340	43331 61143	   	181.56	DCR|3VULN|1MDPS|1ASPD|1DMG	189VULN|2CGEN|3BEXP|4DMG|5ERES|6RCR|7MDPS|aASPD
341	22151 22341	   	181.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6DUST|7CDMG|9RCR|aZMB
342	22151 46223	   	181.51	DCR|2VULN|2DMG|1ASPD	1LEGI|28DMG|38VULN|4ASPD|59CGEN|6RCR|78LWND|8BPWR|aDUST
343	22151 46231	   	181.51	DCR|2VULN|2DMG|1ASPD	1LEGI|28DMG|38VULN|4ASPD|5CGEN|6RCR|78aLWND|8BPWR|9ERES
344	22151 46233	   	181.51	DCR|2VULN|2DMG|1ASPD	1LEGI|28DMG|38VULN|4ASPD|5CGEN|6RCR|78LWND|8BPWR|9ERES|aRPLT
345	43333 63632	   	181.51	DCR|2VULN|2DMG|1ASPD	19VULN|27CGEN|3BEXP|4aDMG|5RMIN|6RCR|8ASPD
346	22663 11622	   	181.50	DCR|3DMG|1AART|1VULN	1LEGI|257DMG|37DUST|4DLOT|6RCR|7BPWR|8VULN|9AART|aRCVC
347	34133 42115	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9AME|aVULN
348	34133 42131	   	181.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aLWND
349	34133 42132	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aBEXP
350	45111 63321	   	181.47	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2ERES|3AELBLL|4CDMG|5ASPD|6aRCVC|8AART|9RCR
351	62133 25321	   	181.46	DCR|2VULN|1MDPS|2ASPD|1AART	1DUST|2aASPD|39VULN|4LEGI|5MDPS|6RCR|7ERES|8AART
352	22113 61144	   	181.46	DCR|3VULN|1MDPS|1ASPD|1DMG	1LEGI|2DMG|389VULN|4TLV|5RMIN|6RCR|7MDPS|aASPD
353	22151 46111	   	181.44	DCR|2ASPD|1VULN|1AART|1DMG	1LEGI|2DMG|3VULN|48ASPD|5CGEN|6RCR|7LWND|9AART|aRMIN
354	22151 46113	   	181.44	DCR|2ASPD|1VULN|1AART|1DMG	1LEGI|2DMG|3VULN|48ASPD|5CGEN|6RCR|7LWND|9AART|aLHND
355	22153 46112	   	181.44	DCR|2ASPD|1VULN|1AART|1DMG	1LEGI|2DMG|3VULN|48ASPD|5RMIN|6RCR|7LWND|9AART|aMLV
356	22153 46113	   	181.44	DCR|2ASPD|1VULN|1AART|1DMG	1LEGI|2DMG|3VULN|48ASPD|5RMIN|6RCR|7LWND|9AART|aDMSP
357	22123 63632	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|2aDMG|39VULN|47CGEN|5RMIN|6RCR|8ASPD
358	22123 66142	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|2aDMG|39VULN|4CGEN|5RMIN|6RCR|7LWND|8ASPD
359	22151 41242	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|2aDMG|39VULN|4ASPD|5CGEN|6RCR|7RMIN|8LWND
360	22151 41433	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|28DMG|39VULN|4ASPD|5CGEN|6RCR|7RMIN|aRPLT
361	26133 63632	   	181.41	DCR|2VULN|2DMG|1ASPD	1LEGI|27CGEN|39VULN|4aDMG|5RMIN|6RCR|8ASPD
362	43331 63632	   	181.41	DCR|2VULN|2DMG|1ASPD	19VULN|27CGEN|3BEXP|4aDMG|5ERES|6RCR|8ASPD
363	43333 61126	   	181.41	DCR|2VULN|2DMG|1MDPS|1ASPD	18VULN|2CGEN|3BEXP|4aDMG|5RMIN|6RCR|7MDPS|9ASPD
364	42223 21532	   	181.41	DCR|2VULN|2DMG|1MDPS|1ASPD	1aVULN|2LHND|3LWND|48DMG|5MDPS|6RCR|7MULARM|9ASPD
365	22122 43331	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|379VULN|4aCGEN|5LHND|6AART|8RCR
366	22122 43332	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|379VULN|4CGEN|5aLHND|6AART|8RCR
367	22122 43333	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|379VULN|4CGEN|5LHND|6AART|8RCR|aFEWX
368	22122 43366	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|37aVULN|49CGEN|5LHND|6AART|8RCR
369	25422 43331	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|279VULN|3DMG|4aCGEN|5LHND|6AART|8RCR
370	25422 43332	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|279VULN|3DMG|4CGEN|5aLHND|6AART|8RCR
371	25422 43333	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|279VULN|3DMG|4CGEN|5LHND|6AART|8RCR|aFEWX
372	26132 43331	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2aCGEN|379VULN|4DMG|5LHND|6AART|8RCR
373	26132 43332	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2CGEN|379VULN|4DMG|5aLHND|6AART|8RCR
374	26132 43333	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2CGEN|379VULN|4DMG|5LHND|6AART|8RCR|aFEWX
375	26152 43331	   	181.37	DCR|3VULN|1AART|1ASPD	1LEGI|2aCGEN|379VULN|4ASPD|5LHND|6AART|8RCR
376	26152 43332	   	181.37	DCR|3VULN|1AART|1ASPD	1LEGI|2CGEN|379VULN|4ASPD|5aLHND|6AART|8RCR
377	26152 43333	   	181.37	DCR|3VULN|1AART|1ASPD	1LEGI|2CGEN|379VULN|4ASPD|5LHND|6AART|8RCR|aFEWX
378	22122 45336	   	181.37	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|39aVULN|47CGEN|5LHND|6AART|8RCR
379	32133 42115	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9AME|aVULN
380	32133 42131	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aLWND
381	32133 42132	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aBEXP
382	34133 42133	   	181.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aDUST
383	34133 42136	   	181.37	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2CGEN|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aMBVNT
384	22151 46112	   	181.34	DCR|2ASPD|1VULN|1AART|1DMG|1MSE	1LEGI|2DMG|3VULN|48ASPD|5CGEN|6RCR|7LWND|9AART|aMSE
385	22153 46111	   	181.34	DCR|2ASPD|1VULN|1AART|1DMG	1LEGI|2DMG|3VULN|48ASPD|5RMIN|6RCR|7LWND|9AART|aDUST
386	22113 66142	   	181.31	DCR|2VULN|2DMG|1ASPD	1LEGI|2aDMG|39VULN|4TLV|5RMIN|6RCR|7LWND|8ASPD
387	22123 61126	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1LEGI|2aDMG|38VULN|4CGEN|5RMIN|6RCR|7MDPS|9ASPD
388	22151 41431	   	181.31	DCR|2VULN|2DMG|1ASPD	1LEGI|28DMG|39VULN|4ASPD|5CGEN|6RCR|7RMIN|aDUST
389	22153 41232	   	181.31	DCR|2VULN|2DMG|1ASPD|1AAC	1LEGI|2aDMG|39VULN|4ASPD|57RMIN|6RCR|8AAC
390	25223 21532	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1LEGI|2aVULN|3LWND|48DMG|5MDPS|6RCR|7MULARM|9ASPD
391	25223 23662	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1LEGI|29VULN|3LWND|4aDMG|5MDPS|6RCR|7CGEN|8ASPD
392	26133 61126	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1LEGI|2CGEN|38VULN|4aDMG|5RMIN|6RCR|7MDPS|9ASPD
393	41223 21532	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1aVULN|2DUST|3LWND|48DMG|5MDPS|6RCR|7MULARM|9ASPD
394	41223 23662	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	19VULN|2DUST|3LWND|4aDMG|5MDPS|6RCR|7CGEN|8ASPD
395	63111 21532	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1DUST|2MDPS|3LWND|4aVULN|58DMG|6RCR|7MULARM|9ASPD
396	63111 23662	   	181.31	DCR|2VULN|2DMG|1MDPS|1ASPD	1DUST|2MDPS|3LWND|49VULN|5aDMG|6RCR|7CGEN|8ASPD
397	63233 31516	   	181.30	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1AAC	1DUST|2MDPS|3AAC|4ASPD|5ERES|6aVULN|7DMG|8AART|9RCR
398	42512 31263	   	181.29	DCR|2VULN|1AART|1ASPD|2ZMB	1aVULN|25aLHND|3RMIN|4TLV|6RCR|7ASPD|8aZMB|9AART|aBPWR
399	41313 63362	   	181.28	DCR|2VULN|1ASPD|1DMG|1CDMG	16VULN|28DUST|3RCVC|4ERES|5CDMG|7RCR|9ASPD|aDMG
400	21152 43331	   	181.27	DCR|3VULN|1AART|1ASPD	1LEGI|2ERES|379VULN|4ASPD|5LHND|6AART|8RCR|aCGEN
401	21234 32333	   	181.27	DCR|3VULN|1AART|1ASPD	1LEGI|24aERES|3AART|5ASPD|6aBEXP|79aVULN|8RCR|aBPWR
402	22122 43335	   	181.27	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|379VULN|4CGEN|5LHND|6AART|8RCR|aTLV
403	22161 13334	   	181.27	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|369VULN|4DLOT|5CGEN|7LHND|8RCR|aAART
404	26132 43335	   	181.27	DCR|3VULN|1AART|1DMG	1LEGI|2CGEN|379VULN|4DMG|5LHND|6AART|8RCR|aTLV
405	32133 42133	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aDUST
406	32133 42136	   	181.27	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1RMIN|2TLV|3AAC|4ASPD|5DMG|6CDMG|7RCR|8AART|9VULN|aMBVNT
407	22162 16512	   	181.21	DCR|2VULN|2DMG|1ASPD|1MSE	1LEGI|27DMG|39VULN|4DLOT|5DMSP|6RCR|8ASPD|aMSE
408	62133 21532	   	181.21	DCR|2VULN|2DMG|1MDPS|1ASPD	1DUST|2ASPD|3aVULN|4LEGI|5MDPS|6RCR|7MULARM|89DMG
409	62311 43162	   	181.21	DCR|2VULN|1MDPS|2DMG|1ASPD	1DUST|2ASPD|3aDMG|4ERES|5LWND|6RCR|7MDPS|89VULN
410	62313 43162	   	181.21	DCR|2VULN|2DMG|1MDPS|1ASPD	1DUST|2ASPD|3aDMG|4ERES|5LHND|6RCR|7MDPS|89VULN
411	32661 11513	   	181.19	DCR|2VULN|1AART|1ASPD|2ZMB	1RMIN|2aTLV|3AART|4aZMB|57LWND|6RCR|8ASPD|9aVULN|aBPWR
412	32661 13213	   	181.19	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|2aTLV|3AART|4aZMB|58LWND|6RCR|7DMG|9aVULN|aBPWR
413	32661 13313	   	181.19	DCR|2VULN|1AART|1DMG|2ZMB	18RMIN|2aTLV|3AART|4aZMB|5LWND|6RCR|7DMG|9aVULN|aBPWR
414	33532 31263	   	181.19	DCR|2VULN|1AART|1ASPD|2ZMB	1RMIN|2aERES|3aVULN|45LHND|6RCR|7ASPD|8aZMB|9AART|aBPWR
415	33661 11513	   	181.19	DCR|2VULN|1AART|1ASPD|2ZMB	1RMIN|2aERES|3AART|4aZMB|57LWND|6RCR|8ASPD|9aVULN|aBPWR
416	33661 13213	   	181.19	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|2aERES|3AART|4aZMB|58LWND|6RCR|7DMG|9aVULN|aBPWR
417	33661 13313	   	181.19	DCR|2VULN|1AART|1DMG|2ZMB	18RMIN|2aERES|3AART|4aZMB|5LWND|6RCR|7DMG|9aVULN|aBPWR
418	22661 13334	   	181.17	DCR|3VULN|1AART|1DMG	1LEGI|2DMG|3DUST|4DLOT|5CGEN|679VULN|8RCR|aAART
419	26162 13334	   	181.17	DCR|3VULN|1AART|1DMG	1LEGI|2CGEN|379VULN|4DLOT|5DUST|6DMG|8RCR|aAART
420	21152 43332	   	181.17	DCR|3VULN|1AART|1ASPD	1LEGI|2ERES|379VULN|4ASPD|5LHND|6AART|8RCR|aDUST
421	21152 43335	   	181.17	DCR|3VULN|1AART|1ASPD	1LEGI|2ERES|379VULN|4ASPD|5LHND|6AART|8RCR|aTLV
422	21232 62336	   	181.17	DCR|3VULN|1AART|1ASPD	1LEGI|24ERES|3AART|5LHND|6ASPD|79aVULN|8RCR
423	21234 32336	   	181.17	DCR|3VULN|1AART|1ASPD	1LEGI|24ERES|3AART|5ASPD|6BEXP|79aVULN|8RCR
424	41313 63151	   	181.10	DCR|2VULN|2AART|1CDMG	16VULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|89AART|aBEXP
425	41313 63153	   	181.10	DCR|2VULN|2AART|1CDMG	16VULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|89AART|aFEWX
426	33661 13513	   	181.09	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|28aERES|3AART|4aZMB|5LWND|6RCR|7DMG|9aVULN|aBPWR
427	21165 13334	   	181.07	DCR|3VULN|1AART|1DMG	1LEGI|2ERES|379VULN|4DLOT|5DUST|6DMG|8RCR|aAART
428	21246 24131	 * 	181.05	DCR|2ASPD|1VULN|2CDMG|1AART	1LEGI|27ERES|3AART|4LIT|57CDMG|67ASPD|7BPWR|8RCR|9VULN|aBEXP
429	15223 62621	 * 	180.99	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG	1AME|2MDPS|3RMIN|45DMG|6RCR|7RPLT|8CDMG|9AART|aVULN
430	32621 15215	   	180.99	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2TLV|3AART|4CGEN|5LWND|6RCR|7CDMG|89DMG|aVULN
431	33621 15215	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	1RMIN|2ERES|3AART|4CGEN|5LWND|6RCR|7CDMG|89DMG|aVULN
432	34612 11324	   	180.99	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2CGEN|3AART|4RCVC|5CDMG|68VULN|7DMSP|9RCR|aASPD
433	34612 13124	   	180.99	DCR|2VULN|1AART|1ASPD|1CDMG	18RMIN|2CGEN|3AART|4RCVC|5CDMG|67VULN|9RCR|aASPD
434	21216 16513	   	180.99	DCR|2VULN|1AART|1DMG|2DUR	1LEGI|28aERES|3AART|4aDUR|5AELBLL|6RCR|7DMG|9aVULN|aBPWR
435	44223 24112	   	180.99	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	18VULN|27DUR|3LWND|4DMG|5MDPS|6RCR|9ERES|aAART
436	22123 32446	 * 	180.98	DCR|2VULN|2DMG|2CDMG|1SELL	1LEGI|2aDMG|3aVULN|4CGEN|5RMIN|6LHND|7SELL|8RCR|9aCDMG|aBPWR
437	21246 24132	   	180.95	DCR|2ASPD|1VULN|2CDMG|1AART	1LEGI|27ERES|3AART|4LIT|57CDMG|67ASPD|7BPWR|8RCR|9VULN|aBASFIG
438	21246 24133	   	180.95	DCR|2ASPD|1VULN|2CDMG|1AART	1LEGI|27ERES|3AART|4LIT|57CDMG|67ASPD|7BPWR|8RCR|9VULN|aTLV
439	32612 11324	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2TLV|3AART|4RCVC|5CDMG|68VULN|7DMSP|9RCR|aASPD
440	32612 15324	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	17RMIN|2TLV|3AART|4RCVC|5CDMG|68VULN|9RCR|aASPD
441	33612 11324	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	1RMIN|2ERES|3AART|4RCVC|5CDMG|68VULN|7DMSP|9RCR|aASPD
442	33612 15324	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	17RMIN|2ERES|3AART|4RCVC|5CDMG|68VULN|9RCR|aASPD
443	32612 13124	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	18RMIN|2TLV|3AART|4RCVC|5CDMG|67VULN|9RCR|aASPD
444	33612 13124	   	180.89	DCR|2VULN|1AART|1ASPD|1CDMG	18RMIN|2ERES|3AART|4RCVC|5CDMG|67VULN|9RCR|aASPD
445	22113 32446	 * 	180.88	DCR|2VULN|2DMG|2CDMG|1SELL	1LEGI|2aDMG|3aVULN|4TLV|5RMIN|6LHND|7SELL|8RCR|9aCDMG|aBPWR
446	22663 32334	   	180.83	DCR|2VULN|2DMG|1AART	1LEGI|25DMG|3DUST|4DLOT|6ERES|79VULN|8RCR|aAART
447	44223 26312	   	180.77	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|2DUR	1VULN|2aDUR|3LWND|4DMG|5MDPS|6RCR|7ASPD|8AART|9BEXP
448	22351 61131	 * 	180.72	DCR|2AART|2DMG|1MDPS|1VULN	1LEGI|23DMG|4FEWX|5LWND|6RCR|7MDPS|8VULN|9aAART
449	62333 36521	   	180.71	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD	1DUST|2ASPD|34DMG|59LWND|6MDPS|7AART|8RCR|aVULN
450	43112 33322	   	180.69	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5RCVC|7ASPD|8AART|9RCR|aLIT
451	43112 33323	   	180.69	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2aCGEN|3AELBLL|4CDMG|5RCVC|7ASPD|8AART|9RCR
452	43112 33325	   	180.69	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5RCVC|7ASPD|8AART|9RCR|aLWND
453	43112 35324	   	180.69	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5RCVC|7RMIN|8AART|9RCR|aASPD
454	43112 53324	   	180.69	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2CGEN|3AELBLL|4CDMG|5RCVC|6RMIN|8AART|9RCR|aASPD
455	44223 26333	   	180.67	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|2DUR	1VULN|2aDUR|3LWND|4DMG|5MDPS|6RCR|7ASPD|8AART|9DUST
456	43112 32324	   	180.59	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5RCVC|7ERES|8AART|9RCR|aASPD
457	43112 33326	   	180.59	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	16VULN|2CGEN|3AELBLL|4CDMG|5RCVC|7ASPD|8AART|9RCR|aMSE
458	45112 13324	   	180.59	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2ERES|3AELBLL|4CDMG|5RCVC|6CGEN|8AART|9RCR|aASPD
459	42224 12533	   	180.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	18VULN|2LHND|3LWND|4DMG|5ASPD|6CDMG|7DUR|9CGEN|aRCR
460	43111 63322	   	180.39	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR|aLIT
461	43111 63323	   	180.39	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2aCGEN|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR
462	43111 63325	   	180.39	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR|aLWND
463	43113 43324	   	180.39	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2CGEN|3AELBLL|4CDMG|5MLV|6RCVC|8AART|9RCR|aASPD
464	22152 12533	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|38VULN|4ASPD|5LHND|6CDMG|7DUR|9CGEN|aRCR
465	25224 12533	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|28VULN|3LWND|4DMG|5ASPD|6CDMG|7DUR|9CGEN|aRCR
466	22151 13143	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|39VULN|4ASPD|5CGEN|6RPLT|7DUR|8CDMG|aRCR
467	22153 13143	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|39VULN|4ASPD|5RMIN|6RPLT|7DUR|8CDMG|aRCR
468	22153 16343	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|37VULN|4ASPD|5RMIN|6RPLT|8DUR|9CDMG|aRCR
469	42224 12523	   	180.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	18VULN|2LHND|3LWND|4DMG|5ASPD|6CDMG|7DUR|9TLV|aRCR
470	16126 31315	   	180.33	DCR|2VULN|2ASPD|1NUKE|1AAC	1AME|2LWND|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aAAC
471	13126 36262	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1AME|2DUR|357VULN|4CGEN|6RCR|8RMIN|9ZMB|aDMG
472	45111 63322	   	180.29	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2ERES|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR|aLIT
473	45111 63323	   	180.29	DCR|2VULN|1AART|1ASPD|1CDMG	17VULN|2ERES|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR|aCGEN
474	43111 63326	   	180.29	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	17VULN|2CGEN|3AELBLL|4CDMG|5ASPD|6RCVC|8AART|9RCR|aMSE
475	22152 12523	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|38VULN|4ASPD|5LHND|6CDMG|7DUR|9TLV|aRCR
476	22152 12563	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|2DMG|38VULN|4ASPD|5LHND|6CDMG|7DUR|9ERES|aRCR
477	25224 12523	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LEGI|28VULN|3LWND|4DMG|5ASPD|6CDMG|7DUR|9TLV|aRCR
478	41132 61633	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16VULN|2DUST|3TLV|4DMG|5LHND|7ASPD|8DUR|9CDMG|aRCR
479	42133 61433	   	180.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	16VULN|2LHND|3TLV|4DMG|5DUR|7ASPD|8DUST|9CDMG|aRCR
480	22663 11211	   	180.20	DCR|3DMG|1AART|1VULN	1LEGI|257DMG|37DUST|4DLOT|6RCR|7BPWR|8BEXP|9VULN|aAART
