0	Index      	 *	Score 	Summary	Detail	
1	52433 53312	 * 	205.52	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|2DUR	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78DUR|8BPWR|aAART
320	11451 41123	   	177.52	DCR|3VULN|1AART|1DMG|2DUR|1ZMB	13DUR|238VULN|3BPWR|4DMG|5AART|6TLV|7ZMB|9LSRICY|aRCR
321	52433 13153	   	177.50	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	16VULN|2RCVC|3ZMB|49CDMG|5DMG|7RCR|8MLV|aAART
322	11522 62333	 * 	177.50	DCR|5VULN|3CDMG|3DUR	189DUR|24789VULN|34BEXP|489BPWR|5LWND|689CDMG|aRCR
323	11643 31423	   	177.42	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2VULN|39ERES|4ZMB|56aDMG|7RCR|8AART
324	43533 23318	   	177.42	DCR|3DMG|2VULN|1CDMG|1ZMB	15aDMG|2ZMB|3aTLV|4CDMG|6CGEN|7RCR|8MBVNT|9aVULN|aBPWR
325	31333 21163	   	177.42	DCR|3DMG|2VULN|2ASPD|1ZMB	1BEXP|29VULN|3ZMB|458DMG|6aASPD|7RCR
326	53333 21163	   	177.42	DCR|3DMG|2VULN|2ASPD|1ZMB	19VULN|2FEWX|3ZMB|458DMG|6aASPD|7RCR
327	46233 33632	   	177.42	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|239DUST|4CDMG|6ZMB|7RCR|89VULN|9BPWR|aCGEN
328	46233 33633	   	177.42	DCR|3DMG|2VULN|1CDMG|1ZMB	159DMG|239DUST|4CDMG|6ZMB|7RCR|89VULN|9BPWR|aMLV
329	52433 13253	   	177.40	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	16VULN|2RCVC|3ZMB|49CDMG|5DMG|7RCR|8ERES|aAART
330	42221 31422	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9LHND|aVULN
331	42221 31432	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9FEWX|aVULN
332	42221 31451	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9VULN|aBEXP
333	42221 31453	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9VULN|aFEWX
334	42221 31512	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9FEWX|aLIT
335	42221 31513	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9FEWX|aDMSP
336	42221 31516	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9FEWX|aCGEN
337	42221 31521	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9RMIN|aRPLT
338	42221 31522	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9RMIN|aLIT
339	42221 31523	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9RMIN|aDMSP
340	42221 31524	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9RMIN|aLWND
341	42221 31552	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9LHND|aLIT
342	42221 31553	   	177.39	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9LHND|aDMSP
343	53631 22621	   	177.37	DCR|3DMG|3VULN|1CDMG	167VULN|2aFEWX|37ERES|467DMG|5LEGI|67BPWR|8CDMG|9RCR
344	53631 22623	   	177.37	DCR|3DMG|3VULN|1CDMG	167VULN|2FEWX|37ERES|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aBEXP
345	55233 21163	   	177.32	DCR|3DMG|2VULN|2ASPD|1ZMB	19VULN|2ZMB|3DUST|458DMG|6aASPD|7RCR
346	42221 31244	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8SNIHEL|9LWND|aVULN
347	42221 31264	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8SNIHEL|9FEWX|aVULN
348	42221 31412	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8LIT|9DUST|aVULN
349	42221 31515	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9FEWX|aERES
350	42221 31525	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9RMIN|aTLV
351	42221 31561	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ERES|aRPLT
352	42221 31562	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ERES|aLIT
353	42221 31563	   	177.29	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8VULN|9ERES|aDMSP
354	51231 22621	   	177.27	DCR|3VULN|3DMG|1CDMG	167VULN|2TLV|37DUST|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aFEWX
355	51231 22623	   	177.27	DCR|3VULN|3DMG|1CDMG	167VULN|2TLV|37DUST|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aRMIN
356	51231 22624	   	177.27	DCR|3VULN|3DMG|1CDMG	167VULN|2TLV|37DUST|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aCGEN
357	51231 22625	   	177.27	DCR|3VULN|3DMG|1CDMG	167VULN|2TLV|37DUST|467DMG|5LEGI|67BPWR|8CDMG|9RCR|aLWND
358	52242 22122	   	177.24	ACR|3VULN|1AART|1FLTHEA|1DUR|1ASPD|2RCVC	18aVULN|24RCVC|3RCR|5DUR|6ASPD|7AART|9FLTHEA
359	42221 31324	   	177.19	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|89ERES|aVULN
360	42221 31335	   	177.19	DCR|3DMG|1AART|1VULN|1ZMB	145DMG|2RCVC|3AART|6ZMB|7RCR|8ERES|9NUKE|aVULN
361	31461 11334	   	177.16	DCR|2VULN|2DMG|1AART|1CDMG	13BEXP|23VULN|3BPWR|49DMG|5AART|6LIT|7RCR|8LSRICY|aCDMG
362	52261 21225	   	177.15	ACR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1DUR|1ASPD	1VULN|2RCVC|3RCR|4DMG|5AART|67ZMB|8ASPD|9FLTHEA|aDUR
363	11413 23651	 * 	177.03	DCR|3VULN|1AART|1DMG|3DUR	13aDUR|23aVULN|3aBPWR|4BEXP|5DMG|6AART|7RCR|8aAIRHEL|9BELT
364	52261 24312	   	177.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8RMIN|9MLV|aCDMG
365	52261 24321	   	177.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8RMIN|9FLTHEA|aLWND
366	52261 24323	   	177.00	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8aRMIN|9FLTHEA
367	23333 31453	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	1DLOT|2aVULN|3LIT|4FEWX|5AART|68DMG|7RCR|9CDMG
368	11523 23313	   	176.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|24VULN|34BEXP|4BPWR|5DMG|6AART|7RCR|8LIT|9ZMB|aCDMG
369	31453 23313	   	176.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	13BEXP|23VULN|3BPWR|4DUR|5DMG|6AART|7RCR|8LIT|9ZMB|aCDMG
370	43621 21531	   	176.92	DCR|2VULN|2DMG|1AART|1ZMB	19DMG|2ZMB|39LHND|4CGEN|5AART|6RCR|7ERES|89VULN|9BPWR|aMLV
371	52261 22112	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7ERES|9MLV|aCDMG
372	52261 22321	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7ERES|8MLV|9CDMG
373	52261 23522	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7DUST|9CDMG|aBELT
374	52261 23523	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7DUST|9CDMG|aBEXP
375	52261 24122	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8DUST|9CDMG|aBELT
376	52261 24123	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCVC|3RCR|4DMG|5AART|6ZMB|8DUST|9CDMG|aBEXP
377	52261 41112	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4DMG|5AART|6TLV|7ZMB|9MLV|aCDMG
378	52261 41321	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|4DMG|5AART|6TLV|7ZMB|8MLV|9CDMG
379	52261 52312	   	176.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2RCVC|3RCR|4DMG|5AART|7ERES|8ZMB|9MLV|aCDMG
380	45231 53233	   	176.86	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|2LHND|3DUST|5AART|69VULN|7RCR|8DLOT|aCDMG
381	52213 23542	   	176.85	ACR|2VULN|2AART|1DMG|1CDMG	18VULN|2RCVC|3RCR|4BEXP|5DMG|69AART|7RMIN|aCDMG
382	31461 11136	   	176.83	DCR|3VULN|1AART|1DMG|1CDMG	13BEXP|23aVULN|3BPWR|4DMG|5AART|6LIT|7RCR|8CDMG|9RCVC
383	52433 52311	   	176.83	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	189VULN|2RCVC|38ZMB|4CDMG|5DMG|6RCR|78DUST|8BPWR|aDUR
384	43621 21532	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	19DMG|2ZMB|39LHND|4CGEN|5AART|6RCR|7ERES|89VULN|9BPWR|aTLV
385	43621 21533	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	19DMG|2ZMB|39LHND|4CGEN|5AART|6RCR|7ERES|89VULN|9BPWR|aDUST
386	52261 22621	   	176.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|4DMG|5AART|6ZMB|7ERES|8TLV|9CDMG
387	52261 23121	   	176.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|4DMG|5AART|6ZMB|78DUST|9CDMG
388	55161 21222	   	176.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18VULN|28ZMB|3MLV|4DMG|5AART|6RCR|78ERES|8BPWR|9CDMG|aFEWX
389	55161 21223	   	176.73	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	18VULN|28ZMB|3MLV|4DMG|5AART|6RCR|78ERES|8BPWR|9CDMG|aBEXP
390	43222 11252	 * 	176.69	DCR|3DMG|3ZMB|1AART|2DUR|1SELL	157DMG|257ZMB|3RMIN|4RPLT|57BPWR|67DUR|8RCR|9SELL|aAART
391	11523 24123	   	176.57	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	1DUR|248VULN|34BEXP|4BPWR|5DMG|6AART|7RCVC|9FLTHEA|aRCR
392	31453 24123	   	176.57	DCR|3VULN|1AART|1DMG|1FLTHEA|1DUR	13BEXP|238VULN|3BPWR|4DUR|5DMG|6AART|7RCVC|9FLTHEA|aRCR
393	42221 34621	   	176.44	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7VULN|8BEXP|9RCR
394	42221 36521	   	176.44	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7FEWX|8VULN|9RCR
395	42261 21125	   	176.37	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1aDMG|2RCVC|3AART|4MLV|5aDUR|6RCR|7ZMB|8VULN|9aERES|aBPWR
396	42261 26132	   	176.37	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18DMG|2RCVC|3AART|4MLV|58DUR|6RCR|78BASICY|8BPWR|9ZMB|aVULN
397	42221 32521	   	176.34	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7DUST|8VULN|9RCR
398	42221 34121	   	176.34	DCR|3DMG|1AART|1VULN|2ZMB	145DMG|2RCVC|3AART|6aZMB|7VULN|8DUST|9RCR
399	52433 53333	   	176.32	DCR|3VULN|3ZMB|1DMG|3DUR|1CDMG|1MSE	189VULN|2RCVC|389ZMB|4CDMG|5DMG|6RCR|789DUR|89BPWR|aMSE
400	41266 23233	   	176.26	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|2BEXP|3DUST|49VULN|6AART|7RCR|8DLOT|aCDMG
401	52253 21533	   	176.18	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2RCVC|3RCR|4DUR|5aDMG|6AART|7ERES|9RMIN
402	52253 23334	   	176.18	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2RCVC|3RCR|4DUR|59DMG|6AART|7RMIN|8ERES
403	52253 25333	   	176.18	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2RCVC|3RCR|4DUR|5aDMG|6AART|8TLV|9RMIN
404	15622 53123	   	176.16	DCR|3VULN|1AART|2ZMB|1FLTHEA|2DUR	14DUR|24ZMB|3AART|4BPWR|568VULN|7DUST|9FLTHEA|aRCR
405	44431 13112	 * 	176.14	DCR|3DMG|1AART|2CDMG|2ZMB	18aDMG|25ERES|3aZMB|4aCDMG|6RCR|7MBVNT|9AART|aBPWR
406	52252 62332	   	176.12	ACR|4VULN|3CDMG|1DUR|1ASPD	1789VULN|2RCVC|3RCR|4DUR|589LWND|689CDMG|89BPWR|aASPD
407	23613 52125	   	176.07	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8MLV|9LHND|aAART
408	23613 52135	   	176.07	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8MLV|9LWND|aAART
409	23613 52215	   	176.07	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8BEXP|9CGEN|aAART
410	23613 52315	   	176.07	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8LHND|9CGEN|aAART
411	23211 24322	   	176.04	DCR|5VULN|1FLTHEA|1ZMB|1DUR	1DLOT|2347aVULN|4BPWR|5DUR|6RCR|8ZMB|9FLTHEA
412	11422 32358	   	176.02	DCR|4VULN|2DMG|3DUR	137DUR|2379VULN|37BPWR|4CGEN|5BEXP|67DMG|8MBVNT|aRCR
413	23613 52225	   	175.97	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8BEXP|9TLV|aAART
414	23613 52325	   	175.97	DCR|3DMG|2VULN|1AART	1DLOT|25VULN|356DMG|4RPLT|5BPWR|7RCR|8LHND|9TLV|aAART
415	42241 21432	   	175.96	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|2RCVC	15DMG|24RCVC|3AART|6VULN|7ZMB|8RCR|9LHND|aCDMG
416	31223 64116	   	175.95	DCR|3VULN|3DMG|2DUR	1BEXP|247VULN|34DUR|4BPWR|58aDMG|6DUST|9RCR
417	41621 11113	 * 	175.86	DCR|3DMG|1AART|3CDMG|1DUR	14aDMG|24aBEXP|3AART|4aBPWR|5DUR|6LIT|7RCR|89aCDMG
418	41623 41113	   	175.86	DCR|3DMG|1AART|3CDMG|1DUR	14aDMG|24aBEXP|3AART|4aBPWR|5LIT|6DUR|7RCR|89aCDMG
419	52213 35522	   	175.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4BEXP|5DMG|6ZMB|7AART|9CDMG|aBELT
420	52213 35523	   	175.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCVC|3RCR|4aBEXP|5DMG|6ZMB|7AART|9CDMG
421	52213 35621	   	175.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|48BEXP|5DMG|6ZMB|7AART|9CDMG
422	23633 21221	   	175.75	DCR|3VULN|2DMG|1CDMG|1ASPD	1DLOT|28aVULN|38DMG|4ASPD|5MLV|6RCR|78ERES|8BPWR|9CDMG
423	11451 33153	   	175.75	DCR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4aDMG|5AART|6BEXP|7RCR|8MLV|9LHND
424	54161 11233	   	175.75	DCR|2VULN|2DMG|1AART|2DUR	1aVULN|2RMIN|3MLV|4aDMG|5AART|6LIT|7RCR|8SNIHEL|9aDUR|aBPWR
425	43236 23631	   	175.66	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	19DMG|29ZMB|3RMIN|4CDMG|5RCVC|6CGEN|7RCR|89VULN|9BPWR|aDUR
426	42225 21432	   	175.66	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14DMG|25RCVC|3AART|6VULN|7ZMB|8RCR|9LHND|aCDMG
427	11451 33223	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4aDMG|5AART|6BEXP|7RCR|8DLOT|9RMIN
428	11451 33523	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4aDMG|5AART|6BEXP|7RCR|8LHND|9ERES
429	11451 33611	   	175.65	DCR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4aDMG|5AART|6BEXP|7RCR|8AIRHEL|9RMIN
430	42261 24333	   	175.62	DCR|3DMG|1AART|1VULN|1DUR	19aDMG|2RCVC|3AART|4MLV|5DUR|6RCR|7VULN|8ERES
431	52263 35121	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2RCVC|3RCR|4DMG|58DUST|6ZMB|7AART|9CDMG
432	53133 25123	   	175.60	DCR|2VULN|2DMG|1AART|1FLTHEA|1ASPD	18VULN|2FEWX|3RMIN|45DMG|6ASPD|7AART|9FLTHEA|aRCR
433	46621 11113	   	175.56	DCR|3DMG|1AART|3CDMG|1DUR	14aDMG|24aDUST|3AART|4aBPWR|5DUR|6LIT|7RCR|89aCDMG
