0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
328	16263 22163	   	155.91	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4CGEN|5ASPD|689VULN|7DUST|aRCR
329	16532 13363	   	155.90	DCR|2VULN|2AART|1CDMG|1ASPD	1LIT|2CDMG|3ERES|4aVULN|5ASPD|6RPLT|7RCR|89AART
330	11611 44311	   	155.89	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5DUST|6aVULN|7RCVC|8AART|9ASPD
331	12613 64311	   	155.89	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|5aVULN|6LWND|7RCVC|8AART|9ASPD
332	12613 43331	   	155.84	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2aDUST|3RCR|4DMG|568VULN|7ZMB|9DUR
333	12613 43335	   	155.84	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9DUR|aERES
334	12613 43336	   	155.84	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9DUR|aMBVNT
335	64122 26123	   	155.84	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5AART|6CGEN|7RCR|8ERES|9aVULN
336	12266 61223	   	155.79	ACR|2AART|2VULN|1DMG	1LIT|2DUST|3LWND|46AART|5RCR|7LHND|8aVULN|9DMG
337	12266 63323	   	155.79	ACR|2AART|2VULN|1DMG	1LIT|2DUST|3LWND|46AART|5RCR|7BEXP|8aVULN|9DMG
338	12612 44311	   	155.79	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|5LEGI|6aVULN|7RCVC|8AART|9ASPD
339	12622 44321	   	155.79	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2DUST|3RCR|4DUR|5ERES|6aVULN|7RCVC|8AART|9DMG
340	12663 62311	 * 	155.78	ACR|2VULN|1AART|2ASPD|1CDMG	18LIT|28DUST|3RCR|4CDMG|5AART|6aVULN|78ASPD|8BPWR|9RPLT
341	11663 63221	   	155.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LHND|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG|aFEWX
342	11663 63222	   	155.71	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LIT|2LHND|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG|aLWND
343	11663 63223	   	155.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2aLHND|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG
344	11612 22363	   	155.68	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7ERES|8DUR|aVULN
345	12663 63221	   	155.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG|aFEWX
346	12663 63222	   	155.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG|aLWND
347	12663 63223	   	155.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6VULN|7RPLT|8ZMB|9DMG|aLHND
348	14663 33211	   	155.58	ACR|2VULN|1AART|2CDMG|1ASPD	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9ASPD
349	15663 33211	   	155.58	ACR|2VULN|1AART|2CDMG|1ASPD	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9ASPD
350	14663 33111	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aDUR
351	14663 33121	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aDUR
352	14663 33333	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aDUR
353	15663 33111	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aDUR
354	15663 33121	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aDUR
355	15663 33333	   	155.58	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aDUR
356	12613 12511	   	155.58	ACR|3VULN|2DMG	1LIT|2DUST|3RCR|49DMG|578VULN|6BELT|aBEXP
357	12613 12514	   	155.58	ACR|3VULN|2DMG	1LIT|2DUST|3RCR|49DMG|578VULN|6BELT|aRPLT
358	12613 12542	   	155.58	ACR|3VULN|2DMG	1LIT|2DUST|3RCR|4aDMG|578VULN|6BELT|9LHND
359	32452 23131	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2DUR|3LHND|4RCR|58VULN|6LIT|7ZMB|9aDMG
360	32552 23131	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2DUR|3LWND|4RCR|58VULN|6LIT|7ZMB|9aDMG
361	33152 23131	   	155.57	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2LHND|3DUR|4RCR|58VULN|6LIT|7ZMB|9aDMG
362	23412 23387	   	155.57	DCR|2VULN|1AART|2CDMG|1ASPD	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9ASPD|aAART
363	11663 62211	   	155.48	ACR|2VULN|1AART|2CDMG|1ASPD	1LIT|2LHND|3RCR|48CDMG|5AART|6aVULN|7ASPD|9RPLT
364	11663 34133	   	155.48	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26LHND|3RCR|46CDMG|5AART|6BPWR|7DUST|89VULN|aDUR
365	12613 12512	   	155.48	ACR|3VULN|2DMG	1LIT|2aDUST|3RCR|49DMG|578VULN|6BELT
366	36421 26113	   	155.48	DCR|3VULN|1AART|1DMG	1RMIN|2TLV|356VULN|458LIT|5BPWR|7AART|9RCR|aDMG
367	65113 21315	   	155.47	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aASPD
368	11643 23421	   	155.47	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LIT|27LHND|3RCR|4SELL|5AART|6ZMB|8CDMG|9DMG|aVULN
369	22562 61212	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2LSRICY|3AART|4ZMB|5ERES|6DMG|7FEWX|8RCR|9aVULN
370	24612 25312	   	155.42	DCR|3VULN|2CDMG|1ZMB|1DUR	1DUST|2ZMB|3CGEN|45CDMG|6RCR|7DUR|89aVULN
371	65413 33112	 * 	155.39	ACR|2VULN|1AART|3DUR|1CDMG	17aDUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9CGEN
372	12663 33111	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aDUR
373	12663 33121	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aDUR
374	12663 33143	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9LWND|aDUR
375	12663 33333	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aDUR
376	12663 35133	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7BEXP|89VULN|aDUR
377	12663 36133	   	155.38	ACR|2VULN|1AART|2CDMG|1DUR	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7LWND|89VULN|aDUR
378	12663 33211	   	155.38	ACR|2VULN|1AART|2CDMG|1ASPD	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9ASPD
379	25552 23131	   	155.37	ACR|2VULN|2DMG|1ZMB|1DUR	1DUST|2DUR|3TLV|4RCR|58VULN|6LIT|7ZMB|9aDMG
380	23412 21355	 * 	155.37	DCR|2VULN|3CDMG|1AART	1DUST|2RCVC|38VULN|45aCDMG|6RCR|7BEXP|9AART
381	11612 24351	   	155.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|7VULN|8DUR|9ZMB|aBEXP
382	11612 24352	   	155.34	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|7VULN|8DUR|9ZMB|aLWND
383	11612 24353	   	155.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2aLHND|3RCR|4DMG|5ASPD|6AART|7VULN|8DUR|9ZMB
384	65413 33122	   	155.29	ACR|2VULN|1AART|3DUR|1CDMG	17aDUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9TLV
385	65413 33132	   	155.29	ACR|2VULN|1AART|3DUR|1CDMG	17aDUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9ERES
386	23412 23366	   	155.27	DCR|2VULN|3CDMG|1AART	1DUST|2RCVC|38VULN|45aCDMG|6RCR|7MBVNT|9AART
387	64121 26323	   	155.24	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5TLV|6AART|7RCR|8CGEN|9aVULN
388	16211 21562	   	155.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|47RPLT|5RCVC|6RCR|8DMG|9VULN|aDUR
389	16211 23221	   	155.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8FEWX|9DMG|aVULN
390	16211 23522	   	155.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8VULN|9DMG|aFEWX
391	16211 23523	   	155.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8VULN|9DMG|aLWND
392	31235 24432	   	155.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2DLOT|3aDUR|4RPLT|5VULN|6RCR|7AART|8CDMG|9DMG
393	32122 12222	   	155.20	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1RMIN|236DUR|4ASPD|5AART|7CDMG|89VULN|aRCR
394	32122 46222	   	155.20	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1RMIN|237DUR|4ASPD|5AART|6CDMG|89VULN|aRCR
395	16243 12251	   	155.18	DCR|3VULN|1AART|2CDMG	1LIT|27CDMG|3AART|4LSRHEA|589VULN|6TLV|aRCR
396	16211 23121	   	155.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8DUST|9DMG|aVULN
397	16211 23526	   	155.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8VULN|9DMG|aLEGI
398	11613 23615	   	155.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7CGEN|8ZMB|9CDMG|aVULN
399	11613 26124	   	155.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7BELT|8ZMB|9VULN|aCDMG
400	12613 41313	   	154.99	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3RCR|4DMG|56VULN|7FEWX|8AART|9ASPD|aRCVC
401	11612 21233	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8aVULN|9CGEN
402	11612 21241	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8aVULN|9BEXP
403	11612 23343	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|7BEXP|8aVULN|9FEWX
404	11612 24111	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1aLIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT
405	11612 24112	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT|aFEWX
406	11612 24113	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT|aRMIN
407	11612 24114	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT|aMGNLIT
408	11612 24153	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|4aDMG|5ASPD|6AART|7VULN|8BELT|9CGEN
409	11612 24232	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9CGEN|aLWND
410	11612 24242	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9BEXP|aFEWX
411	11612 24243	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9BEXP|aLWND
412	11612 24633	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|28LHND|3RCR|4DMG|5ASPD|6AART|7aVULN|9CGEN
413	11612 26411	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1aLIT|2LHND|3RCR|49DMG|5ASPD|6AART|7BELT|8VULN
414	11612 26412	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7BELT|8VULN|aFEWX
415	11612 26413	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7BELT|8VULN|aRMIN
416	11613 23511	   	154.98	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7CGEN|8aVULN|9ASPD
417	11613 24113	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|4aDMG|5MLV|6AART|7VULN|8BELT|9ASPD
418	11613 24322	   	154.98	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2LHND|3RCR|49DMG|5MLV|6AART|7VULN|8DUR|aFEWX
419	11613 24323	   	154.98	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2LHND|3RCR|49DMG|5MLV|6AART|7VULN|8DUR|aLWND
420	11613 24343	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7aVULN|8DUR|9BEXP
421	11613 26413	   	154.98	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|4aDMG|5MLV|6AART|7BELT|8VULN|9ASPD
422	11621 21233	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	1LIT|257LHND|3RCR|4DUR|6AART|8aVULN|9DMG
423	11621 23223	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|7BEXP|8aVULN|9DMG
424	11621 24232	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9DMG|aLWND
425	11621 24633	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	1LIT|258LHND|3RCR|4DUR|6AART|7aVULN|9DMG
426	11624 21233	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	15LIT|27LHND|3RCR|4DUR|6AART|8aVULN|9DMG
427	11624 23223	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2LHND|3RCR|4DUR|6AART|7BEXP|8aVULN|9DMG
428	11624 24232	   	154.98	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2LHND|3RCR|4DUR|6AART|78VULN|9DMG|aLWND
429	24132 26471	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4MBVNT|58VULN|6aDMG|7RCR|9MLV
430	24332 26425	   	154.95	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2ZMB|3BEXP|4MBVNT|5aVULN|68DMG|7RCR|9DUR
431	11643 31133	 * 	154.94	ACR|2AART|2DMG|2ZMB|1SELL	16aLIT|26LHND|3RCR|4SELL|57AART|6aBPWR|8aZMB|9aDMG
432	11643 22135	   	154.89	ACR|3VULN|1AART|1ZMB|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6ZMB|7ERES|89aVULN
433	12643 33163	   	154.89	ACR|3VULN|1AART|1ZMB|1SELL	16LIT|26DUST|3RCR|4SELL|5AART|6BPWR|789VULN|aZMB
434	11612 21211	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8aVULN|9MBVNT
435	11612 21223	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8aVULN|9NUKE
436	11612 22533	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|7ERES|8aVULN|9LWND
437	11612 24115	   	154.88	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT|aDUST
438	11612 24116	   	154.88	ACR|2DMG|1AART|1VULN|1ASPD	1LIT|2LHND|3RCR|49DMG|5ASPD|6AART|7VULN|8BELT|aDLOT
439	11612 24212	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9MBVNT|aFEWX
440	11612 24213	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9MBVNT|aLWND
441	11612 24222	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9NUKE|aLWND
442	11612 24231	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9CGEN|aDUST
443	11612 24236	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9CGEN|aERES
444	11612 24611	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|28LHND|3RCR|4DMG|5ASPD|6AART|7aVULN|9MBVNT
445	11612 24623	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|28LHND|3RCR|4DMG|5ASPD|6AART|7aVULN|9NUKE
446	11613 21521	   	154.88	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2LHND|3RCR|49DMG|5MLV|6AART|7LEGI|8DUR|aVULN
447	11613 22511	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7TLV|8aVULN|9ASPD
448	11613 24326	   	154.88	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2LHND|3RCR|49DMG|5MLV|6AART|7VULN|8DUR|aDUST
449	11613 25511	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5MLV|6AART|7ERES|8aVULN|9ASPD
450	11621 22521	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|7ERES|8aVULN|9DMG
451	11621 24231	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9DMG|aDUST
452	11621 24236	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9DMG|aERES
453	11624 22521	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2LHND|3RCR|4DUR|6AART|7ERES|8aVULN|9DMG
454	11624 24231	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	15LIT|2LHND|3RCR|4DUR|6AART|78VULN|9DMG|aDUST
455	11631 24326	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|25LHND|3RCR|4DUST|6AART|7aVULN|8DUR|9DMG
456	16211 25163	   	154.83	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|57RCVC|6RCR|8DUR|9aVULN
457	62323 26213	 * 	154.82	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1SELL	1DUR|2LSRICY|3CDMG|4aVULN|59ZMB|6SELL|7RCR|8DMG
458	11663 21432	   	154.82	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1LIT|2LHND|3RCR|4CDMG|5AART|6ZMB|7aDUR|8ASPD|9VULN
459	12643 22135	   	154.79	ACR|3VULN|1AART|1ZMB|1SELL	1LIT|2DUST|3RCR|4SELL|5AART|6ZMB|7ERES|89aVULN
460	11612 24217	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9MBVNT|aDUST
461	11612 24221	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9NUKE|aDUST
462	11612 24226	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|78VULN|9NUKE|aERES
463	14663 33131	   	154.68	ACR|2VULN|1AART|3CDMG	1LIT|26BEXP|3RCR|469CDMG|5AART|6BPWR|78VULN|aFEWX
464	14663 33132	   	154.68	ACR|2VULN|1AART|3CDMG	1LIT|26BEXP|3RCR|469CDMG|5AART|6BPWR|78VULN|aLWND
465	14663 33133	   	154.68	ACR|2VULN|1AART|3CDMG	1LIT|26BEXP|3RCR|469CDMG|5AART|6BPWR|78VULN|aLHND
466	15663 33131	   	154.68	ACR|2VULN|1AART|3CDMG	1LIT|26aFEWX|3RCR|469CDMG|5AART|6BPWR|78VULN
467	15663 33132	   	154.68	ACR|2VULN|1AART|3CDMG	1LIT|26FEWX|3RCR|469CDMG|5AART|6BPWR|78VULN|aLWND
468	61155 23131	 * 	154.61	ACR|1AART|2CDMG|1VULN|3DUR|1ZMB	158DUR|2LHND|38CGEN|4RCR|68CDMG|7AART|8BPWR|9ZMB|aVULN
469	16211 22525	   	154.61	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2aCDMG|3AART|4RPLT|5RCVC|6RCR|7FEWX|8VULN|9DMG
470	62122 12345	 * 	154.58	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1DUR|2LSRICY|3RMIN|4DMG|5CDMG|6AART|7ERES|8FLTHEA|9VULN|aRCR
471	61152 32633	   	154.51	ACR|3VULN|1AART|1ASPD|1DUR	1DUR|2LHND|39CGEN|4RCR|58aVULN|6ASPD|7AART
472	64611 21312	   	154.50	DCR|3VULN|1CDMG|2DUR|1ZMB	15DUR|2ZMB|3CGEN|4CDMG|6RCR|7BEXP|89aVULN
473	12663 33131	   	154.48	ACR|2VULN|1AART|3CDMG	1LIT|26DUST|3RCR|469CDMG|5AART|6BPWR|78VULN|aFEWX
474	12663 33132	   	154.48	ACR|2VULN|1AART|3CDMG	1LIT|26DUST|3RCR|469CDMG|5AART|6BPWR|78VULN|aLWND
475	12663 33133	   	154.48	ACR|2VULN|1AART|3CDMG	1LIT|26DUST|3RCR|469CDMG|5AART|6BPWR|78VULN|aLHND
476	12663 33622	   	154.48	ACR|2VULN|1AART|3CDMG	1aLIT|268DUST|3RCR|469CDMG|5AART|6aBPWR|7aVULN
477	23464 74331	   	154.44	DCR|2AART|1VULN|1DMG|1CDMG	1DUST|2RCVC|3VULN|4MBVNT|57AART|6BEXP|8RCR|9CDMG|aDMG
478	11622 22112	 * 	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2LHND|3RCR|4aDUR|5CDMG|6TLV|7DMG|8VULN|9AART
479	16211 55221	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ZMB|7RCR|8aVULN|9LWND
480	64611 22312	   	154.40	DCR|3VULN|1CDMG|2DUR|1ZMB	15DUR|2ZMB|3CGEN|4CDMG|6RCR|7DUST|89aVULN
481	12663 33134	   	154.38	ACR|2VULN|3CDMG|1AART	1LIT|26DUST|3RCR|469CDMG|5AART|6BPWR|78VULN|aERES
482	12663 33135	   	154.38	ACR|2VULN|1AART|3CDMG	1LIT|26aDUST|3RCR|469CDMG|5AART|6BPWR|78VULN
483	22513 61112	   	154.36	DCR|2AART|2VULN|1CDMG	1DUST|2LSRICY|35AART|4LIT|6RCR|7FEWX|8aVULN|9CDMG
484	22513 64312	   	154.36	DCR|2AART|2VULN|1CDMG	1DUST|2LSRICY|35AART|4LIT|6RCR|7aVULN|8BEXP|9CDMG
485	22513 65112	   	154.36	DCR|2AART|2VULN|1CDMG	1DUST|2LSRICY|35AART|4LIT|6RCR|7LHND|8aVULN|9CDMG
486	64511 22133	   	154.35	ACR|2AART|1DMG|1VULN|1ZMB|1DUR	1DUR|2ZMB|3LWND|4LEGI|5RCR|6DMG|79AART|8BELT|aVULN
487	16221 21364	   	154.27	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2CDMG|37AART|4LHND|5DMG|6CGEN|8DUR|9VULN|aRCR
488	16213 51423	   	154.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CDMG|3AART|4RPLT|56ASPD|7FEWX|8RCR|9DMG|aVULN
489	16213 53423	   	154.24	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CDMG|3AART|4RPLT|56ASPD|7BEXP|8RCR|9DMG|aVULN
490	23464 34512	   	154.19	DCR|2AART|1VULN|1DMG|1ZMB	1DUST|2RCVC|3VULN|4MBVNT|5aAART|6DMG|7RCR|8BEXP|9ZMB
491	16213 55231	   	154.16	DCR|2VULN|1AART|2ASPD|1CDMG	1LIT|2CDMG|3AART|4RPLT|56ASPD|7RCR|8aVULN|9BEXP
492	22513 64232	   	154.09	DCR|2AART|1VULN|1DMG|1ZMB	1DUST|2LSRICY|35AART|4LIT|6RCR|7VULN|8TLV|9DMG|aZMB
493	16213 55211	   	154.06	DCR|2VULN|1AART|2ASPD|1CDMG	1LIT|2CDMG|3AART|4RPLT|56ASPD|7RCR|8aVULN|9MBVNT
494	11663 24131	   	154.03	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1aLIT|2LHND|3RCR|4CDMG|57AART|6ZMB|8VULN|9ASPD
