0	Index      	 *	Score 	Summary	Detail	
1	12261 51622	 * 	195.92	DCR|2AART|2VULN|2DMG|2CDMG	14CDMG|2ERES|39AART|5aDMG|68VULN|7RCR
343	62231 31611	   	170.41	ACR|4VULN|1AART|1ASPD|1DUR	1DMSP|2DUR|3RCR|479aVULN|5RMIN|6ASPD|8AART
344	11522 62162	   	170.40	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD	1CDMG|27VULN|3FLTHEA|4CGEN|5ASPD|6RCR|8LHND|9ZMB|aAART
345	23311 52551	 * 	170.39	ACR|4VULN|1AART|2CDMG|2DUR|1ZMB|1SELL	19DUR|2AART|3ZMB|4SELL|5RCR|689aVULN|79CDMG|9BPWR
346	61138 22238	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2MBVNT|3LHND|45VULN|6RCR|7DMG|8CDMG|9AART|aZMB
347	61431 22238	   	170.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMSP|2MBVNT|34VULN|5LHND|6RCR|7DMG|8CDMG|9AART|aZMB
348	22161 46323	   	170.32	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	12DUR|35DMG|45BEXP|5BPWR|68CDMG|7VULN|9RCR|aAART
349	11522 62362	   	170.30	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1ASPD	1CDMG|27VULN|3FLTHEA|4CGEN|5ASPD|6RCR|8LEGI|9ZMB|aAART
350	22232 62253	   	170.29	ACR|3VULN|1AART|3DUR|1ZMB	128DUR|3RCR|48aVULN|58BEXP|6RPLT|7AART|8BPWR|9ZMB
351	35433 22236	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2RMIN|3VULN|4ZMB|5TLV|6RCR|7aDMG|8CDMG|9AART
352	35436 21322	   	170.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18ERES|2RMIN|37VULN|4ZMB|5DMG|6RCR|9AART|aCDMG
353	35436 22322	   	170.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	18ERES|2RMIN|3VULN|4ZMB|57DMG|6RCR|9AART|aCDMG
354	12261 51432	   	170.27	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5aDMG|6VULN|7RCR|89RCVC
355	22121 46323	   	170.12	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	12DUR|35DMG|45DUST|5BPWR|68CDMG|7VULN|9RCR|aAART
356	11221 13445	 * 	170.05	DCR|2VULN|2DMG|3CDMG|1DUR	138CDMG|25VULN|4SNIHEL|6aDMG|7RCR|9DUR
357	11264 41211	   	170.05	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	13CDMG|2VULN|4ZMB|5MLV|69AART|7RCR|8DMG|aFEWX
358	11264 41212	   	169.95	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	13CDMG|2VULN|4ZMB|5MLV|69AART|7RCR|8DMG|aDUST
359	11551 13224	 * 	169.79	DCR|2VULN|2FLTHEA|1DMG|2CDMG|1DUR	1aCDMG|25VULN|3aFLTHEA|4RCVC|6DMG|7RCR|8DUR|9aLIT|aBPWR
360	61484 47433	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6AART|7RCR|8LIT|9DUR|aRMIN
361	12231 51311	   	169.71	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|349AART|5DMG|6VULN|7RCR|8ZMB|aCGEN
362	12231 51313	   	169.71	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|349AART|5DMG|6VULN|7RCR|8ZMB|aDMSP
363	12231 51314	   	169.71	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|349AART|5DMG|6VULN|7RCR|8ZMB|aBEXP
364	61484 47431	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6AART|7RCR|8LIT|9DUR|aNUKE
365	61484 47434	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6AART|7RCR|8LIT|9DUR|aTLV
366	11221 13221	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13CDMG|25VULN|4SNIHEL|6DMG|7RCR|8DUR|9LIT|aAART
367	12231 51315	   	169.61	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2ERES|349AART|5DMG|6VULN|7RCR|8ZMB|aTLV
368	12231 51363	   	169.61	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|29ERES|34aAART|5DMG|6VULN|7RCR|8ZMB
369	22233 15516	   	169.52	ACR|3VULN|2AART|2DUR	12DUR|3RCR|469VULN|5RCVC|7aAART|8LHND
370	22434 13431	 * 	169.44	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	125DUR|35ERES|4AART|5BPWR|6ZMB|7RCR|8DMG|9CDMG|aVULN
371	24462 32213	 * 	169.43	ACR|3VULN|2AART|3DUR	137DUR|2RPLT|4RCR|58AART|67aVULN|7BPWR|9FEWX
372	21331 21652	   	169.30	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|25RMIN|39ZMB|479VULN|6RCR|8AART|9BPWR|aLWND
373	21331 21653	   	169.30	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|25RMIN|39ZMB|479VULN|6RCR|8AART|9BPWR|aFEWX
374	21331 21654	   	169.30	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|25RMIN|39ZMB|479VULN|6RCR|8AART|9BPWR|aLHND
375	12231 51351	   	169.29	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|89ZMB|aFEWX
376	12231 51354	   	169.29	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|89ZMB|aMLV
377	12231 51355	   	169.29	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|89ZMB|aDMSP
378	12231 11644	   	169.28	DCR|2AART|2DMG|2CDMG|1ZMB	18CDMG|2ERES|34AART|58DMG|68CANHEL|7RCR|8BPWR|9RPLT|aZMB
379	61138 21544	   	169.27	DCR|4VULN|2DMG	1DMSP|2MBVNT|3LHND|4578VULN|6RCR|9aDMG
380	61431 21544	   	169.27	DCR|4VULN|2DMG	1DMSP|2MBVNT|3478VULN|5LHND|6RCR|9aDMG
381	22213 25461	   	169.26	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	126DUR|3RCR|4ERES|5VULN|7DMG|8CDMG|9AART|aZMB
382	12231 51352	   	169.19	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|89ZMB|aDUST
383	62232 62221	   	169.12	ACR|3VULN|1AART|1CDMG|2DUR	1DMSP|28DUR|3RCR|48aVULN|58BEXP|6RPLT|7AART|8BPWR|9CDMG
384	62234 62212	   	169.12	ACR|3VULN|1AART|1CDMG|2DUR	1DMSP|28DUR|3RCR|489VULN|58LWND|6RPLT|7AART|8BPWR|aCDMG
385	62234 62221	   	169.12	ACR|3VULN|1AART|1CDMG|2DUR	1DMSP|28DUR|3RCR|48aVULN|58LWND|6RPLT|7AART|8BPWR|9CDMG
386	25234 12251	   	169.12	ACR|2VULN|2DMG|1CDMG|2DUR	15DUR|25FEWX|3RCR|4RCVC|5BPWR|6aVULN|79DMG|8CDMG
387	22232 46126	 * 	169.10	ACR|3VULN|2CDMG|3DUR|2ZMB	127DUR|3RCR|49aVULN|5BEXP|69ZMB|89CDMG|9BPWR
388	11221 13252	 * 	169.02	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	13CDMG|25aVULN|4SNIHEL|6DMG|7RCR|8DUR|9ASPD
389	35333 25361	 * 	169.00	DCR|2VULN|3ZMB|1AART|1CDMG	1aERES|2RMIN|34aZMB|5MLV|6RCR|7AART|8CDMG|9aVULN|aBPWR
390	61433 21761	 * 	168.95	DCR|5VULN|1AART	1DMSP|2MBVNT|3479aVULN|59BEXP|6RCR|8AART|9BPWR
391	22232 62521	   	168.92	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|49aVULN|5BEXP|6RPLT|7AART|8CDMG
392	24462 32321	   	168.89	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	137DUR|2RPLT|4RCR|5AART|67VULN|7BPWR|8RCVC|9CDMG|aZMB
393	22231 24422	   	168.88	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3RCR|4VULN|5RMIN|6LHND|79DMG|8ZMB|aAART
394	22232 44633	   	168.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|48VULN|5BEXP|6ZMB|7DMG|9RPLT|aAART
395	61433 21711	   	168.85	DCR|5VULN|1AART	1DMSP|2MBVNT|3479aVULN|5BEXP|6RCR|8AART
396	25263 12251	   	168.82	ACR|2VULN|2DMG|1CDMG|2DUR	14DUR|24FEWX|3RCR|4BPWR|5RCVC|6aVULN|79DMG|8CDMG
397	61138 22261	   	168.81	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|3LHND|45aVULN|6RCR|79DMG|8CDMG
398	61431 22261	   	168.81	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|34aVULN|5LHND|6RCR|79DMG|8CDMG
399	61433 22261	   	168.81	DCR|3VULN|2DMG|1CDMG	1DMSP|2MBVNT|34aVULN|5BEXP|6RCR|79DMG|8CDMG
400	12261 41224	 * 	168.79	DCR|3AART|2DMG|3CDMG	14aCDMG|2ERES|389AART|5aDMG|6aBEXP|7RCR|aBPWR
401	22231 54422	   	168.78	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	12DUR|3RCR|4VULN|5RMIN|6DUST|79DMG|8ZMB|aAART
402	22232 44314	   	168.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|49VULN|5BEXP|6ZMB|7DMG|8MBVNT|aAART
403	22233 52251	   	168.72	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3RCR|4aVULN|5RCVC|6LHND|79DMG|8CDMG
404	22263 12251	   	168.72	ACR|2VULN|2DMG|1CDMG|2DUR	12DUR|3RCR|4LHND|5RCVC|6aVULN|79DMG|8CDMG
405	22233 15324	   	168.69	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5aRCVC|79AART|8CDMG
406	22236 44314	   	168.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|49VULN|5DUST|6ZMB|7DMG|8MBVNT|aAART
407	11344 32362	   	168.66	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|28VULN|3RPLT|4RCVC|5DUR|6ASPD|7DMG|9RCR|aAART
408	25233 11451	   	168.65	ACR|4VULN|1AART|1DUR	1DUR|2FEWX|3RCR|45RCVC|678aVULN|9AART
409	11214 41253	   	168.65	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	13CDMG|2VULN|4RCVC|5LWND|6AART|7RCR|8DMG|9ZMB|aASPD
410	22223 32356	   	168.63	ACR|2VULN|1AART|1DMG|3DUR|1ASPD	129DUR|3RCR|4CGEN|58VULN|6ASPD|7DMG|aAART
411	11221 13431	   	168.63	DCR|2VULN|3CDMG|1AART|1DMG	138CDMG|25VULN|4SNIHEL|6DMG|7RCR|9TLV|aAART
412	22234 44121	   	168.59	ACR|2VULN|2DMG|3DUR|1ZMB	129DUR|3RCR|49VULN|5LWND|6ZMB|79DMG|8RPLT|9BPWR|aRCVC
413	12261 31224	   	168.59	DCR|3AART|2DMG|3CDMG	14aCDMG|2ERES|389AART|5aDMG|6aDUST|7RCR|aBPWR
414	22212 35516	   	168.57	ACR|3VULN|1AART|1CDMG|2DUR|1SELL	12DUR|3RCR|4ERES|5CDMG|6SELL|7AART|89aVULN
415	12261 11626	 * 	168.52	DCR|3DMG|1AART|3CDMG	148CDMG|2ERES|3AART|58aDMG|68CANHEL|7RCR|8BPWR|9CGEN
416	43222 16235	   	168.52	DCR|3VULN|1AART|1DMG|1DUR	16CGEN|2LWND|3BEXP|468VULN|5AART|6BPWR|7RCR|9DUR|aDMG
417	12261 51631	   	168.49	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|68VULN|7RCR|9RCVC|aLIT
418	12261 51633	   	168.49	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|68VULN|7RCR|9RCVC|aCGEN
419	24164 23331	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2RPLT|3TLV|4AART|56VULN|7aDMG|8RCR|9MLV
420	62231 31652	   	168.42	ACR|3VULN|1AART|2ASPD|2DUR	1DMSP|29DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aLWND
421	62231 31653	   	168.42	ACR|3VULN|1AART|2ASPD|2DUR	1DMSP|29DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aFEWX
422	41222 16235	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2LEGI|36BEXP|468VULN|5AART|6BPWR|7RCR|9DUR|aDMG
423	12234 35243	   	168.41	DCR|2AART|2VULN|2CDMG|2DUR	1aCDMG|2ERES|34AART|5aDUR|6RCVC|7BELT|8aVULN|9RCR|aBPWR
424	23352 61236	   	168.36	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DUR|2AART|3ZMB|5VULN|6aDMG|7BASHEA|8RCR|9FEWX
425	11214 41231	   	168.29	DCR|2VULN|1AART|1DMG|2CDMG	13CDMG|29VULN|4RCVC|5LWND|6AART|7RCR|8DMG|aFEWX
426	11214 41234	   	168.29	DCR|2VULN|1AART|1DMG|2CDMG	13CDMG|29VULN|4RCVC|5LWND|6AART|7RCR|8DMG|aMLV
427	22232 62252	   	168.28	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	128DUR|3RCR|48VULN|58BEXP|6RPLT|7AART|8BPWR|9ZMB|aCDMG
428	22223 32365	   	168.27	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|3RCR|4CGEN|58aVULN|6ASPD|7DMG|9ZMB
429	61138 21521	   	168.25	DCR|5VULN|1AART	1DMSP|2MBVNT|3LHND|4578aVULN|6RCR|9AART
430	61431 21521	   	168.25	DCR|5VULN|1AART	1DMSP|2MBVNT|3478aVULN|5LHND|6RCR|9AART
431	61433 21561	   	168.25	DCR|5VULN|1AART	1DMSP|2MBVNT|3478aVULN|5BEXP|6RCR|9AART
432	61484 41325	   	168.22	DCR|2VULN|2DMG|1AART|1ZMB	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6AART|7LIT|8ZMB|9RCVC|aRCR
433	11214 41216	 * 	168.19	DCR|2AART|3CDMG|1VULN|1DMG	13aCDMG|2VULN|4RCVC|5LWND|69AART|7RCR|8DMG
434	11214 41226	   	168.19	DCR|2DMG|1AART|1VULN|2CDMG	13CDMG|2VULN|4RCVC|5LWND|6AART|7RCR|8aDMG|9DUST
435	11214 41232	   	168.19	DCR|2VULN|1AART|1DMG|2CDMG	13CDMG|29VULN|4RCVC|5LWND|6AART|7RCR|8DMG|aDUST
436	62233 15116	   	168.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9RPLT|aZMB
437	61484 47334	   	168.17	DCR|3VULN|3DMG|1AART|1SELL	1DMSP|2MBVNT|359VULN|45aDMG|5BPWR|6AART|7RCR|8SELL
438	22223 51453	   	168.17	ACR|4VULN|1AART|2DUR	12DUR|3RCR|4CGEN|578aVULN|6MLV|9AART
439	22231 41453	   	168.17	ACR|4VULN|1AART|2DUR	12DUR|3RCR|478aVULN|5RMIN|6CGEN|9AART
440	22232 31451	   	168.17	ACR|4VULN|1AART|2DUR	12DUR|3RCR|478aVULN|56BEXP|9AART
441	22213 31453	   	168.07	ACR|4VULN|1AART|2DUR	12DUR|3RCR|4ERES|578aVULN|6CGEN|9AART
442	22223 11453	   	168.07	ACR|4VULN|1AART|2DUR	12DUR|3RCR|4CGEN|578aVULN|6ERES|9AART
443	22231 11453	   	168.07	ACR|4VULN|1AART|2DUR	12DUR|3RCR|478aVULN|5RMIN|6ERES|9AART
444	22231 61451	   	168.07	ACR|4VULN|1AART|2DUR	12DUR|3RCR|478aVULN|5RMIN|6TLV|9AART
445	25211 12114	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28FEWX|3RCR|4BEXP|59VULN|6CDMG|7AART|aDMG
446	25251 12114	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28FEWX|3RCR|4LWND|59VULN|6CDMG|7AART|aDMG
447	12214 56212	   	167.82	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|2ERES|3aAART|4DUR|5RCR|69VULN|7DUST|8ZMB
448	22233 12353	   	167.78	ACR|3VULN|1AART|2DUR|1ZMB	12DUR|3RCR|46aVULN|5RCVC|7ZMB|8ERES|9AART
449	11214 41252	   	167.75	DCR|3CDMG|1AART|1VULN|1DMG|1ZMB	13aCDMG|2VULN|4RCVC|5LWND|6AART|7RCR|8DMG|9ZMB
450	22223 51452	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|4CGEN|578VULN|6MLV|9AART|aCDMG
451	22231 41452	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|478VULN|5RMIN|6CGEN|9AART|aCDMG
452	61438 47411	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1DMSP|2MBVNT|349VULN|5DMG|6AART|7RCR|8LIT|aASPD
453	22213 25426	 * 	167.70	ACR|3VULN|1DMG|3DUR|1CDMG	126DUR|3RCR|4ERES|59aVULN|7DMG|8CDMG
454	12231 41363	   	167.69	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	19CDMG|2ERES|34AART|5DMG|6BEXP|7RCR|8VULN|aASPD
455	22213 31452	   	167.62	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|4ERES|578VULN|6CGEN|9AART|aCDMG
456	22223 11452	   	167.62	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|4CGEN|578VULN|6ERES|9AART|aCDMG
457	22231 11452	   	167.62	ACR|3VULN|1AART|1CDMG|2DUR	12DUR|3RCR|478VULN|5RMIN|6ERES|9AART|aCDMG
458	22236 61316	   	167.59	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3RCR|4VULN|5DUST|67AART|8CDMG|9ERES|aDMG
459	22236 62252	   	167.59	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	12DUR|3RCR|4VULN|5DUST|6aAART|7DMG|8ERES|9CDMG
460	11225 51161	   	167.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	13CDMG|2VULN|4SNIHEL|5AIRHEL|6RCR|7aAART|8ASPD|9DMG
461	12261 11236	   	167.59	DCR|2AART|1VULN|2CDMG|1DMG|1ASPD	14CDMG|2ERES|3aAART|5DMG|6CANHEL|7RCR|8ASPD|9VULN
462	12231 31363	   	167.59	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	19CDMG|2ERES|34AART|5DMG|6DUST|7RCR|8VULN|aASPD
463	61438 47424	   	167.58	DCR|2VULN|2AART|1DMG|1ZMB	1DMSP|2MBVNT|34VULN|5DMG|69AART|7RCR|8LIT|aZMB
464	62231 32251	   	167.56	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DMSP|2DUR|3RCR|4aVULN|5RMIN|6ASPD|79DMG|8CDMG
465	12231 51423	   	167.55	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2ERES|349AART|5DMG|6VULN|7RCR|8RCVC|aDUR
466	22233 15313	   	167.52	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7aAART|8CDMG|9CGEN
467	22233 15321	   	167.52	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|79AART|8CDMG|aLIT
468	22233 15323	   	167.52	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|79AART|8CDMG|aMLV
469	22233 15325	   	167.52	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|79AART|8CDMG|aFEWX
470	22233 15326	   	167.52	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|79AART|8CDMG|aLWND
471	12221 11236	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2ERES|3AART|46RMIN|5DUR|7RCR|8aDMG|9VULN
472	12214 53124	   	167.44	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2ERES|3AART|4DUR|5RCR|6VULN|7aDMG|8RCVC|9LHND
473	24462 32222	   	167.43	ACR|2AART|2VULN|3DUR|1CDMG	137DUR|2RPLT|4RCR|58AART|67VULN|7BPWR|9CDMG|aBEXP
474	24462 32223	   	167.43	ACR|2AART|2VULN|3DUR|1CDMG	137DUR|2RPLT|4RCR|58AART|67VULN|7BPWR|9CDMG|aFEWX
475	22233 15453	   	167.42	ACR|2VULN|2AART|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7aAART|8ERES|9CDMG
476	11221 13211	   	167.37	DCR|3VULN|1DMG|2CDMG|2DUR	13CDMG|259VULN|4SNIHEL|6DMG|7RCR|8aDUR
477	11551 13421	   	167.34	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	18CDMG|25VULN|3FLTHEA|4RCVC|6DMG|7RCR|9LIT|aZMB
478	12214 52126	   	167.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2ERES|3AART|4DUR|5RCR|67VULN|8RCVC|9DUST|aDMG
479	22234 44122	   	167.28	ACR|2VULN|2DMG|3DUR|1ZMB	129DUR|3RCR|49VULN|5aLWND|6ZMB|79DMG|8RPLT|9BPWR
480	22233 12622	   	167.28	ACR|3VULN|1AART|2DUR|1ZMB	12DUR|3RCR|468VULN|5RCVC|7ZMB|9LIT|aAART
481	12261 51341	   	167.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	14CDMG|2ERES|3AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aLWND
482	12261 51342	   	167.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	14CDMG|2ERES|3AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aLHND
483	12261 51343	   	167.24	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	14CDMG|2ERES|3AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aBEXP
484	22234 44123	   	167.18	ACR|2VULN|2DMG|3DUR|1ZMB	129DUR|3RCR|49VULN|5LWND|6ZMB|79DMG|8RPLT|9BPWR|aNUKE
485	22233 12662	   	167.18	ACR|3VULN|1AART|2DUR|1ZMB	12DUR|3RCR|468VULN|5RCVC|7ZMB|9ERES|aAART
486	12261 51253	   	167.14	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	14CDMG|2ERES|3AART|5DMG|6VULN|7RCR|8NUKE|9ZMB|aASPD
487	22236 61611	   	167.12	ACR|3VULN|2AART|2DUR	12DUR|3RCR|49aVULN|58DUST|67AART
488	66133 23143	   	167.08	DCR|3DMG|1AART|1VULN|1ZMB	1DMSP|2FEWX|378DMG|4ZMB|5BEXP|6AART|9RCR|aVULN
489	22224 35522	   	167.08	ACR|2VULN|2DMG|3DUR|1ZMB	125DUR|3RCR|4CGEN|68VULN|79DMG|aZMB
490	26116 22234	   	167.03	ACR|3VULN|2DMG|3DUR	13aDUR|2MGNLIT|47aVULN|5RCR|6aDMG|8MBVNT|9RPLT|aBPWR
491	22213 25522	   	166.98	ACR|2VULN|2DMG|3DUR|1ZMB	126DUR|3RCR|4ERES|58VULN|79DMG|aZMB
492	22214 35522	   	166.98	ACR|2VULN|2DMG|3DUR|1ZMB	125DUR|3RCR|4ERES|68VULN|79DMG|aZMB
493	62232 62212	   	166.92	ACR|3VULN|2AART|2DUR	1DMSP|28DUR|3RCR|489VULN|58BEXP|6RPLT|7aAART|8BPWR
494	21331 16652	   	166.90	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|25RMIN|39ZMB|469VULN|7RCR|8AART|9BPWR|aLWND
495	21331 16653	   	166.90	DCR|3VULN|1AART|2ZMB|2DUR	19DUR|25RMIN|39ZMB|469VULN|7RCR|8AART|9BPWR|aFEWX
496	12261 41324	   	166.89	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5aDMG|6BEXP|7RCR|8VULN|9LHND
497	12261 51121	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8BELT|aLIT
498	12261 51124	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8BELT|aDMSP
499	12261 51611	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|68VULN|7RCR|9CGEN|aFEWX
500	12265 51231	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5RMIN|69VULN|7RCR|8DMG|aFEWX
501	22234 13433	   	166.88	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	12aDUR|3RCR|47VULN|5LWND|6CDMG|8ZMB|9AART
502	62233 15511	   	166.88	ACR|4VULN|1AART|1DUR	1DMSP|2DUR|3RCR|469aVULN|5RCVC|7AART|8LHND
503	61431 21527	 * 	166.87	DCR|4VULN|2AART	1DMSP|2MBVNT|3478VULN|5LHND|6RCR|9aAART
504	35233 41423	   	166.84	ACR|4VULN|1AART|1ZMB	1ERES|2RMIN|3RCR|4ZMB|578aVULN|6CGEN|9AART
505	45233 11423	   	166.84	ACR|4VULN|1AART|1ZMB	1CGEN|2RMIN|3RCR|4ZMB|578aVULN|6ERES|9AART
506	12231 41362	   	166.79	DCR|2AART|3CDMG|1VULN|1DMG	19aCDMG|2ERES|34AART|5DMG|6BEXP|7RCR|8VULN
507	12261 31324	   	166.79	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5aDMG|6DUST|7RCR|8VULN|9LHND
508	12261 31344	   	166.79	DCR|2DMG|1AART|1VULN|2CDMG	14CDMG|2ERES|3AART|5aDMG|6DUST|7RCR|8VULN|9FEWX
509	12261 51123	   	166.79	DCR|2VULN|1AART|2CDMG|1DMG	14CDMG|2aERES|3AART|5DMG|69VULN|7RCR|8BELT
510	12261 51125	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8BELT|aDUST
511	12261 51231	   	166.79	DCR|2VULN|1AART|2CDMG|1DMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8NUKE|aFEWX
512	12261 51234	   	166.79	DCR|2VULN|1AART|2CDMG|1DMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8NUKE|aMLV
513	12261 51235	   	166.79	DCR|2VULN|1AART|2CDMG|1DMG	14CDMG|2ERES|3AART|5DMG|69VULN|7RCR|8NUKE|aDMSP
514	12261 51612	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	14CDMG|2ERES|3AART|5DMG|68VULN|7RCR|9CGEN|aDUST
