0	Index      	 *	Score 	Summary	Detail	
1	62112 21215	 * 	198.77	DCR|3DMG|2AART|2VULN|1CDMG	1CDMG|24AART|356DMG|79VULN|8RPLT|aRCR
318	16213 15162	 * 	171.09	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|2DUR	19DUR|2RCR|35ASPD|4FLTHEA|6RCVC|7DMG|8AART|aVULN
319	16213 35114	   	171.09	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|2DUR	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8AART|9FEWX|aVULN
320	16213 35132	   	171.09	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|2DUR	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8AART|9DMSP|aVULN
321	16213 35142	   	171.09	ACR|1AART|1DMG|1VULN|2ASPD|1FLTHEA|2DUR	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8AART|9VULN|aLHND
322	44335 31121	   	171.04	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16ZMB|2RCR|3ASPD|4DMG|59VULN|7LHND|8AART|aCGEN
323	44335 31123	   	171.04	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16ZMB|2RCR|3ASPD|4DMG|59VULN|7LHND|8AART|aFEWX
324	24111 52213	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3FEWX|4RCR|5ERES|6DMG|79aVULN|8AART
325	24221 52213	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3ERES|4RCR|5FEWX|6DMG|79aVULN|8AART
326	24223 52213	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3ERES|4RCR|5BEXP|6DMG|79aVULN|8AART
327	24225 15213	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1MLV|2ZMB|3ERES|4RCR|59aVULN|6FEWX|7DMG|8AART
328	33115 52213	   	171.00	ACR|3VULN|1AART|1DMG|1ZMB	1RMIN|2ERES|3FEWX|4RCR|5ZMB|6DMG|79aVULN|8AART
329	16213 35124	   	170.99	ACR|1AART|1VULN|1DMG|2ASPD|1FLTHEA|2DUR	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8AART|9DUST|aVULN
330	16213 35143	   	170.99	ACR|1AART|1VULN|1DMG|1FLTHEA|2ASPD|2DUR	16DUR|2RCR|35ASPD|4FLTHEA|7DMG|8AART|9VULN|aERES
331	62162 13133	   	170.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2AART|36DMG|47DUR|5SNIHEL|8RCR|9DLOT|aVULN
332	16215 63334	   	170.86	ACR|2DMG|1AART|1CDMG|1FLTHEA|1ASPD|1DUR	1DUR|2RCR|3ASPD|4FLTHEA|5CDMG|6MBVNT|7AART|8BEXP|9aDMG
333	62261 14133	   	170.74	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|2AART|3ZMB|49aDUR|5DMG|6CGEN|7RCR|8VULN
334	62262 22331	   	170.72	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5RCR|6BEXP|78ASPD|9aVULN
335	62262 62331	   	170.72	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1CDMG|2AART|3ZMB|4DUR|5RCR|6LWND|78ASPD|9aVULN
336	44433 31323	   	170.72	ACR|2VULN|2DMG|3ZMB	146ZMB|2RCR|3MBVNT|59VULN|7aDMG|8BEXP
337	41511 26331	   	170.70	DCR|3DMG|3ZMB|1VULN|1DUR	169ZMB|236DMG|4RMIN|5BELT|6BPWR|7RCR|8VULN|aDUR
338	41511 26332	   	170.70	DCR|3DMG|3ZMB|1VULN|1ASPD	169ZMB|236DMG|4RMIN|5BELT|6BPWR|7RCR|8VULN|aASPD
339	41513 32343	   	170.70	DCR|3DMG|3ZMB|1VULN|1ASPD	168ZMB|238DMG|4RMIN|5RCVC|7RCR|8BPWR|9ASPD|aVULN
340	41513 32361	   	170.70	DCR|3DMG|3ZMB|1VULN|1DUR	168ZMB|238DMG|4RMIN|5RCVC|7RCR|8BPWR|9VULN|aDUR
341	62261 24133	   	170.64	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|2AART|3ZMB|49aDUR|5DMG|6TLV|7RCR|8VULN
342	62261 34133	   	170.64	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB	1CDMG|2AART|3ZMB|49aDUR|5DMG|6ERES|7RCR|8VULN
343	62132 32115	 * 	170.63	3VULN|3DMG|1AART|2CDMG|2ZMB	18CDMG|2AART|358DMG|4aZMB|6LHND|789VULN|8BPWR
344	62132 62115	   	170.63	3VULN|3DMG|1AART|2CDMG|2ZMB	18CDMG|2AART|358DMG|4aZMB|6LWND|789VULN|8BPWR
345	62213 24111	   	170.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|89VULN|aLIT
346	62213 24112	   	170.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|89VULN|aFEWX
347	62213 24114	   	170.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|89VULN|aMLV
348	62213 24115	   	170.60	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|89VULN|aCGEN
349	16213 44332	   	170.59	ACR|2VULN|3ASPD|1DMG|1FLTHEA|2DUR	19DUR|2RCR|35aASPD|4FLTHEA|68VULN|7DMG
350	16213 64333	   	170.59	ACR|2VULN|1DMG|2FLTHEA|2ASPD|2DUR	19DUR|2RCR|35ASPD|49FLTHEA|6DUST|7DMG|89VULN|9BPWR|aERES
351	16511 22112	   	170.52	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LWND|5BEXP|6RPLT|79aDMG|8BELT|aBPWR
352	16513 22112	   	170.52	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LWND|5FEWX|6RPLT|79aDMG|8BELT|aBPWR
353	16521 22112	   	170.52	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LHND|5BEXP|6RPLT|79aDMG|8BELT|aBPWR
354	16523 22112	   	170.52	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LHND|5FEWX|6RPLT|79aDMG|8BELT|aBPWR
355	16531 22112	   	170.52	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4FEWX|5BEXP|6RPLT|79aDMG|8BELT|aBPWR
356	62315 21136	 * 	170.51	ACR|3VULN|3AART|1CDMG	1CDMG|249AART|3ERES|5RCR|6LHND|78aVULN
357	62112 14521	   	170.50	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|24AART|35DMG|6LEGI|7RCR|8ZMB|9ASPD|aBEXP
358	62112 14522	   	170.50	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|24AART|35DMG|6LEGI|7RCR|8ZMB|9ASPD|aMLV
359	62112 14523	   	170.50	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|24AART|35DMG|6LEGI|7RCR|8ZMB|9ASPD|aCGEN
360	62213 24116	   	170.50	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|89VULN|aERES
361	62213 24151	   	170.50	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1CDMG|24AART|3ZMB|5DUR|6LHND|7RCR|8aVULN|9NUKE
362	25352 31242	 * 	170.45	ACR|2VULN|1AART|3CDMG|1DMG	1MLV|289CDMG|37VULN|4AART|5RCR|6RCVC|aDMG
363	16532 15133	   	170.42	ACR|3VULN|2DMG|2DUR	18DUR|2RCR|38aVULN|4FEWX|5ERES|6DMSP|78DMG|8BPWR|9LHND
364	16516 22112	   	170.42	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LWND|5DUST|6RPLT|79aDMG|8BELT|aBPWR
365	16526 22112	   	170.42	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4LHND|5DUST|6RPLT|79aDMG|8BELT|aBPWR
366	16536 22112	   	170.42	ACR|3DMG|2VULN|2DUR	1aDUR|2RCR|3aVULN|4FEWX|5DUST|6RPLT|79aDMG|8BELT|aBPWR
367	62112 14326	   	170.40	DCR|2AART|2DMG|1CDMG|1ZMB|1ASPD	1CDMG|24AART|35DMG|6LEGI|7RCR|8ERES|9ASPD|aZMB
368	16512 35113	   	170.32	ACR|3VULN|2DMG|2DUR	18DUR|2RCR|38aVULN|49LWND|56ERES|78DMG|8BPWR
369	16522 35133	   	170.32	ACR|3VULN|2DMG|2DUR	18DUR|2RCR|38aVULN|49LHND|56ERES|78DMG|8BPWR
370	62111 14533	   	170.31	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|24aAART|3DMG|5RCVC|6LEGI|7RCR|8ZMB|9VULN
371	21352 54232	 * 	170.22	DCR|2DMG|2AART|2CDMG|1FLTHEA	1MLV|24DMG|3CGEN|58CDMG|69AART|7RCR|aFLTHEA
372	16211 42135	 * 	170.20	ACR|3VULN|2FLTHEA|3DUR|2ASPD	159DUR|2RCR|3aASPD|4aFLTHEA|67aVULN|8RMIN|aBPWR
373	16111 41335	   	170.20	ACR|3VULN|2FLTHEA|3DUR|2ASPD	159DUR|2RCR|3RMIN|4aFLTHEA|68aVULN|7aASPD|aBPWR
374	62214 24213	   	170.18	DCR|2AART|2VULN|2CDMG|1ZMB	1aCDMG|24AART|3ZMB|5aFEWX|6LHND|7RCR|8BEXP|9aVULN|aBPWR
375	62214 24313	   	170.18	DCR|2AART|2VULN|2CDMG|1ZMB	1aCDMG|24AART|3ZMB|5aFEWX|6LHND|7RCR|8LWND|9aVULN|aBPWR
376	33532 12233	   	170.13	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RMIN|2ERES|3aDMG|4CDMG|5ASPD|6aVULN|7RCR|8LHND|9aDUR|aBPWR
377	21252 54232	   	170.12	DCR|2DMG|2AART|2CDMG|1FLTHEA	1MLV|24DMG|3ERES|58CDMG|69AART|7RCR|aFLTHEA
378	62114 35231	   	170.12	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|24AART|3DMG|5FEWX|6TLV|7MBVNT|8RCR|9aVULN
379	62112 14235	   	170.08	DCR|3AART|2DMG|2CDMG|1ASPD	18CDMG|249AART|35DMG|6LEGI|7RCR|aASPD
380	12315 61632	   	170.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2BEXP|3RCR|4LWND|5ZMB|69VULN|7DMG|8AART
381	12325 61632	   	170.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2BEXP|3RCR|4LHND|5ZMB|69VULN|7DMG|8AART
382	11351 52214	   	170.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|24FEWX|3RCR|4BPWR|5ERES|6DMG|79VULN|8AART|aZMB
383	12351 52214	   	170.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|24BEXP|3RCR|4BPWR|5ERES|6DMG|79VULN|8AART|aZMB
384	43436 31123	   	170.04	DCR|2VULN|2DMG|3ZMB|1DUR	146ZMB|2DUR|3MBVNT|59VULN|7aDMG|8RCR
385	33532 12133	   	170.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RMIN|2ERES|3aDMG|4CDMG|5ASPD|6aVULN|7RCR|8DUST|9aDUR|aBPWR
386	12345 11632	   	169.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1aDUR|2BEXP|3RCR|49VULN|5ZMB|6LEGI|7DMG|8AART
387	12346 31211	   	169.96	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1DUR|2BEXP|3RCR|49aVULN|5MLV|6CDMG|7ASPD|8AART
388	13351 52214	   	169.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|24DUST|3RCR|4BPWR|5ERES|6DMG|79VULN|8AART|aZMB
389	62112 14226	   	169.88	DCR|2AART|2DMG|2CDMG|1ZMB	18CDMG|24AART|35DMG|6LEGI|7RCR|9FEWX|aZMB
390	16214 63414	 * 	169.86	ACR|2AART|2VULN|1FLTHEA|1ASPD|1DUR	1DUR|2RCR|3ASPD|4FLTHEA|56AART|7MBVNT|8aVULN|9CGEN
391	16116 34323	   	169.83	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUR|2RCR|3RMIN|4FLTHEA|5FEWX|6aDMG|7RPLT|8AART|9VULN
392	41461 31123	   	169.82	ACR|3VULN|1DMG|2ZMB|2DUR|1ASPD	1aZMB|2DMG|3aDUR|4RCR|5ERES|6RPLT|7ASPD|89aVULN|aBPWR
393	41461 31132	   	169.82	ACR|3VULN|1DMG|2ZMB|2DUR|1ASPD	19ZMB|2DMG|39DUR|4RCR|5ERES|6RPLT|7ASPD|89aVULN|9BPWR
394	62135 24211	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|6aVULN|7RMIN|8RCR|9LHND
395	62135 24231	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|69VULN|7RMIN|8RCR|aLWND
396	62135 24232	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|69VULN|7RMIN|8RCR|aCGEN
397	62135 24233	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|69VULN|7RMIN|8RCR|aDMSP
398	62432 15231	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4ZMB|5DMG|6RMIN|7MBVNT|8RCR|9aVULN
399	62116 62133	 * 	169.72	3VULN|3AART|2DMG|2CDMG|1DUR|1ASPD	18CDMG|249AART|38DMG|5DUR|6ASPD|78aVULN|8BPWR
400	62135 11511	   	169.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|6DUST|79VULN|8RCR|aLIT
401	62135 11512	   	169.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|6DUST|79VULN|8RCR|aFEWX
402	62135 41231	   	169.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3DMG|4ZMB|5NUKE|6TLV|7FEWX|8RCR|9aVULN
403	62432 35231	   	169.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4ZMB|5DMG|6TLV|7MBVNT|8RCR|9aVULN
404	62161 62112	   	169.66	3VULN|3DMG|1AART|2CDMG|1ASPD|1DUR	18CDMG|2AART|358DMG|4DUR|6ASPD|789VULN|8BPWR|aCGEN
405	62161 62113	   	169.66	3VULN|3DMG|1AART|2CDMG|1ASPD|1DUR	18CDMG|2AART|358DMG|4DUR|6ASPD|789VULN|8BPWR|aDMSP
406	21325 54132	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|3CGEN|4RCR|5aVULN|7AART|8MGNLIT|9DUR
407	62136 31452	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2AART|3aDMG|4ZMB|5SELL|6MBVNT|7CGEN|8RCR|9VULN
408	62136 31453	   	169.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2AART|3DMG|4ZMB|5SELL|6MBVNT|7CGEN|8RCR|9aVULN
409	62136 38342	   	169.53	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2AART|3DMG|4ZMB|5SELL|6MBVNT|7LIT|8RCR|9aVULN
410	41513 31221	   	169.53	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	16ZMB|23DMG|4RMIN|5RCVC|7VULN|8RCR|9AART|aCDMG
411	44111 32432	 * 	169.52	ACR|2DMG|1AART|2ZMB|1FLTHEA|2DUR	18ZMB|2RCR|38BEXP|4FLTHEA|57DUR|68DMG|8BPWR|9AART|aLHND
412	44121 51211	   	169.47	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR|1SELL	1ZMB|2RCR|3BEXP|4SELL|5DUR|69aVULN|7ASPD|8AART
413	21325 54213	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|3CGEN|4RCR|5aVULN|7AART|8TLV|9DUR
414	12341 25213	   	169.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|25BEXP|3RCR|49aVULN|6MLV|7DMG|8AART
415	12346 15213	   	169.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2BEXP|3RCR|49aVULN|5MLV|6DMSP|7DMG|8AART
416	62136 34452	   	169.43	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2AART|3aDMG|4ZMB|5SELL|6MBVNT|7TLV|8RCR|9VULN
417	62136 34453	   	169.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2AART|3DMG|4ZMB|5SELL|6MBVNT|7TLV|8RCR|9aVULN
418	44111 32433	   	169.42	ACR|2DMG|1AART|2ZMB|1FLTHEA|2DUR	18ZMB|2RCR|38BEXP|4FLTHEA|57DUR|68DMG|8BPWR|9AART|aERES
419	21225 54213	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1MLV|26DMG|3ERES|4RCR|5aVULN|7AART|8TLV|9DUR
420	62231 25316	 * 	169.34	DCR|2DMG|3ZMB|1AART|1CDMG|1ASPD	1CDMG|2AART|349ZMB|5RCVC|67DMG|8ASPD|aRCR
421	11331 52213	   	169.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|24FEWX|3RCR|5ERES|6DMG|79aVULN|8AART
422	11342 15213	   	169.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3RCR|49aVULN|5ERES|6DMSP|7DMG|8AART
423	11342 64212	   	169.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3RCR|469VULN|5ERES|7CGEN|8AART|aDMG
424	11342 65211	   	169.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3RCR|469VULN|5ERES|7DMG|8AART|aLWND
425	12341 65213	   	169.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|25BEXP|3RCR|49aVULN|6ERES|7DMG|8AART
426	41254 31221	   	169.33	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	16ZMB|24DMG|35ERES|7VULN|8RCR|9AART|aCDMG
427	16231 54222	 * 	169.32	ACR|2DMG|1AART|2ZMB|2ASPD|2DUR	17DUR|2RCR|37ASPD|4aZMB|5ERES|67DMG|7BPWR|8RCVC|9AART
428	13342 15213	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DUST|3RCR|49aVULN|5ERES|6DMSP|7DMG|8AART
429	13342 63212	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DUST|3RCR|469VULN|5ERES|7CGEN|8AART|aDMG
430	13342 65211	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DUST|3RCR|469VULN|5ERES|7DMG|8AART|aLWND
431	16231 51422	   	169.22	ACR|2DMG|1AART|2ZMB|2ASPD|2DUR	18DUR|2RCR|38ASPD|4aZMB|57ERES|68DMG|8BPWR|9AART
432	21225 33265	 * 	169.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2aDMG|3ERES|4RCR|5VULN|6RPLT|7ZMB|8AART|9CDMG
433	44322 25332	 * 	168.98	ACR|3VULN|3ZMB|3ASPD	149ZMB|2RCR|39aASPD|5MBVNT|6LHND|7aLSRICY|89aVULN|9aBPWR
434	44322 35432	   	168.98	ACR|3VULN|3ZMB|3ASPD	149ZMB|2RCR|39aASPD|5MBVNT|6LWND|7aLSRICY|89aVULN|9aBPWR
435	62262 36213	   	168.88	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1aCDMG|2AART|3ZMB|4aDUR|5RCR|6RCVC|7DUST|8BEXP|9aVULN|aBPWR
436	62262 36313	   	168.88	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1aCDMG|2AART|3ZMB|4aDUR|5RCR|6RCVC|7DUST|8LWND|9aVULN|aBPWR
437	12611 52212	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1DUR|23BEXP|4RCR|5ERES|6aDMG|79VULN|8AART
438	33416 52212	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1RMIN|2ERES|3DUR|4RCR|5MLV|6aDMG|79VULN|8AART
439	54111 52212	   	168.87	ACR|2VULN|2DMG|1AART|1DUR	1DMSP|2DUR|3FEWX|4RCR|5ERES|6aDMG|79VULN|8AART
440	44133 22214	 * 	168.80	ACR|2VULN|3ZMB|1AART|2DUR	149ZMB|2RCR|3BEXP|59VULN|6CGEN|7LHND|89DUR|9BPWR|aAART
441	44433 31324	   	168.78	ACR|3VULN|3ZMB|1DMG	146ZMB|2RCR|3MBVNT|59aVULN|7DMG|8BEXP
442	32311 52212	   	168.77	ACR|2VULN|2DMG|1AART|1ASPD	1RMIN|2DUST|3ASPD|4RCR|5ERES|6aDMG|79VULN|8AART
443	52411 52212	   	168.77	ACR|2VULN|2DMG|1AART|1DUR	1DMSP|2DUST|3DUR|4RCR|5ERES|6aDMG|79VULN|8AART
