0	Index      	 *	Score 	Summary	Detail	
1	31133 13245	 * 	201.52	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG	18aZMB|2CDMG|38aVULN|4FEWX|5DMG|68aBEXP|7RCR|8aBPWR|9AART
340	13143 53223	   	176.24	ACR|3VULN|3DMG	1RCR|25aLHND|3TLV|46aDMG|79aVULN|8RMIN|aBPWR
341	13145 53223	   	176.24	ACR|3VULN|3DMG	1RCR|2aLHND|3TLV|46aDMG|5RCVC|79aVULN|8RMIN|aBPWR
342	14222 36623	   	176.24	ACR|3VULN|3DMG	1RCR|2RCVC|39aVULN|4LEGI|5RMIN|6aMLV|78aDMG|aBPWR
343	11222 61151	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|49LWND|57VULN|6ZMB|8AART|aDMG
344	12222 31151	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3CDMG|49LWND|57VULN|6ZMB|8AART|aDMG
345	16222 31134	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DMG|aMBVNT
346	16222 31136	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9DMG|aERES
347	16222 31141	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9LEGI|aDMG
348	11321 62333	   	176.20	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|23ERES|45AART|6MBVNT|78VULN|9DMG|aZMB
349	16145 23333	   	176.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2aMLV|3FEWX|4aDMG|5DUR|6TLV|7aVULN|8AART|9DLOT|aBPWR
350	16612 36233	   	176.14	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|27MLV|3RPLT|4VULN|57ERES|67DMG|7BPWR|8CDMG|9aAART
351	11631 32313	   	176.14	ACR|3VULN|3DMG	1RCR|28ERES|3RPLT|4MLV|58aVULN|678DMG|8BPWR|9LIT
352	11631 36312	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9NUKE|aBELT
353	11631 36314	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9NUKE|aLWND
354	11631 36321	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9LWND|aDUST
355	11631 36332	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aRMIN
356	11631 36333	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aFEWX
357	11631 36335	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aBEXP
358	11631 36337	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aRCVC
359	11631 36343	   	176.14	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9VENICY|aLHND
360	12422 42311	   	176.14	ACR|3VULN|3DMG	1RCR|27TLV|3LIT|47FEWX|567DMG|7BPWR|89aVULN
361	12631 32313	   	176.14	ACR|3VULN|3DMG	1RCR|28TLV|3RPLT|4MLV|58aVULN|678DMG|8BPWR|9LIT
362	11222 61141	   	176.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4LWND|57VULN|6ZMB|8AART|9LEGI|aDMG
363	12222 31141	   	176.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3CDMG|4LWND|57VULN|6ZMB|8AART|9LEGI|aDMG
364	14253 11336	   	176.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2RCVC|3aVULN|4CGEN|5aDMG|6ASPD|7TLV|8AART|9aERES|aBPWR
365	11613 22233	   	176.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|29ERES|3RPLT|49VULN|5LHND|6DUST|79DMG|8AART|9BPWR|aASPD
366	12613 22233	   	176.07	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|29TLV|3RPLT|49VULN|5LHND|6DUST|79DMG|8AART|9BPWR|aASPD
367	11253 63233	   	176.04	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5RPLT|67VULN|8RMIN|9aAART
368	11253 63333	   	176.04	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5RPLT|67VULN|8CGEN|9aAART
369	11253 66333	   	176.04	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5RPLT|68VULN|7CGEN|9aAART
370	11631 32233	   	176.04	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2ERES|3RPLT|4MLV|5VULN|67DMG|8CDMG|9aAART
371	12631 32233	   	176.04	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2TLV|3RPLT|4MLV|5VULN|67DMG|8CDMG|9aAART
372	16612 32233	   	176.04	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2MLV|3RPLT|4VULN|5ERES|67DMG|8CDMG|9aAART
373	16611 31236	   	176.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2MLV|3RPLT|46aVULN|5AART|7ASPD|8RCVC|9DMG
374	11631 36331	   	176.04	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aDUST
375	11631 36338	   	176.04	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9MBVNT|aTLV
376	11631 36342	   	176.04	ACR|3VULN|3DMG	1RCR|278ERES|3RPLT|4MLV|578VULN|678DMG|78BPWR|9VENICY|aDUST
377	12434 32613	 * 	176.00	ACR|3AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|46VULN|59aAART|7DMG|8DUR
378	11145 23333	   	175.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2aERES|3FEWX|4aDMG|5DUR|6TLV|7aVULN|8AART|9DLOT|aBPWR
379	12145 33333	   	175.97	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2aTLV|3FEWX|4aDMG|5DUR|6ERES|7aVULN|8AART|9DLOT|aBPWR
380	11253 63433	   	175.94	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2ERES|3CDMG|4DMG|5RPLT|67VULN|8TLV|9aAART
381	11616 32233	   	175.94	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2ERES|3RPLT|4VULN|5TLV|67DMG|8CDMG|9aAART
382	12612 32233	   	175.94	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2TLV|3RPLT|4VULN|5ERES|67DMG|8CDMG|9aAART
383	12434 32312	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2TLV|3LIT|46aVULN|5AART|7DMG|8LHND|9DUR
384	11543 23533	   	175.94	ACR|3DMG|3VULN	1RCR|289ERES|3LEGI|48aDMG|5LWND|6aTLV|78aVULN|8aBPWR
385	61142 63332	 * 	175.88	ACR|2VULN|2DMG|1AART|3DUR	1RMIN|27aDUR|3aFEWX|47DMG|5RCR|67DUST|7aBPWR|8AART|9aVULN
386	16211 61125	 * 	175.87	ACR|5VULN|3CDMG	1RCR|2aMLV|35aCDMG|4679aVULN|8MBVNT|aBPWR
387	12434 32622	   	175.84	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2TLV|3LIT|46aVULN|5AART|7DMG|8DUR|9DUST
388	13361 72233	   	175.80	ACR|2DMG|2AART|1VULN|1CDMG|1SELL	1RCR|2LHND|36DMG|4SELL|5MBVNT|7VULN|8CDMG|9aAART
389	16611 35321	   	175.79	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCR|2MLV|3RPLT|468VULN|5AART|7DUR|9SELL|aDMG
390	16222 31611	   	175.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|28MLV|3CDMG|4LWND|57VULN|6ZMB|9AART|aDMG
391	12434 33621	   	175.70	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|29TLV|3LIT|46VULN|57AART|8DMG|aZMB
392	11611 35321	   	175.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCR|2ERES|3RPLT|468VULN|5AART|7DUR|9SELL|aDMG
393	12611 35321	   	175.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCR|2TLV|3RPLT|468VULN|5AART|7DUR|9SELL|aDMG
394	12611 35531	   	175.69	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCR|2TLV|3RPLT|469VULN|5AART|7DUR|8SELL|aDMG
395	11211 61125	   	175.67	ACR|5VULN|3CDMG	1RCR|2aERES|35aCDMG|4679aVULN|8MBVNT|aBPWR
396	12211 61125	   	175.67	ACR|5VULN|3CDMG	1RCR|2aTLV|35aCDMG|4679aVULN|8MBVNT|aBPWR
397	31116 23341	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8AART|9LHND|aDMG
398	31116 23351	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8AART|9FEWX|aDMG
399	12213 23511	   	175.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2TLV|3CDMG|4VULN|5CGEN|6DMSP|7ZMB|8aDMG|9AART
400	16212 23511	   	175.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2MLV|3CDMG|4VULN|5TLV|6DMSP|7ZMB|8aDMG|9AART
401	16214 31111	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2MLV|3CDMG|47VULN|5DUST|6ZMB|8DMSP|9AART|aDMG
402	16214 31311	   	175.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|28MLV|3CDMG|47VULN|5DUST|6ZMB|9AART|aDMG
403	13351 33511	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|36DMG|4LWND|5DUR|78VULN|9AART|aFEWX
404	13351 33512	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|36DMG|4LWND|5DUR|78VULN|9AART|aBELT
405	13351 33513	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|36DMG|4aLWND|5DUR|78VULN|9AART
406	13351 33516	   	175.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LHND|36DMG|4LWND|5DUR|78VULN|9AART|aLIT
407	31136 61142	   	175.54	ACR|3VULN|2DMG|1CDMG|1ZMB	1ZMB|2CDMG|37aVULN|4FEWX|5RCR|69DMG|8DMSP
408	31216 61142	   	175.54	ACR|3VULN|2DMG|1CDMG|1ZMB	1ZMB|2CDMG|3FEWX|47aVULN|5RCR|69DMG|8DMSP
409	11212 23511	   	175.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4VULN|5TLV|6DMSP|7ZMB|8aDMG|9AART
410	11212 23513	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4aVULN|5TLV|6DMSP|7ZMB|8DMG|9AART
411	12214 31111	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3CDMG|47VULN|5DUST|6ZMB|8DMSP|9AART|aDMG
412	12214 31541	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2TLV|3CDMG|47VULN|5DUST|6ZMB|8BEXP|9AART|aDMG
413	11612 22541	   	175.37	ACR|2VULN|2DMG|1AART|1DUR	1RCR|25ERES|3RPLT|48VULN|6DUR|7aDMG|9AART
414	13326 63153	   	175.34	ACR|3VULN|2DMG|2ZMB	1RCR|2aLHND|3aDMG|48ERES|59ZMB|67aVULN|aBPWR
415	31116 23355	   	175.26	DCR|3VULN|1AART|2ZMB|1CDMG|1ASPD	1aZMB|2CDMG|34aVULN|5ASPD|6LWND|7RCR|8AART|9aFEWX|aBPWR
416	12434 33421	 * 	175.24	ACR|3VULN|2AART|2ZMB	1RCR|2TLV|3LIT|468VULN|57AART|9aZMB
417	11211 51366	   	175.24	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2ERES|35CDMG|489VULN|6AART|7LWND|aASPD
418	12211 51366	   	175.24	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2TLV|35CDMG|489VULN|6AART|7LWND|aASPD
419	31114 33111	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5LHND|6ASPD|7RCR|8DMSP|9AART|aDMG
420	31116 23111	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8DMSP|9AART|aDMG
421	31116 23211	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5ASPD|68LWND|7RCR|9AART|aDMG
422	31133 43441	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3VULN|48FEWX|5aDMG|6DUR|7RCR|9AART
423	31133 43443	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3aVULN|48FEWX|5DMG|6DUR|7RCR|9AART
424	31156 43231	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3VULN|4aDMG|5LHND|6DUR|7RCR|8RPLT|9AART
425	31213 43441	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38FEWX|4VULN|5aDMG|6DUR|7RCR|9AART
426	31213 43443	   	175.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38FEWX|4aVULN|5DMG|6DUR|7RCR|9AART
427	31613 43231	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3LHND|4VULN|5aDMG|6DUR|7RCR|8RPLT|9AART
428	34213 43231	   	175.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3CDMG|4VULN|5aDMG|6DUR|7RCR|8RPLT|9AART
429	11631 33346	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|28ERES|37RPLT|4MLV|58VULN|68DMG|8BPWR|9ASPD|aAART
430	12631 33346	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|28TLV|37RPLT|4MLV|58VULN|68DMG|8BPWR|9ASPD|aAART
431	51511 51231	   	174.95	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1CGEN|25CDMG|3RCR|4VULN|6AART|7LWND|8aDMG|9DUR
432	51511 51233	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1CGEN|25CDMG|3RCR|4aVULN|6AART|7LWND|8DMG|9DUR
433	31115 33541	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5DUST|6ASPD|7RCR|8BEXP|9AART|aDMG
434	51511 28142	   	174.88	ACR|3VULN|3CDMG|1AART|1DUR	17CGEN|257CDMG|3RCR|47aVULN|6MBVNT|7BPWR|8DUR|9AART
435	13351 36315	   	174.84	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2LHND|368DMG|4LWND|5DUR|7AART|9MGNLIT|aVULN
436	13351 36323	   	174.84	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2LHND|368DMG|49LWND|5DUR|7AART|aVULN
437	13351 36363	   	174.84	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2LHND|368DMG|4LWND|5DUR|7AART|9DMSP|aVULN
438	13665 21331	   	174.82	ACR|3DMG|1AART|1CDMG|2DUR	1RCR|2LHND|3DLOT|467DMG|5AART|8aDUR|9CDMG
439	14222 36423	   	174.68	ACR|4VULN|2DMG	1RCR|2RCVC|389aVULN|4LEGI|5RMIN|6aMLV|7aDMG|aBPWR
440	14223 56221	   	174.68	ACR|4VULN|2DMG	1RCR|2RCVC|3689VULN|4LEGI|58LHND|78DMG|8BPWR|aLWND
441	16211 54223	   	174.64	ACR|3VULN|3CDMG|1AART	1RCR|27MLV|357CDMG|47aVULN|6AART|7BPWR|8LIT|9BELT
442	16211 54311	   	174.64	ACR|3VULN|3CDMG|1AART	1RCR|27aMLV|357CDMG|479VULN|6AART|7BPWR|8LHND
443	16211 54312	   	174.64	ACR|3VULN|3CDMG|1AART	1RCR|27MLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aLWND
444	16211 54313	   	174.64	ACR|3VULN|3CDMG|1AART	1RCR|27MLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aFEWX
445	11222 61132	   	174.52	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1RCR|2ERES|3CDMG|4LWND|57VULN|6ZMB|8aAART|9DUR
446	12222 31132	   	174.52	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1RCR|2TLV|3CDMG|4LWND|57VULN|6ZMB|8aAART|9DUR
447	14223 56222	   	174.44	ACR|4VULN|2DMG|1SELL	1RCR|2RCVC|3689VULN|4LEGI|58LHND|78DMG|8BPWR|aSELL
448	11211 54124	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8RPLT|9BEXP
449	11211 54223	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8LIT|9BELT
450	11211 54241	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8LIT|9CGEN
451	11211 54311	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8LHND|aMLV
452	11211 54312	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8LHND|aLWND
453	11211 54316	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8aLHND
454	11211 54512	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8RCVC|9LIT
455	12211 54124	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8RPLT|9BEXP
456	12211 54223	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8LIT|9BELT
457	12211 54241	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8LIT|9CGEN
458	12211 54311	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aMLV
459	12211 54312	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aLWND
460	12211 54316	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8aLHND
461	12211 54512	   	174.44	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8RCVC|9LIT
462	31613 43521	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|3LHND|48VULN|5DMG|6DUR|7RCR|9LIT|aAART
463	34213 43521	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2LHND|3CDMG|48VULN|5DMG|6DUR|7RCR|9LIT|aAART
464	13351 33524	   	174.36	ACR|3DMG|2VULN|1DUR|1ASPD	1RCR|2LHND|36aDMG|4LWND|5DUR|78VULN|9ASPD
465	11211 54212	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|47aVULN|6AART|7BPWR|8LIT|9DUST
466	11211 54313	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8LHND|aNUKE
467	11211 54533	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27ERES|357CDMG|479VULN|6AART|7BPWR|8RCVC|aLSRHEA
468	12211 54261	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|47aVULN|6AART|7BPWR|8LIT|9ERES
469	12211 54313	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8LHND|aNUKE
470	12211 54533	   	174.34	ACR|3VULN|3CDMG|1AART	1RCR|27TLV|357CDMG|479VULN|6AART|7BPWR|8RCVC|aLSRHEA
471	16215 22224	   	174.33	ACR|3VULN|2DMG|1CDMG	1RCR|2aMLV|3CDMG|49aVULN|57RMIN|6DMSP|8aDMG|aBPWR
472	16215 32224	   	174.33	ACR|3VULN|2DMG|1CDMG	1RCR|2aMLV|3CDMG|49aVULN|57RMIN|6RCVC|8aDMG|aBPWR
473	31115 33346	   	174.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|34VULN|5DUST|6ASPD|7RCR|8MLV|9DMG|aAART
474	31114 53331	   	174.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|34VULN|5LHND|6AART|7ERES|8RCR|9DUR|aDMG
475	16224 63333	   	174.24	ACR|3DMG|1AART|2CDMG|1DUR	1RCR|27MLV|37CDMG|4LWND|5DUST|679DMG|7BPWR|8AART|aDUR
476	65421 12332	   	174.24	ACR|2VULN|2DMG|1AART|1ZMB	1RMIN|2AART|3LEGI|4aBEXP|5RCR|6NUKE|7ZMB|8aDMG|9aVULN|aBPWR
477	16611 31632	 * 	174.23	ACR|3VULN|2AART|2ASPD	1RCR|29MLV|3RPLT|469VULN|5aAART|79ASPD|8RMIN|9BPWR
478	13323 54523	   	174.23	ACR|3VULN|2DMG|1CDMG	1RCR|2LHND|3aDMG|4ERES|5LWND|68aVULN|7CDMG|9aLIT|aBPWR
479	14213 26223	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|24RCVC|389VULN|5DUST|68LHND|78DMG|8BPWR|aFLTHEA
480	14213 53223	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|24RCVC|389VULN|5DUST|68DMG|78LHND|8BPWR|aFLTHEA
481	14223 16223	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|26RCVC|389VULN|4LEGI|58LHND|78DMG|8BPWR|aFLTHEA
482	14223 56233	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|2RCVC|368VULN|4LEGI|58LHND|78DMG|8BPWR|9DMSP|aFLTHEA
483	14225 26223	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|25RCVC|389VULN|4LEGI|68LHND|78DMG|8BPWR|aFLTHEA
484	14225 53223	   	174.23	ACR|3VULN|2DMG|1FLTHEA	1RCR|25RCVC|389VULN|4LEGI|68DMG|78LHND|8BPWR|aFLTHEA
485	13351 33336	   	174.14	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2LHND|36aDMG|4LWND|5DUR|7VULN|8AART|9DLOT
486	16211 12463	   	174.14	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2MLV|35CDMG|479VULN|6BEXP|8AART|aASPD
487	11215 22224	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2aERES|3CDMG|49aVULN|57RMIN|6DMSP|8aDMG|aBPWR
488	11215 32224	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2aERES|3CDMG|49aVULN|57RMIN|6RCVC|8aDMG|aBPWR
489	12215 22224	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2aTLV|3CDMG|49aVULN|57RMIN|6DMSP|8aDMG|aBPWR
490	12215 32224	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2aTLV|3CDMG|49aVULN|57RMIN|6RCVC|8aDMG|aBPWR
491	16213 11142	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|2MLV|3CDMG|47aVULN|59DMG|6BEXP|8DMSP
492	16213 11342	   	174.13	ACR|3VULN|2DMG|1CDMG	1RCR|28MLV|3CDMG|47aVULN|59DMG|6BEXP
493	11211 12463	   	174.04	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2ERES|35CDMG|479VULN|6BEXP|8AART|aASPD
494	12211 12463	   	174.04	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2TLV|35CDMG|479VULN|6BEXP|8AART|aASPD
495	16211 22573	   	174.04	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2MLV|35CDMG|479VULN|6MBVNT|8AART|aASPD
496	11611 31632	   	174.03	ACR|3VULN|2AART|2ASPD	1RCR|29ERES|3RPLT|469VULN|5aAART|79ASPD|8RMIN|9BPWR
497	12611 31632	   	174.03	ACR|3VULN|2AART|2ASPD	1RCR|29TLV|3RPLT|469VULN|5aAART|79ASPD|8RMIN|9BPWR
498	13353 33532	 * 	174.03	ACR|3DMG|2VULN|2ASPD	1RCR|2LHND|36aDMG|4LWND|5DUST|7aVULN|8AIRHEA|9aASPD|aBPWR
499	11213 11142	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2ERES|3CDMG|47aVULN|59DMG|6BEXP|8DMSP
500	11631 36253	   	174.03	ACR|3DMG|2VULN|1CDMG	1RCR|279ERES|3RPLT|4MLV|57VULN|67aDMG|7BPWR|8CDMG
501	12215 23224	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|27aTLV|3CDMG|49aVULN|5RMIN|6DMSP|8aDMG|aBPWR
502	12215 33224	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|27aTLV|3CDMG|49aVULN|5RMIN|6RCVC|8aDMG|aBPWR
503	12631 34353	   	174.03	ACR|3DMG|2VULN|1CDMG	1RCR|278TLV|3RPLT|4MLV|58VULN|68aDMG|8BPWR|9CDMG
504	13332 23623	   	174.03	ACR|3VULN|2DMG|1FLTHEA	1RCR|2LHND|38DMG|4RCVC|579VULN|6DUST|aFLTHEA
505	16213 61142	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|2MLV|3CDMG|47aVULN|59DMG|6DUST|8DMSP
506	16213 61342	   	174.03	ACR|3VULN|2DMG|1CDMG	1RCR|28MLV|3CDMG|47aVULN|59DMG|6DUST
507	14243 53223	   	174.02	ACR|4VULN|1FLTHEA|2DUR|1ZMB	1RCR|2RCVC|3679VULN|47DUR|57LHND|7BPWR|8ZMB|aFLTHEA
508	31116 23332	   	173.94	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2CDMG|34VULN|5ASPD|6LWND|7RCR|8aAART|9DUR
509	11211 22573	   	173.94	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2ERES|35CDMG|479VULN|6MBVNT|8AART|aASPD
510	12211 22573	   	173.94	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2TLV|35CDMG|479VULN|6MBVNT|8AART|aASPD
