0	Index      	 *	Score 	Summary	Detail	
1	23262 13135	 * 	201.98	ACR|3VULN|2DMG|1AART|2ASPD|1DUR	18ASPD|2RCR|38DMG|47CGEN|5DUR|689VULN|8BPWR|aAART
349	23342 62135	   	174.97	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|3BEXP|47DMG|59CGEN|6AART|8aVULN
350	43233 21165	 * 	174.95	ACR|3VULN|1AART|1DMG|2ZMB	1CGEN|23ZMB|4AART|5RCR|6LWND|7DMG|89aVULN
351	43233 61115	   	174.95	ACR|3VULN|1AART|1DMG|2ZMB	1CGEN|23ZMB|4AART|5RCR|68aVULN|7DMG|9BEXP
352	61153 23226	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|4FEWX|5VENICY|6DUR|7ZMB|8CDMG|9RCR|aDMG
353	61121 65313	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|23aVULN|4LWND|5DMG|6LIT|7RCR|8ZMB|9DMSP
354	63131 53112	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	1AART|246LWND|34aVULN|4BPWR|5DMG|7RCR|8ERES|9ZMB
355	23231 12563	   	174.85	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1ASPD|2RCR|38DMG|4ERES|5BEXP|6VULN|79CDMG|aAART
356	61341 34346	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|29aVULN|3CGEN|4ZMB|5DMG|6MBVNT|7RCR|8RCVC
357	61341 34446	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|29aVULN|3CGEN|4ZMB|5DMG|6MBVNT|7RCR|8DMSP
358	22323 63123	   	174.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|259VULN|3BEXP|4DUR|6AART|7RCR|8LHND|aDMG
359	22225 32626	   	174.76	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|27VULN|3DMG|4DUR|5DMSP|6CDMG|8ZMB|9AART|aRCR
360	61242 24442	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aFEWX
361	61242 24443	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aCGEN
362	61242 24444	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aLIT
363	61242 24445	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28VULN|38DUST|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aBEXP
364	64142 24442	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28DUST|38VULN|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aFEWX
365	64142 24443	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28DUST|38VULN|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aCGEN
366	64142 24444	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1AART|28DUST|38VULN|4MBVNT|5RCR|6RMIN|78DMG|8BPWR|9ZMB|aLIT
367	23261 62363	 * 	174.64	ACR|3DMG|1AART|2ZMB|2ASPD	1aASPD|2RCR|37aDMG|48CGEN|5BEXP|6AART|9aZMB|aBPWR
368	23221 51125	   	174.57	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1ASPD|2RCR|37DMG|4DUR|56FEWX|8aAART|9VULN
369	23222 66125	   	174.57	ACR|2DMG|2AART|1VULN|1ASPD|1DUR	1ASPD|2RCR|36DMG|4DUR|57BEXP|8aAART|9VULN
370	23224 61512	 * 	174.53	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	18ASPD|2RCR|367DMG|4DUR|5DUST|9VULN|aCDMG
371	54231 12113	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1FEWX|23DMG|4RCR|5BEXP|69VULN|7CDMG|8DMSP|aAART
372	61121 23343	   	174.47	DCR|3VULN|2DMG|1AART	1AART|239VULN|49LWND|59DMG|6RCVC|7RMIN|8DMSP|9BPWR|aRCR
373	61151 23343	   	174.47	DCR|3VULN|2DMG|1AART	1AART|239VULN|49FEWX|59DMG|6RCVC|7RMIN|8DMSP|9BPWR|aRCR
374	22231 63626	   	174.40	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1ASPD|26VULN|37DMG|4ERES|56BEXP|6BPWR|8CDMG|9AART|aRCR
375	54231 14343	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1FEWX|23DMG|4RCR|5BEXP|67VULN|8MBVNT|9CDMG|aAART
376	22231 13626	   	174.30	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1ASPD|26VULN|37DMG|4ERES|5BEXP|8CDMG|9AART|aRCR
377	61113 13313	   	174.27	DCR|3VULN|2DMG|1AART	1AART|238VULN|456LIT|79DMG|aRCR
378	63131 32173	   	174.27	DCR|3VULN|2DMG|1AART	1AART|249LWND|348VULN|4BPWR|57DMG|6MBVNT|aRCR
379	61143 16132	   	174.22	ACR|4VULN|2AART|1DUR	17AART|2349VULN|5RCR|6LHND|8DLOT|aDUR
380	61112 66123	   	174.17	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|5LWND|78DMG|9ERES|aRCR
381	63131 32247	   	174.17	DCR|3VULN|2DMG|1AART	1AART|24LWND|349VULN|4BPWR|57DMG|6MBVNT|8DUST|aRCR
382	61121 32247	   	174.07	DCR|3VULN|2DMG|1AART	1AART|239VULN|4LWND|57DMG|6MBVNT|8DUST|aRCR
383	61231 32117	   	174.07	DCR|3VULN|2DMG|1AART	1AART|248VULN|34DUST|4BPWR|57DMG|6MBVNT|9BEXP|aRCR
384	61231 32167	   	174.07	DCR|3VULN|2DMG|1AART	1AART|248VULN|34DUST|4BPWR|57DMG|6MBVNT|9LWND|aRCR
385	61231 32177	   	174.07	DCR|3VULN|2DMG|1AART	1AART|248VULN|34DUST|4BPWR|57DMG|6MBVNT|9LHND|aRCR
386	61231 32188	   	174.07	DCR|3VULN|2DMG|1AART	1AART|248VULN|34DUST|4BPWR|57DMG|6MBVNT|9LSRICY|aRCR
387	61231 32447	   	174.07	DCR|3VULN|2DMG|1AART	1AART|249VULN|34DUST|4BPWR|57DMG|6MBVNT|8LHND|aRCR
388	64131 32117	   	174.07	DCR|3VULN|2DMG|1AART	1AART|24DUST|348VULN|4BPWR|57DMG|6MBVNT|9BEXP|aRCR
389	64131 32447	   	174.07	DCR|3VULN|2DMG|1AART	1AART|24DUST|349VULN|4BPWR|57DMG|6MBVNT|8LHND|aRCR
390	23425 32133	 * 	174.06	ACR|3AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3LWND|4DUR|569AART|7DMG|8VULN|aZMB
391	44231 13112	   	174.04	ACR|3VULN|3DMG	178aCGEN|2RCR|38aDMG|4ERES|5BEXP|68aVULN|8aBPWR|9RCVC
392	23231 12514	   	173.92	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|38DMG|4ERES|5BEXP|69VULN|7CDMG|aZMB
393	61143 62332	   	173.87	ACR|3VULN|2AART|1CDMG|1DUR	18AART|234VULN|5RCR|6CDMG|7DUR|9FEWX|aLHND
394	61143 62333	   	173.87	ACR|3VULN|2AART|1CDMG|1DUR	18AART|234VULN|5RCR|6CDMG|7DUR|9FEWX|aCGEN
395	61143 35132	   	173.78	ACR|4VULN|1AART|1ZMB|1DUR	1AART|2349VULN|5RCR|6MLV|7ZMB|8DLOT|aDUR
396	61143 62321	   	173.77	ACR|3VULN|2AART|1CDMG|1DUR	18AART|234VULN|5RCR|6CDMG|7DUR|9ERES|aLWND
397	61143 62323	   	173.77	ACR|3VULN|2AART|1CDMG|1DUR	18AART|234VULN|5RCR|6CDMG|7DUR|9ERES|aLHND
398	61143 62331	   	173.77	ACR|3VULN|2AART|1CDMG|1DUR	18AART|234VULN|5RCR|6CDMG|7DUR|9FEWX|aERES
399	61143 63322	   	173.77	ACR|3VULN|2AART|1CDMG|1ASPD	18AART|234VULN|5RCR|6CDMG|7FEWX|9ERES|aASPD
400	61115 62113	 * 	173.74	DCR|4VULN|3AART	19aAART|2356VULN|46LIT|6BPWR|7RCR|8MLV
401	61243 41126	   	173.67	DCR|4VULN|1AART|1CDMG	1AART|2789VULN|35DUST|4MBVNT|6RCR|aCDMG
402	63342 32144	   	173.54	ACR|2AART|2VULN|1DMG|2ASPD	1aAART|2LWND|35ASPD|4RCR|6MBVNT|7DMG|89VULN
403	23235 54113	   	173.54	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|36aDMG|46ERES|5AART|6BPWR|7LHND|8VULN|9BEXP
404	43233 65123	   	173.46	ACR|2VULN|3ZMB|1AART|1CDMG|1DUR	17CGEN|237ZMB|4AART|5RCR|67VULN|7BPWR|8CDMG|9DUST|aDUR
405	23235 53113	   	173.44	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|36aDMG|46ERES|5AART|6BPWR|7DUST|8VULN|9BEXP
406	61143 61111	   	173.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|234VULN|5RCR|6CDMG|7LIT|8BEXP|9DUR|aZMB
407	61143 61211	   	173.43	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|234VULN|5RCR|6CDMG|7LIT|8LWND|9DUR|aZMB
408	21143 22153	   	173.28	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2DLOT|368VULN|4RCR|5LWND|7DMG|9AART|aDUR
409	44232 13121	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	178CGEN|2RCR|38DMG|4ERES|5DUR|68VULN|8BPWR|9AART|aRMIN
410	44232 13123	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	178aCGEN|2RCR|38DMG|4ERES|5DUR|68VULN|8BPWR|9AART
411	44232 13126	   	173.27	ACR|2VULN|2DMG|1AART|1DUR	178CGEN|2RCR|38DMG|4ERES|5DUR|68VULN|8BPWR|9AART|aLHND
412	54235 23113	   	173.25	ACR|3DMG|2AART|1VULN	1FEWX|23aDMG|4RCR|56AART|7DUST|8VULN|9BEXP
413	61143 11231	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LHND|7DMG|8DUST|aRMIN
414	61143 11232	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LHND|7DMG|8DUST|aBEXP
415	61143 11233	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LHND|7DMG|8DUST|aCGEN
416	61143 21231	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8DUST|aRMIN
417	61143 21232	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8DUST|aBEXP
418	61143 21233	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8DUST|aCGEN
419	61143 21351	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8TLV|aCGEN
420	61143 21353	   	173.25	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8TLV|aFEWX
421	54235 32322	   	173.25	ACR|3DMG|2AART|1VULN	1FEWX|237DMG|4RCR|5aAART|6BEXP|8DUST|9VULN
422	61245 41224	 * 	173.22	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|257VULN|3DUST|4MBVNT|6RCR|89ASPD|aCDMG
423	44232 13124	   	173.17	ACR|2VULN|2DMG|1AART|1DUR	178CGEN|2RCR|38DMG|4ERES|5DUR|68VULN|8BPWR|9AART|aDUST
424	61143 11234	   	173.15	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LHND|7DMG|8aDUST
425	61143 21234	   	173.15	ACR|3VULN|2AART|1DMG	19AART|234VULN|5RCR|6LWND|7DMG|8aDUST
426	63342 32143	   	173.10	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2LWND|35ASPD|4RCR|6MBVNT|7DMG|89VULN|aZMB
427	23261 62153	   	173.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|37aDMG|4CGEN|5BEXP|6AART|8VULN|9LWND
428	23261 62163	   	173.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|37aDMG|4CGEN|5BEXP|6AART|8VULN|9FEWX
429	23342 62153	   	173.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|3BEXP|47aDMG|5CGEN|6AART|8VULN|9LWND
430	23342 62163	   	173.04	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|3BEXP|47aDMG|5CGEN|6AART|8VULN|9FEWX
431	61143 11235	   	173.00	ACR|3VULN|2AART|1DMG|1SELL	19AART|234VULN|5RCR|6LHND|7DMG|8DUST|aSELL
432	61143 21235	   	173.00	ACR|3VULN|2AART|1DMG|1SELL	19AART|234VULN|5RCR|6LWND|7DMG|8DUST|aSELL
433	21143 22256	   	172.95	ACR|3VULN|1AART|1DMG|2ASPD	18ASPD|2DLOT|36aVULN|4RCR|5LWND|7DMG|9AART
434	61245 41121	   	172.95	DCR|5VULN|1AART	1AART|25789VULN|3DUST|4MBVNT|6RCR|aMGNLIT
435	61245 41122	   	172.95	DCR|5VULN|1AART	1AART|25789VULN|3DUST|4MBVNT|6RCR|aRPLT
436	61245 41123	   	172.95	DCR|5VULN|1AART	1AART|25789VULN|3DUST|4MBVNT|6RCR|aRCVC
437	23542 62113	   	172.94	ACR|3DMG|1AART|1VULN|1ASPD	1ASPD|2RCR|3DUST|47aDMG|5CGEN|6AART|8VULN|9BEXP
438	43233 65133	   	172.93	ACR|2VULN|3ZMB|1AART|2CDMG	17CGEN|237ZMB|4AART|5RCR|67VULN|7BPWR|89CDMG|aLHND
439	14253 31374	 * 	172.93	DCR|3VULN|2DMG|2CDMG	1aLHND|23DMG|4RPLT|58aVULN|6MBVNT|7RCR|9aCDMG|aBPWR
440	23262 11314	   	172.93	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2RCR|3DMG|4CGEN|5DUR|68VULN|7MLV|9ZMB|aAART
441	61323 11161	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3CGEN|4CDMG|5LIT|6BEXP|7RCR|9DMG|aZMB
442	61423 11161	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3RMIN|4CDMG|5LIT|6BEXP|7RCR|9DMG|aZMB
443	61423 31161	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3RMIN|4CDMG|5LIT|6FEWX|7RCR|9DMG|aZMB
444	61523 11161	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|28VULN|3MLV|4CDMG|5LIT|6BEXP|7RCR|9DMG|aZMB
445	61243 41124	   	172.85	DCR|5VULN|1AART	1AART|2789aVULN|35DUST|4MBVNT|6RCR
446	61245 41424	   	172.85	DCR|5VULN|1AART	1AART|2579aVULN|38DUST|4MBVNT|6RCR
447	64143 41124	   	172.85	DCR|5VULN|1AART	1AART|25DUST|3789aVULN|4MBVNT|6RCR
448	43233 65132	   	172.83	ACR|2VULN|3ZMB|1AART|2CDMG	17CGEN|237ZMB|4AART|5RCR|67VULN|7BPWR|89CDMG|aDUST
449	23262 14314	   	172.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCR|3DMG|4CGEN|5DUR|68VULN|7TLV|9ZMB|aAART
450	23261 13244	   	172.80	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCR|3aDMG|47CGEN|5BEXP|6aVULN|8ZMB|9aDUR|aBPWR
451	61341 34128	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3CGEN|4ZMB|5DMG|6MBVNT|7RCR|8LHND|aCDMG
452	61541 34344	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3MLV|4ZMB|5DMG|6MBVNT|7RCR|8RCVC|aCDMG
453	61541 34444	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3MLV|4ZMB|5DMG|6MBVNT|7RCR|8DMSP|aCDMG
454	62323 11161	   	172.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ERES|38VULN|4CDMG|5LIT|6BEXP|7RCR|9DMG|aZMB
455	61431 25132	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|28VULN|3RMIN|45DMG|6LWND|7RCR|9BEXP|aDUR
456	61153 23623	   	172.72	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1aAART|23VULN|4FEWX|5VENICY|6DUR|7ZMB|8DMG|9RCR
457	23222 63613	   	172.68	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1SELL	1ASPD|2RCR|36DMG|4DUR|5BEXP|7SELL|8ZMB|9VULN|aAART
458	44232 13113	   	172.67	ACR|2VULN|2DMG|1AART|1DUR	178CGEN|2RCR|38DMG|4ERES|5DUR|68VULN|8BPWR|9BELT|aAART
459	23261 24353	   	172.67	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|39DMG|4CGEN|5BEXP|69LIT|7TLV|89VULN|9BPWR|aAART
460	54231 62322	   	172.65	ACR|3DMG|2AART|1VULN	1FEWX|237DMG|4RCR|5BEXP|6aAART|8DUST|9VULN
461	23224 63613	   	172.58	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR|1SELL	1ASPD|2RCR|36DMG|4DUR|5DUST|7SELL|8ZMB|9VULN|aAART
462	23341 61511	   	172.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2RCR|3BEXP|49DMG|5BELT|6LIT|78VULN|aAART
463	61461 12113	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|28VULN|3RMIN|4ASPD|57DMG|6DUR|9BEXP|aRCR
464	21145 52123	   	172.47	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2DLOT|3VULN|4RCR|5BELT|6DUR|7AART|8CDMG|9aDMG
465	23333 45523	   	172.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|4LHND|589VULN|6FEWX|7AART|aDMG
466	23235 53251	   	172.42	ACR|3DMG|1AART|2ASPD|2DUR	19ASPD|2RCR|369DMG|46ERES|5AART|69BPWR|7DUST|89DUR|aFEWX
467	23235 53252	   	172.42	ACR|3DMG|1AART|2ASPD|2DUR	19ASPD|2RCR|369DMG|46ERES|5AART|69BPWR|7DUST|89DUR|aCGEN
468	23333 15523	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|4LHND|589VULN|6DUST|7AART|aDMG
469	23335 86423	   	172.34	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCR|3BEXP|4LHND|5MBVNT|689VULN|7AART|aDMG
470	61433 22253	   	172.26	DCR|2VULN|2DMG|1AART|2ASPD	1AART|29VULN|36RMIN|49DMG|5DUST|7BEXP|89ASPD|9BPWR|aRCR
471	23222 16421	   	172.16	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|38aDMG|4DUR|5BEXP|6aLWND|7CGEN|9aVULN|aBPWR
472	23222 26421	   	172.16	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|38aDMG|4DUR|5BEXP|6aLHND|7CGEN|9aVULN|aBPWR
473	23222 64121	   	172.16	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|36aDMG|4DUR|5BEXP|7aLHND|8CGEN|9aVULN|aBPWR
474	23222 65621	   	172.16	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|36aDMG|4DUR|5BEXP|7aMLV|8LWND|9aVULN|aBPWR
475	23262 36421	   	172.16	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|38aDMG|4CGEN|5DUR|6aLHND|7LWND|9aVULN|aBPWR
476	23212 61553	   	172.09	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|367DMG|4LHND|5BEXP|8ZMB|9CDMG|aVULN
477	23265 12214	   	172.09	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCR|3DMG|4CGEN|5LWND|689VULN|7CDMG|aZMB
478	23222 65221	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|36aDMG|4DUR|5BEXP|7aMLV|8DUST|9aVULN|aBPWR
479	23224 15421	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|38aDMG|4DUR|5DUST|6aLWND|7MLV|9aVULN|aBPWR
480	23224 25421	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|38aDMG|4DUR|5DUST|6aLHND|7MLV|9aVULN|aBPWR
481	23224 64121	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|36aDMG|4DUR|5DUST|7aLHND|8CGEN|9aVULN|aBPWR
482	23224 66121	   	172.06	ACR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RCR|36aDMG|4DUR|5DUST|7aBEXP|8CGEN|9aVULN|aBPWR
483	23262 16411	   	172.06	ACR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RCR|38aDMG|4CGEN|5DUR|6aVULN|7DUST|9aFEWX|aBPWR
484	23224 13116	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|39aDMG|4DUR|5DUST|6aLWND|7LIT|8aVULN|aBPWR
485	23224 13126	   	172.06	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2RCR|3aDMG|4DUR|5DUST|6aLWND|7LIT|89aVULN|aBPWR
486	23224 23116	   	172.06	ACR|3DMG|2VULN|1DUR|1ASPD	1ASPD|2RCR|39aDMG|4DUR|5DUST|6aLHND|7LIT|8aVULN|aBPWR
487	23224 23126	   	172.06	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|2RCR|3aDMG|4DUR|5DUST|6aLHND|7LIT|89aVULN|aBPWR
488	23224 43116	   	172.06	ACR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RCR|39aDMG|4DUR|5DUST|6aBEXP|7LIT|8aVULN|aBPWR
489	23224 43126	   	172.06	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|2RCR|3aDMG|4DUR|5DUST|6aBEXP|7LIT|89aVULN|aBPWR
490	23224 53116	   	172.06	ACR|3DMG|2VULN|1ASPD|1DUR	1ASPD|2RCR|39aDMG|4DUR|5DUST|6aFEWX|7LIT|8aVULN|aBPWR
491	23224 53126	   	172.06	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|2RCR|3aDMG|4DUR|5DUST|6aFEWX|7LIT|89aVULN|aBPWR
492	23261 62251	   	172.02	ACR|3DMG|1AART|2ASPD|2DUR	19ASPD|2RCR|379DMG|4CGEN|5BEXP|6AART|89DUR|9BPWR|aFEWX
493	23261 62252	   	172.02	ACR|3DMG|1AART|2ASPD|2DUR	19ASPD|2RCR|379DMG|4aCGEN|5BEXP|6AART|89DUR|9BPWR
494	23261 62253	   	172.02	ACR|3DMG|1AART|2ASPD|2DUR	19ASPD|2RCR|379DMG|4CGEN|5BEXP|6AART|89DUR|9BPWR|aRCVC
