0	Index      	 *	Score 	Summary	Detail	
1	31212 45353	 * 	205.69	ACR|3DMG|2VULN|1AART|2ASPD|1CDMG	1aVULN|2LIT|35aDMG|4RCR|6CDMG|7AART|8FEWX|9aASPD|aBPWR
337	31621 23323	   	180.98	ACR|3VULN|2DMG|1AART|1DUR|1SELL	139VULN|29LIT|4LHND|5RCR|6DUR|7SELL|89DMG|9BPWR|aAART
338	32421 23323	   	180.98	ACR|3VULN|2DMG|1AART|1DUR|1SELL	129VULN|29BPWR|39LIT|4LHND|5RCR|6DUR|7SELL|89DMG|aAART
339	36421 23323	   	180.98	ACR|3VULN|2DMG|1AART|1DUR|1SELL	129VULN|39LIT|4LHND|5RCR|6DUR|7SELL|89DMG|9BPWR|aAART
340	32312 56413	 * 	180.96	ACR|4VULN|2CDMG|1DMG|1ZMB	1289VULN|28BPWR|3DMG|4RCR|58LIT|6RMIN|78CDMG|aZMB
341	32311 32544	   	180.94	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CANHEL
342	35314 51321	   	180.79	ACR|3VULN|2DMG|1AART	15aVULN|2RCVC|37DMG|4RCR|6aERES|8aLHND|9AART|aBPWR
343	32451 13423	 * 	180.74	ACR|4VULN|3CDMG|1DMG|1DUR	1278VULN|278BPWR|3LIT|478LWND|5RCR|678CDMG|9DUR|aDMG
344	32314 44322	   	180.69	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6FEWX|7RCVC|8aAART|9DUR
345	32311 22514	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9BEXP|aCDMG
346	32311 22554	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aLHND
347	32311 22556	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aFEWX
348	36311 22514	   	180.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9BEXP|aCDMG
349	11212 45125	 * 	180.66	ACR|3DMG|1AART|1VULN|2CDMG	1BEXP|2LIT|35aDMG|4RCR|69CDMG|7AART|8VULN
350	31212 45325	   	180.66	ACR|3DMG|1AART|1VULN|2CDMG	1VULN|2LIT|35aDMG|4RCR|69CDMG|7AART|8FEWX
351	32312 45321	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	12aVULN|2BPWR|3DMG|4RCR|5LIT|69CDMG|7AART|8FEWX
352	36312 45321	   	180.66	ACR|3VULN|1AART|1DMG|2CDMG	12aVULN|3DMG|4RCR|5LIT|69CDMG|7AART|8FEWX
353	32311 22551	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aDUST
354	32311 32514	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9BEXP|aCDMG
355	32311 32554	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aLHND
356	32311 32556	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aFEWX
357	32311 42514	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9BEXP|aCDMG
358	36311 22551	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9CDMG|aDUST
359	36311 32514	   	180.59	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9BEXP|aCDMG
360	31211 63336	   	180.58	ACR|3VULN|2DMG|2ASPD|1CDMG	17aVULN|26LIT|3aDMG|4RCR|5ERES|8CDMG|9aASPD|aBPWR
361	32314 22312	   	180.57	ACR|5VULN|1DMG|1ZMB|1DUR	1257aVULN|2BPWR|3DMG|4RCR|6LHND|8ZMB|9DUR
362	32314 42212	   	180.57	ACR|5VULN|1DMG|1ZMB|1DUR	1257aVULN|2BPWR|3DMG|4RCR|6FEWX|8ZMB|9DUR
363	36314 22312	   	180.57	ACR|5VULN|1DMG|1ZMB|1DUR	1257aVULN|3DMG|4RCR|6LHND|8ZMB|9DUR
364	36314 42212	   	180.57	ACR|5VULN|1DMG|1ZMB|1DUR	1257aVULN|3DMG|4RCR|6FEWX|8ZMB|9DUR
365	32312 45135	   	180.56	ACR|3VULN|1AART|2CDMG|1DMG	129VULN|2BPWR|3DMG|4RCR|5LIT|6aCDMG|7AART|8TLV
366	32314 34523	   	180.55	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LWND|8AART|9DUR|aZMB
367	32314 36523	   	180.55	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LHND|8AART|9DUR|aZMB
368	32311 22422	   	180.54	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8MLV|9AART
369	36311 22422	   	180.54	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6CGEN|8MLV|9AART
370	32621 11513	   	180.52	DCR|4VULN|2DMG|1CDMG	1236VULN|2BPWR|4CDMG|5NUKE|7RCR|8LWND|9aDMG
371	36621 11513	   	180.52	DCR|4VULN|2DMG|1CDMG	1236VULN|4CDMG|5NUKE|7RCR|8LWND|9aDMG
372	32311 32551	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aDUST
373	32311 42551	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9CDMG|aDUST
374	36311 32551	   	180.49	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9CDMG|aDUST
375	31211 33556	   	180.44	ACR|4VULN|1AART|1DMG|1DUR	167aVULN|2LIT|3DMG|4RCR|5ERES|8DUR|9AART
376	32311 32422	   	180.44	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8MLV|9AART
377	32311 42422	   	180.44	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8MLV|9AART
378	36311 32422	   	180.44	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6TLV|8MLV|9AART
379	36311 42422	   	180.44	ACR|4VULN|1AART|1DMG|1ASPD	127aVULN|3DMG|4RCR|5ASPD|6ERES|8MLV|9AART
380	32118 43446	   	180.43	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aRCVC
381	36118 43446	   	180.43	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aRCVC
382	32621 11413	   	180.42	DCR|4VULN|2DMG|1CDMG	1236VULN|2BPWR|4CDMG|5NUKE|7RCR|8DUST|9aDMG
383	36621 11413	   	180.42	DCR|4VULN|2DMG|1CDMG	1236VULN|4CDMG|5NUKE|7RCR|8DUST|9aDMG
384	32314 31361	   	180.39	ACR|3VULN|2AART|1DMG|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LIT|8ASPD|9aAART
385	36314 31361	   	180.39	ACR|3VULN|2AART|1DMG|1ASPD	125VULN|3DMG|4RCR|6RCVC|7LIT|8ASPD|9aAART
386	34612 13252	   	180.39	ACR|3VULN|2DMG|2CDMG|1ASPD	17aVULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8ASPD|9CGEN
387	34612 13331	   	180.39	ACR|3DMG|2VULN|2CDMG|1DUR	17VULN|2RMIN|3LIT|4RCR|57aDMG|67CDMG|7BPWR|8DUR|9FEWX
388	34612 13341	   	180.39	ACR|3DMG|2VULN|2CDMG|1DUR	17VULN|2RMIN|3LIT|4RCR|57aDMG|67CDMG|7BPWR|8DUR|9BEXP
389	32313 23333	   	180.14	ACR|3VULN|3DMG|1ZMB	12aVULN|2aBPWR|37aDMG|4RCR|5LWND|6RMIN|8ZMB|9aBEXP
390	36313 23333	   	180.14	ACR|3VULN|3DMG|1ZMB	12aVULN|37aDMG|4RCR|5LWND|6RMIN|8ZMB|9aBEXP|aBPWR
391	32313 55224	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|2BPWR|3DMG|4RCR|5LWND|6LHND|7DUR|9AART|aCDMG
392	32314 25124	   	180.09	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6LHND|7DUR|8BEXP|9AART|aCDMG
393	31212 42325	   	180.06	ACR|3DMG|1AART|1VULN|2CDMG	1VULN|2LIT|35aDMG|4RCR|69CDMG|7LHND|8AART
394	32312 42321	   	180.06	ACR|3VULN|1AART|1DMG|2CDMG	12aVULN|2BPWR|3DMG|4RCR|5LIT|69CDMG|7LHND|8AART
395	36312 42321	   	180.06	ACR|3VULN|1AART|1DMG|2CDMG	12aVULN|3DMG|4RCR|5LIT|69CDMG|7LHND|8AART
396	51212 43325	   	180.06	ACR|3DMG|1AART|1VULN|2CDMG	1LHND|2LIT|35aDMG|4RCR|69CDMG|7VULN|8AART
397	35314 63312	   	180.03	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|29RCVC|3DMG|4RCR|6AART|7CDMG|8DUST
398	32315 52224	   	179.99	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	128VULN|2BPWR|3DMG|4RCR|5DUR|6LHND|7LEGI|9AART|aCDMG
399	31211 34516	 * 	179.97	ACR|5VULN|2DMG|1SELL	1689aVULN|2LIT|3aDMG|4RCR|5aERES|7SELL|aBPWR
400	32314 31363	   	179.95	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LIT|8ASPD|9AART|aZMB
401	32314 35226	   	179.95	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8LHND|9AART|aZMB
402	36314 31363	   	179.95	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	125VULN|3DMG|4RCR|6RCVC|7LIT|8ASPD|9AART|aZMB
403	35312 45132	   	179.89	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2RCVC|3aDMG|4RCR|5LIT|6CDMG|7AART|8TLV
404	31212 31115	   	179.87	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1aVULN|2LIT|35DMG|4RCR|6DUST|7ASPD|8AART|9ZMB
405	22322 34261	   	179.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1ERES|2aVULN|38ASPD|4DMG|5DUR|6RCR|7CDMG|9AART
406	22422 34261	   	179.86	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG|1DUR	1ERES|2aVULN|3DMG|48ASPD|5DUR|6RCR|7CDMG|9AART
407	31211 33565	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1679VULN|2LIT|3DMG|4RCR|5ERES|8DUR|aAART
408	32314 22124	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|2BPWR|3DMG|4RCR|6LHND|8LEGI|9DUR|aAART
409	36314 22124	   	179.84	ACR|4VULN|1AART|1DMG|1DUR	1257VULN|3DMG|4RCR|6LHND|8LEGI|9DUR|aAART
410	32314 61111	   	179.69	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6aAART|7LWND|8LIT|9DUR
411	32314 66113	   	179.69	ACR|3VULN|2AART|1DMG|1ASPD	125VULN|2BPWR|3DMG|4RCR|68AART|79CGEN|aASPD
412	36314 61111	   	179.69	ACR|3VULN|2AART|1DMG|1DUR	125VULN|3DMG|4RCR|6aAART|7LWND|8LIT|9DUR
413	35311 22526	   	179.61	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	17VULN|2RCVC|3aDMG|4RCR|5ASPD|6CGEN|8AART|9DUR
414	34612 13233	 * 	179.59	ACR|2VULN|2DMG|2CDMG|2ZMB|1ASPD	17VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8ASPD|9aZMB
415	32314 61512	   	179.59	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|69AART|7LWND|8LEGI|aDUR
416	32314 62122	   	179.59	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|68AART|7ERES|9DUR|aLHND
417	32314 62126	   	179.59	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|68AART|7ERES|9DUR|aBEXP
418	32314 62422	   	179.59	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|6aAART|7ERES|8DUR|9FEWX
419	36314 62122	   	179.59	ACR|3VULN|2AART|1DMG|1DUR	125VULN|3DMG|4RCR|68AART|7ERES|9DUR|aLHND
420	35311 32526	   	179.51	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	17VULN|2RCVC|3aDMG|4RCR|5ASPD|6TLV|8AART|9DUR
421	32314 62133	   	179.49	ACR|3VULN|2AART|1DMG|1ASPD	125VULN|2BPWR|3DMG|4RCR|68AART|79ERES|aASPD
422	32314 62134	   	179.49	ACR|3VULN|2AART|1DMG|1DUR	125VULN|2BPWR|3DMG|4RCR|68AART|79ERES|aDUR
423	36314 62133	   	179.49	ACR|3VULN|2AART|1DMG|1ASPD	125VULN|3DMG|4RCR|68AART|79ERES|aASPD
424	32315 61521	   	179.47	ACR|4VULN|2DMG|2DUR|1SELL	128aVULN|28BPWR|38DMG|4RCR|58DUR|6SELL|7DLOT|9LIT
425	32135 43432	   	179.41	DCR|3VULN|2DMG|1AART|1DUR	128VULN|2BPWR|3RPLT|4AART|56DMG|7RMIN|9DUR|aRCR
426	32643 31331	   	179.29	DCR|4VULN|1AART|1DMG	123aVULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8AART|9RPLT
427	36643 31331	   	179.29	DCR|4VULN|1AART|1DMG	123aVULN|4RCVC|5BEXP|6RCR|7DMG|8AART|9RPLT
428	31211 51156	   	179.27	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1aVULN|2LIT|37DMG|4RCR|5ERES|6ASPD|8ZMB|9AART
429	32311 22523	   	179.27	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6CGEN|8AART|9aDUR
430	36311 22523	   	179.27	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|3DMG|4RCR|5ASPD|6CGEN|8AART|9aDUR
431	32314 61622	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7LWND|8ZMB|9RMIN|aDUR
432	32314 65113	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7BELT|8DUR|9ZMB|aRPLT
433	32314 66223	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CGEN|8LHND|9ZMB|aDUR
434	32314 66323	   	179.24	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7CGEN|8LWND|9ZMB|aDUR
435	32644 31331	   	179.19	DCR|4VULN|1AART|1DMG	123aVULN|2BPWR|4RCVC|5DUST|6RCR|7DMG|8AART|9RPLT
436	32311 32522	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6TLV|8AART|9aDUR
437	32311 42522	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|2BPWR|3DMG|4RCR|5ASPD|6ERES|8AART|9aDUR
438	36311 32522	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|3DMG|4RCR|5ASPD|6TLV|8AART|9aDUR
439	36311 42522	   	179.17	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	127VULN|3DMG|4RCR|5ASPD|6ERES|8AART|9aDUR
440	32314 61343	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7LWND|8ERES|9DUR|aZMB
441	32314 61612	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7LWND|8ZMB|9ERES|aDUR
442	32314 62243	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7ERES|8LHND|9DUR|aZMB
443	32314 62343	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7ERES|8LWND|9DUR|aZMB
444	32314 65112	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	125VULN|2BPWR|3DMG|4RCR|6AART|7BELT|8DUR|9ZMB|aERES
445	31211 43366	   	179.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	19aVULN|2LIT|3DMG|4RCR|5ERES|6AART|7ASPD|8ZMB
446	32663 31326	   	179.14	DCR|3VULN|1AART|1DMG|2ZMB	123VULN|2BPWR|4LHND|5RCVC|6RCR|7DMG|8aZMB|9AART
447	32118 43442	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aBEXP
448	32118 43444	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aMLV
449	32118 43445	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aDMSP
450	32118 43447	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aLWND
451	32118 76442	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68DMG|78CDMG|9RCR|aBEXP
452	32118 76444	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68DMG|78CDMG|9RCR|aMLV
453	36118 43442	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aBEXP
454	36118 43444	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aMLV
455	36118 43445	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aDMSP
456	36118 43447	   	179.13	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aLWND
457	32118 43443	   	179.03	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|9RCR|aDUST
458	32118 76443	   	179.03	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|28BPWR|3RPLT|4MBVNT|5ZMB|68DMG|78CDMG|9RCR|aDUST
459	36118 43443	   	179.03	DCR|3VULN|2DMG|2CDMG|1ZMB	128VULN|3RPLT|4MBVNT|5ZMB|68CDMG|78DMG|8BPWR|9RCR|aDUST
460	31215 45132	   	178.99	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|3aDMG|4RCR|5RCVC|6CDMG|7AART|8TLV
461	32663 31531	   	178.99	DCR|4VULN|1AART|1DMG	123aVULN|2BPWR|4LHND|5RCVC|6RCR|7DMG|8AART|9RPLT
462	31211 44522	   	178.89	ACR|3VULN|2DMG|1AART	19aVULN|2LIT|3aDMG|4RCR|5ERES|6AART|7TLV|8aMLV|aBPWR
463	32315 63353	   	178.85	ACR|3VULN|1DMG|2CDMG|2DUR|1ZMB|1SELL	12aVULN|2aBPWR|3DMG|4RCR|5aDUR|6SELL|7BEXP|8ZMB|9aCDMG
464	32643 31313	   	178.83	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8AART|9FEWX|aCDMG
465	36643 31313	   	178.83	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|4RCVC|5BEXP|6RCR|7DMG|8AART|9FEWX|aCDMG
466	31211 45522	   	178.79	ACR|3VULN|2DMG|1AART	19aVULN|2LIT|3aDMG|4RCR|5ERES|6AART|7MLV|8aTLV|aBPWR
467	32261 13452	   	178.74	ACR|4VULN|3CDMG|1AART	1278VULN|278BPWR|3DUST|478LIT|5RCR|678CDMG|9AART|aRCVC
468	31621 51126	   	178.74	ACR|4VULN|1AART|1DMG|1ASPD	139aVULN|2LIT|4LHND|5RCR|6ASPD|7DMG|8AART
469	32421 51126	   	178.74	ACR|4VULN|1AART|1DMG|1ASPD	129aVULN|2BPWR|3LIT|4LHND|5RCR|6ASPD|7DMG|8AART
470	32644 31313	   	178.73	DCR|3VULN|1AART|1DMG|1CDMG	123VULN|2BPWR|4RCVC|5DUST|6RCR|7DMG|8AART|9FEWX|aCDMG
471	31211 51165	   	178.67	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	19VULN|2LIT|37DMG|4RCR|5ERES|6ASPD|8ZMB|aAART
472	31122 42126	   	178.67	DCR|3VULN|2DMG|1AART	19aVULN|28aLIT|3LWND|4CGEN|5aDMG|6AART|7RCR|aBPWR
473	31122 42636	   	178.67	DCR|3VULN|2DMG|1AART	18aVULN|2aLIT|3LWND|4CGEN|5aDMG|6AART|7RCR|9DMSP|aBPWR
474	35314 63121	   	178.65	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2RCVC|3DMG|4RCR|6AART|7CDMG|8BEXP|9LWND
475	35314 63321	   	178.55	ACR|3VULN|1AART|1DMG|1CDMG	15aVULN|2RCVC|3DMG|4RCR|6AART|7CDMG|8DUST|9LWND
476	22322 34161	   	178.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ERES|2aVULN|3ASPD|4DMG|58DUR|6RCR|7CDMG|9AART
477	22422 34161	   	178.55	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1ERES|2aVULN|3DMG|4ASPD|58DUR|6RCR|7CDMG|9AART
478	32316 25323	   	178.49	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5RPLT|6LHND|7AART|8LIT|9aMLV
479	32316 55323	   	178.49	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5RPLT|6LWND|7AART|8LIT|9aMLV
480	36316 25323	   	178.49	ACR|3VULN|2DMG|1AART	12aVULN|3aDMG|4RCR|5RPLT|6LHND|7AART|8LIT|9aMLV|aBPWR
481	32314 11323	   	178.39	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6MLV|8LWND|9AART|aRCVC
482	36314 11323	   	178.39	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6MLV|8LWND|9AART|aRCVC
483	32314 11261	   	178.39	ACR|4VULN|2DMG|1ZMB	1258VULN|2BPWR|37DMG|4RCR|6MLV|9RMIN|aZMB
484	32314 22346	   	178.39	ACR|4VULN|2DMG|1ZMB	1257VULN|2BPWR|3aDMG|4RCR|6LHND|8ZMB|9BEXP
485	32314 22364	   	178.39	ACR|4VULN|2DMG|1ZMB	1257VULN|2BPWR|3aDMG|4RCR|6LHND|8ZMB|9CGEN
486	32314 42234	   	178.39	ACR|4VULN|2DMG|1ZMB	1257VULN|2BPWR|3aDMG|4RCR|6FEWX|8ZMB|9MLV
487	36314 11261	   	178.39	ACR|4VULN|2DMG|1ZMB	1258VULN|37DMG|4RCR|6MLV|9RMIN|aZMB
488	32312 54413	   	178.34	ACR|4VULN|2DMG|1ZMB|1SELL	1289VULN|28BPWR|38DMG|4RCR|58LIT|6RMIN|7SELL|aZMB
489	32621 61233	   	178.32	DCR|4VULN|2DMG|1CDMG	123aVULN|2aBPWR|4CDMG|5NUKE|6RPLT|7aDMG|8RCR|9aBEXP
490	36621 61233	   	178.32	DCR|4VULN|2DMG|1CDMG	123aVULN|4CDMG|5NUKE|6RPLT|7aDMG|8RCR|9aBEXP|aBPWR
491	32314 51323	   	178.29	ACR|3VULN|2DMG|1AART	125VULN|2BPWR|37DMG|4RCR|6ERES|8LHND|9AART|aRCVC
492	36314 51323	   	178.29	ACR|3VULN|2DMG|1AART	125VULN|37DMG|4RCR|6ERES|8LHND|9AART|aRCVC
493	31512 41343	   	178.29	ACR|2VULN|2DMG|1AART|2ZMB	1aVULN|278LIT|3CGEN|4RCR|5aDMG|6AART|9aZMB|aBPWR
494	32314 22156	   	178.29	ACR|4VULN|2DMG|1ZMB	1257VULN|2BPWR|3aDMG|4RCR|6LHND|8LEGI|9ZMB
495	32314 22336	   	178.29	ACR|4VULN|2DMG|1ZMB	1257VULN|2BPWR|3aDMG|4RCR|6LHND|8ZMB|9DUST
496	36314 22336	   	178.29	ACR|4VULN|2DMG|1ZMB	1257VULN|3aDMG|4RCR|6LHND|8ZMB|9DUST
497	32316 25343	   	178.29	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5RPLT|6LHND|7AART|8LIT|9aERES
498	32316 25363	   	178.29	ACR|3VULN|2DMG|1AART	12aVULN|2aBPWR|3aDMG|4RCR|5RPLT|6LHND|7AART|8LIT|9aTLV
499	35314 62111	   	178.28	ACR|2VULN|2DMG|2AART	15VULN|2RCVC|3aDMG|4RCR|68AART|7ERES|9CGEN
500	31261 35336	   	178.28	ACR|3VULN|2DMG|2ASPD|1CDMG	16aVULN|2LIT|3aDMG|47CGEN|5RCR|8CDMG|9aASPD|aBPWR
501	31261 36336	   	178.28	ACR|3VULN|2DMG|1CDMG|2ASPD	16aVULN|27LIT|3aDMG|4CGEN|5RCR|8CDMG|9aASPD|aBPWR
502	31261 63336	   	178.28	ACR|3VULN|2DMG|1CDMG|2ASPD	17aVULN|26LIT|3aDMG|4CGEN|5RCR|8CDMG|9aASPD|aBPWR
503	31621 13633	   	178.27	ACR|3VULN|1AART|1DMG|2CDMG	137VULN|2LIT|47LHND|5RCR|67CDMG|7BPWR|8DMG|9RCVC|aAART
504	32421 13633	   	178.27	ACR|3VULN|1AART|1DMG|2CDMG	127VULN|27BPWR|3LIT|47LHND|5RCR|67CDMG|8DMG|9RCVC|aAART
