0	Index      	 *	Score 	Summary	Detail	
1	21215 21153	 * 	199.50	DCR|5VULN|2DMG|1AART	1LWND|2456aVULN|36DMG|6BPWR|7RCVC|8AART|9RCR
342	41313 11223	   	170.70	ACR|4VULN|1AART|1DMG	18FEWX|2489VULN|3ERES|5RCR|6DMG|78LHND|8BPWR|aAART
343	56513 11223	   	170.70	ACR|4VULN|1AART|1DMG	1489VULN|28MLV|3DUST|5RCR|6DMG|78LHND|8BPWR|aAART
344	56213 13315	   	170.64	ACR|2VULN|2DMG|1AART|1ZMB	14VULN|27MLV|3LWND|5RCR|69DMG|8AART|aZMB
345	11313 11223	   	170.50	ACR|4VULN|1AART|1DMG	18DUST|2489VULN|3ERES|5RCR|6DMG|78LHND|8BPWR|aAART
346	11313 15221	   	170.50	ACR|4VULN|1AART|1DMG	18DUST|2489VULN|3ERES|5RCR|6DMG|78BEXP|8BPWR|aAART
347	61543 12131	 * 	170.49	ACR|2VULN|1AART|2ZMB|1CDMG|1FLTHEA|1SELL	1SELL|2FLTHEA|3RCR|4RPLT|5AART|68ZMB|7aVULN|9CDMG
348	21313 14315	   	170.44	ACR|2VULN|2DMG|1AART|1ZMB	1LWND|24VULN|37ERES|5RCR|69DMG|8AART|aZMB
349	22233 22165	   	170.42	DCR|2DMG|2AART|1VULN|1CDMG	1LWND|24FEWX|34DMG|4BPWR|5LIT|69AART|7RCR|8CDMG|aVULN
350	21313 66723	   	170.40	ACR|4VULN|1AART|1DMG	1LWND|2479VULN|3ERES|5RCR|6MBVNT|8DMG|aAART
351	21314 18832	 * 	170.33	DCR|3VULN|2AART|1DMG	1LWND|249VULN|3ERES|57AART|6MBVNT|8RCR|aDMG
352	15233 22165	   	170.32	DCR|2DMG|2AART|1VULN|1CDMG	1DUST|24DMG|34LWND|4BPWR|5LIT|69AART|7RCR|8CDMG|aVULN
353	11313 66721	   	170.30	ACR|4VULN|1AART|1DMG	1DUST|2479VULN|3ERES|5RCR|6MBVNT|8DMG|aAART
354	12323 13143	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2BELT|3CGEN|46VULN|5AART|7RCR|8DUR|9aDMG
355	25123 32536	 * 	170.22	DCR|3VULN|2DMG|2ZMB	18LWND|28DMG|3RCVC|49ZMB|5ERES|6RCR|78aVULN|8BPWR
356	25122 32653	   	170.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LWND|2DMG|3RCVC|4ZMB|5ASPD|6RCR|78VULN|9DUR|aAART
357	25222 32653	   	170.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	13LWND|2DMG|4ZMB|5ASPD|6RCR|78VULN|9DUR|aAART
358	45331 33431	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|4RCVC|5CDMG|6RCR|79VULN|8BEXP|aDUR
359	45361 33311	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9RCVC|aDUR
360	45361 33331	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	19FEWX|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|aDUR
361	11313 16443	 * 	169.95	ACR|3VULN|1AART|1DMG|1CDMG	1DUST|249VULN|3ERES|5RCR|6DMG|7LIT|8CDMG|aAART
362	15361 33241	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9DUR|aRCVC
363	15361 33242	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LIT|9DUR|aFEWX
364	15361 33243	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8aLIT|9DUR
365	15361 33311	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9RCVC|aDUR
366	15361 33336	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8LWND|9FEWX|aDUR
367	15361 33411	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8BEXP|9DUR|aMLV
368	15361 33412	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8BEXP|9DUR|aLHND
369	15361 33413	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8BEXP|9DUR|aCGEN
370	15361 33612	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8DUR|9RCVC|aBEXP
371	15361 33631	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8DUR|9FEWX|aMLV
372	15361 33632	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8DUR|9FEWX|aLHND
373	15361 33633	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8DUR|9FEWX|aCGEN
374	15361 35111	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7LHND|8VULN|9RCVC|aDUR
375	15361 36111	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7FEWX|8VULN|9DUR|aMLV
376	15361 36112	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7FEWX|8VULN|9DUR|aLHND
377	15361 36113	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7FEWX|8VULN|9DUR|aCGEN
378	15331 33431	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3AART|4RCVC|5CDMG|6RCR|79VULN|8BEXP|aDUR
379	15331 36131	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3AART|4RCVC|5CDMG|6RCR|7FEWX|89VULN|aDUR
380	45331 31131	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|4RCVC|5CDMG|6RCR|7MBVNT|89VULN|aDUR
381	45331 31741	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|28DMG|3AART|4RCVC|5CDMG|6RCR|7MBVNT|9VULN|aDUR
382	45331 33151	   	169.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DMG|3AART|4RCVC|5CDMG|6RCR|78VULN|9MBVNT|aDUR
383	45361 31111	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aMLV
384	45361 31112	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aLHND
385	45361 31113	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aCGEN
386	45361 31241	   	169.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7MBVNT|8DMSP|9VULN|aDUR
387	15361 31111	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aMLV
388	15361 31112	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aLHND
389	15361 31113	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aCGEN
390	15361 31117	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aDMSP
391	15361 31118	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aRPLT
392	15361 31146	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9LHND|aASPD
393	15361 31181	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DMSP|aDUR
394	15361 31241	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8DMSP|9VULN|aDUR
395	15361 33613	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7VULN|8DUR|9RCVC|aERES
396	15331 31131	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3AART|4RCVC|5CDMG|6RCR|7MBVNT|89VULN|aDUR
397	15331 31741	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|28DMG|3AART|4RCVC|5CDMG|6RCR|7MBVNT|9VULN|aDUR
398	15331 33151	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DMG|3AART|4RCVC|5CDMG|6RCR|78VULN|9MBVNT|aDUR
399	45361 31114	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aERES
400	51362 13532	   	169.80	ACR|3VULN|1AART|1DMG|1ZMB	128VULN|38DUST|4RCR|5ERES|6DMG|78MLV|8BPWR|9ZMB|aAART
401	22233 43214	   	169.77	DCR|3VULN|2DMG|1AART	17LWND|247FEWX|34DMG|47BPWR|5LIT|678VULN|9AART|aRCR
402	45331 33621	   	169.74	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1FEWX|2DMG|3AART|4RCVC|5aCDMG|6RCR|7VULN|8DUR|9ZMB
403	15361 31114	   	169.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|24DMG|3AART|5CDMG|6RCR|7MBVNT|8VULN|9DUR|aERES
404	15331 33621	   	169.64	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUST|2DMG|3AART|4RCVC|5aCDMG|6RCR|7VULN|8DUR|9ZMB
405	22416 22223	   	169.63	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1LWND|2FEWX|3CDMG|49DMG|5VULN|6RCR|7ZMB|8SELL|aAART
406	41414 22223	   	169.63	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1FEWX|2VULN|3CDMG|49DMG|5LWND|6RCR|7ZMB|8SELL|aAART
407	41416 22223	   	169.63	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1FEWX|2VULN|3CDMG|49DMG|5LHND|6RCR|7ZMB|8SELL|aAART
408	45331 33511	   	169.59	DCR|2VULN|1AART|1DMG|2CDMG	18FEWX|2DMG|3AART|4RCVC|58CDMG|6RCR|78VULN|8BPWR|9aLIT
409	45331 33521	   	169.59	DCR|2VULN|1AART|1DMG|2CDMG	18FEWX|2DMG|3AART|4RCVC|58CDMG|6RCR|78VULN|8BPWR|9RMIN|aLWND
410	45331 33523	   	169.59	DCR|2VULN|1AART|1DMG|2CDMG	18FEWX|2DMG|3AART|4RCVC|58CDMG|6RCR|78VULN|8BPWR|9aRMIN
411	45331 33531	   	169.59	DCR|2VULN|1AART|1DMG|2CDMG	18FEWX|2DMG|3AART|49RCVC|58CDMG|6RCR|78VULN|8BPWR|aMGNSTR
412	45331 33532	   	169.59	DCR|2VULN|1AART|1DMG|2CDMG	18FEWX|2DMG|3AART|49RCVC|58CDMG|6RCR|78VULN|8BPWR|aMLV
413	56213 15111	 * 	169.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	14VULN|2MLV|3LWND|5RCR|6DMG|7AART|8aCDMG|9DUR
414	11414 22223	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|2VULN|3CDMG|49DMG|5LWND|6RCR|7ZMB|8SELL|aAART
415	11416 22223	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|2VULN|3CDMG|49DMG|5LHND|6RCR|7ZMB|8SELL|aAART
416	15416 22223	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|29DMG|3CDMG|4LWND|5VULN|6RCR|7ZMB|8SELL|aAART
417	15424 22223	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|29DMG|3CDMG|4VULN|5LWND|6RCR|7ZMB|8SELL|aAART
418	15426 22223	   	169.53	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1DUST|29DMG|3CDMG|4VULN|5LHND|6RCR|7ZMB|8SELL|aAART
