0	Index      	 *	Score 	Summary	Detail	
1	46132 32163	 * 	226.06	DCR|3VULN|2ASPD|1AART|1DMG|1DUR	1DMG|29aVULN|3DUR|48ASPD|5AART|6BELT|7RCR
313	33341 22331	   	198.10	DCR|4VULN|1ASPD|1CDMG|1DUR	1DUR|247aVULN|3LIT|5ASPD|6LHND|8RCR|9CDMG
314	46132 32126	   	198.08	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB|1DUR	1DMG|2VULN|3DUR|48ASPD|5AART|6BELT|7RCR|9TLV|aZMB
315	24417 63363	   	198.01	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4ASPD|5DUR|6LEGI|7AART|8RCR|9VULN|aDMG
316	24434 45314	   	198.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUST|8RCR|9ASPD|aDUR
317	24434 43312	   	198.01	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1MSE	1MBVNT|2CDMG|3ZMB|4DMG|5AART|6VULN|7DUR|8RCR|9ASPD|aMSE
318	65232 16242	 * 	197.93	DCR|3DMG|3ASPD|1MDPS|1AART	1MDPS|23aASPD|3aBPWR|48aDMG|5AART|6MBVNT|7aMLV|9RCR
319	41321 22322	   	197.92	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|2LIT|3RMIN|47VULN|5aASPD|6LHND|8RCR|9AART
320	24134 31166	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|6ASPD|7DMSP|8aVULN|9RCR
321	24134 35162	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|6ASPD|78VULN|9RCR|aLWND
322	24134 35163	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|6ASPD|78VULN|9RCR|aLHND
323	24134 35164	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|6ASPD|78VULN|9RCR|aBEXP
324	24134 35165	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|6ASPD|78VULN|9RCR|aCGEN
325	24334 31166	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|7DMSP|8aVULN|9RCR
326	24334 35162	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|78VULN|9RCR|aLHND
327	24334 35163	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|78VULN|9RCR|aLWND
328	24334 35164	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|78VULN|9RCR|aBEXP
329	24334 35165	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|6ASPD|78VULN|9RCR|aCGEN
330	24334 45161	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|68VULN|7RMIN|9RCR|aASPD
331	42125 31311	   	197.82	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|2ERES|3MLV|4aVULN|59ASPD|6AART|7RPLT|8RCR
332	42425 31311	   	197.82	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|2ERES|3AME|4aVULN|59ASPD|6AART|7RPLT|8RCR
333	43222 31311	   	197.82	DCR|2VULN|2ASPD|1AART|1DMG	1DMG|29ASPD|3ERES|4aVULN|5AME|6AART|7RPLT|8RCR
334	43513 33334	 * 	197.82	ACR|2VULN|2DMG|1MDPS|1AART|1ASPD	15DMG|2ASPD|3RCR|47VULN|6LIT|8AART|9LWND|aMDPS
335	22632 16161	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2RMIN|38VULN|4ASPD|5AART|6CDMG|7ERES|9RCR|aDMG
336	24134 46161	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3RMIN|4DMG|5AART|68VULN|7ERES|9RCR|aASPD
337	24311 53161	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4ASPD|5TLV|68VULN|7AART|9RCR|aDMG
338	24631 53161	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1MBVNT|2CDMG|3ASPD|4AME|5TLV|68VULN|7AART|9RCR|aDMG
339	43222 33636	   	197.72	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1DMG|29ASPD|3ERES|4aVULN|5AME|6AART|7AAC|8RCR
340	43513 33311	 * 	197.72	ACR|2VULN|1MDPS|2DMG|2ASPD|1AART	15DMG|2aASPD|3RCR|47VULN|6LIT|8AART|9MDPS
341	43513 33312	 * 	197.72	ACR|3DMG|2VULN|1MDPS|1AART|1ASPD	15aDMG|2ASPD|3RCR|47VULN|6LIT|8AART|9MDPS
342	43513 33313	   	197.72	ACR|2VULN|2DMG|1MDPS|1AART|1ASPD	15DMG|2ASPD|3RCR|47VULN|6LIT|8AART|9MDPS|aAME
343	43513 33314	 * 	197.72	ACR|3VULN|1MDPS|2DMG|1AART|1ASPD	15DMG|2ASPD|3RCR|47aVULN|6LIT|8AART|9MDPS
344	43513 33315	   	197.72	ACR|2VULN|2DMG|1MDPS|1AART|1ASPD	15DMG|2ASPD|3RCR|47VULN|6LIT|8AART|9MDPS|aRCVC
345	43513 33316	   	197.72	ACR|2VULN|1MDPS|2DMG|1AART|1ASPD	15DMG|2ASPD|3RCR|47VULN|6LIT|8AART|9MDPS|aRPLT
346	43321 63633	   	197.71	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1DMG|2ASPD|3CGEN|47VULN|5CDMG|6FEWX|8SELL|9RCR|aAART
347	43321 43633	   	197.71	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1SELL	1DMG|2ASPD|3CGEN|46VULN|5CDMG|7BEXP|8SELL|9RCR|aAART
348	22611 83137	   	197.69	DCR|3VULN|2ASPD|1AART|1AAC	1MBVNT|2RMIN|38aVULN|4AART|5AAC|6aAELBLL|7RCR|9aASPD|aBPWR
349	22611 83437	   	197.69	DCR|3VULN|2ASPD|1AART|1AAC	1MBVNT|2RMIN|39aVULN|4AART|5AAC|6aAELBLL|7RCR|8aASPD|aBPWR
350	43511 31261	   	197.64	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	1aDMG|2ASPD|3RCR|46VULN|5DUR|7RPLT|8ZMB|9AART
351	43511 33112	   	197.64	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19DMG|2ASPD|3RCR|46VULN|5DUR|7ZMB|8LWND|aAART
352	43511 33611	   	197.64	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19DMG|2ASPD|3RCR|46VULN|5DUR|7ZMB|8FEWX|aAART
353	43512 61333	 * 	197.62	ACR|2VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1DMG|2ASPD|3RCR|48VULN|5AART|6CGEN|7CANSTR|9CDMG|aNUKE
354	24334 41361	   	197.62	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|69aVULN|7LWND|8RCR
355	22632 53181	   	197.59	DCR|3VULN|2ASPD|1AART	1MBVNT|2RMIN|38aVULN|46ASPD|5AART|7RCR|9RPLT
356	43511 33411	   	197.54	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19DMG|2ASPD|3RCR|46VULN|5DUR|7ZMB|8DUST|aAART
357	43514 33311	   	197.54	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB|1DUR	19DMG|2ASPD|3RCR|46VULN|5DUST|7ZMB|8DUR|aAART
358	22632 12346	   	197.53	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1MBVNT|2RMIN|3VULN|4ASPD|5AART|6CDMG|7BEXP|8DMG|9RCR|aNUKE
359	24334 47361	   	197.52	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2CDMG|3AME|4DMG|5AART|69aVULN|7DUST|8RCR
360	45321 34331	 * 	197.44	DCR|3DMG|2ASPD|2CDMG|1ZMB	179DMG|25CDMG|369CGEN|49ASPD|8RCR|9BPWR|aZMB
361	22633 18481	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2RMIN|368VULN|4ASPD|5DMG|7AART|9LIT|aRCR
362	22633 42451	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2RMIN|378VULN|4ASPD|5DMG|6LIT|9AART|aRCR
363	22632 15346	   	197.43	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG	1MBVNT|2RMIN|3VULN|4ASPD|5AART|6CDMG|7DUST|8DMG|9RCR|aNUKE
364	22632 35262	   	197.39	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27RMIN|39VULN|4ASPD|5AART|69SNIFST|89DMG|9BPWR|aRCR
365	43533 43333	   	197.39	ACR|2DMG|2ASPD|1AART|1VULN|1CDMG|1DUR	15DMG|29ASPD|3RCR|4CDMG|6DUR|7AART|8CGEN|aVULN
366	33521 41472	   	197.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	15DUR|24VULN|3MBVNT|6RCR|7RPLT|8ASPD|9AART|aCDMG
367	33523 34531	 * 	197.31	DCR|4VULN|1MDPS|2ASPD|2DUR	18DUR|2489VULN|3MBVNT|5MDPS|68ASPD|7RPLT|8BPWR|aRCR
368	24614 71245	   	197.17	DCR|3ASPD|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|347ASPD|5LIT|6RCR|8ZMB|9DMG|aAART
369	24413 83418	   	197.17	DCR|3DMG|1VULN|1ASPD|1CDMG|1ZMB	1MBVNT|2CDMG|3ZMB|4ASPD|567DMG|8MSLREG|9RCR|aVULN
370	21614 33311	   	197.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1MBVNT|25DUR|3RPLT|46VULN|7AART|8RCR|9ASPD|aDMG
371	28414 33311	   	197.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	1MBVNT|2RPLT|35DUR|46VULN|7AART|8RCR|9ASPD|aDMG
372	33522 71311	   	197.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	17DUR|24VULN|3MBVNT|5AART|6RPLT|8RCR|9ASPD|aDMG
373	22633 17514	   	197.14	DCR|3VULN|2DMG|1ASPD	1MBVNT|2RMIN|36aVULN|4ASPD|59DMG|7RCR|8DUST
374	22633 17317	   	197.08	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1MBVNT|2RMIN|36VULN|4ASPD|59DMG|7RCR|8DUR|aMDPS
375	33255 17331	   	197.06	DCR|3VULN|2DMG|3DUR|1AAC	13aDUR|26aVULN|4aDMG|5MBVNT|7RCR|8RCVC|9AAC|aBPWR
376	24334 41311	   	197.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2CDMG|3AME|4aDMG|5AART|6VULN|7LWND|8RCR|9ASPD
377	24413 33275	   	197.05	DCR|2DMG|2ASPD|1AART|1CDMG|2ZMB	1MBVNT|2CDMG|38ZMB|46ASPD|57DMG|9AART|aRCR
378	22433 87411	   	197.03	DCR|2DMG|2ASPD|1VULN|1AART	1MBVNT|2RMIN|3FEWX|46ASPD|59DMG|7RCR|8VULN|aAART
379	24334 47311	   	196.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2CDMG|3AME|4aDMG|5AART|6VULN|7DUST|8RCR|9ASPD
380	24563 61311	   	196.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MBVNT|2CDMG|3LWND|4AART|5aDMG|6VULN|7TLV|8RCR|9ASPD
381	22633 67431	   	196.91	DCR|2VULN|2DMG|2ASPD|1AAC	1MBVNT|2RMIN|3aVULN|4aASPD|5aDMG|68RCVC|7RCR|9AAC|aBPWR
382	43512 21136	   	196.86	ACR|3ASPD|2VULN|1AART|1DMG|1DUR	1DMG|279ASPD|3RCR|48VULN|5AART|6BEXP|aDUR
383	22632 53246	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1MBVNT|2RMIN|3VULN|469ASPD|5AART|7RCR|8DUR|aCDMG
384	43612 13471	   	196.86	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1aDMG|2ASPD|3DUST|4VULN|5AART|6MBVNT|7ERES|8RCR|9CDMG
385	43513 33331	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	15DMG|2ASPD|3RCR|47aVULN|6LIT|8AART|9LWND
386	43511 26131	   	196.76	ACR|3ASPD|2VULN|1AART|1DMG|1DUR|1MSE	1DMG|269ASPD|3RCR|48VULN|5DUR|7AART|aMSE
387	43511 26132	   	196.76	ACR|3ASPD|2VULN|1AART|1DMG|1DUR	1DMG|269ASPD|3RCR|48VULN|5DUR|7AART|aTLV
388	43512 11137	   	196.76	ACR|3ASPD|2VULN|1AART|1DMG|1DUR	1DMG|279ASPD|3RCR|48VULN|5AART|6MBVNT|aDUR
389	21532 53146	   	196.76	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1MBVNT|2DUR|3ERES|469ASPD|5AART|7RCR|8VULN|aCDMG
390	26132 53146	   	196.76	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1MBVNT|2TLV|3DUR|469ASPD|5AART|7RCR|8VULN|aCDMG
391	33255 17112	   	196.68	DCR|2VULN|2DMG|1AART|2DUR	13DUR|26VULN|49DMG|5MBVNT|7RCR|8LWND|aAART
392	33255 17412	   	196.68	DCR|2VULN|2DMG|1AART|2DUR	13DUR|26VULN|49DMG|5MBVNT|7RCR|8LHND|aAART
393	21176 17444	 * 	196.67	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1DUR	1MBVNT|2DUR|3CGEN|49aVULN|5ASPD|6CDMG|7SPLARM|8RCR
394	33536 17444	   	196.57	DCR|3VULN|1SPLARM|1ASPD|1CDMG|1DUR	1DUR|29aVULN|3MBVNT|4ERES|5ASPD|6CDMG|7SPLARM|8RCR
395	24114 87121	 * 	196.56	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR|1SELL	1MBVNT|28CDMG|3RMIN|48ASPD|5SELL|68DUR|7RCR|8BPWR|9VULN|aAART
396	24314 27121	 * 	196.56	DCR|2ASPD|1VULN|1AART|2CDMG|2DUR|1SELL	1MBVNT|28CDMG|3AME|48ASPD|5SELL|68DUR|7RCR|8BPWR|9VULN|aAART
397	41526 13131	   	196.47	DCR|3DMG|2AART|2CDMG	15aDMG|2LIT|34CDMG|6RCR|79AART|8BEXP
398	21212 13458	 * 	196.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1MBVNT|237DUR|4aVULN|5AART|6CDMG|8DMG|9RCR
399	21244 43458	   	196.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1MBVNT|234DUR|5AART|6CDMG|7aVULN|8DMG|9RCR
400	21244 47458	   	196.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	1MBVNT|234DUR|5AART|6CDMG|7DMG|8aVULN|9RCR
401	33512 13458	   	196.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	147DUR|2aVULN|3MBVNT|5AART|6CDMG|8DMG|9RCR
402	33235 18743	 * 	196.36	DCR|2VULN|2ASPD|1AART|3DUR	13aDUR|26VULN|49ASPD|5MBVNT|7AART|8RCR
403	43115 27411	   	196.36	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	19DMG|2ASPD|3MLV|46DUR|5MBVNT|7RCR|8VULN|aAART
404	43315 27411	   	196.36	DCR|2DMG|1AART|1VULN|1ASPD|2DUR	19DMG|2ASPD|3CGEN|46DUR|5MBVNT|7RCR|8VULN|aAART
405	43511 31263	   	196.30	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ASPD|3RCR|46VULN|5DUR|7RPLT|8ZMB|9AART|aCDMG
406	33122 33633	   	196.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|24VULN|3CGEN|5ZMB|6CDMG|7DMG|8SELL|9RCR|aAART
407	43215 27411	   	196.26	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	19DMG|2ASPD|3ERES|46DUR|5MBVNT|7RCR|8VULN|aAART
408	43512 51131	   	196.20	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1DMG|2ASPD|3RCR|4aVULN|5AART|6ZMB|7BASARM|8CDMG|9DUR
409	21617 33372	   	196.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2DUR|3RPLT|456VULN|7AART|8RCR|9ZMB|aCDMG
410	28417 33372	   	196.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2RPLT|3DUR|456VULN|7AART|8RCR|9ZMB|aCDMG
411	43511 26122	   	196.12	ACR|2VULN|2ASPD|1AART|1DMG|2DUR	1DMG|26ASPD|3RCR|48VULN|5aDUR|7AART|9SPLREG
412	43511 32162	   	196.08	ACR|3VULN|1SPLARM|2DMG|1ASPD|1DUR	19DMG|2ASPD|3RCR|469VULN|5DUR|7SPLARM|89AME|9BPWR|aLWND
413	43511 32163	   	196.08	ACR|3VULN|1SPLARM|2DMG|1ASPD|1DUR	19DMG|2ASPD|3RCR|469VULN|5DUR|7SPLARM|89AME|9BPWR|aCGEN
414	43222 35633	   	196.08	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB|1DUR	1DMG|29ASPD|3ERES|4VULN|5AME|6AART|7ZMB|8RCR|aDUR
