0	Index      	 *	Score 	Summary	Detail	
1	34331 53161	 * 	219.28	DCR|3VULN|1MDPS|1ASPD|1DMG|3DUR	138DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7ASPD|aMDPS
314	31661 42521	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|7aVULN|8BEXP|9AART
315	11634 11232	   	191.91	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2DUR|3LHND|4DMG|5ASPD|67VULN|8RCR|9TLV|aAART
316	34531 34232	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|23VULN|4CGEN|5DMG|6LHND|7ASPD|8RCR|9TLV|aAART
317	51634 11232	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1CGEN|2DUR|3LHND|4DMG|5ASPD|67VULN|8RCR|9TLV|aAART
318	21235 63214	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|4DMG|59VULN|6BEXP|7ASPD|8RCR|aAART
319	21634 11232	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|2DUR|3LHND|4DMG|5ASPD|67VULN|8RCR|9TLV|aAART
320	21221 63214	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13ERES|2DUR|49VULN|5DMG|6BEXP|7ASPD|8RCR|aAART
321	53244 22232	   	191.80	DCR|3VULN|1AART|1ASPD|1ZMB	19CGEN|2ZMB|3FEWX|467VULN|5ASPD|8RCR|aAART
322	34224 13123	   	191.78	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|256VULN|3LIT|4FEWX|7RCR|8AART|9RMIN|aASPD
323	31634 32522	 * 	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4BEXP|5FEWX|6RCR|7DMG|8CDMG|9VULN|aAART
324	23231 55412	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1ERES|2ZMB|3FEWX|4CGEN|5aDMG|6RCR|79VULN|8ASPD
325	23244 22243	   	191.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3aFEWX|467VULN|5ASPD|8RCR|9AART
326	34254 13123	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|256VULN|3LIT|4DUST|7RCR|8AART|9RMIN|aASPD
327	34224 13132	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|256VULN|3LIT|4FEWX|7RCR|8AART|9DUST|aASPD
328	34224 13134	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|256VULN|3LIT|4FEWX|7RCR|8AART|9DUST|aDMG
329	34224 13314	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|256VULN|3LIT|4FEWX|7RCR|8MSLREG|9DMG|aAART
330	31661 42423	 * 	191.68	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|7VULN|8LWND|9AART|aNUKE
331	31661 42523	   	191.68	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|7VULN|8BEXP|9AART|aNUKE
332	23244 22241	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ERES|2ZMB|3FEWX|467VULN|5ASPD|8RCR|9AART|aDUST
333	23244 22242	   	191.60	DCR|3VULN|1AART|1ASPD|1ZMB	1aERES|2ZMB|3FEWX|467VULN|5ASPD|8RCR|9AART
334	34333 54332	   	191.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	13DUR|23VULN|3BPWR|4CGEN|5ZMB|6RCR|7ASPD|8LHND|9TLV|aAART
335	63311 61314	 * 	191.51	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aRPLT
336	63311 61315	   	191.51	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aBELT
337	63311 61316	   	191.51	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aLWND
338	63223 41363	   	191.50	DCR|3VULN|1ASPD|1CDMG|2ZMB	12ZMB|35LIT|459VULN|5BPWR|6ASPD|7RCR|8RCVC|aCDMG
339	34321 52315	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7LHND|8MLV|aCDMG
340	34321 55132	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR|1AAC	13DUR|237VULN|3BPWR|4AAC|5DMG|6RCR|8RMIN|9CGEN|aCDMG
341	34331 51316	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6RCR|7MBVNT|8MLV|aCDMG
342	34331 55222	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR	13DUR|237VULN|3BPWR|4CGEN|5DMG|6RCR|8AELBLL|9LEGI|aCDMG
343	34531 51443	   	191.42	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18DUR|23VULN|4CGEN|5DMG|6RCR|7MBVNT|9ZMB|aAART
344	63311 61311	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aCANSTR
345	63311 61312	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aDUST
346	63311 61313	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|579VULN|6RCR|8AART|9BPWR|aERES
347	63311 65111	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|589VULN|6RCR|7AART|9BPWR|aCANSTR
348	63311 65112	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|589VULN|6RCR|7AART|9BPWR|aDUST
349	63311 65113	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|49BEXP|589VULN|6RCR|7AART|9BPWR|aERES
350	63321 61114	   	191.41	DCR|3VULN|3ZMB|1AART	123ZMB|48LHND|579VULN|6RCR|aAART
351	34331 34212	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6LHND|7ASPD|8RCR
352	34331 34216	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR|aRMIN
353	34331 34262	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR|9LWND
354	34331 63212	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aCGEN|5DMG|6BEXP|7ASPD|8RCR
355	34331 63216	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6BEXP|7ASPD|8RCR|aRMIN
356	34341 32226	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9RPLT|aBEXP
357	34341 32231	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9aCGEN
358	34341 32233	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9CGEN|aBEXP
359	34341 32234	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9CGEN|aAELBLL
360	34341 32252	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9BEXP|aCGEN
361	34361 63212	   	191.41	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4AME|5DMG|6BEXP|7ASPD|8RCR|aCGEN
362	31661 42322	   	191.39	DCR|3VULN|1ASPD|1CDMG|2DUR	18DUR|28MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|78aVULN|8BPWR|9LWND
363	34321 51316	   	191.39	DCR|3VULN|1DMG|1CDMG|2DUR|1AAC	13DUR|239VULN|3BPWR|4AAC|5DMG|6RCR|7MBVNT|8MLV|aCDMG
364	34321 55332	   	191.39	DCR|3VULN|1DMG|1CDMG|2DUR|1AAC	13DUR|237VULN|3BPWR|4AAC|5DMG|6RCR|8TLV|9CGEN|aCDMG
365	63311 61341	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|4BEXP|579VULN|6RCR|8AART|aCANSTR
366	63311 61342	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|4BEXP|579VULN|6RCR|8AART|aDUST
367	63311 61343	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|4BEXP|579VULN|6RCR|8AART|aERES
368	63331 61314	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|579VULN|6RCR|8AART|9BPWR|aRPLT
369	63331 61315	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|579VULN|6RCR|8AART|9BPWR|aBELT
370	63331 61316	   	191.31	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|579VULN|6RCR|8AART|9BPWR|aLWND
371	34331 34211	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR|aERES
372	34331 34252	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6LHND|7ASPD|8RCR|9LEGI
373	34331 63211	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4CGEN|5DMG|6BEXP|7ASPD|8RCR|aERES
374	34331 63242	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|23aVULN|3BPWR|4CGEN|5DMG|6BEXP|7ASPD|8RCR|9LEGI
375	34341 32221	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9RPLT|aMSE
376	34341 32222	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9RPLT|aERES
377	34341 32223	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9RPLT|aTLV
378	34341 32235	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9CGEN|aDUST
379	34341 32251	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9BEXP|aERES
380	34341 32253	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|234VULN|3BPWR|5DMG|6ASPD|7RMIN|8RCR|9BEXP|aMSE
381	34352 34212	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4ERES|5CGEN|6LHND|7ASPD|8RCR|aDMG
382	34361 63211	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4AME|5DMG|6BEXP|7ASPD|8RCR|aERES
383	34361 63213	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|239VULN|3BPWR|4AME|5DMG|6BEXP|7ASPD|8RCR|aMSE
384	34531 34213	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	1aDUR|239VULN|4CGEN|5DMG|6LHND|7ASPD|8RCR
385	51634 11213	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	1CGEN|2aDUR|3LHND|4DMG|5ASPD|679VULN|8RCR
386	34341 23236	   	191.31	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|234VULN|3BPWR|5DMG|6LWND|7LHND|8RCR|9TLV|aASPD
387	31661 42372	   	191.29	DCR|3VULN|1ASPD|1CDMG|2DUR	18DUR|28MSLREG|3ASPD|4MBVNT|5CDMG|6RCR|78aVULN|8BPWR|9DUST
388	63331 61311	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|579VULN|6RCR|8AART|9BPWR|aCANSTR
389	63331 61312	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49aDUST|579VULN|6RCR|8AART|9BPWR
390	63331 61313	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|579VULN|6RCR|8AART|9BPWR|aERES
391	63331 61341	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|4DUST|579VULN|6RCR|8AART|aCANSTR
392	63331 61342	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|4aDUST|579VULN|6RCR|8AART
393	63331 61343	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|4DUST|579VULN|6RCR|8AART|aERES
394	63331 65111	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|589VULN|6RCR|7AART|9BPWR|aCANSTR
395	63331 65112	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49aDUST|589VULN|6RCR|7AART|9BPWR
396	63331 65113	   	191.21	DCR|3VULN|3ZMB|1AART	123ZMB|49DUST|589VULN|6RCR|7AART|9BPWR|aERES
397	34351 63211	   	191.21	DCR|3VULN|1ASPD|1DMG|2DUR	13DUR|239VULN|3BPWR|4aERES|5DMG|6BEXP|7ASPD|8RCR
398	34351 63213	   	191.21	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	13DUR|239VULN|3BPWR|4ERES|5DMG|6BEXP|7ASPD|8RCR|aMSE
399	33421 53143	   	191.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	18DUR|2DMSP|3ZMB|4VULN|5DMG|6RCR|7ASPD|9AART|aCGEN
400	34331 55211	   	191.19	DCR|4VULN|1DMG|2DUR	13DUR|2379VULN|3BPWR|4aCGEN|5DMG|6RCR|8AELBLL
401	23614 23253	 * 	191.13	DCR|2VULN|3ZMB|1ASPD|1DMG	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7DMG|89VULN|aRCVC
402	34342 24321	   	191.12	DCR|3VULN|1AART|1ASPD|2DUR	13DUR|234VULN|3BPWR|5LHND|6BELT|7AART|8ASPD|9LIT|aRCR
403	33453 61131	 * 	191.11	DCR|3DMG|1ASPD|1CDMG|2ZMB|1DUR	1DUR|2DMSP|37ZMB|4CDMG|5ASPD|6RCR|89aDMG
404	31136 23154	 * 	191.10	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|1DUR	1DUR|2MSLREG|3DLOT|45CDMG|6VULN|7ASPD|8AART|9DMG|aRCR
405	61231 53142	   	191.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ZMB|28DUR|3ERES|4CGEN|5DMG|6RCR|7ASPD|9AART|aVULN
406	33421 53141	   	191.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB|1MSE	18DUR|2DMSP|3ZMB|4VULN|5DMG|6RCR|7ASPD|9AART|aMSE
407	33421 53142	   	191.10	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	18DUR|2DMSP|3ZMB|4VULN|5DMG|6RCR|7ASPD|9AART|aERES
408	34321 55221	   	191.09	DCR|4VULN|1DMG|2DUR|1AAC	13DUR|2378VULN|3BPWR|4AAC|5DMG|6RCR|9LHND|aCGEN
409	34331 34236	   	191.06	DCR|2VULN|2DMG|1ASPD|2DUR	13DUR|23VULN|3BPWR|4CGEN|5aDMG|6LHND|7ASPD|8RCR|9TLV
410	63121 53124	   	191.02	DCR|2VULN|1ASPD|1DMG|2DUR|2ZMB	12ZMB|38DUR|4aVULN|5DMG|6RCR|7ASPD|9RPLT
411	34321 55223	   	190.99	DCR|4VULN|1DMG|2DUR|1AAC|1MSE	13DUR|2378VULN|3BPWR|4AAC|5DMG|6RCR|9LHND|aMSE
412	34331 51362	   	190.83	DCR|3VULN|1DMG|3DUR|1ZMB	139DUR|239VULN|39BPWR|4CGEN|5DMG|6RCR|7MBVNT|89MLV|aZMB
413	34326 23214	   	190.81	DCR|4VULN|1AART|2DUR|1AAC	13DUR|2369VULN|3BPWR|4AAC|5BEXP|7LHND|8RCR|aAART
414	34333 54313	   	190.73	DCR|3VULN|1ASPD|3DUR|1ZMB	13aDUR|239VULN|3BPWR|4CGEN|5ZMB|6RCR|7ASPD|8LHND
415	12325 12457	   	190.73	ACR|3VULN|3ASPD|1AART	18aMLV|2RCR|3MBVNT|4TLV|58aASPD|68aVULN|7RCVC|8aBPWR|9AART
416	34324 23214	   	190.71	DCR|4VULN|1AART|2DUR|1AAC	13DUR|2369VULN|3BPWR|4AAC|5DUST|7LHND|8RCR|aAART
417	31661 48313	 * 	190.70	DCR|2DMG|2ASPD|2CDMG|2DUR	17DUR|2MSLREG|37ASPD|4MBVNT|57CDMG|6RCR|7BPWR|8RCVC|9aDMG
418	22221 56113	 * 	190.70	ACR|4VULN|1MDPS|2DMG|1ASPD	137ERES|2RCR|479aVULN|57DMG|6MDPS|7BPWR|8ASPD
419	22235 56113	   	190.70	ACR|4VULN|1MDPS|2DMG|1ASPD	137ERES|2RCR|47DMG|579aVULN|6MDPS|7BPWR|8ASPD
420	34122 35332	   	190.69	DCR|3VULN|2DMG|2DUR|1SELL	18DUR|28aVULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9LIT
421	23426 51312	 * 	190.45	DCR|3DMG|2VULN|1MDPS|2ZMB	1ERES|23ZMB|48aDMG|5MDPS|6RCR|79VULN
422	23626 51312	   	190.45	DCR|3DMG|2VULN|1MDPS|2ZMB	13ERES|23ZMB|3BPWR|48aDMG|5MDPS|6RCR|79VULN
423	61244 21222	   	190.45	DCR|3VULN|2ASPD|1ZMB|1DUR	1ZMB|2DUR|3ERES|46aVULN|57ASPD|8RCR|9RPLT
424	34122 35324	   	190.41	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	18DUR|28VULN|3TSLARM|4SELL|5BEXP|68DMG|7RCR|8BPWR|9CDMG|aRCVC
425	34321 53136	   	190.37	DCR|2VULN|2ASPD|2AAC|1DMG|3DUR	138DUR|23VULN|3BPWR|49AAC|5DMG|6RCR|7aASPD
426	63123 23156	 * 	190.28	DCR|2VULN|3ZMB|1AART|3DUR	12aZMB|36aDUR|4aVULN|5RPLT|7RCR|8LEGI|9AART|aBPWR
427	34531 53312	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|239VULN|4aCGEN|5DMG|6RCR|7ASPD|8LHND
428	34231 13342	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUR|25VULN|3LIT|4MLV|6AART|7LHND|8DMG|9RCR|aASPD
429	31631 63821	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4BEXP|5CDMG|6MBVNT|7RCR|8aVULN|9AART
430	31661 23721	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6FEWX|7RCR|8AART|9aVULN
431	11633 11256	   	189.98	DCR|3VULN|1AART|1DMG|1DUR	1aMLV|2DUR|3aLHND|4DMG|5AME|67aVULN|8RCR|9AART|aBPWR
432	34521 53312	   	189.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1DUR|239VULN|4AAC|5DMG|6RCR|7ASPD|8LHND|aCGEN
433	34531 53311	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|239VULN|4CGEN|5DMG|6RCR|7ASPD|8LHND|aERES
434	32234 51312	   	189.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1DUR|2AAC|3ERES|479VULN|5ASPD|6RCR|8LHND|aDMG
435	32234 51512	   	189.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1DUR|2AAC|3ERES|479VULN|5ASPD|6RCR|8FEWX|aDMG
436	34521 53311	   	189.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	1DUR|239VULN|4AAC|5DMG|6RCR|7ASPD|8LHND|aERES
437	34521 53313	   	189.86	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR|1MSE	1DUR|239VULN|4AAC|5DMG|6RCR|7ASPD|8LHND|aMSE
438	23614 23251	   	189.83	DCR|2VULN|3ZMB|1ASPD|1DMG	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7DMG|89VULN|aFEWX
439	34531 21363	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1DUR|23VULN|4CGEN|5DMG|6TLV|7ASPD|8AAC|9RCR|aAART
440	53323 21631	 * 	189.81	DCR|3DMG|2ASPD|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|4AME|57ASPD|69aDMG|8RCR
441	23614 21213	   	189.80	DCR|3VULN|3ZMB|1ASPD	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7RCVC|89aVULN
442	21633 11256	   	189.78	DCR|3VULN|1AART|1DMG|1DUR	1aERES|2DUR|3aLHND|4DMG|5AME|67aVULN|8RCR|9AART|aBPWR
443	23614 23252	   	189.73	DCR|2VULN|3ZMB|1ASPD|1DMG|1MSE	134ERES|234ZMB|34BPWR|5ASPD|6RCR|7DMG|89VULN|aMSE
444	21634 51112	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1ERES|2DUR|38LHND|4aDMG|5ASPD|6RCR|79VULN
445	11231 55412	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2DUR|3ERES|4CGEN|5aDMG|6RCR|79VULN|8ASPD
446	23333 21631	   	189.71	DCR|3DMG|2ASPD|1CDMG|1ZMB	1ERES|2ZMB|3CDMG|4CGEN|57ASPD|69aDMG|8RCR
447	53343 21631	   	189.71	DCR|3DMG|2ASPD|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|4TLV|57ASPD|69aDMG|8RCR
448	11244 22243	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|2DUR|3ERES|467VULN|5ASPD|8RCR|9AART|aFEWX
449	11244 31214	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|2DUR|3ERES|479VULN|5ASPD|6BEXP|8RCR|aAART
450	21635 21253	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2DUR|3LHND|4DMG|5CGEN|67aVULN|8RCR|9AART
451	32633 11214	   	189.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1DUR|2AAC|3LHND|4DMG|5AME|679VULN|8RCR|aAART
452	32635 11214	   	189.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1DUR|2AAC|3LHND|4DMG|5CGEN|679VULN|8RCR|aAART
453	34521 13214	   	189.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1DUR|239VULN|4AAC|5DMG|6CGEN|7LHND|8RCR|aAART
454	34541 23232	   	189.68	DCR|3VULN|1AART|1DMG|1DUR	1DUR|234VULN|5DMG|6LWND|7LHND|8RCR|9TLV|aAART
455	31631 63823	   	189.68	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4BEXP|5CDMG|6MBVNT|7RCR|8VULN|9AART|aNUKE
456	31661 23723	   	189.68	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1DUR|2MSLREG|3ASPD|4MBVNT|5CDMG|6FEWX|7RCR|8AART|9VULN|aNUKE
457	11221 55412	   	189.62	DCR|2VULN|2DMG|1ASPD|1AAC|1DUR	1MLV|2DUR|3ERES|4AAC|5aDMG|6RCR|79VULN|8ASPD
458	21221 52412	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|49VULN|5aDMG|6RCR|7LHND|8ASPD
459	21221 53312	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|49VULN|5aDMG|6RCR|7ASPD|8LHND
460	21221 53512	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|49VULN|5aDMG|6RCR|7ASPD|8FEWX
461	21221 56412	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|49VULN|5aDMG|6RCR|7FEWX|8ASPD
462	21235 52412	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|4aDMG|59VULN|6RCR|7LHND|8ASPD
463	21235 53312	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|4aDMG|59VULN|6RCR|7ASPD|8LHND
464	21235 53512	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2DUR|4aDMG|59VULN|6RCR|7ASPD|8FEWX
465	24241 53112	   	189.62	DCR|2VULN|2DMG|1ASPD|1DUR	13ERES|2BEXP|49VULN|5aDMG|6RCR|7ASPD|8DUR
466	11244 22241	   	189.58	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|2DUR|3ERES|467VULN|5ASPD|8RCR|9AART|aDUST
467	11244 22242	   	189.58	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|2DUR|3aERES|467VULN|5ASPD|8RCR|9AART
468	11254 11214	   	189.58	DCR|3VULN|1AART|1ASPD|1DUR	1MLV|2DUR|3ERES|4DUST|5ASPD|679VULN|8RCR|aAART
469	21354 21214	   	189.58	DCR|3VULN|1AART|1ASPD|1DUR	1ERES|2DUR|3DUST|4CGEN|5ASPD|679VULN|8RCR|aAART
470	32231 44214	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|469VULN|5FEWX|7ASPD|8RCR|aAART
471	32232 44214	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|469VULN|5BEXP|7ASPD|8RCR|aAART
472	32234 22243	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9AART|aFEWX
473	32234 22244	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9AART|aBEXP
474	32234 22245	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9AART|aLIT
475	32234 22254	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|467VULN|5ASPD|8RCR|9BEXP|aAART
476	34521 15213	   	189.58	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1DUR|239VULN|4AAC|5DMG|6CGEN|7DUST|8RCR|aAART
477	34531 25213	   	189.58	DCR|3VULN|1AART|1DMG|1DUR	1DUR|239VULN|4CGEN|5DMG|6TLV|7DUST|8RCR|aAART
478	32234 31214	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|479VULN|5ASPD|6BEXP|8RCR|aAART
479	32234 41214	   	189.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1DUR|2AAC|3ERES|479VULN|5ASPD|6FEWX|8RCR|aAART
480	12634 11114	 * 	189.55	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	1MLV|2RCR|3LHND|4DMG|5ASPD|679VULN|8DUR|aAART
