0	Index      	 *	Score 	Summary	Detail	
1	24531 13613	 * 	219.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	129VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|aCDMG
346	22261 23563	   	193.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	148VULN|2RPLT|3AAC|5DMG|6FEWX|7RCR|9AART|aZMB
347	23126 53213	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB|1MSE	169VULN|2ASPD|3LWND|4CGEN|5ZMB|7RCR|8AART|aMSE
348	33211 61424	 * 	193.70	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1AART|2NUKE|3VULN|4CGEN|5ZMB|6RCR|7DUST|8DMG|9ASPD|aCDMG
349	23321 46211	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|8AART|aLHND
350	23324 46211	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5ERES|6RCR|8AART|aLHND
351	24221 54311	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	128VULN|3ASPD|4LWND|5LIT|6RCR|7LEGI|9AART|aDUR
352	24223 46212	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	127VULN|3ASPD|4LWND|5FEWX|6RCR|8AART|9ERES|aDUR
353	23245 23324	   	193.64	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB	169VULN|2ASPD|3RPLT|4LIT|5CDMG|7ZMB|8RCR|aMDPS
354	23261 12353	   	193.64	DCR|4VULN|1ASPD|1DMG	148aVULN|2ASPD|3RPLT|5DMG|6RCVC|7FEWX|9RCR
355	34342 63331	   	193.61	DCR|2AART|2ASPD|1VULN|1DMG	14AART|2LWND|3MLV|56ASPD|7VULN|8RCR|9DMG|aLHND
356	53342 24323	   	193.61	DCR|2AART|2ASPD|1VULN|1DMG	1BEXP|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR|aLHND
357	33221 61424	   	193.60	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1AART|2NUKE|3VULN|4TLV|5ZMB|6RCR|7DUST|8DMG|9ASPD|aCDMG
358	23311 46211	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|8AART|aLHND
359	23321 46213	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|8AART|aDUST
360	23321 46215	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|8AART|aBASARM
361	23324 46213	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5ERES|6RCR|8AART|aDUST
362	36113 33151	   	193.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|49CGEN|6DMG|aRCR
363	36113 63151	   	193.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|49CGEN|6ASPD|aRCR
364	23134 21253	 * 	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3LWND|4DUST|58AART|6DMG|7FEWX|9RCR|aCDMG
365	23134 22253	   	193.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3LWND|4DUST|58AART|6DMG|7BEXP|9RCR|aCDMG
366	13342 23323	   	193.51	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR|aLWND
367	13342 23324	   	193.51	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR|aCGEN
368	34342 63333	   	193.51	DCR|2AART|2ASPD|1VULN|1DMG|1MSE	14AART|2LWND|3MLV|56ASPD|7VULN|8RCR|9DMG|aMSE
369	53342 24321	   	193.51	DCR|2AART|2ASPD|1VULN|1DMG	1BEXP|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR|aDUST
370	24211 68223	   	193.49	DCR|3VULN|2ASPD|1AART	128VULN|35ASPD|4AME|6MBVNT|7ERES|9RCR|aAART
371	24251 64223	   	193.49	DCR|3VULN|2ASPD|1AART	128VULN|35ASPD|4ERES|6MBVNT|7MLV|9RCR|aAART
372	23311 46213	   	193.48	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|8AART|aDUST
373	23311 46215	   	193.48	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|8AART|aBASARM
374	13352 23323	   	193.41	DCR|2AART|2ASPD|1VULN|1DMG	14DUST|25ASPD|39AART|6DMG|7VULN|8RCR|aLWND
375	13352 23324	   	193.41	DCR|2AART|2ASPD|1VULN|1DMG	14DUST|25ASPD|39AART|6DMG|7VULN|8RCR|aCGEN
376	13342 23321	   	193.41	DCR|2AART|2ASPD|1VULN|1DMG	1aDUST|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR
377	13342 23326	   	193.41	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|25ASPD|39AART|4DMSP|6DMG|7VULN|8RCR|aERES
378	23261 22453	   	193.34	DCR|3VULN|2DMG|1ASPD	14aVULN|2ASPD|3RPLT|58DMG|6FEWX|7AELBLL|9RCR
379	23261 23453	   	193.34	DCR|3VULN|2DMG|1ASPD	14aVULN|2ASPD|3RPLT|58DMG|67FEWX|9RCR
380	24233 53321	   	193.34	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67CGEN|7BPWR|8AAC|9RCR|aFEWX
381	24233 53322	   	193.34	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67CGEN|7BPWR|8AAC|9RCR|aRPLT
382	24233 53323	   	193.34	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67CGEN|7BPWR|8AAC|9RCR|aDMSP
383	24233 53326	   	193.34	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67CGEN|7BPWR|8AAC|9RCR|aMLV
384	36113 33451	   	193.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|49CGEN|6DMG|aRCR
385	13352 23321	   	193.31	DCR|2AART|2ASPD|1VULN|1DMG	14aDUST|25ASPD|39AART|6DMG|7VULN|8RCR
386	13352 23326	   	193.31	DCR|2AART|2ASPD|1VULN|1DMG	14DUST|25ASPD|39AART|6DMG|7VULN|8RCR|aERES
387	24211 62422	   	193.31	DCR|2VULN|2ASPD|1AART|2DUR	12VULN|35ASPD|4AME|6MBVNT|7RCR|8aDUR|9AART
388	24213 33432	   	193.31	DCR|3VULN|1ASPD|1DMG|2ZMB	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8aZMB
389	24531 33432	   	193.31	DCR|3VULN|1ASPD|1DMG|2ZMB	129VULN|3CGEN|4DMG|5ASPD|6FEWX|7RCR|8aZMB
390	22225 53522	   	193.25	DCR|4VULN|1DMG|2DUR|1AAC	1589VULN|2RPLT|3AAC|45DUR|5BPWR|6DMG|7RCR|aRMIN
391	23261 26353	   	193.21	DCR|4VULN|1ASPD|1DMG	148aVULN|2ASPD|3RPLT|5DMG|6FEWX|7RCVC|9RCR
392	24231 62422	   	193.21	DCR|2VULN|2ASPD|1AART|1NUKE|2DUR	12VULN|35ASPD|4NUKE|6MBVNT|7RCR|8aDUR|9AART
393	24251 62422	   	193.21	DCR|2VULN|2ASPD|1AART|2DUR	12VULN|35ASPD|4ERES|6MBVNT|7RCR|8aDUR|9AART
394	24233 52633	   	193.21	DCR|3VULN|1ASPD|1DMG|1NUKE|2DUR	129VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8aDUR
395	24232 53324	   	193.17	DCR|3VULN|3ASPD|1NUKE|1AAC|1ZMB	127VULN|37aASPD|4NUKE|5AAC|67CGEN|7BPWR|8ZMB|9RCR
396	22365 32115	 * 	193.15	DCR|2VULN|2ASPD|1DMG|1CDMG	16VULN|2RPLT|3CDMG|48ASPD|5AELBLL|7RCR|9RCVC|aDMG
397	24233 23321	   	193.14	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8AAC|9RCR|aFEWX
398	24233 23322	   	193.14	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8AAC|9RCR|aRPLT
399	24233 23323	   	193.14	DCR|3VULN|2DMG|1NUKE|1ASPD|1AAC	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8AAC|9RCR|aDMSP
400	24233 23326	   	193.14	DCR|3VULN|2DMG|1ASPD|1NUKE|1AAC	127VULN|3ASPD|4NUKE|57DMG|67ERES|7BPWR|8AAC|9RCR|aMLV
401	24233 22633	   	193.11	DCR|3VULN|1ASPD|1DMG|1NUKE|2DUR	129VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8aDUR
402	24233 36522	   	193.08	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	127VULN|3ASPD|4NUKE|5DMG|6FEWX|8RCVC|9RCR|aCDMG
403	24231 14324	   	193.07	DCR|3VULN|3ASPD|1NUKE|1ZMB	127VULN|35aASPD|4NUKE|6LWND|8ZMB|9RCR
404	22342 12131	   	193.02	DCR|2VULN|2ASPD|1CDMG|2DUR	1aVULN|24RPLT|3CDMG|5RMIN|6DMSP|7RCR|8aASPD|9aDUR|aBPWR
405	24232 23324	   	192.97	DCR|3VULN|3ASPD|1NUKE|1AAC|1ZMB	127VULN|37aASPD|4NUKE|5AAC|67ERES|7BPWR|8ZMB|9RCR
406	24233 22112	 * 	192.95	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	12VULN|38ASPD|4NUKE|5DMG|6ERES|7RCR|9RCVC|aCDMG
407	23311 43333	   	192.91	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|7AIRARM|8AART|9aDMG
408	24211 15143	   	192.78	DCR|3ASPD|2VULN|1AART	12VULN|358ASPD|4AME|6LHND|7RCR|9AART|aRPLT
409	24531 21235	 * 	192.77	5VULN|3DMG|3ZMB|1ASPD	1289aVULN|3CGEN|49aDMG|5ASPD|6ERES|79aZMB|9aBPWR
410	24211 62133	   	192.68	DCR|3ASPD|2VULN|1AART	12VULN|358ASPD|4AME|6MBVNT|7RCR|9DMSP|aAART
411	24211 15142	   	192.68	DCR|3ASPD|2VULN|1AART|1MSE	12VULN|358ASPD|4AME|6LHND|7RCR|9AART|aMSE
412	24251 62133	   	192.58	DCR|3ASPD|2VULN|1AART	12VULN|358ASPD|4ERES|6MBVNT|7RCR|9DMSP|aAART
413	23235 26521	   	192.58	DCR|3ASPD|2VULN|1AART	1aVULN|259ASPD|3RPLT|456DUST|5BPWR|7RCR|8AART
414	34343 33333	   	192.57	DCR|3DMG|2AART|1VULN	14AART|2LWND|3MLV|569DMG|7VULN|8RCR|aRPLT
415	34343 33335	   	192.57	DCR|3DMG|2AART|1VULN	14AART|2LWND|3MLV|569DMG|7VULN|8RCR|aAME
416	34343 33336	   	192.57	DCR|3DMG|2AART|1VULN	14AART|2LWND|3MLV|569DMG|7VULN|8RCR|aAELBLL
417	35643 33333	   	192.57	DCR|3DMG|2AART|1VULN	14AART|2CGEN|3LHND|569DMG|7VULN|8RCR|aRPLT
418	36143 35333	   	192.57	DCR|3DMG|2AART|1VULN	14AART|2AME|3VULN|569DMG|7LWND|8RCR|aRPLT
419	53363 32622	 * 	192.56	DCR|2DMG|1MDPS|1VULN|1AART|1ASPD|2DUR	178BEXP|2ASPD|3AART|4MDPS|57DUR|67DMG|7BPWR|9RCR|aVULN
420	34343 33332	   	192.47	DCR|3DMG|2AART|1VULN|1MSE	14AART|2LWND|3MLV|569DMG|7VULN|8RCR|aMSE
421	35643 33332	   	192.47	DCR|3DMG|2AART|1VULN|1MSE	14AART|2CGEN|3LHND|569DMG|7VULN|8RCR|aMSE
422	36143 35332	   	192.47	DCR|3DMG|2AART|1VULN|1MSE	14AART|2AME|3VULN|569DMG|7LWND|8RCR|aMSE
423	24211 62834	   	192.45	DCR|3VULN|2ASPD|1ZMB|1DUR	12aVULN|35ASPD|4AME|6MBVNT|7RCR|8ZMB|9DUR
424	23261 55213	   	192.44	DCR|2VULN|1MDPS|2ASPD|1DMG	14VULN|28ASPD|3RPLT|5DMG|6SPLREG|7RCR|9MLV|aMDPS
425	24231 62432	   	192.35	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	129VULN|35ASPD|4NUKE|6MBVNT|7RCR|8DUR|aZMB
426	23261 55221	   	192.34	DCR|2VULN|1MDPS|2ASPD|1DMG	14VULN|28ASPD|3RPLT|5DMG|6SPLREG|7RCR|9MDPS|aBEXP
427	23261 55223	   	192.34	DCR|2VULN|1MDPS|2ASPD|1DMG	14VULN|28ASPD|3RPLT|5DMG|6SPLREG|7RCR|9MDPS|aLWND
428	23332 41561	 * 	192.33	ACR|3VULN|2DMG|2ASPD|1AAC|1DUR	16aVULN|2aASPD|3DUR|4DUST|5RCR|7aDMG|8AAC|9RCVC|aBPWR
429	24211 62643	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12VULN|35ASPD|4AME|6MBVNT|7RCR|8RPLT|9DMG|aCDMG
430	24233 52121	   	192.29	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	12VULN|38ASPD|4NUKE|5DMG|6CGEN|7RCR|9LWND|aCDMG
431	24211 62427	   	192.23	DCR|2VULN|2ASPD|1AART|1DUR	12VULN|35ASPD|4AME|6MBVNT|7RCR|8DUR|9AART|aRMIN
432	21124 65321	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1aVULN|28FEWX|3BELT|4CDMG|5ASPD|6ZMB|7RCR|9AART
433	21125 65321	   	192.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|28FEWX|3BELT|4CDMG|5DMG|6ZMB|7RCR|9AART
434	22365 32223	   	192.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8FEWX|9AART|aZMB
435	24233 22121	   	192.19	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	12VULN|38ASPD|4NUKE|5DMG|6ERES|7RCR|9LWND|aCDMG
436	24233 52151	   	192.19	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	12VULN|38ASPD|4NUKE|5DMG|6CGEN|7RCR|9DUST|aCDMG
437	24233 52334	   	192.13	DCR|3VULN|1ASPD|1DMG|1NUKE|1DUR	12aVULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8RMIN|9DUR
438	22365 32523	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8MBVNT|9AART|aZMB
439	22365 32623	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	16VULN|2RPLT|3CDMG|4ASPD|5AELBLL|7RCR|8DUST|9AART|aZMB
440	23261 14333	   	192.12	DCR|3VULN|1ASPD|1DMG|1ZMB	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9AME|aZMB
441	23121 46224	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	17VULN|2ASPD|3LWND|4CGEN|5TLV|6RCR|8AART|9DUR|aCDMG
442	24233 22151	   	192.09	DCR|2VULN|2ASPD|1DMG|1NUKE|1CDMG	12VULN|38ASPD|4NUKE|5DMG|6ERES|7RCR|9DUST|aCDMG
443	23613 54323	   	192.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	17VULN|2ASPD|3DMSP|4AME|5DMG|6CGEN|8ZMB|9RCR|aAART
444	24213 51323	   	192.04	DCR|2VULN|1AART|1DMG|1ASPD|1ZMB	12VULN|3ASPD|4AME|5DMG|6CGEN|7ZMB|8AELBLL|9RCR|aAART
445	23261 14312	   	192.02	DCR|3VULN|1ASPD|1DMG|1ZMB	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9ERES|aZMB
446	23261 14342	   	192.02	DCR|3VULN|1ASPD|1DMG|1ZMB	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9DUST|aZMB
447	23261 14362	   	192.02	DCR|3VULN|1ASPD|1DMG|1ZMB	148VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9TLV|aZMB
448	23261 14622	   	192.02	DCR|3VULN|1ASPD|1DMG|1ZMB	149VULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|8DUST|aZMB
449	24211 33235	   	192.01	DCR|3VULN|2ASPD|1DMG	127VULN|35ASPD|4AME|6RCVC|8BEXP|9RCR|aDMG
450	23111 46224	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	17VULN|2ASPD|3LWND|4ERES|5TLV|6RCR|8AART|9DUR|aCDMG
451	23321 46234	   	191.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	17VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|8AART|9DUST|aCDMG
452	33242 43312	   	191.98	DCR|2VULN|2AART|1ASPD|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5ASPD|6RCVC|7BEXP|8RCR|9ZMB
453	33242 45312	   	191.98	DCR|2VULN|2AART|1ASPD|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5ASPD|6RCVC|7LWND|8RCR|9ZMB
454	33243 43312	   	191.98	DCR|2VULN|2AART|1DMG|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5DMG|6RCVC|7BEXP|8RCR|9ZMB
455	33243 45312	   	191.98	DCR|2VULN|2AART|1DMG|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5DMG|6RCVC|7LWND|8RCR|9ZMB
456	24223 46331	   	191.96	DCR|4VULN|2ASPD	127aVULN|3aASPD|49LWND|5FEWX|6RCR|8aBEXP|aBPWR
457	23613 21223	   	191.94	DCR|2VULN|1AART|1DMG|1ASPD|1ZMB	18VULN|2ASPD|3DMSP|4AME|5DMG|6ERES|7ZMB|9RCR|aAART
458	23613 24323	   	191.94	DCR|2VULN|1AART|1DMG|1ASPD|1ZMB	17VULN|2ASPD|3DMSP|4AME|5DMG|6ERES|8ZMB|9RCR|aAART
459	23653 51223	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	18VULN|2ASPD|3DMSP|4ERES|5DMG|6CGEN|7ZMB|9RCR|aAART
460	24531 24323	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|6ERES|7AELBLL|8ZMB|9RCR|aAART
461	23261 24351	   	191.93	DCR|4VULN|1ASPD|1DMG	1478VULN|2ASPD|3RPLT|5DMG|6FEWX|9RCR|aRCVC
462	23321 46221	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|89AART|aLHND
463	23324 46221	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4CGEN|5ERES|6RCR|89AART|aLHND
464	24251 33235	   	191.91	DCR|3VULN|2ASPD|1DMG	127VULN|35ASPD|4ERES|6RCVC|8BEXP|9RCR|aDMG
465	24233 36322	   	191.91	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	127VULN|3ASPD|4NUKE|5DMG|6FEWX|8AELBLL|9RCR|aCDMG
466	23363 46332	   	191.90	DCR|2VULN|1MDPS|2ASPD|1CDMG|1DUR	17VULN|24ASPD|3DUR|5FEWX|6RCR|8CDMG|9ERES|aMDPS
467	23311 46234	   	191.89	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	17VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|8AART|9DUST|aCDMG
468	33242 42312	   	191.88	DCR|2VULN|2AART|1ASPD|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5ASPD|6RCVC|7DUST|8RCR|9ZMB
469	33243 42312	   	191.88	DCR|2VULN|2AART|1DMG|1NUKE|1ZMB	14AART|2NUKE|3aVULN|5DMG|6RCVC|7DUST|8RCR|9ZMB
470	23261 14433	   	191.88	DCR|2VULN|2DMG|1ASPD|1ZMB	14VULN|2ASPD|3RPLT|58DMG|6RCVC|7RCR|9AME|aZMB
471	24223 46121	   	191.86	DCR|4VULN|2ASPD	127aVULN|3aASPD|4LWND|5FEWX|6RCR|8MBVNT|9aAELBLL|aBPWR
472	24213 21123	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|68ERES|7ZMB|9RCR|aAART
473	24253 25323	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|46ERES|5DMG|7AME|8ZMB|9RCR|aAART
474	24253 51123	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|48ERES|5DMG|6CGEN|7ZMB|9RCR|aAART
475	24531 21123	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|68ERES|7ZMB|9RCR|aAART
476	24531 26323	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|67ERES|8ZMB|9RCR|aAART
477	64253 21223	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1CGEN|24ERES|3ASPD|5DMG|6ZMB|78VULN|9RCR|aAART
478	23311 46221	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|89AART|aLHND
479	23321 46223	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|89AART|aDUST
480	23321 46225	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|89AART|aBASARM
481	23324 46223	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4CGEN|5ERES|6RCR|89AART|aDUST
482	21326 46222	   	191.82	DCR|3VULN|2AART|1ZMB	17aVULN|2FEWX|3AME|4CGEN|5ZMB|6RCR|89AART
483	42231 41224	 * 	191.81	DCR|3ASPD|2VULN|1NUKE|1DMG	1ERES|2RMIN|35aASPD|4NUKE|6DMG|78VULN|9RCR
484	24213 24532	   	191.81	DCR|3VULN|1ASPD|1DMG|1CDMG	127VULN|3ASPD|4AME|5DMG|68ERES|9RCR|aCDMG
485	23363 41521	   	191.79	DCR|2VULN|2ASPD|1DMG|2DUR|1AAC	1aVULN|24ASPD|3aDUR|5FEWX|6RCR|7DMG|8AAC|9aAELBLL|aBPWR
486	24133 35152	   	191.78	DCR|3VULN|1AART|1ASPD|1DUR	126VULN|35FEWX|4DUR|7RCR|8ASPD|9RPLT|aAART
487	23261 14412	   	191.78	DCR|2VULN|2DMG|1ASPD|1ZMB	14VULN|2ASPD|3RPLT|58DMG|6RCVC|7RCR|9ERES|aZMB
488	23311 46223	   	191.72	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|89AART|aDUST
489	23311 46225	   	191.72	DCR|2VULN|2AART|1ASPD|1DUR	17VULN|2ASPD|3DUR|4ERES|5TLV|6RCR|89AART|aBASARM
490	21316 46222	   	191.72	DCR|3VULN|2AART|1ZMB	17aVULN|2FEWX|3AME|4ERES|5ZMB|6RCR|89AART
491	21621 46222	   	191.72	DCR|3VULN|2AART|1ZMB	17aVULN|2FEWX|3ZMB|4CGEN|5TLV|6RCR|89AART
492	24235 11312	   	191.70	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	12aVULN|3ASPD|4NUKE|57LWND|6AART|8RCR|9ZMB
493	23245 23323	   	191.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	169VULN|2ASPD|3RPLT|4LIT|5aCDMG|7ZMB|8RCR
494	23654 31121	   	191.69	DCR|3VULN|2ASPD|1AART	167VULN|28ASPD|3DMSP|4ERES|56CGEN|6BPWR|9AART|aRCR
495	24214 51121	   	191.69	DCR|3VULN|2ASPD|1AART	127VULN|38ASPD|4AME|56CGEN|9AART|aRCR
496	24254 32121	   	191.69	DCR|3VULN|2ASPD|1AART	126VULN|38ASPD|4ERES|56CGEN|6BPWR|7AELBLL|9AART|aRCR
497	24511 51121	   	191.69	DCR|3VULN|2ASPD|1AART	127VULN|36CGEN|4AME|58ASPD|9AART|aRCR
498	23226 43234	   	191.68	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	169VULN|2ASPD|3RPLT|4DUR|5AAC|7RCR|8LHND|aAART
499	22261 23134	   	191.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	149VULN|2RPLT|3AAC|5DMG|6FEWX|7RCR|8DUR|aAART
500	22261 63134	   	191.68	DCR|3VULN|1AART|1DMG|1AAC|1DUR	149VULN|2RPLT|3AAC|5DMG|6LWND|7RCR|8DUR|aAART
501	23264 23134	   	191.68	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	149VULN|2ASPD|3RPLT|5AAC|6FEWX|7RCR|8DUR|aAART
502	24216 35222	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	126VULN|3ASPD|4AME|5DUST|7RCR|8BEXP|9AART|aDUR
503	23352 41531	   	191.67	ACR|3VULN|2DMG|2ASPD|1AAC|1DUR	16aVULN|2aASPD|3DUR|49LWND|5RCR|7aDMG|8AAC|aBPWR
504	21611 46222	   	191.62	DCR|3VULN|2AART|1ZMB	17aVULN|2FEWX|3ZMB|4ERES|5TLV|6RCR|89AART
505	53331 36413	   	191.61	DCR|2AART|2ASPD|1VULN|1DMG	1BEXP|26ASPD|3aAART|4BELT|5CGEN|7VULN|8DMG|9RCR
506	23261 22353	   	191.60	DCR|4VULN|1ASPD|1DMG	148aVULN|2ASPD|3RPLT|5DMG|6FEWX|7AELBLL|9RCR
507	23261 23353	   	191.60	DCR|4VULN|1ASPD|1DMG	148aVULN|2ASPD|3RPLT|5DMG|67FEWX|9RCR
508	64251 31121	   	191.59	DCR|3VULN|2ASPD|1AART	16CGEN|24ERES|38ASPD|567VULN|6BPWR|9AART|aRCR
509	21326 46212	   	191.59	DCR|4VULN|1AART|1ZMB	179aVULN|2FEWX|3AME|4CGEN|5ZMB|6RCR|8AART
510	22235 53134	   	191.58	DCR|3VULN|1AART|1DMG|1AAC|1DUR	159VULN|2RPLT|3AAC|45DUST|5BPWR|6DMG|7RCR|8DUR|aAART
511	22261 43134	   	191.58	DCR|3VULN|1AART|1DMG|1AAC|1DUR	149VULN|2RPLT|3AAC|5DMG|6DUST|7RCR|8DUR|aAART
512	23236 43134	   	191.58	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	169VULN|2ASPD|3RPLT|4DUST|5AAC|7RCR|8DUR|aAART
513	13331 33513	   	191.51	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|26ASPD|3aAART|4BELT|5CGEN|7DMG|8VULN|9RCR
514	13331 36413	   	191.51	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|26ASPD|3aAART|4BELT|5CGEN|7VULN|8DMG|9RCR
515	13335 33513	   	191.51	DCR|2AART|2ASPD|1VULN|1DMG	1DUST|26ASPD|3aAART|4BELT|5MLV|7DMG|8VULN|9RCR
