0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	橙3易伤1全技能1伤害1暴击2时间	14时间2掉矿367易伤5全技能8暴击9核a伤害
443	33436 24123	   	157.39	橙4易伤1伤害1策反	1等级2367易伤4雷电5策反8立即金币9核a伤害
444	21413 42221	   	157.30	橙3伤害2易伤1时间	1敌人爆炸2掉矿35易伤469伤害7时间8核a基地爆炸
445	21413 42222	   	157.30	橙3伤害2易伤1时间	1敌人爆炸2掉矿35易伤469伤害7时间8核a雷电
446	21413 42225	   	157.30	橙3伤害2易伤1时间	1敌人爆炸2掉矿35易伤469伤害7时间8核a低血量敌人
447	21413 55223	   	157.30	橙3易伤2伤害1时间	1敌人爆炸2掉矿357易伤49伤害6时间8核a平台
448	24413 43121	   	157.30	橙3易伤2伤害1攻速	1敌人爆炸2矿等35a易伤46伤害7掉矿8核9攻速
449	21413 41224	   	157.30	橙3伤害2易伤1时间	1敌人爆炸2掉矿35易伤469伤害7基地爆炸8核a时间
450	21413 32221	   	157.30	橙3易伤2伤害1时间	16敌人爆炸2掉矿35a易伤49伤害7时间8核
451	21413 54221	   	157.30	橙3易伤2伤害1时间	1敌人爆炸2掉矿35a易伤49伤害6时间7双倍矿8核
452	42132 24433	   	157.26	橙2易伤1全技能1伤害2时间	12时间2序列升级38易伤45挖尘6核7双倍矿9伤害a全技能
453	42162 24333	   	157.26	橙2易伤1全技能1伤害2时间	12时间2序列升级34易伤58挖尘6核7双倍矿9伤害a全技能
454	21413 42223	   	157.20	橙3伤害2易伤1时间	1敌人爆炸2掉矿35易伤469伤害7时间8核a防空对直升
455	33213 43121	   	157.20	橙3易伤2伤害1攻速	1等级25a易伤3敌人爆炸46伤害7掉矿8核9攻速
456	36413 43121	   	157.20	橙3易伤2伤害1攻速	1等级2基地爆炸35a易伤46伤害7掉矿8核9攻速
457	61313 41252	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿35a易伤46伤害7敌人爆炸8核9时间
458	61313 42221	   	157.20	橙3伤害2易伤1时间	1挖尘2掉矿35易伤469伤害7时间8核a敌人爆炸
459	61313 42222	   	157.20	橙3伤害2易伤1时间	1挖尘2掉矿35易伤469伤害7时间8核a雷电
460	61313 42225	   	157.20	橙3伤害2易伤1时间	1挖尘2掉矿35易伤469伤害7时间8核a低血量敌人
461	61313 54221	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿35a易伤49伤害6时间7双倍矿8核
462	61313 55223	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿357易伤49伤害6时间8核a平台
463	61213 65222	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿3敌人爆炸49伤害567易伤8核a时间
464	61221 65222	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿3敌人爆炸467易伤59伤害8核a时间
465	61313 35222	   	157.20	橙3易伤2伤害1时间	1挖尘2掉矿357易伤49伤害6敌人爆炸8核a时间
466	61313 35226	   	157.20	橙3易伤2伤害1攻速	1挖尘2掉矿357易伤49伤害6敌人爆炸8核a攻速
467	61313 41224	   	157.20	橙3伤害2易伤1时间	1挖尘2掉矿35易伤469伤害7敌人爆炸8核a时间
468	33412 43121	   	157.10	橙3易伤2伤害1攻速	1等级23a易伤46伤害5挖尘7掉矿8核9攻速
469	34413 43121	   	157.10	橙3易伤2伤害1攻速	1等级2挖尘35a易伤46伤害7掉矿8核9攻速
470	61313 42223	   	157.10	橙3伤害2易伤1时间	1挖尘2掉矿35易伤469伤害7时间8核a防空对直升
471	43135 21412	 * 	157.00	橙2易伤1全技能1暴击1喷火对愈1时间	1时间2低血量敌人3喷火对愈4金币生成58易伤6雷电7核9暴击a全技能
472	11341 62254	   	156.97	橙2伤害1全技能1易伤1策反1时间	1低血量敌人2掉矿3易伤4时间5a伤害6加一7策反8全技能9核
473	33231 62257	   	156.97	橙2伤害1全技能1易伤1策反1时间	1等级2易伤3敌人爆炸4时间5a伤害6加一7策反8全技能9核
474	41213 62254	   	156.97	橙2伤害1全技能1易伤1策反1时间	1时间2掉矿3敌人爆炸4a伤害5易伤6加一7策反8全技能9核
475	41221 62254	   	156.97	橙2伤害1全技能1易伤1策反1时间	1时间2掉矿3敌人爆炸4易伤5a伤害6加一7策反8全技能9核
476	41313 62254	   	156.97	橙2伤害1全技能1易伤1策反1时间	1时间2掉矿3易伤4a伤害5低血量敌人6加一7策反8全技能9核
477	12215 25511	   	156.83	橙2伤害1全技能1易伤1策反	12低血量敌人2序列升级3矿等4a伤害5全技能6最后敌人7核8易伤9策反
478	13215 25511	   	156.83	橙2伤害1全技能1易伤1策反	12低血量敌人3矿等4a伤害5全技能6最后敌人7核8易伤9策反
479	33521 31642	   	156.82	橙2易伤2伤害1全技能	1等级25易伤3双倍矿4立即金币68伤害7基地爆炸9全技能a核
480	33415 33151	 * 	156.82	4易伤2伤害1全技能1暴击1策反	17等级237a易伤47伤害5全技能6核弹7序列升级8暴击9策反
481	56311 61212	   	156.74	橙2全技能1易伤1伤害1暴击	1雷电2挖尘3a全技能4敌人爆炸5掉矿6核7暴击8易伤9伤害
482	33423 31642	   	156.72	橙2易伤2伤害1全技能	15等级23易伤4立即金币68伤害7基地爆炸9全技能a核
483	33421 31442	   	156.66	橙3易伤1全技能1伤害	1等级235易伤48立即金币6伤害7基地爆炸9全技能a核
484	11515 25311	   	156.63	橙2伤害1全技能1易伤1策反	1低血量敌人23掉矿4a伤害5全技能6最后敌人7核8易伤9策反
485	15422 22152	   	156.63	橙2易伤1全技能1伤害1策反	17低血量敌人2策反34易伤58掉矿6核9全技能a伤害
486	25422 23213	   	156.63	橙2易伤1全技能1伤害1策反	1敌人爆炸2策反34易伤5掉矿6核7平台8双倍物品9全技能a伤害
487	65422 23213	   	156.53	橙2易伤1全技能1伤害1策反	1挖尘2策反34易伤5掉矿6核7平台8双倍物品9全技能a伤害
488	33222 24326	 * 	156.52	橙4易伤1全技能	1等级248a易伤3敌人爆炸5掉矿6核7全技能9雷电
489	33521 63111	   	156.48	橙2易伤1全技能1伤害1暴击	1等级25易伤3双倍矿4立即金币6暴击7全技能8基地爆炸9核a伤害
490	33521 63411	   	156.48	橙2易伤1全技能1伤害1暴击	1等级25易伤3双倍矿4立即金币6暴击7全技能8敌人爆炸9核a伤害
491	21411 43342	   	156.42	橙2易伤2伤害1全技能	1敌人爆炸27掉矿38易伤46伤害5立即金币9全技能a核
492	41314 21224	   	156.41	橙2伤害1易伤1暴击2时间1策反	18时间2掉矿3易伤49伤害5矿等6策反7核a暴击
493	33423 63111	   	156.38	橙2易伤1全技能1伤害1暴击	15等级23易伤4立即金币6暴击7全技能8基地爆炸9核a伤害
494	33423 63411	   	156.38	橙2易伤1全技能1伤害1暴击	15等级23易伤4立即金币6暴击7全技能8敌人爆炸9核a伤害
495	11313 61515	   	156.38	橙2易伤1全技能1伤害1暴击	15低血量敌人2掉矿38易伤4伤害6最后敌人7核9暴击a全技能
496	31414 31313	   	156.38	橙2易伤1全技能1伤害1喷火对愈	1等级2低血量敌人39易伤4伤害5矿等6随机矿7核8喷火对愈a全技能
497	33614 31313	   	156.38	橙2易伤1全技能1伤害1喷火对愈	1等级29易伤3低血量敌人4伤害5矿等6随机矿7核8喷火对愈a全技能
498	36414 31313	   	156.38	橙2易伤1全技能1伤害1喷火对愈	1等级2基地爆炸39易伤4伤害5矿等6随机矿7核8喷火对愈a全技能
499	61311 43342	   	156.32	橙2易伤2伤害1全技能	1挖尘27掉矿38易伤46伤害5立即金币9全技能a核
500	56311 61211	   	156.29	橙1全技能1易伤1伤害1暴击1策反	1雷电2挖尘3全技能4敌人爆炸5掉矿6核7暴击8易伤9伤害a策反
501	21413 51226	   	156.28	橙2易伤2伤害2时间1攻速	1敌人爆炸2掉矿35易伤49伤害68时间7核a攻速
502	33213 51226	   	156.28	橙2易伤2伤害2时间1攻速	1等级25易伤3敌人爆炸49伤害68时间7核a攻速
503	34414 31313	   	156.28	橙2易伤1全技能1伤害1喷火对愈	1等级2挖尘39易伤4伤害5矿等6随机矿7核8喷火对愈a全技能
504	61314 31363	   	156.28	橙2易伤1全技能1伤害1喷火对愈	1挖尘2掉矿39易伤4伤害5矿等6随机矿7核8喷火对愈a全技能
505	12162 24521	   	156.27	橙3易伤1全技能1暴击	124低血量敌人24序列升级348易伤5挖尘6核7全技能9暴击a金币生成
506	12162 24522	   	156.27	橙3易伤1全技能1暴击	124低血量敌人24序列升级348易伤5挖尘6核7全技能9暴击a基地爆炸
507	12162 24523	   	156.27	橙3易伤1全技能1暴击	124低血量敌人24序列升级348易伤5挖尘6核7全技能9暴击a敌人爆炸
508	13162 24521	   	156.27	橙3易伤1全技能1暴击	124低血量敌人348易伤4序列升级5挖尘6核7全技能9暴击a金币生成
509	13162 24522	   	156.27	橙3易伤1全技能1暴击	124低血量敌人348易伤4序列升级5挖尘6核7全技能9暴击a基地爆炸
510	13162 24523	   	156.27	橙3易伤1全技能1暴击	124低血量敌人348易伤4序列升级5挖尘6核7全技能9暴击a敌人爆炸
511	43611 12262	 * 	156.26	橙2伤害1全技能3攻速2时间	19时间2低血量敌人3额外掉落4全技能5随机矿69伤害79a攻速8核9序列升级
512	12162 21355	   	156.23	橙2易伤1全技能1伤害1策反	124低血量敌人24序列升级34易伤5挖尘6核7策反8机枪对壮9伤害a全技能
513	13162 21355	   	156.23	橙2易伤1全技能1伤害1策反	124低血量敌人34易伤4序列升级5挖尘6核7策反8机枪对壮9伤害a全技能
514	33213 61552	   	156.22	橙4易伤1伤害1时间	1等级258a易伤3敌人爆炸4伤害6最后敌人7核9时间
515	23526 32423	   	156.18	橙2易伤1全技能1暴击2时间1攻速	1敌人爆炸2低血量敌人3攻速47易伤5全技能6暴击8核9a时间
516	33412 51226	   	156.18	橙2易伤2伤害2时间1攻速	1等级23易伤49伤害5挖尘68时间7核a攻速
517	61313 51226	   	156.18	橙2易伤2伤害2时间1攻速	1挖尘2掉矿35易伤49伤害68时间7核a攻速
518	15432 61331	   	156.14	橙3易伤1暴击1策反1攻速1时间	1低血量敌人2策反389易伤4时间5暴击6核7额外掉落a攻速
519	34242 61212	   	156.14	橙2全技能1易伤1伤害1暴击	1等级2挖尘3敌人爆炸4a全技能5雷电6核7暴击8易伤9伤害
520	61242 61212	   	156.14	橙2全技能1易伤1伤害1暴击	1挖尘2掉矿3敌人爆炸4a全技能5雷电6核7暴击8易伤9伤害
521	15412 21315	   	156.13	橙2易伤1全技能1伤害1策反	1低血量敌人2策反39易伤4伤害5挖尘6立即金币7核8加农对直升a全技能
522	14422 21135	   	156.13	橙2易伤1全技能1伤害1策反	1低血量敌人2矿等34易伤5掉矿6核7策反8最后敌人9伤害a全技能
523	14422 21353	   	156.13	橙2易伤1全技能1伤害1策反	1低血量敌人2矿等34易伤5掉矿6核7策反8激光对冰9伤害a全技能
524	22133 21355	   	156.13	橙2易伤1全技能1伤害1策反	12敌人爆炸2序列升级35易伤4挖尘6核7策反8机枪对壮9伤害a全技能
525	22162 21355	   	156.13	橙2易伤1全技能1伤害1策反	12敌人爆炸2序列升级34易伤5挖尘6核7策反8机枪对壮9伤害a全技能
526	24422 21353	   	156.13	橙2易伤1全技能1伤害1策反	1敌人爆炸2矿等34易伤5掉矿6核7策反8激光对冰9伤害a全技能
527	33226 21353	   	156.13	橙2易伤1全技能1伤害1策反	1等级24易伤3敌人爆炸5矿等6核7策反8激光对冰9伤害a全技能
528	21216 55311	   	156.13	橙2伤害1全技能1易伤1策反	13敌人爆炸2掉矿4a伤害5基地爆炸6全技能7核8易伤9策反
529	22212 55511	   	156.13	橙2伤害1全技能1易伤1策反	12敌人爆炸2序列升级3矿等4a伤害5挖尘6全技能7核8易伤9策反
530	33226 24352	   	156.07	橙3易伤1全技能1暴击	1等级24a易伤3敌人爆炸5矿等6核7全技能8毒液对冰9暴击
531	31422 21135	   	156.03	橙2易伤1全技能1伤害1策反	1等级2低血量敌人34易伤5掉矿6核7策反8最后敌人9伤害a全技能
532	31422 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级2低血量敌人34易伤5掉矿6核7策反8激光对冰9伤害a全技能
533	33222 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级24易伤3敌人爆炸5掉矿6核7策反8激光对冰9伤害a全技能
534	33442 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级23易伤4基地爆炸5掉矿6核7策反8激光对冰9伤害a全技能
535	33452 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级23易伤4敌人爆炸5掉矿6核7策反8激光对冰9伤害a全技能
536	33622 21135	   	156.03	橙2易伤1全技能1伤害1策反	1等级24易伤3低血量敌人5掉矿6核7策反8最后敌人9伤害a全技能
537	33622 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级24易伤3低血量敌人5掉矿6核7策反8激光对冰9伤害a全技能
538	36422 21353	   	156.03	橙2易伤1全技能1伤害1策反	1等级2基地爆炸34易伤5掉矿6核7策反8激光对冰9伤害a全技能
539	62123 21355	   	156.03	橙2易伤1全技能1伤害1策反	12挖尘2序列升级35易伤4敌人爆炸6核7策反8机枪对壮9伤害a全技能
540	21212 55311	   	156.03	橙2伤害1全技能1易伤1策反	13敌人爆炸2掉矿4a伤害5挖尘6全技能7核8易伤9策反
541	51216 42122	   	156.02	紫2易伤2伤害1暴击1攻速	127雷电3a易伤47伤害5核67矿等7序列升级8攻速9暴击
542	42162 51232	   	156.01	橙3易伤1伤害2时间1策反	12时间2序列升级34a易伤5挖尘6最后敌人7策反8核9伤害
543	22623 55122	   	156.00	橙1全技能1易伤1伤害1暴击1策反	126敌人爆炸2序列升级3策反4立即金币5全技能7核8伤害9易伤a暴击
544	25223 55122	   	156.00	橙1全技能1易伤1伤害1暴击1策反	136敌人爆炸2策反4立即金币5全技能7核8伤害9易伤a暴击
545	11313 41226	 * 	155.98	橙3伤害1全技能1易伤	15低血量敌人2掉矿3易伤469伤害7基地爆炸8核a全技能
546	11313 44226	   	155.98	橙3伤害1全技能1易伤	15低血量敌人2掉矿3易伤469伤害7最后敌人8核a全技能
547	21413 13264	   	155.98	橙3易伤1全技能1伤害	1敌人爆炸2掉矿359易伤4伤害6平台7低血量敌人8核a全技能
548	33213 13264	   	155.98	橙3易伤1全技能1伤害	1等级259易伤3敌人爆炸4伤害6平台7低血量敌人8核a全技能
549	33411 22355	   	155.98	橙3易伤1全技能1伤害	1等级236易伤4伤害5雷电7矿等8核9金币生成a全技能
550	34422 24321	   	155.97	橙3易伤1全技能1暴击	1等级2挖尘348易伤5掉矿6核7全技能9暴击a金币生成
551	34422 24322	   	155.97	橙3易伤1全技能1暴击	1等级2挖尘348易伤5掉矿6核7全技能9暴击a基地爆炸
552	34422 24323	   	155.97	橙3易伤1全技能1暴击	1等级2挖尘348易伤5掉矿6核7全技能9暴击a敌人爆炸
553	21411 25324	   	155.96	橙2易伤2伤害1暴击	1敌人爆炸2掉矿37易伤49伤害5立即金币6核8基地爆炸a暴击
554	33211 25324	   	155.96	橙2易伤2伤害1暴击	1等级27易伤3敌人爆炸49伤害5立即金币6核8基地爆炸a暴击
555	33211 25624	   	155.96	橙2易伤2伤害1暴击	1等级27易伤3敌人爆炸49伤害5立即金币6核8低血量敌人a暴击
556	21221 12224	   	155.96	橙2易伤2伤害1策反1时间	13a敌人爆炸2掉矿4立即金币5a易伤6策反7时间8核9a伤害a序列升级
557	21512 55311	   	155.93	橙2伤害1全技能1易伤1策反	1敌人爆炸23掉矿4a伤害5挖尘6全技能7核8易伤9策反
558	34422 21353	   	155.93	橙2易伤1全技能1伤害1策反	1等级2挖尘34易伤5掉矿6核7策反8激光对冰9伤害a全技能
559	33521 66211	   	155.88	橙2易伤1全技能1伤害1暴击	1等级25易伤3双倍矿4立即金币6暴击7敌人爆炸8全技能9核a伤害
560	22133 44123	   	155.88	橙3易伤1全技能1伤害	12敌人爆炸2序列升级357易伤49挖尘6伤害8核a全技能
561	22162 44123	   	155.88	橙3易伤1全技能1伤害	12敌人爆炸2序列升级347易伤59挖尘6伤害8核a全技能
562	23513 61124	   	155.87	橙3易伤1伤害1暴击1攻速	18敌人爆炸2低血量敌人3攻速4伤害569易伤7核a暴击
563	23521 61124	   	155.87	橙3易伤1伤害1暴击1攻速	18敌人爆炸2低血量敌人3攻速469易伤5伤害7核a暴击
564	61311 25324	   	155.86	橙2易伤2伤害1暴击	1挖尘2掉矿37易伤49伤害5立即金币6核8基地爆炸a暴击
565	11521 15224	   	155.86	橙2易伤2伤害1策反1时间	1a低血量敌人23掉矿4立即金币5a易伤6策反7时间8核9a伤害a序列升级
566	21521 12224	   	155.86	橙2易伤2伤害1策反1时间	1a敌人爆炸23掉矿4立即金币5a易伤6策反7时间8核9a伤害a序列升级
567	33423 66211	   	155.78	橙2易伤1全技能1伤害1暴击	15等级23易伤4立即金币6暴击7敌人爆炸8全技能9核a伤害
568	62123 44121	   	155.78	橙3易伤1全技能1伤害	129挖尘2序列升级357易伤4敌人爆炸6伤害8核a全技能
569	21413 61513	   	155.77	橙3易伤1伤害1暴击1时间	1敌人爆炸2掉矿358易伤4伤害6最后敌人7核9暴击a时间
570	42112 22624	   	155.76	橙2易伤2伤害3时间	12a时间2a序列升级3a易伤4随机矿5掉矿6核78低血量敌人9a伤害
571	42112 24324	   	155.76	橙2易伤2伤害3时间	12a时间2a序列升级3a易伤4随机矿5掉矿6核7双倍矿8基地爆炸9a伤害
572	34242 61211	   	155.69	橙1全技能1易伤1伤害1暴击1策反	1等级2挖尘3敌人爆炸4全技能5雷电6核7暴击8易伤9伤害a策反
573	61242 61211	   	155.69	橙1全技能1易伤1伤害1暴击1策反	1挖尘2掉矿3敌人爆炸4全技能5雷电6核7暴击8易伤9伤害a策反
574	61313 61513	   	155.67	橙3易伤1伤害1暴击1时间	1挖尘2掉矿358易伤4伤害6最后敌人7核9暴击a时间
575	42112 22524	   	155.66	橙2易伤2伤害3时间	12a时间2a序列升级3a易伤4随机矿58掉矿6核7低血量敌人9a伤害
576	42113 33524	   	155.66	橙2易伤2伤害3时间	12a时间2a序列升级3a易伤4随机矿5基地爆炸6核78掉矿9a伤害
577	61521 12224	   	155.66	橙2易伤2伤害1策反1时间	1a挖尘23掉矿4立即金币5a易伤6策反7时间8核9a伤害a序列升级
578	24422 21236	   	155.62	橙3易伤2暴击1策反1时间	19敌人爆炸2矿等349易伤5掉矿6核7策反89暴击9序列升级a时间
579	21411 61521	   	155.57	橙3易伤2伤害	1敌人爆炸2掉矿38a易伤49伤害5立即金币6最后敌人7核
580	44422 21132	   	155.52	橙3易伤1伤害1策反1时间	1时间2矿等34a易伤5掉矿6核7策反8最后敌人9伤害
581	21413 25342	   	155.52	橙3易伤1伤害1策反1时间	1敌人爆炸2掉矿357易伤4伤害6核8基地爆炸9策反a时间
582	25422 25322	   	155.52	橙3易伤1伤害1策反1时间	1敌人爆炸2策反347易伤5掉矿6核8基地爆炸9伤害a时间
583	33213 25342	   	155.52	橙3易伤1伤害1策反1时间	1等级257易伤3敌人爆炸4伤害6核8基地爆炸9策反a时间
584	33213 25653	   	155.52	橙3易伤1伤害1策反1时间	1等级257易伤3敌人爆炸4伤害6核8低血量敌人9时间a策反
585	15426 23232	   	155.52	橙3易伤1伤害1策反1时间	1低血量敌人2策反34a易伤5矿等6核7挖青8时间9伤害
586	45422 21132	   	155.52	橙3易伤1伤害1策反1时间	1时间2策反34a易伤5掉矿6核7随机矿8最后敌人9伤害
587	45422 23333	   	155.52	橙3易伤1伤害1策反1时间	1时间2策反349易伤5掉矿6核7平台8雷电a伤害
588	61311 61521	   	155.47	橙3易伤2伤害	1挖尘2掉矿38a易伤49伤害5立即金币6最后敌人7核
589	22116 25324	   	155.46	橙3易伤2伤害	12a敌人爆炸2a序列升级37a易伤4随机矿5矿等6核8基地爆炸9a伤害
590	33412 25242	   	155.42	橙3易伤1伤害1策反1时间	1等级237易伤4伤害5挖尘6核8敌人爆炸9策反a时间
591	33412 25253	   	155.42	橙3易伤1伤害1策反1时间	1等级237易伤4伤害5挖尘6核8敌人爆炸9时间a策反
592	36422 21236	   	155.42	橙3易伤2暴击1策反1时间	19等级2基地爆炸349易伤5掉矿6核7策反89暴击9序列升级a时间
593	61313 25342	   	155.42	橙3易伤1伤害1策反1时间	1挖尘2掉矿357易伤4伤害6核8基地爆炸9策反a时间
594	61313 25353	   	155.42	橙3易伤1伤害1策反1时间	1挖尘2掉矿357易伤4伤害6核8基地爆炸9时间a策反
595	22626 15122	   	155.40	橙1全技能1易伤1伤害1暴击1策反	125敌人爆炸2序列升级3策反4立即金币6全技能7核8伤害9易伤a暴击
596	25226 15122	   	155.40	橙1全技能1易伤1伤害1暴击1策反	135敌人爆炸2策反4立即金币6全技能7核8伤害9易伤a暴击
597	14413 21235	   	155.36	橙3伤害2易伤	15a低血量敌人2矿等3a易伤49a伤害6核7随机矿8加一a序列升级
598	22112 25324	   	155.36	橙3易伤2伤害	12a敌人爆炸2a序列升级37a易伤4随机矿5掉矿6核8基地爆炸9a伤害
599	25422 25113	   	155.35	橙5易伤1策反	1敌人爆炸2策反3479a易伤58掉矿6核
600	33412 25612	   	155.32	橙3易伤1伤害1策反1时间	1等级237易伤4伤害5挖尘6核8策反9掉矿a时间
601	33412 25623	   	155.32	橙3易伤1伤害1策反1时间	1等级237易伤4伤害59挖尘6核8策反a时间
602	34422 21236	   	155.32	橙3易伤2暴击1策反1时间	19等级2挖尘349易伤5掉矿6核7策反89暴击9序列升级a时间
603	21411 42633	   	155.31	橙3伤害2易伤1时间	1敌人爆炸2掉矿38易伤469伤害5立即金币7时间a核
604	33211 42414	   	155.31	橙3易伤2伤害1时间	1等级289易伤3敌人爆炸46伤害5立即金币7时间a核
605	33211 42433	   	155.31	橙3伤害2易伤1时间	1等级28易伤3敌人爆炸469伤害5立即金币7时间a核
606	21413 41213	   	155.30	橙2易伤2伤害1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7基地爆炸8核9暴击a时间
607	21413 42212	   	155.30	橙2易伤2伤害1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9暴击a矿等
608	21413 42216	   	155.30	橙2易伤2伤害1暴击1时间	1a敌人爆炸2掉矿35易伤46伤害7时间8核9暴击
609	21413 42231	   	155.30	橙2易伤2伤害1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9雷电a暴击
610	21413 44213	   	155.30	橙2易伤2伤害1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7最后敌人8核9暴击a时间
611	21413 32224	   	155.30	橙2易伤2伤害1暴击1时间	16敌人爆炸2掉矿35易伤49伤害7时间8核a暴击
612	24413 25322	   	155.26	橙3易伤2伤害	1敌人爆炸2矿等357易伤49伤害6核8a基地爆炸
613	24413 25323	   	155.26	橙3易伤2伤害	1敌人爆炸2矿等357易伤49伤害6核8基地爆炸a平台
614	11313 21235	   	155.26	橙3伤害2易伤	15a低血量敌人2掉矿3a易伤49a伤害6核7随机矿8加一a序列升级
615	14422 22633	   	155.26	橙3易伤2伤害	178低血量敌人2矿等348易伤58掉矿6核8序列升级9a伤害
616	22125 32126	   	155.26	橙3易伤2伤害	124敌人爆炸27序列升级357易伤6核8a伤害9平台
617	22125 32266	   	155.26	橙3易伤2伤害	124敌人爆炸27序列升级357易伤6核8平台9a伤害
618	22315 32126	   	155.26	橙3易伤2伤害	123敌人爆炸27序列升级457易伤6核8a伤害9平台
619	22315 32266	   	155.26	橙3易伤2伤害	123敌人爆炸27序列升级457易伤6核8平台9a伤害
620	61311 42633	   	155.21	橙3伤害2易伤1时间	1挖尘2掉矿38易伤469伤害5立即金币7时间a核
621	21413 42211	   	155.20	橙2易伤2伤害1暴击1时间	1敌人爆炸2a掉矿35易伤46伤害7时间8核9暴击
622	21413 42214	   	155.20	橙2易伤2伤害1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9暴击a挖尘
623	21413 42215	   	155.20	橙2伤害2易伤1暴击1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9暴击a挖青
624	33213 43124	   	155.20	橙2易伤2伤害1暴击1攻速	1等级25易伤3敌人爆炸46伤害7掉矿8核9攻速a暴击
625	61313 41213	   	155.20	橙2易伤2伤害1暴击1时间	1挖尘2掉矿35易伤46伤害7敌人爆炸8核9暴击a时间
626	61313 42212	   	155.20	橙2易伤2伤害1暴击1时间	1挖尘2掉矿35易伤46伤害7时间8核9暴击a矿等
627	61313 42215	   	155.20	橙2易伤2伤害1暴击1时间	1挖尘2掉矿35易伤46伤害7时间8核9暴击a金币生成
628	61313 42231	   	155.20	橙2易伤2伤害1暴击1时间	1挖尘2掉矿35易伤46伤害7时间8核9雷电a暴击
629	61313 44213	   	155.20	橙2易伤2伤害1暴击1时间	1挖尘2掉矿35易伤46伤害7最后敌人8核9暴击a时间
630	11315 24315	   	155.17	橙2易伤1全技能1伤害1策反1攻速	1低血量敌人2掉矿38易伤4伤害5攻速6策反7全技能9挖尘a核
631	21413 25323	   	155.16	橙3易伤2伤害	1敌人爆炸2掉矿357易伤49伤害6核8基地爆炸a平台
632	24413 25321	   	155.16	橙3易伤2伤害	1敌人爆炸2矿等357易伤49伤害6核8基地爆炸a掉矿
633	33213 25322	   	155.16	橙3易伤2伤害	1等级257易伤3敌人爆炸49伤害6核8a基地爆炸
634	33213 25323	   	155.16	橙3易伤2伤害	1等级257易伤3敌人爆炸49伤害6核8基地爆炸a平台
635	33213 25622	   	155.16	橙3易伤2伤害	1等级257易伤3敌人爆炸49伤害6核8低血量敌人a基地爆炸
636	36413 25222	   	155.16	橙3易伤2伤害	1等级2a基地爆炸357易伤49伤害6核8敌人爆炸
637	36413 25223	   	155.16	橙3易伤2伤害	1等级2基地爆炸357易伤49伤害6核8敌人爆炸a平台
638	11313 22633	   	155.16	橙3易伤2伤害	157低血量敌人2掉矿38a易伤49伤害6核
639	21413 22121	   	155.16	橙3易伤2伤害	18敌人爆炸2掉矿35a易伤49伤害6核7低血量敌人
640	21413 22621	   	155.16	橙3易伤2伤害	1敌人爆炸2掉矿35a易伤49伤害6核78低血量敌人
641	21413 24321	   	155.16	橙3易伤2伤害	1敌人爆炸2掉矿35a易伤49伤害6核7双倍矿8基地爆炸
642	31413 21235	   	155.16	橙3伤害2易伤	1a等级25低血量敌人3a易伤49a伤害6核7随机矿8加一a序列升级
643	33412 21134	   	155.16	橙3易伤2伤害	1a等级23a易伤49伤害5挖尘6核7随机矿8a最后敌人a序列升级
644	35312 25321	   	155.16	橙3易伤2伤害	18等级2金币生成38矿等49伤害5挖尘6核78a易伤8序列升级
645	36413 21235	   	155.16	橙3易伤2伤害	1a等级29基地爆炸35a易伤4a伤害6核7随机矿8加一a序列升级
646	36413 22314	   	155.16	橙3易伤2伤害	1等级2基地爆炸359易伤4a伤害6核7低血量敌人8机枪对轻
647	14416 21232	   	155.15	橙2易伤2伤害1策反1时间	1低血量敌人2矿等3a易伤49伤害5金币生成6策反7核8时间
648	15213 61126	   	155.15	橙2易伤2伤害1策反1攻速	1低血量敌人2策反38敌人爆炸49伤害56易伤7核a攻速
649	15213 61632	   	155.15	橙2易伤2伤害1策反1时间	1低血量敌人2策反3敌人爆炸49伤害56易伤7核8雷电a时间
650	15221 61126	   	155.15	橙2易伤2伤害1策反1攻速	1低血量敌人2策反38敌人爆炸46易伤59伤害7核a攻速
651	15221 61632	   	155.15	橙2易伤2伤害1策反1时间	1低血量敌人2策反3敌人爆炸46易伤59伤害7核8雷电a时间
652	24413 51123	   	155.15	橙2易伤2伤害1策反1时间	18敌人爆炸2矿等35易伤49伤害6时间7核a策反
653	22163 13311	   	155.14	橙3易伤1全技能1伤害1卖塔	12敌人爆炸2序列升级348易伤5卖塔6掉矿7全技能9核a伤害
