0	Index      	 *	Score 	Summary	Detail	
1	21432 53214	 * 	218.45	DCR|2VULN|1AART|2CDMG|1DMG|3DUR|1ZMB	13aDUR|2AART|4LIT|5aCDMG|6DMG|7RCR|8ZMB|9aVULN|aBPWR
311	33112 32261	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|5RPLT|69ZMB|7RCR|89DMG|9BPWR|aLHND
312	33112 32262	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|5RPLT|69ZMB|7RCR|89DMG|9BPWR|aAME
313	33112 32263	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|5aRPLT|69ZMB|7RCR|89DMG|9BPWR
314	33112 32266	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|5RPLT|69ZMB|7RCR|89DMG|9BPWR|aLIT
315	33115 42261	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|59ZMB|6RPLT|7RCR|89DMG|9BPWR|aLHND
316	33115 42262	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|59ZMB|6RPLT|7RCR|89DMG|9BPWR|aAME
317	33115 42263	   	190.93	DCR|3VULN|2DMG|2ZMB	1BELT|239VULN|4TLV|59ZMB|6aRPLT|7RCR|89DMG|9BPWR
318	31343 33154	   	190.93	DCR|3VULN|1ASPD|1DMG|1ZMB	1BELT|2RMIN|369VULN|4ZMB|5DMG|7ASPD|8DUST|aRCR
319	62112 12324	   	190.89	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|27VULN|3ZMB|4SNIFST|5DUR|6ERES|8AART|9RCR|aSPLARM
320	21111 66313	   	190.83	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5LWND|7FEWX|8RCR|9ASPD|aVULN
321	21111 66361	   	190.83	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5LWND|7FEWX|8RCR|9VULN|aDMG
322	21114 63313	   	190.83	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5LHND|7LWND|8RCR|9ASPD|aVULN
323	21114 66313	   	190.83	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5LHND|7FEWX|8RCR|9ASPD|aVULN
324	62412 22323	   	190.80	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1CDMG|27aVULN|3RMIN|4SNIFST|5DUR|6AAC|8AART|9RCR
325	21113 22313	   	190.73	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|26AART|3RMIN|4CDMG|5ASPD|7ERES|8RCR|9LIT|aVULN
326	21113 14512	   	190.68	DCR|2ASPD|1AART|2CDMG|1DMG|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8BEXP|9RCR|aDMG
327	21113 14516	   	190.68	DCR|2ASPD|1AART|2CDMG|1NUKE|1DUR	1DUR|2AART|3RMIN|47CDMG|56ASPD|8BEXP|9RCR|aNUKE
328	11251 16361	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1LWND|25DUR|3aDMG|4AART|6BEXP|7CDMG|8RCR|9VULN
329	11252 16335	   	190.64	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aLWND|27DUR|3aDMG|4AART|5VULN|6CDMG|8RCR|9aERES|aBPWR
330	11252 16351	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1LWND|27DUR|3aDMG|4AART|5VULN|6CDMG|8RCR|9LHND
331	23251 16361	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	15DUR|2LWND|3aDMG|4AART|6BEXP|7CDMG|8RCR|9VULN
332	23252 16351	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	17DUR|2LWND|3aDMG|4AART|5VULN|6CDMG|8RCR|9LHND
333	21532 12114	   	190.60	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8VULN|9DMG|aAAC
334	21532 12254	   	190.60	DCR|1VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9VULN|aAAC
335	21535 12114	   	190.60	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8VULN|9DMG|aAAC
336	62636 43223	   	190.55	DCR|2VULN|1AART|2CDMG|1DMG|1AAC	19CDMG|23VULN|4DMG|5MBVNT|6AART|7LWND|8RCR|aAAC
337	12251 16361	   	190.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1LWND|2DUST|3aDMG|4AART|57DUR|6CDMG|8RCR|9VULN
338	21532 12242	   	190.51	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	19DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|aDMG
339	21535 12242	   	190.51	DCR|1AART|1ASPD|1DMG|1CDMG|2DUR|1ZMB	19DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8ASPD|aDMG
340	62661 31211	   	190.49	DCR|2VULN|2CDMG|1ASPD|1DMG	18CDMG|23VULN|4RCVC|5LHND|6RCR|7ASPD|9DMSP|aDMG
341	21262 13416	   	190.45	ACR|2VULN|2ASPD|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3RCR|49ASPD|5aVULN|6CDMG|7CGEN|8ZMB
342	21262 32416	   	190.45	ACR|2VULN|2ASPD|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3RCR|49ASPD|5aVULN|6MLV|7CDMG|8ZMB
343	21112 25212	   	190.36	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1ZMB	17DUR|2AART|3RMIN|4CDMG|5ZMB|6RCVC|8VULN|9RCR|aASPD
344	21112 25216	   	190.36	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	17DUR|2AART|3RMIN|4CDMG|5ZMB|6RCVC|8VULN|9RCR|aDMG
345	21113 25512	   	190.36	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8BEXP|9RCR|aDMG
346	21113 25516	   	190.36	DCR|2AART|1ASPD|1NUKE|1CDMG|2DUR	17DUR|26AART|3RMIN|4CDMG|5ASPD|8BEXP|9RCR|aNUKE
347	21111 25312	   	190.36	DCR|2AART|1ASPD|1DMG|1CDMG|2DUR	16DUR|28AART|3RMIN|4CDMG|5LWND|7DMG|9RCR|aASPD
348	21113 33316	   	190.36	DCR|2AART|1ASPD|1NUKE|1CDMG|2DUR	17DUR|28AART|3RMIN|4CDMG|5ASPD|6LHND|9RCR|aNUKE
349	21114 25316	   	190.36	DCR|2AART|1DMG|1NUKE|1CDMG|2DUR	16DUR|28AART|3RMIN|4CDMG|5LHND|7DMG|9RCR|aNUKE
350	62331 44333	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|26VULN|3DUR|4AELBLL|5LWND|7RCR|8BEXP|9ASPD|aAART
351	21534 11342	 * 	190.16	DCR|2VULN|1MDPS|1AART|3DUR|2SPLREG|1ZMB	17aDUR|2AART|3aSPLREG|4ZMB|5MDPS|6RCR|8FEWX|9aVULN|aBPWR
352	62632 14222	 * 	190.12	DCR|1SPLARM|2VULN|2DMG|1CDMG	1CDMG|23VULN|46DMG|5VENFST|7RCR|8DUST|9BELT|aSPLARM
353	62331 44133	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|26VULN|3DUR|4AELBLL|5LWND|7RCR|8DUST|9ASPD|aAART
354	33161 43324	   	190.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BELT|23VULN|4AME|5LHND|6DMG|7AART|8DUR|9RCR|aASPD
355	12334 33151	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	1LWND|2DUST|378VULN|4LHND|5DUR|6RCR|9DMG|aASPD
356	33212 34244	   	189.92	DCR|3VULN|3DMG	1BELT|269VULN|367DMG|4RCVC|5RPLT|6BPWR|8AME|aRCR
357	33111 43324	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BELT|23VULN|4TLV|5LHND|6DMG|7AART|8DUR|9RCR|aASPD
358	22111 32151	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MLV|3LHND|4ASPD|58VULN|6RCR|7LWND|9aDMG
359	22521 36151	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MLV|3ASPD|4LWND|58VULN|6RCR|7LHND|9aDMG
360	42111 34151	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1BEXP|2MLV|3LHND|4ASPD|58VULN|6RCR|7DUR|9aDMG
361	52111 34151	   	189.82	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2MLV|3LHND|4ASPD|58VULN|6RCR|7DUR|9aDMG
362	11211 33562	 * 	189.78	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3DMG|4ASPD|5VULN|6MDPS|7RCR|8CDMG|9BELT|aAART
363	23211 33562	   	189.78	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2LWND|3DMG|4ASPD|5VULN|6MDPS|7RCR|8CDMG|9BELT|aAART
364	12334 33661	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LWND|2DUST|37VULN|4LHND|5DUR|6RCR|89DMG|aASPD
365	11256 32325	 * 	189.69	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1LWND|2DUR|3DMG|4AART|5ASPD|6MLV|7VULN|8FEWX|9RCR|aNUKE
366	23256 32325	   	189.69	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2LWND|3DMG|4AART|5ASPD|6MLV|7VULN|8FEWX|9RCR|aNUKE
367	33133 33354	   	189.60	DCR|4VULN|1ASPD|1DMG	1BELT|2369VULN|4FEWX|5DMG|7ASPD|8LWND|aRCR
368	11211 33425	   	189.59	DCR|2VULN|1MDPS|2ASPD|1DMG|2DUR	1LWND|29DUR|3DMG|4aASPD|58VULN|6MDPS|7RCR
369	23211 33425	   	189.59	DCR|2VULN|1MDPS|2ASPD|1DMG|2DUR	19DUR|2LWND|3DMG|4aASPD|58VULN|6MDPS|7RCR
370	11256 32225	   	189.59	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1LWND|2DUR|3DMG|4AART|5ASPD|6MLV|7VULN|8DUST|9RCR|aNUKE
371	23256 32225	   	189.59	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2LWND|3DMG|4AART|5ASPD|6MLV|7VULN|8DUST|9RCR|aNUKE
372	62631 22225	   	189.51	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	18CDMG|23VULN|4DMG|5LHND|6DUR|7RCVC|9ASPD|aRCR
373	61133 12344	   	189.47	DCR|2DMG|1AART|2CDMG|1NUKE|1AAC|1DUR	12CDMG|3DUR|48DMG|5RCVC|6AAC|7AART|9RCR|aNUKE
374	33261 32484	 * 	189.43	DCR|2VULN|2DMG|2CDMG|1NUKE|1DUR	1BELT|2aVULN|3aDMG|4BEXP|5DUR|6aCDMG|7MBVNT|8RCR|9NUKE|aBPWR
375	21141 21451	   	189.32	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	167DUR|2AART|3RMIN|4ASPD|5RCVC|8VULN|9RCR|aDMG
376	21532 12153	   	189.30	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8aVULN|9RPLT
377	21532 15136	   	189.30	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|78VULN|9LIT|aCDMG
378	21535 12153	   	189.30	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8aVULN|9RPLT
379	21534 12313	   	189.20	DCR|2VULN|1MDPS|1AART|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5MDPS|6RCR|7aVULN|8DUST|9CDMG
380	62661 32323	   	189.13	DCR|3VULN|1ASPD|1CDMG|1DUR	1CDMG|23aVULN|4RCVC|5LHND|6RCR|7RPLT|8ASPD|9DUR
381	31151 56322	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|2RMIN	1BELT|24RMIN|35DMG|5BPWR|6AME|7AART|8RCR|9ASPD|aVULN
382	31153 32322	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|2RMIN	1BELT|24RMIN|36DMG|5AART|6BPWR|7MLV|8RCR|9ASPD|aVULN
383	31153 32344	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|2RMIN	1BELT|24RMIN|36DMG|5AART|6BPWR|7MLV|8RCR|9VULN|aASPD
384	31153 33322	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|2RMIN	1BELT|24RMIN|36DMG|5AART|6BPWR|7ERES|8RCR|9ASPD|aVULN
385	31153 33344	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|2RMIN	1BELT|24RMIN|36DMG|5AART|6BPWR|7ERES|8RCR|9VULN|aASPD
386	61612 34333	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4MLV|5LWND|6VULN|7RCR|8BEXP|9ASPD|aAART
387	61622 34333	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4LWND|5MLV|6VULN|7RCR|8BEXP|9ASPD|aAART
388	61632 34333	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4AME|5LWND|6VULN|7RCR|8BEXP|9ASPD|aAART
389	61612 24233	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4MLV|5LWND|6BEXP|7RCR|8VULN|9ASPD|aAART
390	61622 24233	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4LWND|5MLV|6BEXP|7RCR|8VULN|9ASPD|aAART
391	61632 24233	   	189.00	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4AME|5LWND|6BEXP|7RCR|8VULN|9ASPD|aAART
392	21532 12112	   	188.99	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8VULN|9DMG|aBEXP
393	21532 12223	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9RPLT|aVULN
394	21532 12252	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9VULN|aBEXP
395	21535 12112	   	188.99	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8VULN|9DMG|aBEXP
396	21535 12223	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8ASPD|9RPLT|aVULN
397	21535 12252	   	188.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8ASPD|9VULN|aBEXP
398	21141 66112	   	188.98	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	1DUR|2AART|3RMIN|4ASPD|5RCVC|6TLV|7CDMG|8aDMG|9RCR
399	21526 32611	   	188.94	DCR|2ASPD|1AART|1VULN|2SPLREG|2DUR	1aDUR|2AART|3aSPLREG|4CGEN|5RPLT|6VULN|7aASPD|8RCR|9RMIN|aBPWR
400	21432 53633	   	188.93	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	13DUR|2AART|4LIT|5CDMG|6aDMG|7RCR|8BEXP|9ASPD
401	61612 34133	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4MLV|5LWND|6VULN|7RCR|8DUST|9ASPD|aAART
402	61622 34133	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4LWND|5MLV|6VULN|7RCR|8DUST|9ASPD|aAART
403	61632 34133	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	12CDMG|3DMG|4AME|5LWND|6VULN|7RCR|8DUST|9ASPD|aAART
404	21532 12116	   	188.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8VULN|9DMG|aCANSTR
405	21532 12256	   	188.89	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5BASFIG|6RCR|7CDMG|8ASPD|9VULN|aCANSTR
406	21535 12116	   	188.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2AART|3SPLREG|4ZMB|5TSLFST|6RCR|7CDMG|8VULN|9DMG|aCANSTR
407	21113 12313	   	188.87	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|4CDMG|56ASPD|7ERES|8RCR|9LIT|aVULN
408	21113 46313	   	188.87	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|4CDMG|57ASPD|6ERES|8RCR|9LIT|aVULN
409	21144 26313	   	188.87	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|46ASPD|56ERES|6BPWR|7CDMG|8RCR|9LIT|aVULN
410	11211 33532	 * 	188.83	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|2DUR	1LWND|2aDUR|39DMG|4ASPD|5VULN|6MDPS|7RCR|8CDMG
411	23211 33532	   	188.83	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|2DUR	1aDUR|2LWND|39DMG|4ASPD|5VULN|6MDPS|7RCR|8CDMG
412	21532 16126	   	188.81	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|29AART|3SPLREG|4ZMB|5BASFIG|6RCR|7BEXP|8VULN|aDMG
413	21144 26333	   	188.77	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1DUR|2AART|3RMIN|46ASPD|569ERES|6BPWR|7CDMG|8RCR|aVULN
414	21262 14135	 * 	188.74	ACR|3ASPD|2AART|1VULN|1CDMG|1DUR	1DUR|2aAART|3RCR|478ASPD|5VULN|6CDMG|9FEWX
415	21534 12336	   	188.71	DCR|2AART|1MDPS|1VULN|1ASPD|1ZMB|1DUR	1DUR|2aAART|3SPLREG|4ZMB|5MDPS|6RCR|7VULN|8DUST|9ASPD
416	21146 13143	   	188.68	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1DUR|2AART|3RMIN|48ASPD|5LIT|6DMG|7AIRARM|9VULN|aRCR
417	21262 14126	   	188.64	ACR|3ASPD|2AART|1VULN|1CDMG|1DUR	1DUR|2aAART|3RCR|478ASPD|5VULN|6CDMG|9MBVNT
418	21432 53212	   	188.61	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|2ZMB	13DUR|2AART|4LIT|5CDMG|6DMG|7RCR|8aZMB|9VULN
419	21113 12326	 * 	188.60	DCR|2AART|2ASPD|2CDMG|1DUR	1DUR|2aAART|3RMIN|49CDMG|56ASPD|7ERES|8RCR
420	21113 46326	   	188.60	DCR|2AART|2ASPD|2CDMG|1DUR	1DUR|2aAART|3RMIN|49CDMG|57ASPD|6ERES|8RCR
421	11241 13425	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|3DMG|4ZMB|579VULN|6DMSP|8CDMG|aRCR
422	23241 13425	   	188.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3DMG|4ZMB|579VULN|6DMSP|8CDMG|aRCR
423	26111 13425	   	188.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3LHND|4ASPD|579VULN|6DMSP|8CDMG|aRCR
424	62236 13126	 * 	188.56	DCR|2VULN|3CDMG|1ASPD|1DMG	137CDMG|28VULN|4DMG|5MBVNT|6FEWX|9RCR|aASPD
425	21113 15512	   	188.50	DCR|2ASPD|1AART|1DMG|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8BEXP|9RCR|aDMG
426	21113 15516	   	188.50	DCR|2ASPD|1AART|1NUKE|1CDMG|2DUR	17DUR|2AART|3RMIN|4CDMG|56ASPD|8BEXP|9RCR|aNUKE
