0	Index      	 *	Score 	Summary	Detail	
1	16511 31431	 * 	205.96	ACR|3VULN|3BEXP|2ASPD	1aLWND|28ASPD|3RCR|4NUKE|59aBEXP|67aVULN|aBPWR
326	16513 31612	   	177.00	ACR|2VULN|2ASPD|1DMG	1LWND|2aASPD|3RCR|4NUKE|5FEWX|67VULN|8DMG|9CGEN
327	16513 31632	   	177.00	ACR|2VULN|2ASPD|1DMG	1LWND|2aASPD|3RCR|4NUKE|5FEWX|67VULN|8DMG|9MLV
328	16525 13221	   	176.99	ACR|1BASARM|2ASPD	1LWND|29ASPD|3RCR|478FEWX|5ZMB|6DUR|aBASARM
329	32355 11216	   	176.96	ACR|3VULN|3BEXP|1AART	1AART|28DUR|3RPLT|4RCR|589BEXP|6MBVNT|78aVULN|8BPWR
330	15512 23421	   	176.90	ACR|2VULN|2ASPD|1DMG	15LWND|27ERES|3RCR|4DMG|68VULN|9aASPD
331	25513 21631	   	176.90	ACR|2VULN|2ASPD|1DMG	1DUR|2ERES|3RCR|4DMG|56VULN|7RMIN|8aASPD|9MDPS
332	25513 23621	   	176.90	ACR|2VULN|2ASPD|1DMG	18DUR|27ERES|3RCR|4DMG|56VULN|9aASPD
333	25513 26331	   	176.90	ACR|2VULN|2ASPD|1DMG	1DUR|2ERES|3RCR|4DMG|56VULN|7aASPD|8RMIN|9MDPS
334	26513 11133	   	176.90	ACR|2VULN|2ASPD|1DMG	1DUR|26ASPD|3RCR|4NUKE|5ERES|78VULN|9BELT|aDMG
335	26513 62133	   	176.90	ACR|2VULN|2ASPD|1DMG	1DUR|27ASPD|3RCR|4NUKE|5ERES|68VULN|9BELT|aDMG
336	66513 11133	   	176.90	ACR|2VULN|2ASPD|1DMG	1LHND|26ASPD|3RCR|4NUKE|5ERES|78VULN|9BELT|aDMG
337	66532 11123	   	176.90	ACR|2VULN|2ASPD|1DMG	1LHND|26ASPD|3RCR|4AEMAG|5DUST|78VULN|9FEWX|aDMG
338	15535 11133	   	176.90	ACR|2VULN|2ASPD|1DMG	1LWND|2ERES|3RCR|46ASPD|5AAC|78VULN|9BELT|aDMG
339	25513 13421	   	176.90	ACR|2VULN|2ASPD|1DMG	16DUR|27ERES|3RCR|4DMG|58VULN|9aASPD
340	25535 11133	   	176.90	ACR|2VULN|2ASPD|1DMG	1DUR|2ERES|3RCR|46ASPD|5AAC|78VULN|9BELT|aDMG
341	26525 21311	   	176.89	ACR|4VULN|2ASPD	19aDUR|2aASPD|3RCR|4FEWX|5ZMB|678aVULN|aBPWR
342	16513 13221	   	176.89	ACR|1BASARM|2ASPD	1LWND|29ASPD|3RCR|4NUKE|578FEWX|6DUR|aBASARM
343	26512 16111	   	176.89	ACR|1BASARM|2ASPD	169DUR|27ASPD|3RCR|4NUKE|5LWND|8FEWX|aBASARM
344	26512 16311	   	176.89	ACR|1BASARM|2ASPD	169DUR|27ASPD|3RCR|4NUKE|5LWND|8LHND|aBASARM
345	26512 53221	   	176.89	ACR|1BASARM|2ASPD	1DUR|29ASPD|3RCR|4NUKE|5LWND|678FEWX|aBASARM
346	26512 16211	   	176.79	ACR|1BASARM|2ASPD	169DUR|27ASPD|3RCR|4NUKE|5LWND|8DUST|aBASARM
347	26522 11163	   	176.79	ACR|1BASARM|2ASPD	1DUR|29ASPD|3RCR|47FEWX|5MSLREG|6MDPS|8RPLT|aBASARM
348	25513 23411	 * 	176.69	ACR|4VULN|2DMG	19DUR|27ERES|3RCR|49DMG|5689VULN|9BPWR|aLHND
349	25513 23412	   	176.69	ACR|4VULN|2DMG	19DUR|27ERES|3RCR|49DMG|5689VULN|9BPWR|aFEWX
350	25513 23413	   	176.69	ACR|4VULN|2DMG	19DUR|27ERES|3RCR|49DMG|5689VULN|9BPWR|aRPLT
351	25533 23411	   	176.69	ACR|4VULN|2ASPD	19DUR|27ERES|3RCR|49ASPD|5689VULN|9BPWR|aLHND
352	25533 23412	   	176.69	ACR|4VULN|2ASPD	19DUR|27ERES|3RCR|49ASPD|5689VULN|9BPWR|aFEWX
353	25533 23413	   	176.69	ACR|4VULN|2ASPD	19DUR|27ERES|3RCR|49ASPD|5689VULN|9BPWR|aRPLT
354	26533 31411	   	176.69	ACR|1BASARM|2ASPD	159DUR|28ASPD|3RCR|4AEMAG|6AAC|7MDPS|aBASARM
355	65523 44244	   	176.69	ACR|1BASARM|2DMG	1LHND|2ERES|3RCR|4VENICY|5MBVNT|6LIT|7DUR|89DMG|aBASARM
356	32355 11221	   	176.69	ACR|2VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9ASPD|aFEWX
357	32355 11227	   	176.69	ACR|2VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9ASPD|aMLV
358	32355 11251	   	176.69	ACR|2VULN|2BEXP|1DMG|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9DMG|aFEWX
359	32355 11263	   	176.69	ACR|2VULN|2BEXP|1DMG|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9LHND|aDMG
360	32355 11273	   	176.69	ACR|2VULN|2BEXP|1DMG|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9LWND|aDMG
361	26521 33216	   	176.66	ACR|2VULN|1ASPD|1BASICY|1BEXP|1AAC	1DUR|2ASPD|3RCR|4FEWX|58VULN|6RPLT|7BEXP|9BASICY|aAAC
362	16523 33242	   	176.61	ACR|3BEXP|2ASPD|1AAC	1LWND|2aASPD|3RCR|4FEWX|578BEXP|6RPLT|9AAC
363	26523 33242	   	176.61	ACR|3BEXP|2ASPD|1AAC	1DUR|2aASPD|3RCR|4FEWX|578BEXP|6RPLT|9AAC
364	32355 11222	   	176.59	ACR|2VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9ASPD|aERES
365	32355 11224	   	176.59	ACR|2VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9ASPD|aMDPS
366	32355 11225	   	176.59	ACR|2VULN|2BEXP|1ASPD|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9ASPD|aDUST
367	32355 11252	   	176.59	ACR|2VULN|2BEXP|1DMG|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9DMG|aERES
368	32355 11254	   	176.59	ACR|2VULN|2BEXP|1DMG|1AART	1AART|28DUR|3RPLT|4RCR|58BEXP|6MBVNT|78VULN|8BPWR|9DMG|aMDPS
369	26532 61111	   	176.54	ACR|3VULN|2ASPD|1AAC	1aDUR|2aASPD|3RCR|4AEMAG|5FEWX|6RCVC|78aVULN|9AAC|aBPWR
370	32355 11348	   	176.49	ACR|2VULN|2BEXP|1DMG|1AART	1AART|2DUR|3RPLT|4RCR|59BEXP|6MBVNT|7aVULN|8DMG
371	16313 56221	   	176.44	ACR|3ASPD|2VULN|1BEXP	134LWND|237ASPD|3BPWR|5RCR|6ZMB|8BEXP|9aVULN
372	16313 62342	   	176.44	ACR|3ASPD|2BEXP|1CDMG	134LWND|238ASPD|3BPWR|5RCR|6CDMG|7LIT|9aBEXP
373	34616 13313	   	176.26	ACR|3VULN|2ASPD|1AART	1AART|2aASPD|39aVULN|4MDPS|5RCR|6AAC|7aLWND|8RPLT|aBPWR
