0	Index      	 *	Score 	Summary	Detail	
1	23613 32241	 * 	202.39	DCR|2VULN|1AART|1DMG|3DUR|1CDMG|1AAC	123DUR|4DMG|5aVULN|6RCR|7AAC|8AART|9CDMG
315	21211 15336	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|25FEWX|3BEXP|48VULN|6ASPD|7RCR|9AART|aLWND
316	21215 15332	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6ASPD|7RCR|9AART|aLHND
317	21215 15333	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6ASPD|7RCR|9AART|aLIT
318	21215 15335	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6ASPD|7RCR|9AART|aMLV
319	21215 15336	   	173.94	DCR|2VULN|1AART|1ASPD|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6ASPD|7RCR|9AART|aLWND
320	21216 35334	   	173.94	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3BEXP|48VULN|56CGEN|7RCR|9AART|aDMG
321	21211 35334	   	173.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|25FEWX|3BEXP|48VULN|6AAC|7RCR|9AART|aDMG
322	21215 35334	   	173.84	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1DUR|2FEWX|3BEXP|48VULN|5DMSP|6AAC|7RCR|9AART|aDMG
323	22613 14111	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aLIT
324	22613 14112	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aFEWX
325	22613 14113	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aRMIN
326	22613 14114	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aBEXP
327	22613 14115	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aCGEN
328	22613 14116	   	173.84	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|2MDPS|3RCVC|48VULN|5AART|6RPLT|7RCR|9ASPD|aVENFST
329	21213 25334	   	173.74	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|3BEXP|48VULN|56ERES|7RCR|9AART|aDMG
330	22553 14111	   	173.74	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DUR|2MDPS|3RMIN|4DMG|5AART|6RPLT|7RCR|8aVULN|9DUST
331	22213 25264	   	173.64	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DUR|2MDPS|36ERES|45VULN|7RCR|8DMG|9LWND|aAART
332	22213 25634	   	173.64	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DUR|2MDPS|36ERES|45VULN|7RCR|8RCVC|9AART|aDMG
333	22215 25334	   	173.64	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DUR|2MDPS|36ERES|48VULN|5RCVC|7RCR|9AART|aDMG
334	22253 14111	   	173.64	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DUR|2MDPS|3ERES|4DMG|5AART|6RPLT|7RCR|8aVULN|9DUST
335	52633 14111	   	173.64	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1DMG|2ERES|3DUR|4MDPS|5AART|6RPLT|7RCR|8aVULN|9DUST
336	16113 15331	   	173.64	DCR|3VULN|1MDPS|1AART|1ZMB	1CGEN|2MDPS|358VULN|4AELBLL|6BEXP|7RCR|9AART|aZMB
337	16113 35331	   	173.64	DCR|3VULN|1MDPS|1AART|1ZMB	1CGEN|2MDPS|358VULN|4AELBLL|6FEWX|7RCR|9AART|aZMB
338	16413 35331	   	173.64	DCR|3VULN|1MDPS|1AART|1ZMB	16CGEN|2MDPS|3BEXP|458VULN|7RCR|9AART|aZMB
339	16513 35331	   	173.64	DCR|3VULN|1MDPS|1AART|1ZMB	16CGEN|2MDPS|3FEWX|458VULN|7RCR|9AART|aZMB
340	14413 26331	 * 	173.60	ACR|3VULN|1MDPS|1AART|1ASPD|1AAC|1ZMB	1CGEN|2RCR|3MDPS|458VULN|6ZMB|7ASPD|9AART|aAAC
341	32535 42312	 * 	173.56	DCR|2VULN|2ASPD|1AART	12ERES|3AART|45ASPD|68VULN|7MBVNT|9LIT|aRCR
342	33113 15331	   	173.54	DCR|3VULN|1MDPS|1AART|1ZMB	1ERES|2MDPS|358VULN|4AELBLL|6BEXP|7RCR|9AART|aZMB
343	33113 35331	   	173.54	DCR|3VULN|1MDPS|1AART|1ZMB	1ERES|2MDPS|358VULN|4AELBLL|6FEWX|7RCR|9AART|aZMB
344	44211 35331	 * 	173.54	DCR|3VULN|1AART|1AAC|1ZMB	1LEGI|248VULN|3BEXP|5FEWX|6AAC|7RCR|9AART|aZMB
345	33413 25331	   	173.44	DCR|3VULN|1MDPS|1AART|1ZMB	16ERES|2MDPS|3BEXP|458VULN|7RCR|9AART|aZMB
346	33513 25331	   	173.44	DCR|3VULN|1MDPS|1AART|1ZMB	16ERES|2MDPS|3FEWX|458VULN|7RCR|9AART|aZMB
347	54111 12232	   	173.37	ACR|2VULN|2DMG|1ASPD|1CDMG	1aDMG|2RCR|3FEWX|4CDMG|5ASPD|6BEXP|7AIRARM|89VULN
348	54111 13332	   	173.37	ACR|2VULN|2DMG|1ASPD|1CDMG	1aDMG|2RCR|3FEWX|4CDMG|5ASPD|6BEXP|79VULN|8MSLREG
349	14413 51231	 * 	173.36	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|1ZMB	1CGEN|2RCR|3MDPS|45VULN|68DMG|7ZMB|9AART|aAAC
350	54413 22231	   	173.36	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|1ZMB	18DMG|2RCR|3MDPS|45VULN|6ZMB|7CGEN|9AART|aAAC
351	54413 23231	   	173.36	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|1ZMB	18DMG|2RCR|3MDPS|45VULN|6ZMB|7MLV|9AART|aAAC
352	54413 31231	   	173.36	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|1ZMB	18DMG|2RCR|3MDPS|45VULN|6CGEN|7ZMB|9AART|aAAC
353	34413 51231	   	173.26	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|1ZMB	1ERES|2RCR|3MDPS|45VULN|68DMG|7ZMB|9AART|aAAC
354	33433 33416	   	173.23	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG	1ERES|2MDPS|3BEXP|4RCR|579VULN|6DMG|8CDMG|aAART
355	33533 33416	   	173.23	ACR|3VULN|1MDPS|1AART|1DMG|1CDMG	1ERES|2MDPS|3FEWX|4RCR|579VULN|6DMG|8CDMG|aAART
356	63231 23261	   	173.18	DCR|3VULN|2DMG|1AAC	13RCVC|2aERES|4LHND|5AAC|68aVULN|7aDMG|9RCR|aBPWR
357	63252 23261	   	173.18	DCR|3VULN|2DMG|1AAC	13RCVC|2aERES|4AAC|5FEWX|68aVULN|7aDMG|9RCR|aBPWR
358	32231 23261	   	173.08	DCR|3VULN|2DMG|1AAC	12aERES|3RCVC|4LHND|5AAC|68aVULN|7aDMG|9RCR|aBPWR
359	32234 53261	   	173.08	DCR|3VULN|2DMG|1AAC	12aERES|3RCVC|4LHND|58aVULN|6AAC|7aDMG|9RCR|aBPWR
360	32252 23261	   	173.08	DCR|3VULN|2DMG|1AAC	12aERES|3RCVC|4AAC|5FEWX|68aVULN|7aDMG|9RCR|aBPWR
361	32255 23261	   	173.08	DCR|3VULN|2DMG|1AAC	12aERES|3RCVC|4AAC|5LHND|68aVULN|7aDMG|9RCR|aBPWR
362	63631 23261	   	173.08	DCR|3VULN|2DMG|1AAC	1RCVC|23aERES|4LHND|5AAC|68aVULN|7aDMG|9RCR|aBPWR
363	54131 26221	   	173.07	ACR|3DMG|2VULN|1ASPD	16aDMG|2RCR|35aFEWX|4RCVC|7ASPD|8MLV|9aVULN|aBPWR
364	33333 33612	 * 	173.05	ACR|3VULN|2AART|1MDPS|1DMG	1ERES|2MDPS|3LWND|4RCR|57aVULN|6DMG|89AART
365	33633 33612	   	173.05	ACR|3VULN|2AART|1MDPS|1DMG	1ERES|2MDPS|3LHND|4RCR|57aVULN|6DMG|89AART
366	22513 33234	 * 	172.96	DCR|3VULN|1MDPS|1AART|2DUR	18DUR|2MDPS|3RMIN|458VULN|68CGEN|7LEGI|8BPWR|9RCR|aAART
367	16614 21233	 * 	172.89	DCR|3ASPD|1MDPS|1VULN|1DMG|1DUR	1CGEN|2MDPS|3LHND|4VULN|5DMG|6DUR|78aASPD|9RCR
368	54211 41232	   	172.83	ACR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|2RCR|36DUR|4CDMG|5ASPD|7VULN|8RPLT|9AART|aLHND
369	54211 41233	   	172.83	ACR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|2RCR|36DUR|4CDMG|5ASPD|7VULN|8RPLT|9AART|aLIT
370	14211 41234	   	172.83	ACR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1CGEN|2RCR|36DUR|4CDMG|5ASPD|7VULN|8RPLT|9AART|aDMG
371	54211 13142	   	172.83	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1DMG|2RCR|3aDUR|4CDMG|5ASPD|6BEXP|7VULN|8RMIN|9AART
372	33333 34612	 * 	172.81	ACR|2VULN|2AART|2DMG|1MDPS	1ERES|2MDPS|3LWND|4RCR|5aVULN|67DMG|89AART
373	33633 34612	   	172.81	ACR|2VULN|2AART|2DMG|1MDPS	1ERES|2MDPS|3LHND|4RCR|5aVULN|67DMG|89AART
374	23613 34521	   	172.80	DCR|2VULN|1DMG|3DUR|1ZMB	123DUR|4DMG|59VULN|6RCR|7FEWX|8ZMB|aAME
375	23613 34522	   	172.80	DCR|2VULN|1DMG|3DUR|1ZMB	123DUR|4DMG|59VULN|6RCR|7FEWX|8ZMB|aCGEN
376	23663 33223	   	172.80	DCR|2VULN|1DMG|3DUR|1ZMB	123DUR|4ZMB|59VULN|6RCR|7AME|8RCVC|aDMG
377	23663 33224	   	172.80	DCR|2VULN|1ASPD|3DUR|1ZMB	123DUR|4ZMB|59VULN|6RCR|7AME|8RCVC|aASPD
378	23663 33523	   	172.80	DCR|2VULN|1DMG|3DUR|1ZMB	123DUR|4ZMB|59VULN|6RCR|78AME|aDMG
379	34211 41234	   	172.73	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1ERES|2RCR|36DUR|4CDMG|5ASPD|7VULN|8RPLT|9AART|aDMG
380	23622 21434	   	172.71	DCR|2VULN|1DMG|3DUR|1CDMG	123DUR|4aVULN|5LHND|6CDMG|7DMG|8BELT|9RCR
381	23613 34523	   	172.70	DCR|2VULN|1DMG|3DUR|1ZMB|1MSE	123DUR|4DMG|59VULN|6RCR|7FEWX|8ZMB|aMSE
382	23663 31224	   	172.70	DCR|2VULN|1ASPD|3DUR|1ZMB	123DUR|4ZMB|59VULN|6RCR|7TLV|8RCVC|aASPD
383	22513 23535	   	172.65	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3RMIN|45VULN|6ZMB|7ASPD|8BEXP|9RCR|aCDMG
384	23143 26225	   	172.58	DCR|2DMG|1VULN|1ASPD|2DUR	12DUR|3TLV|4AME|5CGEN|68DMG|7RCR|9ASPD|aVULN
385	23213 26225	   	172.58	DCR|2DMG|1VULN|1ASPD|2DUR	12DUR|3AME|4ERES|5CGEN|68DMG|7RCR|9ASPD|aVULN
386	22512 33535	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3RMIN|47VULN|5DUST|6DMG|8ZMB|9RCR|aCDMG
387	22512 41135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3RMIN|48VULN|5DUST|6ZMB|7ASPD|9RCR|aCDMG
388	22512 43135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3RMIN|47VULN|5DUST|6ZMB|8ASPD|9RCR|aCDMG
389	22513 23435	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3RMIN|45VULN|6ZMB|7ASPD|8DUST|9RCR|aCDMG
390	33163 32135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2MDPS|35VULN|4LWND|6ZMB|7DUR|8ASPD|9RCR|aCDMG
391	33163 32335	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MDPS|35VULN|4LWND|6ZMB|7DUR|8DMG|9RCR|aCDMG
392	33313 32135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LWND|45VULN|6ZMB|7DUR|8ASPD|9RCR|aCDMG
393	33313 32335	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LWND|45VULN|6ZMB|7DUR|8DMG|9RCR|aCDMG
394	33314 23535	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LWND|47VULN|5DMG|6DUR|8ZMB|9RCR|aCDMG
395	33316 23535	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LWND|47VULN|5ASPD|6DUR|8ZMB|9RCR|aCDMG
396	33413 32135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3BEXP|45VULN|6ZMB|7DUR|8ASPD|9RCR|aCDMG
397	33413 32335	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3BEXP|45VULN|6ZMB|7DUR|8DMG|9RCR|aCDMG
398	33613 32135	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LHND|45VULN|6ZMB|7DUR|8ASPD|9RCR|aCDMG
399	33613 32335	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1ERES|2MDPS|3LHND|45VULN|6ZMB|7DUR|8DMG|9RCR|aCDMG
400	22213 33535	   	172.55	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3ERES|45VULN|6ZMB|7ASPD|8BEXP|9RCR|aCDMG
401	22213 51535	   	172.55	DCR|2VULN|1MDPS|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MDPS|3ERES|45VULN|6DMG|7ZMB|8BEXP|9RCR|aCDMG
402	54232 23325	 * 	172.49	ACR|3ASPD|2DMG|1VULN|1DUR	18DMG|2RCR|3DUR|4RCVC|589ASPD|6RMIN|78CGEN|8BPWR|aVULN
403	23113 26225	   	172.48	DCR|2DMG|1VULN|1ASPD|2DUR	12DUR|3TLV|4ERES|5CGEN|68DMG|7RCR|9ASPD|aVULN
404	23116 26225	   	172.48	DCR|2DMG|1VULN|1ASPD|2DUR	12DUR|3TLV|4ERES|5AME|68DMG|7RCR|9ASPD|aVULN
