0	Index      	 *	Score 	Summary	Detail	
1	12125 32874	 * 	188.17	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	16aLWND|2aVULN|3ZMB|4MBVNT|5AART|7RCR|8CDMG|9aDMG|aBPWR
303	66362 21312	   	159.73	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2FLTHEA|3DUST|4FEWX|5AART|6ZMB|7RCR|8VULN|9MLV|aDMG
304	51142 12236	   	159.66	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|2ERES|3AART|4DUR|5BEXP|68aVULN|7ZMB|9RCR
305	51142 13136	   	159.66	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|2ERES|3AART|4DUR|5BEXP|67aVULN|8ZMB|9RCR
306	51221 52162	   	159.54	DCR|3VULN|2DMG|2RCVC	15RCVC|29ERES|39DMG|4DMSP|689VULN|7RCR|9BPWR|aRMIN
307	15114 31336	 * 	159.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16LWND|2BEXP|3ZMB|4VULN|57AART|8DMG|9RCR|aCDMG
308	43315 22412	 * 	159.53	ACR|3DMG|1AART|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4DMSP|5ZMB|67aDMG|8MLV|9AART
309	12121 44154	   	159.51	DCR|3VULN|1AART|2ZMB|1ASPD	1LWND|259VULN|36ZMB|4MBVNT|7AART|8RCR|aASPD
310	51231 52162	   	159.44	DCR|3VULN|2DMG|2RCVC	15RCVC|249ERES|39DMG|689VULN|7RCR|9BPWR|aMLV
311	51221 52161	   	159.44	DCR|3VULN|2DMG|2RCVC	15RCVC|29ERES|39DMG|4DMSP|689VULN|7RCR|9BPWR|aAIRHEL
312	43321 35235	 * 	159.43	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|6DUR|7aAART|8ZMB|9DMG
313	51231 52161	   	159.34	DCR|3VULN|2DMG|2RCVC	15RCVC|249ERES|39DMG|689VULN|7RCR|9BPWR|aLEGI
314	12121 41212	   	159.33	DCR|4VULN|1DMG|2ZMB	1LWND|2578VULN|36ZMB|4MBVNT|9RCR|aDMG
315	43323 13641	   	159.30	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5ZMB|6LWND|7ERES|8DMG|9VULN|aAART
316	16152 61331	   	159.30	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1LWND|2FLTHEA|3ASPD|48VULN|5FEWX|6AART|7RCR|9LSRHEA|aCDMG
317	12125 32654	   	159.26	DCR|3VULN|1AART|1ZMB|1ASPD	16LWND|289VULN|3ZMB|4MBVNT|5AART|7RCR|aASPD
318	16152 61212	   	159.23	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1LWND|2FLTHEA|3ASPD|4VULN|5FEWX|6AART|7RCR|8ZMB|9LHND|aDMG
319	12335 13265	   	159.18	DCR|3VULN|1AART|1DMG	135LWND|238VULN|3BPWR|4LIT|6BEXP|7RCR|9AART|aDMG
320	43333 51211	 * 	159.18	ACR|4VULN|2ASPD|2DUR|1SELL	17ASPD|2SELL|3RCR|4RMIN|57DUR|6789VULN|7BPWR|aRCVC
321	54234 64221	   	159.17	DCR|3VULN|2DMG	1RCVC|2BELT|3MBVNT|458VULN|6RCR|7DMSP|9aDMG
322	12131 46131	   	159.17	DCR|3VULN|2DMG|1ZMB	17LWND|257VULN|3ZMB|4LHND|67DMG|7BPWR|8DUST|9RCR|aLIT
323	52352 12333	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3LWND|4AART|5BEXP|68aVULN|7ZMB|9RCR
324	52352 13133	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3LWND|4AART|5BEXP|67aVULN|8ZMB|9RCR
325	52452 12333	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3LHND|4AART|5BEXP|68aVULN|7ZMB|9RCR
326	52452 13133	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3LHND|4AART|5BEXP|67aVULN|8ZMB|9RCR
327	52553 12333	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3BEXP|4AART|5LWND|68aVULN|7ZMB|9RCR
328	52553 13133	   	159.16	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2ASPD|3BEXP|4AART|5LWND|67aVULN|8ZMB|9RCR
329	12127 72274	 * 	159.14	DCR|3VULN|1DMG|2FLTHEA|1ZMB	19LWND|289VULN|3ZMB|4MBVNT|5RMIN|6DMG|79FLTHEA|9BPWR|aRCR
330	51216 31342	   	159.07	DCR|3DMG|2VULN	1RCVC|2ERES|38aDMG|4TLV|5LWND|6RCR|79VULN
331	62116 36121	   	159.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1DUR|2LWND|3ZMB|49VULN|5RCR|6SELL|7CDMG|8ASPD|aAART
332	12131 46135	   	159.07	DCR|3VULN|2DMG|1ZMB	17LWND|257VULN|3ZMB|4LHND|67DMG|7BPWR|8DUST|9RCR|aERES
333	54234 61141	   	158.97	DCR|3VULN|1AART|1CDMG	1RCVC|2BELT|3MBVNT|458VULN|6RCR|7CDMG|9AART|aLWND
334	54234 61143	   	158.97	DCR|3VULN|1AART|1CDMG	1RCVC|2BELT|3MBVNT|458VULN|6RCR|7CDMG|9AART|aRMIN
335	54234 61144	   	158.97	DCR|3VULN|1AART|1CDMG	1RCVC|2BELT|3MBVNT|458VULN|6RCR|7CDMG|9AART|aLIT
336	61116 36121	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1DUR|2LEGI|3ZMB|49VULN|5RCR|6SELL|7CDMG|8ASPD|aAART
337	16426 11213	 * 	158.91	DCR|3VULN|1AART|1FLTHEA|1DUR	1LWND|2FLTHEA|3DLOT|4CGEN|5DUR|689VULN|7RCR|aAART
338	66422 11213	   	158.91	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2FLTHEA|3DLOT|4CGEN|5LHND|689VULN|7RCR|aAART
339	43214 16323	   	158.89	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3DMG|4MBVNT|5VULN|6AART|7RCR|8LHND|9FLTHEA|aZMB
340	54234 61142	   	158.87	DCR|3VULN|1AART|1CDMG	1RCVC|2BELT|3MBVNT|458VULN|6RCR|7CDMG|9AART|aDUST
341	12122 51648	   	158.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4MBVNT|5BEXP|6ASPD|7aDMG|8RCR|9AART
342	66362 21323	   	158.86	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2FLTHEA|3DUST|4FEWX|5AART|6ZMB|7RCR|8aVULN|9RCVC
343	66423 11213	   	158.81	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2FLTHEA|3DLOT|4CGEN|5LEGI|689VULN|7RCR|aAART
344	43214 16452	   	158.76	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1ASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|8CGEN|9DUR
345	43322 15241	   	158.73	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|69VULN|7AART|8ZMB|aCGEN
346	43322 15242	   	158.73	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|69VULN|7AART|8ZMB|aLIT
347	43322 15243	   	158.73	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|69VULN|7AART|8ZMB|aLWND
348	62434 22333	   	158.72	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	15DUR|2LWND|3BEXP|46AART|7ZMB|8DMG|9RCR|aVULN
349	12136 25311	   	158.66	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4LHND|5RCR|67DUR|7BPWR|89DMG|aLIT
350	12136 25343	   	158.66	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|49LHND|5RCR|67DUR|7BPWR|8aDMG
351	12156 25311	   	158.66	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4FEWX|5RCR|67DUR|7BPWR|89DMG|aLIT
352	43214 16374	 * 	158.63	DCR|2DMG|1AART|1VULN|2ASPD|1SELL	1aASPD|2SELL|3aDMG|4MBVNT|5VULN|6AART|7RCR|8LHND|9aLWND|aBPWR
353	43214 16844	 * 	158.63	DCR|2DMG|1AART|1VULN|2ASPD|1SELL	1aASPD|2SELL|3aDMG|4MBVNT|5VULN|6AART|7RCR|8LWND|9aFEWX|aBPWR
354	43214 16364	 * 	158.63	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	1aASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|89aLHND|aBPWR
355	43214 16544	 * 	158.63	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	1aASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|89aFEWX|aBPWR
356	43321 15241	   	158.63	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|69VULN|7AART|8ZMB|aCGEN
357	43321 15242	   	158.63	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|69VULN|7AART|8ZMB|aLIT
358	43321 15243	   	158.63	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5LEGI|69VULN|7AART|8ZMB|aLWND
359	43322 15263	   	158.63	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|2SELL|3RCR|4CDMG|5BEXP|6aVULN|7AART|8ZMB|9TLV
360	61434 22333	   	158.62	DCR|2AART|1VULN|1DMG|2DUR|1ZMB	15DUR|2LEGI|3BEXP|46AART|7ZMB|8DMG|9RCR|aVULN
361	63315 21242	   	158.61	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	13DUR|23BEXP|3BPWR|4SELL|5CDMG|679VULN|8RCR|aDMG
362	12114 21313	   	158.60	DCR|2VULN|2DMG|3ZMB	17LWND|24VULN|379ZMB|57DMG|6RPLT|7BPWR|8LHND|aRCR
363	12136 25315	   	158.56	ACR|2VULN|2DMG|2DUR|1ZMB	17LWND|27VULN|3ZMB|4LHND|5RCR|67DUR|7BPWR|89DMG|aERES
364	46152 12333	   	158.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2LWND|3RCVC|4AART|5BEXP|68aVULN|7ZMB|9RCR
365	46152 13133	   	158.56	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2LWND|3RCVC|4AART|5BEXP|67aVULN|8ZMB|9RCR
366	64361 41213	   	158.54	DCR|4VULN|2ZMB|2DUR|1ASPD	13DUR|2378VULN|3BPWR|4MBVNT|56ZMB|9RCR|aASPD
367	43218 16233	 * 	158.53	DCR|2DMG|1AART|3ASPD|1CDMG|1SELL	189ASPD|2SELL|39DMG|4MBVNT|59FEWX|6AART|7RCR|9BPWR|aCDMG
368	64236 23122	   	158.52	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|27VULN|3DUST|4AART|5RCR|6CDMG|8FEWX|9FLTHEA|aLHND
369	61116 52332	   	158.46	ACR|2VULN|2DMG|2DUR|1ZMB	19DUR|2LEGI|3ZMB|49VULN|5RCR|6aCGEN|7BASHEA|89DMG|9BPWR
370	61116 52333	   	158.46	ACR|2VULN|2DMG|2DUR|1ZMB	19DUR|2LEGI|3ZMB|49VULN|5RCR|6CGEN|7BASHEA|89DMG|9BPWR|aLWND
371	43214 16228	 * 	158.43	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|9RPLT
372	43214 16238	 * 	158.43	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|5aVULN|6AART|7RCR|9LWND
373	43214 16253	 * 	158.43	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|59VULN|6AART|7RCR|aLWND
374	43214 16254	 * 	158.43	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|59VULN|6AART|7RCR|aFEWX
375	61316 21242	   	158.41	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	13DUR|2LEGI|3BPWR|4SELL|5CDMG|679VULN|8RCR|aDMG
376	62236 23531	   	158.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aLWND|3DUST|4AART|5RCR|6CDMG|7VULN|8ZMB|9DMG
377	43214 16251	 * 	158.33	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|59VULN|6AART|7RCR|aTLV
378	43214 16252	 * 	158.33	DCR|2VULN|1AART|1DMG|2ASPD|1SELL	18ASPD|2SELL|3DMG|4MBVNT|59VULN|6AART|7RCR|aDUST
379	16324 53231	   	158.33	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB	1LWND|2FLTHEA|3DUST|4CDMG|5DMG|6RCR|7ZMB|89AART|aTLV
380	16324 53232	   	158.33	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB	1LWND|2FLTHEA|3aDUST|4CDMG|5DMG|6RCR|7ZMB|89AART
381	62236 23532	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LWND|3aDUST|4AART|5RCR|6CDMG|7VULN|8ZMB|9DMG
382	12125 66231	   	158.18	DCR|2DMG|1AART|1VULN|2ZMB	1LWND|2VULN|39ZMB|4MBVNT|5AART|67DMG|8RCR|aBEXP
383	12125 68231	   	158.18	DCR|2VULN|1AART|1DMG|2ZMB	1LWND|27VULN|39ZMB|4MBVNT|5AART|6DMG|8RCR|aBEXP
384	62116 41113	   	158.18	ACR|3DMG|1VULN|1ZMB|1DUR|1ASPD	1DUR|2LWND|3ZMB|4VULN|5RCR|6ASPD|79aDMG|8RMIN
