0	Index      	 *	Score 	Summary	Detail	
1	11622 15116	 * 	212.88	ACR|3VULN|2DMG|1AART|1CDMG|1ZMB|1DUR	134VULN|2RCR|57DMG|6ZMB|8DUR|9CDMG|aAART
350	11453 25321	 * 	183.64	ACR|3DMG|2VULN|1AART|1SELL	1aVULN|2RCR|3SELL|4BEXP|59aDMG|6AART|7aLHND|8BELT|aBPWR
351	56473 22144	   	183.62	ACR|4VULN|2DMG|2DUR	1MBVNT|2aDMG|3RCR|4TLV|567aVULN|8aDUR|9RCVC|aBPWR
352	11135 53623	   	183.58	ACR|3VULN|3DMG|1DUR	178VULN|2RCR|378CGEN|4BELT|578DMG|6RCVC|78BPWR|9LIT|aDUR
353	11135 53633	   	183.58	ACR|3VULN|3DMG|1ASPD	178VULN|2RCR|378CGEN|4BELT|578DMG|6RCVC|78BPWR|9RMIN|aASPD
354	56421 21464	   	183.57	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|28DMG|3RCR|4ERES|58MLV|6AART|78VULN|8BPWR|9DUR|aZMB
355	11222 21621	   	183.51	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	14VULN|2RCR|3RCVC|58DMG|6DUR|7FEWX|9AART|aASPD
356	11622 13424	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8CGEN|9RPLT|aDUR
357	11622 13624	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8RMIN|9RPLT|aDUR
358	11623 13414	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5RMIN|6ZMB|7AART|8CGEN|9DMG|aASPD
359	11612 13214	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9LHND|aASPD
360	11612 13224	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9BEXP|aASPD
361	11612 13243	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9MLV|aDUR
362	11612 13255	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR|aRPLT
363	11612 13256	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR|aLIT
364	11612 13264	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9FEWX|aASPD
365	11624 13314	   	183.44	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMSP|6FEWX|7AART|8ZMB|9DMG|aASPD
366	11423 12116	   	183.43	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1SELL	17VULN|2RCR|3SELL|4DUR|57DMG|67BEXP|7BPWR|8ERES|9ZMB|aAART
367	11132 23632	   	183.39	ACR|4VULN|3ZMB|1DMG	1578VULN|2RCR|378CGEN|4BELT|678ZMB|78BPWR|9RMIN|aDMG
368	11132 23663	   	183.39	ACR|4VULN|3ZMB|1DMG	1578VULN|2RCR|378CGEN|4BELT|678ZMB|78BPWR|9FEWX|aDMG
369	11252 21324	   	183.38	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	179VULN|2RCR|3RCVC|4DUR|5RMIN|6AART|8DMG|aASPD
370	56423 21464	   	183.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|28DMG|3RCR|4ERES|58TLV|6AART|78VULN|8BPWR|9DUR|aZMB
371	11623 13211	   	183.37	ACR|5VULN|1AART|1ZMB	1348aVULN|2RCR|5RMIN|6ZMB|7AART|9LHND
372	11623 13221	   	183.37	ACR|5VULN|1AART|1ZMB	1348aVULN|2RCR|5RMIN|6ZMB|7AART|9BEXP
373	11623 13261	   	183.37	ACR|5VULN|1AART|1ZMB	1348aVULN|2RCR|5RMIN|6ZMB|7AART|9FEWX
374	22536 23251	   	183.35	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	16RCVC|2ASPD|3RCR|48aVULN|5DMG|7AART|9DUR
375	11622 13124	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8ERES|9RPLT|aDUR
376	11622 13164	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8ERES|9CGEN|aASPD
377	11622 13461	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8CGEN|9DUST|aASPD
378	11622 13463	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	134VULN|2RCR|5DMG|6ZMB|7AART|8CGEN|9DUST|aDUR
379	11622 13661	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5DMG|6ZMB|7AART|8RMIN|9DUST|aASPD
380	11623 13114	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	134VULN|2RCR|5RMIN|6ZMB|7AART|8ERES|9DMG|aASPD
381	11612 13234	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUST|aASPD
382	11612 13252	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR|aERES
383	11612 13253	   	183.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	138VULN|2RCR|4DMSP|5DMG|6ZMB|7AART|9DUR|aLEGI
384	11623 15434	   	183.29	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|5RMIN|6ZMB|7aDMG|8MBVNT|9aCGEN|aBPWR
385	11132 23612	   	183.29	ACR|4VULN|3ZMB|1DMG	1578VULN|2RCR|378CGEN|4BELT|678ZMB|78BPWR|9DUST|aDMG
386	11623 13231	   	183.27	ACR|5VULN|1AART|1ZMB	1348aVULN|2RCR|5RMIN|6ZMB|7AART|9DUST
387	22215 23652	 * 	183.25	DCR|2AART|2VULN|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|59AART|6RCR|78DUR|8BPWR|aRMIN
388	54222 83124	   	183.23	DCR|4VULN|2DMG|2CDMG	1MBVNT|2478VULN|3RCVC|57DMG|67CDMG|7BPWR|9RPLT|aRCR
389	11622 15432	   	183.19	ACR|4VULN|2DMG|1ZMB	134aVULN|2RCR|57DMG|6ZMB|89BELT
390	11622 62331	   	183.19	ACR|4VULN|2DMG|1ZMB	1346VULN|2RCR|5aDMG|7LHND|8ZMB|9MLV
391	22215 23651	   	183.15	DCR|2AART|2VULN|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|59AART|6RCR|78DUR|8BPWR|aNUKE
392	22215 23653	   	183.15	DCR|2AART|2VULN|2ASPD|1CDMG|2DUR	1RCVC|28ASPD|3CDMG|48VULN|59AART|6RCR|78DUR|8BPWR|aTLV
393	11622 62311	   	183.10	ACR|4VULN|1DMG|2ZMB|1CDMG	1346VULN|2RCR|5DMG|7LHND|8aZMB|9CDMG
394	11132 23656	 * 	183.09	ACR|5VULN|3ZMB|1DUR	1578aVULN|2RCR|378CGEN|4BELT|678ZMB|78BPWR|9DUR
395	11622 62341	   	183.09	ACR|4VULN|2DMG|1ZMB	1346VULN|2RCR|5aDMG|7LHND|8ZMB|9TLV
396	11622 64331	   	183.09	ACR|4VULN|2DMG|1ZMB	1346VULN|2RCR|5aDMG|7DUST|8ZMB|9MLV
397	11212 15116	   	183.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|2RCR|3RCVC|4DMSP|57DMG|6ZMB|8DUR|9CDMG|aAART
398	54222 83421	   	183.01	DCR|3VULN|2DMG|2CDMG|1DUR|1ASPD	1MBVNT|247VULN|3RCVC|57DMG|67CDMG|7BPWR|8ASPD|9DUR|aRCR
399	11333 21121	   	183.00	ACR|4VULN|1AART|1DMG	179aVULN|2RCR|3FEWX|4DMG|5RCVC|6AART|8RMIN
400	11353 21311	   	183.00	ACR|4VULN|1AART|1DMG	178aVULN|2RCR|3FEWX|4RMIN|5RCVC|6AART|9DMG
401	11622 64311	   	183.00	ACR|4VULN|1DMG|2ZMB|1CDMG	1346VULN|2RCR|5DMG|7DUST|8aZMB|9CDMG
402	56433 24111	 * 	182.95	ACR|3DMG|1AART|2CDMG|3DUR	1MBVNT|27aDMG|3RCR|4RCVC|57aDUR|6AART|7aBPWR|8RMIN|9aCDMG
403	11222 55316	   	182.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2RCR|3RCVC|5DMG|6ERES|7ASPD|8ZMB|9CDMG|aAART
404	16153 21321	   	182.89	DCR|4VULN|1AART|1DMG	179aVULN|2RCVC|3AART|4BEXP|5RMIN|6RCR|8DMG
