0	Index      	 *	Score 	Summary	Detail	
1	13531 14411	 * 	195.46	DCR|3VULN|2AART|2DMG|1DUR	1RCVC|24DMG|39AART|4BPWR|578VULN|6DUR|aRCR
322	34236 41111	   	168.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17VULN|2ZMB|3AART|4LWND|5RCR|6TLV|8aDUR|9DMG
323	64712 33425	   	168.18	DCR|2VULN|2DMG|2CDMG|1ZMB	1MBVNT|2LEGI|3aDMG|4ZMB|5aCDMG|6LIT|7RCR|8LHND|9aVULN|aBPWR
324	33433 36334	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	168VULN|2CGEN|3RCR|4DUR|5DMG|7RMIN|9MBVNT|aAART
325	31334 26324	   	168.13	DCR|2VULN|3CDMG|1AART|1DMG	16VULN|2LWND|39aCDMG|4ERES|5DMG|7AART|8RCR
326	34163 11311	   	168.12	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	17VULN|29ZMB|3ASPD|4LHND|5NUKE|6RCR|8AART|aDMG
327	24523 63312	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3DMSP|4CDMG|5AART|6aVULN|7DMG|8RCR|9LIT
328	31362 33315	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|24LWND|3CDMG|5AART|6ZMB|7DMG|8RCR|9LIT
329	31362 33342	   	168.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|24LWND|3CDMG|5AART|6ZMB|7DMG|8RCR|9BELT
330	33411 64331	   	168.04	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	18VULN|2CGEN|3RCR|47ZMB|5ASPD|6LHND|9AART|aDMG
331	33416 34331	   	168.04	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	18VULN|2CGEN|3RCR|47ZMB|5DUR|6MLV|9AART|aDMG
332	34236 33412	 * 	168.02	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	16VULN|2ZMB|38AART|4LWND|5RCR|7RPLT|9CDMG|aDUR
333	31362 33355	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|24LWND|3CDMG|5AART|6ZMB|7DMG|8RCR|9ERES
334	31362 33365	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|24LWND|3CDMG|5AART|6ZMB|7DMG|8RCR|9TLV
335	62313 38136	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMSP|3CDMG|4ZMB|5AART|6RMIN|7DMG|8RCR|9aVULN
336	62423 38136	   	167.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMSP|3ZMB|4CDMG|5AART|6RMIN|7DMG|8RCR|9aVULN
337	34226 35122	   	167.94	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|45BEXP|6RCR|7DMG|9DMSP|aFLTHEA
338	34261 35122	   	167.94	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1VULN|2ZMB|38AART|45FEWX|6RCR|7DMG|9DMSP|aFLTHEA
339	33433 36321	   	167.92	ACR|3VULN|2DMG|2DUR	168VULN|2CGEN|3RCR|4aDUR|59DMG|7RMIN
340	13516 36311	   	167.88	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2DMG|35AART|4LIT|6RCR|7ASPD|8VULN|9CDMG|aFEWX
341	33432 43623	   	167.72	ACR|3VULN|1AART|1FLTHEA|2DUR	17aVULN|2CGEN|3RCR|45DUR|6FLTHEA|8RPLT|9AART
342	33411 42432	 * 	167.68	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	19VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|7BEXP|8DMG|aCDMG
343	33411 43111	   	167.68	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	17VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8BEXP|9CDMG|aDMG
344	33411 43311	   	167.68	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	17VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8LWND|9CDMG|aDMG
345	33432 43242	   	167.62	ACR|3VULN|1AART|1FLTHEA|2DUR	178VULN|2CGEN|3RCR|45DUR|6FLTHEA|9AART|aERES
346	33411 43511	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	17VULN|2CGEN|3RCR|4ZMB|5ASPD|6FLTHEA|8DUST|9CDMG|aDMG
347	34151 12231	   	167.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	15aVULN|2ZMB|3ASPD|4MGNLIT|6RCR|7AART|8LHND|9DUR
348	34151 12361	   	167.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	15aVULN|2ZMB|3ASPD|4MGNLIT|6RCR|7AART|8BEXP|9DUR
349	34151 12631	   	167.50	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	15aVULN|2ZMB|3ASPD|4MGNLIT|6RCR|7AART|8LWND|9DUR
350	34236 31116	   	167.50	ACR|2AART|2VULN|1DMG|1ZMB	16VULN|2ZMB|38AART|4LWND|5RCR|7BEXP|9RPLT|aDMG
351	34236 31131	   	167.50	ACR|2AART|2VULN|1DMG|1ZMB	16VULN|2ZMB|38AART|49LWND|5RCR|7BEXP|aDMG
352	34313 16163	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2ZMB|3ERES|4AART|5CGEN|7DMG|8CDMG|9RCR|aRCVC
353	33463 11431	   	167.46	ACR|2VULN|2DMG|1CDMG|1ASPD|1DUR	19VULN|2CGEN|3RCR|4CDMG|57DMG|6DUST|8DUR|aASPD
354	61544 14413	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2ERES|3RMIN|4DUR|5DMG|6RCR|7AART|89VULN|aCDMG
355	13323 33666	   	167.38	DCR|2AART|2DMG|2CDMG|1ZMB	1RCVC|27DMG|37DUST|47CDMG|5aAART|6RMIN|7BPWR|8ZMB|9RCR
356	61714 11325	   	167.37	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aRCVC
357	34151 12613	   	167.37	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8LWND|9aBEXP|aBPWR
358	34122 63363	   	167.37	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2ZMB|3ASPD|4MLV|5CGEN|6RCR|7DMG|8AART|9DUR|aCDMG
359	34235 35233	   	167.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2ZMB|3AART|45aLWND|6RCR|7DMG|8ASPD|9aERES|aBPWR
360	34261 33412	   	167.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|45FEWX|6RCR|7DUR|8MLV|9DMG
361	34235 32433	   	167.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2ZMB|3AART|457LWND|6RCR|9DMG|aDUR
362	13546 33112	   	167.33	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1RCVC|2DMG|3AART|4VULN|5DUST|6RCR|7DUR|8DMSP|9ZMB|aFLTHEA
363	11533 35262	   	167.31	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2CGEN|3AART|4LWND|5aVULN|6RCR|7DMG|8ASPD|9DUR
364	34623 22324	   	167.31	DCR|2VULN|1AART|3CDMG|1ZMB|1DUR	13VULN|2ZMB|49aCDMG|5AART|6DUR|7RMIN|8RCR
365	33115 14411	   	167.30	DCR|4VULN|2AART|1ASPD	1678VULN|2CGEN|3ASPD|49AART|5MLV|aRCR
366	33116 34411	   	167.30	DCR|4VULN|2AART|1ASPD	1578VULN|2CGEN|3ASPD|49AART|6MLV|aRCR
367	34235 34112	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|45LWND|6RCR|7ERES|8DUR|9DMG
368	34235 35111	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2ZMB|3AART|45LWND|6RCR|79DMG|8DUR|aDUST
369	34235 36112	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|45LWND|6RCR|7TLV|8DUR|9DMG
370	34261 33312	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3AART|45FEWX|6RCR|7DUR|8TLV|9DMG
371	13516 32333	   	167.25	DCR|2AART|1VULN|1DMG|2CDMG	1RCVC|2DMG|35AART|4LIT|6RCR|7RPLT|8aCDMG|9VULN
372	13231 15333	   	167.25	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RCVC|24DMG|3BEXP|57DUR|6RCR|8AART|9CDMG|aZMB
373	32553 11324	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	158VULN|2FEWX|3DUST|4BEXP|6CDMG|7DMG|9RCR|aAART
374	31334 26311	   	167.22	DCR|2VULN|2AART|1DMG|1CDMG	16VULN|2LWND|3CDMG|4ERES|5DMG|7aAART|8RCR|9LIT
375	33115 33523	   	167.21	DCR|3VULN|1AART|1CDMG|1ASPD	189VULN|2CGEN|3ASPD|4AART|5MLV|6RCR|7RCVC|aCDMG
376	34623 21324	   	167.21	DCR|2VULN|1AART|3CDMG|1ZMB|1DUR	13VULN|2ZMB|49aCDMG|5AART|6DUR|7ERES|8RCR
377	33416 11343	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2CGEN|3RCR|4ZMB|5DUR|6CDMG|7DMG|8RMIN|9AART|aASPD
378	34151 12222	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8LHND|9aERES|aBPWR
379	34151 12242	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	159VULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8LHND
380	34151 12252	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8LHND|9aTLV|aBPWR
381	34151 12352	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8BEXP|9aTLV|aBPWR
382	34151 12422	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8FEWX|9aERES|aBPWR
383	34151 12622	   	167.17	DCR|3VULN|1AART|2ASPD|1ZMB	15aVULN|2ZMB|3aASPD|4MGNLIT|6RCR|7AART|8LWND|9aERES|aBPWR
384	34236 31153	 * 	167.14	ACR|3VULN|2AART|2ZMB	16aVULN|2aZMB|38AART|4LWND|5RCR|7BEXP|9aCGEN|aBPWR
385	31324 51431	   	167.14	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	19VULN|2LWND|3CDMG|4RMIN|57DMG|6RCR|8DUR|aASPD
386	32323 51431	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	19VULN|2FEWX|3CDMG|4RMIN|57DMG|6RCR|8DUR|aASPD
387	34222 35263	   	167.09	DCR|2VULN|1AART|1DMG|2ZMB	19VULN|29ZMB|3AART|4BEXP|5RCVC|6RCR|7DMG|89DUST|9BPWR|aLWND
388	33433 22321	   	167.08	ACR|2VULN|2DMG|3DUR|1ZMB	18VULN|2CGEN|3RCR|46aDUR|59DMG|7ZMB
389	33431 16522	 * 	167.02	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	1aVULN|2CGEN|3RCR|4aDUR|5TLV|6CDMG|7BELT|8aZMB|9AART|aBPWR
390	13553 33135	   	167.02	DCR|2AART|2VULN|1DMG|1ASPD	1RCVC|2DMG|37AART|4RPLT|5ASPD|6RMIN|8RCR|9aVULN
391	32323 54413	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2FEWX|3CDMG|4RMIN|5DMG|6RCR|7BELT|8AART|aDUR
392	23412 32322	 * 	166.99	ACR|3DMG|1AART|1CDMG|1ZMB	1FEWX|2TLV|3RCR|4ZMB|5CDMG|6LIT|79aDMG|8AART
393	23413 42322	   	166.99	ACR|3DMG|1AART|1CDMG|1ZMB	1FEWX|2TLV|3RCR|4ZMB|5LIT|6CDMG|79aDMG|8AART
394	33412 12442	   	166.99	ACR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2CGEN|3RCR|4ZMB|5CDMG|6DUST|7BELT|8AART
395	34222 35261	   	166.99	DCR|2VULN|1AART|1DMG|2ZMB	19VULN|29ZMB|3AART|4BEXP|5RCVC|6RCR|7DMG|89aDUST|9BPWR
396	34222 35311	   	166.99	DCR|2DMG|1AART|1VULN|2ZMB	1VULN|29ZMB|3AART|4BEXP|5RCVC|6RCR|7aDMG|8ERES
397	13542 22411	   	166.84	DCR|2AART|2VULN|1DMG|3RCVC|1DUR	157RCVC|2DMG|39AART|46VULN|8DUR|aRCR
398	34236 33511	   	166.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	16VULN|2aZMB|3AART|4LWND|5RCR|7RPLT|8DMG|9DUR
399	34236 35212	   	166.84	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16VULN|29ZMB|3AART|4LWND|5RCR|7DMG|8ASPD|aFEWX
400	11533 16161	   	166.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CGEN|3AART|4LWND|56VULN|7DMG|8CDMG|9RCR|aDUR
401	13532 12661	   	166.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|24DMG|3AART|4BPWR|5CDMG|6CGEN|7VULN|8FEWX|9RCR|aDUR
402	13532 23661	   	166.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|24DMG|3AART|4BPWR|5CDMG|6LHND|7VULN|8CGEN|9RCR|aDUR
403	33413 24158	   	166.79	ACR|3DMG|2VULN|1ZMB	1aVULN|2aCGEN|3RCR|4ZMB|5LIT|6MBVNT|78aDMG|9RPLT|aBPWR
404	31334 26312	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LWND|3CDMG|4ERES|5DMG|7AART|8RCR|9LIT|aZMB
405	31334 26331	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LWND|3CDMG|4ERES|5DMG|7AART|8RCR|9BEXP|aZMB
406	31334 26341	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2LWND|3CDMG|4ERES|5DMG|7AART|8RCR|9FEWX|aZMB
407	31334 26352	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|29LWND|3CDMG|4ERES|5DMG|7AART|8RCR|aZMB
408	33115 31314	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aVULN|2CGEN|3ASPD|4AART|5MLV|6RCR|7BEXP|8ZMB|9DMG
409	65414 11644	 * 	166.76	DCR|2VULN|2DMG|3DUR|1ZMB	1MBVNT|28CGEN|389DUR|4ZMB|5aDMG|6RCR|78VULN|8BPWR
410	34236 21115	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	17VULN|2aZMB|3AART|4LWND|5RCR|6ERES|8DUR|9DMG
411	34236 21211	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	17VULN|29ZMB|3AART|4LWND|5RCR|6ERES|8ASPD|aDMG
412	34236 25112	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1aVULN|27ZMB|3AART|4LWND|5RCR|6ERES|8DUR|9DMG
413	34236 34211	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16VULN|29ZMB|3AART|4LWND|5RCR|7ERES|8ASPD|aDMG
414	34236 36211	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	16VULN|29ZMB|3AART|4LWND|5RCR|7TLV|8ASPD|aDMG
415	34236 41211	   	166.74	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	17VULN|29ZMB|3AART|4LWND|5RCR|6TLV|8ASPD|aDMG
416	34122 65212	 * 	166.74	DCR|2VULN|1DMG|2CDMG|2ASPD|1ZMB	18VULN|2ZMB|38ASPD|4MLV|5CGEN|6RCR|78CDMG|8BPWR|9LIT|aDMG
417	13532 12461	   	166.72	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|24DMG|3AART|4BPWR|5CDMG|6CGEN|7VULN|8DUST|9RCR|aDUR
418	32326 52412	   	166.67	DCR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2FEWX|3CDMG|4RMIN|5ZMB|6RCR|7BELT|8AART
419	34313 35112	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3ERES|4AART|5CGEN|6RCR|7MLV|8DUR|9DMG
420	34315 36112	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3ERES|4AART|5MLV|6RCR|7RMIN|8DUR|9DMG
421	33433 35242	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CGEN|3RCR|4DUR|5DMG|7CDMG|8LSRHEA|9AART|aAIRHEA
422	34623 22322	   	166.56	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	13VULN|2ZMB|49CDMG|5AART|6aDUR|7RMIN|8RCR
423	34623 26321	   	166.56	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	13VULN|2ZMB|49CDMG|5AART|6aDUR|7MLV|8RCR
424	13542 14111	   	166.54	DCR|2AART|2VULN|1DMG|3RCVC|1DUR	158RCVC|2DMG|39AART|47VULN|6DUR|aRCR
425	13542 16111	   	166.54	DCR|2AART|2DMG|1VULN|3RCVC|1DUR	158RCVC|27DMG|39AART|4VULN|6DUR|aRCR
426	34623 21321	   	166.46	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	13VULN|2ZMB|49CDMG|5AART|6aDUR|7ERES|8RCR
427	34216 33413	   	166.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4RCVC|5DUST|6RCR|7DUR|8MLV|9DMG|aCDMG
428	32323 53442	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2FEWX|3CDMG|4RMIN|58DMG|6RCR|7LHND|9AART|aDUR
429	34623 26311	   	166.40	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5aAART|6DUR|7MLV|8RCR|9LIT
430	34216 33313	   	166.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4RCVC|5DUST|6RCR|7DUR|8TLV|9DMG|aCDMG
431	31334 51143	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2LWND|3CDMG|4ERES|57DMG|6RCR|8LIT|9AART|aASPD
432	31243 11351	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|2LWND|3DUR|4DUST|6CDMG|7aDMG|8RCR|9ZMB
433	32243 11351	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15VULN|2FEWX|3DUR|4DUST|6CDMG|7aDMG|8RCR|9ZMB
434	34623 21311	   	166.30	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	13VULN|2ZMB|4CDMG|5aAART|6DUR|7ERES|8RCR|9LIT
435	33433 33156	   	166.27	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	16VULN|2CGEN|3RCR|49DUR|5DMG|7ASPD|8CDMG|aZMB
436	34222 35613	   	166.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4BEXP|5RCVC|6RCR|7DMG|8BELT|9CDMG|aDUR
437	33423 11354	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	18VULN|2CGEN|3RCR|4BEXP|5RMIN|6CDMG|7DMG|9DUR|aAART
438	65714 11322	   	166.17	DCR|3VULN|2DMG|1ZMB	1MBVNT|2CGEN|378VULN|4ZMB|59DMG|6RCR|aLIT
439	65714 11324	   	166.17	DCR|3VULN|2DMG|1ZMB	1MBVNT|2CGEN|378VULN|4ZMB|59DMG|6RCR|aRMIN
440	34232 34113	   	166.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|7ERES|8DUR|9DMG|aCDMG
441	34232 36113	   	166.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4LWND|5RCVC|6RCR|7TLV|8DUR|9DMG|aCDMG
442	34252 34113	   	166.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4LHND|5RCVC|6RCR|7ERES|8DUR|9DMG|aCDMG
443	34252 36113	   	166.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3AART|4LHND|5RCVC|6RCR|7TLV|8DUR|9DMG|aCDMG
444	13524 33153	   	166.12	DCR|2VULN|2DMG|1AART	1RCVC|26DMG|3AART|4BEXP|5BASHEA|7RPLT|8RCR|9aVULN
445	61714 11322	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aLIT
446	61714 11324	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aBELT
447	61714 11326	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aRPLT
448	61714 11327	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|59DMG|6RCR|aFEWX
449	61714 11361	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2ERES|378VULN|4ZMB|5aDMG|6RCR|9BELT
450	64814 11614	   	166.07	DCR|3DMG|2VULN|1ZMB	1MBVNT|2LEGI|38ERES|4ZMB|58aDMG|6RCR|78VULN|8BPWR|9BEXP
451	65714 11323	   	166.07	DCR|3VULN|2DMG|1ZMB	1MBVNT|2CGEN|378VULN|4ZMB|59DMG|6RCR|aERES
452	34241 13321	   	166.06	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1DUR|1SELL	16VULN|2ZMB|3AART|4SELL|5DUR|7aDMG|8RCR|9CDMG
453	66341 83141	   	166.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1MBVNT|2LHND|36CDMG|4AART|56DMG|6BPWR|7DUR|8VULN|9TLV|aRCR
454	31334 22241	   	166.02	DCR|2VULN|2AART|1DMG|1CDMG	16VULN|2LWND|3CDMG|4ERES|5DMG|7LIT|8RCR|9aAART
455	33433 23324	   	166.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1aVULN|2CGEN|3RCR|46DUR|5DMG|7ASPD|8AART|9LIT
456	33433 23332	   	166.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1aVULN|2CGEN|3RCR|46DUR|5DMG|7ASPD|8AART|9LWND
457	33433 23336	   	166.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|2CGEN|3RCR|46DUR|5aDMG|7ASPD|8AART|9LWND
458	33433 23351	   	166.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|29CGEN|3RCR|46DUR|5aDMG|7ASPD|8AART
459	33433 33331	   	166.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	16VULN|2CGEN|3RCR|4aDUR|5DMG|7ASPD|8AART|9LWND
460	33433 33362	   	166.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	16VULN|2CGEN|3RCR|49DUR|5DMG|7ASPD|8AART|aFEWX
461	33463 11243	 * 	166.01	ACR|2DMG|1AART|1VULN|2CDMG	1VULN|2CGEN|3RCR|4aCDMG|57DMG|6DUST|8LSRHEA|9AART
462	64334 41536	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2LEGI|3RPLT|4DUR|5AART|6RCR|79DMG|8VULN|aZMB
463	64334 44531	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MBVNT|2LEGI|3RPLT|4DUR|5AART|6RCR|7ZMB|8VULN|9aDMG
464	64334 44537	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LEGI|3RPLT|4DUR|5AART|6RCR|7ZMB|8aVULN|9DMG
465	61714 11323	   	165.97	DCR|3VULN|2DMG|1ZMB	1MBVNT|2aERES|378VULN|4ZMB|59DMG|6RCR
466	34216 33232	   	165.96	DCR|3VULN|1AART|1ZMB|1DUR	19aVULN|2ZMB|3AART|4RCVC|5DUST|6RCR|7DUR|8FEWX
467	33436 13432	   	165.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2CGEN|3RCR|46DUR|5AIRHEA|8AART|9DMG|aASPD
468	33433 23342	   	165.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1aVULN|2CGEN|3RCR|46DUR|5DMG|7ASPD|8AART|9DUST
469	33433 23346	   	165.92	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|2CGEN|3RCR|46DUR|5aDMG|7ASPD|8AART|9DUST
470	33433 33341	   	165.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	16VULN|2CGEN|3RCR|4aDUR|5DMG|7ASPD|8AART|9DUST
471	33433 33364	   	165.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	16VULN|2CGEN|3RCR|49DUR|5DMG|7ASPD|8AART|aERES
472	32323 51354	   	165.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2FEWX|3CDMG|4RMIN|57DMG|6RCR|8CGEN|9DUR|aAART
473	34232 35321	   	165.81	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|39AART|4LWND|58RCVC|6RCR|7DMG|aDUR
474	34252 35321	   	165.81	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|39AART|4LHND|58RCVC|6RCR|7DMG|aDUR
475	32323 51424	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2FEWX|3CDMG|4RMIN|57DMG|6RCR|8DUR|9ERES|aAART
476	31324 51243	   	165.69	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2LWND|3aCDMG|4RMIN|57DMG|6RCR|8AIRHEA|9AART
477	31362 33552	   	165.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|248LWND|3CDMG|5AART|6ZMB|7DMG|9RCR
478	11533 35112	   	165.66	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2CGEN|3AART|4LWND|5VULN|6RCR|79DMG|8aDUR
479	33433 35531	   	165.62	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	169VULN|2CGEN|3RCR|4DUR|5DMG|7CDMG|8LWND|aASPD
480	13223 63661	   	165.62	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCVC|27DMG|3BEXP|4CDMG|5AART|6VULN|8CGEN|9RCR|aDUR
481	32334 51235	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2FEWX|3CDMG|4ERES|57DMG|6RCR|8LSRHEA|9DUR|aAART
