0	Index      	 *	Score 	Summary	Detail	
1	62321 21615	 * 	220.53	ACR|5VULN|2AART|1DMG|1CDMG	1RCR|23458VULN|69AART|7DMG|aCDMG
358	62341 51113	   	193.24	ACR|4VULN|3DMG	1RCR|235aVULN|4RCVC|679DMG|8TLV
359	62341 51213	   	193.24	ACR|4VULN|3DMG	1RCR|235aVULN|4RCVC|679DMG|8ERES
360	62311 41612	   	193.19	ACR|3VULN|1AART|1DMG|2ZMB|2DUR	1RCR|239VULN|49ZMB|58DUR|6DMG|79TLV|9BPWR|aAART
361	62312 12145	   	193.19	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|23VULN|4ZMB|5RMIN|68DMG|7LEGI|9AART|aCDMG
362	62211 32165	   	193.18	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	1RCR|247VULN|3RMIN|57DUR|67ERES|7BPWR|8AART|9DMG|aCDMG
363	62321 32113	   	193.03	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6MLV|8LIT|9DMG|aAART
364	62322 32113	   	193.03	ACR|5VULN|1AART|1DMG	1RCR|23467VULN|5CGEN|8LIT|9DMG|aAART
365	62251 21432	   	193.03	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7LWND|89DMG|9BPWR|aRPLT
366	62321 61533	   	193.01	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6ERES|7DMG|8ZMB|9AART|aRCVC
367	24311 32263	 * 	192.97	ACR|4VULN|2DMG|3DUR	147aVULN|2ASPD|3RCR|57aDUR|67ERES|7aBPWR|8LWND|9aDMG
368	24311 32463	   	192.97	ACR|4VULN|2DMG|3DUR	147aVULN|2ASPD|3RCR|57aDUR|67ERES|7aBPWR|8LHND|9aDMG
369	62321 53323	   	192.93	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6DMG|8DUST|9LWND|aAART
370	62321 53363	   	192.93	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6DMG|8DUST|9FEWX|aAART
371	62321 53533	   	192.93	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6DMG|8MBVNT|9BEXP|aAART
372	62321 62113	   	192.93	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6ERES|8LIT|9DMG|aAART
373	62251 21431	   	192.93	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7LWND|89DMG|9BPWR|aTLV
374	62251 23432	   	192.93	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7DUST|89DMG|9BPWR|aRPLT
375	62432 32433	   	192.91	ACR|2VULN|2DMG|1AART|2DUR	1RCR|29VULN|39FEWX|4ASPD|5AART|6RCVC|7aDUR|89DMG|9BPWR
376	61312 13622	   	192.88	ACR|3VULN|2AART|1DMG|2DUR	1RCR|29DUR|39aVULN|4DMG|58AART|6AIRHEA|79LHND|9BPWR
377	62512 13622	   	192.88	ACR|3VULN|2AART|1DMG|2DUR	1RCR|29aVULN|39DUR|4DMG|58AART|6AIRHEA|79LHND|9BPWR
378	24316 31211	   	192.88	ACR|4VULN|2DMG|1CDMG	1458VULN|2ASPD|3RCR|6RCVC|79DMG|aCDMG
379	44316 31211	   	192.88	ACR|4VULN|2DMG|1CDMG	1ASPD|2458VULN|3RCR|6RCVC|79DMG|aCDMG
380	22212 51521	 * 	192.88	DCR|3VULN|3DMG|2CDMG|1SELL	14aVULN|24CDMG|3SELL|4BPWR|5ASPD|679DMG|8RCR
381	22212 53521	 * 	192.88	DCR|3VULN|3DMG|2CDMG|1SELL	147VULN|24CDMG|3SELL|4BPWR|5ASPD|69aDMG|8RCR
382	62321 43621	   	192.85	ACR|4VULN|2AART|1DMG	1RCR|2345VULN|6FEWX|7BELT|89AART|aDMG
383	62323 33621	   	192.85	ACR|4VULN|2AART|1DMG	1RCR|2346VULN|5FEWX|7BELT|89AART|aDMG
384	62321 53316	   	192.83	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6DMG|89DUST|aAART
385	62321 53513	   	192.83	ACR|5VULN|1AART|1DMG	1RCR|23457VULN|6DMG|8MBVNT|9DUST|aAART
386	62251 23431	   	192.83	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|3RMIN|49ZMB|5AART|6ASPD|7DUST|89DMG|9BPWR|aTLV
387	24351 26212	   	192.80	ACR|3VULN|1AART|1DMG|2ZMB|2ASPD	18aVULN|28ASPD|3RCR|48ZMB|5AART|6MBVNT|7RPLT|8BPWR|9DMG
388	61331 16142	   	192.79	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DUR|38aVULN|4RCVC|5AART|6RMIN|7CDMG|9DMG
389	62321 42222	   	192.78	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23459VULN|6FEWX|7SELL|8DMG|aAART
390	62323 32222	   	192.78	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23469VULN|5FEWX|7SELL|8DMG|aAART
391	62321 53212	   	192.68	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23457VULN|6DMG|8SELL|9DUST|aAART
392	62321 53262	   	192.68	ACR|5VULN|1AART|1DMG|1SELL	1RCR|23457VULN|6DMG|8SELL|9MBVNT|aAART
393	62341 21623	   	192.64	ACR|4VULN|1AART|1DMG	1RCR|2358VULN|4RCVC|6AART|7DMG|9BEXP|aDUR
394	24315 16113	   	192.64	ACR|3VULN|2DMG|1AART|2ASPD	149VULN|29ASPD|3RCR|5CGEN|68DMG|79BEXP|9BPWR|aAART
395	62333 41221	   	192.57	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|238VULN|4RPLT|58ZMB|68DMG|7aRCVC|8BPWR|9CDMG
396	62333 43623	   	192.55	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|23aVULN|4RPLT|5ZMB|6DMG|7AART|8CDMG|9FEWX
397	63226 33513	   	192.55	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2LHND|3RMIN|4ZMB|5CDMG|6VULN|7AART|89aDMG
398	63315 22141	   	192.53	ACR|3VULN|2DMG|1AART	1RCR|2LHND|357VULN|48DMG|6DUR|9AART|aRCVC
399	62313 22163	   	192.53	ACR|4VULN|2DMG|1ZMB	1RCR|237aVULN|4ZMB|5LWND|6DUR|89DMG
400	62314 22163	   	192.53	ACR|4VULN|2DMG|1ZMB	1RCR|237aVULN|4ZMB|5LHND|6DUR|89DMG
401	65113 22163	   	192.53	ACR|4VULN|2DMG|1ZMB	1RCR|2ZMB|347aVULN|5LWND|6DUR|89DMG
402	23651 11213	   	192.50	DCR|2AART|2VULN|1DMG|1CDMG|2DUR	13VULN|23DUR|3BPWR|4DUST|57AART|6RCR|8CDMG|9ASPD|aDMG
403	62313 13873	   	192.45	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|239VULN|4ZMB|5LWND|6MBVNT|7AART|8CDMG|aDMG
404	65122 42133	   	192.43	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9TLV|aRCVC
405	62311 12173	   	192.43	ACR|4VULN|2DMG|1ZMB	1RCR|237aVULN|4ZMB|5DUR|6MBVNT|89DMG
406	65111 12173	   	192.43	ACR|4VULN|2DMG|1ZMB	1RCR|2ZMB|347aVULN|5DUR|6MBVNT|89DMG
407	62215 14113	 * 	192.39	ACR|3VULN|3DMG|3DUR	1RCR|249VULN|3RMIN|5CGEN|689DMG|79aDUR|9BPWR
408	62163 53413	   	192.35	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2VULN|3CDMG|4MBVNT|5ZMB|69aDMG|7AART|8TLV
409	63332 23434	   	192.31	ACR|2VULN|2DMG|1AART|2DUR	1RCR|29LHND|39VULN|4RCVC|5ASPD|6aDUR|7AART|89DMG|9BPWR
410	62333 43233	   	192.28	ACR|2VULN|2DMG|2AART|1ZMB	1RCR|23VULN|4RPLT|5ZMB|6aDMG|78AART|9CGEN
411	62333 43263	   	192.28	ACR|2VULN|2DMG|2AART|1ZMB	1RCR|23VULN|4RPLT|5ZMB|6aDMG|78AART|9MLV
412	54532 22313	 * 	192.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RPLT|2AART|35DMG|4LWND|6RCR|7CDMG|8aVULN|9ZMB
413	24316 31226	   	192.26	ACR|5VULN|2DMG	1458aVULN|2ASPD|3RCR|6RCVC|7aDMG|9aLHND|aBPWR
414	62341 21132	   	192.19	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|235VULN|4RCVC|6AART|7DMG|8RPLT|9CDMG|aDUR
415	61212 36142	   	192.19	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DUR|3RMIN|48aVULN|5AART|6RCVC|7CDMG|9DMG
416	61312 36112	   	192.19	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DUR|38aVULN|4DMG|5AART|6RCVC|7CDMG|9RMIN
417	61312 36153	   	192.19	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|2DUR|389VULN|4DMG|5AART|6RCVC|7CDMG|aRMIN
418	62512 36112	   	192.19	ACR|3VULN|1AART|1DMG|1CDMG	1RCR|28aVULN|3DUR|4DMG|5AART|6RCVC|7CDMG|9RMIN
419	62312 11614	   	192.18	ACR|3VULN|2DMG|2ASPD|1ZMB	1RCR|23aVULN|4ZMB|5RMIN|6aDMG|7LWND|8DUR|9aASPD|aBPWR
420	62252 21223	   	192.18	ACR|3VULN|2DMG|2ASPD|1ZMB	1RCR|29aVULN|3RMIN|4ZMB|5aASPD|6DUR|7CGEN|8aDMG|aBPWR
421	61312 36513	   	192.09	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2DUR|3VULN|49aDMG|5AART|6RCVC|7CDMG|8DUST
422	62132 36211	   	192.08	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|247VULN|3CDMG|5ASPD|6ZMB|8aDMG|9FEWX
423	62142 34123	   	192.08	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|26aVULN|3CDMG|4ASPD|58DMG|7RPLT|9ZMB
424	62141 21241	 * 	191.98	ACR|3VULN|1AART|3ASPD|1CDMG|2DUR	1RCR|289VULN|3CDMG|458ASPD|68DUR|7RMIN|8BPWR|aAART
425	62142 36223	   	191.98	ACR|3VULN|2DMG|1CDMG|1ZMB	1RCR|267VULN|3CDMG|4ASPD|58DMG|9MBVNT|aZMB
426	62333 43222	   	191.95	ACR|3VULN|2AART|1DMG|1ZMB	1RCR|23aVULN|4RPLT|5ZMB|6DMG|78AART|9RCVC
427	61323 66211	   	191.93	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28DUR|378VULN|48FEWX|5RPLT|6AART|8BPWR|9DMG|aZMB
428	62316 21131	   	191.80	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|235aVULN|4ZMB|6RMIN|7DMSP|8DMG|9AART
429	62312 31131	   	191.80	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|236aVULN|4ZMB|5RMIN|7DMSP|8DMG|9AART
430	65112 31131	   	191.80	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|346aVULN|5RMIN|7DMSP|8DMG|9AART
431	65116 21131	   	191.80	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|345aVULN|6RMIN|7DMSP|8DMG|9AART
432	62141 32231	   	191.75	ACR|2VULN|2DMG|2CDMG|2ASPD|1ZMB	1RCR|2aVULN|3aCDMG|45ASPD|6ZMB|7RCVC|8aDMG|9BELT|aBPWR
433	63221 33616	   	191.75	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ZMB	1RCR|2LHND|3RMIN|4ZMB|5AART|6CDMG|7FLTHEA|8DMG|9aVULN
434	62611 13633	   	191.73	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29VULN|35LWND|49DMG|6MBVNT|7AART|89ZMB|9BPWR|aDUR
435	63315 13633	   	191.73	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29LHND|35VULN|49DMG|6MBVNT|7AART|89ZMB|9BPWR|aDUR
436	65113 13533	   	191.73	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|29ZMB|34VULN|59LWND|6MBVNT|7AART|89DMG|9BPWR|aDUR
437	62321 61532	   	191.70	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6ERES|7DMG|8ZMB|9AART|aRPLT
438	62333 43413	   	191.63	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|23VULN|4RPLT|58ZMB|6aDMG|7AART|9ASPD
439	62221 32516	   	191.62	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2aVULN|3RMIN|4CGEN|5AART|6CDMG|7DUR|89DMG
440	61313 56233	 * 	191.59	ACR|3VULN|2DMG|3DUR|2ZMB	1RCR|27aDUR|379VULN|4aDMG|5FEWX|67ZMB|7aBPWR|8aTLV
441	62341 21135	   	191.57	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|235VULN|4RCVC|6AART|7DMG|8RPLT|9aCDMG
442	62412 36131	   	191.57	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|28aVULN|3FEWX|4DMG|5AART|6RCVC|79CDMG
443	63312 36131	   	191.57	ACR|3VULN|1AART|1DMG|2CDMG	1RCR|2LHND|38aVULN|4DMG|5AART|6RCVC|79CDMG
444	62124 21211	   	191.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCR|28VULN|38CDMG|4LWND|5AART|6DUR|78BEXP|8BPWR|9DMG|aZMB
445	62124 23211	   	191.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1RCR|28VULN|38CDMG|4LWND|5AART|6DUR|78FEWX|8BPWR|9DMG|aZMB
446	62343 13126	   	191.44	ACR|4VULN|2DMG|2ASPD	1RCR|237aVULN|4RCVC|59FEWX|6aDMG|8aASPD|aBPWR
447	24322 41113	   	191.40	ACR|3VULN|3DMG|3ASPD	18aVULN|256ASPD|3RCR|4aCGEN|79aDMG|aBPWR
448	24322 43213	   	191.40	ACR|3VULN|3DMG|3ASPD	17aVULN|256ASPD|3RCR|4aCGEN|89aDMG|aBPWR
449	41622 41113	   	191.40	ACR|3VULN|3DMG|3ASPD	156ASPD|2aMLV|3RCR|48aVULN|79aDMG|aBPWR
450	41622 43213	   	191.40	ACR|3VULN|3DMG|3ASPD	156ASPD|2aMLV|3RCR|47aVULN|89aDMG|aBPWR
451	41631 41113	   	191.40	ACR|3VULN|3DMG|3ASPD	146ASPD|2aMLV|3RCR|58aVULN|79aDMG|aBPWR
452	41631 43213	   	191.40	ACR|3VULN|3DMG|3ASPD	146ASPD|2aMLV|3RCR|57aVULN|89aDMG|aBPWR
453	44322 41113	   	191.40	ACR|3VULN|3DMG|3ASPD	156ASPD|28aVULN|3RCR|4aCGEN|79aDMG|aBPWR
454	44322 43213	   	191.40	ACR|3VULN|3DMG|3ASPD	156ASPD|27aVULN|3RCR|4aCGEN|89aDMG|aBPWR
455	62333 41225	   	191.39	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|238VULN|4RPLT|58ZMB|68DMG|7RCVC|8BPWR|9CDMG|aCGEN
456	62312 13245	   	191.35	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|237VULN|4ZMB|5RMIN|6DMG|8LHND|9AART|aCDMG
457	62312 13345	   	191.35	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|237VULN|4ZMB|5RMIN|6DMG|8LWND|9AART|aCDMG
458	62163 51241	   	191.29	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|28aVULN|3CDMG|4MBVNT|58ZMB|68DMG|7RCVC|8BPWR|9RPLT
459	62333 41224	   	191.29	ACR|3VULN|2DMG|2ZMB|1CDMG	1RCR|238VULN|4RPLT|58ZMB|68DMG|7RCVC|8BPWR|9CDMG|aERES
460	62333 41215	   	191.28	ACR|3VULN|2DMG|3ZMB	1RCR|238VULN|4RPLT|58aZMB|68DMG|7RCVC|8BPWR|9LHND
461	62341 53111	   	191.24	ACR|4VULN|2DMG|1CDMG	1RCR|2357VULN|4RCVC|69DMG|8TLV|aCDMG
462	62341 53211	   	191.24	ACR|4VULN|2DMG|1CDMG	1RCR|2357VULN|4RCVC|69DMG|8ERES|aCDMG
463	65122 42111	   	191.23	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9LWND|aMLV
464	65122 42112	   	191.23	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9LWND|aRPLT
465	62323 11141	   	191.23	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7LWND|9AART|aDUR
466	62323 11146	   	191.23	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7LWND|9AART|aASPD
467	63315 32141	   	191.23	ACR|3VULN|2DMG|1AART	1RCR|2LHND|357VULN|48DMG|6BEXP|9AART|aDUR
468	62611 22143	   	191.23	ACR|3VULN|2DMG|1AART	1RCR|27aVULN|35LWND|48DMG|6DUR|9AART
469	64311 22143	   	191.23	ACR|3VULN|2DMG|1AART	1RCR|25LWND|37aVULN|48DMG|6DUR|9AART
470	61132 43216	   	191.22	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2DUR|3CDMG|4aVULN|5MLV|6DMG|78AART|9ASPD
471	61156 33213	   	191.22	ACR|2DMG|2AART|1VULN|1CDMG	1RCR|2DUR|3CDMG|4RMIN|5aDMG|6VULN|78AART|9ASPD
472	43622 41113	   	191.20	ACR|3VULN|3DMG|3ASPD	156ASPD|2aERES|3RCR|48aVULN|79aDMG|aBPWR
473	43622 43213	   	191.20	ACR|3VULN|3DMG|3ASPD	156ASPD|2aERES|3RCR|47aVULN|89aDMG|aBPWR
474	43631 41113	   	191.20	ACR|3VULN|3DMG|3ASPD	146ASPD|2aERES|3RCR|58aVULN|79aDMG|aBPWR
475	43631 43213	   	191.20	ACR|3VULN|3DMG|3ASPD	146ASPD|2aERES|3RCR|57aVULN|89aDMG|aBPWR
476	62315 16112	   	191.19	ACR|3VULN|3DMG|2ZMB	1RCR|239VULN|49ZMB|5CGEN|68aDMG|79BEXP|9BPWR
477	61161 33613	   	191.19	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2DUR|3CDMG|4MBVNT|5RCVC|6VULN|7AART|89aDMG
478	23351 11243	   	191.17	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	13VULN|2DUR|4DUST|57AART|6RCR|8CDMG|9ZMB|aDMG
479	62311 63263	   	191.13	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|239VULN|4ZMB|58DUR|6RPLT|7AART|aDMG
480	65122 42121	   	191.13	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9DUST|aMLV
481	65122 42122	   	191.13	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9DUST|aRPLT
482	63315 22142	   	191.13	ACR|3VULN|2DMG|1AART	1RCR|2LHND|357VULN|48DMG|6DUR|9AART|aDUST
483	62323 12141	   	191.13	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7LEGI|9AART|aDUR
484	62323 12146	   	191.13	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7LEGI|9AART|aASPD
485	63315 12151	   	191.13	ACR|3VULN|2DMG|1AART	1RCR|2LHND|357VULN|48DMG|6MBVNT|9AART|aDUR
486	61116 33216	   	191.12	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2DUR|3CDMG|4TLV|5DMG|6aVULN|78AART|9ASPD
487	62416 32112	   	191.09	ACR|3VULN|3DMG|2ZMB	1RCR|279VULN|39FEWX|48aDMG|5TLV|69ZMB|9BPWR
488	62163 51232	   	191.05	ACR|3DMG|2VULN|2ZMB|1CDMG|1SELL	1RCR|28VULN|3CDMG|4MBVNT|58ZMB|68aDMG|7RCVC|8BPWR|9SELL
489	62142 33236	   	191.04	ACR|4VULN|1DMG|2CDMG	1RCR|2689VULN|38CDMG|4ASPD|5DMG|78LHND|8BPWR|aDUR
490	65122 42132	   	191.03	ACR|2VULN|2DMG|1AART|2ZMB	1RCR|27ZMB|37VULN|4CGEN|5ASPD|67DMG|7BPWR|8AART|9TLV|aLEGI
491	62321 61513	   	191.00	ACR|4VULN|1AART|1DMG|1ZMB	1RCR|2345VULN|6ERES|7DMG|8ZMB|9NUKE|aAART
492	62251 33216	   	190.99	ACR|3VULN|1AART|2CDMG|2ZMB	1RCR|27aVULN|3RMIN|47ZMB|5AART|67CDMG|7BPWR|8LWND|9ASPD
493	24351 11432	   	190.99	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7LWND|89DMG|9BPWR|aRPLT
494	62311 43226	   	190.98	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|239VULN|4ZMB|5DUR|6DMG|7BEXP|8ASPD|aAART
495	61313 51126	   	190.98	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2DUR|389VULN|4DMG|5FEWX|6ZMB|7ASPD|aAART
496	61142 33225	   	190.95	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	1RCR|2DUR|3aCDMG|4ASPD|5DMG|6VULN|78AART|9ZMB
497	26363 52223	 * 	190.91	DCR|3VULN|2DMG|2ZMB|1CDMG	19aVULN|2CGEN|3aZMB|4RPLT|5CDMG|6RCR|7ASPD|8aDMG|aBPWR
498	24351 11431	   	190.89	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7LWND|89DMG|9BPWR|aTLV
499	24351 13432	   	190.89	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7DUST|89DMG|9BPWR|aRPLT
500	62142 32263	   	190.83	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|26VULN|3CDMG|4ASPD|58DMG|7RCVC|9RPLT|aAART
501	62211 45212	   	190.83	ACR|3VULN|2DMG|1AART	1RCR|249VULN|3RMIN|5DUR|69DMG|79CGEN|8DMSP|9BPWR|aAART
502	62143 53212	   	190.79	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG	1RCR|2aVULN|3CDMG|49ASPD|5DUST|6DMG|78AART
503	24351 13431	   	190.79	ACR|2VULN|2DMG|1AART|2ASPD|1ZMB	19VULN|29ASPD|3RCR|4ZMB|5AART|6RMIN|7DUST|89DMG|9BPWR|aTLV
504	61142 33413	   	190.78	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|5DMG|6aVULN|7AART|8RPLT|9ZMB
505	61142 33521	   	190.78	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|58DMG|6VULN|7AART|9ZMB|aBELT
506	61142 33621	   	190.78	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|5DMG|68VULN|7AART|9ZMB|aBELT
507	62313 23425	   	190.78	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|23VULN|4ZMB|5LWND|6DUR|7AART|8DMG|9ASPD|aCDMG
508	23321 21255	   	190.77	DCR|4VULN|1AART|1DMG|1CDMG	1345VULN|2DUR|6AART|7DMG|8LHND|9RCR|aCDMG
509	23321 21555	   	190.77	DCR|4VULN|1AART|1DMG|1CDMG	1345VULN|2DUR|6AART|7DMG|8LWND|9RCR|aCDMG
510	62131 43336	   	190.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|249VULN|3CDMG|5RPLT|6DMG|7BEXP|8ZMB|aAART
511	22145 26113	 * 	190.72	DCR|3VULN|1AART|1DMG|2CDMG	178VULN|27CDMG|3DUR|4ASPD|5AART|67BEXP|7BPWR|9RCR|aDMG
512	61135 32521	 * 	190.70	ACR|5VULN|2ZMB|1CDMG|2DUR	1RCR|2aDUR|3CDMG|4569aVULN|7BELT|8aZMB|aBPWR
513	61331 28534	   	190.68	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1RCR|29DUR|3VULN|4RCVC|5AART|6MBVNT|79ZMB|89DMG|9BPWR|aASPD
514	61142 33522	   	190.68	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|58DMG|6VULN|7AART|9ZMB|aERES
515	61142 33622	   	190.68	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2DUR|3CDMG|4ASPD|5DMG|68VULN|7AART|9ZMB|aERES
516	62131 12147	   	190.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|247VULN|3CDMG|5RPLT|6MBVNT|8DMG|9ZMB|aAART
517	62211 41212	   	190.63	ACR|3VULN|2DMG|1AART	1RCR|249VULN|3RMIN|5DUR|69DMG|79TLV|8DMSP|9BPWR|aAART
518	62323 14136	   	190.63	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7DUR|9BEXP|aAART
519	62323 14143	   	190.63	ACR|3VULN|2DMG|1AART	1RCR|234VULN|5FEWX|68DMG|7DUR|9DMSP|aAART
520	22215 53531	 * 	190.60	DCR|4VULN|1AART|1DMG|2CDMG|1SELL	147aVULN|24CDMG|3SELL|4BPWR|5MLV|6DMG|8RCR|9AART
521	62532 32263	   	190.59	ACR|3VULN|2DMG|3ASPD	1RCR|27aVULN|3DUR|4RCVC|57aASPD|67ERES|7aBPWR|8LWND|9aDMG
522	62311 32163	   	190.53	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|237VULN|4ZMB|57DUR|67ERES|7BPWR|8AART|9DMG|aMLV
