0	Index      	 *	Score 	Summary	Detail	
1	23276 13336	 * 	188.31	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|389VULN|4RPLT|5AART|6RCR|7aDMG
318	23337 64381	   	164.09	ACR|2VULN|1AART|1DMG|3DUR	179DUR|2MBVNT|3RCR|4NUKE|59MLV|6AART|89VULN|9BPWR|aDMG
319	23341 22834	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5BEXP|67DMG|8VULN|9AART|aZMB
320	33411 12144	   	164.03	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	1RMIN|2RCR|37VULN|47ZMB|5DMSP|67ASPD|7BPWR|8MBVNT|9AART|aDUR
321	33414 12144	   	164.03	ACR|2VULN|1AART|2ZMB|2ASPD|1DUR	15RMIN|2RCR|37VULN|47ZMB|67ASPD|7BPWR|8MBVNT|9AART|aDUR
322	22334 43322	   	164.02	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1SELL	14DUR|2SELL|35DMG|6DMSP|7VULN|8RCR|9AART|aZMB
323	33411 12535	   	164.00	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aERES
324	33411 12536	   	164.00	ACR|2VULN|1AART|3ASPD|2ZMB	1RMIN|2RCR|37VULN|47ZMB|5DMSP|679ASPD|7BPWR|8AART|aDUST
325	23342 21634	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57VULN|6DMG|8DUST|9AART|aZMB
326	23342 24634	   	163.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|67DMG|8DUST|9AART|aZMB
327	23347 71522	   	163.88	ACR|3VULN|1DMG|1CDMG|2DUR	16DUR|2MBVNT|3RCR|4FEWX|5CDMG|78aVULN|9DMG
328	33413 31144	   	163.88	ACR|3VULN|1AART|1ZMB|1ASPD	1RMIN|2RCR|38aVULN|4ZMB|5LWND|6AART|7ASPD|9ERES
329	33442 32162	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1RMIN|2RCR|38VULN|4AART|5LHND|67DUR|9LIT|aDMG
330	33442 32622	   	163.88	ACR|2DMG|1AART|1VULN|2DUR	1RMIN|2RCR|3VULN|4AART|5LHND|67DUR|8MLV|9aDMG
331	33445 31222	   	163.88	ACR|2DMG|1AART|1VULN|2DUR	1RMIN|2RCR|3VULN|4AART|56DUR|7MLV|8LWND|9aDMG
332	23332 64534	   	163.78	ACR|3VULN|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3RCR|4NUKE|5aDUST|6DMG|7CDMG|89aVULN|aBPWR
333	33445 32122	   	163.78	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCR|38VULN|4AART|56DUR|7LHND|9aCDMG
334	33442 32122	   	163.78	ACR|2VULN|1AART|2CDMG|2DUR	1RMIN|2RCR|38VULN|4AART|5LHND|67DUR|9aCDMG
335	33352 25422	   	163.70	ACR|3VULN|1AART|1DMG	1RMIN|2RCR|39BEXP|4DMG|5RPLT|678VULN|aAART
336	33443 12121	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7LHND|9CDMG|aRCVC
337	33443 16121	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7BEXP|9CDMG|aRCVC
338	33443 35133	   	163.62	ACR|2AART|2VULN|1CDMG|1ASPD	1RMIN|2RCR|37VULN|45AART|6MLV|8LIT|9ASPD|aCDMG
339	33441 31124	   	163.62	ACR|2AART|2VULN|1CDMG|1ASPD	1RMIN|2RCR|38VULN|4aAART|5CGEN|6BEXP|7ASPD|9CDMG
340	33445 12121	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|47AART|5DUR|6FEWX|9CDMG|aRCVC
341	23284 21447	   	163.60	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|38VULN|47ASPD|5AART|6ZMB|9CDMG|aRCR
342	33443 12125	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7LHND|9CDMG|aBASHEA
343	33443 12131	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7LHND|9DUST|aCDMG
344	33443 12142	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7LHND|9ERES|aCDMG
345	33443 15121	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7DUST|9CDMG|aRCVC
346	33443 16131	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|45AART|6DUR|7BEXP|9DUST|aCDMG
347	33445 12131	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1RMIN|2RCR|38VULN|47AART|5DUR|6FEWX|9DUST|aCDMG
348	23342 21715	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57VULN|6DMG|8RPLT|9ZMB|aAART
349	23342 24715	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|67DMG|8RPLT|9ZMB|aAART
350	33443 13311	   	163.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8ZMB|9DMG|aBEXP
351	33443 13312	   	163.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7aRPLT|8ZMB|9DMG
352	33443 13314	   	163.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8ZMB|9DMG|aFEWX
353	33411 41245	   	163.40	ACR|2VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|37VULN|4aZMB|5DMSP|6MBVNT|8DMG|9AART
354	33143 21221	   	163.37	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3ASPD|4RCVC|5DUR|67VULN|8DMG|9ZMB|aCDMG
355	33313 51254	   	163.37	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6DMG|78VULN|9CDMG|aDUR
356	23276 13734	   	163.36	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	19DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8ASPD|aCDMG
357	33443 13313	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8ZMB|9DMG|aDUST
358	33443 52313	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6ZMB|7BELT|8SNIHEL|9DUR|aDMG
359	33443 53222	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3VULN|45AART|6ZMB|7ASPD|8DMSP|9ERES|aDMG
360	33443 53322	   	163.35	ACR|2AART|1VULN|2CDMG|1ZMB|1ASPD	1RMIN|2RCR|3VULN|45AART|6ZMB|7ASPD|8FEWX|9aCDMG
361	33443 53332	   	163.35	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3VULN|45AART|6ZMB|7ASPD|8FEWX|9DUST|aDMG
362	25264 24217	   	163.34	ACR|3DMG|1AART|1VULN|1DUR	1DUR|2LHND|3VULN|4MBVNT|5RCR|678DMG|9RPLT|aAART
363	22322 41125	 * 	163.31	DCR|3VULN|1DMG|1CDMG|2DUR|1SELL	1aDUR|2SELL|3DMG|479VULN|5CGEN|6RCR|8CDMG
364	32512 51342	   	163.30	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2LIT|3AART|4BEXP|59VULN|6RCR|7DUR|8DMG|aASPD
365	33542 12112	   	163.28	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RMIN|2RCR|3RCVC|4CDMG|56DUR|7ASPD|8DMG|9VULN|aAART
366	33542 16212	   	163.28	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RMIN|2RCR|3RCVC|4CDMG|56DUR|7DMG|8ASPD|9VULN|aAART
367	33443 51222	   	163.25	ACR|2AART|1VULN|2CDMG|1ZMB|1DUR	1RMIN|2RCR|3VULN|45AART|6ZMB|7ERES|8DUR|9aCDMG
368	33443 53122	   	163.25	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3VULN|45AART|6ZMB|7ASPD|89ERES|aDMG
369	33442 21121	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7ASPD|9CDMG|aRCVC
370	33442 21163	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7ASPD|9LIT|aCDMG
371	33441 21423	   	163.09	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|4aAART|5CGEN|69DMG|7MLV|8BEXP
372	33441 21623	   	163.09	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|4aAART|5CGEN|69DMG|7MLV|8FEWX
373	33441 22262	   	163.09	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|48AART|5CGEN|6aDMG|7LHND|9LIT
374	33443 35123	   	163.09	ACR|2AART|2VULN|1DMG	1RMIN|2RCR|37VULN|45AART|6MLV|8aLIT|9DMG
375	33443 61222	   	163.09	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|45AART|6LHND|7MLV|8LWND|9aDMG
376	33443 25132	   	163.09	ACR|2AART|2VULN|1DMG	1RMIN|2RCR|39VULN|45AART|6RCVC|79BEXP|89ERES|9BPWR|aDMG
377	33443 32251	   	163.09	ACR|2AART|2VULN|1DMG	1RMIN|2RCR|39VULN|45AART|6MLV|7BELT|8LHND|aDMG
378	33442 21125	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7ASPD|9CDMG|aBASHEA
379	33442 21142	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7ASPD|9ERES|aCDMG
380	33442 24311	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7DUR|9ERES|aCDMG
381	33442 24312	   	163.07	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7DUR|9ERES|aFLTHEA
382	33445 22311	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4AART|5DUR|6ZMB|7LHND|9ERES|aCDMG
383	33445 22312	   	163.07	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1RMIN|2RCR|38VULN|4AART|5DUR|6ZMB|7LHND|9ERES|aFLTHEA
384	33133 21221	   	163.04	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1RMIN|2RCR|35ASPD|4BEXP|67VULN|8DMG|9ZMB|aCDMG
385	33153 21221	   	163.04	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1RMIN|2RCR|35ASPD|4FEWX|67VULN|8DMG|9ZMB|aCDMG
386	33441 22232	   	162.99	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|48AART|5CGEN|6aDMG|7LHND|9DUST
387	33443 21122	   	162.99	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|45AART|6RCVC|7ERES|8LIT|9aDMG
388	33443 32361	   	162.99	ACR|2AART|2VULN|1DMG	1RMIN|2RCR|39VULN|45AART|6MLV|7BELT|8MBVNT|aDMG
389	33443 34222	   	162.99	ACR|2AART|2DMG|1VULN	1RMIN|2RCR|3VULN|45AART|6MLV|7LEGI|8LWND|9aDMG
390	41443 21323	   	162.98	ACR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DMSP|2CGEN|3RCR|4ASPD|5DUR|679VULN|8ZMB|aDMG
391	22352 11425	   	162.97	ACR|3VULN|2DMG|2DUR|1SELL	1aDUR|2SELL|3aDMG|4CGEN|5RCR|6FEWX|78aVULN|9NUKE|aBPWR
392	33121 11251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5LHND|6TLV|78VULN|9CDMG
393	33121 61251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5LHND|6ERES|78VULN|9CDMG
394	33125 11251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5FEWX|6TLV|78VULN|9CDMG
395	33125 61251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5FEWX|6ERES|78VULN|9CDMG
396	33126 22251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5ERES|68VULN|7BEXP|9CDMG
397	33253 11251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3FEWX|4aDMG|5ASPD|6TLV|78VULN|9CDMG
398	33253 61251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3FEWX|4aDMG|5ASPD|6ERES|78VULN|9CDMG
399	33353 11251	   	162.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3BEXP|4aDMG|5ASPD|6TLV|78VULN|9CDMG
400	33212 21425	   	162.90	ACR|2VULN|1AART|1DMG|2ZMB	1RMIN|2RCR|3FEWX|46ZMB|5RPLT|78VULN|9DMG|aAART
401	33443 33132	 * 	162.89	ACR|2AART|2VULN|3ASPD	1RMIN|2RCR|3aVULN|45AART|6MLV|79aASPD|8aERES|aBPWR
402	33443 63122	   	162.89	ACR|2AART|2VULN|2CDMG	1RMIN|2RCR|38VULN|45AART|6LHND|7DUST|9aCDMG
403	33126 21551	   	162.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5ERES|67VULN|8DUST|9CDMG
404	33126 23251	   	162.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5ERES|68VULN|7DUST|9CDMG
405	33126 51251	   	162.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1RMIN|2RCR|3ASPD|4aDMG|5ERES|6DUST|78VULN|9CDMG
406	33411 12365	 * 	162.69	ACR|3VULN|2ZMB|2ASPD|1CDMG	1RMIN|2RCR|379VULN|47ZMB|5DMSP|67ASPD|7BPWR|8MLV|aCDMG
407	33433 41116	   	162.67	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6aDMG|8CDMG|9DUST
408	33433 51216	   	162.67	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6CDMG|8aDMG|9DUST
409	33441 11135	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|39VULN|4AART|5CGEN|6RPLT|7LWND|8ZMB|aDMG
410	33441 23324	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3aVULN|4AART|5CGEN|6DMG|7RPLT|8ZMB|9LWND
411	33441 23333	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|59CGEN|6aDMG|7RPLT|8ZMB
412	33441 23336	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3aVULN|4AART|59CGEN|6DMG|7RPLT|8ZMB
413	33441 51222	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|5CGEN|6ZMB|7MLV|8LWND|9aDMG
414	33442 22222	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|57LHND|6ZMB|8LWND|9aDMG
415	33442 22422	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|57LHND|6ZMB|8BEXP|9aDMG
416	33442 22622	   	162.65	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|57LHND|6ZMB|8FEWX|9aDMG
417	41442 21223	   	162.62	ACR|3VULN|2DMG|1ASPD	1DMSP|2CGEN|3RCR|4ASPD|5LWND|679VULN|8aDMG
418	23276 13811	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|58AART|6RCR|7DMG|9CDMG|aLWND
419	23276 13812	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|58AART|6RCR|7DMG|9CDMG|aMGNSTR
420	23276 13813	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|58AART|6RCR|7DMG|9CDMG|aLHND
421	23276 13814	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3VULN|4RPLT|58AART|6RCR|7DMG|9CDMG|aFEWX
422	33441 12135	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|39VULN|4AART|5CGEN|6RPLT|7LEGI|8ZMB|aDMG
423	33441 23315	   	162.55	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4AART|5CGEN|6aDMG|7RPLT|8ZMB|9NUKE
424	33441 52122	   	162.55	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCR|38VULN|4AART|5CGEN|6ZMB|7LHND|9aCDMG
425	33442 26122	   	162.55	ACR|2VULN|1AART|2CDMG|1ZMB	1RMIN|2RCR|38VULN|4AART|5LHND|6ZMB|7CGEN|9aCDMG
426	23342 21213	   	162.52	ACR|3VULN|2DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57aVULN|68DMG|9BEXP
427	23342 21225	   	162.52	ACR|3VULN|2DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57aVULN|68DMG|9RCVC
428	23342 21227	   	162.52	ACR|3DMG|2VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57VULN|68aDMG|9RCVC
429	23342 21827	   	162.52	ACR|3VULN|2DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|578VULN|6aDMG|9RCVC
430	23342 24218	   	162.52	ACR|3DMG|2VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5aVULN|678DMG|9RPLT
431	23342 24276	   	162.52	ACR|3DMG|2VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5aVULN|678DMG|9MLV
432	23342 24813	   	162.52	ACR|3VULN|2DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|58aVULN|67DMG|9BEXP
433	23342 24825	   	162.52	ACR|3VULN|2DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|58aVULN|67DMG|9RCVC
434	23342 24827	   	162.52	ACR|3DMG|2VULN|1DUR	1DUR|2MBVNT|3RCR|4FEWX|58VULN|67aDMG|9RCVC
435	33433 51221	   	162.50	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6aCDMG|8DMG|9ZMB
436	33433 41121	   	162.50	ACR|2VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1RMIN|2RCR|37VULN|4SELL|5DUR|6DMG|8aCDMG|9ZMB
437	23284 33336	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	16DUR|2MBVNT|39VULN|4ASPD|5AART|7RPLT|8RCR|aDMG
438	23284 33365	   	162.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	16DUR|2MBVNT|3aVULN|4ASPD|5AART|7RPLT|8RCR|9DMG
439	34451 12231	   	162.49	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|2CDMG|36VULN|4AART|5ASPD|7DUR|8RCR|9ZMB|aRCVC
440	33411 12236	 * 	162.47	ACR|3VULN|3ZMB|2ASPD	1RMIN|2RCR|379VULN|47aZMB|5DMSP|67ASPD|7BPWR|8DUST
441	33414 12236	   	162.47	ACR|3VULN|3ZMB|2ASPD	15RMIN|2RCR|379VULN|47aZMB|67ASPD|7BPWR|8DUST
442	33545 32233	   	162.39	ACR|2AART|2VULN|2CDMG	1RMIN|2RCR|3RCVC|46CDMG|59AART|6BPWR|7aVULN|8LWND
443	23327 33142	   	162.37	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8BEXP|9ZMB|aAART
444	23276 16312	 * 	162.30	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2MBVNT|38VULN|4RPLT|5AART|6RCR|7MLV|9CDMG|aFLTHEA
445	33252 13532	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|36FEWX|4aDMG|5RPLT|7CDMG|8VULN|9AART
446	33352 15431	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3BEXP|4aDMG|5RPLT|6FEWX|7VULN|8CDMG|9AART
447	33352 26431	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3BEXP|4aDMG|5RPLT|6VULN|7FEWX|8CDMG|9AART
448	33352 33532	   	162.29	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2RCR|3BEXP|4aDMG|5RPLT|6RCVC|7CDMG|8VULN|9AART
449	33256 61331	   	162.29	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCR|3FEWX|4aDMG|5LWND|6FLTHEA|7CGEN|8VULN|9AART
450	23284 25447	   	162.29	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	17DUR|2MBVNT|38VULN|4ASPD|5AART|6ZMB|9CDMG|aRCR
451	23342 21282	   	162.28	ACR|3VULN|2DMG|1DUR|1SELL	1DUR|2MBVNT|3RCR|4FEWX|57aVULN|68DMG|9SELL
452	23342 24882	   	162.28	ACR|3VULN|2DMG|1DUR|1SELL	1DUR|2MBVNT|3RCR|4FEWX|58aVULN|67DMG|9SELL
453	23327 33342	   	162.27	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8DUST|9ZMB|aAART
454	23327 44242	   	162.27	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|6DUST|8CDMG|9ZMB|aAART
455	33413 31563	   	162.25	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2RCR|3VULN|4ZMB|5LWND|6aAART|7ASPD|8LHND|9DMG
456	23383 41881	   	162.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4ERES|5LHND|678VULN|9AART|aCDMG
457	23383 41882	 * 	162.22	ACR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|3RCR|4ERES|5LHND|678VULN|9AART|aFLTHEA
458	23453 23336	   	162.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|3TLV|45AART|69VULN|7RPLT|8RCR|aDMG
459	23453 23365	   	162.21	DCR|2AART|2VULN|1DMG|1DUR	1DUR|2MBVNT|3TLV|45AART|6aVULN|7RPLT|8RCR|9DMG
460	33256 63131	   	162.19	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCR|3FEWX|4aDMG|5LWND|6FLTHEA|7VULN|8ERES|9AART
461	33356 63131	   	162.19	ACR|2DMG|1AART|1VULN|1FLTHEA	1RMIN|2RCR|3BEXP|4aDMG|5LWND|6FLTHEA|7VULN|8ERES|9AART
462	23253 64741	   	162.15	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	18DUR|2MBVNT|38VULN|4LIT|5ZMB|6RCR|78FEWX|8BPWR|9CDMG|aAART
463	23276 13226	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9RMIN|aZMB
464	23276 13242	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9FEWX|aZMB
465	23276 13252	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9LHND|aZMB
466	23276 13284	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9LIT|aZMB
467	23385 41844	 * 	162.08	ACR|4VULN|1AART|1DUR	1DUR|2MBVNT|3RCR|4ERES|5LWND|6789VULN|aAART
468	33143 21165	 * 	162.06	ACR|4VULN|1CDMG|1ASPD|1DUR	1RMIN|2RCR|3ASPD|4RCVC|5DUR|6789VULN|aCDMG
469	23276 13212	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9LEGI|aZMB
470	23276 13262	   	162.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG|9DUST|aZMB
471	33215 51213	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|3FEWX|4ZMB|5BELT|6AART|7aVULN|8CDMG|9ASPD
472	33215 51233	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3FEWX|4ZMB|5BELT|6AART|7aVULN|8CDMG|9DUR
473	33315 51213	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5BELT|6AART|7aVULN|8CDMG|9ASPD
474	33315 51233	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|3BEXP|4ZMB|5BELT|6AART|7aVULN|8CDMG|9DUR
475	33413 31121	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7ASPD|9CDMG|aRCVC
476	33413 36124	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6AART|7CGEN|9CDMG|aDUR
477	23342 68162	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8ZMB|9DMG|aCGEN
478	23342 68164	   	161.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CDMG|8ZMB|9DMG|aLIT
