0	Index      	 *	Score 	Summary	Detail	
1	12551 15323	 * 	191.60	ACR|3VULN|3DMG|3ASPD	159LWND|28aASPD|3RCR|4BELT|69aVULN|79aDMG|9aBPWR
329	24325 33411	   	166.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1AART|2CGEN|35ZMB|4RCR|6DMG|7DUST|8DUR|9CDMG|aVULN
330	34321 51611	   	166.36	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	1LHND|2RCVC|38AART|4RCR|5ASPD|6aVULN|7DUR|9CDMG
331	35321 51611	   	166.36	ACR|2AART|2VULN|1CDMG|1ASPD|1DUR	12LHND|38AART|4RCR|5ASPD|6aVULN|7DUR|9CDMG
332	21313 16335	   	166.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	15AART|23BEXP|4ASPD|67VULN|8DUR|9DMG|aRCR
333	32622 11266	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1LHND|2aASPD|38VULN|4LIT|5DMG|6RCR|7DUR|9AART
334	42623 16122	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DUR|2aASPD|38VULN|4LIT|5DMG|6RCR|7MLV|9AART
335	22347 43871	   	166.31	DCR|2AART|2DMG|1VULN|1DUR	19AART|2ERES|3MBVNT|4VULN|5DUR|6NUKE|7RCR|8aDMG
336	42623 12132	   	166.22	DCR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB	19DUR|2aASPD|3VULN|4LIT|5DMG|6RCR|7AART|8ZMB
337	42623 12253	   	166.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2ASPD|39VULN|4LIT|5DMG|6RCR|7AART|8LWND
338	24312 53226	   	166.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2CGEN|3ZMB|4ASPD|569VULN|7DUST|8RCR|aDUR
339	14613 14221	   	166.18	DCR|3VULN|1DMG|2ZMB|1CDMG	1LWND|2RCVC|347VULN|5CDMG|6RCR|8aZMB|9DMG
340	34613 14221	   	166.18	DCR|3VULN|1DMG|2ZMB|1CDMG	1LHND|2RCVC|347VULN|5CDMG|6RCR|8aZMB|9DMG
341	35613 14221	   	166.18	DCR|3VULN|1DMG|2ZMB|1CDMG	12LHND|347VULN|5CDMG|6RCR|8aZMB|9DMG
342	21313 54216	 * 	166.09	DCR|3VULN|3AART|2ASPD	156AART|238BEXP|48ASPD|789VULN|8BPWR|aRCR
343	42561 11211	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|8ZMB|9RMIN|aFEWX
344	42561 11221	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|8ZMB|9RPLT|aMLV
345	42561 11222	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|8ZMB|9RPLT|aRMIN
346	42561 11223	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|8ZMB|9RPLT|aLWND
347	42561 12113	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	1aDUR|26ASPD|3RCR|4AART|56VULN|6BPWR|7ZMB|8FEWX|9LHND
348	42561 12213	   	166.07	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	1aDUR|26ASPD|3RCR|4AART|56VULN|6BPWR|7ZMB|8BEXP|9LHND
349	41443 23333	   	166.05	ACR|5VULN|1CDMG|2DUR	17DUR|2689aVULN|3CDMG|4BEXP|5RCR
350	23522 22443	   	166.03	ACR|2VULN|2DMG|1AART	1AART|2RMIN|39aERES|4RCR|5RCVC|6AIRHEL|79DMG|89VULN|9BPWR
351	42561 11212	   	165.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|26ASPD|3RCR|4AART|56VULN|6BPWR|8ZMB|9RMIN|aDUST
352	42561 13134	   	165.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	1aDUR|26ASPD|3RCR|4AART|56VULN|6BPWR|7BEXP|8MBVNT|9ZMB
353	23522 16533	   	165.91	ACR|2AART|2VULN|1CDMG|2DUR	1aAART|2RMIN|39ERES|4RCR|5RCVC|6CDMG|79DUR|89VULN|9BPWR
354	42623 12111	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3VULN|4LIT|5DMG|6RCR|7aAART|8ZMB|9MLV
355	42623 12151	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3VULN|4LIT|5DMG|6RCR|7aAART|8ZMB|9BELT
356	41523 12152	   	165.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2VULN|3LIT|4RMIN|5DMG|6RCR|79AART|8ZMB|aASPD
357	22326 42537	   	165.68	DCR|2AART|2VULN|1DMG|1ZMB	17AART|2ERES|3MBVNT|4MLV|5ZMB|6DMG|8aVULN|9RCR
358	42623 12421	   	165.67	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3VULN|4LIT|5DMG|6RCR|7aAART|8ERES|9ZMB
359	65612 11222	   	165.59	DCR|2VULN|2DMG|2ASPD|2DUR	19ASPD|2LIT|39DMG|48VULN|5aBEXP|6RCR|79DUR|9BPWR
360	41221 43222	   	165.59	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|28VULN|39DMG|4LIT|5LHND|6RCR|79ASPD|9BPWR|aBEXP
361	41221 43224	   	165.59	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|28VULN|39DMG|4LIT|5LHND|6RCR|79ASPD|9BPWR|aBELT
362	41221 43226	   	165.59	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|28VULN|39DMG|4LIT|5LHND|6RCR|79ASPD|9BPWR|aLWND
363	24323 81412	   	165.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|78DUR|8BPWR|9CDMG|aFEWX
364	24323 81414	   	165.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|78DUR|8BPWR|9CDMG|aRCVC
365	24323 81415	   	165.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|78DUR|8BPWR|9CDMG|aLWND
366	42623 12353	   	165.52	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1DUR|2ASPD|3VULN|4LIT|5DMG|6RCR|7aAART|8SELL|9ZMB
367	65612 11221	   	165.49	DCR|2VULN|2DMG|2ASPD|2DUR	19ASPD|2LIT|39DMG|48VULN|5BEXP|6RCR|79DUR|9BPWR|aDUST
368	65612 11223	   	165.49	DCR|2VULN|2DMG|2ASPD|2DUR	19ASPD|2LIT|39DMG|48VULN|5BEXP|6RCR|79DUR|9BPWR|aERES
369	41221 43221	   	165.49	DCR|2VULN|2DMG|2ASPD|2DUR	19DUR|28VULN|39DMG|4LIT|5LHND|6RCR|79ASPD|9BPWR|aDUST
370	24323 81413	   	165.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|78DUR|8BPWR|9CDMG|aNUKE
371	24323 81416	   	165.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1AART|28CGEN|3ZMB|4RCR|5MBVNT|68DMG|78DUR|8BPWR|9CDMG|aTLV
372	42561 13233	   	165.42	ACR|3VULN|1AART|2ASPD|1DUR	1DUR|26ASPD|3RCR|4AART|56aVULN|6BPWR|7BEXP|8LIT|9RCVC
373	42561 13321	   	165.42	ACR|3VULN|1AART|2ASPD|1DUR	1DUR|26ASPD|3RCR|4AART|569VULN|6BPWR|78BEXP|aFEWX
374	41562 22311	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|25VULN|3LIT|4FEWX|6RCR|7aAART|8DMG|9MLV
375	45512 22311	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2LHND|3LIT|45VULN|6RCR|7aAART|8DMG|9MLV
376	41221 42151	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|29VULN|3DMG|4LIT|5LHND|6RCR|7aAART|8CGEN
377	41323 12251	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|29VULN|3CGEN|4LIT|5DMG|6RCR|7aAART|8LWND
378	41523 12251	   	165.41	DCR|2VULN|2AART|1DMG|1DUR	1DUR|29VULN|3LIT|4RMIN|5DMG|6RCR|7aAART|8LWND
379	34321 53225	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2RCVC|3AART|4RCR|5ASPD|67VULN|8ZMB|9RPLT|aDMG
380	35321 53225	   	165.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	12LHND|3AART|4RCR|5ASPD|67VULN|8ZMB|9RPLT|aDMG
381	14613 12533	   	165.33	DCR|4VULN|1DMG|1CDMG	1LWND|2RCVC|349aVULN|5CDMG|6RCR|7ERES|8DMG
382	34613 12533	   	165.33	DCR|4VULN|1DMG|1CDMG	1LHND|2RCVC|349aVULN|5CDMG|6RCR|7ERES|8DMG
383	35613 12533	   	165.33	DCR|4VULN|1DMG|1CDMG	12LHND|349aVULN|5CDMG|6RCR|7ERES|8DMG
384	42561 13322	   	165.32	ACR|3VULN|1AART|2ASPD|1DUR	1DUR|26ASPD|3RCR|4AART|569VULN|6BPWR|78BEXP|aDUST
385	41623 12251	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|29VULN|3ERES|4LIT|5DMG|6RCR|7aAART|8LWND
386	41513 22311	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7aAART|8DMG|9MLV
387	41513 22351	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7aAART|8DMG|9BELT
388	41515 12311	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7aAART|8DMG|9MLV
389	41221 42236	   	165.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2aVULN|3DMG|4LIT|5LHND|6RCR|79AART|8DUST
390	11133 14515	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1LWND|248VULN|3BASICY|5DUR|6DLOT|7RCR|9DMG|aAART
391	41515 12341	   	165.21	DCR|2VULN|2AART|1DMG|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7aAART|8DMG|9DUST
392	42562 31113	 * 	165.19	ACR|2DMG|1AART|3ASPD|3DUR	18aDUR|256ASPD|3RCR|4AART|78DMG|8BPWR|9LHND
393	11353 46222	 * 	165.18	ACR|4VULN|2DMG	18LWND|268aVULN|3CGEN|4FEWX|5RCR|78DMG|8BPWR|9BEXP
394	41223 23126	   	165.10	DCR|3DMG|2VULN|2DUR	19DUR|28VULN|35aDMG|4LIT|6LHND|7RCR
395	41223 23211	   	165.10	DCR|3DMG|2VULN|2DUR	1aDUR|29VULN|35aDMG|4LIT|6LHND|7RCR|8aVENICY|aBPWR
396	41223 43211	   	165.10	DCR|3DMG|2VULN|2DUR	1aDUR|29VULN|35aDMG|4LIT|6FEWX|7RCR|8aVENICY|aBPWR
397	41533 23126	   	165.10	DCR|3DMG|2VULN|2DUR	19DUR|28VULN|3LIT|45aDMG|6LHND|7RCR
398	41131 51531	   	165.10	DCR|3VULN|2DMG|2DUR	18DUR|248VULN|38BASICY|5RMIN|6BELT|7RCR|8BPWR|9aDMG
399	12623 11263	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1LWND|2ASPD|38VULN|4LIT|5DMG|6RCR|7aDUR|9AART
400	32622 11263	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1LHND|2ASPD|38VULN|4LIT|5DMG|6RCR|7aDUR|9AART
401	41221 43263	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|28VULN|3DMG|4LIT|5LHND|6RCR|7ASPD|9AART
402	42623 11323	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	17DUR|2ASPD|3aVULN|4LIT|5DMG|6RCR|8CGEN|9AART
403	63622 11263	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2LHND|38VULN|4LIT|5DMG|6RCR|7aDUR|9AART
404	11511 58411	   	164.98	ACR|4VULN|2DMG	1aLWND|249aVULN|3LIT|5RCR|6MBVNT|7VENICY|8aDMG|aBPWR
405	31511 58411	   	164.98	ACR|4VULN|2DMG	1aLHND|249aVULN|3LIT|5RCR|6MBVNT|7VENICY|8aDMG|aBPWR
406	41562 22332	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|25VULN|3LIT|4FEWX|6RCR|7AART|8DMG|9RCVC|aZMB
407	41513 22136	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7AART|8ZMB|9RCVC|aDMG
408	41513 22341	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7AART|8DMG|9ZMB|aDMSP
409	41513 22342	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7AART|8DMG|9ZMB|aBEXP
410	41513 22343	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5DUST|6RCR|7AART|8DMG|9ZMB|aLWND
411	41515 12321	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7AART|8DMG|9ZMB|aDMSP
412	41515 12322	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7AART|8DMG|9ZMB|aBEXP
413	41515 12323	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7AART|8DMG|9ZMB|aLWND
414	41515 12324	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|24VULN|3LIT|5MBVNT|6RCR|7AART|8DMG|9ZMB|aRCVC
415	42623 12122	 * 	164.78	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	1DUR|2aASPD|3VULN|4LIT|5DMG|6RCR|7AART|89ZMB
416	41223 23536	   	164.74	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|29VULN|35DMG|4LIT|6LHND|7RCR|8CDMG|aASPD
417	21321 36423	   	164.72	ACR|3VULN|1AART|2ASPD|1DUR	1AART|23BEXP|4RCR|56ASPD|79aVULN|8DUR
418	61532 24231	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2BEXP|3RCR|4CDMG|5LWND|6aVULN|7ZMB|8DUR|9AART
419	42623 32143	   	164.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3aVULN|4LIT|5DMG|6LHND|7AART|8ZMB|9RCR
420	21325 52611	   	164.68	ACR|2AART|2VULN|1CDMG|1ZMB	18AART|23BEXP|4RCR|5ZMB|6aVULN|7LHND|9CDMG
421	41433 14232	 * 	164.66	DCR|3VULN|2CDMG|2ZMB|2DUR	15DUR|247VULN|3aCDMG|6RCR|89ZMB
422	23521 36623	   	164.62	ACR|3VULN|1AART|2ASPD|1DUR	1AART|2RMIN|3ERES|4RCR|56ASPD|79aVULN|8DUR
423	61533 34231	   	164.61	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2BEXP|3RCR|4CDMG|5DUST|6aVULN|7ZMB|8DUR|9AART
424	22132 62355	   	164.61	DCR|2AART|2DMG|1VULN|2DUR	17AART|289ERES|39DUR|4LIT|5VULN|69DMG|9BPWR|aRCR
425	41133 42633	   	164.61	DCR|2AART|2VULN|1DMG|2DUR	18DUR|24VULN|3BASICY|56AART|7DMG|9RCR|aRPLT
426	22347 18247	   	164.45	DCR|3VULN|1AART|2DUR|1ZMB	1AART|27ERES|3MBVNT|46aVULN|56DUR|6BPWR|8RCR|9ZMB
427	22347 71247	   	164.45	DCR|3VULN|1AART|2DUR|1ZMB	1AART|2ERES|3MBVNT|46aVULN|57DUR|8RCR|9ZMB
428	22333 12523	 * 	164.43	ACR|2AART|2VULN|1DMG|1ASPD	17AART|2ERES|3MBVNT|4LIT|5RCR|6aVULN|8ASPD|9DMG
429	23526 12214	 * 	164.26	ACR|3AART|2VULN|1DMG	179AART|2RMIN|3ERES|4RCR|5LIT|68VULN|aDMG
430	24356 33211	   	164.24	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	14AART|2CGEN|3ZMB|5LWND|6DMG|7DUST|8RCR|9CDMG|aVULN
431	41443 23331	   	164.22	ACR|4VULN|1CDMG|2DUR|1ZMB	17DUR|2689VULN|3CDMG|4BEXP|5RCR|aZMB
432	11323 11231	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1LWND|28VULN|3CGEN|4LIT|5DMG|6RCR|7DUR|9aAART
433	12623 15261	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2ASPD|38VULN|4LIT|5DMG|6RCR|7BEXP|9aAART
434	31322 11231	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1LHND|28VULN|3CGEN|4LIT|5DMG|6RCR|7DUR|9aAART
435	32622 15261	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|2ASPD|38VULN|4LIT|5DMG|6RCR|7BEXP|9aAART
436	41221 45231	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DUR|28VULN|3DMG|4LIT|5LHND|6RCR|7CGEN|9aAART
437	41232 14123	   	164.21	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8LHND|9aFEWX|aBPWR
438	41232 14143	   	164.21	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8LHND|9aBEXP|aBPWR
439	41232 14153	   	164.21	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8LHND|9aLWND|aBPWR
440	41323 15231	   	164.21	DCR|2VULN|2AART|1DMG|1DUR	1DUR|28VULN|3CGEN|4LIT|5DMG|6RCR|7BEXP|9aAART
441	61623 12261	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2BEXP|38VULN|4LIT|5DMG|6RCR|7LHND|9aAART
442	65123 12261	   	164.21	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2LIT|38VULN|4BEXP|5DMG|6RCR|7LHND|9aAART
443	21322 36323	   	164.20	ACR|3VULN|1AART|1DMG	1AART|23BEXP|4RCR|5RCVC|6DMG|79aVULN|8LEGI
444	24312 53213	   	164.19	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CGEN|3ZMB|4ASPD|56VULN|7DUST|8RCR|9CDMG|aDUR
445	12623 14261	   	164.11	DCR|2VULN|2AART|1DMG|1ASPD	1LWND|2ASPD|38VULN|4LIT|5DMG|6RCR|7DUST|9aAART
446	32622 14261	   	164.11	DCR|2VULN|2AART|1DMG|1ASPD	1LHND|2ASPD|38VULN|4LIT|5DMG|6RCR|7DUST|9aAART
447	41232 14323	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8DUST|9aFEWX|aBPWR
448	41232 14343	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8DUST|9aBEXP|aBPWR
449	41232 14353	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2aVULN|36DMG|4VENICY|5aCDMG|7RCR|8DUST|9aLWND|aBPWR
450	41323 13231	   	164.11	DCR|2VULN|2AART|1DMG|1DUR	1DUR|28VULN|3CGEN|4LIT|5DMG|6RCR|7DUST|9aAART
451	62623 12261	   	164.11	DCR|2VULN|2AART|1DMG|1ASPD	1ASPD|2DUST|38VULN|4LIT|5DMG|6RCR|7LHND|9aAART
452	41223 23532	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|29VULN|35DMG|4LIT|6LHND|7RCR|8aCDMG
453	41533 23532	   	164.11	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|29VULN|3LIT|45DMG|6LHND|7RCR|8aCDMG
454	44313 14233	   	164.11	DCR|4VULN|2CDMG|2DUR	18DUR|2RCVC|3DMSP|4BEXP|58CDMG|6RCR|789aVULN|8BPWR
455	23522 36323	   	164.10	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3ERES|4RCR|5RCVC|6DMG|79aVULN|8LEGI
456	24132 14111	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|3DUR|4LIT|56VULN|7LSRICY|8CDMG|9RCR|aDMG
457	22132 14111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DUR|4LIT|56VULN|7LSRICY|8CDMG|9RCR|aDMG
458	23332 52111	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RMIN|35VULN|4LIT|6AIRHEA|7DUR|8CDMG|9RCR|aDMG
459	11265 61221	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3aDMG|4ERES|6RCR|7FEWX|8AART|9CGEN
460	11265 61231	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3aDMG|4ERES|6RCR|7FEWX|8AART|9MLV
461	11265 63221	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3aDMG|4ERES|6RCR|7BEXP|8AART|9CGEN
462	11265 63231	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3aDMG|4ERES|6RCR|7BEXP|8AART|9MLV
463	11651 16221	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3ERES|4FEWX|6RCR|7aDMG|8AART|9CGEN
464	11651 16231	   	163.91	DCR|2VULN|2DMG|1AART	1LWND|25VULN|3ERES|4FEWX|6RCR|7aDMG|8AART|9MLV
465	22377 21451	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3MBVNT|4BELT|5ASPD|6CDMG|7aVULN|8DMG|9RCR
466	22377 34451	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3MBVNT|4BELT|5ASPD|6aVULN|7CDMG|8DMG|9RCR
467	41232 14621	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|36DMG|4VENICY|5CDMG|7RCR|8BASHEA|9AART|aMLV
468	41232 14622	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|36DMG|4VENICY|5CDMG|7RCR|8BASHEA|9AART|aFEWX
469	41232 14623	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|36DMG|4VENICY|5CDMG|7RCR|8BASHEA|9AART|aCGEN
470	22452 52111	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3LIT|45VULN|6LSRHEA|7DUR|8CDMG|9RCR|aDMG
471	41265 11121	   	163.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|25VULN|37DMG|46ERES|8CDMG|9RCR|aZMB
472	41513 13122	   	163.80	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUR|248VULN|3LIT|5DUST|6ZMB|7RCR|9AART|aASPD
473	65113 16122	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2LIT|38VULN|4FEWX|5DMG|6RCR|7MLV|9AART|aZMB
474	24323 82417	   	163.70	ACR|2DMG|1AART|2CDMG|2ZMB	1AART|28aCGEN|3aZMB|4RCR|5MBVNT|68DMG|78LHND|8aBPWR|9aCDMG
475	24312 53241	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4ASPD|56VULN|7DUST|8RCR|9LHND|aDMG
476	24312 53261	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4ASPD|56VULN|7DUST|8RCR|9BEXP|aDMG
477	24316 23311	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4ASPD|5ERES|6LSRICY|7aVULN|8RCR|9DMG
478	32622 12265	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2ASPD|38VULN|4LIT|5DMG|6RCR|7LEGI|9AART|aZMB
479	61623 11222	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2aBEXP|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR
480	61623 11224	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2BEXP|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aRCVC
481	63622 11222	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LHND|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aBEXP
482	63622 11224	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LHND|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aBELT
483	63622 11226	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LHND|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aLWND
484	65113 11222	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4FEWX|5DMG|6RCR|79DUR|9BPWR|aBEXP
485	65113 11224	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4FEWX|5DMG|6RCR|79DUR|9BPWR|aRCVC
486	65123 11222	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4aBEXP|5DMG|6RCR|79DUR|9BPWR
487	65123 11224	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4BEXP|5DMG|6RCR|79DUR|9BPWR|aRCVC
488	65163 11222	   	163.66	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2LIT|389VULN|4LWND|5DMG|6RCR|79DUR|9BPWR|aBEXP
489	34321 53111	   	163.62	ACR|3VULN|1AART|1CDMG|1ASPD	1LHND|2RCVC|3AART|4RCR|5ASPD|67aVULN|8FEWX|9CDMG
490	35321 53111	   	163.62	ACR|3VULN|1AART|1CDMG|1ASPD	12LHND|3AART|4RCR|5ASPD|67aVULN|8FEWX|9CDMG
491	41311 16222	 * 	163.62	DCR|3VULN|3DMG|3DUR|1MSE	18aDUR|258VULN|3CGEN|4MSE|6RCR|789DMG|8BPWR
492	62623 11222	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2DUST|389VULN|4aLIT|5DMG|6RCR|79DUR|9BPWR
493	62623 11223	   	163.56	DCR|3VULN|1DMG|2ASPD|2DUR	19ASPD|2DUST|389VULN|4LIT|5DMG|6RCR|79DUR|9BPWR|aLWND
