0	Index      	 *	Score 	Summary	Detail	
1	63332 16241	 * 	223.24	DCR|3VULN|2AART|2DMG	1RCVC|278VULN|35DMG|45LHND|5BPWR|6RCR|9aAART
336	63522 11613	   	199.31	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1RCVC|259VULN|35DUR|4AAC|5BPWR|6RCR|7ASPD|8DMG|aBEXP
337	33262 16351	   	199.28	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aVULN|3CDMG|46DMG|5BEXP|7RCR|8DUST|9TLV
338	33423 66222	 * 	199.27	DCR|2VULN|2AART|1ASPD|1CDMG	19AART|23VULN|4CDMG|5FEWX|6ASPD|7RCR|8AELBLL|aRCVC
339	63332 16214	   	199.23	DCR|4VULN|2DMG	1RCVC|278aVULN|35DMG|45LHND|5BPWR|6RCR|9RPLT
340	63211 16143	   	199.21	DCR|3VULN|1AART|1CDMG|2ZMB	1RCVC|278VULN|3CGEN|48TLV|58ZMB|6RCR|8BPWR|9AART|aCDMG
341	53152 31313	   	199.21	DCR|4VULN|1AART|2ZMB|1DUR	1aFEWX|2456VULN|35ZMB|5BPWR|7AART|8RCR|9DUR
342	53152 31316	   	199.21	DCR|4VULN|1AART|2ZMB|1DUR	1FEWX|2456VULN|35ZMB|5BPWR|7AART|8RCR|9DUR|aBEXP
343	53152 31331	   	199.21	DCR|4VULN|1AART|2ZMB|1DUR	1FEWX|2456VULN|35ZMB|5BPWR|7AART|8RCR|9LHND|aDUR
344	23152 13215	   	199.12	DCR|3VULN|1AART|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9DMG|aRMIN
345	23152 13255	   	199.12	DCR|3VULN|1AART|1DMG|2ZMB	19LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|aDMG
346	53152 31314	   	199.11	DCR|4VULN|1AART|2ZMB|1DUR	1FEWX|2456VULN|35ZMB|5BPWR|7AART|8RCR|9DUR|aERES
347	53152 31361	   	199.11	DCR|4VULN|1AART|2ZMB|1DUR	1FEWX|2456VULN|35ZMB|5BPWR|7AART|8RCR|9LEGI|aDUR
348	33262 16314	   	199.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1AART|2VULN|3CDMG|46DMG|5BEXP|7RCR|8DUST|9LHND|aASPD
349	33262 16334	   	199.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1AART|2VULN|3CDMG|46DMG|5BEXP|7RCR|8DUST|9FEWX|aASPD
350	33466 21311	 * 	199.05	DCR|3VULN|2AART|1ASPD	1aAART|237VULN|4RMIN|5ASPD|6ERES|8RCR|9RCVC
351	63332 12256	   	199.04	DCR|3VULN|3DMG	1RCVC|28aVULN|35aDMG|45LHND|5aBPWR|6RCR|7FEWX|9aTLV
352	63211 16141	   	199.04	DCR|3VULN|2AART|2ZMB	1RCVC|278VULN|3CGEN|48TLV|58ZMB|6RCR|8BPWR|9aAART
353	23152 13213	   	199.02	DCR|3VULN|1AART|1DMG|2ZMB|1MSE	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9DMG|aMSE
354	23152 13216	   	199.02	DCR|3VULN|1AART|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8AART|9DMG|aDUST
355	63152 11433	 * 	198.99	DCR|3ASPD|2VULN|2CDMG	1RCVC|2aVULN|35LHND|457ASPD|5aBPWR|6RCR|8aCDMG|9aLIT
356	23152 11344	   	198.88	DCR|3VULN|1AART|1ASPD|2ZMB|1SELL	1LHND|245VULN|35ZMB|5BPWR|6RCR|7ASPD|8SELL|9FEWX|aAART
357	33326 14151	 * 	198.86	DCR|3VULN|1MDPS|2DMG|1AART|1AAC	1AART|29aVULN|3RPLT|4aERES|5aDMG|6AAC|7MDPS|8RCR|aBPWR
358	63212 11153	   	198.79	DCR|3ASPD|2VULN|1AART	1RCVC|28VULN|3CGEN|48TLV|578ASPD|6RCR|8BPWR|9LHND|aAART
359	23152 11354	   	198.78	DCR|3VULN|1AART|1ASPD|2ZMB|1SELL	1LHND|245VULN|35ZMB|5BPWR|6RCR|7ASPD|8SELL|9DUST|aAART
360	31613 32424	 * 	198.65	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	19AART|2RMIN|3CDMG|4RCVC|5ASPD|6VULN|7ERES|8RCR|aDMG
361	62523 33212	   	198.64	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	19RCVC|28DMG|3CDMG|4VULN|5LIT|6AART|7ASPD|aRCR
362	63343 33212	   	198.64	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	19RCVC|2VULN|38DMG|4CDMG|5LIT|6AART|7ASPD|aRCR
363	62531 61123	 * 	198.58	DCR|3DMG|2AART|2CDMG	1RCVC|268DMG|38CDMG|4aAART|5RPLT|7RCR|8BPWR|9AELBLL
364	62531 61132	   	198.58	DCR|3DMG|2AART|2CDMG	1RCVC|268DMG|38CDMG|4aAART|5RPLT|7RCR|8BPWR|9LWND
365	63152 13324	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2aVULN|35LHND|45ASPD|5BPWR|6RCR|7DMG|8CDMG|9MLV
366	63152 13334	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2aVULN|35LHND|45ASPD|5BPWR|6RCR|7DMG|8CDMG|9AME
367	63152 13343	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2aVULN|35LHND|45ASPD|5BPWR|6RCR|7DMG|8CDMG|9FEWX
368	63152 13361	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|29VULN|35aLHND|45ASPD|5BPWR|6RCR|7DMG|8CDMG
369	63152 13362	   	198.50	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|29VULN|35LHND|45ASPD|5BPWR|6RCR|7DMG|8CDMG|aCGEN
370	63552 13313	 * 	198.49	DCR|2ASPD|1VULN|1DMG|3DUR|1CDMG	18RCVC|2VULN|359DUR|45ASPD|5BPWR|6RCR|7DMG|aCDMG
371	63552 13332	   	198.49	DCR|2ASPD|1VULN|1DMG|3DUR|1CDMG	18RCVC|2VULN|35aDUR|45ASPD|5BPWR|6RCR|7DMG|9CDMG
372	53352 13621	   	198.49	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	13FEWX|25VULN|45ASPD|5BPWR|6RCR|7DMG|8ZMB|9RCVC|aDUR
373	63153 13363	   	198.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|29VULN|35LHND|4aASPD|6RCR|7DMG|8CDMG
374	63333 11363	   	198.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|29VULN|3DMG|45LHND|6RCR|7aASPD|8CDMG
375	63652 31332	   	198.21	DCR|2VULN|2ASPD|1AART|1CDMG	1RCVC|26VULN|35FEWX|45ASPD|5BPWR|7AART|8RCR|9LHND|aCDMG
376	33421 56331	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|23aVULN|4CDMG|5ZMB|6LEGI|7RCR|8LIT|9DUR
377	45315 12133	   	198.10	DCR|4VULN|1ASPD|1CDMG|1AAC|1DUR	1CDMG|25MLV|3AAC|4579VULN|5BPWR|6DUR|8RCR|aASPD
378	33422 66132	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aAART|23VULN|4CDMG|5LWND|6ASPD|7RCR|8BEXP|9RPLT
379	33423 66221	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	19AART|23VULN|4CDMG|5FEWX|6ASPD|7RCR|8AELBLL|aCGEN
380	33423 66223	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	19AART|23VULN|4CDMG|5FEWX|6ASPD|7RCR|8AELBLL|aAME
381	33423 66321	   	197.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aAART|23VULN|4CDMG|5FEWX|6ASPD|7RCR|8LIT|9MLV
382	53352 13142	   	197.94	DCR|3ASPD|2VULN|1DMG|1AAC	13FEWX|25VULN|459ASPD|5BPWR|6RCR|7DMG|8RMIN|aAAC
383	62523 26212	   	197.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1RCVC|2DMG|39CDMG|46VULN|5LIT|7RCR|8ASPD|aDUR
384	63343 26212	   	197.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1RCVC|26VULN|3DMG|49CDMG|5LIT|7RCR|8ASPD|aDUR
385	62522 23163	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|2DMG|3CDMG|469VULN|5LHND|7ERES|8RCR|aASPD
386	63342 23163	   	197.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|269VULN|3DMG|4CDMG|5LHND|7ERES|8RCR|aASPD
387	23152 11141	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6RCR|79ASPD|8RMIN|aDUR
388	23152 11152	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6RCR|7aASPD|8RMIN|9DUR
389	23152 11213	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6RCR|7aASPD|8DMSP|9DUR
390	53142 11513	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	14FEWX|258VULN|35ZMB|5BPWR|6RCR|7aASPD|9DUR
391	53152 11141	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	1FEWX|245VULN|35ZMB|5BPWR|6RCR|79ASPD|8RMIN|aDUR
392	53152 11152	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	1FEWX|245VULN|35ZMB|5BPWR|6RCR|7aASPD|8RMIN|9DUR
393	53152 11413	   	197.87	DCR|3VULN|2ASPD|2ZMB|1DUR	18FEWX|245VULN|35ZMB|5BPWR|6RCR|7aASPD|9DUR
394	63332 25163	   	197.87	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45LHND|5BPWR|6CDMG|7RMIN|8RCR|aASPD
395	33322 62235	   	197.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2aVULN|3RPLT|4ERES|5ASPD|6RMIN|7CDMG|8DMG|9RCR
396	53352 11212	   	197.84	DCR|3ASPD|2VULN|1DMG|1AAC	13FEWX|25VULN|457ASPD|5BPWR|6RCR|8DMG|9TLV|aAAC
397	53162 53223	 * 	197.80	DCR|2VULN|3ZMB|1AART|1ASPD|1DUR|1SELL	1FEWX|25VULN|345ZMB|5BPWR|6SELL|7DUR|8RCR|9ASPD|aAART
398	63333 16243	   	197.78	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|278VULN|3DMG|45LHND|6RCR|9AART|aDUR
399	63332 23163	   	197.77	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|29VULN|35DMG|45LHND|5BPWR|6CDMG|7ERES|8RCR|aASPD
400	33322 12235	   	197.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AART|2aVULN|3RPLT|4ERES|5ASPD|6AAC|7CDMG|8DMG|9RCR
401	62142 21222	   	197.73	DCR|2VULN|2DMG|2ASPD	1RCVC|2aDMG|34ASPD|5LIT|69VULN|7RCR|8LHND
402	43525 22113	   	197.72	DCR|2VULN|2ASPD|2CDMG|1DMG	15CDMG|27VULN|3ERES|45ASPD|5BPWR|6LWND|8RCR|9AIRARM|aDMG
403	43525 22133	   	197.72	DCR|2VULN|2ASPD|2CDMG|1DMG	15CDMG|27VULN|3ERES|45ASPD|5BPWR|6LWND|8RCR|9BASARM|aDMG
404	23152 11365	   	197.72	DCR|4VULN|1ASPD|1AAC|2ZMB|1SELL	1LHND|2459VULN|35ZMB|5BPWR|6RCR|7ASPD|8SELL|aAAC
405	53352 13123	   	197.68	DCR|3VULN|2ASPD|1DMG	13FEWX|25aVULN|45ASPD|5BPWR|6RCR|7DMG|8RMIN|9RCVC
406	63332 16521	   	197.64	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|27VULN|35DMG|45LHND|5BPWR|6RCR|8DUR|9BELT|aAART
407	33466 21322	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|237VULN|4RMIN|5ASPD|6ERES|8RCR|9BEXP|aCDMG
408	33466 21332	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|237VULN|4RMIN|5ASPD|6ERES|8RCR|9LWND|aCDMG
409	23152 24143	   	197.61	DCR|3VULN|1AART|1CDMG|2ZMB|1DUR	1LHND|245VULN|35ZMB|5BPWR|6CDMG|7AART|8RPLT|9RCR|aDUR
410	62523 23632	   	197.48	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|27DMG|3CDMG|46VULN|5LIT|8AART|9CGEN|aRCR
411	63343 23632	   	197.48	DCR|2VULN|2DMG|1AART|1CDMG	1RCVC|26VULN|37DMG|4CDMG|5LIT|8AART|9CGEN|aRCR
412	63362 13261	   	197.32	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RCVC|2VULN|35DMG|45LWND|5BPWR|6RCR|7CGEN|8AART|9ASPD|aDUR
413	23152 12145	   	197.31	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7FEWX|8RCVC|9ASPD|aDMG
414	63352 32511	   	197.31	DCR|3VULN|1ASPD|1DMG|2DUR	1RCVC|269VULN|3DMG|4CGEN|5ASPD|7RCR|8aDUR
415	53352 11125	   	197.24	DCR|3VULN|3ASPD|1DUR	13FEWX|258VULN|457ASPD|5BPWR|6RCR|9LIT|aDUR
416	53352 11133	   	197.24	DCR|3VULN|3ASPD|1DUR	139FEWX|258VULN|457ASPD|5BPWR|6RCR|aDUR
417	63312 32511	   	197.21	DCR|3VULN|1ASPD|1DMG|2DUR	1RCVC|269VULN|3DMG|4TLV|5ASPD|7RCR|8aDUR
418	63332 11313	 * 	197.14	DCR|3DMG|1VULN|1ASPD|1CDMG	1RCVC|2VULN|35aDMG|45LHND|5BPWR|6RCR|7ASPD|8CDMG|9SPLJET
419	63362 11313	   	197.14	DCR|3DMG|1VULN|1ASPD|1CDMG	1RCVC|2VULN|35aDMG|45LWND|5BPWR|6RCR|7ASPD|8CDMG|9SPLJET
420	63333 13626	   	197.03	DCR|3VULN|2DMG|2DUR	1RCVC|28aVULN|3aDMG|45LHND|6RCR|7CGEN|9aDUR|aBPWR
421	63333 16326	   	197.03	DCR|3VULN|2DMG|2DUR	1RCVC|27aVULN|3aDMG|45LHND|6RCR|8MLV|9aDUR|aBPWR
422	63522 31141	   	197.03	DCR|3VULN|1AART|1NUKE|2DUR|1AAC	1RCVC|256VULN|35DUR|4AAC|5BPWR|7AART|8BELT|9RCR|aNUKE
423	33336 35631	   	196.98	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aVULN|3RPLT|4RMIN|5aDMG|6CGEN|7RCR|8LHND|9aDUR|aBPWR
424	63552 13112	   	196.97	DCR|2VULN|2ASPD|1DMG|2DUR	1aRCVC|29VULN|35DUR|45ASPD|5BPWR|6RCR|7DMG|8RMIN
425	63332 16511	   	196.93	DCR|3VULN|2DMG|2DUR	1RCVC|279VULN|35DMG|45LHND|5BPWR|6RCR|8aDUR
426	33262 16122	   	196.47	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2VULN|3CDMG|46DMG|58BEXP|7RCR|aRCVC
427	62142 21421	   	196.47	DCR|3ASPD|1AART|1VULN|1DMG	1RCVC|2DMG|349ASPD|5LIT|6VULN|7RCR|8RPLT|aAART
428	62523 26221	   	196.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2DMG|3CDMG|46VULN|5LIT|7RCR|89ASPD|aFEWX
429	62523 26223	   	196.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|2DMG|3CDMG|46VULN|5LIT|7RCR|89ASPD|aBEXP
430	63343 26221	   	196.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|26VULN|3DMG|4CDMG|5LIT|7RCR|89ASPD|aFEWX
431	63343 26223	   	196.40	DCR|2VULN|2ASPD|1DMG|1CDMG	1RCVC|26VULN|3DMG|4CDMG|5LIT|7RCR|89ASPD|aBEXP
432	53352 13323	   	196.40	DCR|2VULN|2ASPD|1DMG|1CDMG	139FEWX|25VULN|45ASPD|5BPWR|6RCR|7DMG|8RCVC|aCDMG
433	53352 32611	   	196.17	DCR|4VULN|2ASPD|1DUR	13FEWX|2569VULN|45ASPD|5BPWR|7LHND|8RCR|aDUR
434	62532 35311	   	196.15	DCR|3DMG|1AART|2CDMG|2DUR|1AAC	1RCVC|25aDMG|35CDMG|4AART|5aBPWR|6AAC|7RCR|8aDUR|9aAELBLL
435	53152 11621	   	196.10	DCR|3VULN|3ZMB|1ASPD|1DUR	1FEWX|245VULN|358ZMB|5BPWR|6RCR|7ASPD|9DUR|aRPLT
436	53152 11623	   	196.10	DCR|3VULN|3ZMB|1ASPD|1DUR	1FEWX|245VULN|358ZMB|5BPWR|6RCR|7ASPD|9DUR|aLWND
437	53352 13116	   	196.07	DCR|3VULN|2ASPD|1DMG	13FEWX|259VULN|45ASPD|5BPWR|6RCR|7DMG|8RMIN|aBEXP
438	53352 13521	   	196.07	DCR|3VULN|2ASPD|1DMG	139FEWX|258VULN|45ASPD|5BPWR|6RCR|7DMG|aLIT
439	21322 15816	   	196.02	DCR|4VULN|1ASPD|1CDMG|1ZMB	1LHND|2CDMG|3MBVNT|4678VULN|5ASPD|9ZMB|aRCR
440	53352 13112	   	195.97	DCR|3VULN|2ASPD|1DMG	13FEWX|259VULN|45ASPD|5BPWR|6RCR|7DMG|8RMIN|aMBVNT
441	53352 13115	   	195.97	DCR|3VULN|2ASPD|1DMG	13FEWX|259VULN|45ASPD|5BPWR|6RCR|7DMG|8RMIN|aERES
442	53352 13522	   	195.97	DCR|3VULN|2ASPD|1DMG	139FEWX|258VULN|45ASPD|5BPWR|6RCR|7DMG|aTLV
443	33312 55234	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	17AART|26VULN|3RPLT|4CDMG|5LWND|8RCR|9LHND|aASPD
444	53162 31521	 * 	195.95	DCR|2VULN|3ZMB|1AART|1ASPD|1DUR	1FEWX|25VULN|345ZMB|5BPWR|6AART|7DLOT|8DUR|9RCR|aASPD
445	62523 22141	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|2DMG|3CDMG|468VULN|5LIT|7MBVNT|9RCR|aASPD
446	63343 22141	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1RCVC|268VULN|3DMG|4CDMG|5LIT|7MBVNT|9RCR|aASPD
447	13652 11211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ERES|24VULN|35LWND|6RCR|7ASPD|8AART|9DMG|aDUR
448	23554 11211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15LHND|24VULN|3TLV|6RCR|7ASPD|8AART|9DMG|aDUR
449	23654 11211	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	15LHND|24VULN|3ERES|6RCR|7ASPD|8AART|9DMG|aDUR
450	45115 12131	   	195.90	DCR|4VULN|2CDMG|1ZMB|1DUR	15CDMG|2MLV|3ZMB|4579VULN|5BPWR|6DUR|8RCR|aLHND
451	45115 22132	   	195.90	DCR|4VULN|2CDMG|1ZMB|1DUR	15CDMG|2MLV|3ZMB|4579VULN|5BPWR|6LWND|8RCR|aDUR
452	53352 13531	   	195.87	DCR|3VULN|2ASPD|1DMG|1MSE	13FEWX|258VULN|45ASPD|5BPWR|6RCR|7DMG|9MSE|aERES
453	53352 13532	   	195.87	DCR|3VULN|2ASPD|1DMG|1MSE	13FEWX|258VULN|45ASPD|5BPWR|6RCR|7DMG|9MSE|aDUST
454	53352 13533	   	195.87	DCR|3VULN|3ASPD|1DMG|1MSE	13FEWX|258VULN|45aASPD|5BPWR|6RCR|7DMG|9MSE
455	53142 31315	   	195.82	DCR|3VULN|3ZMB|1AART|1DUR	14FEWX|256VULN|35aZMB|5BPWR|7AART|8RCR|9DUR
456	23153 13214	   	195.80	DCR|3VULN|1AART|1DMG|1ZMB	15LHND|24aVULN|3ZMB|6RCR|7CGEN|8AART|9DMG
457	63552 13113	   	195.80	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|29VULN|35DUR|45ASPD|5BPWR|6RCR|7DMG|8RMIN|aBEXP
458	53352 31322	   	195.79	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9MLV|aAELBLL
459	53352 31323	   	195.79	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9aMLV
460	53352 31324	   	195.79	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9MLV|aLWND
461	53352 31326	   	195.79	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9MLV|aBEXP
462	53352 31336	   	195.79	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9LHND|aRPLT
463	62523 26331	   	195.73	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1RCVC|2DMG|3CDMG|46VULN|5LIT|7RCR|89DUR|aASPD
464	63343 26331	   	195.73	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1RCVC|26VULN|3DMG|4CDMG|5LIT|7RCR|89DUR|aASPD
465	33312 52345	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1AART|26aVULN|3RPLT|4CDMG|58LWND|7DMG|9RCR
466	21211 24145	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	13LHND|2CDMG|46aVULN|5DMG|7AART|8RPLT|9RCR
467	53352 11152	   	195.71	DCR|3VULN|3ASPD|1AAC	13FEWX|258VULN|457ASPD|5BPWR|6RCR|9LHND|aAAC
468	63152 13313	   	195.70	DCR|2DMG|2ASPD|1VULN|1CDMG	1RCVC|2VULN|35LHND|45ASPD|5BPWR|6RCR|7aDMG|8CDMG|9SPLJET
469	62125 61211	   	195.70	DCR|2VULN|2ASPD|1DMG|2DUR	1RCVC|2DMG|37ASPD|4CGEN|5aDUR|6RCR|89VULN
470	33342 14151	   	195.69	DCR|3VULN|1MDPS|2ASPD|1AART|1AAC	1AART|29aVULN|3RPLT|4aCGEN|5aASPD|6AAC|7MDPS|8RCR|aBPWR
471	53352 31321	   	195.69	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9MLV|aLEGI
472	53352 31333	   	195.69	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9LHND|aDUST
473	53352 31334	   	195.69	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9LHND|aERES
474	62523 42141	   	195.67	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|26DMG|3CDMG|48VULN|5LIT|7MBVNT|9RCR|aASPD
475	63343 42141	   	195.67	DCR|2VULN|2DMG|1ASPD|1CDMG	1RCVC|28VULN|36DMG|4CDMG|5LIT|7MBVNT|9RCR|aASPD
476	63332 34612	   	195.63	DCR|3VULN|2DMG|1CDMG	1RCVC|269VULN|35DMG|45LHND|5BPWR|7FEWX|8RCR|aCDMG
477	33313 34145	   	195.62	DCR|3VULN|1AART|1ASPD|1CDMG	1AART|25aVULN|3RPLT|4CDMG|6AME|7ASPD|8ERES|9RCR
478	44311 27142	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2DMSP|3MBVNT|468VULN|5DMG|7LIT|9RCR|aAART
479	53352 11112	   	195.61	DCR|3VULN|3ASPD|1AAC|1MSE	13FEWX|258VULN|457ASPD|5BPWR|6RCR|9MSE|aAAC
480	53352 11142	   	195.61	DCR|3VULN|3ASPD|1AAC	13FEWX|258VULN|457ASPD|5BPWR|6RCR|9DUST|aAAC
481	46311 27141	   	195.61	DCR|3VULN|1ASPD|1DMG|1CDMG	1CDMG|2RCVC|3MBVNT|468VULN|5DMG|7LIT|9RCR|aASPD
482	53352 31363	   	195.59	DCR|3VULN|2ASPD|1AART	13FEWX|256VULN|45ASPD|5BPWR|7AART|8RCR|9LEGI|aDUST
483	62521 22115	   	195.53	DCR|3VULN|2DMG|1CDMG	1RCVC|2aDMG|3CDMG|47aVULN|5AME|6LWND|8RCR|9aAIRARM|aBPWR
484	62521 22135	   	195.53	DCR|3VULN|2DMG|1CDMG	1RCVC|2aDMG|3CDMG|47aVULN|5AME|6LWND|8RCR|9aBASARM|aBPWR
485	15341 62311	   	195.53	DCR|3VULN|2DMG|1CDMG	19ERES|2MLV|39DMG|4CDMG|5AME|6RCR|789VULN|9BPWR|aLHND
486	15341 62313	   	195.53	DCR|3VULN|2DMG|1CDMG	19ERES|2MLV|39DMG|4CDMG|5AME|6RCR|789VULN|9BPWR|aLWND
487	63652 31311	   	195.51	DCR|2VULN|2ASPD|1AART|2DUR	1RCVC|26VULN|35FEWX|45ASPD|5BPWR|7AART|8RCR|9aDUR
488	33322 14151	   	195.49	DCR|3VULN|1MDPS|2ASPD|1AART|1AAC	1AART|29aVULN|3RPLT|4aERES|5aASPD|6AAC|7MDPS|8RCR|aBPWR
489	33312 52241	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26VULN|3RPLT|4CDMG|5LWND|78DMG|9RCR|aLIT
490	33312 52244	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26VULN|3RPLT|4CDMG|5LWND|78DMG|9RCR|aRMIN
491	33312 52246	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26VULN|3RPLT|4CDMG|5LWND|78DMG|9RCR|aFEWX
492	63552 11132	   	195.43	DCR|3ASPD|2VULN|2DUR|1AAC	1RCVC|28VULN|35DUR|457ASPD|5BPWR|6RCR|9FEWX|aAAC
493	62522 23115	   	195.43	DCR|3VULN|2DMG|1CDMG	1RCVC|2aDMG|3CDMG|46aVULN|5LHND|7ERES|8RCR|9aAIRARM|aBPWR
494	62522 23135	   	195.43	DCR|3VULN|2DMG|1CDMG	1RCVC|2aDMG|3CDMG|46aVULN|5LHND|7ERES|8RCR|9aBASARM|aBPWR
495	23152 11225	   	195.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7ASPD|8DMSP|9FEWX|aDMG
496	23152 11245	   	195.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7ASPD|8DMSP|9LWND|aDMG
497	23152 13143	   	195.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8RMIN|9ASPD|aDMG
498	23152 13333	   	195.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8LWND|9DMG|aASPD
499	23152 13433	   	195.41	DCR|3VULN|1ASPD|1DMG|2ZMB	1LHND|245VULN|35ZMB|5BPWR|6RCR|7CGEN|8BEXP|9DMG|aASPD
500	33312 52242	   	195.38	DCR|2VULN|2DMG|1AART|1CDMG	1AART|26VULN|3RPLT|4CDMG|5LWND|78DMG|9RCR|aDUST
501	63552 11112	   	195.33	DCR|3ASPD|2VULN|2DUR|1AAC|1MSE	1RCVC|28VULN|35DUR|457ASPD|5BPWR|6RCR|9MSE|aAAC
502	33326 12245	   	195.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1AART|2aVULN|3RPLT|4ERES|58DMG|6AAC|7CDMG|9RCR
