0	Index      	 *	Score 	Summary	Detail	
1	23431 66312	 * 	216.65	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ASPD|8ZMB|aDUR
325	23431 62226	   	189.51	DCR|2VULN|2CDMG|1ASPD|1DMG	1CGEN|27CDMG|35VULN|4DMG|6RCR|8RCVC|9LHND|aASPD
326	11346 11111	   	189.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2VULN|3CDMG|45ASPD|6ERES|7RCR|89DMG|aRPLT
327	11346 11112	   	189.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1aLIT|2VULN|3CDMG|45ASPD|6ERES|7RCR|89DMG
328	11346 11115	   	189.50	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2VULN|3CDMG|45ASPD|6ERES|7RCR|89DMG|aLHND
329	61213 16521	   	189.49	DCR|2VULN|1MDPS|2ASPD|1DMG|2DUR	1CANARM|29VULN|3MDPS|46DUR|5DMG|7RCR|8aASPD
330	31213 53532	 * 	189.44	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3DUST|4CGEN|5AART|6DMG|8RCR|9SPLARM|aCDMG
331	31213 53524	   	189.43	DCR|2VULN|2DMG|1AART|1DUR	1LWND|27VULN|3DUST|4CGEN|5AART|69DMG|8RCR|aDUR
332	11346 11113	   	189.40	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2VULN|3CDMG|45ASPD|6ERES|7RCR|89DMG|aDUST
333	11346 11114	   	189.40	DCR|2DMG|2ASPD|1VULN|1CDMG	1LIT|2VULN|3CDMG|45ASPD|6ERES|7RCR|89DMG|aTLV
334	61132 11136	   	189.37	DCR|3VULN|1ASPD|1DMG|1DUR	1CANARM|29aVULN|3RCVC|4DMG|5DUR|6LIT|7ASPD|8RCR
335	31262 53532	   	189.34	DCR|1SPLARM|2VULN|1AART|1DMG|1CDMG	1LWND|27VULN|3DUST|4AART|5ERES|6DMG|8RCR|9SPLARM|aCDMG
336	23432 52216	 * 	189.33	DCR|1MDPS|2DMG|1AART|1VULN|1CDMG|1ZMB	1CGEN|2CDMG|3VULN|4aDMG|5MDPS|6FEWX|7RCR|8AART|9ZMB
337	63262 61212	 * 	189.28	ACR|2VULN|2ASPD|1AART|1DMG|2DUR	1CANARM|2aASPD|3RCR|4DMG|5BEXP|6aVULN|7LIT|8aDUR|9AART|aBPWR
338	11623 16611	   	189.25	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|2VULN|3ZMB|48AART|5BELT|69DMG|7RCR|aBEXP
339	11623 16612	   	189.15	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|2VULN|3ZMB|48AART|5BELT|69DMG|7RCR|aDUST
340	61132 11126	   	189.12	DCR|2VULN|2DMG|1ASPD|1DUR	1CANARM|2aVULN|3RCVC|49DMG|5DUR|6LIT|7ASPD|8RCR
341	11134 14212	   	189.09	DCR|3ASPD|2VULN|2DUR|1ZMB	1aLIT|23VULN|45aASPD|6ZMB|7AELBLL|8aDUR|9RCR|aBPWR
342	23434 41172	   	189.07	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|2CDMG|3VULN|48DMG|5MBVNT|67AART|9BELT|aRCR
343	11343 21123	 * 	189.00	DCR|1VULN|2CDMG|1AART|1ASPD|1DMG	1LIT|2VULN|36CDMG|4ASPD|5CGEN|7RCR|8DMG|9SNIFST|aAART
344	11343 21156	   	189.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1LIT|2VULN|36CDMG|4ASPD|5CGEN|7RCR|8DMG|9FEWX|aAART
345	11343 21426	   	189.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1LIT|2VULN|36CDMG|4ASPD|5CGEN|7RCR|8BEXP|9DMG|aAART
346	11615 33612	   	188.94	DCR|3VULN|2ASPD|2ZMB	1aLIT|24aVULN|34ZMB|4aBPWR|56RCVC|7LHND|8aASPD|9RCR
347	11343 21133	   	188.90	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LIT|2VULN|36CDMG|4ASPD|5CGEN|7RCR|8DMG|9MSLFST|aAART
348	61154 32412	   	188.82	DCR|3VULN|2DMG|1ZMB	1CANARM|256VULN|3RCVC|4MBVNT|7aDMG|8RCR|9ZMB
349	61158 32412	   	188.82	DCR|3VULN|2DMG|1ZMB	15CANARM|256VULN|3RCVC|4MBVNT|5BPWR|7aDMG|8RCR|9ZMB
350	23431 66121	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8BEXP|9DUR|aFEWX
351	23431 66123	   	188.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8BEXP|9DUR|aRPLT
352	23431 65111	   	188.48	DCR|3VULN|1DMG|1CDMG|1ZMB	19CGEN|2CDMG|359VULN|4DMG|6RCR|7ZMB|89BEXP|9BPWR|aRPLT
353	23431 65112	   	188.48	DCR|3VULN|1DMG|1CDMG|1ZMB	19CGEN|2CDMG|359VULN|4DMG|6RCR|7ZMB|89aBEXP|9BPWR
354	23121 63516	   	188.48	DCR|3VULN|1ASPD|1CDMG|1ZMB	18CGEN|2CDMG|38AME|4MLV|5ZMB|6RCR|789VULN|8BPWR|aASPD
355	23431 66122	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8BEXP|9DUR|aERES
356	23431 66232	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CGEN|2CDMG|35VULN|4DMG|6RCR|7ASPD|8ERES|9RPLT|aDUR
357	11315 51512	   	188.32	DCR|3VULN|2ASPD|1CDMG|1SELL	1aLIT|26aVULN|3CDMG|4LWND|5aASPD|7RCVC|8SELL|9RCR|aBPWR
358	11335 51512	   	188.32	DCR|3VULN|2ASPD|1CDMG|1SELL	1aLIT|26aVULN|3CDMG|4LHND|5aASPD|7RCVC|8SELL|9RCR|aBPWR
359	23215 14521	   	188.30	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1CGEN|23CDMG|4FEWX|5AART|6VULN|7ASPD|8RCR|9DMG|aRCVC
360	23421 61121	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35aVULN|4ZMB|6RCR|7LIT|8DMG|9SNIFST
361	23421 63121	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9DMG|aRPLT
362	23421 63122	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9DMG|aBEXP
363	23421 63124	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9DMG|aLIT
364	23421 63125	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8aLHND|9DMG
365	23421 63161	   	188.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9ASPD|aRPLT
366	23421 63162	   	188.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9ASPD|aBEXP
367	23421 63326	   	188.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	18CGEN|2CDMG|357VULN|4ZMB|6RCR|9LHND|aASPD
368	23431 61612	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4DMG|6RCR|7LIT|9ZMB|aAELBLL
369	23431 61613	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4DMG|6RCR|7LIT|9ZMB|aBEXP
370	23431 63151	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8LHND|9LWND|aZMB
371	23431 63311	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	189CGEN|2CDMG|357VULN|4DMG|6RCR|aZMB
372	23431 63321	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	18CGEN|2CDMG|357VULN|4DMG|6RCR|9LHND|aZMB
373	23431 63512	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9LIT|aAELBLL
374	23431 63513	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9LIT|aBEXP
375	23431 63531	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9RPLT|aBEXP
376	23431 65131	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ZMB|8BEXP|aRPLT
377	23431 65132	   	188.28	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ZMB|8aBEXP
378	11325 51512	   	188.22	DCR|3VULN|2ASPD|1CDMG|1SELL	1aLIT|26aVULN|3CDMG|4DUST|5aASPD|7RCVC|8SELL|9RCR|aBPWR
379	63113 21135	   	188.21	DCR|2DMG|1AART|1VULN|1ASPD	1CANARM|2ASPD|3RCVC|4AART|5AELBLL|6RCR|79DMG|8CGEN|aVULN
380	23131 23522	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2CDMG|3AME|4LHND|5aVULN|6DMG|7AART|8RCR|9DUR
381	11112 33331	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|23VULN|4RPLT|5AART|6RMIN|7DUR|8RCR|9CDMG|aDMG
382	11351 23315	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5BEXP|6AART|7ASPD|8RCR|aLHND
383	11351 23345	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|2aVULN|3CDMG|4DUR|5BEXP|6AART|7ASPD|8RCR|9CGEN
384	11352 53315	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6BEXP|7ASPD|8RCR|aLHND
385	13632 35621	   	188.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2RPLT|3aVULN|4FEWX|5CDMG|6DUR|7AART|8RCR|9DMG
386	23421 61131	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|35aVULN|4ZMB|6RCR|7LIT|8DMG|9MSLFST
387	23421 63123	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9DMG|aLEGI
388	23421 63126	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9DMG|aTLV
389	23421 63163	   	188.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8LHND|9ASPD|aLEGI
390	23421 63521	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8MBVNT|9DMG|aRPLT
391	23421 63522	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8MBVNT|9DMG|aBEXP
392	23421 63523	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8MBVNT|9DMG|aLHND
393	23421 63524	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4ZMB|6RCR|8MBVNT|9DMG|aLWND
394	23431 61611	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|358VULN|4DMG|6RCR|7LIT|9ZMB|aMBVNT
395	23431 63511	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9LIT|aMBVNT
396	23431 63532	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9RPLT|aDUST
397	23431 63533	   	188.18	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|357VULN|4DMG|6RCR|8ZMB|9RPLT|aMSLREG
398	51231 66221	   	188.16	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1RCVC|23BEXP|4CDMG|5VULN|6RCR|7ASPD|89DMG|aAAC
399	23431 63222	   	188.15	DCR|3VULN|1DMG|1CDMG|1DUR	1CGEN|2CDMG|357VULN|4DMG|6RCR|8RCVC|9LHND|aDUR
400	23431 62523	   	188.14	DCR|2VULN|3CDMG|1DMG|2ZMB	1CGEN|279CDMG|35VULN|4DMG|6RCR|8aZMB
401	63256 22223	 * 	188.14	ACR|2VULN|2DMG|2ASPD|3DUR	18aCANARM|28ASPD|3RCR|45aDUR|6BEXP|78VULN|8aBPWR|9aDMG
402	63113 21235	   	188.11	DCR|2DMG|1VULN|1AART|1ASPD|1AAC	1CANARM|2ASPD|3RCVC|4AART|5AELBLL|6RCR|79DMG|8AAC|aVULN
403	11352 13315	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6DUST|7ASPD|8RCR|aLHND
404	11352 13345	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|2aVULN|3CDMG|4DUR|5AART|6DUST|7ASPD|8RCR|9CGEN
405	11352 43315	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6LEGI|7ASPD|8RCR|aLHND
406	11351 23311	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1LIT|29VULN|3CDMG|4DUR|5BEXP|6AART|7ASPD|8RCR|aMSE
407	11351 23312	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5BEXP|6AART|7ASPD|8RCR|aERES
408	11351 23313	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5BEXP|6AART|7ASPD|8RCR|aDUST
409	11352 53311	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1LIT|29VULN|3CDMG|4DUR|5AART|6BEXP|7ASPD|8RCR|aMSE
410	11352 53312	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6BEXP|7ASPD|8RCR|aERES
411	11352 53313	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6BEXP|7ASPD|8RCR|aDUST
412	31232 46511	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1LWND|27VULN|3DUST|4ZMB|59ASPD|6AART|8RCR|aCGEN
413	31232 46512	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1LWND|27VULN|3DUST|4ZMB|59ASPD|6AART|8RCR|aRMIN
414	11162 13334	   	188.09	DCR|3VULN|1ASPD|1NUKE|1ZMB	1LIT|234VULN|5MLV|6ZMB|7CGEN|8RCR|9ASPD|aNUKE
415	23431 64211	   	188.08	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2CDMG|359VULN|4DMG|6RCR|7TLV|8ERES|aZMB
416	23431 64313	   	188.08	DCR|3VULN|1DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|359VULN|4DMG|6RCR|7TLV|8ZMB|aMSE
417	23431 65213	   	188.08	DCR|3VULN|1DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|359VULN|4DMG|6RCR|7ZMB|8ERES|aMSE
418	23421 61112	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|89DMG|aAELBLL
419	23421 61113	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|89DMG|aBEXP
420	23421 61115	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|89DMG|aLHND
421	23431 61112	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|48DMG|6RCR|7LIT|9ZMB|aAELBLL
422	23431 61113	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|48DMG|6RCR|7LIT|9ZMB|aBEXP
423	23431 61115	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|48DMG|6RCR|7LIT|9ZMB|aLHND
424	31232 43126	   	188.02	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1LWND|2aVULN|3DUST|4ZMB|5ASPD|6AART|7CDMG|8MDPS|9RCR
425	31161 66311	   	188.02	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|3FEWX|46AART|5DUR|8RCR|9ASPD|aAME
426	31161 66321	   	188.02	DCR|2VULN|2AART|1DMG|1DUR	1LWND|27VULN|3FEWX|46AART|5DUR|8RCR|9DMG|aAME
427	31161 56312	   	188.02	DCR|2VULN|2AART|1ASPD|1DUR	16LWND|27VULN|3FEWX|4aAART|5DUR|8RCR|9ASPD
428	31161 56322	   	188.02	DCR|2VULN|2AART|1DMG|1DUR	16LWND|27VULN|3FEWX|4aAART|5DUR|8RCR|9DMG
429	11341 15116	   	188.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	16LIT|2VULN|3CDMG|4ASPD|58DMG|7DUR|9ZMB|aRCR
430	11352 13311	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1LIT|29VULN|3CDMG|4DUR|5AART|6DUST|7ASPD|8RCR|aMSE
431	11352 13312	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6DUST|7ASPD|8RCR|aERES
432	11352 13313	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6aDUST|7ASPD|8RCR
433	11352 43311	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1LIT|29VULN|3CDMG|4DUR|5AART|6LEGI|7ASPD|8RCR|aMSE
434	11352 43312	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6LEGI|7ASPD|8RCR|aERES
435	11352 43313	   	187.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|29VULN|3CDMG|4DUR|5AART|6LEGI|7ASPD|8RCR|aDUST
436	31232 46513	   	187.99	DCR|2VULN|2ASPD|1AART|1ZMB	1LWND|27VULN|3DUST|4ZMB|59ASPD|6AART|8RCR|aMBVNT
437	61423 22124	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	1CANARM|245VULN|3BEXP|6ASPD|7RCR|8RPLT|9DMG|aDUR
438	61423 22421	   	187.96	DCR|3VULN|1ASPD|1DMG|1DUR	1CANARM|245VULN|3BEXP|6ASPD|7RCR|8DUR|9DMG|aCGEN
439	23421 61111	   	187.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|89DMG|aMBVNT
440	23421 61114	   	187.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|4ZMB|6RCR|7LIT|89DMG|aTLV
441	23431 61111	   	187.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|48DMG|6RCR|7LIT|9ZMB|aMBVNT
442	23431 61114	   	187.93	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|48DMG|6RCR|7LIT|9ZMB|aTLV
443	31261 53312	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	16LWND|27VULN|3DUST|4aAART|5DUR|8RCR|9ASPD
444	31261 53322	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	16LWND|27VULN|3DUST|4aAART|5DUR|8RCR|9DMG
445	31261 63311	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9ASPD|aAME
446	31261 63314	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9ASPD|aDMSP
447	31261 63315	   	187.92	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9ASPD|aLHND
448	31261 63321	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9DMG|aAME
449	31261 63324	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9DMG|aDMSP
450	31261 63325	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1LWND|27VULN|3DUST|46AART|5DUR|8RCR|9DMG|aLHND
451	31261 63335	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	19LWND|27VULN|3DUST|46AART|5DUR|8RCR|aDMG
452	35434 32321	 * 	187.90	DCR|1SPLARM|3DMG|3ASPD	19LWND|239ASPD|4RMIN|5SPLARM|6ERES|7RCR|89aDMG|9BPWR
453	31125 24136	   	187.89	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2aVULN|3FEWX|49CDMG|5AART|6DUR|7RCR|8ZMB
454	11432 45111	 * 	187.89	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1LIT|2VULN|3SPLJET|4DUR|58AART|6RCR|7CDMG|9AELBLL|aNUKE
455	55353 33231	   	187.86	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1RCVC|2FEWX|3AART|4DMG|5VULN|6MDPS|7RCR|8DUR|9ASPD|aZMB
456	61423 22422	   	187.86	DCR|3VULN|1ASPD|1DMG|1DUR	1CANARM|245VULN|3BEXP|6ASPD|7RCR|8DUR|9DMG|aDUST
457	23431 64323	   	187.83	DCR|2VULN|2DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|35VULN|49DMG|6RCR|7TLV|8ZMB|aMSE
458	23431 65223	   	187.83	DCR|2VULN|2DMG|1CDMG|1ZMB|1MSE	1CGEN|2CDMG|35VULN|49DMG|6RCR|7ZMB|8ERES|aMSE
459	23431 64221	   	187.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|2CDMG|35VULN|49DMG|6RCR|7TLV|8ERES|aZMB
460	31261 13312	   	187.82	DCR|2VULN|2AART|1ASPD|1DUR	1LWND|27VULN|36DUST|4aAART|5DUR|8RCR|9ASPD
461	31261 13322	   	187.82	DCR|2VULN|2AART|1DMG|1DUR	1LWND|27VULN|36DUST|4aAART|5DUR|8RCR|9DMG
462	61413 22423	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aCANARM|25VULN|34aBEXP|6ASPD|7RCR|8DUR|9aDMG|aBPWR
463	61422 22423	   	187.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aCANARM|24VULN|35aBEXP|6ASPD|7RCR|8DUR|9aDMG|aBPWR
464	31225 24132	   	187.79	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|2aVULN|3DUST|49CDMG|5AART|6DUR|7RCR|8ZMB
465	61132 11116	   	187.78	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1CANARM|2aVULN|3RCVC|4DMG|5DUR|6LIT|7ASPD|8RCR|9CDMG
466	23431 36361	   	187.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2ZMB	1CGEN|2CDMG|35VULN|4DMG|6LWND|7ASPD|8aZMB|9RCR
467	61154 21412	   	187.68	DCR|2VULN|2ASPD|1DMG|1ZMB	1CANARM|25VULN|3RCVC|4MBVNT|67ASPD|8RCR|9ZMB|aDMG
468	61158 21412	   	187.68	DCR|2VULN|2ASPD|1DMG|1ZMB	15CANARM|25VULN|3RCVC|4MBVNT|5BPWR|67ASPD|8RCR|9ZMB|aDMG
469	23431 62161	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1CGEN|27CDMG|35VULN|4DMG|6RCR|8LHND|9ASPD|aRPLT
470	23431 62162	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1CGEN|27CDMG|35VULN|4DMG|6RCR|8LHND|9ASPD|aBEXP
471	23431 62326	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	18CGEN|27CDMG|35VULN|4DMG|6RCR|9LHND|aASPD
472	23332 63616	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	1CGEN|28CDMG|35LHND|4DMG|6RCR|79VULN|aASPD
473	11355 23241	   	187.51	DCR|2VULN|2ASPD|2CDMG|2DUR	178LIT|28VULN|36CDMG|49DUR|58ASPD|8BPWR|aRCR
474	11614 62121	   	187.51	DCR|2VULN|2ASPD|1AART|2ZMB	16LIT|24VULN|34ZMB|46BPWR|56ASPD|7SPLJET|8AART|9ERES|aRCR
475	11614 62131	   	187.51	DCR|2VULN|2ASPD|1AART|2ZMB	16LIT|24VULN|34ZMB|46BPWR|56ASPD|7SPLJET|8AART|9TLV|aRCR
476	23431 62163	   	187.50	DCR|2VULN|2CDMG|1ASPD|1DMG	1CGEN|27CDMG|35VULN|4DMG|6RCR|8LHND|9ASPD|aLEGI
477	23431 63252	   	187.48	DCR|3VULN|2CDMG|1DMG	1aCGEN|2aCDMG|357VULN|4DMG|6RCR|8RCVC|9aMLV|aBPWR
478	63116 21522	   	187.47	DCR|2AART|2ASPD|1DMG|1ZMB	1CANARM|25ASPD|3RCVC|48AART|6RCR|7DMG|9LHND|aZMB
479	61132 11114	 * 	187.47	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1DUR	1CANARM|2VULN|3RCVC|4DMG|5DUR|6LIT|7ASPD|8RCR|9CDMG|aNUKE
480	63116 21322	   	187.37	DCR|2AART|2ASPD|1DMG|1ZMB	1CANARM|25ASPD|3RCVC|49AART|6RCR|7DMG|8DUST|aZMB
481	61112 63161	   	187.37	DCR|2VULN|2ASPD|1AART|1DUR	1CANARM|28VULN|3RCVC|47ASPD|5DUR|6TLV|9RCR|aAART
482	61112 63362	   	187.37	DCR|2VULN|2ASPD|1AART|1DUR	1CANARM|2aVULN|3RCVC|47ASPD|5DUR|6TLV|8AART|9RCR
483	23421 63111	   	187.28	DCR|4VULN|1CDMG|2ZMB	1CGEN|2CDMG|3579VULN|4aZMB|6RCR|8LHND
484	23431 63262	   	187.28	DCR|3VULN|2CDMG|1DMG	1aCGEN|2aCDMG|357VULN|4DMG|6RCR|8RCVC|9aTLV|aBPWR
485	63242 22523	   	187.27	ACR|3VULN|2DMG|2ASPD	1aCANARM|25ASPD|3RCR|47aVULN|6BEXP|8FEWX|9aDMG|aBPWR
486	63111 62313	 * 	187.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB	1CANARM|2ASPD|3RCVC|47AART|5LHND|6CDMG|8ZMB|9RCR|aVULN
