0	Index      	 *	Score 	Summary	Detail	
1	26522 13511	 * 	208.27	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1LIT|2DUR|34AART|5CDMG|6RCR|7DMG|8aVULN|9BEXP
319	13153 52113	   	181.08	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9RCVC
320	62113 52113	   	181.08	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9RCVC
321	63153 52113	   	181.08	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9RCVC
322	21322 53331	   	181.00	DCR|2VULN|1AART|1CDMG|1ZMB|1SPLREG	15LIT|2ZMB|3MBVNT|4SPLREG|6RCR|7CDMG|89VULN|aAART
323	21324 53331	   	181.00	DCR|2VULN|1AART|1CDMG|1ZMB|1SPLREG	1LIT|2ZMB|3MBVNT|4SPLREG|5AELBLL|6RCR|7CDMG|89VULN|aAART
324	44232 13122	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	12BEXP|2BPWR|3AART|4LIT|5CDMG|6RCR|7aDMG|8CANSTR|9VULN
325	32153 52113	   	180.98	DCR|3VULN|1DMG|1ZMB|1DUR	1LEGI|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9RCVC
326	11241 21624	 * 	180.94	2SPLARM|3VULN|2DMG|1AART|1CDMG	1LWND|26SPLARM|3FEWX|4CDMG|56DMG|6BPWR|7AART|89aVULN
327	33142 83284	 * 	180.86	DCR|2VULN|2ASPD|2CDMG|1AAC	1LEGI|29VULN|3AAC|4aRCVC|5MBVNT|69CDMG|79ASPD|8RCR|9BPWR
328	11341 21624	   	180.84	2SPLARM|3VULN|2DMG|1AART|1CDMG	1LWND|26SPLARM|3DUST|4CDMG|56DMG|6BPWR|7AART|89aVULN
329	22522 13662	   	180.82	DCR|2AART|2DMG|2CDMG	1LIT|2LHND|34AART|59CDMG|6RCR|78DMG|aRPLT
330	22522 13661	   	180.72	DCR|2AART|2DMG|2CDMG	1LIT|2LHND|34AART|59CDMG|6RCR|78DMG|aLEGI
331	41163 12232	   	180.58	DCR|1SPLARM|2VULN|1AART|1CDMG|1ZMB	15BEXP|2SPLARM|3ERES|4CDMG|69VULN|7AART|8ZMB|aRCR
332	33142 83281	   	180.54	DCR|2VULN|2ASPD|2CDMG|1AAC	1LEGI|29VULN|3AAC|4RCVC|5MBVNT|69CDMG|79ASPD|8RCR|9BPWR|aCGEN
333	33142 83283	   	180.54	DCR|2VULN|2ASPD|2CDMG|1AAC	1LEGI|29VULN|3AAC|4RCVC|5MBVNT|69CDMG|79ASPD|8RCR|9BPWR|aFEWX
334	33322 22431	   	180.54	DCR|2VULN|2DMG|1AART	1LEGI|28VULN|3RCVC|4DUST|589LIT|68DMG|7AART|8BPWR|aRCR
335	62313 12543	   	180.48	DCR|2VULN|2ASPD|1DMG|1ZMB	19LHND|2ZMB|38VULN|4CGEN|5DMG|67ASPD|aRCR
336	52231 62225	   	180.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9VULN|aRCVC
337	52231 62325	   	180.47	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9VULN|aRCVC
338	12323 42346	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	18LWND|2ZMB|39VULN|4CDMG|5CGEN|6AART|7RCR|aDUR
339	33142 83282	   	180.44	DCR|2VULN|2ASPD|2CDMG|1AAC|1MSE	1LEGI|29VULN|3AAC|4RCVC|5MBVNT|69CDMG|79ASPD|8RCR|9BPWR|aMSE
340	12322 42346	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	18LWND|2ZMB|39VULN|4CDMG|5ERES|6AART|7RCR|aDUR
341	12113 52132	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9FEWX
342	12113 52143	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3DUR|49CGEN|5DMG|6RCR|78aVULN
343	12113 52152	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9LIT
344	12113 52163	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	19LWND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN
345	12463 52132	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3CGEN|4DUR|5DMG|6RCR|78aVULN|9FEWX
346	13153 52132	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9FEWX
347	13153 52143	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|29CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN
348	13153 52152	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9LIT
349	13153 52163	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	19LWND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN
350	42433 52112	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2ZMB|3CGEN|4LWND|5DMG|6RCR|78aVULN|9DUR
351	42613 52112	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2ZMB|37aVULN|4CGEN|5DMG|6RCR|8LHND|9DUR
352	43353 52112	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1BEXP|2CGEN|37aVULN|4ZMB|5DMG|6RCR|8LHND|9DUR
353	62113 52132	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9FEWX
354	62113 52143	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|49CGEN|5DMG|6RCR|78aVULN
355	62113 52152	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9LIT
356	62113 52162	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DUR|4CGEN|5DMG|6RCR|78aVULN|9LWND
357	63153 52132	   	180.33	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9FEWX
358	21113 32311	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|356VULN|4LWND|7MLV|8CDMG|9ASPD|aRCR
359	21113 36311	   	180.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|356VULN|4LWND|7AME|8CDMG|9ASPD|aRCR
360	32153 52132	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LEGI|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9FEWX
361	32153 52143	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LEGI|29CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN
362	32153 52152	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LEGI|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9LIT
363	32153 52162	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LEGI|2CGEN|3DUR|4ZMB|5DMG|6RCR|78aVULN|9LWND
364	12423 52112	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LWND|2ZMB|3CGEN|4DUST|5DMG|6RCR|78aVULN|9DUR
365	62423 52112	   	180.23	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3CGEN|4DUST|5DMG|6RCR|78aVULN|9DUR
366	33335 23562	   	180.21	DCR|2VULN|1MDPS|1AART|1ASPD	1LEGI|27VULN|3RCVC|4LWND|5LHND|6RCR|8AART|9ASPD|aMDPS
367	12326 34323	   	180.18	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1LWND|2ZMB|38VULN|46CDMG|5DMSP|7DUR|9RCR|aDMG
368	62326 34323	   	180.18	DCR|2VULN|2CDMG|1DMG|1ZMB|1DUR	1LHND|2ZMB|38VULN|46CDMG|5DMSP|7DUR|9RCR|aDMG
369	21113 15311	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|357VULN|4LWND|6ERES|8CDMG|9ASPD|aRCR
370	22362 65311	   	180.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1LIT|2LHND|3ZMB|4ERES|567VULN|8CDMG|9ASPD|aRCR
371	52231 62221	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9VULN|aAELBLL
372	52231 62222	   	180.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9VULN|aCGEN
373	52231 62223	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9VULN|aLWND
374	52231 62226	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9VULN|aAME
375	52231 62231	   	180.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LHND|9BEXP|aVULN
376	52231 62321	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9VULN|aAELBLL
377	52231 62322	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9VULN|aCGEN
378	52231 62323	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8aLWND|9VULN
379	52231 62324	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9VULN|aLHND
380	52231 62326	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9VULN|aAME
381	52231 62331	   	180.15	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|3AART|4DMG|5DUR|6CDMG|7RCR|8LWND|9BEXP|aVULN
382	21152 23416	   	180.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|356VULN|4AAC|7aASPD|8RMIN|9RCR
383	33243 12643	   	180.15	DCR|3VULN|2ASPD|1ZMB	1LEGI|24aVULN|3FEWX|5ZMB|67ASPD|8CGEN|9RCR
384	21152 23316	   	180.05	DCR|3VULN|2ASPD|1AAC|1ZMB	1LIT|2ZMB|356VULN|4AAC|7aASPD|8TLV|9RCR
385	22522 15341	   	179.90	DCR|2VULN|2AART|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|89VULN|aLWND
386	26522 12336	 * 	179.88	DCR|2AART|1MDPS|1VULN|2CDMG|1DUR	1LIT|2DUR|34AART|57CDMG|6RCR|8VULN|9MLV|aMDPS
387	26362 21133	   	179.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4ERES|5VULN|6DMG|7ASPD|8BEXP|9RCR|aAART
388	26522 12432	 * 	179.77	DCR|2AART|3CDMG|1ASPD|1DUR	1LIT|2DUR|34AART|57aCDMG|6RCR|8RCVC|9ASPD
389	33334 62223	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|27VULN|35RCVC|4LWND|6CDMG|8ASPD|9RCR|aDMG
390	33334 66323	   	179.77	DCR|2VULN|1ASPD|1DMG|1CDMG	1LEGI|28VULN|35RCVC|4LWND|6CDMG|7ASPD|9RCR|aDMG
391	12154 52233	 * 	179.73	DCR|2VULN|1AART|3DUR|2ZMB	1LWND|24ZMB|389DUR|57VULN|6RCR|aAART
392	33363 52233	   	179.72	DCR|2VULN|1AART|3DUR|1ZMB	1LEGI|27VULN|3RCVC|489DUR|5ZMB|6RCR|aAART
393	33452 52321	   	179.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|3LWND|4DUST|5CDMG|6ASPD|7DUR|89AART|aRCR
394	21615 53133	   	179.61	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB	1LIT|2ZMB|37DMG|4DUST|5CDMG|6AART|8FEWX|9ASPD|aRCR
395	22522 11536	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7LWND|8BELT|9ASPD|aVULN
396	22522 13441	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CGEN|9VENFST|aVULN
397	22522 13512	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9BEXP|aRMIN
398	22522 13514	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1aLIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9BEXP
399	22522 13515	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9BEXP|aLWND
400	22522 13522	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9RMIN|aMLV
401	22522 13525	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9RMIN|aFEWX
402	22522 13532	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	19LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|aRMIN
403	22522 13534	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	19LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|aLWND
404	22522 13542	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9CGEN|aMLV
405	22522 13562	   	179.58	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9FEWX|aRMIN
406	22522 15212	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|8BEXP|9ASPD|aVULN
407	22522 15311	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|8VULN|9ASPD|aFEWX
408	22522 15313	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2aLHND|34AART|5CDMG|6RCR|7RPLT|8VULN|9ASPD
409	22522 15314	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|8VULN|9ASPD|aCGEN
410	22522 15316	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7RPLT|8VULN|9ASPD|aLWND
411	42613 22243	   	179.58	DCR|3VULN|1DMG|2DUR|1ZMB	1BEXP|2ZMB|37aVULN|4CGEN|5DMG|68DUR|9RCR
412	43353 22243	   	179.58	DCR|3VULN|1DMG|2DUR|1ZMB	1BEXP|2CGEN|37aVULN|4ZMB|5DMG|68DUR|9RCR
413	22546 21333	   	179.56	DCR|2ASPD|1AART|1DMG|1CDMG|2DUR	1LIT|2LHND|3AART|45DUR|6DMG|7CDMG|89ASPD|aRCR
414	52233 26241	   	179.48	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2ZMB|3AART|49DMG|5LHND|6DUR|7RPLT|8RCR|aVULN
415	22522 13121	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9VULN|aCGEN
416	22522 13124	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9VULN|aLWND
417	22522 13125	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9VULN|aAELBLL
418	22522 13126	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9VULN|aDMSP
419	22522 13513	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9BEXP|aBASARM
420	22522 13521	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG|1MSE	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9RMIN|aMSE
421	22522 13523	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9RMIN|aBASFIG
422	22522 13526	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9RMIN|aTLV
423	22522 13536	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG|1MSE	19LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|aMSE
424	22522 13541	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG|1MSE	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9CGEN|aMSE
425	22522 13543	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9CGEN|aCANARM
426	22522 13563	   	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8VULN|9FEWX|aBASARM
427	32353 22243	   	179.48	DCR|3VULN|1DMG|2DUR|1ZMB	1LEGI|2CGEN|37aVULN|4ZMB|5DMG|68DUR|9RCR
428	33216 56231	   	179.41	DCR|2VULN|2DMG|1ASPD	1LEGI|26VULN|3FEWX|48DMG|5aRMIN|7RCR|9ASPD
429	12144 52233	   	179.40	DCR|2VULN|1AART|3DUR|1ZMB	1LWND|2ZMB|389DUR|4RCVC|57VULN|6RCR|aAART
430	22522 13123	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9VULN|aDUST
431	22522 13131	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2LHND|34AART|5CDMG|6RCR|7DMG|8CANSTR|9ERES|aVULN
432	33216 56232	   	179.31	DCR|2VULN|2DMG|1ASPD	1LEGI|26VULN|3FEWX|48DMG|5RMIN|7RCR|9ASPD|aERES
433	21615 24121	   	179.26	DCR|1AART|1VULN|1DMG|1CDMG|2ZMB|1DUR	1LIT|27ZMB|3DMG|4DUST|5CDMG|6DUR|8VULN|9RCR|aAART
434	26562 12331	   	179.24	DCR|1VULN|2CDMG|1AART|1ASPD|1DUR	1LIT|2DUR|3AART|4AELBLL|57CDMG|6RCR|8VULN|9MLV|aASPD
435	33212 46233	   	179.21	DCR|2VULN|2DMG|1ASPD	1LEGI|2aVULN|3FEWX|48DMG|56ERES|7RCR|9ASPD
436	31254 31331	   	179.20	DCR|2VULN|2DMG|1CDMG	1LEGI|2aBASFIG|3FEWX|4aDMG|5LIT|6RCR|7RCVC|8CDMG|9aVULN|aBPWR
437	33335 23563	   	179.16	DCR|2VULN|1AART|1ASPD|1DUR	1LEGI|27VULN|3RCVC|4LWND|5LHND|6RCR|8AART|9ASPD|aDUR
438	63262 62144	   	179.16	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2CGEN|3RCVC|4DUR|5MBVNT|6RCR|78VULN|9AART|aDMG
439	11251 15151	 * 	179.12	DCR|1SPLARM|2ASPD|1VULN|1DMG|1CDMG	1LWND|2SPLARM|3FEWX|4DMG|59ASPD|6DUST|7RCR|8VULN|aCDMG
440	21364 22783	 * 	179.10	ACR|3DMG|2VULN|1ASPD|1ZMB	1LIT|2ZMB|3MBVNT|4RCR|568DMG|79VULN|aASPD
441	31354 31331	   	179.10	DCR|2VULN|2DMG|1CDMG	1LEGI|2aBASFIG|3DUST|4aDMG|5LIT|6RCR|7RCVC|8CDMG|9aVULN|aBPWR
442	32262 62144	   	179.06	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2CGEN|3RCVC|4DUR|5MBVNT|6RCR|78VULN|9AART|aDMG
443	11241 35224	 * 	179.05	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG|1DUR	1LWND|2SPLARM|3FEWX|4CDMG|59DMG|6ASPD|7DUR|8AART|aRCR
444	11541 31224	   	179.05	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG|1DUR	1LWND|2SPLARM|3DUR|4CDMG|59DMG|6ASPD|7FEWX|8AART|aRCR
445	11341 32224	   	178.95	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG|1DUR	1LWND|2SPLARM|3DUST|4CDMG|59DMG|6ASPD|7DUR|8AART|aRCR
446	61341 32224	   	178.95	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG|1DUR	1LHND|2SPLARM|3DUST|4CDMG|59DMG|6ASPD|7DUR|8AART|aRCR
447	11244 62331	   	178.92	DCR|1SPLARM|1VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2SPLARM|3FEWX|4CDMG|5AART|6RCR|7DUST|8VULN|9ASPD|aDUR
448	11254 35132	   	178.74	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG	1LWND|2SPLARM|3FEWX|48DMG|5LIT|6RCR|7ASPD|9CDMG|aAART
449	13142 62144	   	178.73	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2CGEN|3DUR|4RCVC|5MBVNT|6RCR|78VULN|9AART|aDMG
450	63142 62144	   	178.73	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2CGEN|3DUR|4RCVC|5MBVNT|6RCR|78VULN|9AART|aDMG
451	21151 22244	   	178.69	DCR|3VULN|1DMG|1AAC|1ZMB|1DUR	1LIT|2ZMB|369VULN|4AAC|5RCVC|7DMG|8RCR|aDUR
452	21151 23244	   	178.69	DCR|3VULN|1ASPD|1AAC|1ZMB|1DUR	1LIT|2ZMB|369VULN|4AAC|5RCVC|7ASPD|8RCR|aDUR
453	11354 35132	   	178.64	DCR|1SPLARM|2DMG|1AART|1ASPD|1CDMG	1LWND|2SPLARM|3DUST|48DMG|5LIT|6RCR|7ASPD|9CDMG|aAART
454	32142 62144	   	178.63	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2CGEN|3DUR|4RCVC|5MBVNT|6RCR|78VULN|9AART|aDMG
455	21133 21335	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5CGEN|6DMG|7ASPD|8RCR|9LWND
456	21133 21352	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5CGEN|6DMG|7ASPD|8RCR|9MLV
457	21136 21333	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5RMIN|6DMG|7ASPD|8RCR|9LWND
458	21136 21342	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5RMIN|6DMG|7ASPD|8RCR|9CGEN
459	21136 21355	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5RMIN|6DMG|7ASPD|8RCR|9BEXP
460	21623 31335	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4MLV|5aVULN|6DUR|7ASPD|8RCR|9LWND
461	21623 31342	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4MLV|5aVULN|6DUR|7ASPD|8RCR|9CGEN
462	21623 31355	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4MLV|5aVULN|6DUR|7ASPD|8RCR|9BEXP
463	21663 31335	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4CGEN|5aVULN|6DUR|7ASPD|8RCR|9LWND
464	21663 31352	   	178.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4CGEN|5aVULN|6DUR|7ASPD|8RCR|9MLV
465	21133 21322	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5CGEN|6DMG|7ASPD|8RCR|9ERES
466	21133 21365	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5CGEN|6DMG|7ASPD|8RCR|9DUST
467	21136 21322	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3aVULN|4DUR|5RMIN|6DMG|7ASPD|8RCR|9ERES
468	21623 31322	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4MLV|5aVULN|6DUR|7ASPD|8RCR|9ERES
469	21663 31322	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3DMG|4CGEN|5aVULN|6DUR|7ASPD|8RCR|9ERES
470	26362 21342	   	178.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2DUR|3ZMB|4ERES|5aVULN|6DMG|7ASPD|8RCR|9CGEN
471	33543 23512	 * 	178.42	DCR|2VULN|3CDMG|1AART|1DUR	1LEGI|28VULN|3CANSTR|478CDMG|5AART|68ERES|8BPWR|9DUR|aRCR
472	33543 33512	   	178.42	DCR|2VULN|3CDMG|1AART|1DUR	1LEGI|28VULN|36CANSTR|468CDMG|5AART|68BPWR|78ERES|9DUR|aRCR
473	42213 13643	 * 	178.28	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB	145BEXP|2ZMB|3AART|6VULN|7ASPD|8RCR|9DMG|aMDPS
474	42226 63323	   	178.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2ZMB|3AART|4LWND|5FEWX|6DMG|78VULN|9DUR|aRCR
