0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33242 23411	10	 * 	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	18FEWX|2CGEN|3458VULN|68ASPD|7RCR|8BPWR|9DUR|aDMG
345	22242 21315	5	   	238.37	DCR|4VULN|2DUR	1RMIN|2BEXP|3468VULN|5CGEN|79DUR|aRCR
346	22242 26315	7	   	238.37	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5CGEN|69DUR|aRCR
347	22242 26315	8	   	238.37	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5CGEN|69DUR|aRCR
348	22242 26315	9	   	238.37	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5CGEN|69DUR|aRCR
349	33242 23431	10	   	238.37	DCR|4VULN|3ASPD	18FEWX|2CGEN|3458VULN|689ASPD|7RCR|8BPWR|aERES
350	34211 26225	9	   	238.37	DCR|4VULN|2DUR	15FEWX|28DUR|3679VULN|4BEXP|aRCR
351	34211 26315	8	   	238.37	DCR|4VULN|2DUR	15FEWX|29DUR|3678VULN|4BEXP|aRCR
352	43344 23322	9	   	238.29	ACR|5VULN|1TLV|1DUR|1ASPD	1RCR|2ASPD|3478aVULN|5TLV|6DUR|9BELT
353	22241 21315	5	   	238.27	DCR|4VULN|2DUR	1RMIN|2BEXP|3468VULN|5ERES|79DUR|aRCR
354	22241 26315	9	   	238.27	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5ERES|69DUR|aRCR
355	22241 26315	8	   	238.27	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5ERES|69DUR|aRCR
356	22241 26315	7	   	238.27	DCR|4VULN|2DUR	1RMIN|2BEXP|3478VULN|5ERES|69DUR|aRCR
357	34356 33232	9	   	238.25	DCR|3VULN|3CDMG|1DUR|1ASPD	19FEWX|2DUR|3LEGI|479CDMG|589VULN|6RCR|9BPWR|aASPD
358	31163 32451	1	   	238.06	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|25aVULN|3AART|4DUR|6BEXP|7TLV|8ASPD|9RCR
359	43334 23314	10	 * 	238.04	ACR|3VULN|3DUR|2ASPD|2TLV	1RCR|2aASPD|378VULN|4DMSP|5aTLV|69aDUR|aBPWR
360	43334 23411	9	   	238.04	ACR|3VULN|3DUR|2ASPD|2TLV	1RCR|28ASPD|37aVULN|4DMSP|58TLV|689DUR|8BPWR
361	43334 23411	8	   	238.04	ACR|3VULN|3DUR|2ASPD|2TLV	1RCR|28ASPD|37aVULN|4DMSP|58TLV|689DUR|8BPWR
362	32154 13334	9	   	237.96	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2TLV|3MBVNT|457VULN|6ASPD|8AART|9DUR|aRCR
363	32154 13384	8	   	237.96	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2TLV|3MBVNT|457VULN|6ASPD|8AART|9DUR|aRCR
364	32154 52134	9	   	237.96	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2TLV|3MBVNT|457VULN|6AART|8ASPD|9DUR|aRCR
365	32154 52184	8	   	237.96	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1FEWX|2TLV|3MBVNT|457VULN|6AART|8ASPD|9DUR|aRCR
366	33242 23154	7	   	237.92	DCR|3VULN|1DMG|1CDMG|1ASPD	1FEWX|2CGEN|345VULN|6ASPD|7RCR|8DMG|9LIT|aCDMG
367	34251 32121	10	   	237.69	DCR|3VULN|2DUR|1CDMG	1FEWX|28DUR|39aVULN|4CDMG|5BEXP|6RCR|7LIT
368	43335 41123	7	   	237.58	ACR|3VULN|2DMG|2ASPD|1TLV|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8LHND|9TLV
369	43335 41212	9	   	237.58	ACR|3VULN|2DMG|2ASPD|1DUR|1AART	1RCR|27ASPD|379VULN|4DMSP|5AART|67DMG|7BPWR|8BEXP|aDUR
370	43335 41223	8	   	237.58	ACR|3VULN|2DMG|2ASPD|1TLV|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8BEXP|9TLV
371	43335 41233	9	   	237.58	ACR|3VULN|2DMG|2ASPD|1DUR|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8BEXP|9DUR
372	43344 23213	10	   	237.57	ACR|3VULN|3DUR|1TLV|1CDMG|1ASPD	1RCR|2ASPD|347VULN|5TLV|689DUR|aCDMG
373	32152 43543	10	   	237.56	DCR|3VULN|3LIT|1DUR|1TLV	189FEWX|2TLV|3MBVNT|489VULN|5LWND|6DUR|789LIT|89BPWR|aRCR
374	43335 41312	9	   	237.48	ACR|3VULN|2DMG|2ASPD|1DUR|1AART	1RCR|27ASPD|379VULN|4DMSP|5AART|67DMG|7BPWR|8DUST|aDUR
375	43335 41323	7	   	237.48	ACR|3VULN|2DMG|2ASPD|1TLV|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8LEGI|9TLV
376	43335 41323	8	   	237.48	ACR|3VULN|2DMG|2ASPD|1TLV|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8DUST|9TLV
377	43335 41333	9	   	237.48	ACR|3VULN|2DMG|2ASPD|1DUR|1AART	1RCR|27ASPD|37aVULN|4DMSP|5AART|67DMG|7BPWR|8DUST|9DUR
378	43345 31332	6	   	237.48	ACR|3VULN|2DMG|2ASPD|1DUR|1AART	1RCR|29ASPD|349VULN|5AART|6RCVC|79DMG|8LEGI|9BPWR|aDUR
379	22224 13116	3	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2BEXP|357VULN|4DUR|6RCR|8FEWX|9DMG|aTLV
380	22224 13316	3	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2BEXP|357VULN|4DUR|6RCR|8LWND|9DMG|aTLV
381	22246 13116	4	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2BEXP|347VULN|5DUR|6RCR|8FEWX|9DMG|aTLV
382	22246 13316	4	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2BEXP|347VULN|5DUR|6RCR|8LWND|9DMG|aTLV
383	34224 13116	4	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1FEWX|2DUR|357VULN|4RMIN|6RCR|8BEXP|9DMG|aTLV
384	34224 13316	4	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1FEWX|2DUR|357VULN|4RMIN|6RCR|8LWND|9DMG|aTLV
385	43132 33626	4	   	237.42	ACR|4VULN|2ASPD|1DUR|2LIT|1AART	1RCR|29ASPD|3RPLT|4789VULN|5AART|69LIT|9BPWR|aDUR
386	22224 13516	3	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2BEXP|357VULN|4DUR|6RCR|8DUST|9DMG|aTLV
387	26224 13116	3	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2DUST|357VULN|4DUR|6RCR|8FEWX|9DMG|aTLV
388	26224 13216	3	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1RMIN|2DUST|357VULN|4DUR|6RCR|8BEXP|9DMG|aTLV
389	36422 11216	1	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1FEWX|2DMG|3TLV|4ERES|59aVULN|6RCR|7DUR|8RPLT
390	33154 42145	8	   	237.26	DCR|4VULN|2TLV|1AART	18FEWX|2CGEN|3MBVNT|4568VULN|78TLV|8BPWR|9RCR|aAART
391	33154 73145	8	   	237.26	DCR|4VULN|2TLV|1AART	18FEWX|2CGEN|3MBVNT|4578VULN|68TLV|8BPWR|9RCR|aAART
392	33155 23145	8	   	237.26	DCR|4VULN|2TLV|1AART	18FEWX|2CGEN|3MBVNT|4678VULN|58TLV|8BPWR|9RCR|aAART
393	43131 22525	4	 * 	237.26	ACR|3VULN|3DUR|3ASPD|1AART	1RCR|28aASPD|3RPLT|49aVULN|57aDUR|6AART|aBPWR
394	33242 23422	9	   	237.26	DCR|4VULN|2ASPD	18FEWX|2CGEN|3458VULN|68ASPD|7RCR|8BPWR|9BEXP|aLIT
395	33242 23424	10	   	237.26	DCR|4VULN|2ASPD	18FEWX|2CGEN|3458VULN|68ASPD|7RCR|8BPWR|9BEXP|aLIT
396	33242 23442	8	   	237.26	DCR|4VULN|2ASPD	18FEWX|2CGEN|3458VULN|68ASPD|7RCR|8BPWR|9LIT|aBELT
397	21644 21432	5	   	237.26	DCR|2VULN|2DUR|2CDMG|1DMG	1RMIN|2DMSP|37CDMG|4MBVNT|57VULN|67DUR|7BPWR|8LIT|9RCR|aDMG
398	23244 21432	5	   	237.26	DCR|2VULN|2DUR|2CDMG|1DMG	1RMIN|27CDMG|3RCVC|4MBVNT|57VULN|67DUR|7BPWR|8LIT|9RCR|aDMG
399	32154 43545	8	   	237.16	DCR|4VULN|2TLV|1NUKE|1AART	18FEWX|28TLV|3MBVNT|4578VULN|6NUKE|8BPWR|9RCR|aAART
400	33154 41545	8	   	237.16	DCR|4VULN|1DMG|1AART	1FEWX|2CGEN|3MBVNT|4567VULN|8DMG|9RCR|aAART
401	33242 23443	8	   	237.16	DCR|4VULN|2ASPD	18FEWX|2CGEN|3458VULN|68ASPD|7RCR|8BPWR|9LIT|aTBNT
402	43131 23435	4	   	237.15	ACR|4VULN|2DUR|2ASPD|1AART	1RCR|2aASPD|3RPLT|478aVULN|5aDUR|6AART|9DMSP|aBPWR
403	41242 25312	10	   	237.15	ACR|4VULN|2DUR|1DMG|1ASPD	1RCR|2CGEN|3458VULN|6ASPD|79DUR|aDMG
404	43342 26312	10	   	237.15	ACR|4VULN|2DUR|1DMG|1ASPD	1RCR|2ASPD|3478VULN|5CGEN|69DUR|aDMG
405	34253 31114	5	   	237.11	DCR|2VULN|3DUR|2ASPD|1CDMG	17FEWX|267DUR|3aVULN|4CDMG|57ASPD|7BPWR|8RMIN|9RCR
406	32154 52138	7	   	237.06	DCR|4VULN|2TLV|1AART	1FEWX|28TLV|3MBVNT|457aVULN|6AART|9RCR
407	43341 26312	10	   	237.05	ACR|4VULN|2DUR|1DMG|1ASPD	1RCR|2ASPD|3478VULN|5ERES|69DUR|aDMG
408	34224 13224	3	   	236.94	DCR|3VULN|2DUR|2ASPD	18FEWX|2aDUR|357VULN|49ASPD|6RCR
409	33242 61121	6	   	236.94	DCR|5VULN|1AART	17FEWX|27CGEN|34579VULN|6RCVC|7BPWR|8AART|aRCR
410	33242 62121	7	   	236.74	DCR|5VULN|1AART	1FEWX|2CGEN|34579VULN|6RCVC|8AART|aRCR
411	33242 23526	10	   	236.71	DCR|3VULN|1TLV|1DUR|1ASPD	1FEWX|2CGEN|345VULN|6ASPD|7RCR|8LIT|9DUR|aTLV
412	32118 42635	9	   	236.51	DCR|2VULN|1DMG|1TLV|1DUR|2LIT|1ASPD	18FEWX|2TLV|3MBVNT|48LIT|5DMG|6ASPD|78VULN|8BPWR|9RCR|aDUR
413	33242 23316	9	   	236.51	DCR|4VULN|1ASPD|1AART	1FEWX|2CGEN|3459VULN|6ASPD|7RCR|8AART|aLIT
414	33242 23366	8	   	236.51	DCR|4VULN|1ASPD|1AART	1FEWX|2CGEN|3459VULN|6ASPD|7RCR|8AART|aLIT
415	33242 23212	10	   	236.40	DCR|3VULN|2DUR|1ASPD|1AART	1FEWX|2CGEN|345VULN|6ASPD|7RCR|89DUR|aAART
416	33242 23214	9	   	236.40	DCR|3VULN|2DUR|1ASPD|1AART	1FEWX|2CGEN|345VULN|6ASPD|7RCR|89DUR|aAART
417	33242 23335	10	   	236.40	DCR|3VULN|2DUR|1ASPD|1AART	1FEWX|2CGEN|345VULN|6ASPD|7RCR|8AART|9aDUR
418	33242 23336	9	   	236.40	DCR|3VULN|2DUR|1ASPD|1AART	1FEWX|2CGEN|345VULN|6ASPD|7RCR|8AART|9aDUR
419	43313 26161	5	   	236.33	ACR|3VULN|3ASPD|2DUR|1CDMG	1RCR|259ASPD|389VULN|4LIT|6CDMG|79DUR|9BPWR|aMLV
420	43313 26162	5	   	236.33	ACR|3VULN|2DUR|3ASPD|1CDMG	1RCR|259ASPD|389VULN|4LIT|6CDMG|79DUR|9BPWR|aCGEN
421	43313 25621	5	   	236.23	ACR|3VULN|2DUR|3ASPD|1CDMG	1RCR|259ASPD|39aVULN|4LIT|6CDMG|7DLOT|89DUR|9BPWR
422	43313 26163	5	   	236.23	ACR|3VULN|2DUR|3ASPD|1CDMG	1RCR|259ASPD|389VULN|4LIT|6CDMG|79DUR|9BPWR|aDUST
423	43316 25311	8	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9BEXP|aDUR
424	43316 25312	9	   	236.22	ACR|3VULN|2DMG|2ASPD|1TLV	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9TLV|aLHND
425	43316 25321	10	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9DUR|aDMSP
426	43316 25321	8	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9LHND|aDUR
427	43316 25322	9	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9DUR|aRCVC
428	43316 25323	10	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9DUR|aLWND
429	43316 25331	8	   	236.22	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9LWND|aDUR
430	33232 23413	10	   	236.21	DCR|3VULN|2ASPD|1DUR|1CDMG	18FEWX|2CGEN|358VULN|4DMSP|68ASPD|7RCR|8BPWR|9DUR|aCDMG
431	33232 23462	9	   	236.21	DCR|3VULN|2ASPD|1TLV|1CDMG	18FEWX|2CGEN|358VULN|4DMSP|68ASPD|7RCR|8BPWR|9CDMG|aTLV
432	33232 23465	10	   	236.21	DCR|3VULN|2ASPD|1DUR|1CDMG	18FEWX|2CGEN|358VULN|4DMSP|68ASPD|7RCR|8BPWR|9CDMG|aDUR
433	33243 23413	10	   	236.21	DCR|3VULN|2ASPD|1DUR|1CDMG	18FEWX|25CGEN|348VULN|68ASPD|7RCR|8BPWR|9DUR|aCDMG
434	33243 23462	9	   	236.21	DCR|3VULN|2ASPD|1TLV|1CDMG	18FEWX|25CGEN|348VULN|68ASPD|7RCR|8BPWR|9CDMG|aTLV
435	43131 26324	10	 * 	236.16	ACR|5VULN|2ASPD|2CDMG	1RCR|2aASPD|3RPLT|4679aVULN|5aCDMG|8DMSP|aBPWR
436	43316 25311	10	   	236.12	ACR|3VULN|2DMG|2ASPD|1TLV	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9TLV|aDUST
437	43316 25311	9	   	236.12	ACR|3VULN|2DMG|2ASPD|1TLV	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9TLV|aERES
438	43316 25313	9	   	236.12	ACR|3VULN|2DMG|2ASPD|1TLV	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9TLV|aDUST
439	43316 25323	9	   	236.12	ACR|3VULN|2DMG|2ASPD|1DUR	1RCR|28ASPD|378VULN|4LIT|5FEWX|68DMG|8BPWR|9DUR|aTBNT
440	32114 32623	10	 * 	236.07	DCR|3VULN|3TLV|1DUR|2LIT	18FEWX|258TLV|3MBVNT|45LIT|58BPWR|6DUR|789VULN|aRCR
441	33242 23233	10	   	236.01	DCR|3VULN|2ASPD|1DUR|1CDMG	1FEWX|2CGEN|345VULN|69ASPD|7RCR|8DUR|aCDMG
442	22111 43352	8	 * 	236.01	DCR|4VULN|3TLV	1RMIN|289BEXP|3MBVNT|4LIT|589TLV|6RCR|789aVULN|89BPWR
443	32112 42547	10	   	236.01	DCR|4VULN|3TLV	189FEWX|289TLV|3MBVNT|4LIT|5LWND|689aVULN|7RCR|89BPWR
444	22155 23542	8	   	235.91	DCR|4VULN|2TLV	1RMIN|28BEXP|3MBVNT|4678VULN|58TLV|8BPWR|9RCR|aLIT
445	22223 13446	3	 * 	235.90	DCR|3VULN|2DUR|2TLV	1RMIN|2aBEXP|37aVULN|45DUR|6RCR|8LHND|9aTLV|aBPWR
446	32154 12545	8	   	235.83	DCR|3VULN|2ASPD|2TLV|1AART	18FEWX|27TLV|3MBVNT|458VULN|68ASPD|8BPWR|9RCR|aAART
447	32154 72544	8	   	235.83	DCR|3VULN|2TLV|1DMG|1ASPD	1FEWX|27TLV|3MBVNT|456VULN|8DMG|9RCR|aASPD
448	26242 35132	4	   	235.81	DCR|4VULN|1DMG	1RMIN|2DUST|3458VULN|6LIT|7RPLT|9RCR|aDMG
449	34236 11512	3	 * 	235.81	DCR|2VULN|3DMG|1DUR|1SELL	17FEWX|2DUR|37VULN|4RCVC|5SELL|678DMG|7BPWR|9RCR|aLIT
450	41133 11322	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aRCVC
451	41133 11323	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aFEWX
452	41133 11325	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aZMB
453	41133 11343	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|678aVULN|7BPWR|9FEWX
454	41132 31253	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|479LIT|567aVULN|7BPWR|8FEWX
455	41132 31453	1	   	235.80	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|47aLIT|5679VULN|7BPWR|8BELT
456	35252 36233	10	   	235.80	DCR|3VULN|2DUR|2CDMG	179FEWX|2LEGI|38aVULN|49CDMG|59DUR|6RCR|9BPWR
457	22223 14624	3	   	235.76	DCR|2VULN|3DUR|1DMG|1CDMG	1RMIN|2BEXP|3aVULN|459DUR|6RCR|7CDMG|8DMG
458	26111 43332	10	   	235.71	DCR|4VULN|2TLV	1RMIN|28DUST|3MBVNT|4LIT|58TLV|6RCR|789aVULN|8BPWR
459	26111 43352	8	   	235.71	DCR|4VULN|3TLV	1RMIN|289DUST|3MBVNT|4LIT|589TLV|6RCR|789aVULN|89BPWR
460	26158 32212	10	   	235.71	DCR|4VULN|1DMG	1RMIN|2DUST|3MBVNT|457aVULN|6LIT|8RCR|9DMG
461	26246 22212	10	   	235.71	DCR|4VULN|1DMG	1RMIN|2DUST|347aVULN|5LIT|6MBVNT|8RCR|9DMG
462	41133 11321	1	   	235.70	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aDUST
463	41133 11324	1	   	235.70	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aERES
464	41133 11326	1	   	235.70	ACR|4VULN|2DUR|3LIT|1AART	1RCR|27DUR|3AART|457LIT|6789VULN|7BPWR|aMBVNT
465	22244 22315	7	   	235.70	DCR|3VULN|2DUR|2TLV	1RMIN|2BEXP|348VULN|57TLV|69DUR|aRCR
466	22244 22315	8	   	235.70	DCR|3VULN|2DUR|2TLV	1RMIN|2BEXP|348VULN|57TLV|69DUR|aRCR
467	22244 22315	9	   	235.70	DCR|3VULN|2DUR|2TLV	1RMIN|2BEXP|348VULN|57TLV|69DUR|aRCR
468	23312 63526	2	   	235.70	DCR|3VULN|2DUR|2CDMG	1RMIN|2aCDMG|3DLOT|4DMSP|59aVULN|6MBVNT|7RCR|8aDUR|aBPWR
469	26212 66121	3	   	235.70	DCR|3VULN|2DUR|1DMG	1RMIN|2DUST|357VULN|4RCVC|68DUR|9RCR|aDMG
470	26232 66121	4	   	235.70	DCR|3VULN|2DUR|1DMG	1RMIN|2DUST|357VULN|4DMSP|68DUR|9RCR|aDMG
471	26242 62121	4	   	235.70	DCR|3VULN|2DUR|1DMG	17RMIN|2DUST|345VULN|68DUR|9RCR|aDMG
472	34356 33233	9	   	235.56	DCR|3VULN|3CDMG|1DUR	19FEWX|2DUR|3LEGI|479CDMG|589VULN|6RCR|9BPWR|aLIT
473	23621 31262	10	 * 	235.48	DCR|2VULN|2ASPD|1DMG|2CDMG|1TLV	1RMIN|25CDMG|3DMG|4TLV|67ASPD|89VULN|aRCR
474	33242 23321	8	   	235.46	DCR|3VULN|1TLV|1CDMG|1ASPD|1AART	1FEWX|2CGEN|345VULN|6ASPD|7RCR|8AART|9TLV|aCDMG
475	31132 11661	1	   	235.37	DCR|3VULN|1DUR|1TLV|1AART	1FEWX|256VULN|3AART|4LIT|7LWND|8DUR|9RCR|aTLV
476	32246 32226	10	   	235.37	DCR|3VULN|1TLV|1DUR|1AART	1FEWX|2TLV|347VULN|5DUR|6LIT|8BEXP|9RCR|aAART
477	43343 22152	10	   	235.28	ACR|5VULN|3ASPD|1AART	1RCR|268ASPD|34789VULN|5RCVC|8BPWR|aAART
