0	Index      	 *	Score 	Summary	Detail	
1	16112 51314	 * 	188.11	DCR|3VULN|2AART|2DMG	1RCVC|2LIT|36DMG|49aVULN|57AART|8RCR
338	34315 13116	   	159.33	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LEGI|8AART|aLWND
339	34315 16111	   	159.33	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LWND|8AART|aNUKE
340	34315 23115	   	159.33	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LEGI|7LHND|8AART|9aVULN
341	34315 25113	   	159.33	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LEGI|79VULN|8AART|aFEWX
342	34315 33115	   	159.33	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LHND|7LEGI|8AART|9aVULN
343	34315 35111	   	159.33	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LHND|79VULN|8AART|aNUKE
344	34415 13113	   	159.33	ACR|2DMG|2VULN|1AART	1DUST|24DMG|3ERES|5RCR|69VULN|7LEGI|8AART|aFEWX
345	34345 13111	   	159.33	ACR|2VULN|2DMG|1AART	13DUST|23DMG|3BPWR|4CGEN|5RCR|69VULN|7LEGI|8AART|aNUKE
346	31213 56421	   	159.32	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	13DUST|238VULN|3BPWR|4DMG|5ZMB|6CDMG|7DUR|9SELL|aRCR
347	22514 33141	   	159.31	DCR|3DMG|2VULN|1CDMG	17LHND|2CDMG|3NUKE|457DMG|67VULN|7BPWR|8BEXP|9DUST|aRCR
348	21223 53167	   	159.28	ACR|4VULN|1AART|1DUR	13LHND|2389VULN|3BPWR|4MLV|5RCR|6MBVNT|7AART|aDUR
349	21233 13156	   	159.28	ACR|4VULN|1AART|1DUR	13LHND|2389VULN|3BPWR|4ERES|5RCR|6BEXP|7AART|aDUR
350	32214 25251	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|3ERES|45DMG|6RCR|7MLV|8VULN|9AART|aLHND
351	32214 25252	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2CDMG|3ERES|45DMG|6RCR|7MLV|8VULN|9AART|aRPLT
352	34331 25251	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	13DUST|23DMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8VULN|9AART|aLHND
353	34331 25252	   	159.28	DCR|2DMG|1AART|1VULN|1CDMG	13DUST|23DMG|3BPWR|4CDMG|5ERES|6RCR|7MLV|8VULN|9AART|aRPLT
354	21461 33421	   	159.27	DCR|3VULN|2DMG|1CDMG|1SELL	17LHND|278VULN|3CDMG|4LWND|5RMIN|67DMG|7BPWR|9SELL|aRCR
355	21511 33421	   	159.27	DCR|3VULN|2DMG|1CDMG|1SELL	17LHND|278VULN|3BEXP|4CDMG|5RMIN|67DMG|7BPWR|9SELL|aRCR
356	24323 53141	   	159.24	DCR|3DMG|1VULN|2CDMG|1ZMB	137LHND|237DMG|37BPWR|4VULN|5ZMB|67CDMG|8BEXP|9DUST|aRCR
357	34315 13111	   	159.23	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|69VULN|7LEGI|8AART|aNUKE
358	34315 25111	   	159.23	ACR|2DMG|2VULN|1AART	13DUST|23DMG|3BPWR|4ERES|5RCR|6LEGI|79VULN|8AART|aNUKE
359	34415 13111	   	159.23	ACR|2DMG|2VULN|1AART	1DUST|24DMG|3ERES|5RCR|69VULN|7LEGI|8AART|aNUKE
360	34212 11115	   	159.22	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUST|25DMG|3LWND|4AART|6SELL|7VULN|8DUR|9RCR|aZMB
361	34612 11115	   	159.22	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUST|25DMG|3LHND|4AART|6SELL|7VULN|8DUR|9RCR|aZMB
362	31214 13364	   	159.22	DCR|3VULN|1AART|1DMG|1ASPD	13DUST|236VULN|3BPWR|4DMG|5ERES|7LIT|8AART|9ASPD|aRCR
363	32514 33121	   	159.21	DCR|3DMG|2VULN|1CDMG	17DUST|2CDMG|3NUKE|457DMG|67VULN|7BPWR|8BEXP|9FEWX|aRCR
364	31254 13531	   	159.21	DCR|2AART|2VULN|1DMG|1ASPD	136DUST|23VULN|3BPWR|4LHND|58AART|7ASPD|9RCR|aDMG
365	33146 43322	 * 	159.18	ACR|2VULN|2AART|1CDMG|1ZMB	1DUST|2CGEN|3LIT|4ZMB|5RCR|69AART|7aVULN|8CDMG
366	21233 53156	   	159.18	ACR|4VULN|1AART|1DUR	13LHND|2389VULN|3BPWR|4ERES|5RCR|6DUST|7AART|aDUR
367	34333 26733	   	159.16	DCR|2VULN|2DMG|1CDMG|1ZMB	135DUST|23DMG|3BPWR|4CDMG|6aVULN|7MBVNT|8RCR|9ZMB
368	31612 45131	   	159.11	DCR|2VULN|2DMG|1AART	1aDUST|2aVULN|3NUKE|4AART|57DMG|6MLV|8aLWND|9RCR|aBPWR
369	31612 55131	   	159.11	DCR|2VULN|2DMG|1AART	1aDUST|2aVULN|3NUKE|4AART|57DMG|6CGEN|8aLWND|9RCR|aBPWR
370	16112 14314	   	159.08	DCR|3VULN|1AART|1DMG	16RCVC|2LIT|3DMG|49aVULN|5AART|7DMSP|8RCR
371	16112 34314	   	159.08	DCR|3VULN|1AART|1DMG	1RCVC|26LIT|3DMG|49aVULN|5AART|7DMSP|8RCR
372	31451 33421	   	159.07	DCR|3VULN|2DMG|1CDMG|1SELL	17DUST|278VULN|3CDMG|4LHND|5RMIN|67DMG|7BPWR|9SELL|aRCR
373	16112 51322	 * 	159.05	DCR|3AART|2DMG|1VULN	1RCVC|2LIT|36DMG|4VULN|57aAART|8RCR|9AIRHEA
374	16112 51352	   	159.05	DCR|3AART|2DMG|1VULN	1RCVC|2LIT|36DMG|4VULN|57aAART|8RCR|9AIRHEL
375	16112 61322	 * 	159.05	DCR|3AART|2VULN|1DMG	1RCVC|2LIT|3DMG|46VULN|57aAART|8RCR|9AIRHEA
376	16112 61352	   	159.05	DCR|3AART|2VULN|1DMG	1RCVC|2LIT|3DMG|46VULN|57aAART|8RCR|9AIRHEL
377	31213 53615	 * 	159.04	DCR|3VULN|1DMG|2CDMG|1ZMB	137DUST|237VULN|37BPWR|4DMG|5ZMB|67CDMG|8DMSP|9LHND|aRCR
378	31612 35131	   	159.01	DCR|2VULN|2DMG|1AART	1aDUST|2aVULN|3NUKE|4AART|57DMG|6ERES|8aLWND|9RCR|aBPWR
379	31612 43133	   	159.01	DCR|2VULN|2DMG|1AART	1DUST|28VULN|3NUKE|4AART|5aDMG|6MLV|7FEWX|9RCR
380	31612 53133	   	159.01	DCR|2VULN|2DMG|1AART	1DUST|28VULN|3NUKE|4AART|5aDMG|6CGEN|7FEWX|9RCR
381	21213 53321	   	159.00	DCR|3VULN|1DMG|2CDMG|1ZMB|1SELL	137LHND|237VULN|37BPWR|4DMG|5ZMB|67CDMG|8DUST|9SELL|aRCR
382	16112 64311	   	158.98	DCR|3VULN|1AART|1DMG	1RCVC|2LIT|3DMG|469VULN|5AART|7DMSP|8RCR|aTLV
383	16112 64312	   	158.98	DCR|3VULN|1AART|1DMG	1RCVC|2LIT|3DMG|469VULN|5AART|7DMSP|8RCR|aERES
384	16112 64323	   	158.98	DCR|3VULN|1AART|1DMG	1RCVC|2LIT|3DMG|46aVULN|5AART|7DMSP|8RCR|9AIRHEA
385	21211 54511	   	158.96	DCR|3VULN|1DMG|1CDMG|2DUR	139LHND|239VULN|39BPWR|4DMG|5RCVC|6TLV|79DUR|8RCR|aCDMG
386	31213 53215	   	158.94	DCR|3VULN|1DMG|2CDMG|1ZMB	137DUST|237VULN|37BPWR|4DMG|5ZMB|67CDMG|8CGEN|9TLV|aRCR
387	31213 53225	   	158.94	DCR|3VULN|1DMG|2CDMG|1ZMB	137DUST|237VULN|37BPWR|4DMG|5ZMB|67CDMG|8CGEN|9ERES|aRCR
388	31612 33133	   	158.91	DCR|2VULN|2DMG|1AART	1DUST|28VULN|3NUKE|4AART|5aDMG|6ERES|7FEWX|9RCR
389	31612 35134	   	158.91	DCR|2VULN|2DMG|1AART	1DUST|2aVULN|3NUKE|4AART|57DMG|6ERES|8LWND|9RCR
390	24334 23362	   	158.88	DCR|2DMG|1AART|1VULN|1CDMG	13LHND|23DMG|3BPWR|4CDMG|5CGEN|6RCR|7LSRREG|8BEXP|9VULN|aAART
391	31213 53515	   	158.84	DCR|3VULN|1DMG|2CDMG|1ZMB	137DUST|237VULN|37BPWR|4DMG|5ZMB|67CDMG|8ERES|9TLV|aRCR
392	21233 64322	   	158.82	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|238VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|9DUR|aRCVC
393	21233 64323	   	158.82	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|238VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|9DUR|aBEXP
394	21233 64324	   	158.82	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|238VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|9DUR|aLIT
395	21233 64622	   	158.82	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|23aVULN|3BPWR|4ERES|5RCR|6CDMG|7AART|8DUR|9LIT
396	21255 13332	   	158.78	ACR|4VULN|1AART|1ASPD	134LHND|2369VULN|3BPWR|5RCR|7LIT|8AART|aASPD
397	21255 13336	   	158.78	ACR|4VULN|1AART|1DUR	134LHND|2369VULN|3BPWR|5RCR|7LIT|8AART|aDUR
398	24331 23362	   	158.78	DCR|2DMG|1AART|1VULN|1CDMG	13LHND|23DMG|3BPWR|4CDMG|5ERES|6RCR|7LSRREG|8BEXP|9VULN|aAART
399	21233 64321	   	158.72	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|238VULN|3BPWR|4ERES|5RCR|6CDMG|7AART|9DUR|aLEGI
400	21233 64326	   	158.72	ACR|3VULN|1AART|1CDMG|1DUR	13LHND|238VULN|3BPWR|4aERES|5RCR|6CDMG|7AART|9DUR
401	51515 13332	   	158.68	ACR|4VULN|1AART|1ASPD	13CGEN|2369VULN|3BPWR|4ERES|5RCR|7LIT|8AART|aASPD
402	51525 13332	   	158.68	ACR|4VULN|1AART|1ASPD	13CGEN|2369VULN|3BPWR|4TLV|5RCR|7LIT|8AART|aASPD
403	61515 13332	   	158.68	ACR|4VULN|1AART|1ASPD	13MLV|2369VULN|3BPWR|4ERES|5RCR|7LIT|8AART|aASPD
404	61525 13332	   	158.68	ACR|4VULN|1AART|1ASPD	13MLV|2369VULN|3BPWR|4TLV|5RCR|7LIT|8AART|aASPD
405	22214 23362	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2CDMG|3ERES|45DMG|6RCR|7LSRREG|8BEXP|9VULN|aAART
406	22514 23362	   	158.68	DCR|2DMG|1AART|1VULN|1CDMG	1LHND|2CDMG|3NUKE|45DMG|6RCR|7AIRHEL|8BEXP|9VULN|aAART
407	51213 61113	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LWND|4AART|56DUR|7RCR|9LHND|aDMG
408	51213 61123	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LWND|4AART|56DUR|7RCR|9RCVC|aDMG
409	51213 61143	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|39LWND|4AART|56DUR|7RCR|aDMG
410	51213 61163	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LWND|4AART|56DUR|7RCR|9FEWX|aDMG
411	51313 61113	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|39LHND|4AART|56DUR|7RCR|aDMG
412	51313 61123	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LHND|4AART|56DUR|7RCR|9FEWX|aDMG
413	51313 61143	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LHND|4AART|56DUR|7RCR|9LWND|aDMG
414	51313 61253	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	18CGEN|29VULN|3LHND|4AART|56DUR|7RCR|aDMG
415	21223 34426	   	158.60	ACR|3VULN|1AART|1DMG	138LHND|238VULN|38BPWR|48MLV|5RCR|6BELT|7AART|9BEXP|aDMG
416	51613 61113	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LEGI|4AART|56DUR|7RCR|9LHND|aDMG
417	51613 61123	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LEGI|4AART|56DUR|7RCR|9RCVC|aDMG
418	33213 61135	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1DUST|2CGEN|3LWND|4AART|56DUR|7RCR|8aVULN|9DMG
419	33313 61135	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1DUST|2CGEN|3LHND|4AART|56DUR|7RCR|8aVULN|9DMG
420	51213 61131	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LWND|4AART|56DUR|7RCR|9ERES|aDMG
421	51213 61311	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|29VULN|3LWND|4AART|56DUR|7RCR|8NUKE|aDMG
422	51313 61133	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LHND|4AART|56DUR|7RCR|9MBVNT|aDMG
423	51313 61311	   	158.56	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|29VULN|3LHND|4AART|56DUR|7RCR|8NUKE|aDMG
424	51535 32311	   	158.50	ACR|4VULN|1DMG|1ZMB	138CGEN|2379VULN|3BPWR|4DMG|5RCR|6MLV|aZMB
425	21223 34436	   	158.50	ACR|3VULN|1AART|1DMG	138LHND|238VULN|38BPWR|48MLV|5RCR|6BELT|7AART|9DUST|aDMG
426	65512 32323	 * 	158.47	DCR|2DMG|1AART|2FLTHEA|1ZMB|1ASPD	18MLV|2LWND|38FLTHEA|4ASPD|5ZMB|6AART|78DMG|8BPWR|9RCR|aRCVC
427	51613 61131	   	158.46	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|28VULN|3LEGI|4AART|56DUR|7RCR|9ERES|aDMG
428	51613 61311	   	158.46	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|29VULN|3LEGI|4AART|56DUR|7RCR|8NUKE|aDMG
429	21223 13123	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6BEXP|7AART|9FEWX|aDMG
430	21223 13143	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6BEXP|7AART|9LWND|aDMG
431	21223 13211	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4MLV|5RCR|6BEXP|7AART|8CGEN|aDMG
432	21223 34126	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6BELT|7AART|9BEXP|aDMG
433	21223 63133	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6FEWX|7AART|9LWND|aDMG
434	21223 63211	   	158.40	ACR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4MLV|5RCR|6FEWX|7AART|8CGEN|aDMG
435	52345 23213	 * 	158.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1CGEN|2FLTHEA|3ASPD|4aAART|5ERES|6LIT|7DMG|8RCR|9VULN
436	62345 23213	   	158.37	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1MLV|2FLTHEA|3ASPD|4aAART|5ERES|6LIT|7DMG|8RCR|9VULN
437	65512 32322	   	158.37	DCR|2DMG|1AART|2FLTHEA|1ZMB|1ASPD	18MLV|2LWND|38FLTHEA|4ASPD|5ZMB|6AART|78DMG|8BPWR|9RCR|aDUST
438	24336 22411	   	158.37	DCR|3DMG|1VULN|1CDMG|1ASPD	13LHND|23aDMG|3BPWR|4CDMG|5ASPD|6RCR|7BEXP|8VULN|9RCVC
439	24336 26311	   	158.37	DCR|3DMG|1VULN|1CDMG|1ASPD	13LHND|23aDMG|3BPWR|4CDMG|5ASPD|6RCR|7FEWX|8VULN|9RCVC
440	21255 13363	   	158.32	ACR|3VULN|1AART|1CDMG|1ASPD	134LHND|236VULN|3BPWR|5RCR|7LIT|8AART|9ASPD|aCDMG
441	21233 64311	   	158.30	ACR|3VULN|1AART|2CDMG	139LHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART|aBEXP
442	21233 64313	   	158.30	ACR|3VULN|1AART|2CDMG	139aLHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART
443	21233 64315	   	158.30	ACR|3VULN|1AART|2CDMG	139LHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART|aMLV
444	21233 64316	   	158.30	ACR|3VULN|1AART|2CDMG	139LHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART|aLIT
445	21223 13133	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6BEXP|7AART|9MBVNT|aDMG
446	21223 34136	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6BELT|7AART|9DUST|aDMG
447	21223 53123	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6MBVNT|7AART|9FEWX|aDMG
448	21223 53141	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6MBVNT|7AART|9CGEN|aDMG
449	21223 53153	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4MLV|5RCR|6MBVNT|7AART|9LWND|aDMG
450	21223 53211	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4MLV|5RCR|6MBVNT|7AART|8CGEN|aDMG
451	21233 13123	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4ERES|5RCR|6BEXP|7AART|9FEWX|aDMG
452	21233 13143	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4ERES|5RCR|6BEXP|7AART|9LWND|aDMG
453	21233 13241	   	158.30	ACR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4ERES|5RCR|6BEXP|7AART|8CGEN|aDMG
454	52652 22333	 * 	158.29	ACR|2DMG|1AART|1VULN|1FLTHEA	138CGEN|2FLTHEA|4AART|5RCR|689LWND|78DMG|8BPWR|aVULN
455	61532 12513	   	158.28	DCR|4VULN|1DMG|1ZMB	139MLV|2369VULN|39BPWR|4DMG|5LHND|79FEWX|8RCR|aZMB
456	61533 12513	   	158.28	DCR|4VULN|1DMG|1ZMB	139MLV|2369VULN|39BPWR|4DMG|5LWND|79FEWX|8RCR|aZMB
457	24336 23433	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	13LHND|239DMG|3BPWR|4CDMG|5ASPD|6RCR|7AIRHEL|8RPLT|aVULN
458	21233 64312	   	158.20	ACR|3VULN|1AART|2CDMG	139LHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART|aTLV
459	21233 64314	   	158.20	ACR|3VULN|1AART|2CDMG	139LHND|238VULN|39BPWR|49ERES|5RCR|69CDMG|7AART|aLEGI
460	21233 53123	   	158.20	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4ERES|5RCR|6DUST|7AART|9FEWX|aDMG
461	21233 53143	   	158.20	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4ERES|5RCR|6DUST|7AART|9LWND|aDMG
462	21233 13133	   	158.20	ACR|3VULN|1AART|1DMG	13LHND|238VULN|3BPWR|4ERES|5RCR|6BEXP|7AART|9MBVNT|aDMG
463	21233 53241	   	158.20	ACR|3VULN|1AART|1DMG	13LHND|239VULN|3BPWR|4ERES|5RCR|6DUST|7AART|8CGEN|aDMG
464	24323 14522	   	158.15	DCR|2VULN|2DMG|2DUR|1ZMB	13LHND|23DMG|3BPWR|46VULN|5ZMB|79DUR|8RCR|aRCVC
465	21213 24536	   	158.15	DCR|2VULN|2DMG|2DUR|1ZMB	13LHND|23VULN|3BPWR|49DMG|5ZMB|6DMSP|7aDUR|8RCR
466	24323 12522	   	158.15	DCR|2VULN|2DMG|2DUR|1ZMB	13LHND|23DMG|3BPWR|46VULN|5ZMB|7FEWX|8RCR|9aDUR
