0	Index      	 *	Score 	Summary	Detail	
1	32143 33215	 * 	204.28	ACR|3DMG|2VULN|1AART|1CDMG|1DUR	1LWND|2RCR|3aVULN|459DMG|6AART|7DUR|8CDMG
340	21261 36212	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7VULN|8CDMG|aRCVC
341	21261 36213	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7VULN|8CDMG|aLWND
342	21261 36215	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7VULN|8CDMG|aBEXP
343	21261 36216	   	174.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7VULN|8CDMG|aFEWX
344	32335 33663	   	174.40	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1LWND|2RCR|3RMIN|45ASPD|69DMG|7AART|8ZMB|aVULN
345	42523 36211	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|29DMG|3LWND|4MLV|5RCR|6AART|7aVULN|8CDMG
346	42613 36211	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|29DMG|3MLV|4LWND|5RCR|6AART|7aVULN|8CDMG
347	42623 36211	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|29DMG|3MLV|4LHND|5RCR|6AART|7aVULN|8CDMG
348	21221 36231	   	174.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2AART|3ZMB|49ERES|5DMG|6RCR|7aVULN|8CDMG
349	21261 36211	   	174.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|59DMG|6RCR|7VULN|8CDMG|aERES
350	21261 36236	   	174.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1DUST|2AART|3ZMB|4TLV|5aDMG|6RCR|7VULN|8CDMG|9ERES
