0	Index      	 *	Score 	Summary	Detail	
1	53221 26622	 * 	193.92	DCR|3DMG|2VULN|1AART|1CDMG	1aVULN|2RPLT|3AART|468DMG|5MLV|7RCR|9CDMG
324	53226 31412	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8DUR|aLIT
325	53226 31413	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8DUR|aRCVC
326	53226 31423	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2RPLT|3AART|4aDMG|5CGEN|6ZMB|7RCR|8DUR|9LHND
327	51231 63143	   	164.92	ACR|2VULN|2DMG|2ZMB|2DUR	19VULN|2LHND|39ZMB|4RCR|5MLV|6RMIN|7aDUR|89DMG|9BPWR
328	51235 23143	   	164.92	ACR|2VULN|2DMG|2ZMB|2DUR	19VULN|2LHND|39ZMB|4RCR|57BEXP|6aDUR|89DMG|9BPWR
329	53226 31261	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|9DUR|aLSRREG
330	53226 31313	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8DUST|aDUR
331	53226 31411	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	19VULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8DUR|aLSRREG
332	53226 31623	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2RPLT|3AART|4DMG|5CGEN|6ZMB|7RCR|8ERES|9DUR
333	24321 62224	   	164.84	DCR|4VULN|3ZMB|1ASPD	1RCVC|24aZMB|348aVULN|4aBPWR|5ERES|6ASPD|7RCR|9aCGEN
334	51233 81224	   	164.82	ACR|2VULN|2DMG|2ZMB|2DUR	17VULN|2LHND|37ZMB|4RCR|5MBVNT|67DMG|7BPWR|8RPLT|9aDUR
335	56232 13511	   	164.79	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1VULN|27DMG|3DUR|4RCR|5SELL|6RMIN|8AART|9CDMG|aFEWX
336	56232 33511	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	1VULN|27DMG|3DUR|4RCR|5SELL|6ERES|8AART|9CDMG|aFEWX
337	55335 33331	 * 	164.68	DCR|4VULN|2DMG|2ZMB|1CDMG|1SELL|3MSE	1458VULN|245MSE|3SELL|458BPWR|68ZMB|78DMG|9CDMG|aRCR
338	51236 32162	   	164.62	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	17VULN|25LHND|35ZMB|4RCR|5BPWR|68DUR|9AART|aCDMG
339	31652 24312	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|29LWND|35VULN|4AART|6DMG|7DUR|8RCR|aCDMG
340	31652 24321	   	164.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2LWND|35VULN|4AART|6DMG|7DUR|8RCR|9LIT|aCDMG
341	53221 26215	   	164.61	DCR|2VULN|2DMG|1AART	1aVULN|2RPLT|3AART|46DMG|5MLV|7RCR|89BEXP
342	53221 26323	   	164.61	DCR|2VULN|2DMG|1AART	1aVULN|2RPLT|3AART|46DMG|5MLV|7RCR|8DMSP|9RCVC
343	53221 46211	   	164.61	DCR|2VULN|2DMG|1AART	16VULN|2RPLT|3AART|4aDMG|5MLV|7RCR|89BEXP
344	53226 16221	   	164.61	DCR|2VULN|2DMG|1AART	1aVULN|2RPLT|3AART|4aDMG|56CGEN|7RCR|8BEXP|9aTLV|aBPWR
345	53453 22313	   	164.59	DCR|2AART|1DMG|1VULN|1CDMG|1FLTHEA	1VULN|2RPLT|3CDMG|47CGEN|56AART|8RCR|9FLTHEA|aDMG
346	11652 24312	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|29LWND|35VULN|4AART|6DMG|7DUR|8RCR|aCDMG
347	11652 24321	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2LWND|35VULN|4AART|6DMG|7DUR|8RCR|9LIT|aCDMG
348	53221 26335	   	164.51	DCR|2VULN|2DMG|1AART	1aVULN|2RPLT|3AART|46DMG|5MLV|7RCR|8DMSP|9ERES
349	53212 46311	   	164.51	DCR|2VULN|2DMG|1AART	16VULN|2RPLT|3AART|4DMSP|5BEXP|7RCR|8ERES|9aDMG
350	53232 66311	   	164.51	DCR|2VULN|2DMG|1AART	14VULN|2RPLT|3AART|56BEXP|7RCR|8ERES|9aDMG
351	53233 62523	   	164.51	DCR|2VULN|2DMG|1AART	14VULN|2RPLT|3AART|5DUST|6BEXP|7RCR|8LHND|9aDMG
352	53222 61622	   	164.49	DCR|2VULN|1AART|1DMG|2CDMG	17VULN|2RPLT|3AART|4DMG|5LWND|6aCDMG|8RCR|9ERES
353	53221 26533	   	164.41	DCR|2VULN|2DMG|1AART	1aVULN|2RPLT|3AART|46DMG|5MLV|7RCR|8TLV|9ERES
354	51233 45152	   	164.39	ACR|3VULN|2DMG|1ZMB	19aVULN|269LHND|3ZMB|4RCR|5MBVNT|7BEXP|89DMG|9BPWR
355	51233 46152	   	164.39	ACR|3VULN|2DMG|1ZMB	19aVULN|269LHND|3ZMB|4RCR|5MBVNT|7FEWX|89DMG|9BPWR
356	51233 48152	   	164.39	ACR|3VULN|2DMG|1ZMB	19aVULN|269LHND|3ZMB|4RCR|5MBVNT|7LWND|89DMG|9BPWR
357	53433 26313	   	164.39	DCR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	1VULN|2RPLT|3CDMG|47ERES|56AART|8RCR|9FLTHEA|aDMG
358	56231 33162	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|28DMG|3DUR|4RCR|5MLV|6CGEN|7DUST|9AART|aCDMG
359	26563 21112	   	164.30	ACR|3VULN|1AART|1DMG	1RCVC|28LHND|3RCR|4FEWX|5AART|6DMG|79aVULN
360	51233 43152	   	164.29	ACR|3VULN|2DMG|1ZMB	19aVULN|269LHND|3ZMB|4RCR|5MBVNT|7DUST|89DMG|9BPWR
361	51233 53152	   	164.29	ACR|3VULN|2DMG|1ZMB	19aVULN|29LHND|3ZMB|4RCR|5MBVNT|6RCVC|7DUST|89DMG|9BPWR
362	51361 61222	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2LHND|3DUR|4BEXP|5LEGI|6RCR|7ZMB|8AART|9DMG
363	54111 61222	   	164.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2FEWX|3DUR|4LHND|5LEGI|6RCR|7ZMB|8AART|9DMG
364	56233 31341	   	164.24	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB	1VULN|2DMG|39DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|aNUKE
365	56233 31342	   	164.24	ACR|1AART|1VULN|1DMG|1FLTHEA|2DUR|1ZMB	1VULN|2DMG|39DUR|4RCR|5RPLT|6ZMB|7AART|8FLTHEA|aDLOT
366	56231 23162	   	164.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|28DMG|3DUR|4RCR|5MLV|6TLV|7DUST|9AART|aCDMG
367	24321 32262	 * 	164.23	DCR|4VULN|1DMG|2ZMB	1RCVC|24ZMB|3489VULN|4BPWR|5ERES|6MLV|7RCR|aDMG
368	24325 22262	   	164.23	DCR|4VULN|1DMG|2ZMB	1RCVC|24ZMB|3489VULN|4BPWR|5MLV|6ERES|7RCR|aDMG
369	51233 86334	   	164.19	ACR|3VULN|2DMG|1ZMB	19aVULN|2LHND|3ZMB|4RCR|5MBVNT|68DMG|7LIT
370	52111 61224	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2DUST|3DUR|4LHND|5LEGI|6RCR|7ZMB|8AART|9DMG
371	32623 12343	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1FEWX|24DUST|34VULN|4BPWR|58AART|6RPLT|7RCR|9DUR|aDMG
372	51223 21152	   	163.97	DCR|3VULN|2DMG|1ZMB	19aVULN|29LHND|3ZMB|4LWND|5MBVNT|6RCVC|7RCR|89DMG|9BPWR
373	51223 41152	   	163.97	DCR|3VULN|2DMG|1ZMB	19aVULN|29LHND|3ZMB|4LWND|5MBVNT|6DMSP|7RCR|89DMG|9BPWR
