0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
328	31633 31414	   	162.60	ACR|3VULN|1AART|1DMG	1MLV|2RCVC|3LHND|4RCR|5LWND|678VULN|9DMG|aAART
329	51133 21414	   	162.60	ACR|3VULN|1AART|1DMG	1CGEN|2RCVC|378VULN|4RCR|5LWND|6LHND|9DMG|aAART
330	51133 51413	   	162.60	ACR|3VULN|1AART|1DMG	1CGEN|2RCVC|378VULN|4RCR|5LWND|6FEWX|9DMG|aAART
331	11326 26332	   	162.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LSRREG|28DMG|3CDMG|4FEWX|5VULN|6AART|7RMIN|9ZMB|aRCR
332	42361 63311	   	162.58	DCR|2AART|2VULN|1DMG	15ERES|24VULN|39AART|6RCR|7DMG|8RCVC|aLHND
333	42361 63312	   	162.58	DCR|2AART|2VULN|1DMG	15ERES|24VULN|39AART|6RCR|7DMG|8RCVC|aLWND
334	42235 13321	   	162.53	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|89DMG|aRPLT
335	42235 13322	   	162.53	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5aBEXP|7AART|89DMG
336	42235 13323	   	162.53	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|89DMG|aLWND
337	42235 13325	   	162.53	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5BEXP|7AART|89DMG|aRMIN
338	54235 23221	   	162.52	DCR|3DMG|1AART|2CDMG|1ASPD	128CGEN|3AART|4RPLT|578DMG|68CDMG|8BPWR|9ASPD|aRCR
339	31133 11414	   	162.50	ACR|3VULN|1AART|1DMG	1MLV|2RCVC|378VULN|4RCR|5LWND|6DUST|9DMG|aAART
340	51133 11414	   	162.50	ACR|3VULN|1AART|1DMG	1CGEN|2RCVC|378VULN|4RCR|5LWND|6DUST|9DMG|aAART
341	41133 21414	   	162.50	ACR|3VULN|1AART|1DMG	1ERES|2RCVC|378VULN|4RCR|5LWND|6LHND|9DMG|aAART
342	41133 51413	   	162.50	ACR|3VULN|1AART|1DMG	1ERES|2RCVC|378VULN|4RCR|5LWND|6FEWX|9DMG|aAART
343	42361 63313	   	162.48	DCR|2AART|2VULN|1DMG	15ERES|24VULN|39AART|6RCR|7DMG|8RCVC|aLEGI
344	42233 13321	   	162.43	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|89DMG|aRPLT
345	42233 13322	   	162.43	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|89DMG|aBEXP
346	42233 13325	   	162.43	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|89DMG|aRMIN
347	42235 13324	   	162.43	ACR|2VULN|2DMG|1AART	1aERES|26VULN|3FEWX|4RCR|5BEXP|7AART|89DMG
348	41133 11414	   	162.40	ACR|3VULN|1AART|1DMG	1ERES|2RCVC|378VULN|4RCR|5LWND|6DUST|9DMG|aAART
349	42233 13323	   	162.33	ACR|2VULN|2DMG|1AART	1ERES|26VULN|3FEWX|4RCR|5DUST|7AART|89DMG|aMBVNT
350	42233 13324	   	162.33	ACR|2VULN|2DMG|1AART	1aERES|26VULN|3FEWX|4RCR|5DUST|7AART|89DMG
351	32433 21414	   	162.30	ACR|3VULN|1AART|1DMG	1MLV|278VULN|3RCVC|4RCR|5LWND|6LHND|9DMG|aAART
352	32433 51413	   	162.30	ACR|3VULN|1AART|1DMG	1MLV|278VULN|3RCVC|4RCR|5LWND|6FEWX|9DMG|aAART
353	32433 11414	   	162.20	ACR|3VULN|1AART|1DMG	1MLV|278VULN|3RCVC|4RCR|5LWND|6DUST|9DMG|aAART
354	42233 13514	   	162.10	ACR|3VULN|1AART|1DMG	1ERES|268VULN|3FEWX|4RCR|5DUST|7AART|9RCVC|aDMG
355	11322 23321	   	162.06	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6aAART|7ASPD|9DUR
356	14322 26321	   	162.06	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6aAART|78DMG|9DUR
357	11322 23241	   	162.06	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1LSRREG|29DMG|3CDMG|4FEWX|5RCR|6aAART|7ASPD|8DUR
358	14322 26241	   	162.06	ACR|2DMG|2AART|1CDMG|1ASPD|1DUR	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6aAART|79DMG|8DUR
359	31131 61322	   	162.02	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aASPD
360	31131 61352	   	162.02	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aASPD
361	31131 61362	   	162.02	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aASPD
362	31131 41341	   	162.02	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9ERES|aASPD
363	31131 41343	   	162.02	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9ERES|aDUR
364	31131 61341	   	161.92	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9ERES|aASPD
365	31131 61343	   	161.92	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9ERES|aDUR
366	31131 41333	   	161.88	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aDUR
367	31131 41334	   	161.88	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aASPD
368	22425 61132	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	14LWND|2aVULN|3RPLT|5AART|6RCR|7FEWX|8CDMG|9DMG
369	62115 61132	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|24LHND|3aVULN|5AART|6RCR|7FEWX|8CDMG|9DMG
370	62125 61132	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	14RPLT|2LHND|3aVULN|5AART|6RCR|7FEWX|8CDMG|9DMG
371	41131 61322	   	161.82	ACR|2VULN|2DMG|1CDMG|1ASPD	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aASPD
372	41131 61362	   	161.82	ACR|2VULN|2DMG|1CDMG|1ASPD	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LHND|aASPD
373	11362 36532	   	161.81	ACR|2DMG|1AART|1VULN|2CDMG	1LSRREG|26DMG|37CDMG|4BEXP|5RCR|8AART|9TLV|aVULN
374	21423 21521	   	161.80	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|789VULN|aFEWX
375	21423 21523	   	161.80	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|789VULN|aRPLT
376	21423 21524	   	161.80	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|789VULN|aBEXP
377	11646 11321	   	161.80	DCR|2DMG|1AART|2CDMG|2DUR|1ASPD	15LSRREG|2aDMG|3ASPD|45CDMG|5BPWR|6AART|79DUR|8RCR
378	31131 61333	   	161.78	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aDUR
379	31131 61334	   	161.78	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18MLV|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aASPD
380	32111 13465	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1MLV|29VULN|3ERES|4ZMB|5CDMG|6RMIN|7RCR|8aDMG
381	22631 11463	   	161.73	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|5aDMG|6ERES|9RCVC
382	32431 41341	   	161.72	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9ERES|aASPD
383	32431 41343	   	161.72	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9ERES|aDUR
384	32431 61322	   	161.72	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aASPD
385	32431 61352	   	161.72	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9BEXP|aASPD
386	32431 61362	   	161.72	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9FEWX|aASPD
387	16423 21521	   	161.70	ACR|3VULN|1AART|1DMG	1LSRREG|2LEGI|3LIT|4RCR|5AART|6DMG|789VULN|aFEWX
388	16423 21523	   	161.70	ACR|3VULN|1AART|1DMG	1LSRREG|2LEGI|3LIT|4RCR|5AART|6DMG|789VULN|aRPLT
389	21423 21522	   	161.70	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|789VULN|aDUST
390	21423 21526	   	161.70	ACR|3VULN|1AART|1DMG	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|789VULN|aTLV
391	24631 32532	 * 	161.68	ACR|3VULN|1DMG|2ASPD|2DUR	18LWND|2aDUR|38ASPD|4RCR|5DMG|6LHND|789VULN|8BPWR
392	41131 41333	   	161.68	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aDUR
393	41131 41334	   	161.68	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aASPD
394	32431 61341	   	161.62	ACR|2VULN|2DMG|1CDMG|1ASPD	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9ERES|aASPD
395	32431 61343	   	161.62	ACR|2VULN|2DMG|1CDMG|1DUR	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9ERES|aDUR
396	14312 26336	   	161.61	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aDUR
397	16423 21522	   	161.60	ACR|3VULN|1AART|1DMG	1LSRREG|2LEGI|3LIT|4RCR|5AART|6DMG|789VULN|aDUST
398	31241 33254	   	161.58	DCR|3DMG|1AART|1VULN	1MLV|2RCVC|3AART|4RMIN|5VULN|67aDMG|8LWND|9RCR
399	32431 41333	   	161.58	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aDUR
400	32431 41334	   	161.58	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aASPD
401	41131 61333	   	161.58	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aDUR
402	41131 61334	   	161.58	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aASPD
403	31131 11562	   	161.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aDUR
404	11312 26313	   	161.53	ACR|2DMG|2AART|2CDMG|1ASPD	18LSRREG|27DMG|38CDMG|48LWND|5RCR|69AART|8BPWR|aASPD
405	42431 61322	   	161.52	ACR|2VULN|2DMG|1CDMG|1ASPD	18ERES|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aASPD
406	31155 32113	   	161.49	DCR|2VULN|1AART|1DMG|2ZMB	1MLV|2RCVC|35VULN|45ZMB|5BPWR|6FEWX|7RCR|8CGEN|9DMG|aAART
407	11643 11352	   	161.48	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1LSRREG|2DMG|36ASPD|4CDMG|5AART|7DUR|8RCR|9RCVC|aVULN
408	32431 61333	   	161.48	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aDUR
409	32431 61334	   	161.48	ACR|2VULN|2DMG|1CDMG|1ASPD|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aASPD
410	42233 13534	   	161.48	ACR|4VULN|1AART|1DUR	1ERES|268aVULN|3FEWX|4RCR|5DUST|7AART|9DUR
411	31131 61562	   	161.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3VULN|4RCR|5CDMG|6TLV|7DMG|8ZMB|9AART|aDUR
412	41131 11562	   	161.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aDUR
413	31131 41344	   	161.40	ACR|2VULN|2DMG|2CDMG	18MLV|2RCVC|38VULN|4RCR|5aCDMG|6CGEN|78DMG|8BPWR|9ERES
414	31155 25313	   	161.39	DCR|2VULN|1AART|1DMG|2ZMB	1MLV|2RCVC|35VULN|45ZMB|5BPWR|6TLV|7RCR|8FEWX|9DMG|aAART
415	22633 11434	   	161.38	ACR|4VULN|1AART|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5DUST|9RCVC|aAART
416	42431 41333	   	161.38	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aDUR
417	22335 24324	   	161.30	ACR|3VULN|1AART|1DMG	1LWND|289VULN|3MLV|4RCR|57BEXP|6AART|aDMG
418	32335 24324	   	161.30	ACR|3VULN|1AART|1DMG	1MLV|289VULN|3LWND|4RCR|57BEXP|6AART|aDMG
419	31131 61344	   	161.30	ACR|2VULN|2DMG|2CDMG	18MLV|2RCVC|38VULN|4RCR|5aCDMG|6TLV|78DMG|8BPWR|9ERES
420	42431 61333	   	161.28	ACR|2VULN|2DMG|1CDMG|1DUR|1SELL	18ERES|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aDUR
421	32431 11562	   	161.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2VULN|3RCVC|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aDUR
422	22333 23324	   	161.20	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3MLV|4RCR|5DUST|6AART|7CGEN|9DMG
423	22333 26242	   	161.20	ACR|3VULN|1AART|1DMG	1LWND|29aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8BEXP
424	22333 26352	   	161.20	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3MLV|4RCR|5DUST|6AART|7DMG|9BEXP
425	22333 26642	   	161.20	ACR|3VULN|1AART|1DMG	1LWND|29aVULN|3MLV|4RCR|5DUST|6AART|7DMG|8FEWX
426	32333 23324	   	161.20	ACR|3VULN|1AART|1DMG	1MLV|28aVULN|3LWND|4RCR|5DUST|6AART|7CGEN|9DMG
427	32333 26242	   	161.20	ACR|3VULN|1AART|1DMG	1MLV|29aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8BEXP
428	32333 26352	   	161.20	ACR|3VULN|1AART|1DMG	1MLV|28aVULN|3LWND|4RCR|5DUST|6AART|7DMG|9BEXP
429	32333 26642	   	161.20	ACR|3VULN|1AART|1DMG	1MLV|29aVULN|3LWND|4RCR|5DUST|6AART|7DMG|8FEWX
430	32455 32113	   	161.19	DCR|2VULN|1AART|1DMG|2ZMB	1MLV|25VULN|3RCVC|45ZMB|5BPWR|6FEWX|7RCR|8CGEN|9DMG|aAART
431	11414 21314	   	161.11	DCR|2DMG|2AART|1VULN|1DUR	1LSRREG|2aDMG|3RMIN|4LWND|5DUR|69AART|7VULN|8RCR
432	11616 21314	   	161.11	DCR|2DMG|2AART|1VULN|1ASPD	1LSRREG|2aDMG|3ASPD|4LWND|5FEWX|69AART|7VULN|8RCR
433	22333 21324	   	161.10	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3MLV|4RCR|5DUST|6AART|7ERES|9DMG
434	32333 21324	   	161.10	ACR|3VULN|1AART|1DMG	1MLV|28aVULN|3LWND|4RCR|5DUST|6AART|7ERES|9DMG
435	22333 26364	   	161.10	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3MLV|4RCR|5DUST|6AART|7DMG|9NUKE
436	32333 26364	   	161.10	ACR|3VULN|1AART|1DMG	1MLV|28aVULN|3LWND|4RCR|5DUST|6AART|7DMG|9NUKE
437	42234 25322	   	161.10	ACR|3VULN|1AART|1DMG	1ERES|289VULN|3FEWX|4RCR|5CGEN|6AART|7DMG|aAIRHEL
438	42234 25323	   	161.10	ACR|3VULN|1AART|1DMG	1aERES|289VULN|3FEWX|4RCR|5CGEN|6AART|7DMG
439	11446 11331	 * 	161.01	DCR|2DMG|2AART|2CDMG|1DUR	1LSRREG|25DMG|3RMIN|45CDMG|5BPWR|6aAART|7DUR|8RCR|9DUST
440	11621 21314	   	161.01	DCR|2DMG|2AART|1VULN|1ASPD	1LSRREG|2aDMG|3ASPD|4DUST|5LWND|69AART|7VULN|8RCR
441	21155 21311	   	161.01	DCR|2VULN|2AART|1DMG|1DUR	1LWND|2BASHEA|3ERES|4DMG|5DUR|69AART|7aVULN|8RCR
442	21155 21314	   	161.01	DCR|2DMG|2AART|1VULN|1DUR	1LWND|2BASHEA|3ERES|4aDMG|5DUR|69AART|7VULN|8RCR
443	11362 32321	   	160.99	ACR|3DMG|1AART|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9LIT|aAART
444	11322 23351	   	160.93	ACR|3DMG|1AART|1CDMG|1ASPD	1LSRREG|28aDMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9RCVC
445	14312 26351	   	160.93	ACR|3DMG|1AART|1CDMG|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78aDMG|9RCVC
446	14322 26351	   	160.93	ACR|3DMG|1AART|1CDMG|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78aDMG|9RCVC
447	16155 21311	   	160.91	DCR|2VULN|2AART|1DMG|1DUR	1LSRREG|2LEGI|3ERES|4DMG|5DUR|69AART|7aVULN|8RCR
448	64316 32122	   	160.83	DCR|2VULN|1AART|2CDMG|1ZMB	1RPLT|2AART|3FEWX|4aVULN|59CDMG|6RCR|7ZMB|8DUST
449	11343 22322	   	160.82	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18LSRREG|28DMG|3CDMG|4DUR|58LHND|6AART|7RCVC|8BPWR|9VULN|aRCR
450	22323 33654	   	160.82	DCR|2VULN|2DMG|1AART	1LWND|28VULN|3MLV|4CGEN|5RCVC|6AART|7aDMG|9RCR
451	32323 33654	   	160.82	DCR|2VULN|2DMG|1AART	1MLV|28VULN|3LWND|4CGEN|5RCVC|6AART|7aDMG|9RCR
452	42363 11316	   	160.69	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1ERES|24VULN|39AART|5ASPD|6BASICY|7DUR|8RCR|aZMB
453	22333 63324	   	160.60	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3MLV|4RCR|5DUST|6CGEN|7AART|9DMG
454	22533 63324	   	160.60	ACR|3VULN|1AART|1DMG	1LWND|28aVULN|3RMIN|4RCR|5DUST|6CGEN|7AART|9DMG
455	32333 63324	   	160.60	ACR|3VULN|1AART|1DMG	1MLV|28aVULN|3LWND|4RCR|5DUST|6CGEN|7AART|9DMG
456	42235 13132	   	160.60	ACR|3VULN|1AART|1DMG	1ERES|26aVULN|3FEWX|4RCR|5BEXP|7AART|8LHND|9DMG
457	21362 21354	 * 	160.58	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB	178LWND|2BASHEA|38ZMB|48CDMG|5RCR|6AART|8BPWR|9VULN|aDMG
458	42133 53324	   	160.50	ACR|3VULN|1AART|1DMG	13ERES|289VULN|4RCR|5LWND|6FEWX|7AART|aDMG
459	42233 13132	   	160.50	ACR|3VULN|1AART|1DMG	1ERES|26aVULN|3FEWX|4RCR|5DUST|7AART|8LHND|9DMG
460	42233 13352	   	160.50	ACR|3VULN|1AART|1DMG	1ERES|26aVULN|3FEWX|4RCR|5DUST|7AART|8DMG|9BEXP
461	42233 13624	   	160.50	ACR|3VULN|1AART|1DMG	1ERES|269VULN|38FEWX|4RCR|5DUST|7AART|aDMG
462	42233 23524	   	160.50	ACR|3VULN|1AART|1DMG	1ERES|289VULN|3FEWX|4RCR|5DUST|6DMSP|7AART|aDMG
463	22424 53313	   	160.43	ACR|2VULN|2DMG|1AART	14aLWND|2aVULN|3RPLT|5RCR|6MGNSTR|7AART|8LHND|9aDMG|aBPWR
464	11231 53311	   	160.41	DCR|2DMG|2AART|1VULN|1ASPD	1LSRREG|26DMG|3CANSTR|4ASPD|5LWND|79AART|8RCR|aVULN
465	14231 53311	   	160.41	DCR|2DMG|2AART|1VULN|1ASPD	1LSRREG|2ASPD|3CANSTR|46DMG|5LWND|79AART|8RCR|aVULN
466	42233 13364	   	160.40	ACR|3VULN|1AART|1DMG	1ERES|26aVULN|3FEWX|4RCR|5DUST|7AART|8DMG|9NUKE
467	42332 63224	   	160.33	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3AART|4FEWX|5DMSP|6RCR|7BEXP|8ZMB|9DMG
468	11426 21316	   	160.31	DCR|2VULN|2DMG|1AART	1aLSRREG|2aDMG|3RMIN|4DUST|5FEWX|6AART|7aVULN|8RCR|9DMSP|aBPWR
469	33551 21324	   	160.28	DCR|3VULN|1AART|1DMG	16MLV|2NUKE|3AART|469VULN|5RMIN|6BPWR|7LWND|8RCR|aDMG
470	42332 62224	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3AART|4FEWX|5DMSP|6RCR|7LEGI|8ZMB|9DMG
471	22631 32522	   	160.22	ACR|3VULN|2DMG|1ASPD	1LWND|27aVULN|3ASPD|4RCR|58DMG|6LHND|9CGEN
472	22631 32532	   	160.22	ACR|3VULN|2DMG|1ASPD	1LWND|27aVULN|3ASPD|4RCR|58DMG|6LHND|9MLV
473	22631 51411	   	160.22	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6CGEN|aLIT
474	22631 51412	   	160.22	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6aCGEN
475	22631 51413	   	160.22	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6CGEN|aMLV
476	11426 21336	   	160.21	DCR|2VULN|2DMG|1AART	1aLSRREG|2aDMG|3RMIN|49DUST|5FEWX|6AART|7aVULN|8RCR|aBPWR
477	42362 31324	   	160.18	DCR|3VULN|1AART|1DMG	1ERES|249VULN|3AART|5BEXP|6RMIN|7CGEN|8RCR|aDMG
478	22631 42272	   	160.15	ACR|3VULN|1DMG|2ASPD|1ZMB	1LWND|29aVULN|36ASPD|4RCR|5DMG|7MBVNT|8ZMB
479	42361 63123	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	159ERES|24VULN|3AART|6RCR|7DMG|8LIT|aZMB
480	22631 11411	   	160.12	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aLIT
481	22631 11412	   	160.12	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aCGEN
482	22631 11416	   	160.12	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aRMIN
483	22631 32512	   	160.12	ACR|3VULN|2DMG|1ASPD	1LWND|27aVULN|3ASPD|4RCR|58DMG|6LHND|9TLV
484	31132 53326	   	160.10	ACR|2DMG|2AART|1VULN	1MLV|2RCVC|3VULN|4RCR|5DUST|6FEWX|7aAART|89DMG
485	51132 53326	   	160.10	ACR|2DMG|2AART|1VULN	1CGEN|2RCVC|3VULN|4RCR|5DUST|6FEWX|7aAART|89DMG
486	31222 64412	   	160.07	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4FEWX|5BEXP|6RCR|7DMG|8aVULN|9DUR
487	31222 66312	   	160.07	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4FEWX|5BEXP|6RCR|7aVULN|8DMG|9DUR
488	31223 64412	   	160.07	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4FEWX|5LWND|6RCR|7DMG|8aVULN|9DUR
489	51222 66312	   	160.07	DCR|2VULN|1AART|1DMG|1DUR	1CGEN|2RCVC|3AART|4FEWX|5BEXP|6RCR|7aVULN|8DMG|9DUR
490	52534 53232	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2aVULN|3MBVNT|4FEWX|5ZMB|6ASPD|7AART|8RCR|9DMG
491	63243 15114	   	160.06	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14RPLT|2ZMB|36DUR|56VULN|6BPWR|7DMG|8AART|9MBVNT|aRCR
492	21423 21111	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|79VULN|8DUR|aASPD
493	21423 22511	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2BASHEA|3LIT|4RCR|5AART|6DMG|7DUR|89VULN|aASPD
494	22631 11415	   	160.02	ACR|3VULN|2DMG|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6aERES
495	24333 16335	   	160.02	ACR|3VULN|2DMG|1DUR	1LWND|2DUR|3TLV|4RCR|5DUST|679VULN|8aDMG
496	31224 66312	   	159.97	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2RCVC|3AART|4FEWX|5DUST|6RCR|7aVULN|8DMG|9DUR
497	41222 66312	   	159.97	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2RCVC|3AART|4FEWX|5BEXP|6RCR|7aVULN|8DMG|9DUR
