0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
327	21622 63421	   	183.97	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2LWND|3aZMB|4VULN|5AART|6BEXP|8aDUR|9RCR|aBPWR
328	12632 24421	 * 	183.87	DCR|3VULN|1AART|1DMG|2ZMB|2DUR	17aVULN|2DMG|3aZMB|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
329	21622 23421	   	183.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2LWND|3aZMB|4VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
330	24632 23421	   	183.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2VULN|3aZMB|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
331	26112 26235	   	183.86	ACR|3AART|2DMG|2VULN	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|789AART|aRPLT
332	14225 11343	   	183.83	DCR|4VULN|1AART|1DMG|1CDMG	1347VULN|2LHND|5MLV|6AART|8CDMG|9RCR|aDMG
333	24122 44331	   	183.80	ACR|2VULN|2DMG|1AART|2DUR|1ASPD	1aDMG|26VULN|3RCR|4aDUR|5LWND|7ASPD|8AART|9aLHND|aBPWR
334	26112 26116	   	183.79	ACR|3VULN|2DMG|1AART	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7AART|8FEWX|9LHND
335	26112 26126	   	183.79	ACR|3VULN|2DMG|1AART	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7AART|8FEWX|9LWND
336	26112 26161	   	183.79	ACR|3VULN|2DMG|1AART	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7AART|89FEWX
337	26112 26316	   	183.79	ACR|3VULN|2DMG|1AART	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7AART|8BEXP|9LHND
338	26112 26326	   	183.79	ACR|3VULN|2DMG|1AART	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7AART|8BEXP|9LWND
339	52112 23363	   	183.79	ACR|2VULN|2DMG|2CDMG|1FLTHEA|1DUR	1DUR|26DMG|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9RPLT|aFLTHEA
340	12126 11256	   	183.77	ACR|3VULN|3DMG|2DUR	189VULN|28aDMG|3RCR|45DUR|6MLV|78BEXP|8BPWR
341	12161 15152	   	183.77	ACR|3VULN|3DMG|2DUR	158VULN|28aDMG|3RCR|4LIT|6MGNSTR|78DUR|8BPWR|9CGEN
342	52112 25152	   	183.77	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8LWND|aZMB
343	26622 23421	   	183.77	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2LEGI|3aZMB|4VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
344	26112 26232	   	183.76	ACR|3AART|2DMG|2VULN	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|789AART|aDUST
345	26112 26233	   	183.76	ACR|3AART|2VULN|2DMG	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|789AART|aTLV
346	23126 41141	   	183.69	ACR|2VULN|2DMG|1AART|3DUR	1aDMG|2DUST|3RCR|45aDUR|6AART|7RMIN|8RCVC|9aVULN|aBPWR
347	52122 22156	   	183.67	ACR|3VULN|3DMG|2DUR	14DUR|26aDMG|3RCR|569VULN|6BPWR|7MLV|8LWND
348	52122 24133	   	183.67	ACR|3VULN|3DMG|2DUR	14DUR|26aDMG|3RCR|568VULN|6BPWR|79LIT
349	52122 26323	   	183.67	ACR|3VULN|3DMG|2DUR	14DUR|26aDMG|3RCR|569VULN|6BPWR|78DMSP
350	52112 25252	   	183.67	ACR|3VULN|2DMG|1ZMB|1DUR|1ASPD	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8DUST|aZMB
351	12142 41532	   	183.59	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6FEWX|8aLIT|9RCVC|aBPWR
352	12122 34256	   	183.57	ACR|3VULN|3DMG|2DUR	189VULN|28aDMG|3RCR|47DUR|5LWND|68TLV|8BPWR
353	12141 62253	   	183.57	ACR|3VULN|3DMG|2DUR	178VULN|28aDMG|3RCR|4ERES|5DUST|68DUR|8BPWR|9FEWX
354	12143 56313	   	183.57	ACR|3VULN|3DMG|2DUR	16aVULN|28aDMG|3RCR|4ERES|5VENICY|7DMSP|9aDUR|aBPWR
355	52122 22256	   	183.57	ACR|3VULN|3DMG|2DUR	14DUR|26aDMG|3RCR|569VULN|6BPWR|7MLV|8DUST
356	12125 21241	   	183.56	ACR|2VULN|1AART|1DMG|2CDMG|3DUR	1aVULN|2DMG|3RCR|46aDUR|5aCDMG|7AART|8RPLT|9LEGI|aBPWR
357	24125 21241	   	183.56	ACR|2DMG|1AART|1VULN|2CDMG|3DUR	1aDMG|2VULN|3RCR|46aDUR|5aCDMG|7AART|8RPLT|9LEGI|aBPWR
358	12112 12531	   	183.54	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aLHND
359	12112 12536	   	183.54	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aFEWX
360	12112 12565	   	183.54	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9LIT|aZMB
361	24112 12531	   	183.54	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aLHND
362	24112 12536	   	183.54	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aFEWX
363	24142 21532	   	183.49	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|3RCR|4ERES|5AART|6DUST|8aLIT|9RCVC|aBPWR
364	12142 21532	   	183.49	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6DUST|8aLIT|9RCVC|aBPWR
365	21112 22263	   	183.49	ACR|3VULN|2DMG|1AART	19DMG|26aLWND|3RCR|4RCVC|569VULN|69BPWR|79MLV|8AART
366	21112 22264	   	183.49	ACR|3VULN|2DMG|1AART	19DMG|26LWND|3RCR|4RCVC|569VULN|69BPWR|79MLV|8AART|aLHND
367	21112 22266	   	183.49	ACR|3VULN|2DMG|1AART	19DMG|26LWND|3RCR|4RCVC|569VULN|69BPWR|79MLV|8AART|aBEXP
368	12126 21153	   	183.48	ACR|2VULN|2DMG|3DUR|1CDMG|1FLTHEA	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9CDMG|aFLTHEA
369	12143 52313	   	183.47	ACR|3VULN|3DMG|2DUR	16aVULN|28aDMG|3RCR|47ERES|5VENICY|9aDUR|aBPWR
370	24143 52313	   	183.47	ACR|3VULN|3DMG|2DUR	18aDMG|26aVULN|3RCR|47ERES|5VENICY|9aDUR|aBPWR
371	12112 12535	   	183.44	ACR|3VULN|2DMG|2ASPD|1ZMB	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aERES
372	24112 12535	   	183.44	ACR|3VULN|2DMG|2ASPD|1ZMB	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9ZMB|aERES
373	52122 23453	   	183.38	ACR|2VULN|2DMG|3DUR|1CDMG|1FLTHEA	149DUR|26DMG|3RCR|56VULN|6BPWR|7CDMG|8DUST|aFLTHEA
374	12125 34111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	17aVULN|2DMG|3RCR|4DUR|5CDMG|6LHND|8ZMB|9FLTHEA
375	12125 64111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	17aVULN|2DMG|3RCR|4DUR|5CDMG|6LWND|8ZMB|9FLTHEA
376	12135 24111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	17aVULN|2DMG|3RCR|4LHND|5CDMG|6DUR|8ZMB|9FLTHEA
377	12136 43111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	16aVULN|2DMG|3RCR|4LHND|5DUR|7CDMG|8ZMB|9FLTHEA
378	24125 34111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DMG|27aVULN|3RCR|4DUR|5CDMG|6LHND|8ZMB|9FLTHEA
379	24135 24111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DMG|27aVULN|3RCR|4LHND|5CDMG|6DUR|8ZMB|9FLTHEA
380	24136 43111	   	183.34	ACR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DMG|26aVULN|3RCR|4LHND|5DUR|7CDMG|8ZMB|9FLTHEA
381	52122 23362	   	183.33	ACR|2VULN|2DMG|2CDMG|2DUR|1ZMB	14DUR|26DMG|3RCR|56VULN|6BPWR|78CDMG|9RPLT|aZMB
382	21621 53421	   	183.27	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	17aDMG|2LWND|3aZMB|4VULN|5DUST|6AART|8aDUR|9RCR|aBPWR
383	52113 13631	   	183.24	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|49RCVC|5AART|67LWND|7BPWR|8aVULN
384	12141 12366	   	183.24	ACR|4VULN|2DMG|2ASPD	179aVULN|29DMG|3RCR|4ERES|5DUST|6MBVNT|89ASPD|9BPWR
385	52122 23344	   	183.23	ACR|2VULN|2DMG|2CDMG|2DUR|1ZMB	14DUR|26DMG|3RCR|56VULN|6BPWR|78CDMG|9BASICY|aZMB
386	12312 61513	 * 	183.22	DCR|2VULN|2DMG|1AART|3ASPD|1DUR	17VULN|27DMG|3CGEN|4LIT|5AART|679ASPD|7BPWR|8DUR|aRCR
387	24312 61513	   	183.22	DCR|2VULN|2DMG|1AART|3ASPD|1DUR	17DMG|27VULN|3CGEN|4LIT|5AART|679ASPD|7BPWR|8DUR|aRCR
388	12113 43344	   	183.19	ACR|3VULN|2DMG|1AART	179VULN|2aDMG|3RCR|4RCVC|57ERES|67MLV|7BPWR|8AART
389	12113 51653	   	183.09	ACR|3DMG|2VULN|1AART	1aVULN|279DMG|3RCR|4RCVC|5ERES|6RPLT|8AART
390	12125 11651	   	183.09	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1VULN|279DMG|3RCR|4DUR|5CDMG|6CGEN|8AART|aBELT
391	12125 11653	   	183.09	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	1VULN|279DMG|3RCR|4DUR|5CDMG|6CGEN|8AART|aFEWX
392	52123 64311	   	183.03	ACR|2DMG|1AART|3DUR|2ASPD|1CDMG|1ZMB	147DUR|27DMG|3RCR|5AART|67ASPD|7BPWR|8ZMB|9CDMG|aMLV
393	52123 64312	   	183.03	ACR|2DMG|1AART|3DUR|1CDMG|2ASPD|1ZMB	147DUR|27DMG|3RCR|5AART|67ASPD|7BPWR|8ZMB|9CDMG|aLHND
394	52123 64333	   	183.03	ACR|2DMG|1AART|3DUR|2ASPD|1FLTHEA|1ZMB	147DUR|27DMG|3RCR|5AART|67ASPD|7BPWR|8ZMB|9RMIN|aFLTHEA
395	12126 41142	   	182.94	ACR|3VULN|2DMG|3DUR|1ZMB	189VULN|29DMG|3RCR|456DUR|79FEWX|9BPWR|aZMB
396	52122 41142	   	182.94	ACR|3VULN|2DMG|3DUR|1ZMB	146DUR|29DMG|3RCR|589VULN|79FEWX|9BPWR|aZMB
397	51263 51111	   	182.92	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2LWND|35aVULN|4CDMG|6RCR|7DMG|8ZMB|9FLTHEA
398	12141 51532	   	182.89	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5DUST|6AART|8aLIT|9RCVC|aBPWR
399	12116 23621	   	182.87	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ASPD	1VULN|26DMG|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8AART|9LIT|aASPD
400	24116 23621	   	182.87	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1DMG|26VULN|3RCR|4RCVC|56DUR|6BPWR|7CDMG|8AART|9LIT|aASPD
401	52122 23414	   	182.87	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|569VULN|6BPWR|7CDMG|8DUST|aRCVC
402	12115 33551	   	182.86	ACR|3VULN|2DMG|2ZMB|1DUR	168VULN|28DMG|3RCR|47RCVC|58ZMB|8BPWR|9LWND|aDUR
403	23112 41141	   	182.84	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|2DUST|3RCR|48RCVC|5aDUR|6AART|7RMIN|9aVULN|aBPWR
404	24126 21112	   	182.84	ACR|3VULN|2DMG|3DUR|1ZMB	19DMG|268VULN|3RCR|456DUR|6BPWR|7FEWX|aZMB
405	52122 22525	   	182.84	ACR|3DMG|2VULN|3DUR|1ZMB	149DUR|268DMG|3RCR|56VULN|6BPWR|7MLV|aZMB
406	12115 33541	   	182.76	ACR|3VULN|2DMG|2ZMB|1DUR	168VULN|28DMG|3RCR|47RCVC|58ZMB|8BPWR|9LEGI|aDUR
407	12141 62262	   	182.74	ACR|3VULN|2DMG|3DUR|1ZMB	178VULN|28DMG|3RCR|4ERES|5DUST|689DUR|8BPWR|aZMB
408	12142 11354	   	182.68	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1DUR	17VULN|2DMG|3RCR|48ERES|5AART|6DUR|9FLTHEA|aCDMG
409	21213 52111	   	182.66	DCR|3VULN|2DMG|2ASPD|1FLTHEA	17DMG|2LWND|3RPLT|47aVULN|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA
410	21422 43421	   	182.66	DCR|3DMG|1AART|1VULN|2ASPD|2DUR	17aDMG|2LWND|3aASPD|4VULN|5AART|6FEWX|8aDUR|9RCR|aBPWR
411	21422 63421	   	182.66	DCR|3DMG|1AART|1VULN|2ASPD|2DUR	17aDMG|2LWND|3aASPD|4VULN|5AART|6BEXP|8aDUR|9RCR|aBPWR
412	12312 61145	   	182.57	DCR|2VULN|2DMG|1AART|2ASPD|1ZMB	17VULN|27DMG|3CGEN|4LIT|5AART|67ASPD|7BPWR|8ZMB|9RCVC|aRCR
413	52113 13245	   	182.57	ACR|2AART|2DMG|1VULN|2DUR|1ASPD	17DUR|27DMG|3RCR|4RCVC|58AART|67LWND|7BPWR|9VULN|aASPD
414	12253 52111	   	182.56	DCR|3VULN|2DMG|2ASPD|1FLTHEA	17aVULN|27DMG|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA
415	24253 52111	   	182.56	DCR|3VULN|2DMG|2ASPD|1FLTHEA	17DMG|27aVULN|3RPLT|4LEGI|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA
416	26213 52111	   	182.56	DCR|3VULN|2DMG|2ASPD|1FLTHEA	17DMG|2LEGI|3RPLT|47aVULN|57ASPD|6RCR|7BPWR|8DMSP|9FLTHEA
417	12432 24421	   	182.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	17aVULN|2DMG|3aASPD|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
418	21422 23421	   	182.56	DCR|3DMG|1AART|1VULN|2ASPD|2DUR	17aDMG|2LWND|3aASPD|4VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
419	24432 23421	   	182.56	DCR|3DMG|1AART|1VULN|2ASPD|2DUR	17aDMG|2VULN|3aASPD|4LWND|5AART|6DUST|8aDUR|9RCR|aBPWR
420	23112 42551	   	182.54	ACR|2VULN|2DMG|1AART|2DUR	1aDMG|2DUST|3RCR|49RCVC|5aDUR|6AART|7aVULN|8RMIN|aBPWR
421	12161 12132	   	182.54	ACR|3VULN|3DMG|1ZMB	158VULN|28aDMG|3RCR|4LIT|6MGNSTR|78FEWX|8BPWR|9ZMB
422	24161 12132	   	182.54	ACR|3VULN|3DMG|1ZMB	18aDMG|258VULN|3RCR|4LIT|6MGNSTR|78FEWX|8BPWR|9ZMB
423	12616 36333	   	182.47	DCR|3DMG|2VULN|1AART|1ZMB	19VULN|279DMG|3ZMB|4LIT|5BELT|6AART|89LWND|9BPWR|aRCR
424	21616 36133	   	182.47	DCR|3DMG|2VULN|1AART|1ZMB	179DMG|29LWND|3ZMB|4LIT|5BELT|6AART|89VULN|9BPWR|aRCR
425	26422 23421	   	182.46	DCR|3DMG|1AART|1VULN|2ASPD|2DUR	17aDMG|2LEGI|3aASPD|4VULN|5AART|6DUST|8aDUR|9RCR|aBPWR
426	52123 11231	   	182.38	ACR|2VULN|2DMG|1AART|3DUR	14aDUR|2aDMG|3RCR|5AART|6LWND|7RMIN|8DUST|9aVULN|aBPWR
427	52123 26531	   	182.38	ACR|2VULN|2DMG|1AART|3DUR	14aDUR|2aDMG|3RCR|5AART|6DUST|7BEXP|8RMIN|9aVULN|aBPWR
428	52123 31231	   	182.38	ACR|2VULN|2DMG|1AART|3DUR	14aDUR|2aDMG|3RCR|5AART|6BEXP|7RMIN|8DUST|9aVULN|aBPWR
429	52123 51231	   	182.38	ACR|2VULN|2DMG|1AART|3DUR	14aDUR|2aDMG|3RCR|5AART|6FEWX|7RMIN|8DUST|9aVULN|aBPWR
430	12164 16332	   	182.29	ACR|3DMG|2VULN|1AART	1aVULN|26aDMG|3RCR|4LIT|5LHND|7AART|8aERES|9RCVC|aBPWR
431	12161 33153	   	182.24	ACR|3VULN|3DMG|1ZMB	158VULN|29aDMG|3RCR|4LIT|6ERES|7ZMB
432	24161 33153	   	182.24	ACR|3VULN|3DMG|1ZMB	19aDMG|258VULN|3RCR|4LIT|6ERES|7ZMB
433	12161 15141	   	182.22	ACR|4VULN|2DMG|2DUR	1589VULN|28DMG|3RCR|4LIT|6MGNSTR|78DUR|8BPWR|aDMSP
434	12161 15142	   	182.22	ACR|4VULN|2DMG|2DUR	1589VULN|28DMG|3RCR|4LIT|6MGNSTR|78DUR|8BPWR|aMLV
435	12161 15143	   	182.22	ACR|4VULN|2DMG|2DUR	1589VULN|28DMG|3RCR|4LIT|6MGNSTR|78DUR|8BPWR|aRMIN
436	12161 15153	   	182.22	ACR|4VULN|2DMG|2DUR	158aVULN|28DMG|3RCR|4LIT|6MGNSTR|78DUR|8BPWR|9CGEN
437	24144 32132	   	182.19	ACR|3VULN|2DMG|1AART	1aDMG|28aVULN|3RCR|4ERES|5LIT|6aDUST|7AART|9RCVC|aBPWR
438	26161 16332	   	182.19	ACR|3DMG|2VULN|1AART	16aDMG|2LEGI|3RCR|4LIT|5aVULN|7AART|8aERES|9RCVC|aBPWR
439	12144 32132	   	182.19	ACR|3VULN|2DMG|1AART	18aVULN|2aDMG|3RCR|4ERES|5LIT|6aDUST|7AART|9RCVC|aBPWR
440	52112 22521	   	182.12	ACR|3DMG|2VULN|2DUR|1ZMB	19DUR|268DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|aZMB
441	13126 57241	   	182.12	ACR|4VULN|2DMG|2DUR	168aVULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9LIT
442	12141 62225	   	182.02	ACR|4VULN|2DMG|2DUR	178aVULN|28DMG|3RCR|4ERES|5DUST|68DUR|8BPWR|9CGEN
443	12141 62235	   	182.02	ACR|4VULN|2DMG|2DUR	178aVULN|28DMG|3RCR|4ERES|5DUST|68DUR|8BPWR|9MLV
444	12142 31525	   	181.99	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6LWND|8RMIN|9aCGEN|aBPWR
445	12142 41235	   	181.99	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6FEWX|8RMIN|9aCGEN|aBPWR
446	16533 22134	   	181.92	DCR|3VULN|3DMG|1ZMB	129VULN|29BPWR|39BASHEA|4MGNLIT|5ZMB|6RCR|79aDMG|8BELT
447	12164 11232	   	181.89	ACR|3DMG|2VULN|1AART	1aVULN|26aDMG|3RCR|4LIT|5LHND|7aMLV|8AART|9RCVC|aBPWR
448	12166 36232	   	181.89	ACR|3DMG|2VULN|1AART	1aVULN|26aDMG|3RCR|4LIT|5MLV|7aLWND|8AART|9RCVC|aBPWR
449	21166 34232	   	181.89	ACR|3DMG|2VULN|1AART	16aDMG|2aLWND|3RCR|4LIT|5MLV|7aVULN|8AART|9RCVC|aBPWR
450	24164 11232	   	181.89	ACR|3DMG|2VULN|1AART	16aDMG|2aVULN|3RCR|4LIT|5LHND|7aMLV|8AART|9RCVC|aBPWR
451	12142 21235	   	181.89	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6DUST|8RMIN|9aCGEN|aBPWR
452	24142 21235	   	181.89	ACR|3VULN|2DMG|1AART	1aDMG|27aVULN|3RCR|4ERES|5AART|6DUST|8RMIN|9aCGEN|aBPWR
453	12122 44331	   	181.87	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	16aVULN|2DMG|3RCR|4aDUR|5LWND|7ASPD|8AART|9aLHND|aBPWR
454	12122 44361	   	181.87	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	16aVULN|2DMG|3RCR|4aDUR|5LWND|7ASPD|8AART|9aFEWX|aBPWR
455	12132 44351	   	181.87	ACR|3VULN|1AART|1DMG|2DUR|1ASPD	16aVULN|2DMG|3RCR|4aLHND|5LWND|7ASPD|8AART|9aDUR|aBPWR
456	24161 42232	   	181.79	ACR|3VULN|2DMG|1AART	1aDMG|25aVULN|3RCR|4LIT|6TLV|7aLHND|8AART|9RCVC|aBPWR
457	26161 11232	   	181.79	ACR|3DMG|2VULN|1AART	16aDMG|2LEGI|3RCR|4LIT|5aVULN|7aMLV|8AART|9RCVC|aBPWR
458	12161 42232	   	181.79	ACR|3VULN|2DMG|1AART	15aVULN|2aDMG|3RCR|4LIT|6TLV|7aLHND|8AART|9RCVC|aBPWR
459	12142 31535	   	181.79	ACR|3VULN|2DMG|1AART	17aVULN|2aDMG|3RCR|4ERES|5AART|6LWND|8RMIN|9aTLV|aBPWR
460	23126 42521	   	181.78	ACR|2VULN|2DMG|1AART|3DUR	1aDMG|2DUST|3RCR|45aDUR|6AART|7aVULN|89RMIN|aBPWR
461	52113 33241	   	181.77	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67BEXP|7BPWR|8DMSP|9aVULN
462	52113 33616	   	181.77	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67BEXP|7BPWR|8aVULN|9LHND
463	52113 33626	   	181.77	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67BEXP|7BPWR|8aVULN|9LWND
464	23126 41241	   	181.68	ACR|2VULN|2DMG|1AART|3DUR	1aDMG|28DUST|3RCR|45aDUR|6AART|7RMIN|9aVULN|aBPWR
465	52113 11231	   	181.67	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3RCR|4RCVC|5AART|6LWND|7RMIN|8DUST|9aVULN|aBPWR
466	52113 13662	   	181.67	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67LWND|7BPWR|8aVULN|9ERES
467	52113 26531	   	181.67	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3RCR|4RCVC|5AART|6DUST|7BEXP|8RMIN|9aVULN|aBPWR
468	52113 31231	   	181.67	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3RCR|4RCVC|5AART|6BEXP|7RMIN|8DUST|9aVULN|aBPWR
469	52113 51231	   	181.67	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3RCR|4RCVC|5AART|6FEWX|7RMIN|8DUST|9aVULN|aBPWR
470	52122 22434	   	181.67	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7MLV|8CDMG|aLIT
471	52122 23221	   	181.67	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7CDMG|8CGEN|9MLV
472	52122 23234	   	181.67	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7CDMG|8CGEN|aLIT
473	52122 26151	   	181.67	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7DMSP|8CDMG|9LWND
474	21112 44331	   	181.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6DUR|7ASPD|8AART|9aLHND|aBPWR
475	21112 44361	   	181.61	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6DUR|7ASPD|8AART|9aFEWX|aBPWR
476	12116 11256	   	181.58	ACR|3VULN|3DMG|1DUR	189VULN|28aDMG|3RCR|4RCVC|5DUR|6MLV|78BEXP|8BPWR
477	52113 23241	   	181.57	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67DUST|7BPWR|8DMSP|9aVULN
478	52113 23616	   	181.57	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67DUST|7BPWR|8aVULN|9LHND
479	52113 23626	   	181.57	ACR|2VULN|2DMG|1AART|2DUR	17DUR|27DMG|3RCR|4RCVC|5AART|67DUST|7BPWR|8aVULN|9LWND
480	52122 22421	   	181.57	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7MLV|8CDMG|9TLV
481	52122 22431	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7MLV|8CDMG|aDUST
482	52122 22432	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7MLV|8CDMG|aNUKE
483	52122 22436	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7MLV|8CDMG|aERES
484	52122 23231	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7CDMG|8CGEN|aDUST
485	52122 23232	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7CDMG|8CGEN|aNUKE
486	52122 23236	   	181.57	ACR|3DMG|2VULN|1CDMG|2DUR	14DUR|269DMG|3RCR|56VULN|6BPWR|7CDMG|8CGEN|aERES
487	52122 23413	   	181.57	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|569VULN|6BPWR|7CDMG|8DUST|aBELT
488	52122 23416	   	181.57	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|569VULN|6BPWR|7CDMG|8DUST|aCGEN
489	52122 23436	   	181.57	ACR|3VULN|2DMG|1CDMG|2DUR	14DUR|26DMG|3RCR|56aVULN|6BPWR|7CDMG|8DUST|9MLV
