0	Index      	 *	Score 	Summary	Detail	
1	32812 66334	 * 	206.87	ACR|3VULN|3DMG|1AART|2DUR	1MBVNT|289VULN|3RCR|4BEXP|59DUR|679DMG|9BPWR|aAART
349	11131 13564	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|49DMG|5LIT|7RCR|8LHND|aCGEN
350	11426 13212	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9aCGEN
351	11426 13242	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9MLV|aCGEN
352	11426 13262	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9RMIN|aCGEN
353	11431 13212	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9aCGEN
354	11431 13242	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9MLV|aCGEN
355	11431 13262	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9RMIN|aCGEN
356	11431 13515	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8LHND|9BEXP
357	11431 13525	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8LHND|9FEWX
358	11431 13563	   	181.47	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|49DMG|5LIT|7RCR|8aLHND
359	11111 13565	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4ERES|5LIT|7RCR|8LHND|9aDMG
360	11126 13125	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|5aDMG|7RCR|8ERES|9BEXP
361	11126 13135	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|5aDMG|7RCR|8ERES|9LHND
362	11126 13211	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9CGEN|aDUST
363	11126 13213	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9CGEN|aERES
364	11126 13222	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9ERES|aCGEN
365	11126 13241	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9MLV|aDUST
366	11126 13243	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9MLV|aERES
367	11126 13261	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9RMIN|aDUST
368	11126 13263	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9RMIN|aERES
369	11131 13125	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4aDMG|5LIT|7RCR|8ERES|9BEXP
370	11131 13135	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4aDMG|5LIT|7RCR|8ERES|9LHND
371	11131 13211	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9CGEN|aDUST
372	11131 13213	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9CGEN|aERES
373	11131 13222	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9ERES|aCGEN
374	11131 13241	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9MLV|aDUST
375	11131 13243	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9MLV|aERES
376	11131 13261	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9RMIN|aDUST
377	11131 13263	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9RMIN|aERES
378	11131 13555	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|4aDMG|5LIT|7RCR|8LHND|9DUST
379	11426 13125	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|5aDMG|7RCR|8ERES|9BEXP
380	11426 13135	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|5aDMG|7RCR|8ERES|9LHND
381	11426 13211	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9CGEN|aDUST
382	11426 13213	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9CGEN|aERES
383	11426 13222	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9ERES|aCGEN
384	11426 13241	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9MLV|aDUST
385	11426 13243	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9MLV|aERES
386	11426 13261	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9RMIN|aDUST
387	11426 13263	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9RMIN|aERES
388	11431 13125	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8ERES|9BEXP
389	11431 13135	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8ERES|9LHND
390	11431 13211	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9CGEN|aDUST
391	11431 13213	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9CGEN|aERES
392	11431 13222	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9ERES|aCGEN
393	11431 13241	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9MLV|aDUST
394	11431 13243	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9MLV|aERES
395	11431 13261	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9RMIN|aDUST
396	11431 13263	   	181.37	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9RMIN|aERES
397	11136 16632	   	181.37	DCR|3VULN|2DMG|1AART	1AART|23aVULN|49DMG|5LSRICY|6TLV|7RCR|8RPLT
398	11136 26632	   	181.37	DCR|3VULN|2DMG|1AART	1AART|23aVULN|49DMG|5LSRICY|6ERES|7RCR|8RPLT
399	32172 41815	   	181.32	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1MBVNT|28VULN|3RCVC|4AART|5FLTHEA|6ZMB|7RCR|9ASPD|aDMG
400	11126 13145	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|5aDMG|7RCR|8ERES|9DUST
401	11126 13166	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|5aDMG|7RCR|8ERES|9MBVNT
402	11126 13221	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9ERES|aDUST
403	11126 13223	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4LIT|58DMG|7RCR|9aERES
404	11131 13145	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4aDMG|5LIT|7RCR|8ERES|9DUST
405	11131 13166	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|4aDMG|5LIT|7RCR|8ERES|9MBVNT
406	11131 13221	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9ERES|aDUST
407	11131 13223	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|48DMG|5LIT|7RCR|9aERES
408	11426 13221	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9ERES|aDUST
409	11426 13223	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4LIT|58DMG|7RCR|9aERES
410	11431 13145	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8ERES|9DUST
411	11431 13166	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|4aDMG|5LIT|7RCR|8ERES|9MBVNT
412	11431 13221	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9ERES|aDUST
413	11431 13223	   	181.27	DCR|3VULN|2DMG|1AART	1AART|236VULN|3BPWR|48DMG|5LIT|7RCR|9aERES
414	11123 43256	   	181.07	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|45LIT|68DMG|7RCR|9RCVC|aCDMG
415	32834 56131	   	180.94	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|29aVULN|3RCR|4LWND|5ZMB|6DMG|7AART|8DUR
416	32263 16712	   	180.94	ACR|4VULN|2AART|1CDMG	1MBVNT|2789VULN|3CDMG|4RCR|5aAART|6LWND
417	32263 61712	   	180.94	ACR|4VULN|2AART|1CDMG	1MBVNT|2689VULN|3CDMG|4RCR|5aAART|7LWND
418	32851 23436	   	180.89	ACR|4VULN|2DMG|1ZMB	1MBVNT|249aVULN|3RCR|5ZMB|6RPLT|79LWND|89DMG|9BPWR
419	32851 24436	   	180.89	ACR|4VULN|2DMG|1ZMB	1MBVNT|249aVULN|3RCR|5ZMB|6RPLT|79LHND|89DMG|9BPWR
420	32851 33436	   	180.89	ACR|4VULN|2DMG|1ZMB	1MBVNT|249aVULN|3RCR|5ZMB|69LWND|7RPLT|89DMG|9BPWR
421	32851 43436	   	180.89	ACR|4VULN|2DMG|1ZMB	1MBVNT|249aVULN|3RCR|5ZMB|69LHND|7RPLT|89DMG|9BPWR
422	35582 11233	   	180.84	ACR|4VULN|3DMG	1MBVNT|2RPLT|39aDMG|4TLV|5RCR|69aFEWX|789aVULN|9aBPWR
423	11161 61331	   	180.79	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LWND|5RCVC|7RCR|8MLV|aDMG
424	11461 61331	   	180.79	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LWND|5RCVC|7RCR|8MLV|aDMG
425	32873 31813	 * 	180.58	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|3RCR|49aDUR|5BEXP|6LWND|79DMG|8AART|9BPWR
426	32873 41813	   	180.58	ACR|2VULN|2DMG|1AART|3DUR	1MBVNT|29VULN|3RCR|49aDUR|5BEXP|6LHND|79DMG|8AART|9BPWR
427	32852 23261	   	180.49	ACR|4VULN|1AART|1CDMG|1ZMB	1MBVNT|2468VULN|3RCR|5CDMG|7LIT|9AART|aZMB
428	11152 63232	   	180.43	DCR|3VULN|2AART|1DMG	17AART|23aVULN|4AIRHEL|5RCVC|6RCR|8MLV|9DMG
429	11452 63232	   	180.43	DCR|3VULN|2AART|1DMG	17AART|23aVULN|3BPWR|4AIRHEL|5RCVC|6RCR|8MLV|9DMG
430	32172 41743	   	180.34	DCR|3VULN|1AART|2FLTHEA|2ZMB	1MBVNT|28aVULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9LIT
431	32172 41782	   	180.34	DCR|3VULN|1AART|2FLTHEA|2ZMB	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|aCGEN
432	32172 41783	   	180.34	DCR|3VULN|1AART|2FLTHEA|2ZMB	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|aMLV
433	32172 41763	   	180.24	DCR|3VULN|1AART|2FLTHEA|2ZMB	1MBVNT|28aVULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9ERES
434	32172 41781	   	180.24	DCR|3VULN|1AART|2FLTHEA|2ZMB	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|aTLV
435	11125 12333	   	180.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|4LIT|5RCVC|6ZMB|7DUR|8RCR|9CDMG|aDMG
436	11425 12333	   	180.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|4LIT|5RCVC|6ZMB|7DUR|8RCR|9CDMG|aDMG
437	11162 11413	   	180.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1AART|239aVULN|4LWND|5FLTHEA|6LIT|7ZMB|8RCR
438	11462 11413	   	180.17	DCR|4VULN|1AART|1FLTHEA|1ZMB	1AART|239aVULN|3BPWR|4LWND|5FLTHEA|6LIT|7ZMB|8RCR
439	32262 21125	 * 	180.09	ACR|3VULN|3ZMB|2CDMG|3DUR|1SELL	1MBVNT|28aVULN|3aCDMG|4RCR|58aZMB|678DUR|8aBPWR|9SELL
440	32267 21125	 * 	180.09	ACR|3VULN|3ZMB|2CDMG|3DUR|1SELL	1MBVNT|28aVULN|3aCDMG|4RCR|578DUR|68aZMB|8aBPWR|9SELL
441	32811 71814	   	180.09	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|49BEXP|5LHND|6DUST|79DMG|8AART|9BPWR
442	32813 71814	   	180.09	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|49BEXP|5LWND|6DUST|79DMG|8AART|9BPWR
443	32816 31814	   	180.09	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|49BEXP|5DUST|6LWND|79DMG|8AART|9BPWR
444	32816 41814	   	180.09	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|49BEXP|5DUST|6LHND|79DMG|8AART|9BPWR
445	32833 71814	   	180.09	ACR|3VULN|2DMG|1AART	1MBVNT|29aVULN|3RCR|49LWND|5BEXP|6DUST|79DMG|8AART|9BPWR
446	32138 31726	   	180.07	DCR|3VULN|2DMG|1AART	1MBVNT|28aVULN|3RCVC|48LSRICY|58DMG|6DLOT|7RCR|8BPWR|9AART
447	11125 43216	   	180.07	DCR|2AART|2VULN|2DMG	1aAART|23VULN|4LIT|5RCVC|68DMG|7RCR|9CGEN
448	32233 51552	   	180.06	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4DUST|5aAART|6RCR|7DMG|9ASPD
449	32233 56452	   	180.06	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4DUST|5aAART|6RCR|8DMG|9ASPD
450	32233 52562	   	180.06	DCR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4DUST|5aAART|6RCR|7ASPD|9DMG
451	32834 56342	   	179.99	ACR|2VULN|2DMG|1AART|2ZMB	1MBVNT|29VULN|3RCR|48LWND|59ZMB|69DMG|7AART|9BPWR|aFEWX
452	32834 56343	   	179.99	ACR|2VULN|2DMG|1AART|2ZMB	1MBVNT|29VULN|3RCR|48LWND|59ZMB|69DMG|7AART|9BPWR|aMLV
453	32834 56344	   	179.99	ACR|2VULN|2DMG|1AART|2ZMB	1MBVNT|29VULN|3RCR|48LWND|59ZMB|69DMG|7AART|9BPWR|aLHND
454	35642 33436	 * 	179.94	ACR|4VULN|2DMG|2ZMB	1MBVNT|2RPLT|349aVULN|5RCR|6LWND|79ZMB|89DMG|9BPWR
455	32216 33181	 * 	179.88	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB|1DUR	1MBVNT|28VULN|38CDMG|4RMIN|5DUR|6DMG|78ZMB|8BPWR|9RCR|aAART
456	12614 24221	   	179.84	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3DUR|47aDMG|5RCR|6MLV|8VULN|9ZMB
457	11123 13623	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|45LIT|6ZMB|7RCR|8CDMG|9DUR|aDMG
458	11423 13623	   	179.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|45LIT|6ZMB|7RCR|8CDMG|9DUR|aDMG
459	15236 31221	   	179.82	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	13AART|2DUR|4aDMG|5ERES|6RCR|7TLV|8VULN|9ZMB
460	33154 16814	   	179.78	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|29BASICY|3RCR|4LIT|5AART|69VULN|7BELT|89DMG|9BPWR|aCDMG
461	32458 33741	   	179.67	DCR|3VULN|1AART|1DMG|2ASPD|1DUR	1MBVNT|249VULN|3DUR|5AART|69CGEN|79ASPD|8RCR|9BPWR|aDMG
462	11125 43214	   	179.62	DCR|2VULN|2DMG|1AART|1ZMB	1AART|23VULN|4LIT|5RCVC|68DMG|7RCR|9CGEN|aZMB
463	11125 43224	   	179.52	DCR|2VULN|2DMG|1AART|1ZMB	1AART|23VULN|4LIT|5RCVC|68DMG|7RCR|9ERES|aZMB
464	52212 34213	 * 	179.47	DCR|3DMG|1AART|3DUR|2ASPD|1CDMG	127DUR|37ASPD|4DMSP|567DMG|7BPWR|8RCR|9CDMG|aAART
465	32223 56114	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4LHND|5AART|6RCR|8RCVC|aDMG
466	36243 56114	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2LHND|3CDMG|479VULN|5AART|6RCR|8RCVC|aDMG
467	32852 24128	   	179.30	ACR|4VULN|1DMG|2ASPD|1CDMG	1MBVNT|2469VULN|3RCR|5CDMG|7DMG|8aASPD
468	32223 51513	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4LHND|5AART|6RCR|7aDMG|9DUST
469	32233 51523	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4DUST|5AART|6RCR|7aDMG|9LWND
470	32233 51564	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4DUST|5AART|6RCR|7aDMG|9RMIN
471	32233 56423	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4DUST|5AART|6RCR|8aDMG|9LWND
472	32233 56464	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4DUST|5AART|6RCR|8aDMG|9RMIN
473	36243 51513	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2LHND|3CDMG|48VULN|5AART|6RCR|7aDMG|9DUST
474	32223 56413	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4LHND|5AART|6RCR|8aDMG|9DUST
475	32233 54154	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4DUST|5AART|6RCR|7BELT|9aDMG
476	36243 56413	   	179.26	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2LHND|3CDMG|47VULN|5AART|6RCR|8aDMG|9DUST
477	32233 56114	   	179.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8RCVC|aDMG
478	11126 13116	   	179.19	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8ERES|aRCVC
479	11131 13116	   	179.19	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4DMG|5LIT|7RCR|8ERES|aRCVC
480	11426 13116	   	179.19	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4LIT|5DMG|7RCR|8ERES|aRCVC
481	11431 13116	   	179.19	DCR|4VULN|1AART|1DMG	1AART|2369VULN|3BPWR|4DMG|5LIT|7RCR|8ERES|aRCVC
482	32172 21728	   	179.03	DCR|3VULN|1AART|2FLTHEA|2ASPD	1MBVNT|28aVULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|9LWND
483	32172 21782	   	179.03	DCR|3VULN|1AART|2FLTHEA|2ASPD	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|aCGEN
484	32172 21783	   	179.03	DCR|3VULN|1AART|2FLTHEA|2ASPD	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|aMLV
485	32852 24124	   	179.00	ACR|4VULN|1DMG|2CDMG|1ASPD	1MBVNT|2469VULN|3RCR|5aCDMG|7DMG|8ASPD
486	32263 68134	   	178.99	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3CDMG|4RCR|5AART|7aDMG|8LIT|9RCVC
487	32264 34135	   	178.96	ACR|3VULN|1AART|1DMG|2CDMG	1MBVNT|268VULN|38CDMG|4RCR|5RMIN|78BEXP|8BPWR|9DMG|aAART
488	11116 63423	   	178.94	DCR|3VULN|1AART|1DMG|2CDMG	1AART|235VULN|45ERES|5BPWR|68CDMG|7CGEN|9RCR|aDMG
489	32172 21733	   	178.93	DCR|3VULN|1AART|2FLTHEA|2ASPD	1MBVNT|28aVULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|9ERES
490	32172 21781	   	178.93	DCR|3VULN|1AART|2FLTHEA|2ASPD	1MBVNT|289VULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|aTLV
491	32172 44615	   	178.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD	1MBVNT|27VULN|3RCVC|4AART|5FLTHEA|6ZMB|8RCR|9ASPD|aDMG
492	15233 22535	 * 	178.91	DCR|2AART|2VULN|2DMG|2CDMG|2DUR|1MSE	13AART|28DUR|48DMG|5MSE|69VULN|78CDMG|8BPWR|aRCR
493	11125 13215	   	178.86	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|4LIT|5aRCVC|6ZMB|7RCR|8DMG
494	11425 13215	   	178.86	DCR|3VULN|1AART|1DMG|1ZMB	1AART|239VULN|3BPWR|4LIT|5aRCVC|6ZMB|7RCR|8DMG
495	32816 64331	   	178.79	ACR|3VULN|2DMG|1AART	1MBVNT|289VULN|3RCR|47BEXP|59DUST|69DMG|9BPWR|aAART
496	11123 13214	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	1AART|239VULN|45LIT|6aZMB|7RCR|8DMG
497	11423 13214	   	178.74	DCR|3VULN|1AART|1DMG|2ZMB	1AART|239VULN|3BPWR|45LIT|6aZMB|7RCR|8DMG
498	32172 41718	   	178.56	DCR|2VULN|1AART|2FLTHEA|2ZMB|1ASPD|1DUR	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9ASPD|aDUR
499	32484 33331	   	178.49	DCR|4VULN|3ZMB|1CDMG|1DUR	1MBVNT|2689VULN|3DUR|49LHND|569ZMB|69BPWR|7RCR|aCDMG
500	32851 72331	   	178.47	ACR|4VULN|1AART|2DUR|1ZMB	1MBVNT|2489VULN|3RCR|5ZMB|69DUST|79DUR|9BPWR|aAART
501	11133 33535	 * 	178.47	DCR|4VULN|2DMG|1AART|1CDMG|1MSE	1AART|2389VULN|48DMG|5MSE|6CDMG|78DUST|8BPWR|aRCR
502	11433 33535	 * 	178.47	DCR|4VULN|2DMG|1AART|1CDMG|1MSE	1AART|2389VULN|38BPWR|48DMG|5MSE|6CDMG|78DUST|aRCR
503	32811 66332	   	178.38	ACR|3VULN|3DMG|1ASPD	1MBVNT|289VULN|3RCR|4BEXP|59LHND|679DMG|9BPWR|aASPD
504	32811 66334	   	178.38	ACR|3VULN|3DMG|1DUR	1MBVNT|289VULN|3RCR|4BEXP|59LHND|679DMG|9BPWR|aDUR
505	32813 66332	   	178.38	ACR|3VULN|3DMG|1ASPD	1MBVNT|289VULN|3RCR|4BEXP|59LWND|679DMG|9BPWR|aASPD
506	32813 66334	   	178.38	ACR|3VULN|3DMG|1DUR	1MBVNT|289VULN|3RCR|4BEXP|59LWND|679DMG|9BPWR|aDUR
507	32833 66332	   	178.38	ACR|3VULN|3DMG|1ASPD	1MBVNT|289VULN|3RCR|4LWND|59BEXP|679DMG|9BPWR|aASPD
508	32833 66334	   	178.38	ACR|3VULN|3DMG|1DUR	1MBVNT|289VULN|3RCR|4LWND|59BEXP|679DMG|9BPWR|aDUR
509	32172 41732	   	178.34	DCR|2VULN|1AART|2FLTHEA|2ZMB|1CDMG	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9LHND|aCDMG
510	32831 66332	   	178.28	ACR|3VULN|3DMG|1ASPD	1MBVNT|289VULN|3RCR|49LWND|5LEGI|679DMG|9BPWR|aASPD
511	32831 66334	   	178.28	ACR|3VULN|3DMG|1DUR	1MBVNT|289VULN|3RCR|49LWND|5LEGI|679DMG|9BPWR|aDUR
512	32852 33454	   	178.24	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|24VULN|3RCR|5CDMG|6DUST|7ZMB|8AART|9ASPD|aDMG
513	32172 41752	   	178.24	DCR|2VULN|1AART|2FLTHEA|2ZMB|1CDMG	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9DUST|aCDMG
514	32172 41737	   	178.22	DCR|2VULN|3ZMB|1AART|2FLTHEA	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68aZMB|7RCR|8BPWR|9LHND
515	32172 41744	   	178.22	DCR|2VULN|3ZMB|1AART|2FLTHEA	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68aZMB|7RCR|8BPWR|9LIT
516	32263 21452	 * 	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4RCR|5aAART|6FEWX|7DMG|9ASPD
517	32263 31552	   	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4RCR|5aAART|6BEXP|7DMG|9ASPD
518	32263 22462	   	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4RCR|5aAART|6FEWX|7ASPD|9DMG
519	32263 32562	   	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|28VULN|3CDMG|4RCR|5aAART|6BEXP|7ASPD|9DMG
520	32263 36452	   	178.18	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1MBVNT|27VULN|3CDMG|4RCR|5aAART|6BEXP|8DMG|9ASPD
521	36468 34132	   	178.16	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1MBVNT|268LHND|3DUR|48DMG|568VULN|68BPWR|7SELL|9RCR|aAART
522	32774 33433	   	178.00	DCR|3VULN|3ZMB|1DMG|2DUR	1MBVNT|269VULN|3LHND|49DUR|569ZMB|69BPWR|7RCR|8RCVC|aDMG
523	11126 13412	   	177.98	DCR|4VULN|1AART|1DMG	1AART|2369VULN|4LIT|5DMG|7RCR|8aCGEN
524	11126 13425	   	177.98	DCR|4VULN|1AART|1DMG	1AART|236aVULN|4LIT|5DMG|7RCR|8CGEN|9BEXP
