0	Index      	 *	Score 	Summary	Detail	
1	12211 65115	 * 	199.75	DCR|3VULN|2AART|2DMG|1DUR	18DMG|2LSRHEA|389VULN|48TLV|57AART|6RCR|8BPWR|aDUR
345	13324 21313	   	173.27	DCR|2DMG|3CDMG|1AART|1VULN|1DUR	17DMG|2VULN|3DUST|45aCDMG|6AART|8DUR|9RCR
346	13524 21213	   	173.27	DCR|2DMG|3CDMG|1AART|1VULN|1DUR	17DMG|2VULN|3DUR|45aCDMG|6AART|8DUST|9RCR
347	12253 65111	   	173.24	ACR|2VULN|2DMG|1AART|1ZMB	17DMG|2LSRHEA|38VULN|4RCR|5LEGI|6ZMB|9RCVC|aAART
348	23425 31422	   	173.16	DCR|2AART|2VULN|2DMG	13LIT|23DMG|3BPWR|45AART|6MLV|7RPLT|8RCR|9aVULN
349	12211 62111	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2LSRHEA|38VULN|4TLV|5aAART|6RCR|7CDMG|9DMSP
350	12211 62165	   	173.12	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2LSRHEA|38VULN|4TLV|5aAART|6RCR|7CDMG|9LWND
351	12211 65234	 * 	173.12	DCR|2AART|2VULN|1DMG|1FLTHEA	1DMG|2LSRHEA|3aVULN|4TLV|57AART|6RCR|8FLTHEA|9LWND
352	13123 12131	   	173.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|236VULN|4CDMG|5RMIN|7MLV|8AART|9DUR|aRCR
353	13161 42131	   	173.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|234VULN|5CDMG|6RMIN|7MLV|8AART|9DUR|aRCR
354	13163 43131	   	173.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|234VULN|5MLV|6RMIN|7CDMG|8AART|9DUR|aRCR
355	63122 12166	   	173.07	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|236VULN|4CDMG|5DMG|7MLV|8AART|9LIT|aRCR
356	13462 35111	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	18DMG|29VULN|3LIT|4RCR|57DUR|6LWND|aAART
357	23262 65111	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	1LIT|28DMG|3LWND|4RCR|57DUR|69VULN|aAART
358	13462 41111	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	18DMG|29VULN|3LIT|4RCR|56DUR|7LWND|aAART
359	13242 51313	   	173.06	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|4aAART|5MBVNT|6BPWR|79BEXP|8RCR
360	15211 33145	   	173.06	DCR|3VULN|3DMG|1ASPD	169DMG|2RPLT|3DUST|4LWND|56aVULN|6BPWR|7ASPD|8RCR
361	32266 43332	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2LIT|3NUKE|4RCR|5CDMG|67aVULN|8DMG|9AART
362	41353 14113	   	173.04	DCR|2AART|2VULN|1DMG|2CDMG	13VULN|2BEXP|45AART|6FEWX|7DMG|8aCDMG|9RCR
363	12211 65224	   	173.02	DCR|2AART|2VULN|1DMG|1FLTHEA	1DMG|2LSRHEA|3aVULN|4TLV|57AART|6RCR|8FLTHEA|9LEGI
364	13242 16312	   	172.99	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	18DMG|2aVULN|3RPLT|4AART|5MBVNT|6ASPD|7DUR|9RCR
365	13242 53415	   	172.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ASPD|8DUST|9RCR|aDUR
366	13242 53811	   	172.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ASPD|8DUR|9RCR|aTLV
367	13242 53814	   	172.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	16DMG|26VULN|3RPLT|4AART|5MBVNT|6BPWR|7ASPD|8DUR|9RCR|aERES
368	13123 23131	   	172.97	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4CDMG|5RMIN|6TLV|8AART|9DUR|aRCR
369	63122 23166	   	172.97	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|237VULN|4CDMG|5DMG|6TLV|8AART|9LIT|aRCR
370	13242 51383	   	172.96	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|4aAART|5MBVNT|6BPWR|7BEXP|8RCR|9DUST
371	11113 42336	   	172.96	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2CGEN|3DUR|4RPLT|5AART|6ASPD|79aVULN|8RCR
372	13124 63131	   	172.87	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4CDMG|56DUST|8AART|9DUR|aRCR
373	13325 21341	   	172.77	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2VULN|3DUST|4CDMG|5RCVC|69AART|8DUR|aRCR
374	13122 15253	   	172.72	DCR|3VULN|2DMG|1CDMG|1ZMB	15DMG|23aVULN|4CDMG|6LWND|7ZMB|8FEWX|9RCR
375	42112 36411	   	172.68	DCR|4VULN|1AART|1DMG	1369VULN|2LIT|4FEWX|56LWND|6BPWR|7RCR|8DMG|aAART
376	42132 36411	   	172.68	DCR|4VULN|1AART|1DMG	1369VULN|2LIT|4LHND|56LWND|6BPWR|7RCR|8DMG|aAART
377	12211 62132	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LSRHEA|38VULN|4TLV|5AART|6RCR|7CDMG|9ZMB|aLWND
378	12211 62134	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LSRHEA|38VULN|4TLV|5AART|6RCR|7CDMG|9ZMB|aFEWX
379	12211 62135	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LSRHEA|38VULN|4TLV|5AART|6RCR|7CDMG|9ZMB|aRPLT
380	12211 62136	   	172.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LSRHEA|38VULN|4TLV|5AART|6RCR|7CDMG|9ZMB|aRMIN
381	12211 62432	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2LSRHEA|3VULN|4TLV|5AART|6RCR|7CDMG|8LHND|9ZMB
382	12211 62632	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2LSRHEA|3VULN|4TLV|5AART|6RCR|7CDMG|8LWND|9ZMB
383	12411 62132	   	172.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2LSRHEA|3LWND|4TLV|5AART|6RCR|7CDMG|8VULN|9ZMB
384	35512 23162	   	172.67	DCR|3DMG|2VULN|2CDMG|1ASPD	1LHND|24CDMG|345DMG|4BPWR|69VULN|7ASPD|8RMIN|aRCR
385	13122 11431	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	15DMG|23aVULN|4CDMG|6LWND|7BASICY|8ZMB|9RCR
386	13122 11433	   	172.62	DCR|3DMG|2VULN|1CDMG|1ZMB	15aDMG|23VULN|4CDMG|6LWND|7BASICY|8ZMB|9RCR
387	13122 16431	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	15DMG|23aVULN|4CDMG|6LWND|7LSRREG|8ZMB|9RCR
388	13122 16433	   	172.62	DCR|3DMG|2VULN|1CDMG|1ZMB	15aDMG|23VULN|4CDMG|6LWND|7LSRREG|8ZMB|9RCR
389	13161 11433	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	1aDMG|234VULN|5CDMG|6LWND|7BASICY|8ZMB|9RCR
390	13161 16433	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	1aDMG|234VULN|5CDMG|6LWND|7LSRREG|8ZMB|9RCR
391	41332 31326	   	172.61	DCR|4VULN|1AART|1CDMG|1DUR	1369VULN|2BEXP|4DUR|56LWND|6BPWR|7AART|8RCR|aCDMG
392	42111 16411	   	172.58	DCR|4VULN|1AART|1DMG	1359VULN|2LIT|4FEWX|6LHND|7RCR|8DMG|aAART
393	42111 36411	   	172.58	DCR|4VULN|1AART|1DMG	1359VULN|2LIT|4FEWX|6LWND|7RCR|8DMG|aAART
394	42131 36411	   	172.58	DCR|4VULN|1AART|1DMG	1359VULN|2LIT|4LHND|6LWND|7RCR|8DMG|aAART
395	12211 62131	   	172.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LSRHEA|38VULN|4TLV|5AART|6RCR|7CDMG|9ZMB|aAIRHEA
396	12211 62232	   	172.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2LSRHEA|3VULN|4TLV|5AART|6RCR|7CDMG|8DUST|9ZMB
397	23422 13434	   	172.57	DCR|3DMG|2VULN|1AART	135LIT|237DMG|39BPWR|4AART|69VULN|8DMSP|aRCR
398	12211 61224	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2LSRHEA|3aVULN|4TLV|5AART|6RCR|7DUR|8CGEN
399	12211 61324	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2LSRHEA|3aVULN|4TLV|5AART|6RCR|7DUR|8RMIN
400	12211 61124	   	172.45	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2LSRHEA|3aVULN|4TLV|5AART|6RCR|7DUR|8NUKE
401	13624 53111	   	172.44	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|267VULN|3FEWX|45CDMG|8AART|9BEXP|aRCR
402	63122 61123	   	172.40	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4CDMG|5DMG|69RCVC|7ZMB|8AART|aRCR
403	13324 53111	   	172.34	DCR|3VULN|1AART|1DMG|2CDMG	1DMG|267VULN|3DUST|45CDMG|8AART|9FEWX|aRCR
404	42131 56311	   	172.29	DCR|5VULN|1AART|1DUR	13569VULN|2LIT|4LHND|7RCR|8DUR|aAART
405	13124 63421	   	172.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|237VULN|4CDMG|56DUST|8DUR|9AART|aRCR
406	35516 21122	   	172.12	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1LHND|24CDMG|34DMG|4BPWR|5VULN|6RPLT|7AART|8aDUR|9RCR
407	13411 63433	   	171.98	DCR|2VULN|2DMG|2CDMG|1ZMB	19DMG|25VULN|39LIT|4ERES|6RCR|7ZMB|89CDMG|9BPWR|aRCVC
408	23441 22151	   	171.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	135LIT|23DMG|3BPWR|4RCVC|6ZMB|7RCR|8AART|9VULN|aCDMG
409	13461 53311	   	171.84	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|29VULN|3LIT|4RCR|5FEWX|7ZMB|8MLV|aAART
410	13463 34111	   	171.84	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|29VULN|3LIT|4RCR|5CGEN|6LWND|7ZMB|aAART
411	13411 63631	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|258VULN|3LIT|4ERES|6RCR|7ZMB|9LHND|aAART
412	12352 21312	 * 	171.73	ACR|3DMG|1AART|1VULN|2DUR	18aDMG|25aLSRHEA|35FEWX|4RCR|5aBPWR|6VULN|7aDUR|9AART
413	12232 22222	   	171.67	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	16DMG|2LSRHEA|35VULN|4LIT|7RCR|8SELL|9AART|aZMB
414	13121 21414	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8FEWX|9RCR|aCGEN
415	13121 21416	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8FEWX|9RCR|aLHND
416	13121 21514	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LHND|9RCR|aCGEN
417	13121 21516	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8aLHND|9RCR
418	13121 21614	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LWND|9RCR|aCGEN
419	13121 21616	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LWND|9RCR|aLHND
420	13121 21214	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8DUST|9RCR|aCGEN
421	13121 21216	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8DUST|9RCR|aLHND
422	13124 21414	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8FEWX|9RCR|aCGEN
423	13124 21416	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8FEWX|9RCR|aLHND
424	13124 21514	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LHND|9RCR|aCGEN
425	13124 21516	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8aLHND|9RCR
426	13124 21614	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LWND|9RCR|aCGEN
427	13124 21616	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LWND|9RCR|aLHND
428	13121 21411	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8FEWX|9RCR|aMBVNT
429	13121 21412	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8FEWX|9RCR|aTLV
430	13121 21511	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LHND|9RCR|aMBVNT
431	13121 21512	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LHND|9RCR|aTLV
432	13121 21611	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LWND|9RCR|aMBVNT
433	13121 21612	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8LWND|9RCR|aTLV
434	23412 62353	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	13LIT|23DMG|3BPWR|49VULN|5MLV|6RCR|7AART|8NUKE|aASPD
435	13234 34352	   	171.55	DCR|3VULN|2DMG|1CDMG|2DUR	14DMG|289VULN|3RPLT|5CDMG|67DUR|aRCR
436	23415 21136	   	171.51	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	13LIT|235DMG|3BPWR|4VULN|6ASPD|7CDMG|8RCR|9ZMB|aDUR
437	13121 21211	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8DUST|9RCR|aMBVNT
438	13121 21212	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8DUST|9RCR|aTLV
439	13124 21411	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8FEWX|9RCR|aMBVNT
440	13124 21412	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8FEWX|9RCR|aTLV
441	13124 21511	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LHND|9RCR|aMBVNT
442	13124 21512	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LHND|9RCR|aTLV
443	13124 21611	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LWND|9RCR|aMBVNT
444	13124 21612	   	171.46	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5DUST|6AART|8LWND|9RCR|aTLV
445	23411 62353	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	13LIT|23DMG|3BPWR|49VULN|5TLV|6RCR|7AART|8NUKE|aASPD
446	21262 64322	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1LIT|25DUR|3NUKE|4RCR|6AART|7CDMG|8DMG|9aVULN
447	12252 66111	   	171.41	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2LSRHEA|378VULN|4RCR|5LWND|6ZMB|9RCVC|aAART
448	13122 14441	   	171.32	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	15DMG|23VULN|4CDMG|6LWND|7SELL|8RCR|9VENICY|aAART
449	12253 66111	   	171.31	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2LSRHEA|378VULN|4RCR|5LEGI|6ZMB|9RCVC|aAART
450	23412 63423	   	171.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13LIT|23DMG|3BPWR|4aVULN|5MLV|6RCR|7ZMB|8CDMG|9DUR
451	35512 63313	 * 	171.29	DCR|3DMG|1VULN|2CDMG|2ASPD	1LHND|24CDMG|345DMG|4BPWR|6RCR|79ASPD|8LWND|aVULN
452	16415 11123	   	171.28	DCR|3DMG|1VULN|1FLTHEA|1CDMG|1ZMB	135DMG|23LIT|3BPWR|4VULN|6ZMB|7CDMG|8RCR|9CGEN|aFLTHEA
453	23415 11123	   	171.28	DCR|3DMG|1VULN|1FLTHEA|1CDMG|1ZMB	13LIT|235DMG|3BPWR|4VULN|6ZMB|7CDMG|8RCR|9CGEN|aFLTHEA
454	13233 62255	   	171.27	DCR|3DMG|2VULN|1AART	146DMG|26VULN|3RPLT|5NUKE|6BPWR|7FEWX|8CGEN|9RCR|aAART
455	41353 61231	   	171.26	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	13VULN|26BEXP|45AART|7CDMG|8DMG|9DUR|aRCR
456	23411 63423	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	13LIT|23DMG|3BPWR|4aVULN|5TLV|6RCR|7ZMB|8CDMG|9DUR
457	35512 63213	   	171.19	DCR|3DMG|1VULN|2CDMG|2ASPD	1LHND|24CDMG|345DMG|4BPWR|6RCR|79ASPD|8DUST|aVULN
458	16415 11113	   	171.18	DCR|3DMG|1VULN|1CDMG|1FLTHEA|1ZMB	135DMG|23LIT|3BPWR|4VULN|6ZMB|7CDMG|8RCR|9ERES|aFLTHEA
459	23415 11113	   	171.18	DCR|3DMG|1VULN|1CDMG|1FLTHEA|1ZMB	13LIT|235DMG|3BPWR|4VULN|6ZMB|7CDMG|8RCR|9ERES|aFLTHEA
460	12254 32314	   	171.17	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|2LSRHEA|3aVULN|4RCR|5DUR|6ASPD|7BASHEA|8CDMG|9AART
461	13121 21311	   	171.17	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|23VULN|4CDMG|5BEXP|6AART|8RCVC|9FEWX|aRCR
462	16421 16222	   	171.16	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|23LIT|3BPWR|4AART|5RPLT|6RCVC|7ASPD|8RCR|9aVULN
463	23421 16222	   	171.16	DCR|2VULN|2DMG|1AART|1ASPD	13LIT|23DMG|3BPWR|4AART|5RPLT|6RCVC|7ASPD|8RCR|9aVULN
464	23415 21162	   	171.15	DCR|3DMG|2VULN|1CDMG|1ASPD	13LIT|235DMG|3BPWR|4aVULN|6ASPD|7CDMG|8RCR|9RPLT
465	13242 16412	   	171.06	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|28aVULN|3RPLT|4AART|5MBVNT|6ASPD|7DUR|9RCR
466	13242 18812	   	171.06	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|27aVULN|3RPLT|4AART|5MBVNT|6ASPD|8DUR|9RCR
467	15211 33152	   	171.05	DCR|3DMG|2VULN|1CDMG|1ASPD	16aDMG|2RPLT|3DUST|4LWND|56VULN|6BPWR|7ASPD|8RCR|9CDMG
468	15251 33152	   	171.05	DCR|3DMG|2VULN|1CDMG|1ASPD	16aDMG|2RPLT|3DUST|4LHND|56VULN|6BPWR|7ASPD|8RCR|9CDMG
469	13122 13221	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aLHND
470	13122 13223	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aMLV
471	13122 13224	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aMGNSTR
472	13122 13225	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aLIT
473	13122 13246	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|69LWND|8RCR|aDUR
474	13161 22221	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aLHND
475	13161 22223	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aMLV
476	13161 22224	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aMGNSTR
477	13161 22225	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aLIT
478	13161 22246	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|79LWND|8RCR|aDUR
479	13161 26221	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7aLHND|8RCR|9DUR
480	13161 26222	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LHND|8RCR|9DUR|aLWND
481	13161 26224	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LHND|8RCR|9DUR|aMGNSTR
482	13161 26225	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LHND|8RCR|9DUR|aLIT
483	43353 14113	   	171.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	13VULN|2LWND|4AART|5DUR|6RCVC|7DMG|8aCDMG|9RCR
484	13122 25331	   	170.95	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aLWND
485	13122 25332	   	170.95	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aRMIN
486	13122 25335	   	170.95	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aLHND
487	13122 25337	   	170.95	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aFEWX
488	13161 23616	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7ERES|8RCR|9FEWX|aDUR
489	13122 13222	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aMBVNT
490	13122 13226	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|237VULN|4CDMG|6LWND|8RCR|9DUR|aCANSTR
491	13161 22222	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aMBVNT
492	13161 22226	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LWND|8RCR|9DUR|aCANSTR
493	13161 26226	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	16DMG|234VULN|5CDMG|7LHND|8RCR|9DUR|aCANSTR
494	23412 63431	   	170.88	DCR|2VULN|2DMG|2CDMG|1ZMB	139LIT|23DMG|39BPWR|49VULN|5aMLV|6RCR|7ZMB|89CDMG
495	23412 63432	   	170.88	DCR|2VULN|2DMG|2CDMG|1ZMB	139LIT|23DMG|39BPWR|49VULN|5MLV|6RCR|7ZMB|89CDMG|aCGEN
496	13122 25334	   	170.85	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aDUST
497	13122 25336	   	170.85	DCR|3DMG|2VULN|1CDMG|1ASPD	156DMG|23VULN|4CDMG|7MBVNT|8RCR|9ASPD|aERES
498	13122 34425	   	170.81	DCR|3VULN|2DMG|1CDMG|1ASPD|1SELL	15DMG|23aVULN|4CDMG|6BEXP|7SELL|8RCR|9ASPD
499	23411 63431	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	139LIT|23DMG|39BPWR|49VULN|5TLV|6RCR|7ZMB|89CDMG|aMLV
500	23411 63433	   	170.78	DCR|2VULN|2DMG|2CDMG|1ZMB	139LIT|23DMG|39BPWR|49VULN|5TLV|6RCR|7ZMB|89CDMG|aFEWX
501	13242 13511	   	170.73	DCR|3VULN|1AART|1DMG|2ASPD	1DMG|28aVULN|3RPLT|4AART|5MBVNT|67ASPD|9RCR
502	13161 23641	   	170.71	DCR|3VULN|2DMG|1CDMG|1DUR|1SELL	16DMG|234VULN|5CDMG|7ERES|8RCR|9SELL|aDUR
503	13242 55314	   	170.66	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7RMIN|9RCR|aMLV
504	13233 64253	   	170.66	DCR|3VULN|3DMG|1DUR	146DMG|26aVULN|3RPLT|5NUKE|6BPWR|7DUR|8CGEN|9RCR
505	41353 53211	   	170.64	DCR|2AART|2VULN|1DMG|2CDMG	13VULN|2BEXP|45AART|67CDMG|8DMG|9FEWX|aRCR
506	41353 14121	   	170.64	DCR|2AART|2VULN|1DMG|2CDMG	13VULN|2BEXP|45AART|6FEWX|7DMG|89CDMG|aRCR
507	12211 51144	 * 	170.63	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	18DMG|28LSRHEA|3VULN|4TLV|5AART|678DUR|8BPWR|9RCR|aCDMG
508	63161 13236	   	170.61	DCR|4VULN|1AART|1CDMG|1ASPD	1ASPD|2347VULN|5CDMG|6LWND|8RCR|9CANHEL|aAART
509	13242 54314	   	170.56	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ERES|9RCR|aCGEN
510	13242 54316	   	170.56	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ERES|9RCR|aBEXP
511	13242 54318	   	170.56	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7ERES|9RCR|aLHND
512	13242 55312	   	170.56	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7RMIN|9RCR|aDUST
513	13242 55313	   	170.56	DCR|2AART|2VULN|2DMG	16DMG|26VULN|3RPLT|48AART|5MBVNT|6BPWR|7RMIN|9RCR|aERES
