0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
327	23624 23172	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|39VULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aBELT
328	23624 23173	   	157.33	DCR|2VULN|1AART|1DMG|1ZMB	1aMLV|2DMG|39VULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART
329	21114 42221	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9AART|aLIT
330	21114 42225	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9AART|aLHND
331	21114 42421	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8BEXP|9AART|aLIT
332	21114 62221	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9AART|aLIT
333	21114 62225	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9AART|aLHND
334	21114 62421	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8BEXP|9AART|aLIT
335	23222 42221	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9AART|aLIT
336	23222 42225	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9AART|aLHND
337	23222 42421	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8BEXP|9AART|aLIT
338	23222 42425	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8BEXP|9AART|aLHND
339	23222 62221	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9AART|aLIT
340	23222 62225	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9AART|aLHND
341	23222 62421	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8BEXP|9AART|aLIT
342	23222 62425	   	157.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8BEXP|9AART|aLHND
343	23223 42121	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9AART|aLIT
344	23223 42125	   	157.30	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9AART|aLHND
345	14522 23511	 * 	157.25	ACR|3VULN|1AART|1CDMG|1SELL	1SELL|29aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|8TLV
346	21424 23174	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|29VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aERES
347	23624 23174	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|39VULN|4RPLT|5MBVNT|6RCR|7ZMB|8AART|aERES
348	21114 42224	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9AART|aDUST
349	21114 42226	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9AART|aNUKE
350	21114 62224	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9AART|aDUST
351	21114 62226	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9AART|aNUKE
352	23222 42224	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9AART|aDUST
353	23222 42226	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9AART|aNUKE
354	23222 42424	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8BEXP|9AART|aDUST
355	23222 42426	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8BEXP|9AART|aNUKE
356	23222 62224	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9AART|aDUST
357	23222 62226	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9AART|aNUKE
358	23222 62424	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8BEXP|9AART|aDUST
359	23222 62426	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8BEXP|9AART|aNUKE
360	23223 42124	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9AART|aDUST
361	23223 42126	   	157.20	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9AART|aNUKE
362	13361 16631	 * 	157.13	DCR|2VULN|2DMG|2FLTHEA|1SELL	1SELL|2RPLT|39VULN|49DMG|5FEWX|6CGEN|7RCR|89FLTHEA|9BPWR|aLHND
363	13361 16633	 * 	157.13	DCR|2VULN|2DMG|2FLTHEA|1SELL	1SELL|2RPLT|39VULN|49DMG|5FEWX|6CGEN|7RCR|89FLTHEA|9BPWR|aRMIN
364	22114 42242	   	157.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|28DUST|3ASPD|4DUR|56DMG|7RCR|9AART|aVULN
365	32531 64212	   	157.10	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CDMG|39VULN|4LWND|5DLOT|68AART|7RCR|aFEWX
366	32531 64213	   	157.10	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CDMG|39VULN|4LWND|5DLOT|68AART|7RCR|aMLV
367	32531 64231	   	157.10	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CDMG|3aVULN|49LWND|5DLOT|68AART|7RCR
368	16231 44333	   	157.05	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2AIRHEL|3FEWX|4RCR|5CDMG|6aVULN|7DMG|8ERES|9AART
369	21226 63632	   	157.04	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|39RCVC|4DUR|5LHND|6RCR|78DMG|aAART
370	21233 63632	   	157.04	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2VULN|39RCVC|4LHND|5DUR|6RCR|78DMG|aAART
371	26222 63632	   	157.04	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2LWND|39RCVC|4DUR|5VULN|6RCR|78DMG|aAART
372	13136 24126	   	157.00	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1SELL|2RPLT|3RCR|46BEXP|5ZMB|7aDMG|8VULN|9AART
373	14613 13242	   	156.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|268VULN|3DUR|4CDMG|5AART|7LWND|9RCR|aCGEN
374	14613 13243	   	156.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|268VULN|3DUR|4CDMG|5AART|7LWND|9RCR|aDMSP
375	13153 43633	   	156.90	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1SELL|2RPLT|3RCR|4MLV|5DUST|6ZMB|78DMG|9AART|aVULN
376	51323 46444	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BEXP|3DUST|4aVULN|5MBVNT|6DMG|7RCR|8CDMG|9AART
377	14613 13241	   	156.86	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	1SELL|268VULN|3DUR|4CDMG|5AART|7LWND|9RCR|aDUST
378	11221 26126	   	156.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2LWND|3BEXP|4aDMG|5RMIN|6CDMG|7RCR|8VULN|9AART
379	14221 26142	   	156.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|28VULN|3BEXP|4DMG|5RMIN|6CDMG|7RCR|9AART|aCGEN
380	14221 26326	   	156.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2VULN|3BEXP|4aDMG|5RMIN|6CDMG|7RCR|8FEWX|9AART
381	41221 26126	   	156.83	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1LWND|2BEXP|3SELL|4aDMG|5RMIN|6CDMG|7RCR|8VULN|9AART
382	13123 43633	   	156.80	ACR|2DMG|1AART|1VULN|1ZMB|1SELL	1SELL|2RPLT|3RCR|4TLV|5DUST|6ZMB|78DMG|9AART|aVULN
383	31622 21256	   	156.80	ACR|2VULN|2DMG|2DUR|1ASPD	1aDUR|2BEXP|37DMG|4RCR|5LHND|6ASPD|89VULN
384	21223 51342	   	156.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aCGEN
385	21223 51345	   	156.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aLWND
386	21223 51442	   	156.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8aCGEN|9RCR
387	21223 51443	   	156.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8CGEN|9RCR|aRPLT
388	14221 26141	   	156.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|28VULN|3BEXP|4DMG|5RMIN|6CDMG|7RCR|9AART|aDUST
389	14221 26143	   	156.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1SELL|28VULN|3BEXP|4DMG|5RMIN|6CDMG|7RCR|9AART|aLEGI
390	62424 23242	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|9AART|aLHND
391	21533 43113	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2VULN|3DUST|5AART|6ZMB|7RCR|89DMG|aMGNSTR
392	21533 43114	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2VULN|3DUST|5AART|6ZMB|7RCR|89DMG|aCGEN
393	21533 43115	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2VULN|3DUST|5AART|6ZMB|7RCR|89DMG|aLWND
394	21613 43113	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|89DMG|aMGNSTR
395	21613 43114	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|89DMG|aCGEN
396	21613 43115	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|89DMG|aLWND
397	23324 23284	   	156.73	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3LWND|4RPLT|5MBVNT|6RCR|7ZMB|8aVULN|9AART
398	21114 42236	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9LWND|aAART
399	21114 62236	   	156.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9LWND|aAART
400	23222 42236	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9LWND|aAART
401	23222 42266	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9LHND|aAART
402	23222 62236	   	156.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9LWND|aAART
403	23222 62266	   	156.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9LHND|aAART
404	23223 42136	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9LWND|aAART
405	23223 42166	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9LHND|aAART
406	21134 42226	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4LHND|56DMG|7RCR|8FEWX|9DUR|aAART
407	21134 62226	   	156.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4LHND|5DMG|7RCR|8FEWX|9DUR|aAART
408	23232 42226	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|5VULN|7RCR|8FEWX|9DUR|aAART
409	23232 62226	   	156.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4LHND|56VULN|7RCR|8FEWX|9DUR|aAART
410	23233 42126	   	156.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4LHND|5FEWX|7RCR|8VULN|9DUR|aAART
411	21223 11446	   	156.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|4aDUR|5AART|7DMG|8CGEN|9RCR
412	21223 51341	   	156.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aDUST
413	21223 51343	   	156.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aLEGI
414	21223 51346	   	156.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aERES
415	21223 51441	   	156.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3RCVC|46DUR|5AART|6BPWR|7DMG|8CGEN|9RCR|aDUST
416	62424 23241	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|9AART|aLEGI
417	62424 23243	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|9AART|aERES
418	62424 23244	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7ZMB|9AART|aNUKE
419	21533 43111	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2VULN|3aDUST|5AART|6ZMB|7RCR|89DMG
420	21533 43116	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2VULN|3DUST|5AART|6ZMB|7RCR|89DMG|aERES
421	21533 43222	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	14MLV|2aVULN|38DUST|5AART|6ZMB|7RCR|9DMG
422	21613 43111	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3DMSP|4aDUST|5AART|6ZMB|7RCR|89DMG
423	21613 43116	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|89DMG|aERES
424	21613 43222	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2aVULN|3DMSP|48DUST|5AART|6ZMB|7RCR|9DMG
425	62613 43111	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3DMSP|4aDUST|5AART|6ZMB|7RCR|89DMG
426	62613 43113	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|89DMG|aCANSTR
427	62613 43222	   	156.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2aVULN|3DMSP|48DUST|5AART|6ZMB|7RCR|9DMG
428	21114 42216	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8FEWX|9DUST|aAART
429	21114 42316	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|56DMG|7RCR|8LWND|9DUST|aAART
430	21114 62216	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8FEWX|9DUST|aAART
431	21114 62316	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|26VULN|3ASPD|4DUR|5DMG|7RCR|8LWND|9DUST|aAART
432	22114 42126	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2DUST|3ASPD|4DUR|56DMG|7RCR|8VULN|9LHND|aAART
433	22114 42136	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2DUST|3ASPD|4DUR|56DMG|7RCR|8VULN|9LWND|aAART
434	23222 42216	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8FEWX|9DUST|aAART
435	23222 42316	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8LWND|9DUST|aAART
436	23222 42616	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5VULN|7RCR|8LHND|9DUST|aAART
437	23222 62216	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8FEWX|9DUST|aAART
438	23222 62316	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8LWND|9DUST|aAART
439	23222 62616	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2DMG|3ASPD|4DUR|56VULN|7RCR|8LHND|9DUST|aAART
440	23223 42116	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7RCR|8VULN|9DUST|aAART
441	23226 42116	   	156.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5LWND|7RCR|8VULN|9DUST|aAART
442	23252 42226	   	156.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MLV|26DMG|3ASPD|4LEGI|5VULN|7RCR|8FEWX|9DUR|aAART
443	23252 62226	   	156.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2DMG|3ASPD|4LEGI|56VULN|7RCR|8FEWX|9DUR|aAART
444	23253 42126	   	156.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MLV|26DMG|3ASPD|4LEGI|5FEWX|7RCR|8VULN|9DUR|aAART
445	21533 11342	   	156.58	DCR|3VULN|1AART|1DMG	14MLV|26aVULN|3DUST|5AART|7DMG|8RMIN|9RCR
446	21533 11442	   	156.58	DCR|3VULN|1AART|1DMG	14MLV|26aVULN|3DUST|5AART|7DMG|8CGEN|9RCR
447	21533 51342	   	156.58	DCR|3VULN|1AART|1DMG	14MLV|26aVULN|36DUST|5AART|6BPWR|7DMG|8RMIN|9RCR
448	21613 11342	   	156.58	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3DMSP|4DUST|5AART|7DMG|8RMIN|9RCR
449	21613 11442	   	156.58	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3DMSP|4DUST|5AART|7DMG|8CGEN|9RCR
450	21613 51342	   	156.58	DCR|3VULN|1AART|1DMG	1MLV|26aVULN|3DMSP|46DUST|5AART|6BPWR|7DMG|8RMIN|9RCR
451	51621 23213	   	156.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1FEWX|2BEXP|39DMG|4RCR|5LIT|6CDMG|7AART|8DUR|aZMB
452	13153 43631	 * 	156.55	ACR|3DMG|1AART|2ZMB|1SELL	1SELL|2RPLT|3RCR|4aMLV|5DUST|6aZMB|78aDMG|9AART|aBPWR
453	14523 23631	 * 	156.54	ACR|3VULN|2DMG|1SELL	1SELL|29aVULN|3RCVC|4RCR|59CGEN|6LIT|7DUST|89DMG|9BPWR
454	23221 42245	   	156.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|29DMG|3ASPD|4DUR|56ERES|7RCR|8VULN|aAART
455	32332 33244	   	156.49	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|3ZMB|48VULN|5ASPD|6CGEN|7LWND|9RCR|aAART
456	32332 51244	   	156.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|47VULN|5ASPD|6LHND|8MLV|9RCR|aAART
457	32332 53244	   	156.49	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|3ZMB|48VULN|5ASPD|6LHND|7RMIN|9RCR|aAART
458	32336 32244	   	156.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|48VULN|5LWND|6RMIN|7ASPD|9RCR|aAART
459	32533 32244	   	156.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|38VULN|4LWND|5ZMB|6RMIN|7ASPD|9RCR|aAART
460	21423 24326	   	156.48	DCR|2DMG|1AART|1VULN|1CDMG	1MLV|2VULN|3aDMG|4RPLT|5RMIN|6AART|7CDMG|8RCR|9BEXP
461	23623 24326	   	156.48	DCR|2DMG|1AART|1VULN|1CDMG	1MLV|2aDMG|3VULN|4RPLT|5RMIN|6AART|7CDMG|8RCR|9BEXP
462	35333 21661	   	156.47	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|59DMG|6BEXP|7AART|8RPLT|aZMB
463	21213 43153	   	156.42	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|8DMG|9ASPD|aDUR
464	62213 43153	   	156.42	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2VULN|3RCVC|4DUST|5AART|6ZMB|7RCR|8DMG|9ASPD|aDUR
465	32332 13244	   	156.39	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3ZMB|48VULN|5ASPD|6TLV|7LWND|9RCR|aAART
466	21114 42134	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	19MLV|28VULN|3ASPD|4aDUR|56DMG|7RCR
467	21114 42142	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|28VULN|3ASPD|49DUR|56DMG|7RCR|aLWND
468	21114 42143	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|28VULN|3ASPD|49DUR|56DMG|7RCR|aLHND
469	23222 42134	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	19MLV|26DMG|3ASPD|4aDUR|58VULN|7RCR
470	23222 42142	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|49DUR|58VULN|7RCR|aLWND
471	23222 42143	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|49DUR|58VULN|7RCR|aLHND
472	23222 42154	   	156.38	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|4aDUR|58VULN|7RCR|9CGEN
473	35333 31661	   	156.37	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|59DMG|6DUST|7AART|8RPLT|aZMB
474	13123 43631	 * 	156.35	ACR|3DMG|1AART|2ZMB|1SELL	1SELL|2RPLT|3RCR|4aTLV|5DUST|6aZMB|78aDMG|9AART|aBPWR
475	31621 25232	 * 	156.33	ACR|3DMG|2ZMB|1CDMG|2DUR|1SELL	19DUR|2BEXP|39aDMG|4RCR|5LIT|6CDMG|79ZMB|8SELL|9BPWR
476	21134 62116	   	156.32	DCR|4VULN|1DMG|1ASPD	1MLV|268aVULN|3ASPD|4LHND|5DMG|7RCR|9LIT
477	23232 62116	   	156.32	DCR|4VULN|1DMG|1ASPD	1MLV|2DMG|3ASPD|4LHND|568aVULN|7RCR|9LIT
478	23212 42136	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|58VULN|7RCR|9aDUR
479	21114 42126	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|28VULN|3ASPD|4aDUR|56DMG|7RCR|9DUST
480	21114 42141	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|28VULN|3ASPD|49DUR|56DMG|7RCR|aDUST
481	23222 42126	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|4aDUR|58VULN|7RCR|9DUST
482	23222 42141	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|49DUR|58VULN|7RCR|aDUST
483	33323 37157	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	1aDUR|2LWND|3aDUST|48VULN|5MBVNT|6ASPD|7RCR|9aDMG|aBPWR
484	34112 56112	   	156.28	DCR|2VULN|2DMG|2DUR|1ASPD	14DUR|2ERES|3ASPD|5aDMG|68VULN|7RCR|9LIT
485	21114 32516	   	156.27	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2aVULN|39ASPD|4DUR|5DMG|6RCVC|7RCR|8CDMG
486	23222 32516	   	156.27	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|39ASPD|4DUR|5aVULN|6RCVC|7RCR|8CDMG
487	24222 32526	   	156.25	DCR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3ASPD|4DUR|59aVULN|6RCVC|7RCR|8CDMG
