0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52322 15112	5	 * 	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
352	52322 15112	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6ERES|9RCR
353	62622 15112	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1BEXP|28aVULN|37DUR|4CDMG|5TLV|6ERES|9RCR
354	32225 33436	2	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	1LWND|236aVULN|4CDMG|5TLV|7RCR|8RMIN|9AART
355	32154 16213	7	   	244.36	DCR|5VULN|2DUR	19LWND|2459aVULN|3LHND|6RCR|7BEXP|89DUR|9BPWR
356	32634 14132	9	   	244.36	DCR|5VULN|2DUR	17LWND|2579aVULN|37DUR|4RCVC|6RCR|7BPWR|8RMIN
357	32634 14133	10	   	244.36	DCR|5VULN|2DUR	17LWND|2579aVULN|37DUR|4RCVC|6RCR|7BPWR|8RMIN
358	52334 14132	9	   	244.36	DCR|5VULN|2DUR	17LHND|2579aVULN|37DUR|4RCVC|6RCR|7BPWR|8RMIN
359	52334 14133	10	   	244.36	DCR|5VULN|2DUR	17LHND|2579aVULN|37DUR|4RCVC|6RCR|7BPWR|8RMIN
360	52334 14312	7	   	244.36	DCR|5VULN|2DUR	17LHND|2578aVULN|37DUR|4RCVC|6RCR|7BPWR|9MLV
361	52334 14322	7	   	244.36	DCR|5VULN|2DUR	17LHND|2578aVULN|37DUR|4RCVC|6RCR|7BPWR|9CGEN
362	36611 11413	9	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1LWND|23DUR|4TLV|5DMG|6RCR|7aVULN|8AART|9LIT
363	32154 12213	7	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3LHND|6RCR|7DUST|89DUR|9BPWR
364	32154 12413	8	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3LHND|6RCR|7DUST|89DUR|9BPWR
365	32154 14213	6	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3LHND|6RCR|7DUST|89DUR|9BPWR
366	32254 12212	7	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3BEXP|6RCR|7DUST|89DUR|9BPWR
367	32254 14212	6	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3BEXP|6RCR|7DUST|89DUR|9BPWR
368	32354 16212	7	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3DUST|6RCR|7BEXP|89DUR|9BPWR
369	32354 21613	6	   	244.26	DCR|5VULN|2DUR	19LWND|2459aVULN|3DUST|6LHND|79DUR|8RCR|9BPWR
370	62154 12212	7	   	244.26	DCR|5VULN|2DUR	19BEXP|2459aVULN|3LHND|6RCR|7DUST|89DUR|9BPWR
371	12254 16133	9	   	244.19	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2DUR|39MLV|45aVULN|6RCR|7CGEN|89DMG|9BPWR
372	32664 11132	9	   	244.16	DCR|5VULN|2DUR	1LWND|2579aVULN|34DUR|6RCR|8RMIN
373	32664 11133	10	   	244.16	DCR|5VULN|2DUR	1LWND|2579aVULN|34DUR|6RCR|8RMIN
374	52354 11312	6	   	244.16	DCR|5VULN|2DUR	1LHND|2458aVULN|37DUR|6RCR|9MLV
375	52354 11322	6	   	244.16	DCR|5VULN|2DUR	1LHND|2458aVULN|37DUR|6RCR|9CGEN
376	52364 11132	9	   	244.16	DCR|5VULN|2DUR	1LHND|2579aVULN|34DUR|6RCR|8RMIN
377	52364 11133	10	   	244.16	DCR|5VULN|2DUR	1LHND|2579aVULN|34DUR|6RCR|8RMIN
378	52364 11312	7	   	244.16	DCR|5VULN|2DUR	1LHND|2578aVULN|34DUR|6RCR|9MLV
379	52364 11322	7	   	244.16	DCR|5VULN|2DUR	1LHND|2578aVULN|34DUR|6RCR|9CGEN
380	41364 31133	9	   	244.16	DCR|5VULN|2DUR	1LEGI|2RMIN|3MLV|46DUR|5679aVULN|6BPWR|8RCR
381	44113 63332	1	   	244.12	DCR|4VULN|2TLV|2LIT	1LEGI|2678VULN|3BBNT|48TLV|58LIT|8BPWR|9FEWX|aRCR
382	32635 16112	3	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	19LWND|29aVULN|3DUR|47DMG|59ASPD|6RCR|8MBVNT|9BPWR
383	32635 16112	2	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	19LWND|29aVULN|3DUR|47DMG|59ASPD|6RCR|8MBVNT|9BPWR
384	52335 16112	3	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	19LHND|29aVULN|3DUR|47DMG|59ASPD|6RCR|8MBVNT|9BPWR
385	12254 11252	10	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	1aASPD|2DUR|3aMLV|457VULN|6RCR|8DUST|9aDMG|aBPWR
386	32656 13114	6	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	19LWND|249VULN|3DUR|5aDMG|6MBVNT|7RCR|89ASPD|9BPWR
387	12254 13134	10	   	244.09	DCR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2DUR|39MLV|45aVULN|6RCR|7ERES|89DMG|9BPWR
388	62531 24112	7	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1BEXP|25VULN|3RPLT|45DMG|5BPWR|6LWND|7RCR|89DUR|aTLV
389	44113 63312	1	   	244.02	DCR|4VULN|2TLV|2LIT	1LEGI|2678VULN|3BBNT|48TLV|58LIT|8BPWR|9DUST|aRCR
390	12631 66323	2	   	243.98	DCR|2VULN|1TLV|3ASPD|1DUR|2LIT|1CDMG	189ASPD|2DUR|38LIT|4LHND|5TLV|68VULN|7RCR|8BPWR|aCDMG
391	36611 12312	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LWND|23DUR|4TLV|57DMG|6RCR|8FEWX|9aVULN
392	36611 12612	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LWND|23DUR|4TLV|57DMG|6RCR|8BEXP|9aVULN
393	36611 22113	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LWND|23DUR|4TLV|57DMG|6LHND|8RCR|9aVULN
394	36611 52112	9	   	243.93	DCR|2VULN|2DMG|2DUR|1TLV	1LWND|23DUR|4TLV|57DMG|6FEWX|8RCR|9aVULN
395	12254 13118	6	 * 	243.84	DCR|2VULN|3DUR|2TLV|2ASPD	1aASPD|28aDUR|3MLV|45VULN|6RCR|7aTLV|9MBVNT|aBPWR
396	36611 12212	9	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1LWND|23DUR|4TLV|57DMG|6RCR|8DUST|9aVULN
397	45611 12312	9	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1LEGI|23DUR|4TLV|57DMG|6RCR|8FEWX|9aVULN
398	25346 13114	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1MLV|2aVULN|38DUR|45DMG|6RCR|7TLV|9MBVNT
399	25346 13123	6	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1MLV|2aVULN|38DUR|45DMG|6RCR|7TLV|9BBNT
400	45611 22113	9	   	243.83	DCR|2VULN|2DMG|2DUR|1TLV	1LEGI|23DUR|4TLV|57DMG|6LWND|8RCR|9aVULN
401	45611 12212	9	   	243.73	DCR|2VULN|2DMG|2DUR|1TLV	1LEGI|23DUR|4TLV|57DMG|6RCR|8DUST|9aVULN
402	45611 11234	8	   	243.73	DCR|2VULN|2DMG|2DUR|1TLV	1LEGI|23DUR|4TLV|5aDMG|6RCR|79VULN|8MBVNT
403	12144 16111	5	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|29DUR|3LHND|47DMG|59VULN|6RCR|8MBVNT|9BPWR|aAART
404	12144 16222	5	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1NUKE|1AART	1aASPD|2aDUR|3LHND|47DMG|5aVULN|6RCR|8AART|9NUKE|aBPWR
405	13114 15111	1	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aAART
406	15114 15111	2	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aAART
407	15114 15111	3	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	19ASPD|29VULN|3LHND|47DUR|59DMG|6RCR|8MBVNT|9BPWR|aAART
408	13114 15222	1	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1NUKE|1AART	1aASPD|2aVULN|3LHND|47DUR|5aDMG|6RCR|8AART|9NUKE|aBPWR
409	15114 15222	2	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1NUKE|1AART	1aASPD|2aVULN|3LHND|47DUR|5aDMG|6RCR|8AART|9NUKE|aBPWR
410	15114 15222	3	   	243.64	DCR|2VULN|2DMG|2DUR|2ASPD|1NUKE|1AART	1aASPD|2aVULN|3LHND|47DUR|5aDMG|6RCR|8AART|9NUKE|aBPWR
411	11361 61512	2	   	243.59	DCR|3VULN|3DMG|2ASPD	19ASPD|2RMIN|36aVULN|489DMG|59CGEN|7RCR|9BPWR
412	12361 61512	1	   	243.59	DCR|3VULN|3DMG|2ASPD	19ASPD|2RMIN|36aVULN|489DMG|59CGEN|7RCR|9BPWR
413	22225 41512	1	   	243.59	DCR|3VULN|3DMG|2ASPD	19MLV|2RMIN|35ASPD|49aVULN|689DMG|7RCR|9BPWR
414	12124 15112	3	 * 	243.55	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	19ASPD|279DUR|3LHND|4VULN|59DMG|6RCR|8MBVNT|9BPWR|aTLV
415	12124 15112	2	   	243.55	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	19ASPD|279DUR|3LHND|4VULN|59DMG|6RCR|8MBVNT|9BPWR|aTLV
416	12624 15112	3	   	243.55	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	19ASPD|279DUR|3LWND|4VULN|59DMG|6RCR|8MBVNT|9BPWR|aTLV
417	16124 15112	1	   	243.55	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	19ASPD|279DUR|3LHND|4VULN|59DMG|6RCR|8MBVNT|9BPWR|aTLV
418	32225 33432	2	   	243.51	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1LWND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9AART|aDMG
419	52225 33432	2	   	243.51	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1LHND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9AART|aDMG
420	32164 16111	1	   	243.49	DCR|3VULN|3DMG|1DUR|1NUKE	19LWND|2DUR|39aVULN|4NUKE|579DMG|6RCR|8MBVNT|9BPWR
421	42135 15112	1	   	243.45	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	1LEGI|279DUR|3VULN|49DMG|59ASPD|6RCR|8MBVNT|9BPWR|aTLV
422	12263 21326	3	   	243.37	DCR|2VULN|3DUR|1DMG|2ASPD|1CDMG	18ASPD|268DUR|3MLV|4DMG|5RCVC|78VULN|8BPWR|9RCR|aCDMG
423	13114 16112	1	   	243.35	DCR|2VULN|3DMG|2ASPD|1DUR	19ASPD|29VULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR|aLIT
424	15114 16112	2	   	243.35	DCR|2VULN|3DMG|2ASPD|1DUR	19ASPD|29VULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR|aLIT
425	15114 16112	3	   	243.35	DCR|2VULN|3DMG|2ASPD|1DUR	19ASPD|29VULN|3LHND|4DUR|579DMG|6RCR|8MBVNT|9BPWR|aLIT
426	12213 61631	6	 * 	243.29	DCR|2VULN|3DUR|1TLV|3ASPD	158ASPD|268DUR|3MLV|4TLV|78VULN|8BPWR|9BEXP|aRCR
427	12213 65631	7	   	243.29	DCR|2VULN|3DUR|1TLV|3ASPD	158ASPD|268DUR|3MLV|4TLV|78VULN|8BPWR|9BEXP|aRCR
428	15213 63631	6	   	243.29	DCR|2VULN|3DUR|1TLV|3ASPD	158ASPD|28VULN|3MLV|4TLV|678DUR|8BPWR|9BEXP|aRCR
429	15413 23631	5	   	243.29	DCR|2VULN|3DUR|1TLV|3ASPD	158ASPD|28VULN|3CGEN|4TLV|678DUR|8BPWR|9BEXP|aRCR
430	14543 37314	2	   	243.27	DCR|2VULN|3DUR|1DMG|2ASPD|1CDMG	19ASPD|2RPLT|3MBVNT|4CDMG|569DUR|7RCR|89VULN|9BPWR|aDMG
431	32221 66112	2	   	243.23	DCR|5VULN|1DUR|1CDMG	1LWND|2378aVULN|4CDMG|5FEWX|6DUR|9RCR
432	52221 66112	2	   	243.23	DCR|5VULN|1DUR|1CDMG	1LHND|2378aVULN|4CDMG|5FEWX|6DUR|9RCR
433	32154 36112	5	   	243.23	DCR|5VULN|1DUR|1CDMG	1LWND|2458aVULN|3LHND|6CDMG|7DUR|9RCR
434	32653 16112	5	   	243.23	DCR|5VULN|1DUR|1CDMG	1LWND|2478aVULN|3DUR|5CDMG|6FEWX|9RCR
435	52353 16112	5	   	243.23	DCR|5VULN|1DUR|1CDMG	1LHND|2478aVULN|3DUR|5CDMG|6FEWX|9RCR
436	32225 35241	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1LWND|2367VULN|4CDMG|5TLV|8FEWX|9RCR|aLIT
437	32225 33611	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1LWND|2369VULN|4CDMG|5TLV|7RCR|8LHND|aLIT
438	52225 33111	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1LHND|2369VULN|4CDMG|5TLV|7RCR|8LWND|aLIT
439	62225 33111	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1BEXP|2369VULN|4CDMG|5TLV|7RCR|8LWND|aLIT
440	62225 33611	2	   	243.15	DCR|4VULN|1TLV|1CDMG	1BEXP|2369VULN|4CDMG|5TLV|7RCR|8LHND|aLIT
441	13156 16112	1	   	243.15	DCR|4VULN|1TLV|1CDMG	1ASPD|278aVULN|3LHND|4TLV|5CDMG|6FEWX|9RCR
442	44225 33111	1	   	243.05	DCR|4VULN|1TLV|1CDMG	1LEGI|2369VULN|4CDMG|5TLV|7RCR|8LWND|aLIT
443	25411 11152	6	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1MLV|2aVULN|3CGEN|4TLV|59DMG|6RCR|7DUR|8CDMG
444	52111 11152	6	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	13LHND|2aVULN|4TLV|59DMG|6RCR|7DUR|8CDMG
445	25411 36212	5	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1MLV|2aVULN|3CGEN|4TLV|58DMG|6CDMG|7DUR|9RCR
446	52111 36212	5	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	13LHND|2aVULN|4TLV|58DMG|6CDMG|7DUR|9RCR
447	52111 36212	6	   	243.00	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	13LHND|2aVULN|4TLV|58DMG|6CDMG|7DUR|9RCR
448	14611 61133	10	   	242.96	DCR|2VULN|2DUR|1TLV|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|6TLV|7DMG|8LIT|9ERES|aRCR
449	14611 61121	7	 * 	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|69TLV|7DMG|8RCR|aLHND
450	14611 61122	7	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|69TLV|7DMG|8RCR|aBEXP
451	14611 61123	7	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|69TLV|7DMG|8RCR|aZMB
452	14611 12126	5	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|6DMG|7MLV|8RCR|9aTLV
453	14611 31126	7	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ASPD|2RPLT|35DUR|45VULN|5BPWR|6CGEN|7DMG|8RCR|9aTLV
454	32622 33515	9	   	242.82	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	1LWND|2aVULN|367DUR|4CDMG|5AART|8TLV|9RCR
455	12234 31156	9	   	242.80	DCR|3VULN|2DUR|1DMG|1AART	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9DMG|aAART
456	11141 61331	7	   	242.66	DCR|3VULN|1TLV|1DUR|1AART	1ASPD|2RMIN|3AART|4TLV|5LIT|6RCR|79aVULN|8DUR
457	11141 61331	6	   	242.66	DCR|3VULN|1TLV|1DUR|1AART	1ASPD|2RMIN|3AART|4TLV|5LIT|6RCR|79aVULN|8DUR
458	14611 61131	7	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	19ASPD|2RPLT|35DUR|45VULN|5BPWR|6TLV|7DMG|8RCR|aLHND
459	14611 61132	7	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	19ASPD|2RPLT|35DUR|45VULN|5BPWR|6TLV|7DMG|8RCR|aBEXP
460	14611 61133	7	   	242.59	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	19ASPD|2RPLT|35DUR|45VULN|5BPWR|6TLV|7DMG|8RCR|aZMB
461	13141 61331	6	   	242.56	DCR|3VULN|1TLV|1DUR|1AART	1ASPD|2ERES|3AART|4TLV|5LIT|6RCR|79aVULN|8DUR
462	13141 61331	7	   	242.56	DCR|3VULN|1TLV|1DUR|1AART	1ASPD|2ERES|3AART|4TLV|5LIT|6RCR|79aVULN|8DUR
463	14611 31363	5	   	242.53	DCR|4VULN|2DUR	1ASPD|2RPLT|35DUR|4568VULN|5BPWR|7LHND|9LIT|aRCR
464	12154 31133	10	   	242.53	DCR|4VULN|2DUR	1ASPD|26DUR|3LHND|4MLV|5679VULN|6BPWR|8RCR|aLIT
465	12244 31133	10	   	242.53	DCR|4VULN|2DUR	1ASPD|26DUR|3MLV|4FEWX|5679VULN|6BPWR|8RCR|aLIT
466	12654 31133	10	   	242.53	DCR|4VULN|2DUR	1ASPD|26DUR|3LWND|4MLV|5679VULN|6BPWR|8RCR|aLIT
467	14611 31152	5	   	242.53	DCR|4VULN|2DUR	1ASPD|2RPLT|35DUR|4569VULN|5BPWR|7LHND|8RCR|aLIT
468	25143 16334	5	   	242.52	DCR|3VULN|2DMG|2DUR	18MLV|289VULN|3LHND|4aDMG|5MBVNT|6RCR|78DUR|8BPWR
469	62531 24113	7	   	242.52	DCR|3VULN|2DMG|2DUR	1BEXP|25aVULN|3RPLT|45DMG|5BPWR|6LWND|7RCR|89DUR
470	12234 31133	10	   	242.43	DCR|4VULN|2DUR	1ASPD|26DUR|3MLV|4DUST|5679VULN|6BPWR|8RCR|aLIT
471	25346 11132	9	   	242.42	DCR|3VULN|2DMG|2DUR	1MLV|27aVULN|39DUR|45DMG|6RCR|8RMIN
472	25346 11133	10	   	242.42	DCR|3VULN|2DMG|2DUR	1MLV|27aVULN|39DUR|45DMG|6RCR|8RMIN
473	32164 15112	1	   	242.42	DCR|3VULN|2DMG|2DUR|1NUKE	19LWND|27DUR|39aVULN|4NUKE|59DMG|6RCR|8MBVNT|9BPWR
474	32254 12422	8	   	242.40	DCR|4VULN|2DMG|1AART	1aLWND|245aVULN|3BEXP|6RCR|7DUST|8AART|9aDMG|aBPWR
475	41651 13132	10	   	242.32	DCR|3VULN|2DMG|2DUR	1LEGI|2RMIN|34aVULN|4aBPWR|58DMG|6RCR|7aERES|9aDUR
476	12225 11415	7	   	242.20	DCR|3VULN|2DUR|3ASPD|1CDMG	149ASPD|28DUR|39MLV|579VULN|6RCR|9BPWR|aCDMG
477	15225 16323	5	   	242.20	DCR|3VULN|2DUR|3ASPD|1CDMG	148ASPD|258VULN|3MLV|6ZMB|78DUR|8BPWR|9CDMG|aRCR
478	62531 62213	8	   	242.20	DCR|3VULN|3DMG|2LIT	1BEXP|256VULN|3RPLT|459DMG|5BPWR|7aLIT|8RCR
479	15244 11132	10	   	242.17	DCR|4VULN|2DUR|2ASPD	1aASPD|257aVULN|3MLV|4FEWX|6RCR|8RMIN|9aDUR|aBPWR
480	15251 11162	10	   	242.17	DCR|4VULN|2DUR|2ASPD	1aASPD|247aVULN|3MLV|5LWND|6RCR|8RMIN|9aDUR|aBPWR
481	12254 11411	7	   	242.17	DCR|4VULN|2DUR|2ASPD	19ASPD|28DUR|39MLV|4579VULN|6RCR|9BPWR|aLHND
482	12254 11412	7	   	242.17	DCR|4VULN|2DUR|2ASPD	19ASPD|28DUR|39MLV|4579VULN|6RCR|9BPWR|aBEXP
483	12254 11413	7	   	242.17	DCR|4VULN|2DUR|2ASPD	19ASPD|28DUR|39MLV|4579VULN|6RCR|9BPWR|aFEWX
484	13565 21132	1	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1ASPD|28aVULN|3CDMG|4DMG|5TLV|6ZMB|7RCR|9LHND
485	32225 32241	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RMIN|8DMG|9RCR|aLIT
486	32225 33351	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8CGEN|9DMG|aLIT
487	32225 33451	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8RMIN|9DMG|aLIT
488	32225 33513	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9RMIN|aDMG
489	32225 33543	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9MLV|aDMG
490	32225 33562	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9DMG|aZMB
491	52225 32241	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RMIN|8DMG|9RCR|aLIT
492	52225 33513	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RCR|8LIT|9RMIN|aDMG
493	62225 33513	2	   	242.16	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4CDMG|5TLV|7RCR|8LIT|9RMIN|aDMG
494	13144 52313	6	   	242.10	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	16ASPD|2ERES|3AART|4TLV|567VULN|6BPWR|8DUR|9TBNT|aRCR
495	15234 11132	10	   	242.07	DCR|4VULN|2DUR|2ASPD	1aASPD|257aVULN|3MLV|4DUST|6RCR|8RMIN|9aDUR|aBPWR
496	15434 11132	10	   	242.07	DCR|4VULN|2DUR|2ASPD	1aASPD|257aVULN|3CGEN|4DUST|6RCR|8RMIN|9aDUR|aBPWR
497	14611 12611	9	   	242.07	DCR|4VULN|2DUR|2ASPD	18ASPD|2RPLT|35DUR|4589VULN|58BPWR|68ERES|7DMSP|aRCR
498	32225 33533	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1LWND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ERES|aDMG
499	52225 33533	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1LHND|236VULN|4CDMG|5TLV|7RCR|8LIT|9ERES|aDMG
500	62225 33533	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4CDMG|5TLV|7RCR|8LIT|9ERES|aDMG
501	12124 13352	3	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7CDMG|8TLV|aLIT
502	12124 13352	2	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7CDMG|8TLV|aLIT
503	12144 13352	5	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DUR|3LHND|4DMG|59VULN|6RCR|7CDMG|8TLV|aLIT
504	13114 13352	1	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7CDMG|8TLV|aLIT
505	15114 13352	2	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7CDMG|8TLV|aLIT
506	15114 13352	3	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|29VULN|3LHND|4DUR|5DMG|6RCR|7CDMG|8TLV|aLIT
507	16124 13352	1	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1ASPD|2DUR|3LHND|49VULN|5DMG|6RCR|7CDMG|8TLV|aLIT
508	52135 13352	1	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|2DUR|39VULN|4DMG|5ASPD|6RCR|7CDMG|8TLV|aLIT
509	52335 13352	3	   	242.02	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|29VULN|3DUR|4DMG|5ASPD|6RCR|7CDMG|8TLV|aLIT
510	12234 31163	8	   	241.97	DCR|4VULN|2DUR|2ASPD	19ASPD|26DUR|3MLV|4DUST|567aVULN|6BPWR|8RCR
511	12434 31163	8	   	241.97	DCR|4VULN|2DUR|2ASPD	19ASPD|26DUR|3CGEN|4DUST|567aVULN|6BPWR|8RCR
512	15123 16332	5	   	241.97	DCR|4VULN|2DUR|2ASPD	18ASPD|289aVULN|3LHND|4ERES|5MBVNT|6RCR|78DUR|8BPWR
513	32112 23365	10	   	241.89	DCR|2VULN|3DMG|2DUR	1LWND|2aVULN|3LHND|4CGEN|5aDUR|6ASPD|79aDMG|8RCR|aBPWR
514	12113 62514	8	   	241.89	DCR|2VULN|3DMG|2DUR	1ASPD|29DUR|3LHND|4FEWX|59VULN|6BEXP|789DMG|9BPWR|aRCR
515	11435 14211	8	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|379BPWR|479DUR|579VULN|6RCR|8RCVC|aLHND
516	11435 14212	8	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|379BPWR|479DUR|579VULN|6RCR|8RCVC|aCGEN
517	11435 14213	8	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|2aRMIN|379BPWR|479DUR|579VULN|6RCR|8RCVC
518	11435 14311	7	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|28RMIN|379BPWR|479DUR|579VULN|6RCR|aLHND
519	11435 14312	7	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|28RMIN|379BPWR|479DUR|579VULN|6RCR|aCGEN
520	11435 14313	7	   	241.87	DCR|3VULN|3DUR|3ASPD	137ASPD|28aRMIN|379BPWR|479DUR|579VULN|6RCR
521	13134 36314	1	   	241.79	DCR|2VULN|3DMG|2DUR	1ASPD|29VULN|3LHND|4DUST|579DMG|6BEXP|89DUR|9BPWR|aRCR
522	11435 14321	10	   	241.77	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|37BPWR|478DUR|579VULN|6RCR|aLWND
523	11435 14321	9	   	241.77	DCR|3VULN|3DUR|3ASPD	137ASPD|2RMIN|37BPWR|478DUR|579VULN|6RCR|aDMSP
