0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43631 53323	10	 * 	273.95	DCR|4VULN|2TLV|2DUR|1CDMG	19TLV|269aVULN|38DUR|4CDMG|59CGEN|7RCR|9BPWR
347	43323 25432	8	   	245.42	DCR|4VULN|2TLV|1DUR	14TLV|278aVULN|3ERES|5FEWX|6RCR|9DUR
348	42351 31131	9	   	245.42	DCR|4VULN|2TLV|1DUR	18TLV|2CGEN|3468VULN|578DUST|8BPWR|9RCR|aDUR
349	43321 25412	9	   	245.32	DCR|4VULN|2TLV|1DUR	14TLV|278aVULN|3ERES|5DUST|6RCR|9DUR
350	43321 25432	8	   	245.32	DCR|4VULN|2TLV|1DUR	14TLV|278aVULN|3ERES|5DUST|6RCR|9DUR
351	34615 32222	7	   	245.10	DCR|2VULN|3DMG|1TLV|1DUR	19BEXP|29VULN|3DUR|4TLV|589DMG|6RCVC|7RCR|9BPWR|aDLOT
352	34615 32221	7	   	244.96	DCR|2VULN|3DMG|1TLV|1DUR|1SELL	19BEXP|29VULN|3DUR|4TLV|589DMG|6RCVC|7RCR|9BPWR|aSELL
353	22631 33526	10	   	244.78	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	1RCR|2aTLV|3DUR|47aVULN|56LIT|8ERES|9aDMG|aBPWR
354	22632 62143	8	   	244.74	ACR|3VULN|2TLV|2DUR|1DMG|1AART|1SELL	1RCR|27TLV|37DUR|478VULN|5AART|6SELL|7BPWR|9DMG|aLIT
355	42353 21132	8	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	19TLV|2CGEN|349VULN|5FEWX|6RCR|7DUR|89LHND|9BPWR|aDMG
356	43131 63335	3	   	244.73	DCR|3VULN|2TLV|1DMG|1DUR	18TLV|278VULN|3MLV|4DMG|5BELT|68FEWX|8BPWR|9RCR|aDUR
357	42352 33115	7	   	244.72	DCR|2VULN|2DMG|1TLV|1CDMG|1AART	1TLV|2CGEN|34VULN|5AART|68DMG|7RCR|9CDMG|aLIT
358	22611 22631	3	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aMLV
359	22611 22633	3	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aRPLT
360	22611 22634	3	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aDMSP
361	22611 22636	3	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7aLHND|89DMG
362	22631 22631	4	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aMLV
363	22631 22633	4	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aRPLT
364	22631 22634	4	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aDMSP
365	22631 22636	4	   	244.71	ACR|3VULN|2DMG|2TLV|2DUR	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7aLHND|89DMG
366	52411 53312	3	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUST|2LIT|36aVULN|4DMG|5CGEN|7RCR|8DUR|9TLV
367	43331 63335	3	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	18TLV|278VULN|3ERES|4DMG|5BELT|68FEWX|8BPWR|9RCR|aDUR
368	22351 16142	1	 * 	244.61	ACR|4VULN|2DMG|1TLV|1AART	1RCR|2689VULN|3RPLT|46DMG|5AART|6BPWR|7LIT|aTLV
369	22611 22632	3	   	244.61	ACR|3VULN|2DMG|2TLV|2DUR|1NUKE	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aNUKE
370	22611 22635	3	 * 	244.61	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aTLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG
371	22631 22632	4	   	244.61	ACR|3VULN|2DMG|2TLV|2DUR|1NUKE	1RCR|29TLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG|aNUKE
372	22631 22635	4	   	244.61	ACR|3VULN|2DMG|3TLV|2DUR	1RCR|29aTLV|35DUR|459VULN|59BPWR|6FEWX|7LHND|89DMG
373	43632 33412	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|26aVULN|38DUR|4CDMG|5DUST|7BEXP|9RCR
374	43632 33412	5	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|26aVULN|38DUR|4CDMG|5DUST|7BEXP|9RCR
375	43632 61212	6	   	244.52	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|27aVULN|36DUR|4CDMG|5DUST|8BEXP|9RCR
376	34124 23316	9	   	244.50	DCR|4VULN|1TLV|1CDMG|1AART	14BEXP|2689VULN|3AART|5TLV|7RCR|aCDMG
377	42352 33116	7	   	244.49	DCR|2VULN|2DMG|2TLV|1CDMG|1AART	1aTLV|2CGEN|34VULN|5AART|68DMG|7RCR|9CDMG
378	44322 44284	8	   	244.44	DCR|2VULN|2DMG|2TLV|2LIT	1aTLV|2ASPD|3aLIT|4MBVNT|5CGEN|68VULN|7aDMG|9RCR|aBPWR
379	22222 33625	1	 * 	244.39	ACR|4VULN|2DMG|2TLV|1AART	1RCR|289aVULN|3aTLV|4AART|5TBNT|6RPLT|7aDMG|aBPWR
380	42352 11531	5	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2CGEN|34VULN|5AART|6aDUR|7LIT|8DMG|9RCR
381	42352 33411	9	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2CGEN|34VULN|5AART|6DMG|7RCR|8aDUR|9LIT
382	42352 33531	5	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|2CGEN|34VULN|5AART|6LIT|7aDUR|8DMG|9RCR
383	43152 11531	5	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|24VULN|3MLV|5AART|6aDUR|7LIT|8DMG|9RCR
384	43152 21531	7	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|24VULN|3MLV|5AART|6LIT|7aDUR|8DMG|9RCR
385	43152 23531	6	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|24VULN|3MLV|5AART|6LIT|7aDUR|8DMG|9RCR
386	43152 33531	5	   	244.31	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|24VULN|3MLV|5AART|6LIT|7aDUR|8DMG|9RCR
387	13241 24531	8	   	244.30	DCR|3VULN|3DUR|1TLV	139LHND|249DUR|5DUST|6RCR|7TLV|89aVULN|9BPWR
388	46222 63212	7	   	244.28	DCR|2VULN|2TLV|2DUR|1DMG|1AART	18TLV|2RMIN|3LHND|48VULN|58DUR|6AART|7RCR|8BPWR|9BELT|aDMG
389	43115 33325	8	   	244.28	DCR|2VULN|2TLV|2DUR|1DMG|1AART	1aTLV|2aVULN|3MLV|4RPLT|5AART|6DMG|7RCR|8DMSP|9aDUR|aBPWR
390	43115 33325	9	   	244.28	DCR|2VULN|2TLV|2DUR|1DMG|1AART	1aTLV|2aVULN|3MLV|4RPLT|5AART|6DMG|7RCR|8DMSP|9aDUR|aBPWR
391	43352 11531	5	   	244.21	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1TLV|24VULN|3ERES|5AART|6aDUR|7LIT|8DMG|9RCR
392	43115 33125	7	   	244.18	DCR|2VULN|3TLV|2DUR|1DMG|1AART	18aTLV|2aVULN|3MLV|4RPLT|5AART|6DMG|7RCR|9aDUR|aBPWR
393	43115 33215	8	   	244.18	DCR|2VULN|3TLV|2DUR|1DMG|1AART	19aTLV|2aVULN|3MLV|4RPLT|5AART|6DMG|7RCR|8aDUR|aBPWR
394	31622 42421	8	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|5DMSP|6aDUR|7RCR|89VULN|9BPWR
395	31623 21346	7	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	12aBEXP|3aDMG|4TLV|57DUR|6RCR|8RMIN|9aVULN|aBPWR
396	31623 21422	8	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR|aLWND
397	31623 21425	8	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR|aMLV
398	31623 42422	8	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|56DUR|7RCR|89VULN|9BPWR|aLWND
399	34615 32321	7	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	189BEXP|29VULN|3aDUR|4TLV|59DMG|6RCVC|7RCR|9BPWR
400	35623 21422	8	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	19BEXP|2aRCVC|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR
401	61261 32235	1	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	17FEWX|27VULN|3TLV|4RMIN|5LHND|67DUR|7BPWR|8aDMG|9RCR
402	61262 32235	1	   	244.13	DCR|2VULN|2DMG|2DUR|1TLV	17FEWX|27VULN|3TLV|4RMIN|5LWND|67DUR|7BPWR|8aDMG|9RCR
403	53322 24531	8	   	244.10	DCR|3VULN|3DUR|1TLV	19DUST|259DUR|3ERES|4RMIN|6RCR|7TLV|89aVULN|9BPWR
404	43315 32523	6	   	244.08	DCR|2VULN|2TLV|2DUR|1DMG|1AART	1aTLV|2aVULN|37ERES|4RPLT|5AART|6DMG|8RCR|9aDUR|aBPWR
405	13324 16232	7	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	19LHND|24DUR|39VULN|5TLV|6DUST|7RMIN|89DMG|9BPWR|aRCR
406	13624 16232	7	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	19LHND|23DUR|49VULN|5TLV|6DUST|7RMIN|89DMG|9BPWR|aRCR
407	31623 21423	8	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR|aDUST
408	31623 21426	8	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR|aBBNT
409	31623 42423	8	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	129BEXP|39DMG|4TLV|56DUR|7RCR|89VULN|9BPWR|aDUST
410	35623 21421	8	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	19BEXP|2RCVC|39DMG|4TLV|57DUR|6RCR|89VULN|9BPWR|aTBNT
411	43133 36632	3	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29VULN|3MLV|46DMG|59FEWX|7DUST|89DUR|9BPWR|aRCR
412	43136 32632	3	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29VULN|3MLV|47DMG|59LHND|6DUST|89DUR|9BPWR|aRCR
413	43452 22332	6	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1TLV|29VULN|3DUST|4CGEN|59DUR|67DMG|89FEWX|9BPWR|aRCR
414	54352 22332	6	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	1DUST|29VULN|3TLV|4CGEN|59DUR|67DMG|89FEWX|9BPWR|aRCR
415	64313 32235	4	   	244.03	DCR|2VULN|2DMG|2DUR|1TLV	17FEWX|27VULN|3TLV|4LEGI|5ZMB|67DUR|7BPWR|8aDMG|9RCR
416	41342 31224	7	   	244.00	DCR|3VULN|3DUR|1TLV	1TLV|2DUST|3ERES|457DUR|68aVULN|9RCR
