0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63124 23226	2	 * 	273.96	DCR|4VULN|3DUR|1CDMG	1DMSP|289DUR|389aVULN|4CDMG|5LIT|689CGEN|7RCR|89BPWR
334	13231 45241	7	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17DUST|2TLV|36aVULN|4ASPD|5CDMG|8RCR|9DMG
335	13231 62241	5	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17DUST|2TLV|36aVULN|4ASPD|5CDMG|8RCR|9DMG
336	13236 32241	4	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	17DUST|2TLV|35aVULN|4ASPD|6CDMG|8RCR|9DMG
337	25155 44334	1	   	245.65	DCR|4VULN|1DUR|1CDMG	1LHND|2MBVNT|3469VULN|5DUR|7CDMG|8RCR|aLIT
338	63122 34538	6	   	245.65	DCR|4VULN|1DUR|1CDMG	1DMSP|2DUR|3LIT|4MBVNT|5CDMG|689aVULN|7RCR
339	13223 63531	5	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1aDUST|2TLV|39aVULN|45DUR|6CDMG|7RCR|8aCGEN|aBPWR
340	12224 12663	1	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5DMSP|6aVULN|7FEWX|8aDMG|9RCR|aBPWR
341	12226 33163	1	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5aVULN|6FEWX|7aDMG|8DMSP|9RCR|aBPWR
342	12226 33663	1	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5aVULN|68FEWX|7aDMG|9RCR|aBPWR
343	13224 12663	2	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5DMSP|6aVULN|7FEWX|8aDMG|9RCR|aBPWR
344	13226 33163	2	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5aVULN|6FEWX|7aDMG|8DMSP|9RCR|aBPWR
345	13226 33663	2	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1DUST|2aTLV|3CDMG|4DUR|5aVULN|68FEWX|7aDMG|9RCR|aBPWR
346	13231 42225	7	   	245.57	DCR|3VULN|2ASPD|1TLV|1CDMG|1AART	1DUST|2TLV|369VULN|47ASPD|5CDMG|8RCR|aAART
347	13231 42425	8	   	245.57	DCR|3VULN|2ASPD|1TLV|1CDMG|1AART	1DUST|2TLV|369VULN|47ASPD|5CDMG|8RCR|aAART
348	13242 12526	8	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	1DUST|2TLV|38aVULN|4LIT|5ERES|6RCR|7DMG|9DUR
349	33621 44333	7	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG|1NUKE	1LWND|2TLV|3NUKE|4aDUR|5CDMG|679VULN|8RCR
350	15221 56112	4	   	245.51	DCR|2VULN|3DMG|1CDMG|1ASPD|1AART	1DUST|258DMG|3aVULN|4AART|6CDMG|7RCR|9ASPD
351	15222 32345	4	   	245.47	DCR|4VULN|1DMG|1AART	1DUST|2DMG|3679VULN|4AART|5LIT|8MLV|aRCR
352	25223 61343	5	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1LHND|2DMG|369VULN|45DUR|7DLOT|8RCR|aAART
353	35223 61343	5	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1LWND|2DMG|369VULN|45DUR|7DLOT|8RCR|aAART
354	63126 47131	5	   	245.35	DCR|3VULN|2DUR|2ASPD	1DMSP|28DUR|3LIT|4MBVNT|5RCVC|68ASPD|789VULN|8BPWR|aRCR
355	63128 47131	5	   	245.35	DCR|3VULN|2DUR|2ASPD	15DMSP|28DUR|3LIT|4MBVNT|68ASPD|789VULN|8BPWR|aRCR
356	66221 16222	3	 * 	245.31	DCR|3VULN|2DUR|2TLV|1AART|1SELL	1DMSP|2aTLV|3LHND|4SELL|5AART|68aVULN|7RCR|9aDUR|aBPWR
357	35232 24362	3	   	245.29	DCR|4VULN|2DMG	157LWND|29DMG|3789VULN|4BELT|679DUST|79BPWR|aRCR
358	31221 32523	7	   	245.25	DCR|3VULN|2DUR|2ASPD	1LWND|28ASPD|36aVULN|49DUR|5LIT|7RCR
359	31221 32623	8	   	245.25	DCR|3VULN|2DUR|2ASPD	1LWND|28ASPD|36aVULN|49DUR|5LIT|7RCR
360	31244 32523	7	   	245.25	DCR|3VULN|2DUR|2ASPD	1LWND|28ASPD|36aVULN|4LIT|59DUR|7RCR
361	31244 32623	8	   	245.25	DCR|3VULN|2DUR|2ASPD	1LWND|28ASPD|36aVULN|4LIT|59DUR|7RCR
362	63323 13616	7	   	245.25	DCR|3VULN|2DUR|2ASPD	1DMSP|2aDUR|3aASPD|4LIT|5ERES|67aVULN|8RCR|9BBNT|aBPWR
363	23164 31115	3	   	244.52	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1LHND|25TLV|3BELT|45aVULN|5BPWR|6DUR|7RCR|8CDMG|9AART
364	33164 31115	3	   	244.52	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1LWND|25TLV|3BELT|45aVULN|5BPWR|6DUR|7RCR|8CDMG|9AART
365	33363 53225	7	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LWND|2TLV|3RMIN|4AART|58aVULN|6CDMG|7RCR|9DMG
366	66321 21251	4	   	244.45	DCR|4VULN|1TLV|1ASPD|1AART	1DMSP|2TLV|3CGEN|4679VULN|5AART|8ASPD|aRCR
367	63142 33222	10	   	244.44	DCR|3VULN|2DUR|2LIT|1CDMG	1DMSP|2aDUR|3aLIT|48FEWX|5CDMG|67aVULN|9RCR|aBPWR
368	63142 33622	10	   	244.44	DCR|3VULN|2DUR|2LIT|1CDMG	18DMSP|2aDUR|3aLIT|4FEWX|5CDMG|67aVULN|9RCR|aBPWR
369	13234 36423	7	   	244.35	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD	1DUST|2TLV|3aVULN|4ASPD|59DUR|6DMG|7LIT|8RCR
370	63162 12136	10	   	244.27	DCR|2VULN|3DUR|1DMG|1CDMG	1DMSP|279DUR|3LIT|49VULN|5CDMG|6DMG|89BEXP|9BPWR|aRCR
371	31231 16636	6	   	244.25	DCR|2VULN|3DMG|1CDMG|1ASPD	1LWND|2ASPD|39VULN|467DMG|5CDMG|8LIT|aRCR
372	13231 42424	10	   	244.22	DCR|3VULN|2ASPD|1TLV|1CDMG	1DUST|2TLV|36aVULN|47ASPD|5CDMG|8RCR|9LIT
373	31312 32361	2	   	244.12	DCR|2VULN|2ASPD|1DMG|1DUR|2LIT|1CDMG	1LWND|2aASPD|3DMG|4DUR|5aVULN|6CDMG|7TBNT|8aLIT|9RCR|aBPWR
374	31312 33361	2	   	244.12	DCR|2VULN|2ASPD|1DMG|1DUR|2LIT|1CDMG	1LWND|2aASPD|3DMG|4DUR|5aVULN|6CDMG|7BBNT|8aLIT|9RCR|aBPWR
375	31426 12361	2	   	244.12	DCR|2VULN|2ASPD|1DMG|1DUR|2LIT|1CDMG	1LWND|2aASPD|3CDMG|4DUR|5aVULN|6DMG|7TBNT|8aLIT|9RCR|aBPWR
376	31426 13361	2	   	244.12	DCR|2VULN|2ASPD|1DMG|1DUR|2LIT|1CDMG	1LWND|2aASPD|3CDMG|4DUR|5aVULN|6DMG|7BBNT|8aLIT|9RCR|aBPWR
377	35221 32123	7	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DMSP
378	35221 32323	8	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DMSP
379	35244 32123	7	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DMSP
380	35244 32323	8	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DMSP
381	25221 12123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|48DUR|5LIT|6BEXP|7RCR
382	25221 16423	6	   	244.10	DCR|3VULN|2DUR|1DMG	17LHND|2DMG|37aVULN|49DUR|5LIT|67DUST|7BPWR|8RCR
383	25221 22123	6	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|48DUR|5LIT|6FEWX|7RCR
384	25221 62123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|48DUR|5LIT|6FEWX|7RCR
385	25242 12123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|4LIT|58DUR|6BEXP|7RCR
386	25242 22123	6	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|4LIT|58DUR|6FEWX|7RCR
387	25242 62123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|4LIT|58DUR|6FEWX|7RCR
388	25243 32123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|39aVULN|4LIT|5BEXP|68DUR|7RCR
389	35221 12123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|39aVULN|48DUR|5LIT|6BEXP|7RCR
390	35221 16423	6	   	244.10	DCR|3VULN|2DUR|1DMG	17LWND|2DMG|37aVULN|49DUR|5LIT|67DUST|7BPWR|8RCR
391	35221 22123	6	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|39aVULN|48DUR|5LIT|6FEWX|7RCR
392	35221 62123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|39aVULN|48DUR|5LIT|6FEWX|7RCR
393	35244 12123	5	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|39aVULN|4LIT|58DUR|6BEXP|7RCR
394	35244 22123	6	   	244.10	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|39aVULN|4LIT|58DUR|6FEWX|7RCR
395	36143 32226	6	 * 	244.05	DCR|4VULN|3LIT|1TLV	18aLWND|2LHND|38aLIT|4TLV|5BEXP|689aVULN|7RCR|8aBPWR
396	63522 22325	10	   	244.01	DCR|3VULN|3DUR|2LIT	1DMSP|257DUR|3aCGEN|4aLIT|6RCR|89aVULN|aBPWR
397	61125 23112	3	   	244.01	DCR|2VULN|2DMG|2DUR|2AART	1DMSP|28AART|3BELT|4aDUR|5DUST|6RCR|7aVULN|9aDMG|aBPWR
398	61125 62112	3	   	244.01	DCR|2VULN|2DMG|2DUR|2AART	1DMSP|28AART|3BELT|4aDUR|5DUST|6aVULN|7RCR|9aDMG|aBPWR
399	61525 23112	2	   	244.01	DCR|2VULN|2DMG|2DUR|2AART	1DMSP|28AART|3BELT|4aDUR|5DUST|6RCR|7aVULN|9aDMG|aBPWR
400	15234 12323	5	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|38aVULN|4LIT|59DUR|6BEXP|7RCR
401	15234 32323	6	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|38aVULN|4LIT|59DUR|6BEXP|7RCR
402	15234 32323	5	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|38aVULN|4LIT|59DUR|6FEWX|7RCR
403	25221 13423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|37aVULN|49DUR|5LIT|6DUST|8RCR
404	25221 31423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|49DUR|5LIT|7DUST|8RCR
405	25221 32223	7	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
406	25221 32523	8	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
407	25221 32533	9	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
408	25242 13423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|37aVULN|4LIT|59DUR|6DUST|8RCR
409	25242 31423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|4LIT|59DUR|7DUST|8RCR
410	25242 32223	7	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DUST
411	25242 32523	8	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DUST
412	25242 32533	9	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DUST
413	35221 12323	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|38aVULN|49DUR|5LIT|6DUST|7RCR
414	35221 13423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|37aVULN|49DUR|5LIT|6DUST|8RCR
415	35221 31423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7DUST|8RCR
416	35221 32223	7	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
417	35221 32523	8	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
418	35221 32533	9	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|49DUR|5LIT|7RCR|8DUST
419	35244 12323	6	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|38aVULN|4LIT|59DUR|6DUST|7RCR
420	35244 32223	7	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|36aVULN|4LIT|59DUR|7RCR|8DUST
421	15234 13423	5	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|37aVULN|4LIT|59DUR|6BEXP|8RCR
422	15234 33423	5	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|37aVULN|4LIT|59DUR|6FEWX|8RCR
423	15234 33423	6	   	244.00	DCR|3VULN|2DUR|1DMG	1DUST|2DMG|37aVULN|4LIT|59DUR|6BEXP|8RCR
424	25246 63123	2	   	244.00	DCR|3VULN|2DUR|1DMG	1LHND|2DMG|3MBVNT|49aVULN|58DUR|6RCR|7LIT
425	35246 63123	2	   	244.00	DCR|3VULN|2DUR|1DMG	1LWND|2DMG|3MBVNT|49aVULN|58DUR|6RCR|7LIT
426	63152 63213	3	 * 	243.96	DCR|3VULN|2DUR|2TLV|1SELL	1DMSP|28DUR|3LIT|4SELL|58TLV|68aVULN|7RCR|8BPWR|9LWND
