0	Index      	 *	Score 	Summary	Detail	
1	61365 23331	 * 	190.15	ACR|4VULN|1AART|1DMG|1CDMG	179aVULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART
337	65113 31214	   	167.50	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12VULN|3ASPD|49DUR|5ZMB|6DMG|7AART|8ERES|aRCR
338	66335 22322	   	167.47	ACR|3VULN|1AART|2DUR|1ZMB	14aVULN|26DUR|3RCR|5AART|7ZMB|8RPLT|9LWND
339	23143 23533	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|4AART|58VULN|7LHND|9RCR|aCDMG
340	23143 26533	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|4AART|58VULN|7FEWX|9RCR|aCDMG
341	23143 34533	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1NUKE|27DUR|3DMG|4AART|58VULN|6BEXP|9RCR|aCDMG
342	63125 24312	   	167.38	DCR|2VULN|3ZMB|1DMG|2DUR|1ASPD	18VULN|289ZMB|3DMG|4LHND|58DUR|6RPLT|7RCR|8BPWR|aASPD
343	62115 61133	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	16VULN|2RCVC|3ASPD|4DUR|5BEXP|7AART|8DMG|9RCR|aCDMG
344	62116 31133	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	15VULN|2RCVC|3ASPD|4DUR|6FEWX|7AART|8DMG|9RCR|aCDMG
345	65115 11133	   	167.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	12VULN|3ASPD|4DUR|5BEXP|6RCVC|7AART|8DMG|9RCR|aCDMG
346	61361 25321	   	167.32	ACR|2VULN|2DMG|2ZMB|2DUR	18VULN|2BEXP|3RCR|48DMG|5aDUR|69ZMB|78MLV|8BPWR
347	23143 12213	   	167.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|5VULN|6RCVC|7RCR|8ASPD|9ZMB|aCDMG
348	65112 31233	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	12VULN|3ASPD|4DUR|5RMIN|6DMG|7AART|8ERES|9RCR|aCDMG
349	65112 61133	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	12VULN|3ASPD|4DUR|5RMIN|6ERES|7AART|8DMG|9RCR|aCDMG
350	61365 23312	   	167.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART|9AIRHEL|aDUR
351	61361 41333	   	167.22	ACR|2VULN|2DMG|2ZMB|2DUR	18VULN|2BEXP|3RCR|48DMG|5aDUR|6TLV|78ZMB|8BPWR|9LHND
352	61361 61333	   	167.22	ACR|2VULN|2DMG|2ZMB|2DUR	18VULN|2BEXP|3RCR|48DMG|5aDUR|6ERES|78ZMB|8BPWR|9LHND
353	61361 23321	   	167.12	ACR|2VULN|2DMG|2ZMB|2DUR	18VULN|2BEXP|3RCR|48DMG|5aDUR|69ZMB|78ERES|8BPWR
354	61361 24321	   	167.12	ACR|2VULN|2DMG|2ZMB|2DUR	18VULN|2BEXP|3RCR|48DMG|5aDUR|69ZMB|78TLV|8BPWR
355	66335 13213	   	167.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	14VULN|2DUR|3RCR|5AART|6RCVC|7FEWX|8ASPD|9ZMB|aCDMG
356	66335 32213	   	167.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	14VULN|2DUR|3RCR|5AART|6BEXP|7RCVC|8ASPD|9ZMB|aCDMG
357	66335 33213	   	167.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	14VULN|2DUR|3RCR|5AART|67BEXP|8ASPD|9ZMB|aCDMG
358	61315 26213	   	167.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	17VULN|2BEXP|3RCR|4RCVC|5AART|6DUR|8ASPD|9ZMB|aCDMG
359	61361 35123	   	167.09	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2BEXP|3RCR|4DMG|56DUR|79AART|8ERES|aCDMG
360	61324 16321	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2BEXP|3RCR|4LIT|59AART|6DMG|7ZMB|8TLV|aCDMG
361	55324 13231	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1BEXP|2VULN|3RCR|4LIT|59AART|67DMG|8RMIN|aDUR
362	61324 13231	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8RMIN|aDUR
363	61324 13531	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8CGEN|aDUR
364	55324 12222	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1BEXP|2VULN|3RCR|4LIT|59AART|68DMG|7DUR|aLHND
365	61324 12222	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|68DMG|7DUR|aLHND
366	61324 12224	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|68DMG|7DUR|aLWND
367	61324 12225	   	167.03	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|68DMG|7DUR|aRPLT
368	61324 12513	   	167.03	ACR|2AART|2VULN|1DMG|1DUR	1aVULN|2BEXP|3RCR|4LIT|58AART|6DMG|7DUR|9LWND
369	61324 13631	   	166.93	ACR|2DMG|2AART|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|67DMG|8ERES|aDUR
370	61324 12226	   	166.93	ACR|2AART|2DMG|1VULN|1DUR	1VULN|2BEXP|3RCR|4LIT|59AART|68DMG|7DUR|aTLV
371	23143 12553	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6RCVC|7RCR|9BEXP|aCDMG
372	23143 12561	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6RCVC|7RCR|9CDMG|aLHND
373	61331 14215	   	166.89	ACR|3VULN|2DMG|1ZMB	169VULN|2BEXP|3RCR|4BELT|59DMG|79LIT|8DMSP|9BPWR|aZMB
374	65111 11134	   	166.86	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	129VULN|3ASPD|4DUR|5DUST|6RCVC|7AART|8DMG|aRCR
375	23142 42234	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|5DLOT|6CDMG|7RCR|8MLV|9aVULN
376	61315 32135	   	166.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	17VULN|27BEXP|3RCR|4RCVC|5AART|67CGEN|7BPWR|8DMG|9ZMB|aDUR
377	61361 14322	   	166.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2BEXP|3RCR|4DMG|59DUR|6FEWX|7AART|8ZMB|aCDMG
378	55323 14433	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2VULN|3RCR|4LIT|5DUR|6MBVNT|7aDMG|8CDMG|9AART
379	61323 14433	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6MBVNT|7aDMG|8CDMG|9AART
380	23142 42334	   	166.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|5DLOT|6CDMG|7RCR|8aVULN|9ERES
381	23142 42336	   	166.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1NUKE|2DUR|3aDMG|4AART|5DLOT|6CDMG|7RCR|8VULN|9ERES
382	65124 31232	 * 	166.70	DCR|3VULN|1AART|2ASPD|2DUR	129VULN|39ASPD|4BELT|5LHND|6RCR|7TLV|89DUR|9BPWR|aAART
383	61331 15342	   	166.69	ACR|3VULN|2DMG|1ZMB	16aVULN|2aBEXP|3RCR|4BELT|59DMG|7ZMB|8aTLV|aBPWR
384	66335 12131	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|9RMIN|aDMSP
385	66335 12132	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|9RMIN|aCGEN
386	55315 12111	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2aVULN|3RCR|46RCVC|5AART|7ZMB|8DMG|9DUR
387	61315 12111	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2BEXP|3RCR|46RCVC|5AART|7ZMB|8DMG|9DUR
388	61315 62111	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|26BEXP|3RCR|4RCVC|5AART|7ZMB|8DMG|9DUR
389	61344 32133	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19VULN|2BEXP|3RCR|4MGNLIT|5AART|6LWND|7ASPD|8ZMB|aDMG
390	61355 12111	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2BEXP|3RCR|4DMSP|5AART|6RCVC|7ZMB|8DMG|9DUR
391	61324 16333	   	166.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2BEXP|3RCR|4LIT|5AART|6DMG|7ZMB|8TLV|9DUR
392	53633 61133	 * 	166.48	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1BEXP|2aCDMG|3DUR|46VULN|5SELL|7AART|8DMG|9RCR
393	62263 43131	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	14aVULN|2RCVC|3LWND|5ZMB|6LHND|7AART|8DMG|9RCR
394	65226 13131	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	12aVULN|3LWND|4LHND|5ZMB|6RCVC|7AART|8DMG|9RCR
395	65226 33131	   	166.48	DCR|3VULN|1AART|1DMG|1ZMB	12aVULN|3LWND|46LHND|5ZMB|7AART|8DMG|9RCR
396	61324 11152	   	166.43	ACR|2VULN|2DMG|1AART	1aVULN|2aBEXP|3RCR|4LIT|5AART|69DMG|7BELT|8aMLV|aBPWR
397	61324 13522	   	166.43	ACR|2VULN|2DMG|1AART	1aVULN|2aBEXP|3RCR|4LIT|5AART|67DMG|8aCGEN|9BELT|aBPWR
398	61254 12113	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3LIT|4DUR|5AART|6aDMG|7RCR|8CDMG|9LWND
399	61254 12121	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3LIT|4DUR|5AART|6DMG|7RCR|8CDMG|aFEWX
400	61254 12122	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2BEXP|3LIT|4DUR|5AART|6DMG|7RCR|8CDMG|aMLV
401	63153 43323	   	166.41	DCR|2VULN|3ZMB|1AART|1DMG	15VULN|248ZMB|3DMG|6BEXP|7CGEN|9RCR|aAART
402	63153 53323	   	166.41	DCR|2VULN|3ZMB|1AART|1DMG	15VULN|248ZMB|3DMG|6FEWX|7CGEN|9RCR|aAART
403	66335 12122	   	166.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8DMG|9aDUST
404	63153 33324	   	166.31	DCR|2VULN|3ZMB|1AART|1DMG	15VULN|248ZMB|3DMG|6DUST|7CGEN|9RCR|aAART
405	15163 23224	   	166.30	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1TLV|26DUR|38DMG|4ASPD|5ZMB|7VULN|9AART|aRCR
406	35163 23224	   	166.30	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1ERES|26DUR|38DMG|4ASPD|5ZMB|7VULN|9AART|aRCR
407	66311 33623	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2DUR|3RCR|4BELT|5DMG|6RMIN|8CDMG|9LIT|aAART
408	55324 13113	   	166.23	ACR|2VULN|2DMG|1AART	1BEXP|2aVULN|3RCR|4LIT|5AART|67DMG|8LHND|9LWND
409	55324 13213	   	166.23	ACR|2VULN|2DMG|1AART	1BEXP|2aVULN|3RCR|4LIT|5AART|67DMG|8RMIN|9LWND
410	61324 11153	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|69DMG|7BELT|8MLV
411	61324 13113	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9LWND
412	61324 13213	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8RMIN|9LWND
413	61324 13225	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8RMIN|9BELT
414	61324 13263	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8RMIN|9LHND
415	61324 13512	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8CGEN|9LWND
416	61324 13523	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8CGEN|9BELT
417	61324 13622	   	166.23	ACR|2VULN|2DMG|1AART	1aVULN|2aBEXP|3RCR|4LIT|5AART|67DMG|8aERES|9BELT|aBPWR
418	61344 32132	   	166.23	ACR|3VULN|1AART|2ZMB|1ASPD	19aVULN|2BEXP|3RCR|4aMGNLIT|5AART|6LWND|7ASPD|8aZMB|aBPWR
419	61324 13163	   	166.13	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8LHND|9LEGI
420	61324 13413	   	166.13	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8DUST|9LWND
421	61324 13612	   	166.13	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ERES|9LWND
422	61324 13623	   	166.13	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4LIT|5AART|67DMG|8ERES|9BELT
423	63141 32363	   	166.11	DCR|3VULN|2DMG|1ZMB|1DUR	18aVULN|2ZMB|38DMG|4DUR|5ERES|68LHND|7RCVC|8BPWR|9RCR
424	63143 32363	   	166.11	DCR|3VULN|2DMG|1ZMB|1DUR	18aVULN|2ZMB|38DMG|4DUR|5TLV|68LHND|7RCVC|8BPWR|9RCR
425	43115 12252	   	166.07	DCR|3DMG|1AART|1CDMG|1ZMB	18LWND|2ZMB|389DMG|48DUST|5AART|6RCVC|7RCR|8BPWR|aCDMG
426	23143 22123	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|49AART|5VULN|7RCR|8LWND|aCDMG
427	23143 22323	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|49AART|5VULN|7RCR|8LHND|aCDMG
428	23145 22523	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|49AART|5LWND|7RCR|8VULN|aCDMG
429	66335 12312	   	166.03	ACR|3VULN|1AART|2ZMB|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|79ZMB|8RPLT
430	13343 22361	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18TLV|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aRCVC
431	13343 22362	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18TLV|2aLHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR
432	13343 22364	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18TLV|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aCGEN
433	13343 22366	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18TLV|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aFEWX
434	33343 22361	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18ERES|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aRCVC
435	33343 22362	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18ERES|2aLHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR
436	33343 22364	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18ERES|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aCGEN
437	33343 22366	   	166.01	DCR|3VULN|2DMG|1ZMB|1DUR	18ERES|2LHND|348VULN|5ZMB|6DUR|78DMG|8BPWR|9RCR|aFEWX
438	66335 21332	 * 	165.91	ACR|2AART|2VULN|1CDMG|2DUR	14VULN|26DUR|3RCR|5aAART|7CDMG|8LWND|9BEXP
439	66335 23123	   	165.91	ACR|2AART|2VULN|1CDMG|2DUR	14VULN|26DUR|3RCR|59AART|7FEWX|8LWND|aCDMG
440	66335 23323	   	165.91	ACR|2AART|2VULN|1CDMG|2DUR	14VULN|26DUR|3RCR|59AART|7FEWX|8LHND|aCDMG
441	62113 34511	   	165.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|67DMG|8RCR|9AART|aDMSP
442	62113 34512	   	165.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|67DMG|8RCR|9AART|aCGEN
443	64522 43121	 * 	165.90	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1aVULN|2RPLT|3aASPD|4MBVNT|5LHND|6RCR|7CDMG|8AART|9aDUR|aBPWR
444	63536 22123	 * 	165.86	DCR|2VULN|3CDMG|1AART|2ZMB|1ASPD	14VULN|26ZMB|356CDMG|6BPWR|7ASPD|8LWND|9RCR|aAART
445	61331 11463	   	165.75	ACR|4VULN|1DMG|1CDMG	1689VULN|2BEXP|3RCR|4BELT|5DMG|7TLV|aCDMG
446	23143 22613	   	165.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1NUKE|26DUR|3DMG|4AART|5VULN|7RCR|8RMIN|9ZMB|aCDMG
447	66311 12363	   	165.62	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	169VULN|2DUR|3RCR|4BELT|5DMG|7DMSP|8ASPD|aCDMG
448	52174 32741	   	165.55	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2MBVNT|3LWND|4aDMG|5AART|6DUR|7ERES|8aVULN|9RCR|aBPWR
449	23143 22413	   	165.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1NUKE|26DUR|3DMG|4AART|5VULN|7RCR|8ERES|9ZMB|aCDMG
450	61311 66311	   	165.52	ACR|3VULN|2AART|2DUR	168VULN|2BEXP|3RCR|4RCVC|58ERES|78DUR|8BPWR|9aAART
451	66331 25311	   	165.52	ACR|3VULN|2AART|2DUR	148VULN|27DUR|3RCR|58ERES|68FEWX|8BPWR|9aAART
452	66333 25311	   	165.52	ACR|3VULN|2AART|2DUR	148VULN|27DUR|3RCR|58TLV|68FEWX|8BPWR|9aAART
453	23143 22231	   	165.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|59VULN|7RCR|8ASPD|aDMSP
454	23143 22232	   	165.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|59VULN|7RCR|8ASPD|aCGEN
455	23143 22234	   	165.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|59VULN|7RCR|8ASPD|aFEWX
456	21145 22523	   	165.47	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|2LWND|3DMG|46DUR|59AART|7RCR|8VULN|aCDMG
457	23125 22523	   	165.47	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|26DUR|3DMG|4LHND|59AART|7RCR|8VULN|aCDMG
458	61336 63311	   	165.42	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	17VULN|2BEXP|3RCR|4BELT|56DUR|8DMG|9AART|aASPD
459	23143 22235	   	165.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|59VULN|7RCR|8ASPD|aDUST
460	23143 22236	   	165.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|59VULN|7RCR|8ASPD|aERES
461	65261 23111	   	165.35	DCR|4VULN|1AART|2DUR	124aVULN|3LWND|5AART|6RCVC|79DUR|8RCR
462	61311 61135	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16VULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9ZMB|aDUR
463	66331 11133	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9ZMB|aCGEN
464	66331 11134	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9ZMB|aFEWX
465	66331 11311	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8RPLT|9ZMB|aDMG
466	66333 11133	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9ZMB|aCGEN
467	66333 11134	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9ZMB|aFEWX
468	66333 11311	   	165.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8RPLT|9ZMB|aDMG
469	23364 14131	   	165.21	DCR|2AART|2VULN|1DMG|2DUR	1NUKE|27DUR|3FEWX|45AART|6aVULN|8DMG|9RCR
470	66331 11132	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5ERES|6RCVC|7AART|8DMG|9ZMB|aDUST
471	66331 11136	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5aERES|6RCVC|7AART|8DMG|9ZMB
472	66333 11132	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9ZMB|aDUST
473	66333 11136	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	14VULN|2DUR|3RCR|5TLV|6RCVC|7AART|8DMG|9ZMB|aERES
474	66311 15222	   	165.15	ACR|3VULN|1DMG|3DUR|1ZMB	16aVULN|28aDUR|3RCR|4BELT|5DMG|7ZMB|9aTLV|aBPWR
475	63145 22132	   	165.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|5AART|7RCR|8LWND|9FEWX|aCDMG
476	63145 22332	   	165.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|46DUR|5AART|7RCR|8LHND|9FEWX|aCDMG
477	61311 41363	   	165.03	ACR|2VULN|2DMG|1AART	1aVULN|26BEXP|3RCR|4RCVC|5aERES|7AART|8RPLT|9aDMG|aBPWR
478	61313 41363	   	165.03	ACR|2VULN|2DMG|1AART	1aVULN|26BEXP|3RCR|4RCVC|5aTLV|7AART|8RPLT|9aDMG|aBPWR
479	61313 51363	   	164.93	ACR|2VULN|2DMG|1AART	1aVULN|2BEXP|3RCR|4RCVC|56aTLV|7AART|8RPLT|9aDMG|aBPWR
480	61311 61361	   	164.93	ACR|2VULN|2DMG|1AART	16VULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8RPLT|9aDMG
481	66335 12331	   	164.91	ACR|2VULN|2AART|1ZMB|1ASPD|1DUR	14VULN|2DUR|3RCR|59AART|6RCVC|7ZMB|8RPLT|aASPD
482	66311 16133	 * 	164.90	ACR|3VULN|1DMG|2CDMG|1DUR	16aVULN|2DUR|3RCR|4BELT|5DMG|78CDMG|9LEGI
483	66335 11131	   	164.82	ACR|3VULN|1AART|1CDMG|1DUR	148VULN|2DUR|3RCR|5AART|6RCVC|7CDMG|9FEWX|aLHND
484	66335 11322	   	164.82	ACR|3VULN|1AART|1CDMG|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|7CDMG|8LWND|9CGEN
485	13343 22413	   	164.82	DCR|4VULN|1DMG|1ZMB|1DUR	1TLV|2LHND|349aVULN|5ZMB|6DUR|7DMG|8RCR
486	33343 22413	   	164.82	DCR|4VULN|1DMG|1ZMB|1DUR	1ERES|2LHND|349aVULN|5ZMB|6DUR|7DMG|8RCR
487	61363 32211	   	164.73	ACR|2VULN|2AART|1DMG|1ASPD	16VULN|2BEXP|3RCR|4DMG|568CGEN|6BPWR|7ASPD|9aAART
488	66335 11121	   	164.72	ACR|3VULN|1AART|1CDMG|1DUR	148VULN|2DUR|3RCR|5AART|6RCVC|7CDMG|9CGEN|aERES
489	23143 12121	   	164.71	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2DUR|3DMG|49AART|5aVULN|6RCVC|7RCR|8LWND
490	23143 12321	   	164.71	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2DUR|3DMG|49AART|5aVULN|6RCVC|7RCR|8LHND
491	23145 12521	   	164.71	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2DUR|3DMG|49AART|5LWND|6RCVC|7RCR|8aVULN
492	62113 51131	   	164.71	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2RCVC|3ASPD|4DUR|5ZMB|6RMIN|7AART|8DMG|9RCR
493	66312 62322	   	164.68	ACR|4VULN|1AART|1DUR	189aVULN|2DUR|3RCR|4BELT|5DMSP|6AART|7LHND
494	66313 62322	   	164.68	ACR|4VULN|1AART|1DUR	189aVULN|2DUR|3RCR|4BELT|5RCVC|6AART|7LHND
495	61363 52211	   	164.63	ACR|2DMG|2AART|1VULN|1ASPD	1VULN|2BEXP|3RCR|46DMG|58CGEN|7ASPD|9aAART
496	23143 12431	   	164.61	DCR|2AART|2VULN|1DMG|1DUR	1NUKE|2DUR|3DMG|4aAART|59VULN|6RCVC|7RCR|8ERES
497	62113 31231	   	164.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1aVULN|2RCVC|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR
498	65113 31235	   	164.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aCGEN
499	65113 31236	   	164.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	12VULN|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aRPLT
500	65113 51132	   	164.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	12VULN|3ASPD|4DUR|5ZMB|6RMIN|7AART|8DMG|9RCR|aDUST
