0	Index      	 *	Score 	Summary	Detail	
1	11132 14365	 * 	195.37	ACR|2AART|2VULN|2DMG|2ASPD|1DUR	1aLIT|27AART|3aVULN|46DMG|5RCR|8DUR|9aASPD|aBPWR
351	11132 13662	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5RCR|7TLV|8DUR|9DUST
352	11132 63465	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|39VULN|4aDMG|5RCR|6LEGI|7MBVNT|8DUR
353	11162 11518	   	169.97	ACR|2VULN|2DMG|1AART|1ASPD	1LIT|2AART|38VULN|4ASPD|5RCR|6aDMG|7TLV|9MBVNT
354	11232 15526	   	169.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LIT|2AART|3BPWR|47DMG|5VULN|6ZMB|8RCR|9LWND|aCDMG
355	11232 16526	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LIT|2AART|3BPWR|4DMG|57VULN|6ZMB|8RCR|9LWND|aCDMG
356	11332 15334	   	169.82	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1LIT|23AART|47DMG|5VULN|6ZMB|8CGEN|9ASPD|aRCR
357	11332 16334	   	169.82	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1LIT|23AART|4DMG|57VULN|6ZMB|8CGEN|9ASPD|aRCR
358	11232 15516	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LIT|2AART|3BPWR|47DMG|5VULN|6ZMB|8RCR|9DUST|aCDMG
359	11232 16516	   	169.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LIT|2AART|3BPWR|4DMG|57VULN|6ZMB|8RCR|9DUST|aCDMG
360	31323 23663	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|4LWND|6aDMG|7CGEN|8RCR|9DUR
361	11232 15635	   	169.68	DCR|3DMG|1AART|1VULN|1ZMB	13aLIT|2AART|3aBPWR|47aDMG|5VULN|6ZMB|8aLWND|9RCR
362	31363 23663	   	169.65	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|4DUST|6aDMG|7CGEN|8RCR|9DUR
363	23262 13523	   	169.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	17FEWX|27DUR|3RCR|4CGEN|5DUST|67VULN|7BPWR|8ZMB|9AART|aDMG
364	11136 16631	   	169.48	DCR|3VULN|1AART|1DMG|1ZMB	1aLIT|2AART|357VULN|4DMG|6ZMB|8LWND|9RCR
365	11116 62423	   	169.46	DCR|2AART|2VULN|2DMG	1LIT|25AART|34VULN|68DMG|7BEXP|9MLV|aRCR
366	11332 32423	   	169.46	DCR|2AART|2VULN|2DMG	1LIT|23AART|48DMG|56VULN|7BEXP|9MLV|aRCR
367	11136 16632	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8LWND|9RCR|aERES
368	11111 55423	   	169.36	DCR|2AART|2VULN|2DMG	1LIT|26AART|34VULN|5DUST|78DMG|9MLV|aRCR
369	11113 64515	   	169.36	DCR|2AART|2VULN|2DMG	1LIT|26AART|34VULN|5MBVNT|78DMG|9CGEN|aRCR
370	11113 64525	   	169.36	DCR|2AART|2VULN|2DMG	1LIT|26AART|34VULN|5MBVNT|78DMG|9MLV|aRCR
371	11132 55473	   	169.23	ACR|2AART|2VULN|1DMG|2DUR	1LIT|2aAART|39VULN|4DMG|5RCR|6MBVNT|78DUR
372	61321 25423	   	169.13	ACR|2VULN|2DMG|1AART	1TLV|2RCR|35CGEN|4AART|6LIT|78DMG|9aVULN
373	11334 15236	   	169.13	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5LHND|68ZMB|9RCR|aVULN
374	11335 15236	   	169.13	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5FEWX|68ZMB|9RCR|aVULN
375	61512 12323	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2RCR|36VULN|4NUKE|5CGEN|7DMG|8CDMG|9AART|aDUR
376	11333 15236	   	169.03	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5DUST|68ZMB|9RCR|aVULN
377	62253 31513	   	168.96	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1TLV|23DUR|4ASPD|5CDMG|6DMG|7RCR|8VULN|9ZMB|aAART
378	11136 12414	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|48DMG|6ZMB|7TLV|9CGEN|aRCR
379	11136 12424	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|48DMG|6ZMB|7TLV|9MLV|aRCR
380	11136 15114	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8TLV|9CGEN|aRCR
381	11136 15124	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1LIT|2AART|35VULN|47DMG|6ZMB|8TLV|9MLV|aRCR
382	33231 15522	   	168.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LHND|27DUR|3RCR|4ZMB|5LWND|68VULN|9DMG|aAART
383	21313 36261	   	168.85	DCR|3VULN|1AART|2DUR|1ZMB	1FEWX|2AART|3LWND|48DUR|57aVULN|6RCR|9ZMB
384	31316 36261	   	168.75	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|2AART|37aVULN|48DUR|5DUST|6RCR|9ZMB
385	51313 36261	   	168.75	DCR|3VULN|1AART|2DUR|1ZMB	1DUST|2AART|3LWND|48DUR|57aVULN|6RCR|9ZMB
386	11132 41542	   	168.74	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6RCVC|7BEXP|9CDMG|aDUR
387	11132 42542	   	168.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2AART|38VULN|4DMG|5RCR|6RCVC|7DUST|9CDMG|aDUR
388	11312 23445	   	168.51	DCR|2AART|2VULN|2CDMG|1DUR	1aLIT|23AART|4DUR|5RPLT|6RCR|7RMIN|8aCDMG|9aVULN|aBPWR
389	21645 24131	   	168.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|23AART|4CDMG|5MBVNT|6RCR|7DMSP|8ZMB|9DMG|aVULN
390	31245 24131	   	168.44	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	13LHND|27AART|3BPWR|4CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
391	11136 31323	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	1LIT|2AART|356VULN|4DMG|78DUR|9MLV|aRCR
392	31314 22615	   	168.31	DCR|2AART|2VULN|1DMG|1DUR	1LHND|2aAART|38VULN|4DUR|5DLOT|6RCR|7DMG|9BEXP
393	11116 13621	 * 	168.24	DCR|4VULN|3AART	1LIT|258AART|347aVULN|6RPLT|9RCR
394	11132 26516	   	168.24	ACR|3DMG|1AART|1VULN|1DUR	1LIT|2AART|3VULN|49aDMG|5RCR|6CGEN|7RPLT|8DUR
395	11162 13263	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6DMG|7CGEN|8BEXP
396	11162 13523	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7CGEN|9DMSP
397	11162 13533	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7CGEN|9BEXP
398	11162 13552	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|389VULN|4ASPD|5RCR|6DMG|7CGEN|aFEWX
399	11162 13653	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6DMG|78CGEN
400	11162 14132	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6DMG|7LWND|8FEWX
401	11162 14632	   	168.24	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7LWND|9FEWX
402	33241 25522	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2DUR|3RCR|4LWND|578VULN|6RMIN|9DMG|aAART
403	11132 14313	 * 	168.20	ACR|3AART|2DMG|1VULN|1DUR	1LIT|27aAART|3VULN|46DMG|5RCR|8DUR|9MBVNT
404	11116 34432	   	168.20	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	19LIT|25AART|34VULN|6CDMG|7ASPD|8RCR|aZMB
405	11132 66363	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|379VULN|4DMG|5RCR|6LEGI|8LHND|aDUR
406	11132 66532	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|378VULN|4DMG|5RCR|6LEGI|9DUR|aBEXP
407	11122 16516	   	168.14	ACR|3DMG|1AART|1VULN|1DUR	1LIT|2AART|3VULN|4NUKE|5RCR|69aDMG|7RPLT|8DUR
408	11132 33465	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4DMG|5RCR|6VENICY|7FEWX|9ASPD
409	11132 35415	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|38aVULN|4DMG|5RCR|6VENICY|7DUR|9MLV
410	11132 35426	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|38aVULN|4DMG|5RCR|6VENICY|7DUR|9FEWX
411	11132 52132	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7FEWX|8ASPD
412	11132 54132	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7BEXP|8ASPD
413	11132 56634	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	17LIT|2AART|38aVULN|4DMG|5RCR|6MBVNT|9ASPD
414	11132 62132	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4DMG|5RCR|6LEGI|7BEXP|8ASPD
415	11162 11263	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6DMG|7TLV|8BEXP
416	11162 11523	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7TLV|9DMSP
417	11162 11533	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|38aVULN|4ASPD|5RCR|6DMG|7TLV|9BEXP
418	11162 11552	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|389VULN|4ASPD|5RCR|6DMG|7TLV|aFEWX
419	13651 26132	   	168.14	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3BEXP|4RCR|59aVULN|6AART|7DMG|8ASPD
420	33242 13526	   	168.12	ACR|3VULN|2DMG|2DUR	17LHND|27DUR|3RCR|4LWND|5CGEN|678VULN|7BPWR|9aDMG
421	33261 13526	   	168.12	ACR|3VULN|2DMG|2DUR	17LHND|27DUR|3RCR|4CGEN|5LWND|678VULN|7BPWR|9aDMG
422	11132 66513	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|378VULN|4DMG|5RCR|6LEGI|9MBVNT|aDUR
423	11132 55832	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2AART|39aVULN|4DMG|5RCR|6MBVNT|7DUR|8TLV
424	11132 63132	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1LIT|2AART|39aVULN|4DMG|5RCR|6LEGI|7MBVNT|8ASPD
425	11162 27533	 * 	168.04	ACR|3VULN|1AART|2CDMG|1ASPD	1LIT|2AART|39aVULN|4ASPD|5RCR|6MBVNT|78CDMG
426	11112 21165	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2AART|34VULN|5RPLT|6RCR|7LHND|8ZMB|9DUR|aDMG
427	11112 21211	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2AART|34VULN|5RPLT|6RCR|7LHND|8DUR|9DMG|aZMB
428	11112 24265	   	167.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2AART|34VULN|5RPLT|6RCR|7ZMB|8LHND|9DUR|aDMG
429	11233 34535	   	167.92	DCR|2AART|2DMG|1VULN|2ASPD	13aLIT|27AART|3aBPWR|4aDMG|5DUST|6VULN|8aASPD|9RCR
430	11122 12513	   	167.90	ACR|2AART|2VULN|1DMG|1ZMB	1LIT|2aAART|38VULN|4NUKE|5RCR|6DMG|7ZMB|9MBVNT
431	11132 44342	   	167.89	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1LIT|27AART|3VULN|4DMG|5RCR|6RCVC|8aDUR|9CDMG
432	31314 22316	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|39VULN|4DUR|5DLOT|6RCR|7DMG|8CGEN|aZMB
433	31324 22636	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2AART|38VULN|4LWND|5DLOT|6RCR|7DMG|9ASPD|aZMB
434	31324 22216	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2AART|39VULN|4LWND|5DLOT|6RCR|7DMG|8ASPD|aZMB
435	11131 66214	   	167.85	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1LIT|2AART|3VULN|47DMG|5DUR|6CDMG|8DUST|9ASPD|aRCR
436	11132 55126	   	167.84	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1aLIT|2AART|3aVULN|4DMG|5RCR|6MBVNT|7DUR|8aASPD|9RCVC|aBPWR
437	23225 41631	   	167.83	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3RCR|47RCVC|5AART|6ZMB|8CDMG|9DMG|aVULN
438	11333 32535	   	167.82	DCR|2AART|2DMG|1VULN|2ASPD	1aLIT|23AART|4aDMG|57DUST|6VULN|8aASPD|9RCR|aBPWR
439	61323 11231	   	167.80	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1TLV|2RCR|3CGEN|4AART|5ASPD|6DMG|79CDMG|8DUR|aVULN
440	21643 31623	 * 	167.78	DCR|3AART|2VULN|2CDMG|1DUR	1FEWX|23aAART|47CDMG|59VULN|6DUR|8RCR
441	31314 22116	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|39VULN|4DUR|5DLOT|6RCR|7DMG|8ERES|aZMB
442	31314 22126	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2AART|3aVULN|4DUR|5DLOT|6RCR|7DMG|8ERES|9ZMB
443	11135 31423	   	167.76	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|36VULN|48DMG|5RCVC|7DUR|9MLV|aRCR
444	21143 31621	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1FEWX|2AART|3DMSP|47CDMG|59aVULN|6DUR|8RCR
445	21155 31621	   	167.72	DCR|3VULN|1AART|2CDMG|1DUR	1FEWX|2AART|3DMSP|49aVULN|57CDMG|6DUR|8RCR
446	31324 22643	   	167.71	DCR|2VULN|2DMG|1AART	19LHND|2AART|38VULN|49LWND|5DLOT|6RCR|79DMG|9BPWR|aLIT
447	11332 15521	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1aLIT|23AART|47DMG|5VULN|6ZMB|8RCR|9LWND
448	11332 15524	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9LWND|aFEWX
449	11332 15552	   	167.68	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9MLV|aFEWX
450	11332 16521	   	167.68	DCR|2AART|2VULN|1DMG|1ZMB	1aLIT|23AART|4DMG|57VULN|6ZMB|8RCR|9LWND
451	11332 16524	   	167.68	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9LWND|aFEWX
452	11332 16552	   	167.68	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9MLV|aFEWX
453	31324 22642	   	167.61	DCR|2VULN|2DMG|1AART	19LHND|2AART|38VULN|49LWND|5DLOT|6RCR|79DMG|9BPWR|aDUST
454	11332 15511	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1aLIT|23AART|47DMG|5VULN|6ZMB|8RCR|9DUST
455	11332 15513	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9DUST|aBEXP
456	11332 15514	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9DUST|aFEWX
457	11332 15522	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9LWND|aERES
458	11332 15542	   	167.58	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9ERES|aFEWX
459	11332 16511	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1aLIT|23AART|4DMG|57VULN|6ZMB|8RCR|9DUST
460	11332 16513	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9DUST|aBEXP
461	11332 16514	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9DUST|aFEWX
462	11332 16522	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9LWND|aERES
463	11332 16542	   	167.58	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9ERES|aFEWX
464	21442 11134	   	167.55	DCR|2VULN|2DMG|1AART|1DUR	18FEWX|2AART|3CGEN|48VULN|5BEXP|6LHND|78DMG|8BPWR|9RCR|aDUR
465	31315 21626	   	167.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	159LHND|2AART|39VULN|4DUR|6DMG|7BELT|89CDMG|9BPWR|aRCR
466	31314 25261	   	167.51	DCR|3VULN|1AART|2ZMB|1DUR	1aLHND|2AART|39aVULN|4DUR|5DLOT|6RCR|7FEWX|8aZMB|aBPWR
467	11232 15636	   	167.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13LIT|2AART|3BPWR|47DMG|5VULN|6ZMB|8LWND|9RCR|aCDMG
468	11232 16636	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13LIT|2AART|3BPWR|4DMG|57VULN|6ZMB|8LWND|9RCR|aCDMG
469	11332 15512	   	167.48	DCR|2AART|2DMG|1VULN|1ZMB	1LIT|23AART|47DMG|5VULN|6ZMB|8RCR|9DUST|aERES
470	11332 16512	   	167.48	DCR|2AART|2VULN|1DMG|1ZMB	1LIT|23AART|4DMG|57VULN|6ZMB|8RCR|9DUST|aERES
471	11133 14424	   	167.43	DCR|3DMG|2AART|1VULN	1LIT|27AART|3VULN|468DMG|5FEWX|9BASHEA|aRCR
472	21211 31444	   	167.43	DCR|3DMG|2AART|1VULN	1FEWX|25AART|3LIT|4VULN|6VENICY|789DMG|aRCR
473	11131 11622	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7BEXP|8CGEN|9RCR
474	11131 15422	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7CGEN|8FEWX|9RCR
475	11134 14622	   	167.35	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5LWND|7DUR|8CGEN|9RCR
476	11131 11122	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7BEXP|8ERES|9RCR
477	11131 12622	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7DUST|8CGEN|9RCR
478	11131 13422	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7TLV|8FEWX|9RCR
479	11131 15122	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7CGEN|8DUST|9RCR
480	11134 13622	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5LWND|7TLV|8DUR|9RCR
481	11134 14122	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5LWND|7DUR|8ERES|9RCR
482	31316 41533	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|38VULN|4DUR|5DUST|6RMIN|7aDMG|9RCR
483	31363 23433	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2AART|35VULN|4DUST|6aDMG|7CGEN|8DUR|9RCR
484	11131 12122	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7DUST|8ERES|9RCR
485	11131 13122	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	1LIT|2AART|3aVULN|46DMG|5DUR|7TLV|8DUST|9RCR
486	11136 35214	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|356VULN|4DMG|7RMIN|8ZMB|9CGEN|aRCR
487	11136 35224	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|356VULN|4DMG|7RMIN|8ZMB|9MLV|aRCR
488	11136 36214	   	167.08	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|356VULN|4DMG|7MLV|8ZMB|9CGEN|aRCR
489	11162 15631	   	167.03	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|27AART|3VULN|4ASPD|5RCR|6DMG|8DUR|9FEWX|aCDMG
490	21643 25232	 * 	166.99	DCR|3AART|2VULN|2ZMB|1CDMG	1FEWX|237AART|4CDMG|58VULN|6aZMB|9RCR
491	11136 34214	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|356VULN|4DMG|7TLV|8ZMB|9CGEN|aRCR
492	11136 34224	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|356VULN|4DMG|7TLV|8ZMB|9MLV|aRCR
493	11136 16114	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8TLV|9CGEN|aRCR
494	11136 16124	   	166.98	DCR|3VULN|1AART|1DMG|1ZMB	1LIT|2AART|357VULN|4DMG|6ZMB|8TLV|9MLV|aRCR
495	21543 31611	   	166.92	DCR|2AART|2VULN|2CDMG|1DUR	1FEWX|29AART|3RCVC|47CDMG|5aVULN|6DUR|8RCR
496	21543 31623	   	166.92	DCR|2AART|2VULN|2CDMG|1DUR	1FEWX|2aAART|3RCVC|47CDMG|59VULN|6DUR|8RCR
497	11116 36523	   	166.84	DCR|3AART|2VULN|1CDMG|1ZMB	1LIT|257AART|34VULN|6CDMG|8RCR|9ZMB|aRCVC
498	62263 31322	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7VULN|8RCR|9AART|aLIT
499	62263 31324	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7VULN|8RCR|9AART|aMLV
500	62263 31326	   	166.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7VULN|8RCR|9AART|aLWND
501	31316 36321	   	166.76	DCR|4VULN|1AART|1DUR	19LHND|2AART|379aVULN|4DUR|5DUST|6RCR|89CGEN|9BPWR
502	11112 26361	   	166.76	DCR|4VULN|1AART|1DUR	18aLIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR
503	11112 26362	   	166.76	DCR|4VULN|1AART|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR|aFEWX
504	11112 26364	   	166.76	DCR|4VULN|1AART|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR|aRMIN
505	11112 26365	   	166.76	DCR|4VULN|1AART|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR|aLHND
506	11112 26366	   	166.76	DCR|4VULN|1AART|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR|aBEXP
507	11334 15214	   	166.73	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5LHND|68ZMB|9VULN|aRCR
508	11335 15214	   	166.73	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5FEWX|68ZMB|9VULN|aRCR
509	11332 15224	   	166.73	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5VULN|68ZMB|9BEXP|aRCR
510	11332 16224	   	166.73	DCR|2AART|2VULN|1DMG|2ZMB	1LIT|23AART|4DMG|57VULN|68ZMB|9BEXP|aRCR
511	21545 21131	   	166.71	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1FEWX|2AART|3RCVC|47CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
512	31545 21131	   	166.71	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|3RCVC|47CDMG|5MBVNT|6RCR|8ZMB|9DMG|aVULN
513	62263 21321	   	166.71	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	16TLV|23DUR|4DMG|5CDMG|7aVULN|8RCR|9AART
514	62263 31325	   	166.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1TLV|23DUR|46DMG|5CDMG|7VULN|8RCR|9AART|aDUST
515	11112 26363	   	166.66	DCR|4VULN|1AART|1DUR	18LIT|2AART|3478VULN|5RPLT|6RCR|8BPWR|9DUR|aERES
516	11112 26426	   	166.66	DCR|4VULN|1AART|1DUR	1LIT|2AART|347aVULN|5RPLT|6RCR|8RMIN|9DUR
517	21313 36511	   	166.66	DCR|4VULN|1AART|1DUR	1FEWX|2AART|3LWND|4DUR|578aVULN|6RCR|9MLV
518	21313 36524	   	166.66	DCR|4VULN|1AART|1DUR	1FEWX|2AART|39LWND|4DUR|578aVULN|6RCR
519	21313 36541	   	166.66	DCR|4VULN|1AART|1DUR	1FEWX|2AART|3LWND|4DUR|578aVULN|6RCR|9CGEN
520	11333 15214	   	166.63	DCR|2AART|2DMG|1VULN|2ZMB	1LIT|23AART|47DMG|5DUST|68ZMB|9VULN|aRCR
521	23224 12552	   	166.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3RCR|4RCVC|59DMG|6VULN|7LEGI|8ZMB|aAART
522	33224 15532	   	166.59	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DUR|3RCR|4RCVC|5DMG|68VULN|7DUST|9ZMB|aAART
523	11122 66523	   	166.58	ACR|4VULN|2AART	1LIT|29AART|378aVULN|4NUKE|5RCR|6LEGI
524	31316 36511	   	166.56	DCR|4VULN|1AART|1DUR	1LHND|2AART|378aVULN|4DUR|5DUST|6RCR|9MLV
