0	Index      	 *	Score 	Summary	Detail	
1	36263 36111	 * 	200.23	DCR|3DMG|2VULN|1AART|3ASPD	126DMG|3AART|456ASPD|6BPWR|7RCR|8LHND|9aVULN
335	32114 11312	   	172.98	DCR|3DMG|1AART|1VULN|1ZMB	134DMG|29BEXP|5VULN|6RCR|7LSRREG|8AART|aZMB
336	33114 11332	   	172.98	DCR|3DMG|1AART|1VULN|1ZMB	134DMG|29FEWX|5VULN|6RCR|7LSRREG|8AART|aZMB
337	34114 11352	   	172.98	DCR|3DMG|1AART|1VULN|1ZMB	134DMG|29LWND|5VULN|6RCR|7LSRREG|8AART|aZMB
338	36314 11312	   	172.98	DCR|3DMG|1AART|1VULN|1ZMB	124DMG|39BEXP|5VULN|6RCR|7LSRREG|8AART|aZMB
339	25132 62421	   	172.97	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|28ZMB|3aDMG|4CGEN|5ERES|6AART|7aBEXP|9RCR|aBPWR
340	26133 62421	   	172.97	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|2TLV|3aDMG|4CGEN|58ZMB|6AART|7aLHND|9RCR|aBPWR
341	25315 62321	   	172.97	DCR|2VULN|2DMG|1AART|2ZMB	13VULN|23ZMB|3BPWR|48DMG|5BEXP|6AART|7FEWX|9RCR|aMGNLIT
342	25315 62323	   	172.97	DCR|2VULN|2DMG|1AART|2ZMB	13VULN|23ZMB|3BPWR|48DMG|5BEXP|6AART|7FEWX|9RCR|aRPLT
343	22321 32441	   	172.95	DCR|3VULN|2DMG|2ZMB|2DUR	158VULN|28DUR|3CGEN|46ZMB|78DMG|8BPWR|9BEXP|aRCR
344	22321 32451	   	172.95	DCR|3VULN|2DMG|2ZMB|2DUR	158VULN|28DUR|3CGEN|46ZMB|78DMG|8BPWR|9LHND|aRCR
345	25343 11334	   	172.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	13VULN|23ZMB|3BPWR|4RCR|5BEXP|6LHND|7CDMG|8AART|9DUST|aDMG
346	25343 11362	   	172.95	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	13VULN|23ZMB|3BPWR|4RCR|5BEXP|6LHND|7CDMG|8AART|9DMG|aTLV
347	25121 62324	   	172.87	DCR|2VULN|2DMG|1AART|2ZMB	15VULN|2aZMB|38DMG|4BEXP|6AART|7FEWX|9RCR
348	25315 62322	   	172.87	DCR|2VULN|2DMG|1AART|2ZMB	13VULN|23ZMB|3BPWR|48DMG|5BEXP|6AART|7FEWX|9RCR|aSNIHEL
349	36241 26322	   	172.87	DCR|3DMG|2VULN|1AART	128DMG|3AART|4ERES|5FEWX|6LEGI|79VULN|aRCR
350	36414 11322	   	172.78	DCR|3DMG|1AART|1VULN|1ZMB	124DMG|39DUST|5VULN|6RCR|7LSRREG|8AART|aZMB
351	26133 63421	   	172.77	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|2TLV|3aDMG|4CGEN|58ZMB|6AART|7aDUST|9RCR|aBPWR
352	33114 11352	   	172.74	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	134DMG|2FEWX|5VULN|6RCR|7LSRREG|8AART|9SELL|aZMB
353	21313 11312	   	172.68	DCR|4VULN|1AART|1DMG	1389VULN|236CGEN|3BPWR|4DMG|5LIT|7RCR|aAART
354	25315 11326	 * 	172.61	DCR|3VULN|3ZMB|1DMG|1CDMG	13aVULN|238ZMB|3BPWR|4DMG|5BEXP|6MLV|7CDMG|9RCR
355	21163 11312	   	172.58	DCR|4VULN|1AART|1DMG	1489VULN|26CGEN|3DMG|5LIT|7RCR|aAART
356	26163 21312	   	172.48	DCR|4VULN|1AART|1DMG	1489VULN|2TLV|3DMG|5LIT|6RCVC|7RCR|aAART
357	26313 21312	   	172.48	DCR|4VULN|1AART|1DMG	1389VULN|23TLV|3BPWR|4DMG|5LIT|6RCVC|7RCR|aAART
358	25133 26421	   	172.47	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|28ZMB|3aDMG|4CGEN|5BEXP|6aMLV|7AART|9RCR|aBPWR
359	32144 22214	   	172.44	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2BEXP|4RCR|58VULN|6MLV|7LHND|9AART|aZMB
360	32144 23152	   	172.44	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2BEXP|4RCR|5aVULN|67MLV|8ZMB|9AART
361	33144 22214	   	172.44	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2FEWX|4RCR|58VULN|6MLV|7LHND|9AART|aZMB
362	33144 23152	   	172.44	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2FEWX|4RCR|5aVULN|67MLV|8ZMB|9AART
363	25132 36421	   	172.37	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|28ZMB|3aDMG|4CGEN|5ERES|6aFEWX|7AART|9RCR|aBPWR
364	35321 51163	   	172.36	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16DMG|2DUR|3ZMB|4BEXP|59VULN|7LIT|8AART|aRCR
365	32143 36152	   	172.34	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|25BEXP|4RCR|6ERES|7aVULN|8ZMB|9AART
366	32144 13214	   	172.34	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2BEXP|4RCR|58VULN|6LHND|7TLV|9AART|aZMB
367	32144 32214	   	172.34	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2BEXP|4RCR|58VULN|6ERES|7LHND|9AART|aZMB
368	33144 13214	   	172.34	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2FEWX|4RCR|58VULN|6LHND|7TLV|9AART|aZMB
369	33144 32214	   	172.34	ACR|2VULN|2DMG|1AART|1ZMB	13DMG|2FEWX|4RCR|58VULN|6ERES|7LHND|9AART|aZMB
370	25316 21434	   	172.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	13VULN|23ZMB|3BPWR|4DMG|5MBVNT|6CGEN|7CDMG|8AART|9DUR|aRCR
371	25133 36421	   	172.27	DCR|2VULN|2DMG|1AART|2ZMB	1aVULN|28ZMB|3aDMG|4CGEN|5BEXP|6aERES|7AART|9RCR|aBPWR
372	26154 33421	   	172.27	DCR|3VULN|2DMG|1AART	15aVULN|2TLV|3aDMG|4RMIN|6aERES|7MBVNT|8AART|9RCR|aBPWR
373	33212 43131	   	172.24	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2FEWX|39DUR|4BEXP|5LHND|69VULN|7RCR|9BPWR|aASPD
374	33246 43131	   	172.24	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2FEWX|39DUR|4LHND|5BEXP|69VULN|7RCR|9BPWR|aASPD
375	34212 43131	   	172.24	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2LWND|39DUR|4BEXP|5LHND|69VULN|7RCR|9BPWR|aASPD
376	34213 43131	   	172.24	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2LWND|39DUR|4BEXP|5FEWX|69VULN|7RCR|9BPWR|aASPD
377	25342 31432	   	172.23	ACR|2VULN|3ZMB|1AART|1DMG	13VULN|236ZMB|3BPWR|4RCR|5ERES|7LIT|8RCVC|9AART|aDMG
378	25342 31532	   	172.23	ACR|2VULN|3ZMB|1AART|1DMG	13VULN|236ZMB|3BPWR|4RCR|5ERES|78LIT|9AART|aDMG
379	21316 21847	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|23CGEN|3BPWR|4aDMG|5MBVNT|6ERES|7CDMG|8RCR|9AART
380	25341 61311	   	172.16	ACR|2VULN|1AART|2ZMB|1FLTHEA|2DUR|1ASPD	13VULN|23ZMB|3BPWR|4RCR|5FLTHEA|6aDUR|7ASPD|8AART|9RPLT
381	23414 53131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	19VULN|2DUST|39DUR|4LHND|5FEWX|689DMG|7RCR|9BPWR|aASPD
382	32222 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2BEXP|39DUR|4DUST|5LHND|69VULN|7RCR|9BPWR|aASPD
383	32243 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2BEXP|39DUR|4LHND|5DUST|69VULN|7RCR|9BPWR|aASPD
384	33243 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2FEWX|39DUR|4LHND|5DUST|69VULN|7RCR|9BPWR|aASPD
385	33252 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2FEWX|39DUR|4DUST|5LHND|69VULN|7RCR|9BPWR|aASPD
386	33256 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2FEWX|39DUR|4DUST|5BEXP|69VULN|7RCR|9BPWR|aASPD
387	34243 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2LWND|39DUR|4LHND|5DUST|69VULN|7RCR|9BPWR|aASPD
388	34252 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2LWND|39DUR|4DUST|5LHND|69VULN|7RCR|9BPWR|aASPD
389	34253 43131	   	172.14	DCR|3DMG|2VULN|2DUR|1ASPD	189DMG|2LWND|39DUR|4DUST|5FEWX|69VULN|7RCR|9BPWR|aASPD
390	25342 31335	   	172.13	ACR|2VULN|3ZMB|1AART|1DMG	13VULN|236ZMB|3BPWR|4RCR|5ERES|7LIT|8DUST|9AART|aDMG
391	22122 26631	   	172.12	ACR|4VULN|2DMG|1DUR	179aVULN|2DUR|39LHND|4FEWX|5RCR|6LWND|89DMG|9BPWR
392	22132 32631	   	172.12	ACR|4VULN|2DMG|1DUR	169aVULN|2DUR|39LHND|4LWND|5RCR|7FEWX|89DMG|9BPWR
393	22132 46631	   	172.12	ACR|4VULN|2DMG|1DUR	179aVULN|2DUR|39LHND|4LWND|5RCR|6FEWX|89DMG|9BPWR
394	22212 32631	   	172.12	ACR|4VULN|2DMG|1DUR	169aVULN|2DUR|39LWND|4LHND|5RCR|7FEWX|89DMG|9BPWR
395	22212 46631	   	172.12	ACR|4VULN|2DMG|1DUR	179aVULN|2DUR|39LWND|4LHND|5RCR|6FEWX|89DMG|9BPWR
396	25316 11342	 * 	172.05	DCR|2VULN|2DMG|3ZMB|1CDMG	13VULN|238ZMB|3BPWR|49DMG|5MBVNT|6MLV|7CDMG|aRCR
397	25316 21342	   	172.05	DCR|2VULN|2DMG|3ZMB|1CDMG	13VULN|238ZMB|3BPWR|49DMG|5MBVNT|6CGEN|7CDMG|aRCR
398	33141 13144	 * 	172.05	ACR|3DMG|2AART|2CDMG	13aDMG|26FEWX|4RCR|5aCANSTR|78AART|9aCDMG|aBPWR
399	22132 33631	   	172.02	ACR|4VULN|2DMG|1DUR	169aVULN|2DUR|39LHND|4LWND|5RCR|7DUST|89DMG|9BPWR
400	22162 26631	   	172.02	ACR|4VULN|2DMG|1DUR	179aVULN|2DUR|39LHND|4DUST|5RCR|6LWND|89DMG|9BPWR
401	22212 33631	   	172.02	ACR|4VULN|2DMG|1DUR	169aVULN|2DUR|39LWND|4LHND|5RCR|7DUST|89DMG|9BPWR
402	22262 32631	   	172.02	ACR|4VULN|2DMG|1DUR	169aVULN|2DUR|39LWND|4DUST|5RCR|7FEWX|89DMG|9BPWR
403	22512 26631	   	171.92	ACR|4VULN|2DMG|1DUR	179aVULN|2DUR|39DUST|4LHND|5RCR|6LWND|89DMG|9BPWR
404	25323 11532	   	171.91	DCR|2VULN|3ZMB|1AART|1DMG	13VULN|238ZMB|3BPWR|46CGEN|5LIT|7RCR|9AART|aDMG
405	25341 22613	 * 	171.87	ACR|4VULN|3ZMB|1FLTHEA	1378VULN|23aZMB|3BPWR|4RCR|5FLTHEA|6LHND|9MLV
406	25341 32613	   	171.87	ACR|4VULN|3ZMB|1FLTHEA	1378VULN|23aZMB|3BPWR|4RCR|5FLTHEA|6LWND|9MLV
407	26132 42231	 * 	171.86	DCR|2VULN|2DMG|2AART	1aVULN|2TLV|3aDMG|4CGEN|5ERES|69AART|7aBEXP|8RCR|aBPWR
408	26132 44231	   	171.86	DCR|2VULN|2DMG|2AART	1aVULN|2TLV|3aDMG|4CGEN|5ERES|69AART|7aLHND|8RCR|aBPWR
409	26132 46231	   	171.86	DCR|2VULN|2DMG|2AART	1aVULN|2TLV|3aDMG|4CGEN|5ERES|69AART|7aFEWX|8RCR|aBPWR
410	25353 21532	   	171.81	DCR|2VULN|3ZMB|1AART|1DMG	13VULN|238ZMB|3BPWR|4ERES|5LIT|6RCVC|7RCR|9AART|aDMG
411	26531 34231	   	171.76	DCR|2VULN|2DMG|2AART	1aVULN|2TLV|3aERES|4CGEN|5LWND|69AART|7aDMG|8RCR|aBPWR
412	25332 62225	 * 	171.74	DCR|2VULN|3ZMB|1AART|1CDMG|1DUR	13VULN|239ZMB|3BPWR|4DUR|5ERES|6AART|7BEXP|8RCR|aCDMG
413	36226 22218	 * 	171.73	DCR|3DMG|2AART|2CDMG	12aDMG|39AART|4RPLT|5aCDMG|6aLIT|7MBVNT|8RCR|aBPWR
414	25353 31532	   	171.71	DCR|2VULN|3ZMB|1AART|1DMG	13VULN|238ZMB|3BPWR|46ERES|5LIT|7RCR|9AART|aDMG
415	25344 12331	   	171.69	ACR|4VULN|1DMG|2ZMB|1DUR	1359VULN|23ZMB|3BPWR|4RCR|6CGEN|7DMG|8DUR|aRMIN
416	25344 12332	   	171.69	ACR|4VULN|1DMG|2ZMB|1DUR	1359VULN|23ZMB|3BPWR|4RCR|6CGEN|7DMG|8DUR|aLHND
417	32143 12266	 * 	171.55	ACR|3DMG|2AART|1VULN	137DMG|25BEXP|4RCR|6CGEN|89AART|aVULN
418	36243 32421	   	171.53	DCR|3DMG|1AART|1VULN|2ASPD	12aDMG|3AART|4ERES|5aASPD|6VULN|7LHND|8aCGEN|9RCR|aBPWR
419	35142 31412	   	171.53	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	13aDMG|2DUR|4RCR|5ERES|6ZMB|7CDMG|8AART|9LWND
420	35112 12233	   	171.51	DCR|3DMG|2VULN|3DUR	134DMG|29aDUR|59LHND|6RCR|79VULN|8DMSP|9BPWR
421	25121 62212	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3aDMG|4BEXP|6AART|7FEWX|8RCR|9RPLT
422	25121 62242	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3aDMG|4BEXP|6AART|7FEWX|8RCR|9LIT
423	25121 64212	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3aDMG|4BEXP|6AART|7LHND|8RCR|9RPLT
424	25121 66212	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3aDMG|4BEXP|6AART|7LWND|8RCR|9RPLT
425	25141 62212	   	171.42	DCR|2VULN|2DMG|1AART|1ZMB	15VULN|2ZMB|3aDMG|4LHND|6AART|7BEXP|8RCR|9RPLT
426	21126 26231	   	171.36	DCR|2VULN|2DMG|2AART	1aVULN|2CGEN|3aDMG|4BEXP|5ERES|6aMLV|79AART|8RCR|aBPWR
427	25341 21353	 * 	171.34	ACR|3VULN|2FLTHEA|2ZMB|1CDMG|1ASPD	139VULN|23ZMB|39BPWR|4RCR|59FLTHEA|6LHND|7ASPD|89LSRICY|aCDMG
428	25341 31353	   	171.34	ACR|3VULN|2FLTHEA|2ZMB|1CDMG|1ASPD	139VULN|23ZMB|39BPWR|4RCR|59FLTHEA|6LWND|7ASPD|89LSRICY|aCDMG
429	25315 62221	   	171.31	DCR|2VULN|3ZMB|1AART|1DMG	13VULN|239ZMB|3BPWR|4DMG|5BEXP|6AART|7FEWX|8RCR|aLIT
430	25315 62222	   	171.31	DCR|2VULN|3ZMB|1AART|1DMG	13VULN|239ZMB|3BPWR|4DMG|5BEXP|6AART|7FEWX|8RCR|aRCVC
431	25131 41314	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2ZMB|38DMG|4CGEN|5LSRICY|6RCR|78ASPD|8BPWR|9BEXP|aDUR
432	25131 41324	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2ZMB|38DMG|4CGEN|5LSRICY|6RCR|78ASPD|8BPWR|9LWND|aDUR
433	35113 15341	   	171.30	DCR|3DMG|2VULN|2DUR|1ZMB	134DMG|26DUR|5BELT|78VULN|9RCR|aZMB
434	25341 12511	   	171.24	ACR|3VULN|1DMG|2ZMB|1FLTHEA|1DUR	137VULN|23ZMB|3BPWR|4RCR|5FLTHEA|6FEWX|8DMG|9BEXP|aDUR
435	25341 62223	   	171.24	ACR|3VULN|1DMG|2ZMB|1FLTHEA|1DUR	137VULN|23ZMB|3BPWR|4RCR|5FLTHEA|6DUR|8RCVC|9DMG|aCGEN
436	35144 23111	   	171.23	ACR|3DMG|2VULN|1ZMB|1DUR	139DMG|2DUR|4RCR|5aVULN|67MLV|8ZMB
437	25345 13112	   	171.22	ACR|3VULN|3ZMB|2CDMG|1DUR	138VULN|238ZMB|38BPWR|4RCR|59CDMG|6LHND|78CGEN|aDUR
438	25121 62224	   	171.21	DCR|2VULN|3ZMB|1AART|1DMG	15VULN|29aZMB|3DMG|4BEXP|6AART|7FEWX|8RCR
439	21361 32421	   	171.17	DCR|4VULN|2DMG|1ZMB	1348VULN|2348CGEN|348BPWR|59BEXP|6ZMB|78DMG|aRCR
440	21362 32461	   	171.17	DCR|4VULN|2DMG|1ZMB	1348VULN|2348CGEN|348BPWR|59FEWX|6ZMB|78DMG|aRCR
441	21364 32412	   	171.17	DCR|4VULN|2DMG|1ZMB	1348VULN|23489CGEN|348BPWR|5LWND|6ZMB|78DMG|aRCR
442	25345 32313	 * 	171.17	ACR|5VULN|2ZMB|1CDMG	1379aVULN|23ZMB|3BPWR|4RCR|5CDMG|6DMSP|8CGEN
443	32122 66322	   	171.17	DCR|3DMG|2VULN|1AART	138DMG|2BEXP|4LWND|5ERES|6AART|79VULN|aRCR
444	33122 66322	   	171.17	DCR|3DMG|2VULN|1AART	138DMG|2FEWX|4LWND|5ERES|6AART|79VULN|aRCR
445	36322 66322	   	171.17	DCR|3DMG|2VULN|1AART	128DMG|3BEXP|4LWND|5ERES|6AART|79VULN|aRCR
446	25341 62221	   	171.14	ACR|3VULN|1DMG|2ZMB|1FLTHEA|1DUR	137VULN|23ZMB|3BPWR|4RCR|5FLTHEA|6DUR|8RCVC|9DMG|aAIRHEL
447	25343 35132	   	171.12	ACR|3VULN|3ZMB|2CDMG|1DUR	138VULN|238ZMB|38BPWR|4RCR|59BEXP|6ERES|78CDMG|aDUR
448	32112 12231	   	171.12	DCR|3VULN|3DMG	134DMG|29BEXP|59LHND|6RCR|79aVULN|8DMSP|9BPWR
449	32112 12432	   	171.12	DCR|3VULN|3DMG	134DMG|29BEXP|59LHND|6RCR|789VULN|9BPWR|aRMIN
450	32112 12434	   	171.12	DCR|3VULN|3DMG	134DMG|29BEXP|59LHND|6RCR|789VULN|9BPWR|aLWND
451	33112 12231	   	171.12	DCR|3VULN|3DMG	134DMG|29FEWX|59LHND|6RCR|79aVULN|8DMSP|9BPWR
452	33112 12432	   	171.12	DCR|3VULN|3DMG	134DMG|29FEWX|59LHND|6RCR|789VULN|9BPWR|aRMIN
453	33112 12434	   	171.12	DCR|3VULN|3DMG	134DMG|29FEWX|59LHND|6RCR|789VULN|9BPWR|aLWND
454	34112 12432	   	171.12	DCR|3VULN|3DMG	134DMG|29LWND|59LHND|6RCR|789VULN|9BPWR|aRMIN
455	34112 12434	   	171.12	DCR|3VULN|3DMG	134DMG|29LWND|59aLHND|6RCR|789VULN|9BPWR
456	36312 12231	   	171.12	DCR|3VULN|3DMG	124DMG|39BEXP|59LHND|6RCR|79aVULN|8DMSP|9BPWR
457	36312 12432	   	171.12	DCR|3VULN|3DMG	124DMG|39BEXP|59LHND|6RCR|789VULN|9BPWR|aRMIN
458	36312 12434	   	171.12	DCR|3VULN|3DMG	124DMG|39BEXP|59LHND|6RCR|789VULN|9BPWR|aLWND
459	32142 31425	   	171.10	ACR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2aBEXP|4RCR|5ERES|6ZMB|7aCDMG|8AART|9RCVC|aBPWR
460	33142 31425	   	171.10	ACR|3DMG|1AART|2CDMG|1ZMB	13aDMG|2aFEWX|4RCR|5ERES|6ZMB|7aCDMG|8AART|9RCVC|aBPWR
461	21312 32646	   	171.04	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	13VULN|23CGEN|3BPWR|47DMG|5ASPD|6ZMB|8DUR|9RCR|aCDMG
462	34112 12435	   	171.02	DCR|3VULN|3DMG	134DMG|29LWND|59LHND|6RCR|789VULN|9BPWR|aDUST
463	22124 53432	   	171.01	DCR|3VULN|2DMG|1ZMB|1DUR	189VULN|2DUR|39LHND|4FEWX|5BEXP|69DMG|7RCR|9BPWR|aZMB
464	32144 61312	   	171.00	ACR|3DMG|1AART|1VULN|1ZMB	136DMG|29BEXP|4RCR|5VULN|7LSRREG|8AART|aZMB
465	33144 61332	   	171.00	ACR|3DMG|1AART|1VULN|1ZMB	136DMG|29FEWX|4RCR|5VULN|7LSRREG|8AART|aZMB
466	31213 34441	   	170.96	DCR|2VULN|2DMG|1AART|2ASPD	16DMG|27RCVC|3AART|4NUKE|56ASPD|6BPWR|89VULN|aRCR
467	35142 31232	   	170.93	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	138DMG|2DUR|4RCR|5ERES|6ZMB|7CDMG|9AART|aFEWX
468	35142 31235	   	170.93	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	138DMG|2DUR|4RCR|5ERES|6ZMB|7CDMG|9AART|aMLV
469	36412 12231	   	170.92	DCR|3VULN|3DMG	124DMG|39DUST|59LHND|6RCR|79aVULN|8DMSP|9BPWR
470	36412 12432	   	170.92	DCR|3VULN|3DMG	124DMG|39DUST|59LHND|6RCR|789VULN|9BPWR|aRMIN
471	34112 12461	   	170.92	DCR|3VULN|3DMG	134DMG|29LWND|5LHND|6RCR|78aVULN
472	35142 31233	   	170.83	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	138DMG|2DUR|4RCR|5ERES|6ZMB|7CDMG|9AART|aTLV
473	33634 26221	   	170.81	DCR|2DMG|3ZMB|1AART|1VULN	1aDMG|2FEWX|39aZMB|4CGEN|5VULN|6aMLV|7AART|8RCR|aBPWR
474	35142 31234	   	170.68	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR|1SELL	138DMG|2DUR|4RCR|5ERES|6ZMB|7CDMG|9AART|aSELL
475	21316 24862	   	170.68	DCR|4VULN|1AART|1DMG	137aVULN|23CGEN|3BPWR|4DMG|5MBVNT|6ERES|8RCR|9AART
476	32124 56322	   	170.67	DCR|3DMG|2VULN|1AART	138DMG|2BEXP|4LWND|59VULN|6CGEN|7AART|aRCR
477	33124 56322	   	170.67	DCR|3DMG|2VULN|1AART	138DMG|2FEWX|4LWND|59VULN|6CGEN|7AART|aRCR
478	61123 23412	 * 	170.64	ACR|2AART|2DMG|1VULN|1CDMG	1CDMG|27AART|3ERES|4LWND|5RCR|6VULN|8CGEN|9aDMG
479	21321 32464	   	170.62	DCR|3VULN|2DMG|1CDMG|1ZMB	138VULN|2348CGEN|38BPWR|5BEXP|6ZMB|78DMG|9CDMG|aRCR
480	33634 36221	   	170.61	DCR|2DMG|3ZMB|1AART|1VULN	1aDMG|2FEWX|39aZMB|4CGEN|5VULN|6aERES|7AART|8RCR|aBPWR
481	11141 56322	   	170.57	DCR|3DMG|2VULN|1AART	1DUST|2CGEN|368DMG|4LHND|59VULN|7AART|aRCR
482	61123 23188	   	170.54	ACR|2AART|2DMG|1VULN|1CDMG	1CDMG|27AART|3ERES|4LWND|5RCR|6VULN|8MBVNT|9aDMG
483	61123 25512	   	170.54	ACR|2AART|2DMG|1VULN|1CDMG	1CDMG|28AART|3ERES|4LWND|5RCR|6VULN|7TLV|9aDMG
484	61133 23178	   	170.54	ACR|2AART|2DMG|1VULN|1CDMG	1CDMG|27AART|3ERES|4LHND|5RCR|6VULN|8MBVNT|9aDMG
485	33634 26321	   	170.54	DCR|3DMG|1AART|1VULN|2ZMB	18aDMG|2FEWX|3aZMB|4CGEN|5VULN|6aMLV|7AART|9RCR|aBPWR
486	21312 52616	   	170.52	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	136VULN|23CGEN|3BPWR|4DMG|5ASPD|7BEXP|8AART|9ZMB|aRCR
487	33634 36321	   	170.34	DCR|3DMG|1AART|1VULN|2ZMB	18aDMG|2FEWX|3aZMB|4CGEN|5VULN|6aERES|7AART|9RCR|aBPWR
488	25343 25113	   	170.32	ACR|3VULN|3ZMB|3CDMG	138VULN|238ZMB|38BPWR|4RCR|5BEXP|6MLV|789CDMG|aBELT
489	25343 25132	   	170.32	ACR|3VULN|3ZMB|3CDMG	138VULN|238ZMB|38BPWR|4RCR|59BEXP|6MLV|78aCDMG
490	25316 33481	   	170.32	DCR|3VULN|2DMG|2ZMB	139VULN|23ZMB|39BPWR|49DMG|5MBVNT|6RCR|79MLV|8RCVC|aRMIN
491	25316 33482	   	170.32	DCR|3VULN|2DMG|2ZMB	139VULN|23ZMB|39BPWR|49DMG|5MBVNT|6RCR|79MLV|8RCVC|aLHND
492	33631 42412	   	170.32	DCR|3VULN|2DMG|2ZMB	18DMG|2FEWX|38ZMB|4CGEN|5MGNSTR|6RCR|78aVULN|8BPWR|9LWND
493	25113 65212	   	170.32	DCR|3VULN|2DMG|1CDMG|1ZMB	179VULN|2ZMB|38DMG|4CDMG|5CGEN|6MLV|aRCR
