0	Index      	 *	Score 	Summary	Detail	
1	25412 21225	 * 	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aAART
342	22225 36512	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|27DUST|3CDMG|47CGEN|567VULN|7BPWR|8RCR|9DUR|aDMG
343	25413 32211	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LHND|7FEWX|8RCR|9DUR|aDMG
344	25413 34211	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LHND|7LWND|8RCR|9DUR|aDMG
345	25533 33631	   	153.47	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2VULN|3FEWX|4LIT|57aDMG|6CDMG|8RCR|9DUR
346	22536 41131	   	153.44	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RPLT|2DUST|3RCR|4DMG|5SELL|6BEXP|7DUR|8AART|9aVULN
347	25413 32234	   	153.39	DCR|5VULN|1CDMG	1RPLT|2349aVULN|5CDMG|6LHND|7FEWX|8RCR
348	22433 33631	   	153.37	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|2DUST|3VULN|4LIT|57aDMG|6CDMG|8RCR|9DUR
349	24612 11511	   	153.37	DCR|3DMG|1VULN|1CDMG|1DUR	1RPLT|26aDMG|3DUR|4VULN|5DUST|7LIT|8RCR|9CDMG
350	25413 53231	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6DUST|7DUR|8RCR|9LHND|aDMG
351	25413 12211	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LEGI|7FEWX|8RCR|9DUR|aDMG
352	25413 14211	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LEGI|7LWND|8RCR|9DUR|aDMG
353	25413 31211	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LHND|7DUST|8RCR|9DUR|aDMG
354	22536 21131	   	153.34	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1RPLT|2DUST|3RCR|4DMG|5SELL|6MBVNT|7DUR|8AART|9aVULN
355	22533 11346	   	153.33	ACR|2VULN|2DMG|1CDMG|1SELL	1RPLT|2DUST|3RCR|46DMG|59VULN|7LIT|8CDMG|aSELL
356	25413 12234	   	153.29	DCR|5VULN|1CDMG	1RPLT|2349aVULN|5CDMG|6LEGI|7FEWX|8RCR
357	25413 31234	   	153.29	DCR|5VULN|1CDMG	1RPLT|2349aVULN|5CDMG|6LHND|7DUST|8RCR
358	23365 25332	   	153.28	ACR|3DMG|2VULN	1RPLT|2CGEN|3MGNSTR|4RCR|57VULN|69aDMG|8BEXP
359	23365 35332	   	153.28	ACR|3DMG|2VULN	1RPLT|2CGEN|3MGNSTR|4RCR|56VULN|79aDMG|8BEXP
360	25413 11211	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1RPLT|234VULN|5CDMG|6LEGI|7DUST|8RCR|9DUR|aDMG
361	21432 55133	   	153.20	DCR|3VULN|2AART|1ASPD	1RPLT|24LHND|347VULN|4BPWR|5LSRREG|6ASPD|8aAART|9RCR
362	25413 11234	   	153.19	DCR|5VULN|1CDMG	1RPLT|2349aVULN|5CDMG|6LEGI|7DUST|8RCR
363	23363 15513	   	153.17	ACR|2VULN|2AART|1ZMB|1ASPD	1RPLT|2CGEN|3MGNSTR|4RCR|5ASPD|6ZMB|78VULN|9aAART
364	15312 54332	   	153.16	DCR|2VULN|2DMG|1CDMG	1LHND|29VULN|3ERES|4DMSP|5RPLT|6RCR|7CDMG|8aDMG
365	23612 32115	   	153.13	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1RPLT|2CGEN|35ASPD|45VULN|5BPWR|6LIT|7DMG|8CDMG|9RCR|aZMB
366	24512 32111	   	153.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|2aDMG|35CGEN|45VULN|5BPWR|6LIT|7ASPD|8CDMG|9RCR
367	22533 11131	   	153.08	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8CGEN|9AART|aDUR
368	24365 21132	   	153.08	ACR|3DMG|2VULN	1RPLT|29aDMG|3CANSTR|4RCR|58VULN|6TLV|7BEXP
369	21533 31622	   	153.07	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1RPLT|2LHND|3RCR|4LIT|5DMG|6CDMG|7ZMB|8SELL|9AART|aVULN
370	23125 26533	   	153.04	DCR|3VULN|1DMG|2CDMG	1RPLT|27CGEN|36LWND|47CDMG|579VULN|7BPWR|8RCR|aDMG
371	23422 36521	   	153.04	DCR|3VULN|1DMG|2CDMG	1RPLT|27CGEN|3BEXP|47CDMG|567VULN|7BPWR|8RCR|9LIT|aDMG
372	23422 36533	   	153.04	DCR|3VULN|1DMG|2CDMG	1RPLT|279CGEN|3BEXP|47CDMG|567VULN|7BPWR|8RCR|aDMG
373	23615 32111	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|2CGEN|3ASPD|46VULN|5LIT|7aDMG|8CDMG|9RCR
374	24515 32111	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|2aDMG|3CGEN|46VULN|5LIT|7ASPD|8CDMG|9RCR
375	25423 32111	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6MLV|7aDMG|8CDMG|9RCR
376	25613 32111	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6MLV|7aDMG|8CDMG|9RCR
377	21242 34331	   	152.99	DCR|2DMG|1VULN|2CDMG|1ZMB	1RPLT|2LHND|34CDMG|5ZMB|6RCR|7FEWX|8aDMG|9VULN
378	31423 34342	   	152.96	DCR|3DMG|2VULN	1FEWX|2aLWND|3CGEN|4DUST|58aDMG|6LIT|7RCR|9aVULN|aBPWR
379	21265 25214	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2LHND|3CDMG|47DMG|5aVULN|6MBVNT|8DUR|9RCR
380	21265 27212	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2LHND|3CDMG|4aDMG|57VULN|6MBVNT|8DUR|9RCR
381	24125 25214	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|27DMG|3LWND|4CDMG|5aVULN|6MBVNT|8DUR|9RCR
382	24125 27212	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2aDMG|3LWND|4CDMG|57VULN|6MBVNT|8DUR|9RCR
383	24225 25214	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|27DMG|3LHND|4CDMG|5aVULN|6MBVNT|8DUR|9RCR
384	24225 27212	   	152.90	DCR|2VULN|2DMG|1CDMG|1DUR	1RPLT|2aDMG|3LHND|4CDMG|57VULN|6MBVNT|8DUR|9RCR
385	22325 36521	   	152.84	DCR|3VULN|1DMG|2CDMG	1RPLT|27DUST|3CGEN|47CDMG|567VULN|7BPWR|8RCR|9LIT|aDMG
386	22325 36533	   	152.84	DCR|3VULN|1DMG|2CDMG	1RPLT|27DUST|39CGEN|47CDMG|567VULN|7BPWR|8RCR|aDMG
387	25243 52232	   	152.84	DCR|3VULN|1DMG|2CDMG	1RPLT|269VULN|34CDMG|5LWND|7FEWX|8RCR|aDMG
388	24533 11222	   	152.76	DCR|2DMG|1AART|1VULN|1DUR	1RPLT|27DMG|3CGEN|4RMIN|5LIT|6RCR|8DUR|9AART|aVULN
389	21432 55132	   	152.76	DCR|3VULN|1AART|1ZMB|1ASPD	1RPLT|24LHND|347VULN|4BPWR|5LSRREG|6ASPD|8AART|9RCR|aZMB
390	25243 51232	   	152.74	DCR|3VULN|1DMG|2CDMG	1RPLT|269VULN|34CDMG|5LWND|7DUST|8RCR|aDMG
391	22263 32253	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|25DUST|3CDMG|4DMG|6RCR|7RCVC|8ZMB|9AART|aVULN
392	25135 31621	   	152.67	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1RPLT|29VULN|3DUR|4LIT|57ZMB|6CDMG|8RCR|aDMG
393	25423 11121	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aMLV
394	25423 11123	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aRCVC
395	25423 11125	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aCGEN
396	25423 11126	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5aLIT|6RCR|7DMG|8TLV|9AART
397	25423 11421	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8ERES|9AART|aMLV
398	25423 11423	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8ERES|9AART|aRCVC
399	25613 11121	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aMLV
400	25613 11123	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aRCVC
401	25613 11125	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aCGEN
402	25613 11126	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5aLIT|6RCR|7DMG|8TLV|9AART
403	25613 11421	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8ERES|9AART|aMLV
404	25613 11423	   	152.66	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8ERES|9AART|aRCVC
405	35513 61231	   	152.65	DCR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|2ASPD|36DMG|49VULN|5RMIN|7DUST|8RCR|aZMB
406	22263 31425	   	152.64	DCR|2DMG|1VULN|2CDMG|1ZMB|1SELL	1RPLT|258DUST|38CDMG|48DMG|6RCR|7SELL|8BPWR|9VULN|aZMB
407	22533 23615	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2DUST|3RCR|4DMG|5VULN|67LHND|8CDMG|9ZMB|aAART
408	21311 26516	   	152.60	DCR|3VULN|2DMG|1ASPD	1RPLT|2LHND|3CGEN|467VULN|5ASPD|89DMG|aRCR
409	23211 26516	   	152.60	DCR|3VULN|2DMG|1ASPD	1RPLT|2CGEN|3LHND|467VULN|5ASPD|89DMG|aRCR
410	24113 31416	   	152.60	DCR|3VULN|2DMG|1DUR	1RPLT|29DMG|37LWND|456VULN|8DUR|aRCR
411	24113 32416	   	152.60	DCR|3VULN|2DMG|1DUR	1RPLT|29DMG|3LWND|456VULN|7DMSP|8DUR|aRCR
412	24613 31116	   	152.60	DCR|3VULN|2DMG|1DUR	1RPLT|29DMG|3DUR|456VULN|78LWND|aRCR
413	35512 61231	   	152.55	DCR|2VULN|2DMG|1ZMB|1ASPD	1FEWX|2ASPD|36DMG|49VULN|5TLV|7DUST|8RCR|aZMB
414	22533 21215	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|28DUST|3RCR|4DMG|5VULN|6LHND|7CDMG|9ZMB|aAART
415	22533 31343	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2DUST|3RCR|4DMG|5VULN|6TLV|7FEWX|8CDMG|9ZMB|aAART
416	22535 31343	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2DUST|3RCR|4DMG|5TLV|6VULN|7FEWX|8CDMG|9ZMB|aAART
417	24613 23522	   	152.51	DCR|2VULN|2DMG|1ZMB|1DUR|1SELL	1RPLT|2aDMG|3DUR|45VULN|6SELL|7RCVC|8RCR|9ZMB
418	22531 16341	   	152.48	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|2DUST|3RCR|4DMG|5ASPD|6RCVC|79VULN|8LWND|aAART
419	22531 16361	   	152.48	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|49DMG|5ASPD|6RCVC|7VULN|8LWND|aAART
420	22531 34121	   	152.48	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|48DMG|5ASPD|6VULN|7LWND|9DMSP|aAART
421	22533 11211	   	152.48	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8ASPD|9CGEN|aAART
422	22533 44121	   	152.48	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|48DMG|5VULN|6ASPD|7LWND|9DMSP|aAART
423	25423 11124	   	152.42	DCR|2VULN|1AART|1DMG|1ASPD|1SELL	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aSELL
424	25613 11124	   	152.42	DCR|2VULN|1AART|1DMG|1ASPD|1SELL	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8TLV|9AART|aSELL
425	22533 12121	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|46DMG|5VULN|7TLV|8DUR|9DMSP|aAART
426	22513 36111	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|25DUST|3RCR|4FEWX|69VULN|7DUR|8DMG|aAART
427	22531 31131	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|29DUST|3RCR|48DMG|5ASPD|6VULN|7FEWX|aAART
428	22531 33341	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|27DUST|3RCR|4DMG|5ASPD|69VULN|8LWND|aAART
429	22531 33361	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|27DUST|3RCR|49DMG|5ASPD|6VULN|8LWND|aAART
430	22531 33641	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|27DUST|3RCR|4DMG|5ASPD|69VULN|8FEWX|aAART
431	22531 33661	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|27DUST|3RCR|49DMG|5ASPD|6VULN|8FEWX|aAART
432	22531 34135	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|48DMG|5ASPD|6VULN|7LWND|9NUKE|aAART
433	22533 11221	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8ASPD|9TLV|aAART
434	22533 11253	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8ASPD|9LEGI|aAART
435	22533 14371	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|46DMG|5VULN|7MBVNT|8RMIN|9ASPD|aAART
436	22533 31166	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|2DUST|3RCR|48DMG|5VULN|6TLV|7FEWX|9ASPD|aAART
437	22533 36121	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|48DMG|5VULN|6TLV|7DUR|9DMSP|aAART
438	22533 41131	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|29DUST|3RCR|48DMG|5VULN|6ASPD|7FEWX|aAART
439	22533 43341	   	152.38	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|27DUST|3RCR|4DMG|59VULN|6ASPD|8LWND|aAART
440	22533 43361	   	152.38	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|27DUST|3RCR|49DMG|5VULN|6ASPD|8LWND|aAART
441	22533 56121	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|48DMG|5VULN|6ERES|7DUR|9DMSP|aAART
442	22533 62131	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|49DMG|5VULN|6RCVC|7TLV|8DUR|aAART
443	22533 62141	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|2DUST|3RCR|4DMG|59VULN|6RCVC|7TLV|8DUR|aAART
444	22534 36121	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|48DMG|5ERES|6VULN|7DUR|9DMSP|aAART
445	22535 36121	   	152.38	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|48DMG|5TLV|6VULN|7DUR|9DMSP|aAART
446	22551 25223	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|2DUST|3RCR|4LIT|5DUR|69VULN|7DMG|8ERES|aAART
447	24362 11141	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	15RPLT|2DMG|3CANSTR|4RCR|6AART|7DUST|8DUR|9aVULN
448	24363 11141	   	152.38	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|2DMG|3CANSTR|4RCR|5DMSP|6AART|7DUST|8DUR|9aVULN
449	24512 11522	   	152.37	DCR|2VULN|2DMG|2CDMG	1RPLT|2aDMG|35CGEN|45VULN|5BPWR|68CDMG|7DUST|9RCR
450	22531 33541	   	152.28	ACR|2VULN|1AART|1DMG|1ASPD	1RPLT|27DUST|3RCR|4DMG|5ASPD|69VULN|8LEGI|aAART
451	22531 33561	   	152.28	ACR|2DMG|1AART|1VULN|1ASPD	1RPLT|27DUST|3RCR|49DMG|5ASPD|6VULN|8LEGI|aAART
452	22533 33131	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|27DUST|3RCR|49DMG|5VULN|6TLV|8DUR|aAART
453	22533 33141	   	152.28	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|27DUST|3RCR|4DMG|59VULN|6TLV|8DUR|aAART
454	22533 36225	   	152.28	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|2DUST|3RCR|4DMG|59VULN|6TLV|7DUR|8ERES|aAART
455	22533 53131	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|27DUST|3RCR|49DMG|5VULN|6ERES|8DUR|aAART
456	22533 53141	   	152.28	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|27DUST|3RCR|4DMG|59VULN|6ERES|8DUR|aAART
457	22533 56231	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|49DMG|5VULN|68ERES|7DUR|aAART
458	22534 33131	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|27DUST|3RCR|49DMG|5ERES|6VULN|8DUR|aAART
459	22534 33141	   	152.28	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|27DUST|3RCR|4DMG|5ERES|69VULN|8DUR|aAART
460	22534 36231	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|2DUST|3RCR|49DMG|58ERES|6VULN|7DUR|aAART
461	22535 33131	   	152.28	ACR|2DMG|1AART|1VULN|1DUR	1RPLT|27DUST|3RCR|49DMG|5TLV|6VULN|8DUR|aAART
462	22535 33141	   	152.28	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|27DUST|3RCR|4DMG|5TLV|69VULN|8DUR|aAART
463	24333 35133	   	152.27	DCR|2AART|2VULN|1DMG	1RPLT|2DMG|3CANSTR|47VULN|5aAART|6CGEN|8TLV|9RCR
464	24333 35433	   	152.27	DCR|2AART|2VULN|1DMG	1RPLT|2DMG|3CANSTR|47VULN|5aAART|6CGEN|8NUKE|9RCR
465	22233 53522	   	152.17	DCR|2VULN|2DMG|2CDMG	1RPLT|2DUST|38CDMG|47VULN|5aDMG|6ERES|9RCR
466	25223 53522	   	152.17	DCR|2VULN|2DMG|2CDMG	1RPLT|27VULN|38CDMG|4DUST|5aDMG|6ERES|9RCR
467	15321 54132	   	152.17	DCR|2VULN|2DMG|2ZMB	1LHND|2aVULN|3ERES|4LIT|5aZMB|6FEWX|7RCR|8RMIN|9aDMG|aBPWR
468	23663 11361	   	152.16	DCR|2DMG|1AART|1VULN|1ASPD	1RPLT|2CGEN|3ASPD|47DMG|5LIT|6RCR|8BEXP|9VULN|aAART
469	25423 11115	   	152.06	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DMG|8TLV|9BELT|aAART
470	25423 15121	   	152.06	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|23VULN|4ASPD|5LIT|6RCR|7DUST|8CGEN|9DMG|aAART
471	25613 11115	   	152.06	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DMG|8TLV|9BELT|aAART
472	25613 15121	   	152.06	DCR|2VULN|1AART|1DMG|1ASPD	1RPLT|24VULN|3ASPD|5LIT|6RCR|7DUST|8CGEN|9DMG|aAART
473	35233 23214	   	152.05	DCR|3VULN|1DMG|2DUR|1ASPD	1FEWX|2ASPD|39DUR|47aVULN|5DMG|6CGEN|8RCR
474	24542 31131	   	152.05	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1SELL	1RPLT|2DMG|3CGEN|4CDMG|5ZMB|6RCR|7SELL|8LWND|9VULN|aAART
475	24542 31331	   	152.05	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1RPLT|2DMG|3CGEN|4CDMG|5ZMB|6RCR|7SELL|8BEXP|9VULN|aAART
476	35236 36122	   	152.04	DCR|4VULN|1CDMG|1ASPD|1DUR	1FEWX|2ASPD|3DUR|4678VULN|5CDMG|9RCR|aRMIN
477	23642 23325	   	152.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2CGEN|3ASPD|4CDMG|5ZMB|6VULN|7BEXP|8DMG|9RCR|aAART
478	24542 23213	   	152.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3CGEN|4CDMG|5ZMB|6VULN|7BEXP|8DUR|9RCR|aAART
479	35233 53214	   	151.95	DCR|3VULN|1DMG|2DUR|1ASPD	1FEWX|2ASPD|39DUR|47aVULN|5DMG|6ERES|8RCR
480	45233 23214	   	151.95	DCR|3VULN|1DMG|2DUR|1ASPD	1DUST|2ASPD|39DUR|47aVULN|5DMG|6CGEN|8RCR
481	21533 13341	   	151.95	ACR|3DMG|1VULN|1CDMG	1RPLT|27LHND|3RCR|4LIT|57aDMG|67FEWX|7BPWR|8CDMG|9VULN
482	21533 53341	   	151.95	ACR|3DMG|1VULN|1CDMG	1RPLT|27LHND|3RCR|4LIT|57aDMG|67BEXP|7BPWR|8CDMG|9VULN
483	24622 22313	   	151.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3DUR|4CDMG|5TLV|6VULN|7BEXP|8ZMB|9RCR|aAART
484	24622 24313	   	151.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3DUR|4CDMG|5TLV|6VULN|7FEWX|8ZMB|9RCR|aAART
485	24625 32313	   	151.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3DUR|4CDMG|5VULN|6DUST|7MLV|8ZMB|9RCR|aAART
486	13552 26212	   	151.90	DCR|2VULN|2DMG|2ZMB|1DUR	17LHND|2RMIN|37DMG|4ERES|58ZMB|67VULN|7BPWR|9DUR|aRCR
487	22533 15215	 * 	151.90	ACR|3DMG|1AART|1VULN|1CDMG|1MSE	1RPLT|2DUST|3RCR|467DMG|5VULN|8MSE|9AART|aCDMG
488	22531 36163	   	151.87	ACR|3DMG|1VULN|1ASPD|1DUR	1RPLT|2DUST|3RCR|489DMG|5ASPD|6VULN|7DUR|aLIT
489	24333 35132	   	151.83	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|47VULN|5AART|6CGEN|8TLV|9RCR|aZMB
490	22531 36161	   	151.77	ACR|3DMG|1VULN|1ASPD|1DUR	1RPLT|2aDUST|3RCR|489DMG|5ASPD|6VULN|7DUR
491	24335 14333	   	151.77	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6aAART|78BEXP|9RCR
492	21533 63341	   	151.75	ACR|3DMG|1VULN|1CDMG	1RPLT|27LHND|3RCR|4LIT|57aDMG|67DUST|7BPWR|8CDMG|9VULN
493	22553 13341	   	151.75	ACR|3DMG|1VULN|1CDMG	1RPLT|27DUST|3RCR|4LIT|57aDMG|67FEWX|7BPWR|8CDMG|9VULN
494	24335 13333	   	151.67	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6aAART|7TLV|8CGEN|9RCR
495	24335 16133	   	151.67	DCR|2VULN|2AART|1DMG	1RPLT|2DMG|3CANSTR|45VULN|6aAART|7CGEN|8TLV|9RCR
496	21533 33241	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2LHND|3RCR|4LIT|57aDMG|6CDMG|8DUST|9VULN
497	22533 11321	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|46aDMG|5VULN|7LIT|8CDMG|9DMSP
498	22533 11361	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|46aDMG|5VULN|7LIT|8CDMG|9BEXP
499	22533 13631	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|46aDMG|5VULN|7LHND|8CDMG|9CGEN
500	22533 15121	   	151.65	ACR|3DMG|1VULN|1FLTHEA	1RPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9FLTHEA|aDMSP
501	22533 15123	   	151.65	ACR|3DMG|1VULN|1FLTHEA	1RPLT|2DUST|3RCR|467DMG|5VULN|8aLWND|9FLTHEA
502	22533 15161	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9CDMG|aLIT
503	22533 15162	   	151.65	ACR|3DMG|1VULN|1CDMG	1aRPLT|2DUST|3RCR|467DMG|5VULN|8LWND|9CDMG
504	22533 15312	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LSRICY|9FEWX|aCDMG
505	22533 15332	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LSRICY|9LHND|aCDMG
506	22533 15352	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8LSRICY|9MLV|aCDMG
507	22533 15631	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8CGEN|9CDMG|aLHND
508	22533 15633	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|467DMG|5VULN|8CGEN|9CDMG|aBELT
509	22533 24136	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|489DMG|5VULN|6LHND|7CGEN|aCDMG
510	22533 21331	   	151.65	ACR|3DMG|1VULN|1CDMG	1RPLT|2DUST|3RCR|48aDMG|5VULN|6LHND|7CDMG|9CGEN
