0	Index      	 *	Score 	Summary	Detail	
1	35284 16233	 * 	179.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2MBVNT|357VULN|47ASPD|6AART|7BPWR|8FEWX|9DMG|aRCR
322	62436 22311	   	155.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3RMIN|4AART|5DUR|6VULN|7ZMB|8CDMG|9RCR|aDMG
323	53614 23231	   	155.58	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2AART|3DUR|4CGEN|5RCR|6VULN|7LHND|8ASPD|9CDMG|aDMG
324	35142 77233	 * 	155.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3CDMG|4VULN|5BELT|6AART|7DMG|8ASPD|9RCR
325	35214 45372	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3aVULN|4FEWX|5AART|6RPLT|8RCR|9DMG
326	35214 45381	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|39VULN|4FEWX|5AART|6RPLT|8RCR|aDMG
327	35224 45372	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3aVULN|4BEXP|5AART|6RPLT|8RCR|9DMG
328	35224 45381	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|39VULN|4BEXP|5AART|6RPLT|8RCR|aDMG
329	35444 45372	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3BEXP|4aVULN|5AART|6RPLT|8RCR|9DMG
330	35444 45381	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3BEXP|49VULN|5AART|6RPLT|8RCR|aDMG
331	31356 42232	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3CGEN|4AART|5aVULN|6LHND|7ZMB|8RCR|9CDMG
332	62336 22232	   	155.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3CGEN|4AART|5DUR|6aVULN|7ZMB|8RCR|9CDMG
333	31163 42353	 * 	155.53	DCR|2VULN|1DMG|3DUR|1CDMG|1ZMB	146DUR|2FEWX|3CDMG|56VULN|6BPWR|7AIRHEA|8ZMB|9RCR|aDMG
334	55244 16233	   	155.51	DCR|3VULN|1AART|2ZMB|1ASPD	17LWND|2MBVNT|357VULN|47ZMB|6AART|7BPWR|8FEWX|9ASPD|aRCR
335	53414 33131	   	155.48	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2AART|3VULN|4CGEN|5RCR|6ASPD|7CDMG|8MBVNT|9DUR|aDMG
336	53414 33331	   	155.48	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2AART|3VULN|4CGEN|5RCR|6ASPD|7CDMG|8DUST|9DUR|aDMG
337	23662 11211	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6RPLT|7DUR|8DMG|9LWND
338	23662 11221	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6RPLT|7DUR|8DMG|9LHND
339	23662 11231	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6RPLT|7DUR|8DMG|9BEXP
340	23662 11251	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6RPLT|7DUR|8DMG|9FEWX
341	23662 33211	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6DUR|7RPLT|8DMG|9LWND
342	23662 33221	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6DUR|7RPLT|8DMG|9LHND
343	23662 33231	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6DUR|7RPLT|8DMG|9BEXP
344	23662 33251	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|2aCDMG|3VULN|4RCR|5AART|6DUR|7RPLT|8DMG|9FEWX
345	23162 53622	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1TLV|27CDMG|3LWND|4RCR|5AART|6VULN|8RPLT|9DUR|aDMG
346	23662 12152	   	155.46	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1TLV|28CDMG|3VULN|4RCR|5AART|6RPLT|7RCVC|9ASPD|aDMG
347	62434 22212	   	155.45	ACR|2DMG|1AART|1VULN|1ZMB	1BEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8aDMG|9LWND
348	35361 42243	   	155.40	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LIT|68VULN|7DMG|9RCR|aASPD
349	23662 51112	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|36aVULN|4RCR|5AART|7MLV|8CGEN|9RCVC
350	23662 51132	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|36aVULN|4RCR|5AART|7MLV|89CGEN
351	23662 51321	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|369VULN|4RCR|5AART|7MLV|8BEXP|aMGNLIT
352	23662 51322	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|369VULN|4RCR|5AART|7MLV|8BEXP|aLHND
353	23662 52131	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|368VULN|4RCR|5AART|7RCVC|9aBEXP
354	23662 52212	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|36aVULN|4RCR|5AART|7RCVC|8CGEN|9MLV
355	23662 53321	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|369VULN|4RCR|5AART|7LWND|8CGEN|aMGNLIT
356	23662 53323	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|369VULN|4RCR|5AART|7LWND|8aCGEN
357	23662 21326	   	155.39	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|39aVULN|4RCR|5AART|6RCVC|7MLV|8BEXP
358	53214 33131	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3ERES|4VULN|5RCR|6ASPD|7CDMG|8MBVNT|9DUR|aDMG
359	53214 33531	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3ERES|4VULN|5RCR|6ASPD|7CDMG|8DUST|9DUR|aDMG
360	53424 33131	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3VULN|4TLV|5RCR|6ASPD|7CDMG|8MBVNT|9DUR|aDMG
361	53424 33331	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2AART|3VULN|4TLV|5RCR|6ASPD|7CDMG|8DUST|9DUR|aDMG
362	35214 24726	 * 	155.35	DCR|2VULN|1AART|1FLTHEA|2DUR|1ZMB	19DUR|2MBVNT|37VULN|4FEWX|5AART|6FLTHEA|8ZMB|aRCR
363	62334 22632	   	155.35	ACR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LHND|3CGEN|4AART|5RCR|68VULN|7ZMB|9DUST|aDMG
364	53214 21611	   	155.34	ACR|4VULN|1AART	189LWND|2AART|38ERES|4678VULN|5RCR|8BPWR|aFEWX
365	53214 25233	   	155.34	ACR|4VULN|1AART	179LWND|2AART|37ERES|467aVULN|5RCR|7BPWR|8FEWX
366	35881 42243	   	155.30	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2MBVNT|3TLV|4AART|5LIT|68VULN|7DMG|9RCR|aASPD
367	23662 52112	   	155.29	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|368VULN|4RCR|5AART|7RCVC|9LSRHEA|aDMSP
368	23662 52113	   	155.29	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|368VULN|4RCR|5AART|7RCVC|9LSRHEA|aFEWX
369	23662 52133	   	155.29	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|368VULN|4RCR|5AART|7RCVC|9BEXP|aERES
370	23662 53322	   	155.29	ACR|3VULN|1AART|1CDMG	1TLV|2CDMG|369VULN|4RCR|5AART|7LWND|8CGEN|aLEGI
371	53153 36122	   	155.26	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|28AART|3BEXP|4VULN|5ERES|6ASPD|7RCR|9DUR|aDMG
372	53214 21234	   	155.24	ACR|4VULN|1AART	19LWND|2AART|3ERES|467aVULN|5RCR|8FEWX
373	53214 21612	   	155.24	ACR|4VULN|1AART	189LWND|2AART|38ERES|4678VULN|5RCR|8BPWR|aAIRHEL
374	53214 21623	   	155.24	ACR|4VULN|1AART	18LWND|2AART|38ERES|4678VULN|5RCR|8BPWR|9LSRHEA|aBEXP
375	21432 32311	   	155.18	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2LHND|3FEWX|4AART|5LWND|6aDMG|7VULN|8CDMG|9RCR
376	23463 42322	   	155.16	DCR|4VULN|3CDMG|1ASPD	18TLV|268CDMG|3LHND|4ASPD|5678VULN|68BPWR|9RCVC|aRCR
377	53214 21621	   	155.14	ACR|4VULN|1AART	18LWND|2AART|38ERES|4678VULN|5RCR|8BPWR|9LSRHEA|aDUST
378	53414 32232	   	155.11	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|2AART|37aVULN|4CGEN|5RCR|6ASPD|8RPLT|9DUR
379	35844 24733	   	155.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|3TLV|45VULN|6ZMB|7AART|8ERES|9DMG|aRCR
380	53214 32232	   	155.01	ACR|3VULN|1AART|1DUR|1ASPD	1LWND|2AART|3ERES|47aVULN|5RCR|6ASPD|8RPLT|9DUR
381	53424 32232	   	155.01	ACR|3VULN|1AART|1DUR|1ASPD	1LWND|2AART|37aVULN|4TLV|5RCR|6ASPD|8RPLT|9DUR
382	53114 22126	   	154.97	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|28AART|3BEXP|4CGEN|5RCR|6aVULN|7ZMB|9DUR
383	53214 22226	   	154.91	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|2AART|3ERES|46aVULN|5RCR|7LEGI|8ASPD|9DUR
384	53124 22126	   	154.87	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|28AART|3BEXP|4TLV|5RCR|6aVULN|7ZMB|9DUR
385	53214 12126	   	154.87	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|28AART|3ERES|4aVULN|5RCR|6FEWX|7ZMB|9DUR
386	53224 22126	   	154.87	ACR|2AART|2VULN|1ZMB|1DUR	1LWND|28AART|3ERES|4BEXP|5RCR|6aVULN|7ZMB|9DUR
387	35282 16143	   	154.85	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	17DUR|2MBVNT|37VULN|47ASPD|5RCVC|6AART|7BPWR|8ZMB|9FEWX|aRCR
388	53155 31312	   	154.80	DCR|2AART|2VULN|1CDMG|1DUR	1LWND|25AART|3BEXP|4aVULN|6FEWX|7DUR|8CDMG|9RCR
389	53214 62121	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6CGEN|8CDMG|aMGNLIT
390	53214 62123	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6aCGEN|8CDMG
391	53424 23121	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7CGEN|8CDMG|aMGNLIT
392	53424 23123	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7aCGEN|8CDMG
393	35248 15431	 * 	154.75	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	18DUR|2MBVNT|3VULN|458ZMB|6AART|78LIT|8BPWR|9CDMG|aRCR
394	35214 24365	   	154.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|379VULN|4FEWX|5AART|6FLTHEA|8RCVC|aRCR
395	35224 24365	   	154.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|379VULN|4BEXP|5AART|6FLTHEA|8RCVC|aRCR
396	35224 24465	   	154.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|379VULN|48BEXP|5AART|6FLTHEA|aRCR
397	35444 24365	   	154.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|3BEXP|479VULN|5AART|6FLTHEA|8RCVC|aRCR
398	35444 24465	   	154.71	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|38BEXP|479VULN|5AART|6FLTHEA|aRCR
399	53214 52121	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6TLV|8CDMG|aMGNLIT
400	53214 52123	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6TLV|8CDMG|aCGEN
401	53214 62122	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6CGEN|8CDMG|aLEGI
402	53424 21121	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7ERES|8CDMG|aMGNLIT
403	53424 21123	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7ERES|8CDMG|aCGEN
404	53424 23122	   	154.69	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7CGEN|8CDMG|aLEGI
405	51241 22262	   	154.63	DCR|2AART|1DMG|1VULN|1ZMB|1DUR	1LWND|2FEWX|3VULN|4DUR|5CGEN|69AART|7ZMB|8RCR|aDMG
406	35214 24136	   	154.61	DCR|3VULN|1AART|1FLTHEA|1DUR	1DUR|2MBVNT|378VULN|4FEWX|5AART|6FLTHEA|9NUKE|aRCR
407	53214 52122	   	154.59	ACR|3VULN|1AART|1CDMG	1LWND|2AART|3ERES|479VULN|5RCR|6TLV|8CDMG|aLEGI
408	53424 21122	   	154.59	ACR|3VULN|1AART|1CDMG	1LWND|2AART|369VULN|4TLV|5RCR|7ERES|8CDMG|aLEGI
409	23662 11143	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|7aDUR|8DMSP|9DMG
410	23662 11214	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|7aDUR|8DMG|9LWND
411	23662 11224	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|7aDUR|8DMG|9LHND
412	23662 11234	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|7aDUR|8DMG|9BEXP
413	23662 33143	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6aDUR|7RPLT|8DMSP|9DMG
414	23662 33214	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6aDUR|7RPLT|8DMG|9LWND
415	23662 33224	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6aDUR|7RPLT|8DMG|9LHND
416	23662 33234	   	154.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2CDMG|3VULN|4RCR|5AART|6aDUR|7RPLT|8DMG|9BEXP
417	31251 22311	   	154.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3VULN|4LHND|5CGEN|6AART|7ZMB|8CDMG|9RCR|aDMG
418	51241 22311	   	154.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3VULN|4DUR|5CGEN|6AART|7ZMB|8CDMG|9RCR|aDMG
419	62241 22311	   	154.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3VULN|4DUR|5CGEN|6AART|7ZMB|8CDMG|9RCR|aDMG
420	35232 28382	   	154.36	DCR|2DMG|1AART|1VULN|2DUR	15DUR|2MBVNT|3VULN|4LHND|6CGEN|7AART|8RCR|9aDMG
421	35824 48242	   	154.36	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aTLV|4BELT|5BEXP|6DMG|7AART|8RCR|9aVULN|aBPWR
422	31251 22232	   	154.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3aVULN|4LHND|5CGEN|6AART|7ZMB|8RCR|9CDMG
423	53116 22312	   	154.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3BEXP|4CGEN|5DUR|6aVULN|7ZMB|8CDMG|9RCR
424	53653 11112	   	154.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3DUR|4aVULN|5ZMB|6FEWX|7CDMG|8CGEN|9RCR
425	62241 22232	   	154.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3aVULN|4DUR|5CGEN|6AART|7ZMB|8RCR|9CDMG
426	24341 13622	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2BEXP|3ASPD|4ZMB|5LIT|6CDMG|7VULN|8RCR|9DMG|aAART
427	25341 13622	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2FEWX|3ASPD|4ZMB|5LIT|6CDMG|7VULN|8RCR|9DMG|aAART
428	31254 22311	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2FEWX|3VULN|4LHND|5TLV|6AART|7ZMB|8CDMG|9RCR|aDMG
429	51244 22311	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3VULN|4DUR|5TLV|6AART|7ZMB|8CDMG|9RCR|aDMG
430	62244 22311	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3VULN|4DUR|5TLV|6AART|7ZMB|8CDMG|9RCR|aDMG
431	64321 13622	   	154.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2ZMB|3ASPD|4ERES|5LIT|6CDMG|7VULN|8RCR|9DMG|aAART
432	53126 22312	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3BEXP|4TLV|5DUR|6aVULN|7ZMB|8CDMG|9RCR
433	53226 22312	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3ERES|4BEXP|5DUR|6aVULN|7ZMB|8CDMG|9RCR
434	53326 52312	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2AART|3FEWX|4TLV|5DUR|6aVULN|7ZMB|8CDMG|9RCR
435	35244 52723	   	154.21	DCR|3VULN|1AART|2ZMB|1DUR	1DUR|2MBVNT|356VULN|46ZMB|6BPWR|79RCVC|8AART|aRCR
436	35362 22272	   	154.06	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3CGEN|49AART|5LWND|6VULN|7RCR|8ASPD|aDMG
437	33636 21363	   	154.06	DCR|3VULN|1DMG|2ASPD|2DUR	19DUR|2DMSP|389VULN|4CGEN|5DMG|6RMIN|79ASPD|9BPWR|aRCR
438	26233 52235	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2LWND|3BELT|4DMG|5CGEN|6CDMG|79VULN|8RCR|aAART
439	53453 31113	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2AART|34VULN|5ERES|6DMG|7RPLT|8CDMG|9TLV|aRCR
440	35135 18432	   	153.80	DCR|2VULN|1AART|3CDMG|1DUR	1DUR|2MBVNT|347CDMG|5AART|6LWND|8aVULN|9RCR
441	35135 17132	   	153.80	DCR|2VULN|1AART|3CDMG|1DUR	1DUR|2MBVNT|348CDMG|5AART|6LWND|7aVULN|9RCR
442	35135 46132	   	153.80	DCR|2VULN|1AART|3CDMG|1DUR	1DUR|2MBVNT|348CDMG|5AART|6aVULN|7LHND|9RCR
443	62334 22126	   	153.77	ACR|2AART|2VULN|1ZMB|1DUR	1BEXP|2LHND|3CGEN|48AART|5RCR|6aVULN|7ZMB|9DUR
444	35361 42246	   	153.76	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3CGEN|4AART|5LIT|68VULN|7DMG|9RCR
445	62214 22262	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2LHND|39VULN|4FEWX|5TLV|6AART|7ZMB|8RCR|aDMG
446	35143 23754	   	153.68	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3CDMG|45VULN|6BEXP|7ASPD|8RCR|9AART
447	23662 13216	   	153.65	ACR|2AART|1VULN|1DMG|1CDMG	1TLV|2CDMG|3VULN|4RCR|5aAART|6RPLT|7BEXP|8DMG|9LWND
448	23662 13226	   	153.65	ACR|2AART|1VULN|1DMG|1CDMG	1TLV|2CDMG|3VULN|4RCR|5aAART|6RPLT|7BEXP|8DMG|9LHND
449	35243 45235	   	153.64	DCR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|389VULN|4ZMB|5FEWX|6ASPD|7RCR|aCDMG
450	31133 44144	 * 	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	16DUR|2FEWX|34CDMG|56aVULN|6BPWR|7ZMB|8MBVNT|9RCR
451	31233 44144	   	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	16DUR|2FEWX|35aVULN|46CDMG|6BPWR|7ZMB|8MBVNT|9RCR
452	35141 55444	   	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	15DUR|2MBVNT|36CDMG|46aVULN|6BPWR|7ZMB|8FEWX|9RCR
453	35143 55241	   	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2MBVNT|36CDMG|456VULN|6BPWR|7ZMB|8LWND|9RCR
454	35143 55341	   	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2MBVNT|36CDMG|456VULN|6BPWR|7ZMB|8BEXP|9RCR
455	35143 55441	   	153.61	DCR|3VULN|2CDMG|2DUR|1ZMB	1aDUR|2MBVNT|36CDMG|456VULN|6BPWR|7ZMB|8FEWX|9RCR
456	31215 41363	   	153.59	DCR|3VULN|1AART|1DUR|1ASPD	1DUR|246FEWX|36aVULN|5RMIN|6BPWR|7RCR|8AART|9ASPD
457	35143 33753	   	153.58	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1aDUR|2MBVNT|3CDMG|45VULN|6DUST|7ASPD|8RCR|9AART
458	23641 22611	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3VULN|4aDMG|5LWND|6BEXP|7AART|8LHND|9RCR
459	31356 36132	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|6aDMG|7RCR|8DMSP|9LWND
460	31356 36211	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|68DMG|7RCR|9LIT|aBEXP
461	31356 36231	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|68DMG|7RCR|9LWND|aRCVC
462	31352 36235	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|59LWND|68DMG|7RCR|aVULN
463	62333 36226	   	153.36	DCR|2DMG|1AART|1VULN|1DUR	1BEXP|2LHND|3CGEN|4AART|5FEWX|68DMG|7RCR|9DUR|aVULN
464	35444 52443	 * 	153.36	DCR|2AART|2VULN|3DUR	19aDUR|2MBVNT|3BEXP|49VULN|58AART|69MLV|7RCR|9BPWR
465	23443 22311	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3LHND|4aDMG|5VULN|6BEXP|7AART|8DUST|9RCR
466	23443 52311	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3LHND|4aDMG|5VULN|6FEWX|7AART|8DUST|9RCR
467	23641 22311	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3VULN|4aDMG|5LWND|6BEXP|7AART|8DUST|9RCR
468	23641 32611	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3VULN|4aDMG|5LWND|6DUST|7AART|8LHND|9RCR
469	23641 52311	   	153.28	DCR|2DMG|1AART|1VULN|1CDMG	1TLV|2CDMG|3VULN|4aDMG|5LWND|6FEWX|7AART|8DUST|9RCR
470	31356 36212	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|68DMG|7RCR|9LIT|aDLOT
471	31356 36233	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|68DMG|7RCR|9LWND|aCANHEL
472	35362 22481	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9DMG|aRCVC
473	35362 22484	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9DMG|aBELT
474	35362 22182	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3CGEN|4AART|58LWND|6VULN|7RCR|9aDMG
475	23365 33612	 * 	153.24	ACR|3DMG|1AART|1CDMG|1SELL	1TLV|2CDMG|3DUST|4RCR|5SELL|67aDMG|8AART|9LWND
476	23365 33622	 * 	153.24	ACR|3DMG|1AART|1CDMG|1SELL	1TLV|2CDMG|3DUST|4RCR|5SELL|67aDMG|8AART|9RCVC
477	23662 12223	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|79RCVC|8DMG|aZMB
478	23662 12322	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3VULN|4RCR|5AART|6RPLT|79RCVC|8ZMB|aDMG
479	23662 26223	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3VULN|4RCR|5AART|69RCVC|7RPLT|8DMG|aZMB
480	23662 26322	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CDMG|3VULN|4RCR|5AART|69RCVC|7RPLT|8ZMB|aDMG
481	35133 58423	   	153.20	DCR|2VULN|3CDMG|1AART|1DUR	1DUR|2MBVNT|346CDMG|56VULN|6BPWR|7RPLT|8RCR|9TLV|aAART
482	53214 35122	   	153.18	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1LWND|28AART|3ERES|4VULN|5RCR|6ASPD|7DUST|9DUR|aDMG
483	35362 22462	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5LWND|68VULN|7RCR|9ERES|aDMG
