0	Index      	 *	Score 	Summary	Detail	
1	25123 63326	 * 	196.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1aDUR|2ASPD|36aVULN|4AART|5BEXP|7FEWX|8RCR|9aDMG|aBPWR
327	21323 65215	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|269VULN|37CGEN|4AART|5RCR|8MGNLIT|aDMG
328	21125 42252	   	167.01	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	169DUR|27VULN|3ASPD|4AART|5DMG|8RCR|aLHND
329	21321 42233	   	167.01	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	169DUR|27VULN|3CGEN|4AART|5DMG|8RCR|aASPD
330	21323 61515	 * 	166.94	ACR|3VULN|1AART|2CDMG|1DUR	1DUR|267VULN|3CGEN|4AART|5RCR|8aCDMG|9LIT
331	21323 62246	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|269VULN|3CGEN|4AART|5RCR|7ERES|8LIT|aDMG
332	21423 61252	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|267VULN|3TLV|4AART|5RCR|8MGNLIT|9CGEN|aDMG
333	21421 42233	   	166.91	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	169DUR|27VULN|3TLV|4AART|5DMG|8RCR|aASPD
334	24421 42233	   	166.91	DCR|2VULN|1AART|1DMG|3DUR|1ASPD	169DUR|2ERES|37VULN|4AART|5DMG|8RCR|aASPD
335	21423 31215	   	166.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|279VULN|36TLV|4AART|5RCR|8MGNLIT|aDMG
336	21122 62225	   	166.80	DCR|2AART|2VULN|2ASPD|1ZMB|1DUR	1DUR|27VULN|3aASPD|46AART|5ERES|8RCR|9ZMB
337	21126 62225	   	166.80	DCR|2AART|2VULN|2ASPD|1ZMB|1DUR	1DUR|27VULN|3aASPD|46AART|5TLV|8RCR|9ZMB
338	25122 62225	   	166.80	DCR|2AART|2VULN|2ASPD|1ZMB|1DUR	1DUR|2aASPD|37VULN|46AART|5ERES|8RCR|9ZMB
339	46212 61223	   	166.75	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	16VULN|2FLTHEA|3MLV|4LWND|5DUR|7DMG|8AART|9RCR|aASPD
340	46214 11223	   	166.75	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	15VULN|2FLTHEA|3MLV|4LWND|6DUR|7DMG|8AART|9RCR|aASPD
341	21252 52231	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|236VULN|4ASPD|5LHND|7RCR|8FEWX|9aDMG
342	21252 52331	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|236VULN|4ASPD|5LHND|7RCR|8BEXP|9aDMG
343	21254 32333	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5MLV|6aTLV|7RCR|8BEXP|9aDMG|aBPWR
344	21254 42333	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5MLV|6aERES|7RCR|8BEXP|9aDMG|aBPWR
345	21255 32233	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5CGEN|6aTLV|7RCR|8FEWX|9aDMG|aBPWR
346	21255 32333	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5CGEN|6aTLV|7RCR|8BEXP|9aDMG|aBPWR
347	21255 42233	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|23aVULN|4ASPD|5CGEN|6aERES|7RCR|8FEWX|9aDMG|aBPWR
348	21255 42333	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|23aVULN|4ASPD|5CGEN|6aERES|7RCR|8BEXP|9aDMG|aBPWR
349	41122 52231	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	126VULN|3ASPD|4DUR|5LHND|7RCR|8FEWX|9aDMG
350	41122 52331	   	166.74	DCR|3VULN|2DMG|1ASPD|1DUR	126VULN|3ASPD|4DUR|5LHND|7RCR|8BEXP|9aDMG
351	42122 52231	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	126VULN|2BPWR|3ASPD|4DUR|5LHND|7RCR|8FEWX|9aDMG
352	42122 52331	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	126VULN|2BPWR|3ASPD|4DUR|5LHND|7RCR|8BEXP|9aDMG
353	21324 22225	   	166.70	DCR|3VULN|1AART|2ZMB|2DUR	15DUR|27aVULN|3CGEN|4AART|69ZMB|8RCR
354	44323 61213	   	166.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|24ERES|3FEWX|56DMG|7AART|8RCR|9CDMG|aZMB
355	21251 32233	   	166.64	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5ERES|6aTLV|7RCR|8FEWX|9aDMG|aBPWR
356	21251 32333	   	166.64	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|23aVULN|4ASPD|5ERES|6aTLV|7RCR|8BEXP|9aDMG|aBPWR
357	21253 52331	   	166.64	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|236VULN|4ASPD|5FEWX|7RCR|8DUST|9aDMG
358	41123 52331	   	166.64	DCR|3VULN|2DMG|1ASPD|1DUR	126VULN|3ASPD|4DUR|5FEWX|7RCR|8DUST|9aDMG
359	42123 52331	   	166.64	DCR|3VULN|2DMG|1DUR|1ASPD	126VULN|2BPWR|3ASPD|4DUR|5FEWX|7RCR|8DUST|9aDMG
