0	Index      	 *	Score 	Summary	Detail	
1	12423 15362	 * 	181.00	ACR|4VULN|1AART|2CDMG	18LHND|2RCVC|3RCR|489aVULN|58CDMG|6RPLT|7AART|8BPWR
335	21324 13635	   	154.33	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|2BEXP|36CDMG|4ZMB|5AART|7CGEN|8RCR|9aVULN
336	43121 32521	 * 	154.29	DCR|2AART|2VULN|1DMG|2CDMG|2MSE	16MSE|26VULN|3BELT|45AART|6BPWR|7RCR|8DMG|9aCDMG
337	31411 11542	   	154.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|29VULN|3DMG|4LWND|5AART|6DUST|7RCVC|8CDMG|aRCR
338	33421 11542	   	154.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2LHND|3DMG|49VULN|5AART|6DUST|7RCVC|8CDMG|aRCR
339	31113 62531	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2VULN|3LEGI|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
340	31113 62533	   	154.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2VULN|3LEGI|4CGEN|5ZMB|6AART|7DMG|8CDMG|9RCR|aDUR
341	13613 33436	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2VULN|3TLV|4CGEN|5ZMB|6aDMG|7RCR|8CANHEL|9AART
342	31213 33436	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3LHND|4CGEN|5ZMB|6aDMG|7RCR|8CANHEL|9AART
343	31513 33436	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3LWND|4CGEN|5ZMB|6aDMG|7RCR|8CANHEL|9AART
344	16432 32126	   	154.19	ACR|2DMG|1AART|1VULN|1ASPD	12LHND|2BPWR|3RCR|4ASPD|5CGEN|67DMG|8VULN|9RCVC|aAART
345	12423 15225	   	154.15	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8LWND|9DMG|aASPD
346	12423 15411	   	154.15	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUR|9CGEN|aDMG
347	12423 15422	   	154.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUR|9DMG|aFEWX
348	12423 15423	   	154.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUR|9DMG|aBELT
349	31113 33436	   	154.13	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2VULN|3LEGI|4CGEN|5ZMB|6aDMG|7RCR|8CANHEL|9AART
350	12426 42123	   	154.12	ACR|2VULN|1AART|1DMG	1LHND|28RCVC|3RCR|49VULN|5AART|6CGEN|7DMG|aFEWX
351	31624 72227	   	154.08	DCR|3DMG|1AART|1VULN	1ERES|2VULN|3MBVNT|4BEXP|5AART|679DMG|8LHND|aRCR
352	33624 72327	   	154.08	DCR|3DMG|1AART|1VULN	1ERES|2LHND|3MBVNT|4BEXP|5AART|679DMG|8VULN|aRCR
353	12423 15125	   	154.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUST|9DMG|aASPD
354	12423 15421	   	154.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7AART|8DUR|9DMG|aNUKE
355	12426 42122	   	154.02	ACR|2VULN|1AART|1DMG	1LHND|28RCVC|3RCR|49VULN|5AART|6CGEN|7DMG|aTLV
356	12426 42132	   	154.02	ACR|2VULN|1AART|1DMG	1LHND|28RCVC|3RCR|4aVULN|5AART|6CGEN|7DMG|9ERES
357	13433 52216	   	153.96	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2aVULN|34RPLT|5DUR|6RCR|7AART|8DMG|9LWND
358	13433 52242	   	153.96	DCR|2VULN|1AART|1DMG|1DUR	1LHND|29VULN|34RPLT|5DUR|6RCR|7AART|8DMG|aBEXP
359	13432 52241	   	153.96	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|29VULN|34RPLT|5FEWX|6RCR|7AART|8DMG|aASPD
360	12422 12624	   	153.94	ACR|2VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RCR|47VULN|5LIT|6ZMB|8CDMG|9LWND|aAART
361	12412 12424	   	153.94	ACR|2VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RCR|4LWND|5LIT|6ZMB|79VULN|8CDMG|aAART
362	12422 13424	   	153.94	ACR|2VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RCR|49VULN|5LIT|6ZMB|7BEXP|8CDMG|aAART
363	16412 12324	   	153.91	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	12LHND|2BPWR|3RCR|4LWND|5LIT|6ZMB|7VULN|8AART|9DMG|aCDMG
364	16422 13324	   	153.91	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	12LHND|2BPWR|3RCR|4VULN|5LIT|6ZMB|7BEXP|8AART|9DMG|aCDMG
365	13242 13537	   	153.88	DCR|4VULN|1DMG	1LHND|248aVULN|3LIT|5MBVNT|6RCR|7RCVC|9DMG
366	12422 11424	   	153.84	ACR|2VULN|1AART|1CDMG|1ZMB	1LHND|2RCVC|3RCR|49VULN|5LIT|6ZMB|7DUST|8CDMG|aAART
367	22311 46116	   	153.81	DCR|2VULN|2DMG|1AART	17LIT|2BELT|38DUST|47VULN|5DMSP|67DMG|7BPWR|9AART|aRCR
368	12421 46312	   	153.68	ACR|3VULN|1AART|1DUR	1LHND|2RCVC|3RCR|48aVULN|5DMSP|6DUR|7AART|9CGEN
369	21323 36135	   	153.67	DCR|2DMG|1AART|2ZMB|1CDMG	1LIT|28BEXP|3CDMG|47ZMB|59DMG|6RCR|aAART
370	26323 36235	   	153.67	DCR|2DMG|1AART|2ZMB|1CDMG	1LIT|28FEWX|3CDMG|47ZMB|59DMG|6RCR|aAART
371	13363 42216	   	153.62	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1LHND|2aVULN|3DUST|4SELL|5DUR|6RCR|7AART|8DMG|9LWND
372	13363 42242	   	153.62	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1LHND|29VULN|3DUST|4SELL|5DUR|6RCR|7AART|8DMG|aBEXP
373	13362 42241	   	153.62	DCR|2VULN|1AART|1DMG|1ASPD|1SELL	1LHND|29VULN|3DUST|4SELL|5FEWX|6RCR|7AART|8DMG|aASPD
374	21323 34231	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4ZMB|5aDMG|6RCR|7DUR|8CGEN|9VULN
375	21323 34233	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4ZMB|5DMG|6RCR|7DUR|8CGEN|9aVULN
376	26323 34231	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3CDMG|4ZMB|5aDMG|6RCR|7DUR|8CGEN|9VULN
377	26323 34233	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3CDMG|4ZMB|5DMG|6RCR|7DUR|8CGEN|9aVULN
378	21116 32324	   	153.59	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	13LIT|23BEXP|3BPWR|4ZMB|5LHND|6RCR|7VULN|8AART|9DMG|aCDMG
379	12421 46332	   	153.58	ACR|3VULN|1AART|1DUR	1LHND|2RCVC|3RCR|48aVULN|5DMSP|6DUR|7AART|9ERES
380	31638 35312	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|29VULN|3MBVNT|4LSRICY|5ZMB|6CDMG|7AART|8RCR|aDUR
381	12433 22324	   	153.55	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4ASPD|5BEXP|6LIT|7VULN|8AART|9DMG|aCDMG
382	12434 22324	   	153.55	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4ASPD|5FEWX|6LIT|7VULN|8AART|9DMG|aCDMG
383	12435 22324	   	153.55	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1LHND|2RCVC|3RCR|4ASPD|5LWND|6LIT|7VULN|8AART|9DMG|aCDMG
384	31654 34634	   	153.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14ERES|2VULN|3MBVNT|5DUR|6DMG|7AART|8CDMG|9RCR|aZMB
385	13363 42253	   	153.52	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1LHND|2aVULN|3DUST|4SELL|5DUR|6RCR|7AART|8DMG|9BASHEA
386	21323 34331	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4ZMB|5aDMG|6RCR|7DUR|8ERES|9VULN
387	26323 34331	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2FEWX|3CDMG|4ZMB|5aDMG|6RCR|7DUR|8ERES|9VULN
388	32222 11415	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|4aVULN|5LIT|6RCR|7DMG|8CDMG|9DMSP
389	32222 11432	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8CDMG|9CGEN
390	32222 11441	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8CDMG|9BEXP
391	32333 11461	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7aDMG|8CDMG|9DUR
392	31648 35312	   	153.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|29VULN|3MBVNT|4CANHEL|5ZMB|6CDMG|7AART|8RCR|aDUR
393	32212 11361	 * 	153.45	DCR|2DMG|1AART|2ZMB|2DUR	1aERES|29ZMB|3aDUR|4LWND|5LIT|6RCR|7aDMG|8AART|aBPWR
394	13242 13534	   	153.43	DCR|3VULN|1DMG|1CDMG	1LHND|248VULN|3LIT|5MBVNT|6RCR|7RCVC|9DMG|aCDMG
395	21542 12544	   	153.43	DCR|3VULN|1DMG|1CDMG	1LIT|2BEXP|348VULN|5MBVNT|6RCR|7RCVC|9DMG|aCDMG
396	32212 11341	   	153.41	DCR|2DMG|1AART|3DUR|1ZMB	1aERES|2ZMB|39aDUR|4LWND|5LIT|6RCR|7aDMG|8AART|aBPWR
397	32222 11421	   	153.41	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3DUR|4VULN|5LIT|6RCR|7aDMG|8CDMG|9DUST
398	13143 62363	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3FEWX|4AART|5DMG|6NUKE|7RCR|8LIT|9CDMG|aZMB
399	23111 32324	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	13LIT|2LEGI|3BPWR|4ZMB|5FEWX|6RCR|7VULN|8AART|9DMG|aCDMG
400	23114 32324	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	13LIT|2LEGI|3BPWR|4ZMB|5BEXP|6RCR|7VULN|8AART|9DMG|aCDMG
401	31414 13243	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3DMG|4LWND|5LIT|6RCR|7BEXP|8AART|9CDMG|aZMB
402	33424 13243	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2LHND|3DMG|4VULN|5LIT|6RCR|7BEXP|8AART|9CDMG|aZMB
403	26333 52632	   	153.37	DCR|3DMG|1VULN|1CDMG|1DUR	1LIT|2FEWX|3CDMG|4TLV|59aDMG|6DUR|7VULN|8RCR
404	13333 48851	 * 	153.36	DCR|2VULN|1AART|2ASPD|1CDMG	1LHND|29VULN|3DUST|4aASPD|5MBVNT|6RCR|7CDMG|8AART
405	12432 32261	 * 	153.35	ACR|2DMG|1VULN|2ASPD|1CDMG	1LHND|2RCVC|3RCR|48ASPD|5CGEN|67DMG|9CDMG|aVULN
406	12432 36113	 * 	153.35	ACR|2VULN|1DMG|2ASPD|1CDMG	1LHND|2RCVC|3RCR|47ASPD|5CGEN|6DMG|89VULN|aCDMG
407	23542 13534	   	153.33	DCR|3VULN|1DMG|1CDMG	1LIT|2LEGI|348VULN|5MBVNT|6RCR|7RCVC|9DMG|aCDMG
408	13343 62363	   	153.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3DUST|4AART|5DMG|6NUKE|7RCR|8LIT|9CDMG|aZMB
409	32222 11344	   	153.28	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1ERES|2ZMB|39DUR|4VULN|5LIT|6RCR|7DMG|8AART|aRCVC
410	11424 11316	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2CGEN|3DMG|49VULN|5LIT|6RCR|7NUKE|8AART|aDUR
411	13212 11325	   	153.26	DCR|2DMG|1AART|1VULN|1DUR	14LHND|2VULN|3LIT|5MBVNT|6RCR|79DMG|8AART|aDUR
412	13242 11351	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aRPLT
413	13242 11353	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aBEXP
414	13242 11354	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aDMSP
415	13242 11355	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aCGEN
416	13242 11366	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9FEWX|aDUR
417	13242 11371	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1aLHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ASPD
418	13242 11372	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|24VULN|3aLIT|5MBVNT|6RCR|7DMG|8AART|9ASPD
419	13242 11374	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ASPD|aLWND
420	13242 11376	   	153.26	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ASPD|aRMIN
421	13143 62243	   	153.26	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2aVULN|3FEWX|4AART|5DMG|6NUKE|7RCR|8CGEN|9DUR
422	13242 11352	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aTLV
423	13242 11358	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9DUR|aDUST
424	13242 11373	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ASPD|aDUST
425	13242 11377	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8AART|9ASPD|aERES
426	13343 62513	   	153.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|2VULN|3DUST|4AART|58DMG|6NUKE|7RCR|9FEWX|aDUR
427	13343 62613	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LHND|28VULN|3DUST|4AART|5DMG|6NUKE|7RCR|9FEWX|aDUR
428	23542 11334	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9MLV|aDUR
429	23542 11351	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9DUR|aRPLT
430	23542 11353	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9DUR|aBEXP
431	23542 11354	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9DUR|aDMSP
432	23542 11371	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ASPD|aLHND
433	23542 11372	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ASPD|aBEXP
434	23542 11373	   	153.16	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ASPD|aCGEN
435	23542 17324	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7MLV|8AART|9DMG|aDUR
436	31414 11316	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|29VULN|3DMG|4LWND|5LIT|6RCR|7NUKE|8AART|aDUR
437	31434 11314	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|29VULN|3DMG|4LIT|5BEXP|6RCR|7NUKE|8AART|aDUR
438	33424 11316	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2LHND|3DMG|49VULN|5LIT|6RCR|7NUKE|8AART|aDUR
439	13242 11551	   	153.16	DCR|2VULN|2DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7aDMG|8CDMG|9BEXP
440	13242 16437	   	153.16	DCR|2VULN|2DMG|1CDMG	1LHND|24VULN|3LIT|5MBVNT|6RCR|7RPLT|89DMG|aCDMG
441	13242 16438	 * 	153.16	DCR|2VULN|2DMG|1FLTHEA	1LHND|24VULN|3LIT|5MBVNT|6RCR|7RPLT|89DMG|aFLTHEA
442	21542 11732	   	153.16	DCR|2VULN|2DMG|1CDMG	1LIT|2BEXP|34VULN|5MBVNT|6RCR|79DMG|8RMIN|aCDMG
443	31612 11117	   	153.16	DCR|2VULN|2DMG|1CDMG	18ERES|28VULN|3MBVNT|4CGEN|5LIT|6RCR|78DMG|8BPWR|9BEXP|aCDMG
444	31612 11124	   	153.16	DCR|2VULN|2DMG|1CDMG	18ERES|28VULN|3MBVNT|49CGEN|5LIT|6RCR|78DMG|8BPWR|aCDMG
445	31612 11157	   	153.16	DCR|2VULN|2DMG|1CDMG	18ERES|28VULN|3MBVNT|4CGEN|5LIT|6RCR|78DMG|8BPWR|9LHND|aCDMG
446	31612 11517	 * 	153.14	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2VULN|3MBVNT|4CGEN|5LIT|6RCR|7DMG|8CDMG|9aAART
447	31424 14233	   	153.08	DCR|4VULN|1DMG|1ZMB	1ERES|2456VULN|3DMG|7LWND|8RPLT|9ZMB|aRCR
448	23542 11314	   	153.06	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9ERES|aDUR
449	23542 11352	   	153.06	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9DUR|aTLV
450	23542 11384	   	153.06	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8AART|9TLV|aDUR
451	21542 11521	   	153.06	DCR|2VULN|2DMG|1CDMG	1LIT|2BEXP|34VULN|5MBVNT|6RCR|7aDMG|8CDMG|9DUST
452	23542 11114	   	153.06	DCR|2VULN|2DMG|1CDMG	19LIT|2LEGI|34VULN|5MBVNT|6RCR|79DMG|89AIRHEL|9BPWR|aCDMG
453	23542 11541	   	153.06	DCR|2VULN|2DMG|1CDMG	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7aDMG|8CDMG|9LHND
454	13242 14381	 * 	153.04	DCR|3VULN|3ZMB|1DUR	1aLHND|24aVULN|3LIT|5MBVNT|6RCR|7DUR|89aZMB|aBPWR
455	32322 11321	   	153.02	DCR|3DMG|1AART|1ZMB	1aERES|2ZMB|3aLWND|4BEXP|5LIT|6RCR|79aDMG|8AART|aBPWR
456	32334 11321	   	153.02	DCR|3DMG|1AART|1ZMB	1aERES|2ZMB|3aLWND|4LIT|5BEXP|6RCR|79aDMG|8AART|aBPWR
457	31638 27211	   	153.02	DCR|3VULN|1DMG|1ZMB|1DUR	1ERES|289VULN|3MBVNT|4LSRICY|5ZMB|6DUR|7RCR|aDMG
458	12423 12331	   	152.95	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7CGEN|8DUR|9AART|aDMG
459	12423 32531	   	152.95	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6CGEN|7DUR|8RPLT|9AART|aDMG
460	12412 51413	   	152.95	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LHND|2RCVC|3RCR|4LWND|5LIT|6VULN|7DMG|8CDMG|9AART|aDUR
461	31648 27211	   	152.92	DCR|3VULN|1DMG|1ZMB|1DUR	1ERES|289VULN|3MBVNT|4CANHEL|5ZMB|6DUR|7RCR|aDMG
462	12426 33334	   	152.87	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5AART|6BEXP|7DUR|8LIT|aCDMG
463	12426 43111	   	152.87	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5AART|6CGEN|7CDMG|8FEWX|aDUR
464	12423 16331	   	152.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6RPLT|7ERES|8DUR|9AART|aDMG
465	12423 22531	   	152.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RCVC|3RCR|4VULN|5CDMG|6ERES|7DUR|8RPLT|9AART|aDMG
466	32333 11411	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7DMG|8CDMG|9AART|aBEXP
467	32333 11413	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3aLWND|4LIT|5VULN|6RCR|7DMG|8CDMG|9AART
468	32364 11411	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7DMG|8CDMG|9AART|aBEXP
469	32364 11413	   	152.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3aLWND|4VULN|5LIT|6RCR|7DMG|8CDMG|9AART
470	31446 21122	   	152.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|25VULN|3DMG|4AART|6RMIN|7CDMG|8LHND|9CGEN|aRCR
471	12426 36111	   	152.77	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5AART|6BEXP|7CDMG|8ERES|aDUR
472	12426 43211	   	152.77	ACR|2VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3RCR|49VULN|5AART|6CGEN|7CDMG|8DUST|aDUR
473	12426 32225	   	152.70	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8LWND|9DMG|aASPD
474	12426 32411	   	152.70	ACR|1AART|1DMG|1VULN|1ZMB|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8DUR|9CGEN|aDMG
475	12426 32422	   	152.70	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8DUR|9DMG|aFEWX
476	12426 32423	   	152.70	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8DUR|9DMG|aBELT
477	12426 33226	   	152.70	ACR|1AART|1DMG|1VULN|1ZMB|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7DUR|8CGEN|9DMG|aZMB
478	32333 11412	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4LIT|5VULN|6RCR|7DMG|8CDMG|9AART|aDUST
479	32364 11412	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3LWND|4VULN|5LIT|6RCR|7DMG|8CDMG|9AART|aDUST
480	13242 11731	 * 	152.63	DCR|3VULN|1DMG|2ZMB	1aLHND|24aVULN|3LIT|5MBVNT|6RCR|7DMG|8RMIN|9aZMB|aBPWR
481	11681 44483	   	152.63	DCR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2CGEN|3MBVNT|468VULN|5CDMG|7ZMB|9DMG|aRCR
482	23323 56341	   	152.63	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1LIT|2LEGI|3aCDMG|4ZMB|5DMG|6aBASHEA|7ASPD|8aVULN|9RCR|aBPWR
483	32223 43522	 * 	152.61	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1ERES|29ZMB|3DUR|48VULN|5CDMG|6DUST|7AART|aRCR
484	12426 32125	   	152.60	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8DUST|9DMG|aASPD
485	12426 32421	   	152.60	ACR|1AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCVC|3RCR|4VULN|5AART|6BEXP|7ZMB|8DUR|9DMG|aNUKE
486	13133 45166	   	152.56	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2aVULN|3FEWX|4ASPD|5MBVNT|6RCR|7LEGI|8DMG|9AART
487	13242 11276	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1LHND|24VULN|3LIT|5MBVNT|6RCR|7DMG|8DUST|9AART|aDUR
488	21542 11216	   	152.56	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2BEXP|34VULN|5MBVNT|6RCR|7DMG|8DUST|9AART|aDUR
489	31638 27234	   	152.55	DCR|2VULN|2AART|1ZMB|1DUR	1ERES|28VULN|3MBVNT|4LSRICY|5ZMB|6DUR|7RCR|9aAART
490	13343 54221	   	152.53	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|27VULN|3DUST|4AART|5DMG|6BELT|8MGNLIT|9RCR|aZMB
491	13333 45166	   	152.46	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2aVULN|3DUST|4ASPD|5MBVNT|6RCR|7LEGI|8DMG|9AART
492	31624 42653	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2aVULN|3MBVNT|4BEXP|5AART|6TLV|7RCR|8DMG|9DUR
493	23542 11246	   	152.46	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2LEGI|34VULN|5MBVNT|6RCR|7DMG|8DUST|9AART|aDUR
