0	Index      	Bounty	 *	Score 	Summary	Detail	
1	41414 31322	4	 * 	286.47	DCR|4VULN|2DMG|2ASPD|2CDMG	19ASPD|247aVULN|39DMG|5TBNT|6RCR|89CDMG|9BPWR
344	33211 25434	10	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	18ERES|28DUR|37aVULN|4BELT|5DMG|68ASPD|8BPWR|9RCR
345	43228 47132	3	 * 	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1aASPD|25DUR|35aVULN|4MBVNT|5aBPWR|6BEXP|7DUST|8RCR|9aCDMG
346	63522 23231	7	 * 	256.90	DCR|5VULN|2CDMG|1AART	1RCVC|2AART|38CGEN|48CDMG|56789VULN|8BPWR|aRCR
347	41411 31141	10	   	256.86	DCR|3VULN|2DMG|1CDMG|1ASPD|1AART	1ASPD|246VULN|3aDMG|5AART|7RCVC|8CDMG|9RCR
348	33412 35251	5	   	256.77	DCR|3VULN|2DMG|1DUR|1AART	157ERES|2DUR|37DMG|457VULN|57BPWR|6RPLT|8RCR|9AART|aLIT
349	31214 26211	3	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aFEWX
350	31214 26212	3	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aCGEN
351	31214 26215	3	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aRMIN
352	31223 11351	9	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|2367aVULN|4AART|5BELT|8RCR|9DMG
353	31223 11354	10	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|2367aVULN|4AART|5BELT|8RCR|9DMG
354	31224 26211	5	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aFEWX
355	31224 26211	4	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aFEWX
356	31224 26212	4	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aCGEN
357	31224 26212	5	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aCGEN
358	31224 26215	4	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aRMIN
359	31224 26215	5	   	256.70	DCR|5VULN|1DMG|1AART	1ERES|23579VULN|4AART|6RCR|8DMG|aRMIN
360	41223 23354	8	   	256.68	DCR|3VULN|2ASPD|1TLV|1DUR|1AART	17ASPD|237VULN|4AART|5BELT|6RCR|7BPWR|8TLV|9DUR|aLIT
361	31214 26216	3	   	256.60	DCR|5VULN|1DMG|1AART	1aERES|23579VULN|4AART|6RCR|8DMG
362	31214 26236	3	   	256.60	DCR|5VULN|1DMG|1AART	1ERES|2357aVULN|4AART|6RCR|8DMG|9DUST
363	31224 26216	5	   	256.60	DCR|5VULN|1DMG|1AART	1aERES|23579VULN|4AART|6RCR|8DMG
364	31224 26216	4	   	256.60	DCR|5VULN|1DMG|1AART	1aERES|23579VULN|4AART|6RCR|8DMG
365	31224 26236	4	   	256.60	DCR|5VULN|1DMG|1AART	1ERES|2357aVULN|4AART|6RCR|8DMG|9DUST
366	31224 26236	5	   	256.60	DCR|5VULN|1DMG|1AART	1ERES|2357aVULN|4AART|6RCR|8DMG|9DUST
