0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63437 32436	8	 * 	279.53	DCR|3VULN|2DMG|2TLV|1DUR|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUR|6AART|789VULN|8BPWR|aRCR
332	62234 23633	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3CGEN|5LHND|6RCR|8CDMG|9DMG|aDUR
333	62251 23631	9	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|257VULN|3CGEN|4FEWX|6RCR|8CDMG|9DMG|aDUR
334	62251 23633	10	   	251.11	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|257VULN|3CGEN|4FEWX|6RCR|8CDMG|9DMG|aDUR
335	62321 23551	7	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3BEXP|5CGEN|6RCR|8DMG|9CDMG|aDUR
336	62321 23631	9	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3BEXP|5CGEN|6RCR|8CDMG|9DMG|aDUR
337	62321 23633	10	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|247VULN|3BEXP|5CGEN|6RCR|8CDMG|9DMG|aDUR
338	62234 43121	4	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|245VULN|35CGEN|5BPWR|6CDMG|7DMG|8DUR|9ERES|aRCR
339	63644 43261	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2MBVNT|3DMSP|478VULN|5DMG|6DUR|9RCR|aCDMG
340	63644 43261	8	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|2MBVNT|3DMSP|478VULN|5DMG|6DUR|9RCR|aCDMG
341	62211 23551	7	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|257VULN|3CGEN|4LEGI|6RCR|8DMG|9CDMG|aDUR
342	62211 23631	9	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|257VULN|3CGEN|4LEGI|6RCR|8CDMG|9DMG|aDUR
343	62211 23633	10	   	251.01	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1TLV|257VULN|3CGEN|4LEGI|6RCR|8CDMG|9DMG|aDUR
344	62231 23551	7	   	251.01	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG	1TLV|247VULN|3CGEN|5DUST|6RCR|8DMG|9CDMG|aDUR
345	66332 21141	5	   	250.92	DCR|3VULN|2DMG|3TLV	138TLV|2LIT|48DMG|5RMIN|68aVULN|7RCR|8BPWR|9CGEN
346	61362 41113	1	   	250.88	DCR|3VULN|3TLV|1DMG|2LIT|1ASPD	138TLV|2LHND|48LIT|568VULN|7RCR|8BPWR|9DMG|aASPD
347	62512 23225	8	   	250.84	DCR|3VULN|2TLV|1DMG|1DUR|1AART	17TLV|246VULN|3AART|5DMG|8LHND|9DUR|aRCR
348	62513 11141	4	   	250.84	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	17TLV|247VULN|3AART|5MBVNT|67CDMG|7BPWR|8RCVC|9DUR|aRCR
349	62533 11141	3	   	250.84	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	17TLV|247VULN|3AART|5MBVNT|67CDMG|7BPWR|8RCVC|9DUR|aRCR
350	62681 11141	4	   	250.84	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	17TLV|257VULN|3MBVNT|4AART|67CDMG|7BPWR|8RCVC|9DUR|aRCR
351	62683 11141	5	   	250.84	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	17TLV|257VULN|3MBVNT|4AART|67CDMG|7BPWR|8RCVC|9DUR|aRCR
352	66322 41113	4	   	250.78	DCR|3VULN|3TLV|1DMG|2LIT|1ASPD	138TLV|28LIT|4LEGI|568VULN|7RCR|8BPWR|9DMG|aASPD
353	62235 33312	6	   	250.77	DCR|3VULN|2DMG|2TLV|1SELL	19TLV|249VULN|3CGEN|5SELL|6MLV|79DMG|8RCR|9BPWR|aLIT
354	62512 23125	7	   	250.74	DCR|3VULN|2TLV|1DMG|1DUR|1AART	17TLV|246VULN|3AART|5DMG|8DUST|9DUR|aRCR
355	63484 15422	8	   	250.72	DCR|3VULN|2DMG|2TLV	19TLV|2MBVNT|39DMG|4LIT|5ERES|6LEGI|7RCR|89aVULN|9BPWR
356	62512 25222	6	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1TLV|246VULN|3AART|5DMG|7LIT|8RCVC|9ASPD|aRCR
357	62512 63222	5	   	250.18	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1TLV|247VULN|3AART|5DMG|6LIT|8RCVC|9ASPD|aRCR
358	25151 12151	1	   	250.05	DCR|3VULN|2DUR|1CDMG|1ASPD|1AART	1FEWX|2ASPD|359VULN|4AART|6CDMG|78DUR|aRCR
359	63432 32442	10	   	250.02	DCR|2VULN|2DMG|2TLV|1CDMG|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5LWND|6AART|78VULN|8BPWR|9CDMG|aRCR
360	63438 32442	10	   	250.02	DCR|2VULN|2DMG|2TLV|1CDMG|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5FEWX|6AART|78VULN|8BPWR|9CDMG|aRCR
361	42152 11511	3	   	249.99	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	17LWND|2RCVC|3CDMG|47DMG|5AART|67VULN|7BPWR|89DUR|aRCR
362	63433 32442	10	   	249.92	DCR|2VULN|2DMG|2TLV|1CDMG|1ASPD|1AART	18TLV|2MBVNT|38DMG|4ASPD|5DUST|6AART|78VULN|8BPWR|9CDMG|aRCR
363	62234 21613	4	   	249.80	DCR|4VULN|1TLV|1DUR|1AART	1TLV|245aVULN|35CGEN|5BPWR|6BELT|7DUR|8AART|9RCR
364	62323 32531	4	   	249.79	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD	1TLV|24VULN|3BEXP|57DUR|6CDMG|8DMG|9RCR|aASPD
365	25151 11511	1	   	249.75	DCR|3VULN|2CDMG|2AART|1DUR|1ASPD	17FEWX|2ASPD|357VULN|49AART|67CDMG|7BPWR|8DUR|aRCR
366	62511 31123	10	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2469VULN|3AART|5RPLT|7RCR|8CGEN|aDUR
367	62511 31233	9	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2469VULN|3AART|5RPLT|7RCR|8LWND|aDUR
368	62511 31333	9	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2469VULN|3AART|5RPLT|7RCR|8FEWX|aDUR
369	12341 26251	7	   	249.68	DCR|3VULN|1DMG|2CDMG|1TLV	18MLV|258VULN|3BEXP|4TLV|6RCR|78CDMG|8BPWR|9LIT|aDMG
370	21141 26251	7	   	249.68	DCR|3VULN|1DMG|2CDMG|1TLV	18FEWX|258VULN|3CGEN|4TLV|6RCR|78CDMG|8BPWR|9LIT|aDMG
371	62215 26212	6	   	249.66	DCR|4VULN|2TLV|1CDMG	17TLV|2578VULN|357CGEN|4LEGI|57BPWR|6RCR|9CDMG|aLIT
372	62222 11361	1	   	249.59	DCR|3VULN|2ASPD|2TLV|1CDMG|1AART	17TLV|27ASPD|3ZMB|4CDMG|5AART|679VULN|7BPWR|8CGEN|aRCR
373	62222 11421	1	   	249.59	DCR|3VULN|2ASPD|2TLV|1CDMG|1AART	17TLV|27ASPD|3ZMB|4CDMG|5AART|679VULN|7BPWR|8LHND|aRCR
374	62222 11651	1	   	249.59	DCR|3VULN|2ASPD|2TLV|1CDMG|1AART	17TLV|27ASPD|3ZMB|4CDMG|5AART|679VULN|7BPWR|8MLV|aRCR
375	62233 26253	7	   	249.58	DCR|3VULN|2TLV|2CDMG|1DUR	18TLV|248VULN|3CGEN|5BEXP|6RCR|78CDMG|8BPWR|9LIT|aDUR
376	62321 26253	7	   	249.58	DCR|3VULN|2TLV|2CDMG|1DUR	18TLV|248VULN|3BEXP|5CGEN|6RCR|78CDMG|8BPWR|9LIT|aDUR
377	63426 41261	4	   	249.58	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	16TLV|2MBVNT|3DMG|4CGEN|568VULN|6BPWR|7ASPD|9RCR|aCDMG
378	63446 41261	3	   	249.58	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	16TLV|2MBVNT|3DMG|4CGEN|568VULN|6BPWR|7ASPD|9RCR|aCDMG
379	62211 26212	6	   	249.56	DCR|4VULN|2TLV|1CDMG	17TLV|2578VULN|37CGEN|4LEGI|6RCR|7BPWR|9CDMG|aLIT
380	62322 31115	7	   	249.55	DCR|3VULN|2DUR|2TLV|1CDMG	17TLV|247VULN|3BEXP|5LWND|67DUR|7BPWR|8CDMG|9FEWX|aRCR
381	65121 36211	5	   	249.55	DCR|3VULN|2DUR|2TLV|1CDMG	17TLV|27FEWX|36DUR|4CGEN|578VULN|7BPWR|9CDMG|aRCR
