0	Index      	 *	Score 	Summary	Detail	
1	14122 32332	 * 	190.88	DCR|3VULN|3DMG|3ASPD	178DMG|2RMIN|39aVULN|478ASPD|578ERES|6RCR|78BPWR
323	14122 32341	   	164.58	DCR|3DMG|1VULN|3ASPD|1DUR	178DMG|2RMIN|3VULN|478ASPD|578ERES|6RCR|78BPWR|9DUR|aMLV
324	14122 32342	   	164.58	DCR|3DMG|1VULN|3ASPD|1DUR	178DMG|2RMIN|3VULN|478ASPD|578ERES|6RCR|78BPWR|9DUR|aFEWX
325	14122 32343	   	164.58	DCR|3DMG|1VULN|3ASPD|1DUR	178DMG|2RMIN|3VULN|478ASPD|578ERES|6RCR|78BPWR|9DUR|aLWND
326	11355 35323	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2LHND|4AART|5CDMG|6CGEN|7VULN|8RCR|9ASPD|aDUST
327	13336 14514	   	164.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|26LWND|4CDMG|5MBVNT|7RCR|8AART|9ASPD|aVULN
328	44321 12311	   	164.48	ACR|1AART|1DMG|1VULN|1CDMG|2DUR|1ASPD	1CGEN|2RCR|3DMG|4ASPD|5CDMG|6LWND|79DUR|8AART|aVULN
329	14122 32344	   	164.48	DCR|3DMG|1VULN|3ASPD|1DUR	178DMG|2RMIN|3VULN|478ASPD|578ERES|6RCR|78BPWR|9DUR|aTLV
330	44133 23121	 * 	164.40	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|36LIT|4RMIN|56aVULN|6BPWR|7DMG|8BEXP|9AART
331	44133 23421	   	164.40	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|36LIT|4RMIN|56aVULN|6BPWR|7DMG|8LWND|9AART
332	15214 31422	   	164.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMG|2BEXP|3FEWX|45DUR|6RCR|79VULN|8ASPD|aAART
333	44321 62311	   	164.38	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2RCR|3DMG|4ASPD|5CDMG|6LEGI|79DUR|8AART|aVULN
334	11353 36343	   	164.37	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LHND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9CGEN|aZMB
335	13353 36343	   	164.37	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LWND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9CGEN|aZMB
336	12321 55431	   	164.37	DCR|2VULN|2DMG|1AART|1SELL	15DMG|2FEWX|3SELL|4MLV|6RCR|7AART|8LHND|9aVULN
337	11353 61343	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ASPD|aCGEN
338	11353 61363	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9FEWX|aASPD
339	13353 51316	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LWND|4AART|5BEXP|6DUR|7RCR|8ZMB|9DMSP|aVULN
340	13353 51413	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LWND|4AART|5BEXP|6DUR|7RCR|8BELT|9VULN|aZMB
341	13353 61343	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ASPD|aCGEN
342	13353 61363	   	164.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9FEWX|aASPD
343	11311 11633	   	164.37	DCR|3DMG|2AART|1ZMB	139DMG|2LHND|4MLV|5ZMB|6RCR|7ERES|8aAART
344	12662 13633	   	164.37	DCR|3DMG|2AART|1ZMB	159DMG|2FEWX|3CGEN|4ERES|6RCR|7ZMB|8aAART
345	13311 11633	   	164.37	DCR|3DMG|2AART|1ZMB	139DMG|2LWND|4MLV|5ZMB|6RCR|7ERES|8aAART
346	15311 11633	   	164.37	DCR|3DMG|2AART|1ZMB	139DMG|2BEXP|4MLV|5ZMB|6RCR|7ERES|8aAART
347	16322 13633	   	164.37	DCR|3DMG|2AART|1ZMB	129DMG|2BPWR|3ERES|4CGEN|5FEWX|6RCR|7ZMB|8aAART
348	44313 11243	   	164.32	ACR|2VULN|2DMG|2ZMB|1DUR	1CGEN|2RCR|3aDMG|4LWND|5RPLT|6DUR|7aVULN|8TLV|9aZMB|aBPWR
349	11353 43511	 * 	164.32	DCR|2AART|2DMG|1VULN|1CDMG	13DMG|2LHND|49AART|5BEXP|6CDMG|7VULN|8RPLT|aRCR
350	13353 42511	   	164.32	DCR|2AART|2DMG|1VULN|1CDMG	13DMG|2LWND|49AART|5BEXP|6CDMG|7VULN|8RPLT|aRCR
351	13355 22511	   	164.32	DCR|2AART|2DMG|1VULN|1CDMG	13DMG|2LWND|49AART|5CDMG|6LHND|7VULN|8RPLT|aRCR
352	44133 13121	   	164.30	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3LIT|4RMIN|56aVULN|7DMG|8BEXP|9AART
353	44133 13421	   	164.30	ACR|3VULN|1AART|1DMG	1CGEN|2RCR|3LIT|4RMIN|56aVULN|7DMG|8LWND|9AART
354	11353 36333	   	164.27	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LHND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9DUST|aZMB
355	13353 36333	   	164.27	DCR|3DMG|1AART|2ASPD|1ZMB	137DMG|2LWND|4AART|57BEXP|67ASPD|7BPWR|8RCR|9DUST|aZMB
356	11353 61341	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ASPD|aTLV
357	11353 61352	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ERES|aASPD
358	11353 61353	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LHND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ERES|aDUR
359	13353 61341	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ASPD|aTLV
360	13353 61352	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ERES|aASPD
361	13353 61353	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LWND|4AART|5BEXP|6VULN|7RCR|8ZMB|9ERES|aDUR
362	11361 11633	   	164.27	DCR|3DMG|2AART|1ZMB	139DMG|2LHND|4TLV|5ZMB|6RCR|7ERES|8aAART
363	13361 11633	   	164.27	DCR|3DMG|2AART|1ZMB	139DMG|2LWND|4TLV|5ZMB|6RCR|7ERES|8aAART
364	15361 11633	   	164.27	DCR|3DMG|2AART|1ZMB	139DMG|2BEXP|4TLV|5ZMB|6RCR|7ERES|8aAART
365	16431 11633	   	164.27	DCR|3DMG|2AART|1ZMB	129DMG|2BPWR|3TLV|4LWND|5ZMB|6RCR|7ERES|8aAART
366	11552 22533	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LHND|3RPLT|49VULN|5CDMG|6RCR|7BELT|8ZMB
367	13512 24231	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LWND|3RPLT|4BEXP|5CDMG|6RCR|7ZMB|89VULN
368	15422 24231	   	164.26	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2BEXP|3LWND|4RPLT|5CDMG|6RCR|7ZMB|89VULN
369	16411 11633	   	164.17	DCR|3DMG|2AART|1ZMB	129DMG|2BPWR|3TLV|4DUST|5ZMB|6RCR|7ERES|8aAART
370	31362 13633	   	164.17	DCR|3DMG|2AART|1ZMB	1DUST|2TLV|359DMG|4ERES|6RCR|7ZMB|8aAART
371	16124 31216	   	164.11	DCR|3DMG|2VULN|1CDMG	126DMG|2BPWR|3RPLT|4CDMG|5MLV|7aVULN|8RCR|9LWND
372	44333 27331	   	164.00	ACR|2DMG|1AART|1VULN|2ZMB	1CGEN|2RCR|39DMG|4RPLT|57ZMB|6MBVNT|8AART|aVULN
373	16126 31421	 * 	163.99	DCR|3DMG|1VULN|2CDMG|2ASPD	126DMG|2BPWR|3RPLT|4aCDMG|58ASPD|7VULN|9RCR
374	11332 55125	   	163.97	DCR|2DMG|3CDMG|1AART|1ZMB	13DMG|2LHND|49aCDMG|5CGEN|6RCR|7AART|8ZMB
375	13332 55125	   	163.97	DCR|2DMG|3CDMG|1AART|1ZMB	13DMG|2LWND|49aCDMG|5CGEN|6RCR|7AART|8ZMB
376	11353 61413	   	163.91	DCR|2VULN|2DMG|1AART	13DMG|2LHND|4AART|5BEXP|6aVULN|7RCR|8BELT|9TLV
377	13353 61413	   	163.91	DCR|2VULN|2DMG|1AART	13DMG|2LWND|4AART|5BEXP|6aVULN|7RCR|8BELT|9TLV
378	44235 32313	   	163.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1CGEN|2RCR|3aFEWX|4CDMG|5AART|6TLV|7aVULN|8ASPD|9aDUR|aBPWR
379	11332 45342	   	163.90	DCR|3DMG|1AART|1CDMG|2DUR	139DMG|29LHND|4CDMG|5aCGEN|69DUR|7AART|8RCR|9BPWR
380	11332 45343	   	163.90	DCR|3DMG|1AART|1CDMG|2DUR	139DMG|29LHND|4CDMG|5CGEN|69DUR|7AART|8RCR|9BPWR|aDMSP
381	13332 45342	   	163.90	DCR|3DMG|1AART|1CDMG|2DUR	139DMG|29LWND|4CDMG|5aCGEN|69DUR|7AART|8RCR|9BPWR
382	13332 45343	   	163.90	DCR|3DMG|1AART|1CDMG|2DUR	139DMG|29LWND|4CDMG|5CGEN|69DUR|7AART|8RCR|9BPWR|aDMSP
383	13336 14522	   	163.89	DCR|2DMG|1AART|1VULN|2CDMG	13DMG|26LWND|49CDMG|5MBVNT|7RCR|8AART|aVULN
384	12355 35222	   	163.87	DCR|2AART|2VULN|1DMG|1ASPD|1SELL	1DMG|2FEWX|3SELL|48VULN|5aAART|6TLV|7RCR|9ASPD
385	13342 34336	   	163.87	DCR|3DMG|2VULN|1ZMB	135DMG|2LWND|4FEWX|6ZMB|7RCR|8CGEN|9aVULN
386	12552 11422	   	163.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DMG|2FEWX|3RPLT|4RCR|5CDMG|68ASPD|7VULN|9ZMB|aAART
387	44335 12211	   	163.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15CGEN|2RCR|3DMG|4RPLT|6ZMB|7AART|8VULN|9DUR|aCDMG
388	12552 11532	   	163.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2FEWX|3RPLT|4RCR|5CDMG|6ASPD|7VULN|8MGNSTR|aAART
389	12552 21422	   	163.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2FEWX|3RPLT|4RCR|5CDMG|6RMIN|79VULN|8ASPD|aAART
390	16122 23664	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3RPLT|4CDMG|5DUR|6ERES|7RCR|8MBVNT|9AART|aVULN
391	12355 23323	   	163.77	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DMG|2FEWX|3SELL|47VULN|5AART|6DMSP|8RCR|9CDMG|aASPD
392	12355 24323	   	163.77	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	17DMG|2FEWX|3SELL|4VULN|5AART|6DMSP|8RCR|9CDMG|aASPD
393	11342 34126	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2LHND|4FEWX|6ZMB|7RCR|8aVULN|9TLV
394	13342 34126	   	163.77	DCR|3DMG|2VULN|1ZMB	135DMG|2LWND|4FEWX|6ZMB|7RCR|8aVULN|9TLV
395	16321 13631	 * 	163.71	DCR|3DMG|1AART|2ZMB|1DUR	129DMG|2BPWR|3ERES|4CGEN|5DUR|6RCR|7aZMB|8AART
396	13352 54323	   	163.67	DCR|3DMG|2AART|1ZMB	136DMG|2LWND|4aAART|5ZMB|7LHND|8RCR|9RCVC
397	13352 55323	   	163.67	DCR|3DMG|2AART|1ZMB	136DMG|2LWND|4aAART|5ZMB|7BEXP|8RCR|9RCVC
398	13311 11236	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LWND|4MLV|5ZMB|6RCR|7ERES|8DUR|9AART|aVULN
399	13361 11236	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13DMG|2LWND|4TLV|5ZMB|6RCR|7ERES|8DUR|9AART|aVULN
400	16431 11236	   	163.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	12DMG|2BPWR|3TLV|4LWND|5ZMB|6RCR|7ERES|8DUR|9AART|aVULN
401	12552 11242	   	163.56	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1DMG|2FEWX|3RPLT|4RCR|59CDMG|6ASPD|7VULN|8ZMB|aAART
402	16152 21334	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3RPLT|4VULN|5BELT|6DMSP|7RCR|8CDMG|9DUR|aAART
403	16121 33451	   	163.41	DCR|3DMG|1AART|1CDMG|1ZMB|1ASPD	126DMG|2BPWR|3RPLT|4CDMG|5ZMB|7BEXP|8ASPD|9AART|aRCR
404	44323 35123	   	163.37	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	15CGEN|2RCR|36DMG|4ASPD|7CDMG|8ZMB|9DUR|aVULN
405	11311 14425	   	163.37	DCR|2DMG|3CDMG|1AART|1ZMB	13DMG|2LHND|4MLV|5ZMB|6RCR|79aCDMG|8AART
406	13311 14425	   	163.37	DCR|2DMG|3CDMG|1AART|1ZMB	13DMG|2LWND|4MLV|5ZMB|6RCR|79aCDMG|8AART
407	16123 16324	 * 	163.33	ACR|3DMG|2AART|1CDMG	12aDMG|2BPWR|3RPLT|4CDMG|5RCR|6FEWX|78AART|9MLV
408	13336 14313	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|26LWND|4CDMG|5MBVNT|7RCR|8VULN|9ASPD|aAART
409	12355 35123	   	163.27	DCR|2VULN|2DMG|1AART|1SELL	1aDMG|2FEWX|3SELL|4aVULN|5AART|6TLV|7RCR|8LHND|9aCGEN|aBPWR
410	16123 16521	   	163.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12DMG|2BPWR|3aRPLT|4CDMG|5RCR|6FEWX|7AART|8DUR|9VULN
411	65322 42834	   	163.22	DCR|2VULN|2DMG|2CDMG|1ASPD	1RCVC|27DUST|3MBVNT|4ASPD|57DMG|67VULN|7BPWR|8aCDMG|9RCR
412	14321 82213	   	163.18	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|2RMIN|3MBVNT|4ASPD|5aCDMG|6RCR|7AART|8VULN|9DUR
413	16115 53313	   	163.17	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	12DMG|2BPWR|3RPLT|4SELL|5CDMG|6RMIN|7RCR|8VULN|9ASPD|aAART
414	16541 12122	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	12DMG|2BPWR|3RMIN|4DUR|5ZMB|6RCR|7BEXP|8NUKE|9VULN|aAART
415	13332 55163	   	163.06	DCR|2DMG|2AART|1CDMG|1ZMB	13DMG|2LWND|4CDMG|5CGEN|6RCR|7aAART|8ZMB|9MLV
416	44324 22314	   	163.02	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2RCR|37DMG|4ASPD|5RPLT|6MBVNT|8AART|9DUR|aVULN
417	12135 55332	   	163.02	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2FEWX|3LIT|47aVULN|5CGEN|6AART|8DUR|9RCR
418	44321 43323	   	163.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2RCR|3aDMG|4ASPD|5CDMG|69VULN|7RPLT|8FEWX
419	16113 16522	   	162.99	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1SELL	12DMG|2BPWR|3RPLT|4SELL|5RCR|6FEWX|7AART|8DUR|9VULN|aCDMG
420	14314 25183	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2RMIN|3MBVNT|4LWND|5aDUR|6RCR|7ZMB|8BEXP|9aVULN|aBPWR
421	14314 25383	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2RMIN|3MBVNT|4LWND|5aDUR|6RCR|7ZMB|8FEWX|9aVULN|aBPWR
422	12136 65332	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2FEWX|3LIT|45aVULN|6AART|7ERES|8DUR|9RCR
423	14341 25433	   	162.85	DCR|2VULN|2DMG|2DUR|1ZMB	1aDMG|2RMIN|3MBVNT|4aDUR|5LWND|6RCR|7ZMB|8aVULN|9LEGI|aBPWR
424	11332 45311	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9BEXP|aVULN
425	11332 45335	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aBELT
426	11332 45336	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5aCGEN|6DUR|7AART|8RCR|9VULN
427	11332 45361	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9MLV|aVULN
428	12615 25321	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	16DMG|2FEWX|3CGEN|4LWND|5CDMG|7AART|8RCR|9ASPD|aVULN
429	13332 45311	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9BEXP|aVULN
430	13332 45335	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aBELT
431	13332 45336	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5aCGEN|6DUR|7AART|8RCR|9VULN
432	13332 45361	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9MLV|aVULN
433	15332 45331	   	162.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2BEXP|4CDMG|5CGEN|6DUR|7AART|8RCR|9MLV|aVULN
434	12232 45331	   	162.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|23FEWX|4CDMG|5CGEN|6DUR|7AART|8RCR|9aVULN
435	12245 21251	   	162.79	DCR|2DMG|1AART|1VULN|3ASPD	19DMG|234FEWX|579ASPD|6AART|8RCR|9BPWR|aVULN
436	11332 25321	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2LHND|4CDMG|5CGEN|6DUST|7AART|8RCR|9ASPD|aVULN
437	11332 45332	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aERES
438	11332 45333	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aDUST
439	11332 45351	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LHND|4CDMG|5CGEN|6DUR|7AART|8RCR|9ERES|aVULN
440	13332 25321	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2LWND|4CDMG|5CGEN|6DUST|7AART|8RCR|9ASPD|aVULN
441	13332 45332	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aERES
442	13332 45333	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9VULN|aDUST
443	13332 45351	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2LWND|4CDMG|5CGEN|6DUR|7AART|8RCR|9ERES|aVULN
444	15332 45321	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	13DMG|2BEXP|4CDMG|5CGEN|6DUR|7AART|8RCR|9DUST|aVULN
445	11342 44121	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8RMIN|9VULN|aMLV
446	11342 44122	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4aFEWX|6RCR|7AART|8RMIN|9VULN
447	11342 44312	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8LIT|9BEXP|aVULN
448	11342 44323	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8LIT|9CGEN|aVULN
449	13342 44121	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LWND|4FEWX|6RCR|7AART|8RMIN|9VULN|aMLV
450	13342 44122	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LWND|4aFEWX|6RCR|7AART|8RMIN|9VULN
451	13342 44312	   	162.68	DCR|3DMG|1AART|1VULN	135DMG|2LWND|4FEWX|6RCR|7AART|8LIT|9BEXP|aVULN
452	14631 14313	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3RCVC|4LWND|5ZMB|6RCR|7CDMG|8VULN|9ASPD|aAART
453	11332 55326	   	162.58	DCR|3DMG|1AART|2CDMG	13aDMG|2LHND|49CDMG|5CGEN|6RCR|7AART|8RMIN
454	11342 44221	   	162.58	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8TLV|9VULN|aMLV
455	11342 44222	   	162.58	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8TLV|9VULN|aBEXP
456	11342 44333	   	162.58	DCR|3DMG|1AART|1VULN	135DMG|2LHND|4FEWX|6RCR|7AART|8LIT|9ERES|aVULN
457	13332 55326	   	162.58	DCR|3DMG|1AART|2CDMG	13aDMG|2LWND|49CDMG|5CGEN|6RCR|7AART|8RMIN
458	13342 44221	   	162.58	DCR|3DMG|1AART|1VULN	135DMG|2LWND|4FEWX|6RCR|7AART|8TLV|9VULN|aMLV
459	13342 44222	   	162.58	DCR|3DMG|1AART|1VULN	135DMG|2LWND|4FEWX|6RCR|7AART|8TLV|9VULN|aBEXP
460	13336 82333	   	162.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|28LWND|4CDMG|5MBVNT|6ZMB|7VULN|9RCR|aAART
461	16524 33332	   	162.58	DCR|3DMG|1VULN|1CDMG|1FLTHEA	12aDMG|2BPWR|3RMIN|4CGEN|5DMSP|6FLTHEA|7RCR|8CDMG|9VULN
462	14611 14313	   	162.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DMG|2RMIN|3RCVC|4DUST|5ZMB|6RCR|7CDMG|8VULN|9ASPD|aAART
463	44132 22612	   	162.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3LIT|4RMIN|5DMG|6aVULN|7ASPD|8DUR|9AART
464	44132 26112	   	162.52	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3LIT|4RMIN|5DMG|6aVULN|7DUR|8ASPD|9AART
465	44333 33331	   	162.45	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2RCR|39DMG|4RPLT|5ZMB|6LHND|7RCVC|8AART|aVULN
466	13311 14463	   	162.36	DCR|2DMG|2AART|1CDMG|1ZMB	13DMG|2LWND|4MLV|5ZMB|6RCR|7CDMG|8aAART|9TLV
467	15311 14236	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	13aDMG|28BEXP|4MLV|5ZMB|6RCR|7CDMG|9VULN
468	12552 31223	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2FEWX|3RPLT|4RCR|5CDMG|6CGEN|79VULN|8ZMB
469	12555 31333	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2FEWX|3RPLT|4RCR|5ZMB|6CDMG|79VULN|8BELT
470	12556 31223	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2FEWX|3RPLT|4RCR|5CGEN|6CDMG|79VULN|8ZMB
471	13555 31131	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LWND|3RPLT|4RCR|5ZMB|6CDMG|79VULN|8BEXP
472	13555 31331	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LWND|3RPLT|4RCR|5ZMB|6CDMG|79VULN|8FEWX
473	13555 33231	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LWND|3RPLT|4RCR|5ZMB|6CDMG|7BEXP|89VULN
474	11311 14347	   	162.23	DCR|3DMG|1VULN|1CDMG|1ZMB	13aDMG|2LHND|4MLV|5ZMB|6RCR|7CDMG|8VULN|9MBVNT
475	13353 52633	 * 	162.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	13DMG|2LWND|4AART|5BEXP|6DUR|7LIT|8VULN|9RCR|aFLTHEA
476	13353 62233	   	162.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	13DMG|2LWND|4AART|5BEXP|6VULN|7LIT|8DUR|9RCR|aFLTHEA
477	13356 62233	   	162.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	13DMG|2LWND|4AART|5FEWX|6VULN|7LIT|8DUR|9RCR|aFLTHEA
478	13342 42421	   	162.20	DCR|3DMG|2VULN|1DUR	135DMG|2LWND|4FEWX|6RCR|7LHND|8DUR|9aVULN
479	11342 46321	   	162.20	DCR|3DMG|2VULN|1DUR	135DMG|2LHND|4FEWX|6RCR|79VULN|8LWND|aDUR
480	16123 61631	   	162.19	ACR|3DMG|1AART|1CDMG|1ZMB	129DMG|2BPWR|3RPLT|4CDMG|5RCR|6CGEN|7ERES|8AART|aZMB
481	16131 61124	   	162.18	DCR|3DMG|1VULN|2CDMG|1DUR	126DMG|2BPWR|3RPLT|4BEXP|5DUR|7RCR|8aCDMG|9VULN
482	14321 82711	   	162.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMG|2RMIN|3MBVNT|4ASPD|5CDMG|6RCR|7AART|89DUR|aVULN
483	16311 14326	   	162.13	DCR|3DMG|1VULN|1CDMG|1ZMB	12aDMG|2BPWR|3ERES|4DUST|5ZMB|6RCR|7CDMG|8VULN|9LHND
484	13331 53623	   	162.11	DCR|3DMG|1AART|1CDMG|1ASPD	138DMG|28LWND|4CDMG|5ERES|6RCR|78FEWX|8BPWR|9AART|aASPD
485	15331 51623	   	162.11	DCR|3DMG|1AART|1CDMG|1ASPD	138DMG|28BEXP|4CDMG|5ERES|6RCR|78LWND|8BPWR|9AART|aASPD
