0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
326	23671 21621	   	154.35	DCR|2AART|2VULN|1ZMB|1DUR	1DLOT|2aAART|3MBVNT|4DUR|59VULN|6LHND|7ZMB|8RCR
327	16133 13552	   	154.35	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9BEXP|aDUR
328	23645 31522	   	154.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7LIT|8CDMG|aDUST
329	23645 33414	   	154.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|59VULN|6RCR|7RPLT|8CDMG|aTLV
330	23645 35341	   	154.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8DUST|9CDMG|aLWND
331	23645 35342	   	154.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8DUST|9CDMG|aCGEN
332	23645 35343	   	154.32	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|57VULN|6RCR|8DUST|9CDMG|aDMSP
333	62153 31521	   	154.28	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4BEXP|5AART|678VULN|9MLV|aRCR
334	62153 31631	   	154.28	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4BEXP|5AART|679VULN|8RMIN|aRCR
335	23671 11621	   	154.25	DCR|2AART|2VULN|1ZMB|1DUR	1DLOT|2aAART|3MBVNT|4DUR|59VULN|6DUST|7ZMB|8RCR
336	16133 13522	   	154.25	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|78AART|9DUST|aDUR
337	23674 38214	   	154.19	ACR|2VULN|1AART|1DMG|1DUR	1DLOT|2AART|3MBVNT|4DUR|5RCR|6DUST|79VULN|8RCVC|aDMG
338	62133 31521	   	154.18	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4DUST|5AART|678VULN|9MLV|aRCR
339	62133 31631	   	154.18	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4DUST|5AART|679VULN|8RMIN|aRCR
340	66133 31521	   	154.18	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3DMG|4DUST|5AART|678VULN|9MLV|aRCR
341	66133 31631	   	154.18	DCR|3VULN|1AART|1DMG	1LHND|2BEXP|3DMG|4DUST|5AART|679VULN|8RMIN|aRCR
342	62133 21164	   	154.18	DCR|3DMG|1AART|1VULN	16LHND|2FEWX|379DMG|4DUST|5AART|8VULN|aRCR
343	23645 13253	   	154.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2AART|3MBVNT|4ZMB|5aVULN|6CDMG|7DUR|8RPLT|9RCR
344	51533 35131	   	154.12	ACR|1AART|1VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7FEWX|8VULN|9ZMB|aAART
345	33122 53661	   	154.11	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD|2MSE	12MSE|3aVULN|4ASPD|5ZMB|69DMG|7AART|8RCR
346	61163 23243	 * 	154.09	DCR|3VULN|1AART|2DUR|1ASPD	17LHND|2ASPD|3RPLT|47aVULN|57DUR|6LEGI|7BPWR|8AART|9RCR
347	62133 31551	   	154.08	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4DUST|5AART|678VULN|9TLV|aRCR
348	12531 64814	   	154.05	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2BASICY|3DUR|4MBVNT|5aVULN|6AART|7CDMG|8RCR|9ZMB
349	51533 32631	   	154.02	ACR|1AART|1VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7VULN|8DUST|9ZMB|aAART
350	23624 64441	 * 	153.99	ACR|2DMG|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|4aFEWX|5RCR|6aZMB|7TLV|8CDMG|9aDMG|aBPWR
351	23624 66441	   	153.99	ACR|2DMG|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|4aFEWX|5RCR|6aZMB|7ERES|8CDMG|9aDMG|aBPWR
352	52161 12235	 * 	153.98	DCR|2VULN|2DMG|2DUR|1ASPD	1ASPD|2MLV|3aVULN|4BEXP|59DMG|67DUR|8RCR
353	23216 66331	   	153.83	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|29AART|3RPLT|4RCVC|5DMG|6RCR|7ASPD|8VULN|aLWND
354	23216 66332	   	153.83	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|29AART|3RPLT|4RCVC|5DMG|6RCR|7ASPD|8VULN|aBELT
355	21623 53322	   	153.82	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7CDMG|8BEXP|9ZMB
356	23231 16626	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9RCVC|aZMB
357	56211 14712	   	153.76	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|259VULN|3ZMB|4LIT|6MBVNT|7LEGI|8RCR|aAART
358	23216 66333	   	153.73	DCR|2AART|1VULN|1DMG|1ASPD	1DLOT|29AART|3RPLT|4RCVC|5DMG|6RCR|7ASPD|8VULN|aDUST
359	21623 53522	   	153.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7CDMG|8ZMB|9DUST
360	26141 32611	   	153.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2RPLT|39VULN|4ZMB|5CDMG|6FEWX|7AART|8RCR|aDUR
361	21634 26213	   	153.57	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|37AART|4aDMG|5CGEN|6VULN|8aLHND|9RCR|aBPWR
362	21633 24213	   	153.57	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7MLV|8aLHND|9RCR|aBPWR
363	21633 24513	   	153.57	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7MLV|8aFEWX|9RCR|aBPWR
364	23231 13645	   	153.57	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3RPLT|4FEWX|5aVULN|6CDMG|79ZMB|8RCR
365	26141 12611	   	153.55	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2RPLT|39VULN|4ZMB|5CDMG|6DUST|7AART|8RCR|aDUR
366	16133 13411	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LWND|aLHND
367	16133 13413	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LWND|aLIT
368	16133 13414	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LWND|aDMSP
369	16133 13415	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LWND|aFEWX
370	16133 13416	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|29VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LWND|aCGEN
371	15143 13513	   	153.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2LHND|3RPLT|4ZMB|5RCR|6DMG|7AART|8FEWX|9aVULN
372	21633 12213	   	153.47	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6ERES|7VULN|8aLHND|9RCR|aBPWR
373	21633 12513	   	153.47	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6ERES|7VULN|8aFEWX|9RCR|aBPWR
374	21633 22413	   	153.47	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7DUST|8aCGEN|9RCR|aBPWR
375	21633 23213	   	153.47	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7ERES|8aLHND|9RCR|aBPWR
376	21633 23513	   	153.47	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7ERES|8aFEWX|9RCR|aBPWR
377	51533 33225	   	153.46	ACR|1AART|1VULN|3ASPD|1DMG|1DUR	124ASPD|2BPWR|3DMG|5RCR|6BEXP|7RCVC|8AART|9VULN|aDUR
378	16133 13212	 * 	153.46	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2VULN|3RPLT|49ZMB|5RCR|6DMG|7AART|8LIT|aCDMG
379	16133 13612	   	153.45	ACR|2VULN|1AART|1DMG|1ZMB	18ERES|2aVULN|3RPLT|4ZMB|5RCR|6DMG|7AART|9MLV
380	23263 21614	   	153.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6FEWX|7aDUR|8RCR|9VULN
381	23263 61613	   	153.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1DLOT|2AART|3RPLT|4CDMG|5DMG|6LHND|7aDUR|8RCR|9VULN
382	16422 36331	   	153.41	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|258VULN|3DUST|4BEXP|6ASPD|7AART|9CDMG|aRCR
383	23216 63151	   	153.38	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7DUR|8ZMB|9FEWX|aVULN
384	23216 63224	   	153.38	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|38RPLT|4RCVC|5DMG|6RCR|7DUR|9VULN|aZMB
385	23216 63324	   	153.38	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1DLOT|2AART|39RPLT|4RCVC|5DMG|6RCR|7DUR|8VULN|aZMB
386	23683 14121	 * 	153.35	DCR|2DMG|3ZMB|1AART	1DLOT|2AART|3MBVNT|4aERES|5aDMG|6RPLT|79aZMB|8RCR|aBPWR
387	16133 13632	   	153.35	ACR|2VULN|1AART|1DMG|1ZMB	18ERES|2aVULN|3RPLT|4ZMB|5RCR|6DMG|7AART|9TLV
388	16133 13215	 * 	153.34	ACR|3ZMB|1AART|1VULN|1DMG	1ERES|2VULN|3RPLT|49aZMB|5RCR|6DMG|7AART|8LIT
389	21633 22313	   	153.27	DCR|2AART|2DMG|1VULN	1DLOT|2aLSRREG|35AART|4aDMG|6VULN|7DUST|8aERES|9RCR|aBPWR
390	62136 31341	 * 	153.26	ACR|3DMG|1VULN|2CDMG	18LHND|2FEWX|38aDMG|4DUST|5RCR|6ERES|78CDMG|8BPWR|9VULN
391	11523 13231	   	153.17	ACR|2VULN|1AART|2ZMB|2DUR	123ERES|29BPWR|4RCR|5AART|69DUR|79VULN|89ZMB|aLIT
392	11523 52261	   	153.17	ACR|2VULN|1AART|2ZMB|2DUR	123ERES|2aBPWR|4RCR|5AART|6aVULN|7LWND|8aZMB|9aDUR
393	12433 54231	   	153.16	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2BASICY|3LIT|4DMG|57VULN|6RCR|8AART|9MLV|aDUR
394	51533 21115	 * 	153.16	ACR|3DMG|1VULN|3ASPD	124ASPD|2BPWR|38aDMG|5RCR|6RMIN|7VULN|9LHND
395	51533 15113	   	153.16	ACR|3DMG|1VULN|3ASPD	124ASPD|2BPWR|39aDMG|5RCR|6LWND|7FEWX|8VULN
396	23322 12322	 * 	153.08	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1DLOT|2AART|3ASPD|48DUR|5LHND|6CDMG|79VULN|aRCR
397	23324 11322	   	153.08	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1DLOT|2AART|3ASPD|48DUR|59VULN|6CDMG|7LHND|aRCR
398	23324 13222	   	153.08	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1DLOT|2AART|3ASPD|47DUR|59VULN|6CDMG|8FEWX|aRCR
399	23326 13622	   	153.08	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1DLOT|2AART|3ASPD|47DUR|5FEWX|6CDMG|89VULN|aRCR
400	53112 51232	   	153.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CGEN|3VULN|47LIT|59AART|6DMG|8CDMG|aRCR
401	53112 53232	   	153.07	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|27CGEN|3VULN|4LIT|59AART|6DMG|8CDMG|aRCR
402	16133 14211	   	153.07	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|28VULN|3RPLT|4ZMB|5RCR|6aDMG|7ASPD|9BEXP
403	16133 14231	   	153.07	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|28VULN|3RPLT|4ZMB|5RCR|6aDMG|7ASPD|9LWND
404	16133 14261	   	153.07	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|28VULN|3RPLT|4ZMB|5RCR|6aDMG|7ASPD|9LHND
405	16133 43315	   	153.07	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LSRICY|89DMG|aASPD
406	16133 62315	   	153.07	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|26VULN|3RPLT|4ZMB|5RCR|7MGNSTR|89DMG|aASPD
407	11523 13234	   	153.07	ACR|2VULN|1AART|2ZMB|2DUR	123ERES|29BPWR|4RCR|5AART|69DUR|79VULN|89ZMB|aTLV
408	51533 11113	   	153.06	ACR|3DMG|1VULN|3ASPD	124ASPD|2BPWR|39aDMG|5RCR|6LWND|7MBVNT|8VULN
409	51533 12613	   	153.06	ACR|3DMG|1VULN|3ASPD	124ASPD|2BPWR|39aDMG|5RCR|6LWND|7VULN|8DUST
410	51533 61113	   	153.06	ACR|3DMG|1VULN|3ASPD	124ASPD|2BPWR|39aDMG|5RCR|6LHND|7MBVNT|8VULN
411	41223 53631	 * 	153.04	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1BEXP|24ASPD|39ZMB|5LHND|6DMG|7AART|8RCR|aVULN
412	42121 33631	   	153.04	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1BEXP|2FEWX|3DMG|49ZMB|56ASPD|7AART|8RCR|aVULN
413	51312 53631	   	153.04	DCR|1AART|1DMG|1VULN|2ZMB|2ASPD	12ASPD|2BPWR|3BEXP|4LHND|59ZMB|6DMG|7AART|8RCR|aVULN
414	61261 33631	   	153.04	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1LHND|26ASPD|39ZMB|4BEXP|5DMG|7AART|8RCR|aVULN
415	62121 33631	   	153.04	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1LHND|2FEWX|3DMG|49ZMB|56ASPD|7AART|8RCR|aVULN
416	66121 33631	   	153.04	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1LHND|2BEXP|3DMG|49ZMB|56ASPD|7AART|8RCR|aVULN
417	23216 61351	   	153.03	DCR|2VULN|1AART|1DMG	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7LHND|89VULN|aLWND
418	23216 61352	   	153.03	DCR|2VULN|1AART|1DMG	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7LHND|89VULN|aCGEN
419	23216 61353	   	153.03	DCR|2VULN|1AART|1DMG	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7LHND|89VULN|aDMSP
420	23216 61621	   	153.03	DCR|2DMG|1AART|1VULN	1DLOT|2AART|3RPLT|4RCVC|58DMG|6RCR|7LHND|9VULN|aLWND
421	23216 61622	   	153.03	DCR|2DMG|1AART|1VULN	1DLOT|2AART|3RPLT|4RCVC|58DMG|6RCR|7LHND|9VULN|aCGEN
422	23216 61623	   	153.03	DCR|2DMG|1AART|1VULN	1DLOT|2AART|3RPLT|4RCVC|58DMG|6RCR|7LHND|9VULN|aDMSP
423	11523 61142	   	153.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	123ERES|2BPWR|4RCR|5AART|6LIT|7CDMG|8DMG|9VULN|aZMB
424	11523 63216	   	153.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	123ERES|2BPWR|4RCR|5AART|6LIT|7ZMB|8VULN|9CDMG|aDMG
425	11523 66212	   	153.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	123ERES|2BPWR|4RCR|5AART|6LIT|7DMG|8VULN|9CDMG|aZMB
426	12152 45223	   	152.99	ACR|3VULN|2DMG	1aERES|2BASICY|39aVULN|4LIT|5RCR|6LHND|7RCVC|8aDMG|aBPWR
427	42132 53521	   	152.98	DCR|3VULN|1AART|1DMG	1BEXP|2FEWX|3DMG|4DUST|568VULN|7AART|9MLV|aRCR
428	42132 53631	   	152.98	DCR|3VULN|1AART|1DMG	1BEXP|2FEWX|3DMG|4DUST|569VULN|7AART|8RMIN|aRCR
429	62132 53521	   	152.98	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4DUST|568VULN|7AART|9MLV|aRCR
430	62132 53631	   	152.98	DCR|3VULN|1AART|1DMG	1LHND|2FEWX|3DMG|4DUST|569VULN|7AART|8RMIN|aRCR
431	16133 14251	   	152.97	ACR|2VULN|2DMG|1ZMB|1ASPD	1ERES|28VULN|3RPLT|4ZMB|5RCR|6aDMG|7ASPD|9DUST
432	41421 33631	   	152.94	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1BEXP|26ASPD|3DUST|49ZMB|5DMG|7AART|8RCR|aVULN
433	61421 33631	   	152.94	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD	1LHND|26ASPD|3DUST|49ZMB|5DMG|7AART|8RCR|aVULN
434	11523 13531	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6DUR|78VULN|9LWND|aDMG
435	11523 13541	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6DUR|78VULN|9LHND|aDMG
436	11523 13561	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6DUR|78VULN|9DMG|aLIT
437	11523 13563	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6DUR|78VULN|9DMG|aLHND
438	11523 66231	   	152.88	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6LIT|7DMG|89VULN|aDUR
439	16133 12132	   	152.85	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9DMSP
440	23627 83314	   	152.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3MBVNT|4FEWX|5LIT|6RCR|7DMG|8CDMG|9DUR|aVULN
441	51535 21121	   	152.79	DCR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9ZMB|aLWND
442	51535 21123	   	152.79	DCR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9ZMB|aBEXP
443	11523 13511	   	152.78	ACR|2VULN|1AART|1DMG|1DUR	123ERES|2BPWR|4RCR|5AART|6DUR|78VULN|9DUST|aDMG
444	51422 53123	 * 	152.78	DCR|3VULN|1AART|3ASPD	123ASPD|2BPWR|4DUST|569VULN|7AART|8BELT|aRCR
445	16133 12146	   	152.75	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2aVULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9VENICY
446	51533 11383	   	152.75	ACR|2DMG|1AART|3ASPD|1ZMB	124ASPD|2BPWR|39DMG|5RCR|6LWND|7MBVNT|8AART|aZMB
447	51535 21124	   	152.69	DCR|2VULN|3ASPD|1DMG|1ZMB	124ASPD|2BPWR|3DMG|58VULN|6RCR|7MBVNT|9ZMB|aERES
448	23511 42411	   	152.69	DCR|2AART|2VULN|1DUR|1ASPD	1DLOT|23AART|4ASPD|5DMSP|69VULN|7RCR|8DUR|aERES
449	23511 42413	   	152.69	DCR|2AART|2VULN|1ASPD|1DUR	1DLOT|23AART|4ASPD|5DMSP|69VULN|7RCR|8DUR|aDUST
450	23322 64332	   	152.67	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|5LHND|6LWND|7VULN|8CDMG|9RCR|aDMG
451	23324 42332	   	152.67	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DLOT|2AART|3ASPD|4DUR|5VULN|6LWND|7LHND|8CDMG|9RCR|aDMG
452	23322 12136	   	152.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|29AART|3ASPD|4DUR|5LHND|6CDMG|7VULN|8ZMB|aRCR
453	23324 11136	   	152.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|29AART|3ASPD|4DUR|5VULN|6CDMG|7LHND|8ZMB|aRCR
454	23324 33146	   	152.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|28AART|3ASPD|4DUR|5VULN|6ZMB|7CDMG|9LHND|aRCR
455	23324 33156	   	152.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|28AART|3ASPD|4DUR|5VULN|6ZMB|7CDMG|9FEWX|aRCR
456	23326 33336	   	152.65	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|29AART|3ASPD|4DUR|5FEWX|6ZMB|7CDMG|8VULN|aRCR
457	23231 16631	   	152.64	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2aAART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9CGEN
458	23234 13215	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7ZMB|8LWND|9VULN|aDMG
459	23234 13315	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5RCR|6CDMG|7ZMB|8BEXP|9VULN|aDMG
460	53125 24233	   	152.58	DCR|2VULN|2DMG|3ASPD	147ASPD|2CGEN|37VULN|57DMG|6RCVC|7BPWR|8LHND|9RPLT|aRCR
461	23324 12136	   	152.55	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DLOT|29AART|3ASPD|4DUR|5VULN|6CDMG|7DUST|8ZMB|aRCR
462	23241 16631	   	152.54	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2aAART|3RPLT|4DUST|5VULN|6CDMG|7DMG|8RCR|9CGEN
463	23244 13115	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5RCR|6CDMG|7ZMB|8FEWX|9VULN|aDMG
464	23244 13315	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5RCR|6CDMG|7ZMB|8BEXP|9VULN|aDMG
465	23624 63416	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4FEWX|5RCR|6ZMB|7RPLT|8CDMG|9VULN|aDMG
466	42421 62312	 * 	152.46	DCR|2VULN|1AART|3DUR|1CDMG	1BEXP|2FEWX|357DUR|49VULN|6AART|8RCR|aCDMG
467	23511 42115	   	152.46	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|4aASPD|5DMSP|69VULN|7RCR|8FEWX
468	53132 46223	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|37VULN|4MLV|5ZMB|6ERES|8RCR|9AART|aCDMG
469	53135 16223	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|37VULN|4MLV|5ERES|6ZMB|8RCR|9AART|aCDMG
470	12136 52844	   	152.37	DCR|3VULN|1AART|1CDMG	1ERES|2BASICY|369VULN|4MBVNT|5AART|7BELT|8RCR|aCDMG
471	23515 42111	   	152.36	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|45ASPD|69VULN|7RCR|8FEWX|aERES
472	23515 42113	   	152.36	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|45ASPD|69VULN|7RCR|8FEWX|aDUST
473	23511 42215	   	152.36	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|4aASPD|5DMSP|69VULN|7RCR|8DUST
474	23253 53252	   	152.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DLOT|2AART|3RPLT|4ERES|5ZMB|6ASPD|7DUR|8RCR|9VULN|aDMG
475	23633 14646	 * 	152.26	DCR|2DMG|1AART|1CDMG|1FLTHEA	1DLOT|2AART|3MBVNT|4MLV|59DMG|6RPLT|7FLTHEA|8RCR|aCDMG
476	23515 42211	   	152.26	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|45ASPD|69VULN|7RCR|8DUST|aERES
477	23515 42213	   	152.26	DCR|2AART|2VULN|2ASPD	1DLOT|23AART|45ASPD|69VULN|7RCR|8aDUST
478	16133 43421	   	152.25	ACR|2VULN|1AART|2CDMG|1ZMB	1ERES|27VULN|3RPLT|4ZMB|5RCR|6LSRICY|8aCDMG|9AART
479	16133 62421	   	152.25	ACR|2VULN|1AART|2CDMG|1ZMB	1ERES|26VULN|3RPLT|4ZMB|5RCR|7MGNSTR|8aCDMG|9AART
480	21623 53112	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2LSRREG|3AART|4LHND|5VULN|6RCR|7CDMG|8LWND|9DUR|aDMG
481	23642 35521	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LHND|6RCR|79VULN|8FEWX
482	23642 35612	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LHND|6RCR|79VULN|8RMIN
483	23644 35521	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LWND|6RCR|79VULN|8FEWX
484	23644 35612	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|5LWND|6RCR|79VULN|8RMIN
485	23645 31422	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|aFEWX
486	23645 31424	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|29AART|3MBVNT|4ZMB|58VULN|6RCR|7LIT|aRMIN
487	23645 32521	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|59VULN|6RCR|7LHND|8FEWX
488	23645 32612	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|59VULN|6RCR|7LHND|8RMIN
489	23645 35111	   	152.21	DCR|2AART|2VULN|1ZMB	1DLOT|2aAART|3MBVNT|4ZMB|57VULN|6RCR|8FEWX|9LWND
