0	Index      	 *	Score 	Summary	Detail	
1	14223 35523	 * 	207.70	DCR|5VULN|2DMG|1AART	15689VULN|2AART|3aDMG|4ERES|7RCR
326	22213 11163	   	178.47	DCR|3VULN|1AART|2CDMG|2ZMB|1DUR	1AART|27CDMG|359VULN|45ZMB|5BPWR|6DUR|8LHND|aRCR
327	22213 11363	   	178.47	DCR|3VULN|1AART|2CDMG|2ZMB|1DUR	1AART|27CDMG|359VULN|45ZMB|5BPWR|6DUR|8FEWX|aRCR
328	22213 11463	   	178.47	DCR|3VULN|1AART|2CDMG|2ZMB|1DUR	1AART|27CDMG|358VULN|45ZMB|5BPWR|6DUR|9FEWX|aRCR
329	14433 41323	   	178.37	DCR|3VULN|2DMG|1AART	15aVULN|2AART|3aDUST|46LWND|7LSRHEA|8RCR|9aDMG|aBPWR
330	14433 61323	   	178.27	DCR|3VULN|2DMG|1AART	15aVULN|2AART|36aDUST|4LWND|7LSRHEA|8RCR|9aDMG|aBPWR
331	21631 43341	   	178.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|27LIT|3DMG|47BEXP|5RCR|67VULN|7BPWR|8ZMB|9DUR|aCDMG
332	22333 64163	   	178.02	DCR|4VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|35ASPD|4567VULN|5BPWR|8LHND|9FEWX|aRCR
333	22151 24363	   	177.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1AART|2CDMG|3DMG|45DUR|6MLV|7ZMB|89VULN|aRCR
334	22131 62663	   	177.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1AART|2CDMG|3DMG|49VULN|57DUR|6ZMB|8MLV|aRCR
335	22231 62663	   	177.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1AART|2CDMG|39VULN|47DUR|5DMG|6ZMB|8MLV|aRCR
336	22333 64412	   	177.82	DCR|4VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|35ASPD|4567VULN|5BPWR|8MBVNT|9NUKE|aRCR
337	22333 64442	   	177.82	DCR|4VULN|1AART|2ASPD|1CDMG	1AART|2CDMG|35ASPD|4567VULN|5BPWR|8MBVNT|9ERES|aRCR
338	22133 23116	   	177.73	3VULN|2DMG|1AART|3CDMG|2FLTHEA|1ZMB	1AART|28aCDMG|35DMG|45aVULN|5aBPWR|6ZMB|7DUST|9aFLTHEA
339	22133 11563	   	177.72	DCR|3VULN|2DMG|1AART|2CDMG|1DUR|1MSE	1AART|27CDMG|35DMG|459VULN|5BPWR|6DUR|8MSE|aRCR
340	22133 55331	   	177.72	4VULN|3DMG|1AART|1CDMG|1FLTHEA	1AART|2CDMG|356DMG|4578VULN|5BPWR|9BEXP|aFLTHEA
