0	Index      	 *	Score 	Summary	Detail	
1	31334 41134	 * 	199.57	ACR|4VULN|1AART|1DMG|2CDMG	1679VULN|29CGEN|3RCVC|4RCR|5AART|89CDMG|9BPWR|aDMG
332	34263 23234	   	173.53	ACR|4VULN|1AART|1CDMG|1DUR	139aVULN|2CDMG|4DUR|5RCR|6AART|7BEXP|8LIT
333	33531 64213	   	173.41	DCR|3VULN|2DMG|1ZMB|1DUR	18aVULN|2LHND|38DMG|4DUR|5ZMB|6RCR|78FEWX|8BPWR|9DMSP
334	34241 21432	   	173.35	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	136VULN|2CDMG|4AART|5ZMB|7BEXP|8DUR|9ASPD|aRCR
335	24213 26223	   	173.30	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	149DUR|2CDMG|3VULN|5RCR|6AART|7DMG|8ZMB|aASPD
336	36113 26223	   	173.30	ACR|1AART|1VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	1VULN|249DUR|3CDMG|5RCR|6AART|7DMG|8ZMB|aASPD
337	33365 31236	   	173.19	DCR|3VULN|1AART|1DMG|1ZMB	179VULN|2LHND|3RPLT|4AART|5ZMB|6RCVC|8RCR|aDMG
338	21232 26434	   	173.17	ACR|3VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3TLV|4RCR|58aVULN|67AART|9CDMG
339	23113 26164	   	173.14	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aCGEN
340	23113 26165	   	173.14	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aFEWX
341	21151 24432	   	173.11	DCR|3VULN|1AART|1DMG|2DUR	13DUR|23CGEN|3BPWR|489VULN|5ERES|6AART|7RCR|aDMG
342	31333 44432	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CGEN|3RCVC|4RCR|6DMG|7AART|8BEXP|9CDMG|aZMB
343	31152 14214	   	173.08	DCR|3VULN|1AART|1DMG|1ZMB	15aVULN|2CGEN|3LWND|4AART|6RMIN|7RCR|8DMG|9ZMB
344	23113 26161	   	173.04	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aDUST
345	23113 26162	   	173.04	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aLEGI
346	23113 26163	   	173.04	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|29LHND|3CDMG|5RCR|6AART|7DMG|89VULN|9BPWR|aTLV
347	24113 26113	   	173.04	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	19aDUR|2CDMG|3aCGEN|4TLV|5RCR|6AART|7DMG|8aVULN|aBPWR
348	31433 22336	   	173.00	ACR|4VULN|1AART|1DMG	1579VULN|23CGEN|4RCR|6BEXP|8DMG|aAART
349	31433 32335	   	173.00	ACR|4VULN|1AART|1DMG	1579VULN|23CGEN|4RCR|6FEWX|8DMG|aAART
350	31334 41152	   	172.99	ACR|4VULN|1AART|1CDMG	1679VULN|2CGEN|3RCVC|4RCR|5AART|8CDMG|aLHND
351	31334 41153	   	172.99	ACR|4VULN|1AART|1CDMG	1679VULN|2aCGEN|3RCVC|4RCR|5AART|8CDMG
352	31334 41222	   	172.99	ACR|4VULN|1AART|1CDMG	167aVULN|2CGEN|3RCVC|4RCR|5AART|8LHND|9CDMG
353	34263 21332	   	172.97	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89ASPD|aRPLT
354	34263 21333	   	172.97	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89ASPD|aBEXP
355	34263 21336	   	172.97	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|6AART|89ASPD|aFEWX
356	34263 21315	   	172.96	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ASPD|aRCVC
357	33551 13332	   	172.96	DCR|2AART|2VULN|2DMG	17VULN|2LHND|39DMG|46AART|5CANSTR|8RCR|aCGEN
358	24213 26111	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38VULN|5RCR|6AART|7DMG|aLHND
359	24213 26115	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38VULN|5RCR|6AART|7DMG|aBEXP
360	24213 26116	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38VULN|5RCR|6AART|7DMG|aRMIN
361	36113 26111	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	18VULN|249DUR|3CDMG|5RCR|6AART|7DMG|aLHND
362	36113 26115	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	18VULN|249DUR|3CDMG|5RCR|6AART|7DMG|aBEXP
363	36113 26116	   	172.94	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	18VULN|249DUR|3CDMG|5RCR|6AART|7DMG|aRMIN
364	33521 42231	   	172.92	DCR|3VULN|2DMG|1CDMG|1ZMB	178VULN|2LHND|37DMG|4BEXP|5ZMB|67CGEN|7BPWR|9RCR|aCDMG
365	33163 41531	   	172.90	ACR|4VULN|1AART|2CDMG	178aVULN|24LHND|39CDMG|5RCR|6AART
366	31334 41112	   	172.89	ACR|4VULN|1AART|1CDMG	167aVULN|2CGEN|3RCVC|4RCR|5AART|8CDMG|9LEGI
367	33551 13336	   	172.86	DCR|2AART|2VULN|2DMG	17VULN|2LHND|39DMG|46AART|5CANSTR|8RCR|aERES
368	32413 12253	   	172.85	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	17VULN|2LIT|3RCR|4CDMG|5FLTHEA|6ERES|8FEWX|9DMG|aAART
369	24213 26113	   	172.84	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38VULN|5RCR|6AART|7DMG|aDUST
370	24213 26114	   	172.84	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	149DUR|2CDMG|38VULN|5RCR|6AART|7DMG|aLEGI
371	36113 26113	   	172.84	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	18VULN|249DUR|3CDMG|5RCR|6AART|7DMG|aDUST
372	36113 26114	   	172.84	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	18VULN|249DUR|3CDMG|5RCR|6AART|7DMG|aLEGI
373	31334 61134	   	172.77	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	18aVULN|2CGEN|3RCVC|4RCR|5AART|6CDMG|7DUR|9ASPD
374	31334 41421	   	172.77	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	167VULN|2CGEN|3RCVC|4RCR|5AART|8DUR|9CDMG|aASPD
375	22214 13613	   	172.75	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2LIT|3VULN|4CDMG|5LWND|6AART|7RCR|8aDMG|9ASPD
376	33511 33256	   	172.72	DCR|3VULN|2DMG|2ASPD|1ZMB	178VULN|2LHND|38DMG|4DUST|5ZMB|68ASPD|8BPWR|9RCR|aFEWX
377	32413 41353	 * 	172.67	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1VULN|2LIT|3RCR|47CDMG|5FLTHEA|6ZMB|8FEWX|9DMG|aAART
378	24213 26226	   	172.67	ACR|1AART|1VULN|1DMG|2CDMG|3DUR|1ZMB	149DUR|2aCDMG|3VULN|5RCR|6AART|7DMG|8ZMB
379	36113 26226	   	172.67	ACR|1AART|1VULN|1DMG|2CDMG|3DUR|1ZMB	1VULN|249DUR|3aCDMG|5RCR|6AART|7DMG|8ZMB
380	24232 16214	 * 	172.65	ACR|3VULN|1AART|2CDMG|3DUR	167DUR|27CDMG|379VULN|4RMIN|5RCR|7BPWR|8LWND|aAART
381	36132 16214	   	172.65	ACR|3VULN|1AART|2CDMG|3DUR	179VULN|267DUR|37CDMG|4RMIN|5RCR|7BPWR|8LWND|aAART
382	31334 61234	   	172.63	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1aVULN|2CGEN|3RCVC|4RCR|59AART|6CDMG|7DUR|8ZMB
383	33511 33253	   	172.62	DCR|3VULN|2DMG|2ASPD|1ZMB	178VULN|2LHND|38DMG|4DUST|5ZMB|68ASPD|8BPWR|9RCR|aTLV
384	31334 31424	   	172.61	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17VULN|2CGEN|36RCVC|4RCR|5AART|8DUR|9CDMG|aDMG
385	33243 62512	   	172.60	DCR|2DMG|1AART|1VULN|2DUR|1ZMB|1ASPD	1VULN|2aLHND|3ZMB|4LIT|5aDMG|6ASPD|7AART|8RCR|9aDUR|aBPWR
386	33265 31236	   	172.59	DCR|3VULN|1AART|1DMG|1ZMB	179VULN|2LHND|3ZMB|4RPLT|5AART|6RCVC|8RCR|aDMG
387	34263 31241	   	172.56	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD|1DUR	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8ZMB|aBEXP
388	34263 31242	   	172.56	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	13VULN|2CDMG|4DUR|5RCR|6ASPD|79AART|8ZMB|aLWND
389	31433 41323	   	172.55	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|23CGEN|4RCR|6DMG|8CDMG|9RPLT|aAART
390	31433 41362	   	172.55	ACR|3VULN|1AART|1DMG|1CDMG	157VULN|23CGEN|4RCR|6DMG|8CDMG|9LHND|aAART
391	25132 11366	   	172.54	ACR|3VULN|1AART|2CDMG|2DUR	19DUR|2FEWX|39CDMG|4RMIN|5RCR|6AART|789VULN|9BPWR|aRCVC
392	22441 52113	   	172.43	ACR|3VULN|2AART|1ZMB|1DUR	1DUR|2LIT|3RCR|459VULN|6CGEN|78AART|aZMB
393	34263 31132	   	172.37	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69ASPD|7AART|aRPLT
394	34263 31133	   	172.37	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69ASPD|7AART|aBEXP
395	34263 31136	   	172.37	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	138VULN|2CDMG|4DUR|5RCR|69ASPD|7AART|aFEWX
396	34263 31115	   	172.36	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|aRCVC
397	51133 14412	   	172.28	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|2ERES|3LHND|4RCR|57VULN|6DUR|8aDMG|9AART
398	31334 31156	   	172.27	ACR|3VULN|1AART|1CDMG|1ZMB	179VULN|2CGEN|36RCVC|4RCR|5AART|8CDMG|aZMB
399	31251 33335	   	172.26	DCR|2AART|2VULN|2DMG	1aVULN|2CGEN|3SNIHEL|49DMG|56AART|7ERES|8RCR
400	36336 31533	   	172.25	DCR|3VULN|1AART|2CDMG|2DUR|1ASPD	145VULN|25DUR|3RPLT|5BPWR|6ASPD|7AART|89CDMG|aRCR
401	34263 21143	   	172.18	ACR|3VULN|2AART|1CDMG|1DUR	137VULN|2CDMG|4DUR|5RCR|69AART|8FEWX|aRCVC
402	24213 36312	 * 	172.15	ACR|2VULN|1AART|2CDMG|3DUR|2ASPD	147DUR|28CDMG|37VULN|5RCR|67ASPD|7BPWR|9RCVC|aAART
403	36113 36212	   	172.15	ACR|2VULN|1AART|2CDMG|3DUR|2ASPD	17VULN|248DUR|37CDMG|5RCR|67ASPD|7BPWR|9RCVC|aAART
404	31334 41432	   	172.14	ACR|3VULN|1AART|1DMG|1DUR	167VULN|2CGEN|3RCVC|4RCR|5AART|8DUR|9ERES|aDMG
405	36336 26223	   	172.12	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9LWND|aRCVC
406	36336 26233	   	172.12	DCR|3VULN|1AART|1DMG|2DUR	145VULN|25DUR|3RPLT|5BPWR|6AART|7DMG|8RCR|9BEXP|aRCVC
407	24213 36521	   	172.09	ACR|2VULN|1DMG|3DUR|2ASPD|1CDMG|1ZMB	147DUR|2CDMG|37VULN|5RCR|67ASPD|7BPWR|8DMG|9RMIN|aZMB
408	63133 14412	   	172.08	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|2RCVC|3LHND|4RCR|57VULN|6DUR|8aDMG|9AART
409	32424 62221	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|8FEWX|9RMIN|aDUR
410	32424 62231	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|8FEWX|9MLV|aDUR
411	34241 11226	   	172.07	DCR|3VULN|1AART|2ZMB|1CDMG|1ASPD	137VULN|2CDMG|4AART|57ZMB|67MLV|7BPWR|8ASPD|9RCVC|aRCR
412	34263 22224	   	172.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	13aVULN|2CDMG|4DUR|5RCR|6AART|7CGEN|8ZMB|9RCVC
413	24213 36511	   	171.99	ACR|2VULN|1DMG|3DUR|2ASPD|1CDMG|1ZMB	147DUR|2CDMG|37VULN|5RCR|67ASPD|7BPWR|8DMG|9TLV|aZMB
414	43133 14412	   	171.98	ACR|2VULN|2DMG|1AART|1DUR	1ERES|2RCVC|3LHND|4RCR|57VULN|6DUR|8aDMG|9AART
415	32424 62211	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|8FEWX|9DUR|aDUST
416	32424 62213	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	16VULN|2LIT|3RCR|4LHND|56DMG|6BPWR|7AART|8FEWX|9DUR|aERES
417	33152 23162	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2LHND|3CDMG|4CGEN|5RCR|6BEXP|7AART|8DMG
418	33152 53162	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2LHND|3CDMG|4CGEN|5RCR|6FEWX|7AART|8DMG
419	21433 32414	   	171.93	ACR|3VULN|1AART|1DMG|2DUR	17DUR|23CGEN|4RCR|57aVULN|67LWND|7BPWR|8DMG|9AART
420	31152 41141	   	171.91	DCR|4VULN|1AART|1CDMG|1ASPD	1567VULN|2CGEN|3LWND|4AART|8CDMG|9RCR|aASPD
421	31423 32534	   	171.87	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|235CGEN|45DMG|5BPWR|6CDMG|8AART|9RCR|aRCVC
422	34113 42313	   	171.86	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	17aVULN|2CDMG|3aCGEN|4MLV|5RCR|6AART|8ASPD|9aDUR|aBPWR
423	34152 33162	   	171.85	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2CDMG|3CGEN|4DUST|5RCR|6LHND|7AART|8DMG
424	21133 23414	   	171.83	ACR|3VULN|1AART|1DMG|2DUR	13DUR|23CGEN|3BPWR|4RCR|56aVULN|7LWND|8DMG|9AART
425	21133 34414	   	171.83	ACR|3VULN|1AART|1DMG|2DUR	13DUR|23CGEN|3BPWR|4RCR|57aVULN|6LWND|8DMG|9AART
426	31333 46112	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	15VULN|2CGEN|3RCVC|4RCR|6aDMG|7DUR|8LHND|9AART
427	31333 46512	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	15VULN|2CGEN|3RCVC|4RCR|6aDMG|7DUR|8LWND|9AART
428	31336 14412	   	171.78	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2CGEN|3RCVC|4RCR|5LWND|6DUR|8aDMG|9AART
429	34263 22263	   	171.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	139VULN|2CDMG|4DUR|5RCR|6AART|7CGEN|8ZMB|aRCVC
430	24213 22134	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38aVULN|5RCR|6AART|7CGEN|9ASPD
431	24213 24136	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38aVULN|5RCR|6AART|7MLV|9ASPD
432	36113 22134	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|24DUR|3CDMG|5RCR|6AART|7CGEN|9ASPD
433	36113 24136	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|24DUR|3CDMG|5RCR|6AART|7MLV|9ASPD
434	34263 21312	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ASPD|aRPLT
435	34263 21313	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ASPD|aBEXP
436	34263 21316	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ASPD|aFEWX
437	34263 22111	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6AART|7CGEN|aASPD
438	34263 24111	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6AART|7MLV|aASPD
439	24213 22364	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|39aVULN|5RCR|6AART|7CGEN|8ASPD
440	36113 22364	   	171.66	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	19aVULN|24DUR|3CDMG|5RCR|6AART|7CGEN|8ASPD
441	33222 52255	   	171.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	158VULN|2LHND|3ZMB|4BEXP|6ASPD|7DMG|9RCR|aAART
442	33521 33255	   	171.62	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	178VULN|2LHND|3DMG|4BEXP|5ZMB|6ASPD|9RCR|aAART
443	22413 33342	   	171.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2aLIT|3RCR|4CDMG|5CANHEL|6MBVNT|7aDMG|8ZMB|9aVULN|aBPWR
444	31323 54211	   	171.57	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|25CGEN|3RCVC|45DMG|5BPWR|6LIT|8AART|9CDMG|aRCR
445	24213 21234	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|37aVULN|5RCR|6AART|8ERES|9ASPD
446	24213 21366	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|37aVULN|5RCR|6AART|8ASPD|9TLV
447	24213 25134	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	14DUR|2CDMG|38aVULN|5RCR|6AART|7ERES|9ASPD
448	36113 21234	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	17aVULN|24DUR|3CDMG|5RCR|6AART|8ERES|9ASPD
449	36113 21366	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	17aVULN|24DUR|3CDMG|5RCR|6AART|8ASPD|9TLV
450	36113 25134	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|24DUR|3CDMG|5RCR|6AART|7ERES|9ASPD
451	34263 21211	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	137VULN|2CDMG|49DUR|5RCR|6AART|8ERES|aASPD
452	34263 25111	   	171.56	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6AART|7ERES|aASPD
453	31433 41231	   	171.55	ACR|3VULN|2AART|1DMG	157VULN|23CGEN|4RCR|6DMG|8aAART|9LIT
454	24213 22234	   	171.52	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3aVULN|5RCR|69AART|7CGEN|8ZMB
455	24213 24236	   	171.52	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	14DUR|2CDMG|3aVULN|5RCR|69AART|7MLV|8ZMB
456	36113 22234	   	171.52	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aVULN|24DUR|3CDMG|5RCR|69AART|7CGEN|8ZMB
457	36113 24236	   	171.52	ACR|2VULN|2AART|1CDMG|2DUR|1ZMB	1aVULN|24DUR|3CDMG|5RCR|69AART|7MLV|8ZMB
458	34243 11142	   	171.48	DCR|4VULN|1AART|2CDMG	137aVULN|27CDMG|4AART|5RMIN|67MLV|7BPWR|8CGEN|9RCR
459	34263 31363	   	171.48	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	13VULN|2CDMG|4DUR|5RCR|6ASPD|7AART|8DMG|9LHND|aRCVC
460	36132 16532	 * 	171.44	ACR|2VULN|2DMG|2CDMG|3DUR	17VULN|267DUR|37CDMG|4RMIN|5RCR|7BPWR|8aDMG|9LWND
461	24232 16532	   	171.44	ACR|2VULN|2DMG|2CDMG|3DUR	167DUR|27CDMG|37VULN|4RMIN|5RCR|7BPWR|8aDMG|9LWND
462	31434 31131	   	171.44	ACR|3VULN|1AART|2CDMG|1DUR	179VULN|239CGEN|4RCR|5AART|6RCVC|89CDMG|9BPWR|aDUR
463	32424 61322	 * 	171.44	ACR|3VULN|3DMG	16aVULN|2LIT|3RCR|4LHND|569DMG|6BPWR|7LWND|8FEWX
464	32412 12334	   	171.39	ACR|4VULN|1AART|1CDMG	179aVULN|2LIT|3RCR|4CDMG|5LHND|6AART|8LWND
465	32412 12651	   	171.39	ACR|4VULN|1AART|1CDMG	1789VULN|2aLIT|3RCR|4CDMG|5LHND|6AART
466	32412 12653	   	171.39	ACR|4VULN|1AART|1CDMG	1789VULN|2LIT|3RCR|4CDMG|5LHND|6AART|aFEWX
467	32412 15334	   	171.39	ACR|4VULN|1AART|1CDMG	189aVULN|2LIT|3RCR|4CDMG|5LHND|6AART|7BEXP
468	32414 11334	   	171.39	ACR|4VULN|1AART|1CDMG	189aVULN|2LIT|3RCR|4CDMG|5LWND|6AART|7LHND
469	31334 41126	   	171.37	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CGEN|39RCVC|4RCR|5AART|8CDMG|aZMB
470	34246 33231	   	171.36	DCR|3VULN|2AART|1CDMG|1DUR	138VULN|2CDMG|46AART|5ERES|7RCVC|9RCR|aDUR
471	36132 16512	   	171.34	ACR|2VULN|2DMG|2CDMG|3DUR	17VULN|267DUR|37CDMG|4RMIN|5RCR|7BPWR|8aDMG|9TLV
472	24232 16512	   	171.34	ACR|2VULN|2DMG|2CDMG|3DUR	167DUR|27CDMG|37VULN|4RMIN|5RCR|7BPWR|8aDMG|9TLV
473	32412 12614	   	171.29	ACR|4VULN|1AART|1CDMG	178aVULN|2LIT|3RCR|4CDMG|5LHND|6AART|9DUST
474	32414 12334	   	171.29	ACR|4VULN|1AART|1CDMG	189aVULN|2LIT|3RCR|4CDMG|5LWND|6AART|7DUST
475	24213 21521	 * 	171.27	ACR|2VULN|2AART|3DUR|1CDMG|1ASPD	148DUR|2CDMG|37VULN|5RCR|69AART|aASPD
476	36113 21521	   	171.27	ACR|2VULN|2AART|3DUR|1CDMG|1ASPD	17VULN|248DUR|3CDMG|5RCR|69AART|aASPD
477	33212 52254	   	171.26	DCR|3VULN|2DMG|2ZMB|1ASPD	158VULN|2LHND|38ZMB|4DUST|6ASPD|78DMG|8BPWR|9RCR|aRCVC
478	25132 11365	   	171.23	ACR|3VULN|1AART|2CDMG|2DUR	19DUR|2FEWX|39CDMG|4RMIN|5RCR|6AART|789VULN|9BPWR|aCGEN
479	34113 45113	   	171.23	ACR|3VULN|1AART|2CDMG|2DUR	18aVULN|2aCDMG|3CGEN|4MLV|5RCR|6AART|7RMIN|9aDUR|aBPWR
480	24213 26343	   	171.23	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2CDMG|3VULN|5RCR|69AART|7DMG|8ASPD|aRCVC
481	36113 26343	   	171.23	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1VULN|24DUR|3CDMG|5RCR|69AART|7DMG|8ASPD|aRCVC
482	36336 31242	   	171.19	DCR|4VULN|1AART|2DUR|1ASPD	145aVULN|25DUR|3RPLT|5BPWR|6ASPD|7AART|8RCR|9CGEN
483	31434 42131	   	171.14	ACR|3VULN|1AART|2CDMG|1DUR	169VULN|239CGEN|4RCR|5AART|7RCVC|89CDMG|9BPWR|aDUR
484	25132 11361	   	171.13	ACR|3VULN|1AART|2CDMG|2DUR	19DUR|2FEWX|39CDMG|4RMIN|5RCR|6AART|789VULN|9BPWR|aERES
485	25132 11363	   	171.13	ACR|3VULN|1AART|2CDMG|2DUR	19DUR|2FEWX|39CDMG|4RMIN|5RCR|6AART|789VULN|9BPWR|aAIRHEA
486	31334 61112	   	171.12	ACR|3VULN|1AART|1CDMG|2DUR	18aVULN|2CGEN|3RCVC|4RCR|5AART|6CDMG|79DUR
487	26313 13535	 * 	171.11	DCR|2DMG|1AART|1VULN|1FLTHEA|2DUR	19DUR|2AART|3LIT|47DMG|5CGEN|6FLTHEA|8RCR|aVULN
488	31433 41221	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|23CGEN|4RCR|6DMG|8AART|9ZMB|aRPLT
489	31433 41224	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|23CGEN|4RCR|6DMG|8AART|9ZMB|aBELT
490	31433 41232	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	157VULN|23CGEN|4RCR|6DMG|8AART|9LIT|aZMB
491	21133 42346	 * 	171.09	ACR|4VULN|1AART|3DUR	139DUR|23CGEN|39BPWR|4RCR|589aVULN|69LIT|7AART
492	51133 12415	   	171.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|27ERES|3LHND|4RCR|57VULN|67DUR|7BPWR|8DMG|9AART|aZMB
493	32254 14211	   	171.07	DCR|4VULN|1AART|1CDMG|1ZMB	1347VULN|2LIT|5ZMB|6ERES|8AART|9CDMG|aRCR
494	24232 11136	   	171.06	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	16DUR|2CDMG|38aVULN|4RMIN|5RCR|7AART|9ASPD
495	34263 31112	   	171.06	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|aRPLT
496	34263 31113	   	171.06	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|aBEXP
497	34263 31116	   	171.06	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	138VULN|2CDMG|49DUR|5RCR|6ASPD|7AART|aFEWX
498	36132 11136	   	171.06	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	18aVULN|26DUR|3CDMG|4RMIN|5RCR|7AART|9ASPD
499	31333 44336	   	171.04	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2CGEN|3RCVC|4RCR|6DMG|7AART|8RMIN|9DUR
500	34263 21532	   	171.03	ACR|3VULN|1AART|2CDMG|2DUR	137VULN|29CDMG|48DUR|5RCR|6AART|aBEXP
501	34263 22512	   	171.03	ACR|3VULN|1AART|2CDMG|2DUR	13aVULN|28CDMG|49DUR|5RCR|6AART|7CGEN
