0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
344	11213 64721	   	172.55	ACR|3VULN|1AART|1DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8BEXP|9DMG|aAART
345	31361 54742	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2FEWX|3DUR|4MBVNT|5ZMB|6aVULN|7DMG|8RCR|9AART
346	11213 52133	   	172.48	ACR|3VULN|1DMG|2ASPD|2DUR|1ZMB	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|89DUR|aDMG
347	11214 11133	   	172.45	ACR|3VULN|2DMG|2DUR|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LHND|89DUR
348	11213 54241	   	172.45	ACR|3VULN|1AART|1DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9FEWX|aAART
349	11213 54271	   	172.45	ACR|3VULN|1AART|1DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9LWND|aAART
350	11213 54761	   	172.45	ACR|3VULN|1AART|1DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9LIT|aAART
351	14342 33632	   	172.44	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2LHND|3RCR|4RCVC|59aVULN|67CDMG|8AART
352	32354 36111	 * 	172.42	DCR|3VULN|3CDMG|3DUR|2ZMB	156CDMG|28ZMB|389DUR|458VULN|58BPWR|7RCR|aBEXP
353	32354 36113	   	172.42	DCR|3VULN|3CDMG|3DUR|2ZMB	156CDMG|28ZMB|389DUR|458VULN|58BPWR|7RCR|aFEWX
354	11222 16353	   	172.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|23aVULN|4DMG|5LIT|6AART|7DUR|8RCR|9RMIN
355	13635 53312	 * 	172.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	17ASPD|2RCVC|3CGEN|4CDMG|5RCR|6aVULN|8DMG|9AART
356	11213 54861	   	172.35	ACR|3VULN|1AART|1DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST|9LIT|aAART
357	32354 23215	 * 	172.33	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	15CDMG|2ZMB|3DUR|457VULN|5BPWR|6RCVC|8BEXP|9AART|aRCR
358	11265 14161	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8DUR|9LIT|aAART
359	11265 14221	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|235VULN|4MBVNT|6DMG|7RCR|8LIT|9DUR|aAART
360	13435 53212	   	172.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	17ASPD|2RCVC|3ERES|4CDMG|5RCR|6aVULN|8DMG|9AART
361	11414 14331	   	172.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3RCVC|4RCR|6DMG|7LIT|8DUR|9AART|aZMB
362	13635 36312	   	172.05	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2RCVC|3CGEN|46CDMG|5RCR|7aVULN|8DMG|9AART
363	41212 52141	   	172.00	ACR|3VULN|1AART|1DMG|1ZMB	157TLV|239VULN|4RCR|6AART|8DMG|aZMB
364	11214 64132	 * 	171.97	ACR|5VULN|3ASPD|1DUR	17aASPD|23578VULN|4RCR|6RCVC|7BPWR|9DUR
365	31125 35125	   	171.97	DCR|3VULN|2DMG|3CDMG	136CDMG|238FEWX|38BPWR|4LHND|58DMG|789VULN|aRCR
366	31125 53125	   	171.97	DCR|3VULN|2DMG|3CDMG	137CDMG|238FEWX|38BPWR|4LHND|58DMG|689VULN|aRCR
367	33141 36215	 * 	171.94	DCR|3VULN|1AART|1DMG|2CDMG	13CDMG|23LHND|3BPWR|4BEXP|567VULN|8DMG|9AART|aRCR
368	11265 14133	   	171.94	DCR|3VULN|2DMG|2DUR|1ASPD	1ASPD|235VULN|4MBVNT|6aDMG|7RCR|89DUR
369	11222 16321	   	171.66	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|23VULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG|aRCVC
370	41214 13111	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9BELT|aBEXP
371	41214 13133	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DMSP|aCGEN
372	41214 13134	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DMSP|aLIT
373	41214 13161	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9LWND|aBELT
374	41214 13163	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9aLWND
375	11414 53131	   	171.54	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8ERES|9CGEN|aDMG
376	11414 53311	   	171.54	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8CGEN|9NUKE|aDMG
377	41214 13113	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9BELT|aLEGI
378	41214 13115	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9BELT|aERES
379	41214 13116	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9BELT|aMBVNT
380	41214 13121	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DUST|aBELT
381	41214 13123	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DUST|aLWND
382	41214 13136	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DMSP|aERES
383	41214 13141	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9MLV|aERES
384	41214 13142	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1aTLV|235VULN|4RCR|6DMG|7AART|8ZMB|9MLV
385	41214 13143	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8ZMB|9MLV|aVENICY
386	41214 13241	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9FEWX|aZMB
387	41214 13261	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9LWND|aZMB
388	41212 13114	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	15TLV|23aVULN|4RCR|6DMG|7AART|8ZMB|9BELT
389	41212 13144	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	15TLV|23aVULN|4RCR|6DMG|7AART|8ZMB|9MLV
390	41212 13162	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	15TLV|23aVULN|4RCR|6DMG|7AART|8ZMB|9LWND
391	41514 13122	   	171.50	ACR|3VULN|1AART|1DMG|1ZMB	1TLV|25aVULN|3DMSP|4RCR|6DMG|7AART|8ZMB|9DUST
392	11414 51212	   	171.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3RCVC|4RCR|6AART|7DUST|8TLV|9DMG
393	11414 52212	   	171.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3RCVC|4RCR|6AART|7TLV|8LEGI|9DMG
394	11414 53111	   	171.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|257VULN|3RCVC|4RCR|6AART|8ERES|9NUKE|aDMG
395	41214 13125	   	171.40	ACR|3VULN|1AART|1DMG|1ZMB	1aTLV|235VULN|4RCR|6DMG|7AART|8ZMB|9DUST
396	41212 13122	   	171.40	ACR|3VULN|1AART|1DMG|1ZMB	15TLV|23aVULN|4RCR|6DMG|7AART|8ZMB|9DUST
397	11413 64454	   	171.30	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	17ASPD|27VULN|3RCVC|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9ZMB|aAART
398	21363 14532	   	171.30	ACR|3VULN|2AART|1DMG|1SELL	1RPLT|2CGEN|3SELL|46AART|5RCR|7DMG|89aVULN
399	11214 11533	   	171.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LHND|8ZMB|9CGEN
400	11214 11553	   	171.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LHND|8ZMB|9MLV
401	11214 12533	   	171.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LWND|8ZMB|9CGEN
402	11214 12553	   	171.23	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LWND|8ZMB|9MLV
403	32163 15342	   	171.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|35ERES|46DMG|7AART|8DUR|9RCR|aVULN
404	34351 36312	   	171.21	DCR|3VULN|1AART|2CDMG|2DUR	16CDMG|2RMIN|38DUR|45aVULN|7RCR|9AART
405	11413 54254	   	171.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9ZMB|aAART
406	11413 54644	   	171.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9LIT|aAART
407	11413 54724	   	171.20	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9ZMB|aAART
408	43363 13532	   	171.20	ACR|3VULN|2AART|1DMG|1SELL	1TLV|2RPLT|3SELL|46AART|5RCR|79aVULN|8DMG
409	11214 11513	   	171.13	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LHND|8ZMB|9ERES
410	11214 12513	   	171.13	ACR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LWND|8ZMB|9ERES
411	51243 61312	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	18CGEN|23VULN|4LWND|5CDMG|6aDMG|7AART|9RCR
412	11213 52123	 * 	171.04	ACR|3VULN|1DMG|2ZMB|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|79ZMB|8DUR|aDMG
413	11213 52673	   	171.04	ACR|3VULN|1DMG|2ZMB|2ASPD|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|78ZMB|9DUR|aDMG
414	11213 34451	   	171.03	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|6CDMG|79DMG|8RCVC|aZMB
415	11212 63334	   	171.02	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|239aVULN|4RCR|5TLV|6RCVC|7AART|8DUR
416	11465 14124	   	171.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|25VULN|3RCVC|4MBVNT|6DMG|7RCR|8DUR|9ZMB|aAART
417	51213 26311	   	171.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART|aLHND
418	51213 26313	   	171.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART|aBEXP
419	51213 26314	   	171.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART|aFEWX
420	51213 26315	   	171.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|23VULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART|aRMIN
421	51513 26312	   	171.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2aVULN|3DMSP|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9AART
422	13212 36643	   	170.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3LWND|4RCR|57aVULN|6CDMG|8ZMB|9DMG
423	13312 36643	   	170.99	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3FEWX|4RCR|57aVULN|6CDMG|8ZMB|9DMG
424	11214 15231	   	170.98	ACR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1ASPD|235VULN|4RCR|68DMG|7SELL|9FEWX|aZMB
425	11214 15341	   	170.98	ACR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1ASPD|235VULN|4RCR|69DMG|7SELL|8LHND|aZMB
426	34321 13311	 * 	170.98	ACR|3DMG|3CDMG|1AART|1DUR	179CDMG|2RMIN|3DUR|479LIT|5RCR|679DMG|79BPWR|8AART|aBEXP
427	34321 13312	   	170.98	ACR|3DMG|3CDMG|1AART|1DUR	179CDMG|2RMIN|3DUR|479LIT|5RCR|679DMG|79BPWR|8AART|aLWND
428	34321 13313	   	170.98	ACR|3DMG|3CDMG|1AART|1DUR	179CDMG|2RMIN|3DUR|479LIT|5RCR|679DMG|79BPWR|8AART|aMLV
429	11213 52263	   	170.93	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8LIT|9AART|aDUR
430	34321 13314	   	170.88	ACR|3DMG|3CDMG|1AART|1DUR	179CDMG|2RMIN|3DUR|479LIT|5RCR|679DMG|79BPWR|8AART|aTLV
431	34321 13316	   	170.88	ACR|3DMG|3CDMG|1AART|1DUR	179CDMG|2RMIN|3DUR|479LIT|5RCR|679DMG|79BPWR|8AART|aLEGI
432	41414 13212	   	170.84	ACR|3VULN|1AART|1DMG|1ASPD	1TLV|25aVULN|3RCVC|4RCR|6DMG|7AART|8LEGI|9ASPD
433	41414 13331	   	170.84	ACR|3VULN|1AART|1DMG|1DUR	1TLV|259VULN|3RCVC|4RCR|6DMG|7AART|8DUR|aERES
434	41414 13332	   	170.84	ACR|3VULN|1AART|1DMG|1DUR	1aTLV|259VULN|3RCVC|4RCR|6DMG|7AART|8DUR
435	41414 13333	   	170.84	ACR|3VULN|1AART|1DMG|1DUR	1TLV|259VULN|3RCVC|4RCR|6DMG|7AART|8DUR|aSNIHEL
436	41412 13334	   	170.84	ACR|3VULN|1AART|1DMG|1DUR	15TLV|29aVULN|3RCVC|4RCR|6DMG|7AART|8DUR
437	32122 61112	   	170.79	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	15CDMG|2ZMB|3ERES|45LHND|5BPWR|68VULN|7AART|9RCR|aDMG
438	32422 61112	   	170.79	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	15CDMG|2ZMB|3TLV|45LHND|5BPWR|68VULN|7AART|9RCR|aDMG
439	11265 14633	   	170.71	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6aDMG|7RCR|8ZMB|9CGEN
440	11265 14613	   	170.61	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6aDMG|7RCR|8ZMB|9ERES
441	11413 37461	   	170.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|278VULN|3RCVC|4RCR|5MBVNT|6CDMG|9DMG|aZMB
442	11211 65216	   	170.53	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|23VULN|4RCR|5ERES|6RCVC|7SELL|8aDMG|9AART
443	11212 65216	   	170.53	ACR|2VULN|2DMG|1AART|1ASPD|1SELL	1ASPD|23VULN|4RCR|5TLV|6RCVC|7SELL|8aDMG|9AART
444	11214 55322	   	170.52	ACR|4VULN|1AART|1ASPD|1DUR	1ASPD|2359VULN|4RCR|6AART|7DUR|8RPLT|aRCVC
445	11214 11641	   	170.39	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LHND|8BEXP|9CDMG
446	11214 12641	   	170.39	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|8BEXP|9CDMG
447	51213 62163	   	170.39	ACR|4VULN|1DMG|1CDMG|1DUR	1CGEN|239aVULN|4RCR|5CDMG|6DMG|7DUR|8MLV
448	11222 16322	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|23VULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG|aCGEN
449	11522 16325	   	170.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2aVULN|3DMSP|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG
450	14412 33632	   	170.34	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2LHND|3RCVC|4RCR|59aVULN|67CDMG|8AART
451	11213 51124	   	170.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7RMIN|8DUR|9ZMB|aAART
452	11213 51684	   	170.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7RMIN|8ZMB|9DUR|aAART
453	11213 52141	   	170.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8DUR|9LIT|aAART
454	11213 52221	   	170.33	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7ZMB|8LIT|9DUR|aAART
455	11213 37736	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8ZMB|9LWND|aAART
456	11214 11114	   	170.29	ACR|4VULN|1DMG|2ASPD|1DUR	19ASPD|235aVULN|4RCR|6DMG|7LHND|8DUR
457	11214 12113	   	170.29	ACR|4VULN|1DMG|2ASPD|1DUR	19ASPD|235aVULN|4RCR|6DMG|7LWND|8DUR
458	11214 13162	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2358VULN|4RCR|6DMG|7DMSP|9CANSTR|aCDMG
459	41214 11141	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1TLV|235aVULN|4RCR|6DMG|7LHND|8DUR|9CDMG
460	41214 12141	   	170.29	ACR|4VULN|1DMG|1CDMG|1DUR	1TLV|235aVULN|4RCR|6DMG|7LWND|8DUR|9CDMG
461	11213 37151	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8FEWX|9DMG
462	11213 37462	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aLSRICY
463	11213 37463	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aBEXP
464	11213 37465	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aMLV
465	11213 37466	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aCGEN
466	11213 37467	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aLIT
467	11213 37651	   	170.29	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8LHND|9DMG
468	41214 24311	 * 	170.29	ACR|4VULN|1DMG|1FLTHEA|1DUR	1TLV|2359VULN|4RCR|6BELT|7DUR|8FLTHEA|aDMG
469	11222 16323	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|23VULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG|aERES
470	11222 16324	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|23VULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG|aLEGI
471	11222 16326	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|23VULN|4DMG|5LIT|6AART|7DUR|8RCR|9CDMG|aAIRHEA
472	11214 51342	   	170.19	ACR|4VULN|1AART|2ASPD	19ASPD|2359VULN|4RCR|6AART|79DUST|8RPLT|9BPWR|aRCVC
473	11213 54186	   	170.19	ACR|4VULN|1DMG|2ASPD|1DUR	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9LEGI
474	11213 37251	   	170.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|237aVULN|4RCR|5MBVNT|6CDMG|8LEGI|9DMG
475	11213 37464	   	170.19	ACR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2378VULN|4RCR|5MBVNT|6CDMG|9DMG|aCANSTR
476	51213 32345	   	170.15	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1CGEN|23VULN|4RCR|56CDMG|7FEWX|8DUR|9DMG|aAART
477	11214 15161	   	170.14	ACR|4VULN|1DMG|1CDMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8CGEN|9CDMG
478	11214 15321	   	170.14	ACR|4VULN|1DMG|1CDMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8LHND|9CDMG
479	11214 15521	   	170.14	ACR|4VULN|1DMG|1CDMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8LWND|9CDMG
480	11213 33656	   	170.05	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|67CDMG|8LHND|9DMG|aAART
481	11214 15621	   	170.04	ACR|4VULN|1DMG|1CDMG|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8DUST|9CDMG
482	11214 65131	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8ERES|9CGEN|aDMG
483	11214 65311	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8CGEN|9NUKE|aDMG
484	11211 63621	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|239VULN|4RCR|5ERES|6RCVC|7AART|8CGEN|aDMG
485	11212 63621	   	170.04	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|239VULN|4RCR|5TLV|6RCVC|7AART|8CGEN|aDMG
486	13212 36412	   	170.04	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2RCVC|3LWND|4RCR|57aVULN|68CDMG|9AART
487	13312 36412	   	170.04	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2RCVC|3FEWX|4RCR|57aVULN|68CDMG|9AART
488	33125 11551	 * 	170.00	DCR|3DMG|3ZMB|3CDMG	138CDMG|234aLHND|38aBPWR|58aZMB|689DMG|7RCR
489	11213 37423	   	169.99	ACR|5VULN|1CDMG|1ASPD|1DUR	1ASPD|2378aVULN|4RCR|5MBVNT|6CDMG|9DUR
490	11213 33256	   	169.95	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|23VULN|4RCR|5MBVNT|67CDMG|8LEGI|9DMG|aAART
491	11214 65111	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6RCVC|7AART|8ERES|9NUKE|aDMG
492	11211 63212	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6RCVC|7AART|8LEGI|9DMG
493	11212 63212	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4RCR|5TLV|6RCVC|7AART|8LEGI|9DMG
494	41212 52152	   	169.87	ACR|2VULN|2DMG|1AART|1DUR	157TLV|23VULN|4RCR|6AART|8aDMG|9DUR
495	11213 64141	 * 	169.86	ACR|5VULN|2ASPD|1CDMG	17ASPD|2379aVULN|4RCR|5MBVNT|67LIT|7BPWR|8CDMG
496	11414 12233	   	169.84	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3RCVC|4RCR|6DMG|7LWND|8LIT|9AART
497	11213 54155	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG|aRMIN
498	11213 54156	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG|aDMSP
499	11213 54157	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG|aBEXP
500	11213 54752	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8BEXP|9CDMG|aDUR
501	11513 54151	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|26aVULN|3DMSP|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG
502	11421 12431	   	169.82	DCR|3VULN|2DMG|2ASPD	19ASPD|29aVULN|3RCVC|46DMG|5CGEN|7RCR|89BASHEA|9BPWR
503	51213 26323	   	169.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|23aVULN|4RCR|5CDMG|6RCVC|7ZMB|8DMG|9DUR
504	11265 14115	   	169.77	DCR|4VULN|1DMG|2ASPD|1DUR	19ASPD|235aVULN|4MBVNT|6DMG|7RCR|8DUR
505	11213 54153	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG|aTLV
506	11213 54158	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9CDMG|aERES
507	11213 54184	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9LEGI|aCDMG
508	11213 54834	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST|9DUR|aCDMG
509	11213 54852	   	169.73	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUST|9CDMG|aDUR
